_pid,partName,projectURL,_identifiers-1,_project.string_key,relatedItem_project,title-1:title_sort_portion,_digital_object_type.string_key,title-1:title_non_sort_portion,_parent_digital_objects-1.identifier,omeka_identifier-1:omeka_identifier_value,note-2:note_type,note-2:note_value,note-3:note_type,note-1:note_type,note-1:note_value,form-2:form_term.uri,genre-1:genre_term.uri,form-2:form_term.value,genre-1:genre_term.value,location-1:location_term.uri,genre-1:genre_term.authority,location-1:location_term.code,location-1:location_term.value,location-1:location_term.authority,digital_origin-1:digital_origin_value,type_of_resource-1:type_of_resource_value,date_created_textual-1:date_created_textual_value,use_and_reproduction-1:use_and_reproduction_value,date_created-1:date_created_end_value,date_created-1:date_created_start_value,collection-1:collection_term.uri,collection-1:collection_term.value,name-1:name_term.uri,name-1:name_term.value,name-1:name_term.authority,name-1:name_term.name_type,name-1:name_role-1.name_role_term.uri,name-1:name_role-1.name_role_term.value,name-1:name_role-1.name_role_term.authority,note-5:note_type,note-5:note_value,location-1:location_shelf_location-1.location_shelf_location_free_text,location-1:location_shelf_location-1.location_shelf_location_box_number,location-1:location_shelf_location-1.location_shelf_location_folder_number,language-1:language_term.uri,language-1:language_term.value,language-1:language_term.authority,object_in_context_url-1:object_in_context_url_value,place_of_origin-1:place_of_origin_value,subject_name-1:subject_name_term.uri,subject_title-1:subject_title_term.uri,subject_topic-1:subject_topic_term.uri,subject_name-1:subject_name_term.value,subject_topic-1:subject_topic_term.value,subject_title-1:subject_title_term.value,subject_name-1:subject_name_term.name_type,subject_name-1:subject_name_term.authority,subject_topic-1:subject_topic_term.authority,subject_title-1:subject_title_term.authority,subject_hierarchical_geographic-1:subject_hierarchical_geographic_city_text_value,subject_hierarchical_geographic-1:subject_hierarchical_geographic_state_text_value,subject_hierarchical_geographic-1:subject_hierarchical_geographic_county_text_value,subject_hierarchical_geographic-1:subject_hierarchical_geographic_borough_text_value,subject_hierarchical_geographic-1:subject_hierarchical_geographic_province_text_value,subject_hierarchical_geographic-1:subject_hierarchical_geographic_street-1.subject_hierarchical_geographic_street_value,date_created-1:date_created_type,subject_topic-2:subject_topic_term.uri,subject_topic-2:subject_topic_term.value,subject_topic-2:subject_topic_term.authority
 , , , , ,1968: The Global Revolutions,"The Weather Underground: Report of the Subcommittee to Investigate the Administration of the Internal Security Act and Other Internal Security Laws, p. 43", , , ,11867,filename,https://exhibitions-dev.library.columbia.edu/1968_206_02.jpg,original_format, ,Original filename: 1968_206_02.tif|Aeon Slip No.: 137202|Courtesy of Jeffrey Jones, , ,books,Still Image, ,fast, ,Private Collection,local,reformatted digital,Still Image,January 1975,In Copyright, , ,,, ,United States. Congress. Senate. Committee on the Judiciary, , , , , ,,,,,, ,English,iso639-2,https://exhibitions.library.columbia.edu/exhibits/show/global-revolutions/under-pressure/you-don-t-need-a-weatherman,,,,,,,,,,,,,,,,,,,,,
 , , , , ,1968: The Global Revolutions,"The Weather Underground: Report of the Subcommittee to Investigate the Administration of the Internal Security Act and Other Internal Security Laws, cover page", , , ,11866,filename,https://exhibitions-dev.library.columbia.edu/1968_206_01.jpg,original_format, ,Original filename: 1968_206_01.tif|Aeon Slip No.: 137202|Courtesy of Jeffrey Jones, , ,books,Still Image, ,fast, ,Private Collection,local,reformatted digital,Still Image,January 1975,In Copyright, , ,,, ,United States. Congress. Senate. Committee on the Judiciary, , , , , ,,,,,, ,English,iso639-2,https://exhibitions.library.columbia.edu/exhibits/show/global-revolutions/under-pressure/you-don-t-need-a-weatherman,,,,,,,,,,,,,,,,,,,,,
 , , , , ,1968: The Global Revolutions,"The Weather Eye, Front Cover", , , ,11865,filename,https://exhibitions-dev.library.columbia.edu/1968_205_01.jpg,original_format, ,Original filename: 1968_205_01.tif|Aeon Slip No.: 137201|Courtesy of Jeffrey Jones, , ,books,Still Image, ,fast, ,Private Collection,local,reformatted digital,Still Image,1974,In Copyright, , ,,,,,,,,,,,,,,, ,English,iso639-2,https://exhibitions.library.columbia.edu/exhibits/show/global-revolutions/under-pressure/you-don-t-need-a-weatherman,,,,,,,,,,,,,,,,,,,,,
 , , , , ,1968: The Global Revolutions,"""The Film the FBI Didn't Want You To See""", , , ,11864,filename,https://exhibitions-dev.library.columbia.edu/1968_204_01.jpg,original_format, ,Original filename: 1968_204_01.tif|Aeon Slip No.: 135333|Courtesy of Jeffrey Jones, , ,posters,Still Image, ,fast, ,Private Collection,local,reformatted digital,Still Image,1975,In Copyright, , ,,,,,,,,,,,,,,,,,,https://exhibitions.library.columbia.edu/exhibits/show/global-revolutions/under-pressure/the-film-the-fbi-didn-t-want-y,,,,,,,,,,,,,,,,,,,,,
 , , , , ,1968: The Global Revolutions,Portrait of J. Edgar Hoover, , , ,11863,filename,https://exhibitions-dev.library.columbia.edu/1968_203_01.jpg,original_format, ,Original filename: 1968_203_01.tif|Aeon Slip No.: 135260, , ,photographs,Still Image, ,fast, ,"Rare Book & Manuscript Library, Columbia University",local,reformatted digital,Still Image,before 1972,In Copyright, , , ,New Leader Records,,,,,,,,holdings, ,"Box 181, Folder 186", , ,,,,https://exhibitions.library.columbia.edu/exhibits/show/global-revolutions/under-pressure/hoover-launches-cointelpro,, , , , ,"Hoover, J. Edgar (John Edgar), 1895-1972", , , , , , , , , , , ,,,,
 , , , , ,1968: The Global Revolutions,COINTELPRO memorandum, , , ,11862,filename,https://exhibitions-dev.library.columbia.edu/1968_202_01.jpg,original_format, ,Original filename: 1968_202_01.tif, , ,correspondence,Still Image, ,fast, ,"Rare Book & Manuscript Library, Columbia University",local,reformatted digital,Still Image,"July 03, 1968",In Copyright, , , ,Amiri Baraka Papers, ,United States. Federal Bureau of Investigation, , , , , ,holdings, ,"Box 66, Folder 15", , , ,English,iso639-2,https://exhibitions.library.columbia.edu/exhibits/show/global-revolutions/under-pressure/hoover-launches-cointelpro,,,,,,,,,,,,,,,,,,,,,
 , , , , ,1968: The Global Revolutions,COINTELPRO memorandum, , , ,11861,filename,https://exhibitions-dev.library.columbia.edu/1968_201_01.jpg,original_format, ,Original filename: 1968_201_01.tif|Aeon Slip No.: 134769, , ,correspondence,Still Image, ,fast, ,"Rare Book & Manuscript Library, Columbia University",local,reformatted digital,Still Image,"May 09, 1968",In Copyright, , , ,Amiri Baraka Papers, ,United States. Federal Bureau of Investigation, , , , , ,holdings, ,"Box 66, Folder 15", , , ,English,iso639-2,https://exhibitions.library.columbia.edu/exhibits/show/global-revolutions/under-pressure/hoover-launches-cointelpro,,,,,,,,,,,,,,,,,,,,,
 , , , , ,1968: The Global Revolutions,Renew Our Common Struggle, , , ,11860,filename,https://exhibitions-dev.library.columbia.edu/1968_200_01.jpg,original_format, ,Original filename: 1968_200_01.tif|Aeon Slip No.: 127038, , ,posters,Still Image, ,fast, ,"Rare Book & Manuscript Library, Columbia University",local,reformatted digital,Still Image,"May 04, 1975",In Copyright, , , ,Robert L. Wilbur Papers, ,Art for People, , , , , ,holdings, ,Box Anti-War, , ,,,,https://exhibitions.library.columbia.edu/exhibits/show/global-revolutions/under-pressure/moving-toward-violent-resistan,,,,,,,,,,,,,,,,,,,,,
 , , , , ,1968: The Global Revolutions,"1967, 1968, 1969", , , ,11859,filename,https://exhibitions-dev.library.columbia.edu/1968_199_01.jpg,original_format, ,Original filename: 1968_199_01.tif|Aeon Slip No.: 127036, , ,posters,Still Image, ,fast, ,"Rare Book & Manuscript Library, Columbia University",local,reformatted digital,Still Image,1970,In Copyright, , , ,Robert L. Wilbur Papers,,,,,,,,holdings, ,Box Blacks, , ,,,,https://exhibitions.library.columbia.edu/exhibits/show/global-revolutions/under-pressure/moving-toward-violent-resistan,,,,,,,,,,,,,,,,,,,,,
 , , , , ,1968: The Global Revolutions,COINTELPRO memorandum, , , ,11858,filename,https://exhibitions-dev.library.columbia.edu/1968_198_01.jpg,original_format, ,Original filename: 1968_198_01.tif|Aeon Slip No.: 135403, , ,printed ephemera,Still Image, ,fast, ,"Rare Book & Manuscript Library, Columbia University",local,reformatted digital,Still Image,"November 19, 1970",In Copyright, , , ,Amiri Baraka Papers, ,United States. Federal Bureau of Investigation, , , , , ,holdings, ,"Box 66, Folder 15", , , ,English,iso639-2,https://exhibitions.library.columbia.edu/exhibits/show/global-revolutions/under-pressure/the-fbi-vs--amiri-baraka,,,,,,,,,,,,,,,,,,,,,
 , , , , ,1968: The Global Revolutions,COINTELPRO memorandum, , , ,11857,filename,https://exhibitions-dev.library.columbia.edu/1968_197_01.jpg,original_format, ,Original filename: 1968_197_01.tif|Aeon Slip No.: 134770, , ,printed ephemera,Still Image, ,fast, ,"Rare Book & Manuscript Library, Columbia University",local,reformatted digital,Still Image,"November 13, 1970",In Copyright, , , ,Amiri Baraka Papers, ,United States. Federal Bureau of Investigation, , , , , ,holdings, ,"Box 66, Folder 15", , , ,English,iso639-2,https://exhibitions.library.columbia.edu/exhibits/show/global-revolutions/under-pressure/the-fbi-vs--amiri-baraka,,,,,,,,,,,,,,,,,,,,,
 , , , , ,1968: The Global Revolutions,Rabble Rouser Index for LeRoi Jones, , , ,11856,filename,https://exhibitions-dev.library.columbia.edu/1968_196_01.jpg,original_format, ,Original filename: 1968_196_01.tif|Aeon Slip No.: 134772, , ,printed ephemera,Still Image, ,fast, ,"Rare Book & Manuscript Library, Columbia University",local,reformatted digital,Still Image,"June 19, 1968",In Copyright, , , ,Amiri Baraka Papers, ,United States. Federal Bureau of Investigation, , , , , ,holdings, ,"Box 66, Folder 15", , , ,English,iso639-2,https://exhibitions.library.columbia.edu/exhibits/show/global-revolutions/under-pressure/the-fbi-vs--amiri-baraka,"Newark, NJ",,,,,,,,,,,,,,,,,,,,
 , , , , ,1968: The Global Revolutions,Support the Panther 21, , , ,11855,filename,https://exhibitions-dev.library.columbia.edu/1968_195_01.jpg,original_format, ,Original filename: 1968_195_01.tif|Aeon Slip No.: 131678, , ,printed ephemera,Still Image, ,fast, ,"Rare Book & Manuscript Library, Columbia University",local,reformatted digital,Still Image,"December 18, 1969",In Copyright, , , ,Records of the Non-Sectarian Anti-Nazi League to Champion Human Rights, ,National Committee to Combat Fascism, , , , , ,holdings, ,"Box 481, Folder Black Panther Party", , , ,English,iso639-2,https://exhibitions.library.columbia.edu/exhibits/show/global-revolutions/freedom_struggles/black_panther_party/the-panther-21,"New York City, NY",,,,,,,,,,,,,,,,,,,,
 , , , , ,1968: The Global Revolutions,Workshop on Racism, , , ,11854,filename,https://exhibitions-dev.library.columbia.edu/1968_194_01.jpg,original_format, ,Original filename: 1968_194_01.tif|Aeon Slip No.: 134115, , ,printed ephemera,Still Image, ,fast, ,"University Archives, Columbia University",local,reformatted digital,Still Image,"October 21, 1970",In Copyright, , , ,University Protest and Activism Collection,,,,,,,,holdings, ,"Box 10, Folder 24", , , ,English,iso639-2,https://exhibitions.library.columbia.edu/exhibits/show/global-revolutions/under-pressure/black-power,Columbia University,,,,,,,,,,,,,,,,,,,,
 , , , , ,1968: The Global Revolutions,Celebrate African Liberation Day '77, , , ,11853,filename,https://exhibitions-dev.library.columbia.edu/1968_193_01.jpg,original_format, ,Original filename: 1968_193_01.tif|Aeon Slip No.: 138700, , ,posters,Still Image, ,fast, ,"Rare Book & Manuscript Library, Columbia University",local,reformatted digital,Still Image,"May 21, 1977",In Copyright, , , ,Amiri Baraka Papers, ,African Liberation Support Committee, , , , , ,holdings, ,Box 147, , ,,,,https://exhibitions.library.columbia.edu/exhibits/show/global-revolutions/under-pressure/black-power,"Oakland, CA",,,,,,,,,,,,,,,,,,,,
 , , , , ,1968: The Global Revolutions,Republican National Convention Pass for Thomas Whiteside, , , ,11852,filename,https://exhibitions-dev.library.columbia.edu/1968_192_01.jpg,original_format, ,Original filename: 1968_192_01.tif|Aeon Slip No.: 131428, , ,printed ephemera,Still Image, ,fast, ,"Rare Book & Manuscript Library, Columbia University",local,reformatted digital,Still Image,August 1968,In Copyright, , , ,Thomas Whiteside Papers, ,Republican National Committee (U.S.), , , , , ,holdings, ,"Box 9, Folder 4", , , ,English,iso639-2,https://exhibitions.library.columbia.edu/exhibits/show/global-revolutions/campaign----68/covering-the-republican-conven,"Miami Beach, Florida", , , , ,"Republican National Convention (1968 : Miami Beach, Fla.)|Politics and government", , , , , , , , , , , ,, ,United States,fast
 , , , , ,1968: The Global Revolutions,Republican National Convention Limited Access Pass, , , ,11851,filename,https://exhibitions-dev.library.columbia.edu/1968_191_01.jpg,original_format, ,Original filename: 1968_191_01.tif|Aeon Slip No.: 131428, , ,printed ephemera,Still Image, ,fast, ,"Rare Book & Manuscript Library, Columbia University",local,reformatted digital,Still Image,August 1968,In Copyright, , , ,Thomas Whiteside Papers, ,Republican National Committee (U.S.), , , , , ,holdings, ,"Box 9, Folder 4", , , ,English,iso639-2,https://exhibitions.library.columbia.edu/exhibits/show/global-revolutions/campaign----68/covering-the-republican-conven,"Miami Beach, Florida", , , , ,"Republican National Convention (1968 : Miami Beach, Fla.)|Politics and government", , , , , , , , , , , ,, ,United States,fast
 , , , , ,1968: The Global Revolutions,"Republican National Convention Ticket, Verso", , , ,11850,filename,https://exhibitions-dev.library.columbia.edu/1968_190_02.jpg,original_format, ,Original filename: 1968_190_02.tif|Aeon Slip No.: 138586, , ,printed ephemera,Still Image, ,fast, ,"Rare Book & Manuscript Library, Columbia University",local,reformatted digital,Still Image,"August 6, 1968",In Copyright, , , ,Thomas Whiteside Papers, ,Republican National Committee (U.S.), , , , , ,holdings, ,"Box 9, Folder 9", , , ,English,iso639-2,https://exhibitions.library.columbia.edu/exhibits/show/global-revolutions/campaign----68/covering-the-republican-conven,"Miami Beach, Florida", , , , ,"Republican National Convention (1968 : Miami Beach, Fla.)|Politics and government", , , , , , , , , , , ,, ,United States,fast
 , , , , ,1968: The Global Revolutions,"Republican National Convention Ticket, Recto", , , ,11849,filename,https://exhibitions-dev.library.columbia.edu/1968_190_01.jpg,original_format, ,Original filename: 1968_190_01.tif|Aeon Slip No.: 138586, , ,printed ephemera,Still Image, ,fast, ,"Rare Book & Manuscript Library, Columbia University",local,reformatted digital,Still Image,"August 6, 1968",In Copyright, , , ,Thomas Whiteside Papers, ,Republican National Committee (U.S.), , , , , ,holdings, ,"Box 9, Folder 9", , , ,English,iso639-2,https://exhibitions.library.columbia.edu/exhibits/show/global-revolutions/campaign----68/covering-the-republican-conven,"Miami Beach, Florida", , , , ,"Republican National Convention (1968 : Miami Beach, Fla.)|Politics and government", , , , , , , , , , , ,, ,United States,fast
 , , , , ,1968: The Global Revolutions,"Order of Business, Twenty-Ninth Republican National Convention, Front Cover", , , ,11848,filename,https://exhibitions-dev.library.columbia.edu/1968_189_01.jpg,original_format, ,Original filename: 1968_189_01.tif|Aeon Slip No.: 131431, , ,printed ephemera,Still Image, ,fast, ,"Rare Book & Manuscript Library, Columbia University",local,reformatted digital,Still Image,1968,In Copyright, , , ,Thomas Whiteside Papers, ,Republican National Committee (U.S.), , , , , ,holdings, ,"Box 9, Folder 9", , , ,English,iso639-2,https://exhibitions.library.columbia.edu/exhibits/show/global-revolutions/campaign----68/covering-the-republican-conven,"Miami Beach, Florida", , , , ,"Republican National Convention (1968 : Miami Beach, Fla.)|Politics and government", , , , , , , , , , , ,, ,United States,fast
 , , , , ,1968: The Global Revolutions,Shot list and Notes on CBS Coverage of 1968 Republican National Convention , , , ,11847,filename,https://exhibitions-dev.library.columbia.edu/1968_188_01.jpg,original_format, ,Original filename: 1968_188_01.tif|Aeon Slip No.: 131429, , ,correspondence,Still Image, ,fast, ,"Rare Book & Manuscript Library, Columbia University",local,reformatted digital,Still Image,1968,In Copyright, , , ,Thomas Whiteside Papers, ,"Columbia Broadcasting System, Inc.", , , , , ,holdings, ,"Box 9, Folder 9", , , ,English,iso639-2,https://exhibitions.library.columbia.edu/exhibits/show/global-revolutions/campaign----68/covering-the-republican-conven,"Miami Beach, Florida",,,,,,,,,,,,,,,,,,,,
