collection-1:collection_term.value,collection-1:collection_term.uri,name-1:name_term.value,name-1:name_term.name_type,name-1:name_term.authority,name-1:name_term.uri,name-1:name_role-1:name_role_term.value,name-1:name_role-1:name_role_term.authority,name-1:name_role-1:name_role_term.uri,name-2:name_term.value,name-2:name_term.name_type,name-2:name_term.authority,name-2:name_term.uri,name-2:name_role-1:name_role_term.value,name-2:name_role-1:name_role_term.authority,name-2:name_role-1:name_role_term.uri,date_created-1:date_created_start_value,date_created-1:date_created_end_value,date_created-1:date_created_type,date_created_textual-1:date_created_textual_value,abstract-1:abstract_value,omeka_identifier-1:omeka_identifier_value,type_of_resource-1:type_of_resource_value,object_in_context_url-1:object_in_context_url_value,location-1:location_term.code,location-1:location_term.value,location-1:location_term.authority,location-1:location_term.uri,location-1:location_shelf_location-1:location_shelf_location_free_text,location-1:location_shelf_location-1:location_shelf_location_box_number,location-1:location_sublocation,note-1:note_value,note-1:note_type,note-2:note_value,note-2:note_type,note-3:note_value,note-3:note_type,digital_origin-1:digital_origin_value,extent-1:extent_value,form-1:form_term.value,form-1:form_term.authority,form-1:form_term.uri,note-5:note_value,note-5:note_type,place_of_origin-1:place_of_origin_value,relatedItem_Project,projectURL,note-7:note_value,note-7:note_type,genre-1:genre_term.value,genre-1:genre_term.authority,genre-1:genre_term.uri,genre-2:genre_term.value,genre-2:genre_term.authority,genre-2:genre_term.uri,subject_topic-1:subject_topic_term.value,subject_topic-1:subject_topic_term.authority,subject_topic-1:subject_topic_term.uri,subject_topic-2:subject_topic_term.value,subject_topic-2:subject_topic_term.authority,subject_topic-2:subject_topic_term.uri,subject_topic-3:subject_topic_term.value,subject_topic-3:subject_topic_term.authority,subject_topic-3:subject_topic_term.uri,subject_name-1:subject_name_term.value,subject_name-1:subject_name_term.name_type,subject_name-1:subject_name_term.authority,subject_name-1:subject_name_term.uri,subject_name-2:subject_name_term.value,subject_name-2:subject_name_term.name_type,subject_name-2:subject_name_term.authority,subject_name-2:subject_name_term.uri,subject_title-1:subject_title_term.value,subject_title-1:subject_title_term.authority,subject_title-1:subject_title_term.uri,title-1:title_non_sort_portion,title-1:title_sort_portion,_identifiers-1,_parent_digital_objects-1.identifier,_digital_object_type.string_key,_project.string_key
Dramatic Museum Realia,http://id.library.columbia.edu/term/6d5257db-f732-4d2e-b196-2a8dd7754bbc,,,,,,,,,,,,,,,1800,1899,approximate,1800-1899,Part of a set of Karagheuz puppets.,,three dimensional object,,NNC-RB,"Rare Book & Manuscript Library, Columbia University",local,http://id.library.columbia.edu/term/d2142d01-deaa-4a39-8dbd-72c4f148353f,DM number: P13.09,Box: 23,,,,,,,,reformatted digital,"6.5""",objects,gmgpc,http://id.loc.gov/vocabulary/graphicMaterials/tgm007159,leather,original_format,Turkey,Dramatic Museum Realia,http://www.columbia.edu/cgi-bin/cul/resolve?clio8556788,"Brander Matthews, with others, c.1925",ownership,Shadow puppets,fast,http://id.worldcat.org/fast/1115043,,,,Drama,fast,http://id.worldcat.org/fast/897468,Trees,fast,http://id.worldcat.org/fast/1155984,,,,,,,,,,,,,,,,Turkish Shadow Puppet Of Trees,dramaticmuseum_tpt,,item,dramatic_museum
,,,,,,,,,,,,,,,,,,,,,omeka_1653,,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/realia/puppets_turkey/gallery1,,,,,,,,rbml_realia_p13.09,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Turkish Shadow Puppet Of Trees,dramaticmuseum_tpt_000,dramaticmuseum_tpt,asset,dramatic_museum
Dramatic Museum Realia,http://id.library.columbia.edu/term/6d5257db-f732-4d2e-b196-2a8dd7754bbc,,,,,,,,,,,,,,,1800,1899,approximate,1800-1899,Part of a set of Karagheuz puppets.,,three dimensional object,,NNC-RB,"Rare Book & Manuscript Library, Columbia University",local,http://id.library.columbia.edu/term/d2142d01-deaa-4a39-8dbd-72c4f148353f,DM number: P13.06,Box: 23,,,,,,,,reformatted digital,"8""",objects,gmgpc,http://id.loc.gov/vocabulary/graphicMaterials/tgm007159,leather,original_format,Turkey,Dramatic Museum Realia,http://www.columbia.edu/cgi-bin/cul/resolve?clio8556788,"Brander Matthews, with others, c.1925",ownership,Shadow puppets,fast,http://id.worldcat.org/fast/1115043,,,,Trees,fast,http://id.worldcat.org/fast/1155984,,,,,,,,,,,,,,,,,,,Turkish Shadow Puppet Of Trees,dramaticmuseum_tpu,,item,dramatic_museum
,,,,,,,,,,,,,,,,,,,,,omeka_1648,,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/realia/puppets_turkey/gallery1,,,,,,,,rbml_realia_p13.06,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Turkish Shadow Puppet Of Trees,dramaticmuseum_tpu_000,dramaticmuseum_tpu,asset,dramatic_museum
Dramatic Museum Realia,http://id.library.columbia.edu/term/6d5257db-f732-4d2e-b196-2a8dd7754bbc,,,,,,,,,,,,,,,1800,1899,approximate,1800-1899,Part of a set of Karagheuz puppets.,,three dimensional object,,NNC-RB,"Rare Book & Manuscript Library, Columbia University",local,http://id.library.columbia.edu/term/d2142d01-deaa-4a39-8dbd-72c4f148353f,DM number: P13.11,Box: 23,,,,,,,,reformatted digital,"10.5""",objects,gmgpc,http://id.loc.gov/vocabulary/graphicMaterials/tgm007159,leather,original_format,Turkey,Dramatic Museum Realia,http://www.columbia.edu/cgi-bin/cul/resolve?clio8556788,"Brander Matthews, with others, c.1925",ownership,Shadow puppets,fast,http://id.worldcat.org/fast/1115043,,,,Drama,fast,http://id.worldcat.org/fast/897468,,,,,,,,,,,,,,,,,,,Turkish Shadow Puppet Of Woman Holding Flower,dramaticmuseum_tpv,,item,dramatic_museum
,,,,,,,,,,,,,,,,,,,,,omeka_1657,,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/realia/puppets_turkey/gallery1,,,,,,,,rbml_realia_p13.11,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Turkish Shadow Puppet Of Woman Holding Flower,dramaticmuseum_tpv_000,dramaticmuseum_tpv,asset,dramatic_museum
Dramatic Museum Realia,http://id.library.columbia.edu/term/6d5257db-f732-4d2e-b196-2a8dd7754bbc,,,,,,,,,,,,,,,1700,1966,inferred,between 1700 and 1966,"Single figure. Writing in red chalk on verso, Thai label with wax seal.",,three dimensional object,,NNC-RB,"Rare Book & Manuscript Library, Columbia University",local,http://id.library.columbia.edu/term/d2142d01-deaa-4a39-8dbd-72c4f148353f,DM number: TSP24,Box: TSP24,,,,,,Date range based on the date range ([18th c.]-1966) of the Dramatic Museum Realia collection,,reformatted digital,"66"" (71"")",objects,gmgpc,http://id.loc.gov/vocabulary/graphicMaterials/tgm007159,"skin, bamboo",original_format,Thailand,Dramatic Museum Realia,http://www.columbia.edu/cgi-bin/cul/resolve?clio8556788,,,Shadow puppets,fast,http://id.worldcat.org/fast/1115043,,,,Drama,fast,http://id.worldcat.org/fast/897468,,,,,,,,,,,,,,,,,,,Thai Shadow Puppet,dramaticmuseum_tsa,,item,dramatic_museum
,,,,,,,,,,,,,,,,,,,,,omeka_1667,,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/realia/puppets_thailand/gallery3,,,,,,,,rbml_realia_tsp24,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thai Shadow Puppet,dramaticmuseum_tsa_000,dramaticmuseum_tsa,asset,dramatic_museum
Dramatic Museum Realia,http://id.library.columbia.edu/term/6d5257db-f732-4d2e-b196-2a8dd7754bbc,,,,,,,,,,,,,,,1700,1966,inferred,between 1700 and 1966,Single figure. Thai label with wax seal.,,three dimensional object,,NNC-RB,"Rare Book & Manuscript Library, Columbia University",local,http://id.library.columbia.edu/term/d2142d01-deaa-4a39-8dbd-72c4f148353f,DM number: TSP23,Box: TSP23,,,,,,Date range based on the date range ([18th c.]-1966) of the Dramatic Museum Realia collection,,reformatted digital,"58"" (69"")",objects,gmgpc,http://id.loc.gov/vocabulary/graphicMaterials/tgm007159,"skin, bamboo",original_format,Thailand,Dramatic Museum Realia,http://www.columbia.edu/cgi-bin/cul/resolve?clio8556788,,,Shadow puppets,fast,http://id.worldcat.org/fast/1115043,,,,Drama,fast,http://id.worldcat.org/fast/897468,,,,,,,,,,,,,,,,,,,Thai Shadow Puppet,dramaticmuseum_tsb,,item,dramatic_museum
,,,,,,,,,,,,,,,,,,,,,omeka_1665,,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/realia/puppets_thailand/gallery2,,,,,,,,rbml_realia_tsp23,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thai Shadow Puppet,dramaticmuseum_tsb_000,dramaticmuseum_tsb,asset,dramatic_museum
Dramatic Museum Realia,http://id.library.columbia.edu/term/6d5257db-f732-4d2e-b196-2a8dd7754bbc,,,,,,,,,,,,,,,1700,1966,inferred,between 1700 and 1966,"Two figures. A number or letter is written at the top in red, string remaining only.",,three dimensional object,,NNC-RB,"Rare Book & Manuscript Library, Columbia University",local,http://id.library.columbia.edu/term/d2142d01-deaa-4a39-8dbd-72c4f148353f,DM number: TSP22,Box: TSP22,,,,,,Date range based on the date range ([18th c.]-1966) of the Dramatic Museum Realia collection,,reformatted digital,"63"" (71"")",objects,gmgpc,http://id.loc.gov/vocabulary/graphicMaterials/tgm007159,"skin, bamboo",original_format,Thailand,Dramatic Museum Realia,http://www.columbia.edu/cgi-bin/cul/resolve?clio8556788,,,Shadow puppets,fast,http://id.worldcat.org/fast/1115043,,,,Drama,fast,http://id.worldcat.org/fast/897468,,,,,,,,,,,,,,,,,,,Thai Shadow Puppet,dramaticmuseum_tsc,,item,dramatic_museum
,,,,,,,,,,,,,,,,,,,,,omeka_1663,,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/realia/puppets_thailand/gallery2,,,,,,,,rbml_realia_tsp22,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thai Shadow Puppet,dramaticmuseum_tsc_000,dramaticmuseum_tsc,asset,dramatic_museum
Dramatic Museum Realia,http://id.library.columbia.edu/term/6d5257db-f732-4d2e-b196-2a8dd7754bbc,,,,,,,,,,,,,,,1700,1966,inferred,between 1700 and 1966,"Single figure. ""99"" top center in red chalk.",,three dimensional object,,NNC-RB,"Rare Book & Manuscript Library, Columbia University",local,http://id.library.columbia.edu/term/d2142d01-deaa-4a39-8dbd-72c4f148353f,DM number: TSP21,Box: TSP21,,,,,,Date range based on the date range ([18th c.]-1966) of the Dramatic Museum Realia collection,,reformatted digital,"61"" (70"")",objects,gmgpc,http://id.loc.gov/vocabulary/graphicMaterials/tgm007159,"skin, bamboo",original_format,Thailand,Dramatic Museum Realia,http://www.columbia.edu/cgi-bin/cul/resolve?clio8556788,,,Shadow puppets,fast,http://id.worldcat.org/fast/1115043,,,,Drama,fast,http://id.worldcat.org/fast/897468,,,,,,,,,,,,,,,,,,,Thai Shadow Puppet,dramaticmuseum_tsd,,item,dramatic_museum
,,,,,,,,,,,,,,,,,,,,,omeka_1661,,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/realia/puppets_thailand/gallery3,,,,,,,,rbml_realia_tsp21,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thai Shadow Puppet,dramaticmuseum_tsd_000,dramaticmuseum_tsd,asset,dramatic_museum
Dramatic Museum Realia,http://id.library.columbia.edu/term/6d5257db-f732-4d2e-b196-2a8dd7754bbc,,,,,,,,,,,,,,,1700,1966,inferred,between 1700 and 1966,"Figure with floral design. ""8"" in red, top corner.",,three dimensional object,,NNC-RB,"Rare Book & Manuscript Library, Columbia University",local,http://id.library.columbia.edu/term/d2142d01-deaa-4a39-8dbd-72c4f148353f,DM number: TSP20,Box: TSP20,,,,,,Date range based on the date range ([18th c.]-1966) of the Dramatic Museum Realia collection,,reformatted digital,"55"" (68"")",objects,gmgpc,http://id.loc.gov/vocabulary/graphicMaterials/tgm007159,"skin, bamboo, string",original_format,Thailand,Dramatic Museum Realia,http://www.columbia.edu/cgi-bin/cul/resolve?clio8556788,,,Shadow puppets,fast,http://id.worldcat.org/fast/1115043,,,,Drama,fast,http://id.worldcat.org/fast/897468,,,,,,,,,,,,,,,,,,,Thai Shadow Puppet,dramaticmuseum_tse,,item,dramatic_museum
,,,,,,,,,,,,,,,,,,,,,omeka_1659,,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/realia/puppets_thailand/gallery3,,,,,,,,rbml_realia_tsp20,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thai Shadow Puppet,dramaticmuseum_tse_000,dramaticmuseum_tse,asset,dramatic_museum
Dramatic Museum Realia,http://id.library.columbia.edu/term/6d5257db-f732-4d2e-b196-2a8dd7754bbc,,,,,,,,,,,,,,,1700,1966,inferred,between 1700 and 1966,Figure with floral design; no handle,,three dimensional object,,NNC-RB,"Rare Book & Manuscript Library, Columbia University",local,http://id.library.columbia.edu/term/d2142d01-deaa-4a39-8dbd-72c4f148353f,DM number: TSP19,Box: TSP19,,,,,,Date range based on the date range ([18th c.]-1966) of the Dramatic Museum Realia collection,,reformatted digital,"52.5""",objects,gmgpc,http://id.loc.gov/vocabulary/graphicMaterials/tgm007159,"skin, metal",original_format,Thailand,Dramatic Museum Realia,http://www.columbia.edu/cgi-bin/cul/resolve?clio8556788,,,Shadow puppets,fast,http://id.worldcat.org/fast/1115043,,,,Drama,fast,http://id.worldcat.org/fast/897468,,,,,,,,,,,,,,,,,,,Thai Shadow Puppet,dramaticmuseum_tsf,,item,dramatic_museum
,,,,,,,,,,,,,,,,,,,,,omeka_1656,,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/realia/puppets_thailand/gallery4,,,,,,,,rbml_realia_tsp19,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thai Shadow Puppet,dramaticmuseum_tsf_000,dramaticmuseum_tsf,asset,dramatic_museum
Dramatic Museum Realia,http://id.library.columbia.edu/term/6d5257db-f732-4d2e-b196-2a8dd7754bbc,,,,,,,,,,,,,,,1700,1966,inferred,between 1700 and 1966,"Buddha surrounded by 4 figures. ""9"" in red",,three dimensional object,,NNC-RB,"Rare Book & Manuscript Library, Columbia University",local,http://id.library.columbia.edu/term/d2142d01-deaa-4a39-8dbd-72c4f148353f,DM number: TSP18,Box: TSP18,,,,,,Date range based on the date range ([18th c.]-1966) of the Dramatic Museum Realia collection,,reformatted digital,"55"" (71"")",objects,gmgpc,http://id.loc.gov/vocabulary/graphicMaterials/tgm007159,"skin, bamboo, string, metal",original_format,Thailand,Dramatic Museum Realia,http://www.columbia.edu/cgi-bin/cul/resolve?clio8556788,,,Shadow puppets,fast,http://id.worldcat.org/fast/1115043,,,,Buddhas,fast,http://id.worldcat.org/fast/840025,,,,,,,,,,,,,,,,,,,Thai Shadow Puppet,dramaticmuseum_tsg,,item,dramatic_museum
,,,,,,,,,,,,,,,,,,,,,omeka_1654,,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/realia/puppets_thailand/gallery1,,,,,,,,rbml_realia_tsp18,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thai Shadow Puppet,dramaticmuseum_tsg_000,dramaticmuseum_tsg,asset,dramatic_museum
Dramatic Museum Realia,http://id.library.columbia.edu/term/6d5257db-f732-4d2e-b196-2a8dd7754bbc,,,,,,,,,,,,,,,1700,1966,inferred,between 1700 and 1966,"Figure with pointed cap. Thai label with wax seal, red chalk writing.",,three dimensional object,,NNC-RB,"Rare Book & Manuscript Library, Columbia University",local,http://id.library.columbia.edu/term/d2142d01-deaa-4a39-8dbd-72c4f148353f,DM number: TSP17,Box: TSP17,,,,,,Date range based on the date range ([18th c.]-1966) of the Dramatic Museum Realia collection,,reformatted digital,"59"" (74"")",objects,gmgpc,http://id.loc.gov/vocabulary/graphicMaterials/tgm007159,"skin, bamboo",original_format,Thailand,Dramatic Museum Realia,http://www.columbia.edu/cgi-bin/cul/resolve?clio8556788,,,Shadow puppets,fast,http://id.worldcat.org/fast/1115043,,,,Drama,fast,http://id.worldcat.org/fast/897468,,,,,,,,,,,,,,,,,,,Thai Shadow Puppet,dramaticmuseum_tsh,,item,dramatic_museum
,,,,,,,,,,,,,,,,,,,,,omeka_1651,,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/realia/puppets_thailand/gallery1,,,,,,,,rbml_realia_tsp17,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thai Shadow Puppet,dramaticmuseum_tsh_000,dramaticmuseum_tsh,asset,dramatic_museum
Dramatic Museum Realia,http://id.library.columbia.edu/term/6d5257db-f732-4d2e-b196-2a8dd7754bbc,,,,,,,,,,,,,,,1700,1966,inferred,between 1700 and 1966,"Two figures facing one another, one with cone-shaped cap. Thai label with wax seal, red chalk marking.",,three dimensional object,,NNC-RB,"Rare Book & Manuscript Library, Columbia University",local,http://id.library.columbia.edu/term/d2142d01-deaa-4a39-8dbd-72c4f148353f,DM number: TSP16,Box: TSP16,,,,,,Date range based on the date range ([18th c.]-1966) of the Dramatic Museum Realia collection,,reformatted digital,"58"" (67"")",objects,gmgpc,http://id.loc.gov/vocabulary/graphicMaterials/tgm007159,"skin, bamboo, coating, metal",original_format,Thailand,Dramatic Museum Realia,http://www.columbia.edu/cgi-bin/cul/resolve?clio8556788,,,Shadow puppets,fast,http://id.worldcat.org/fast/1115043,,,,Drama,fast,http://id.worldcat.org/fast/897468,,,,,,,,,,,,,,,,,,,Thai Shadow Puppet,dramaticmuseum_tsi,,item,dramatic_museum
,,,,,,,,,,,,,,,,,,,,,omeka_1649,,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/realia/puppets_thailand/gallery2,,,,,,,,rbml_realia_tsp16,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thai Shadow Puppet,dramaticmuseum_tsi_000,dramaticmuseum_tsi,asset,dramatic_museum
Dramatic Museum Realia,http://id.library.columbia.edu/term/6d5257db-f732-4d2e-b196-2a8dd7754bbc,,,,,,,,,,,,,,,1700,1966,inferred,between 1700 and 1966,"Single figure. ""17"" in red chalk.",,three dimensional object,,NNC-RB,"Rare Book & Manuscript Library, Columbia University",local,http://id.library.columbia.edu/term/d2142d01-deaa-4a39-8dbd-72c4f148353f,DM number: TSP15,Box: TSP15,,,,,,Date range based on the date range ([18th c.]-1966) of the Dramatic Museum Realia collection,,reformatted digital,"63"" (68"")",objects,gmgpc,http://id.loc.gov/vocabulary/graphicMaterials/tgm007159,"skin, bamboo",original_format,Thailand,Dramatic Museum Realia,http://www.columbia.edu/cgi-bin/cul/resolve?clio8556788,,,Shadow puppets,fast,http://id.worldcat.org/fast/1115043,,,,Drama,fast,http://id.worldcat.org/fast/897468,,,,,,,,,,,,,,,,,,,Thai Shadow Puppet,dramaticmuseum_tsj,,item,dramatic_museum
,,,,,,,,,,,,,,,,,,,,,omeka_1647,,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/realia/puppets_thailand/gallery1,,,,,,,,rbml_realia_tsp15,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thai Shadow Puppet,dramaticmuseum_tsj_000,dramaticmuseum_tsj,asset,dramatic_museum
Dramatic Museum Realia,http://id.library.columbia.edu/term/6d5257db-f732-4d2e-b196-2a8dd7754bbc,,,,,,,,,,,,,,,1700,1966,inferred,between 1700 and 1966,Figure with cubs.,,three dimensional object,,NNC-RB,"Rare Book & Manuscript Library, Columbia University",local,http://id.library.columbia.edu/term/d2142d01-deaa-4a39-8dbd-72c4f148353f,DM number: TSP14,Box: TSP14,,,,,,Date range based on the date range ([18th c.]-1966) of the Dramatic Museum Realia collection,,reformatted digital,"56""(66.5"")",objects,gmgpc,http://id.loc.gov/vocabulary/graphicMaterials/tgm007159,"skin, bamboo",original_format,Thailand,Dramatic Museum Realia,http://www.columbia.edu/cgi-bin/cul/resolve?clio8556788,,,Shadow puppets,fast,http://id.worldcat.org/fast/1115043,,,,Drama,fast,http://id.worldcat.org/fast/897468,,,,,,,,,,,,,,,,,,,Thai Shadow Puppet,dramaticmuseum_tsk,,item,dramatic_museum
,,,,,,,,,,,,,,,,,,,,,omeka_1645,,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/realia/puppets_thailand/gallery1,,,,,,,,rbml_realia_tsp14,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thai Shadow Puppet,dramaticmuseum_tsk_000,dramaticmuseum_tsk,asset,dramatic_museum
Dramatic Museum Realia,http://id.library.columbia.edu/term/6d5257db-f732-4d2e-b196-2a8dd7754bbc,,,,,,,,,,,,,,,1700,1966,inferred,between 1700 and 1966,Figure with floral motif. Thai label with wax seal.,,three dimensional object,,NNC-RB,"Rare Book & Manuscript Library, Columbia University",local,http://id.library.columbia.edu/term/d2142d01-deaa-4a39-8dbd-72c4f148353f,DM number: TSP13,Box: TSP13,,,,,,Date range based on the date range ([18th c.]-1966) of the Dramatic Museum Realia collection,,reformatted digital,"50.5"" (60"")",objects,gmgpc,http://id.loc.gov/vocabulary/graphicMaterials/tgm007159,"skin, bamboo",original_format,Thailand,Dramatic Museum Realia,http://www.columbia.edu/cgi-bin/cul/resolve?clio8556788,,,Shadow puppets,fast,http://id.worldcat.org/fast/1115043,,,,Drama,fast,http://id.worldcat.org/fast/897468,,,,,,,,,,,,,,,,,,,Thai Shadow Puppet,dramaticmuseum_tsl,,item,dramatic_museum
,,,,,,,,,,,,,,,,,,,,,omeka_1643,,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/realia/puppets_thailand/gallery4,,,,,,,,rbml_realia_tsp13,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thai Shadow Puppet,dramaticmuseum_tsl_000,dramaticmuseum_tsl,asset,dramatic_museum
Dramatic Museum Realia,http://id.library.columbia.edu/term/6d5257db-f732-4d2e-b196-2a8dd7754bbc,,,,,,,,,,,,,,,1700,1966,inferred,between 1700 and 1966,Thai label with wax seal,,three dimensional object,,NNC-RB,"Rare Book & Manuscript Library, Columbia University",local,http://id.library.columbia.edu/term/d2142d01-deaa-4a39-8dbd-72c4f148353f,DM number: TSP12,Box: TSP12,,,,,,Date range based on the date range ([18th c.]-1966) of the Dramatic Museum Realia collection,,reformatted digital,"60"" (69"")",objects,gmgpc,http://id.loc.gov/vocabulary/graphicMaterials/tgm007159,"skin, metal, bamboo",original_format,Thailand,Dramatic Museum Realia,http://www.columbia.edu/cgi-bin/cul/resolve?clio8556788,,,Shadow puppets,fast,http://id.worldcat.org/fast/1115043,,,,Drama,fast,http://id.worldcat.org/fast/897468,,,,,,,,,,,,,,,,,,,Thai Shadow Puppet,dramaticmuseum_tsm,,item,dramatic_museum
,,,,,,,,,,,,,,,,,,,,,omeka_1641,,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/realia/puppets_thailand/gallery1,,,,,,,,rbml_realia_tsp12,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thai Shadow Puppet,dramaticmuseum_tsm_000,dramaticmuseum_tsm,asset,dramatic_museum
Dramatic Museum Realia,http://id.library.columbia.edu/term/6d5257db-f732-4d2e-b196-2a8dd7754bbc,,,,,,,,,,,,,,,1700,1966,inferred,between 1700 and 1966,"Single figure. Red chalk marking on skin frame directly above head; the label has been torn away, the string attachment remains.",,three dimensional object,,NNC-RB,"Rare Book & Manuscript Library, Columbia University",local,http://id.library.columbia.edu/term/d2142d01-deaa-4a39-8dbd-72c4f148353f,DM number: TSP11,Box: TSP11,,,,,,Date range based on the date range ([18th c.]-1966) of the Dramatic Museum Realia collection,,reformatted digital,"58"" (73"")",objects,gmgpc,http://id.loc.gov/vocabulary/graphicMaterials/tgm007159,"skin, metal",original_format,Thailand,Dramatic Museum Realia,http://www.columbia.edu/cgi-bin/cul/resolve?clio8556788,,,Shadow puppets,fast,http://id.worldcat.org/fast/1115043,,,,Drama,fast,http://id.worldcat.org/fast/897468,,,,,,,,,,,,,,,,,,,Thai Shadow Puppet,dramaticmuseum_tsn,,item,dramatic_museum
,,,,,,,,,,,,,,,,,,,,,omeka_1639,,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/realia/puppets_thailand/gallery1,,,,,,,,rbml_realia_tsp11,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thai Shadow Puppet,dramaticmuseum_tsn_000,dramaticmuseum_tsn,asset,dramatic_museum
Dramatic Museum Realia,http://id.library.columbia.edu/term/6d5257db-f732-4d2e-b196-2a8dd7754bbc,,,,,,,,,,,,,,,1700,1966,inferred,between 1700 and 1966,"Figure with hat, surrounded by floral pattern. ""21"" in red on verso.",,three dimensional object,,NNC-RB,"Rare Book & Manuscript Library, Columbia University",local,http://id.library.columbia.edu/term/d2142d01-deaa-4a39-8dbd-72c4f148353f,DM number: TSP10,Box: TSP10,,,,,,Date range based on the date range ([18th c.]-1966) of the Dramatic Museum Realia collection,,reformatted digital,"55"" (63"")",objects,gmgpc,http://id.loc.gov/vocabulary/graphicMaterials/tgm007159,"skin, bamboo, metal",original_format,Thailand,Dramatic Museum Realia,http://www.columbia.edu/cgi-bin/cul/resolve?clio8556788,,,Shadow puppets,fast,http://id.worldcat.org/fast/1115043,,,,Drama,fast,http://id.worldcat.org/fast/897468,,,,,,,,,,,,,,,,,,,Thai Shadow Puppet,dramaticmuseum_tso,,item,dramatic_museum
,,,,,,,,,,,,,,,,,,,,,omeka_1637,,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/realia/puppets_thailand/gallery2,,,,,,,,rbml_realia_tsp10,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thai Shadow Puppet,dramaticmuseum_tso_000,dramaticmuseum_tso,asset,dramatic_museum
Dramatic Museum Realia,http://id.library.columbia.edu/term/6d5257db-f732-4d2e-b196-2a8dd7754bbc,,,,,,,,,,,,,,,1700,1966,inferred,between 1700 and 1966,Single figure. Thai label with wax seal.,,three dimensional object,,NNC-RB,"Rare Book & Manuscript Library, Columbia University",local,http://id.library.columbia.edu/term/d2142d01-deaa-4a39-8dbd-72c4f148353f,DM number: TSP09,Box: TSP09,,,,,,Date range based on the date range ([18th c.]-1966) of the Dramatic Museum Realia collection,,reformatted digital,"34"" (41"")",objects,gmgpc,http://id.loc.gov/vocabulary/graphicMaterials/tgm007159,"skin, bamboo, metal",original_format,Thailand,Dramatic Museum Realia,http://www.columbia.edu/cgi-bin/cul/resolve?clio8556788,,,Shadow puppets,fast,http://id.worldcat.org/fast/1115043,,,,Drama,fast,http://id.worldcat.org/fast/897468,,,,,,,,,,,,,,,,,,,Thai Shadow Puppet,dramaticmuseum_tsp,,item,dramatic_museum
,,,,,,,,,,,,,,,,,,,,,omeka_1636,,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/realia/puppets_thailand/gallery2,,,,,,,,rbml_realia_tsp09,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thai Shadow Puppet,dramaticmuseum_tsp_000,dramaticmuseum_tsp,asset,dramatic_museum
