relatedItem_collection,name,nameType,nameRelator,name_authority,name_authority_identifier,name 2,nameRelator 2,nameType 2,name_authority 2,name_authority_identifier 2,keyDate_start,keyDate_end,dateQualifier,dateCreated,abstract,abstract 2,item - featured,identifier_clio,identifier_omeka,typeOfResource,language,location_url_ObjectInContext,physicalLocation,physicalLocation_authority,shelfLocator,sublocation,note,note 2,note 3,note_filename,digitalOrigin,extent,form,form_authority,form_authority_identifier,form_originalFormat,form_originalFormat 1,place,place_authority,place_authority_identifier,relatedItem_Project,projectURL,note_ownership,publisher,languageOfCataloging,subject_topic,subject_topic_authority,subject_topic_authority_identifier,subject_topic 2,subject_topic_authority 2,subject_topic_authority_identifier 2,subject_topic 3,subject_topic_authority 3,subject_topic_authority_identifier 3,subject_topic 4,subject_topic_authority 4,subject_topic_authority_identifier 4,subject_name,subject_name_authority,subject_name_authority_identifier,subject_name 2,subject_name_authority 2,subject_name_authority_identifier 2,subject_title,subject_title_authority,subject_title_authority_identifier,subject_geographic,subject_geographic_authority,subject_geographic_authority_identifier,subject_geographic_hierarchical_street,subject_geographic_hierarchical_borough,subject_geographic_hierarchical_city,subject_geographic_hierarchical_state,subject_geographic_hierarchical_province,subject_geographic_hierarchical_country,subject_temporal,item - public,title_nonsort,title,partName,identifier_title,title2_nonsort,title2,title2_type
Dramatic Museum Realia,,,,,,,,,,,1700,1966,inferred,between 1700 and 1966,Commedia dell'arte marionette,,0,,1567,three dimensional object,,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/realia/puppets_italy/gallery1,NNC-RB,marcorg,"DM number: P11.15,  Box:  21",,,,Date range based on the date range ([18th c.]-1966) of the Dramatic Museum Realia collection,rbml_realia_p11.15,reformatted digital,"7""",objects,aat,,ceramic,Marionettes (stringed puppets),Italy,naf,http://id.loc.gov/authorities/names/n79021783,Dramatic Museum Realia,http://www.columbia.edu/cgi-bin/cul/resolve?clio8556788,"Purchased by Brander Matthews and George C.D. Odell in Paris, 1925, and Naples, 1926",,eng,Marionettes,fast,http://id.worldcat.org/fast/1010062,Commedia dell'arte,fast,http://id.worldcat.org/fast/869248,Women household employees,fast,http://id.worldcat.org/fast/1734125,,,,,,,,,,,,,,,,,,,,,,,1,,Marionette Of Maid In Black With White Apron,,dramaticmuseum_mmw_000,,,
Dramatic Museum Realia,,,,,,,,,,,1700,1966,inferred,between 1700 and 1966,Commedia dell'arte marionette,,0,,1566,three dimensional object,,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/realia/puppets_italy/gallery1,NNC-RB,marcorg,"DM number: P11.14,  Box:  21",,,,Date range based on the date range ([18th c.]-1966) of the Dramatic Museum Realia collection,rbml_realia_p11.14,reformatted digital,"7""",objects,aat,,ceramic,Marionettes (stringed puppets),Italy,naf,http://id.loc.gov/authorities/names/n79021783,Dramatic Museum Realia,http://www.columbia.edu/cgi-bin/cul/resolve?clio8556788,"Purchased by Brander Matthews and George C.D. Odell in Paris, 1925, and Naples, 1926",,eng,Marionettes,fast,http://id.worldcat.org/fast/1010062,Commedia dell'arte,fast,http://id.worldcat.org/fast/869248,,,,,,,,,,,,,,,,,,,,,,,,,,1,,Marionette Of Boy In Tricorne Hat,,dramaticmuseum_mbt_000,,,
Dramatic Museum Realia,,,,,,,,,,,1700,1966,inferred,between 1700 and 1966,Commedia dell'arte marionette,,0,,1565,three dimensional object,,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/realia/puppets_italy/gallery2,NNC-RB,marcorg,"DM number: P11.13,  Box:  21",,,,Date range based on the date range ([18th c.]-1966) of the Dramatic Museum Realia collection,rbml_realia_p11.13,reformatted digital,"7""",objects,aat,,ceramic,Marionettes (stringed puppets),Italy,naf,http://id.loc.gov/authorities/names/n79021783,Dramatic Museum Realia,http://www.columbia.edu/cgi-bin/cul/resolve?clio8556788,"Purchased by Brander Matthews and George C.D. Odell in Paris, 1925, and Naples, 1926",,eng,Marionettes,fast,http://id.worldcat.org/fast/1010062,Commedia dell'arte,fast,http://id.worldcat.org/fast/869248,Queens,fast,http://id.worldcat.org/fast/1085637,,,,,,,,,,,,,,,,,,,,,,,1,,Marionette Of Queen In Red Dress,,dramaticmuseum_mob_000,,,
Dramatic Museum Realia,,,,,,,,,,,1700,1966,inferred,between 1700 and 1966,Commedia dell'arte marionette,,0,,1564,three dimensional object,,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/realia/puppets_italy/gallery1,NNC-RB,marcorg,"DM number: P11.12,  Box:  21",,,,Date range based on the date range ([18th c.]-1966) of the Dramatic Museum Realia collection,rbml_realia_p11.12,reformatted digital,"7""",objects,aat,,ceramic,Marionettes (stringed puppets),Italy,naf,http://id.loc.gov/authorities/names/n79021783,Dramatic Museum Realia,http://www.columbia.edu/cgi-bin/cul/resolve?clio8556788,"Purchased by Brander Matthews and George C.D. Odell in Paris, 1925, and Naples, 1926",,eng,Marionettes,fast,http://id.worldcat.org/fast/1010062,Commedia dell'arte,fast,http://id.worldcat.org/fast/869248,Kings and rulers,fast,http://id.worldcat.org/fast/987694,,,,,,,,,,,,,,,,,,,,,,,1,,Marionette Of Red-headed King,,dramaticmuseum_mrk_000,,,
Dramatic Museum Realia,,,,,,,,,,,1700,1966,inferred,between 1700 and 1966,"Commedia dell'arte marionette: string jigging puppet. Draped in white with skull, arms, and legs showing.",,0,,1563,three dimensional object,,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/realia/puppets_italy/gallery1,NNC-RB,marcorg,"DM number: P11.11,  Box:  21",,,,Date range based on the date range ([18th c.]-1966) of the Dramatic Museum Realia collection,rbml_realia_p11.11,reformatted digital,"7""",objects,aat,,ceramic,Marionettes (stringed puppets),Italy,naf,http://id.loc.gov/authorities/names/n79021783,Dramatic Museum Realia,http://www.columbia.edu/cgi-bin/cul/resolve?clio8556788,"Purchased by Brander Matthews and George C.D. Odell in Paris, 1925, and Naples, 1926",,eng,Marionettes,fast,http://id.worldcat.org/fast/1010062,Commedia dell'arte,fast,http://id.worldcat.org/fast/869248,Skeleton,fast,http://id.worldcat.org/fast/1119932,,,,,,,,,,,,,,,,,,,,,,,1,,Skeleton Marionette,,dramaticmuseum_smj_000,,,
Dramatic Museum Realia,,,,,,,,,,,1700,1966,inferred,between 1700 and 1966,Commedia dell'arte marionette,,0,,1562,three dimensional object,,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/realia/puppets_italy/gallery2,NNC-RB,marcorg,"DM number: P11.09,  Box:  21",,,,Date range based on the date range ([18th c.]-1966) of the Dramatic Museum Realia collection,rbml_realia_p11.09,reformatted digital,"7""",objects,aat,,ceramic,Marionettes (stringed puppets),Italy,naf,http://id.loc.gov/authorities/names/n79021783,Dramatic Museum Realia,http://www.columbia.edu/cgi-bin/cul/resolve?clio8556788,"Purchased by Brander Matthews and George C.D. Odell in Paris, 1925, and Naples, 1926",,eng,Marionettes,fast,http://id.worldcat.org/fast/1010062,Commedia dell'arte,fast,http://id.worldcat.org/fast/869248,,,,,,,,,,,,,,,,,,,,,,,,,,1,,Marionette Of Female In White With Black Buttons,,dramaticmuseum_mfb_000,,,
Dramatic Museum Realia,,,,,,,,,,,1700,1966,inferred,between 1700 and 1966,Commedia dell'arte marionette,,0,,1561,three dimensional object,,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/realia/puppets_italy/gallery1,NNC-RB,marcorg,"DM number: P11.08,  Box:  20",,,,Date range based on the date range ([18th c.]-1966) of the Dramatic Museum Realia collection,rbml_realia_p11.08,reformatted digital,"7""",objects,aat,,ceramic,Marionettes (stringed puppets),Italy,naf,http://id.loc.gov/authorities/names/n79021783,Dramatic Museum Realia,http://www.columbia.edu/cgi-bin/cul/resolve?clio8556788,"Purchased by Brander Matthews and George C.D. Odell in Paris, 1925, and Naples, 1926",,eng,Marionettes,fast,http://id.worldcat.org/fast/1010062,Commedia dell'arte,fast,http://id.worldcat.org/fast/869248,,,,,,,,,,,,,,,,,,,,,,,,,,1,,Marionette Of Red-headed Male In White With Black Cap And Buttons,,dramaticmuseum_mrm_000,,,
Dramatic Museum Realia,,,,,,,,,,,1700,1966,inferred,between 1700 and 1966,Commedia dell'arte marionette,,0,,1560,three dimensional object,,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/realia/puppets_italy/gallery1,NNC-RB,marcorg,"DM number: P11.07,  Box:  20",,,,Date range based on the date range ([18th c.]-1966) of the Dramatic Museum Realia collection,rbml_realia_p11.07,reformatted digital,"7""",objects,aat,,ceramic,Marionettes (stringed puppets),Italy,naf,http://id.loc.gov/authorities/names/n79021783,Dramatic Museum Realia,http://www.columbia.edu/cgi-bin/cul/resolve?clio8556788,"Purchased by Brander Matthews and George C.D. Odell in Paris, 1925, and Naples, 1926",,eng,Marionettes,fast,http://id.worldcat.org/fast/1010062,Commedia dell'arte,fast,http://id.worldcat.org/fast/869248,,,,,,,,,,,,,,,,,,,,,,,,,,1,,"Marionette Of, Figure In White With Black Mask",,dramaticmuseum_mfw_000,,,
Dramatic Museum Realia,,,,,,,,,,,1700,1966,inferred,between 1700 and 1966,Commedia dell'arte marionette,,0,,1559,three dimensional object,,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/realia/puppets_italy/gallery1,NNC-RB,marcorg,"DM number: P11.06,  Box:  20",,,,Date range based on the date range ([18th c.]-1966) of the Dramatic Museum Realia collection,rbml_realia_p11.06,reformatted digital,"7""",objects,aat,,ceramic,Marionettes (stringed puppets),Italy,naf,http://id.loc.gov/authorities/names/n79021783,Dramatic Museum Realia,http://www.columbia.edu/cgi-bin/cul/resolve?clio8556788,"Purchased by Brander Matthews and George C.D. Odell in Paris, 1925, and Naples, 1926",,eng,Marionettes,fast,http://id.worldcat.org/fast/1010062,Commedia dell'arte,fast,http://id.worldcat.org/fast/869248,,,,,,,,,,,,,,,,,,,,,,,,,,1,,Marionette Of Figure In White With Black Mask,,dramaticmuseum_mfx_000,,,
Dramatic Museum Realia,,,,,,,,,,,1700,1966,inferred,between 1700 and 1966,"Commedia dell'arte marionette: string jigging puppet. Half mask; moustache; white collar; black cap,costume, belt, and shoes, gold spectacles. Black nose",,0,,1558,three dimensional object,,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/realia/puppets_italy/gallery1,NNC-RB,marcorg,"DM number: P11.05,  Box:  20",,,,Date range based on the date range ([18th c.]-1966) of the Dramatic Museum Realia collection,rbml_realia_p11.05,reformatted digital,"7""",objects,aat,,ceramic,Marionettes (stringed puppets),Italy,naf,http://id.loc.gov/authorities/names/n79021783,Dramatic Museum Realia,http://www.columbia.edu/cgi-bin/cul/resolve?clio8556788,"Purchased by Brander Matthews and George C.D. Odell in Paris, 1925, and Naples, 1926",,eng,Marionettes,fast,http://id.worldcat.org/fast/1010062,Commedia dell'arte,fast,http://id.worldcat.org/fast/869248,Physicians,fast,http://id.worldcat.org/fast/1062841,,,,,,,,,,,,,,,,,,,,,,,1,Il,Dottore Marionette,,dramaticmuseum_idm_000,,,
Dramatic Museum Realia,,,,,,,,,,,1700,1966,inferred,between 1700 and 1966,"Commedia dell'arte marionette: string jigging puppet. Half mask; gray pointed beard; white collar; red cap and stockings; black belt, coat, and shoes.",,0,,1557,three dimensional object,,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/realia/puppets_italy/gallery2,NNC-RB,marcorg,"DM number: P11.04,  Box:  20",,,,Date range based on the date range ([18th c.]-1966) of the Dramatic Museum Realia collection,rbml_realia_p11.04,reformatted digital,"7""",objects,aat,,ceramic,Marionettes (stringed puppets),Italy,naf,http://id.loc.gov/authorities/names/n79021783,Dramatic Museum Realia,http://www.columbia.edu/cgi-bin/cul/resolve?clio8556788,"Purchased by Brander Matthews and George C.D. Odell in Paris, 1925, and Naples, 1926",,eng,Marionettes,fast,http://id.worldcat.org/fast/1010062,Commedia dell'arte,fast,http://id.worldcat.org/fast/869248,Pantaloon (Fictitious character),fast,http://id.worldcat.org/fast/1052221,,,,,,,,,,,,,,,,,,,,,,,1,,Pantalone Marionette,,dramaticmuseum_pma_000,,,
Dramatic Museum Realia,,,,,,,,,,,1700,1966,inferred,between 1700 and 1966,Commedia dell'arte marionette: string jigging puppet. One of the zanni. Half mask; beard; white collar; white costume trimmed with green bands; buff shoes; black belt ,,0,,1556,three dimensional object,,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/realia/puppets_italy/gallery2,NNC-RB,marcorg,"DM number: P11.03,  Box:  20",,,,Date range based on the date range ([18th c.]-1966) of the Dramatic Museum Realia collection,rbml_realia_p11.03,reformatted digital,"7""",objects,aat,,ceramic,Marionettes (stringed puppets),Italy,naf,http://id.loc.gov/authorities/names/n79021783,Dramatic Museum Realia,http://www.columbia.edu/cgi-bin/cul/resolve?clio8556788,"Purchased by Brander Matthews and George C.D. Odell in Paris, 1925, and Naples, 1926",,eng,Marionettes,fast,http://id.worldcat.org/fast/1010062,Commedia dell'arte,fast,http://id.worldcat.org/fast/869248,,,,,,,,,,,,,,,,,,,,,,,,,,1,,Brighella Marionette,,dramaticmuseum_bra_000,,,
Dramatic Museum Realia,,,,,,,,,,,1700,1966,inferred,between 1700 and 1966,Commedia dell'arte marionette: string jigging puppet. Full mask; white collar; buff shoes; black belt (same as 11.1 save for belt color and material),,0,,1555,three dimensional object,,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/realia/puppets_italy/gallery2,NNC-RB,marcorg,"DM number: P11.02,  Box:  20",,,,Date range based on the date range ([18th c.]-1966) of the Dramatic Museum Realia collection,rbml_realia_p11.02,reformatted digital,"7""",objects,aat,,ceramic,Marionettes (stringed puppets),Italy,naf,http://id.loc.gov/authorities/names/n79021783,Dramatic Museum Realia,http://www.columbia.edu/cgi-bin/cul/resolve?clio8556788,"Purchased by Brander Matthews and George C.D. Odell in Paris, 1925, and Naples, 1926",,eng,Marionettes,fast,http://id.worldcat.org/fast/1010062,Commedia dell'arte,fast,http://id.worldcat.org/fast/869248,Harlequin (Fictitious character),fast,http://id.worldcat.org/fast/1430474,,,,,,,,,,,,,,,,,,,,,,,1,,Arlecchino Marionette,,dramaticmuseum_ara_000,,,
Dramatic Museum Realia,,,,,,,,,,,1700,1966,inferred,between 1700 and 1966,Commedia dell'arte marionette: string jigging puppet. Full mask; white collar; buff shoes; red belt (same as 11.2 save for belt color),This set possibly France rather than Italy,0,,1554,three dimensional object,,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/realia/puppets_italy/gallery1,NNC-RB,marcorg,"DM number: P11.01,  Box:  20",,,,Date range based on the date range ([18th c.]-1966) of the Dramatic Museum Realia collection,rbml_realia_p11.01,reformatted digital,"7""",objects,aat,,ceramic,Marionettes (stringed puppets),Italy,naf,http://id.loc.gov/authorities/names/n79021783,Dramatic Museum Realia,http://www.columbia.edu/cgi-bin/cul/resolve?clio8556788,"Purchased by Brander Matthews and George C.D. Odell in Paris, 1925, and Naples, 1926",,eng,Marionettes,fast,http://id.worldcat.org/fast/1010062,Commedia dell'arte,fast,http://id.worldcat.org/fast/869248,Harlequin (Fictitious character),fast,http://id.worldcat.org/fast/1430474,,,,,,,,,,,,,,,,,,,,,,,1,,Arlecchino Marionette,,dramaticmuseum_arb_000,,,
Dramatic Museum Realia,,,,,,,,,,,1700,1966,inferred,between 1700 and 1966,,,0,,1553,three dimensional object,,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/realia/puppets_india/gallery1,NNC-RB,marcorg,"DM number: P51.06a,  Box:  TSP41",,,,Date range based on the date range ([18th c.]-1966) of the Dramatic Museum Realia collection,rbml_realia_tsp41,reformatted digital,,objects,aat,,"skin, bamboo",Shadow puppets,India,naf,http://id.loc.gov/authorities/names/n80125948,Dramatic Museum Realia,http://www.columbia.edu/cgi-bin/cul/resolve?clio8556788,,,eng,Shadow puppets,fast,http://id.worldcat.org/fast/1115043,Rāvaṇa (Hindu mythology),fast,http://id.worldcat.org/fast/1102741,,,,,,,,,,,,,,,,,,,,,,,,,,1,,"Dasa Kanta Ravana, Shadow Puppet",Head,dramaticmuseum_dkr_001,,,
Dramatic Museum Realia,,,,,,,,,,,1700,1966,inferred,between 1700 and 1966,Consists of limb & handle fragments. Possibly related to P51.01 (TSP33).,,0,,1552,three dimensional object,,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/realia/puppets_india/gallery1,NNC-RB,marcorg,"DM number: TSP40,  Box:  TSP29",,Limb and handle fragments do not belong to puppet with which they are housed; possibly they belong to P51.01 (TSP33).,,Date range based on the date range ([18th c.]-1966) of the Dramatic Museum Realia collection,rbml_realia_tsp40,reformatted digital,,objects,aat,,"skin, bamboo",Shadow puppets,India,naf,http://id.loc.gov/authorities/names/n80125948,Dramatic Museum Realia,http://www.columbia.edu/cgi-bin/cul/resolve?clio8556788,,,eng,Shadow puppets,fast,http://id.worldcat.org/fast/1115043,Horses,fast,http://id.worldcat.org/fast/960603,,,,,,,,,,,,,,,,,,,,,,,,,,1,,Indian Shadow Puppet on Horse with Limb and Handle Fragments,,dramaticmuseum_isa_000,,,
Dramatic Museum Realia,,,,,,,,,,,1700,1966,inferred,between 1700 and 1966,,,0,,1551,three dimensional object,,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/realia/puppets_india/gallery1,NNC-RB,marcorg,"DM number: P52.09,  Box:  TSP39",,,,Date range based on the date range ([18th c.]-1966) of the Dramatic Museum Realia collection,rbml_realia_tsp39,reformatted digital,"53""",objects,aat,,"skin, bamboo, string",Shadow puppets,India,naf,http://id.loc.gov/authorities/names/n80125948,Dramatic Museum Realia,http://www.columbia.edu/cgi-bin/cul/resolve?clio8556788,,,eng,Shadow puppets,fast,http://id.worldcat.org/fast/1115043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,Indian Shadow Puppet,,dramaticmuseum_isb_000,,,
Dramatic Museum Realia,,,,,,,,,,,1700,1966,inferred,between 1700 and 1966,inscription on both left and right breast regions,,0,,1550,three dimensional object,,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/realia/puppets_india/gallery1,NNC-RB,marcorg,"DM number: P51.03,  Box:  TSP38",,,,Date range based on the date range ([18th c.]-1966) of the Dramatic Museum Realia collection,rbml_realia_tsp38,reformatted digital,"50""",objects,aat,,"skin, bamboo, string",Shadow puppets,India,naf,http://id.loc.gov/authorities/names/n80125948,Dramatic Museum Realia,http://www.columbia.edu/cgi-bin/cul/resolve?clio8556788,,,eng,Shadow puppets,fast,http://id.worldcat.org/fast/1115043,Sītā (Hindu deity),fast,http://id.worldcat.org/fast/1141519,,,,,,,,,,,,,,,,,,,,,,,,,,1,,"Sita, Shadow Puppet",,dramaticmuseum_ssb_000,,,
Dramatic Museum Realia,,,,,,,,,,,1700,1966,inferred,between 1700 and 1966,"inscription both sides of hip, puppet's left heel",,0,,1549,three dimensional object,,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/realia/puppets_india/gallery1,NNC-RB,marcorg,"DM number: P51.05,  Box:  TSP37",,,,Date range based on the date range ([18th c.]-1966) of the Dramatic Museum Realia collection,rbml_realia_tsp37,reformatted digital,"54""",objects,aat,,"skin, bamboo, string",Shadow puppets,India,naf,http://id.loc.gov/authorities/names/n80125948,Dramatic Museum Realia,http://www.columbia.edu/cgi-bin/cul/resolve?clio8556788,,,eng,Shadow puppets,fast,http://id.worldcat.org/fast/1115043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,"Supanaka, Shadow Puppet",,dramaticmuseum_ssd_000,,,
Dramatic Museum Realia,,,,,,,,,,,1700,1966,inferred,between 1700 and 1966,"inscription on puppet's right foot, and abdomen",,0,,1548,three dimensional object,,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/realia/puppets_india/gallery1,NNC-RB,marcorg,"DM number: P52.08,  Box:  TSP36",,,,Date range based on the date range ([18th c.]-1966) of the Dramatic Museum Realia collection,rbml_realia_tsp36,reformatted digital,"36""",objects,aat,,"skin, bamboo, string",Shadow puppets,India,naf,http://id.loc.gov/authorities/names/n80125948,Dramatic Museum Realia,http://www.columbia.edu/cgi-bin/cul/resolve?clio8556788,,,eng,Shadow puppets,fast,http://id.worldcat.org/fast/1115043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,Indian Shadow Puppet,,dramaticmuseum_isc_000,,,
Dramatic Museum Realia,,,,,,,,,,,1700,1966,inferred,between 1700 and 1966,inscription below cheekbone,,0,,1547,three dimensional object,,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/realia/puppets_india/gallery1,NNC-RB,marcorg,"DM number: P51.04,  Box:  TSP35",,,,Date range based on the date range ([18th c.]-1966) of the Dramatic Museum Realia collection,rbml_realia_tsp35,reformatted digital,"53""",objects,aat,,"skin, bamboo, string",Shadow puppets,India,naf,http://id.loc.gov/authorities/names/n80125948,Dramatic Museum Realia,http://www.columbia.edu/cgi-bin/cul/resolve?clio8556788,,,eng,Shadow puppets,fast,http://id.worldcat.org/fast/1115043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,"Rakshana, Shadow Puppet",,dramaticmuseum_rsp_000,,,
Dramatic Museum Realia,,,,,,,,,,,1700,1966,inferred,between 1700 and 1966,inscription puppet's left arm,,0,,1546,three dimensional object,,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/realia/puppets_india/gallery1,NNC-RB,marcorg,"DM number: P52.07,  Box:  TSP34",,,,Date range based on the date range ([18th c.]-1966) of the Dramatic Museum Realia collection,rbml_realia_tsp34,reformatted digital,"59""",objects,aat,,"skin, bamboo, string",Shadow puppets,India,naf,http://id.loc.gov/authorities/names/n80125948,Dramatic Museum Realia,http://www.columbia.edu/cgi-bin/cul/resolve?clio8556788,,,eng,Shadow puppets,fast,http://id.worldcat.org/fast/1115043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,Indian Shadow Puppet,,dramaticmuseum_isd_000,,,
Dramatic Museum Realia,,,,,,,,,,,1700,1966,inferred,between 1700 and 1966,Inscription on neck,TSP40 (Box TSP29) is possibly the missing arm.,0,,1545,three dimensional object,,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/realia/puppets_india/gallery2,NNC-RB,marcorg,"DM number: P51.01,  Box:  TSP33",,"Puppet is missing an arm, possibly the miscellaneous one stored with P52.04 (TSP29).",,Date range based on the date range ([18th c.]-1966) of the Dramatic Museum Realia collection,rbml_realia_tsp33,reformatted digital,"54""",objects,aat,,"skin, bamboo, string",Shadow puppets,India,naf,http://id.loc.gov/authorities/names/n80125948,Dramatic Museum Realia,http://www.columbia.edu/cgi-bin/cul/resolve?clio8556788,,,eng,Shadow puppets,fast,http://id.worldcat.org/fast/1115043,Rāma (Hindu deity),fast,http://id.worldcat.org/fast/1102729,,,,,,,,,,,,,,,,,,,,,,,,,,1,,Rama Shadow Puppet,,dramaticmuseum_rsa_000,,,
Dramatic Museum Realia,,,,,,,,,,,1700,1966,inferred,between 1700 and 1966,inscription on puppet's right foot,,0,,1544,three dimensional object,,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/realia/puppets_india/gallery2,NNC-RB,marcorg,"DM number: P51.06b,  Box:  TSP32",,,,Date range based on the date range ([18th c.]-1966) of the Dramatic Museum Realia collection,rbml_realia_tsp32,reformatted digital,"56""",objects,aat,,"skin, bamboo, string",Shadow puppets,India,naf,http://id.loc.gov/authorities/names/n80125948,Dramatic Museum Realia,http://www.columbia.edu/cgi-bin/cul/resolve?clio8556788,,,eng,Shadow puppets,fast,http://id.worldcat.org/fast/1115043,Rāvaṇa (Hindu mythology),fast,http://id.worldcat.org/fast/1102741,,,,,,,,,,,,,,,,,,,,,,,,,,1,,"Dasa Kanta Ravana, Shadow Puppet",Body,dramaticmuseum_dkr_002,,,
Dramatic Museum Realia,,,,,,,,,,,1700,1966,inferred,between 1700 and 1966,inscription on neck,,0,,1543,three dimensional object,,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/realia/puppets_india/gallery2,NNC-RB,marcorg,"DM number: P52.06,  Box:  TSP31",,,,Date range based on the date range ([18th c.]-1966) of the Dramatic Museum Realia collection,rbml_realia_tsp31,reformatted digital,"63""",objects,aat,,"skin, bamboo, metal",Shadow puppets,India,naf,http://id.loc.gov/authorities/names/n80125948,Dramatic Museum Realia,http://www.columbia.edu/cgi-bin/cul/resolve?clio8556788,,,eng,Shadow puppets,fast,http://id.worldcat.org/fast/1115043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,Indian Shadow Puppet,,dramaticmuseum_ise_000,,,
Dramatic Museum Realia,,,,,,,,,,,1700,1966,inferred,between 1700 and 1966,"inscription on verso, on chin and puppet's right hip shoulder & foot",,0,,1542,three dimensional object,,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/realia/puppets_india/gallery2,NNC-RB,marcorg,"DM number: P52.05,  Box:  TSP30",,,,Date range based on the date range ([18th c.]-1966) of the Dramatic Museum Realia collection,rbml_realia_tsp30,reformatted digital,"58""",objects,aat,,"skin, bamboo, string",Shadow puppets,India,naf,http://id.loc.gov/authorities/names/n80125948,Dramatic Museum Realia,http://www.columbia.edu/cgi-bin/cul/resolve?clio8556788,,,eng,Shadow puppets,fast,http://id.worldcat.org/fast/1115043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,Indian Shadow Puppet,,dramaticmuseum_isf_000,,,
Dramatic Museum Realia,,,,,,,,,,,1700,1966,inferred,between 1700 and 1966,Inscription on puppet's left waist,,0,,1541,three dimensional object,,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/realia/puppets_india/gallery2,NNC-RB,marcorg,"DM number: P52.04,  Box:  TSP29",,Miscellaneous limb and handle fragments in corner do not belong to this puppet; possibly they belong to P51.01 (TSP33).,,Date range based on the date range ([18th c.]-1966) of the Dramatic Museum Realia collection,rbml_realia_tsp29,reformatted digital,"48""",objects,aat,,"skin, bamboo, string",Shadow puppets,India,naf,http://id.loc.gov/authorities/names/n80125948,Dramatic Museum Realia,http://www.columbia.edu/cgi-bin/cul/resolve?clio8556788,,,eng,Shadow puppets,fast,http://id.worldcat.org/fast/1115043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,Indian Shadow Puppet on Horse with Limb and Handle Fragments,,dramaticmuseum_isj_000,,,
Dramatic Museum Realia,,,,,,,,,,,1700,1966,inferred,between 1700 and 1966,"inscription on neck, puppet left torso and puppet right inner thigh",,0,,1540,three dimensional object,,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/realia/puppets_india/gallery2,NNC-RB,marcorg,"DM number: P52.03,  Box:  TSP28",,,,Date range based on the date range ([18th c.]-1966) of the Dramatic Museum Realia collection,rbml_realia_tsp28,reformatted digital,"44""",objects,aat,,"skin, bamboo",Shadow puppets,India,naf,http://id.loc.gov/authorities/names/n80125948,Dramatic Museum Realia,http://www.columbia.edu/cgi-bin/cul/resolve?clio8556788,,,eng,Shadow puppets,fast,http://id.worldcat.org/fast/1115043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,Indian Shadow Puppet,,dramaticmuseum_isg_000,,,
Dramatic Museum Realia,,,,,,,,,,,1700,1966,inferred,between 1700 and 1966,Inscription on the chin,,0,,1539,three dimensional object,,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/realia/puppets_india/gallery2,NNC-RB,marcorg,"DM number: P52.02,  Box:  TSP27",,,,Date range based on the date range ([18th c.]-1966) of the Dramatic Museum Realia collection,rbml_realia_tsp27,reformatted digital,"49""",objects,aat,,"skin, bamboo",Shadow puppets,India,naf,http://id.loc.gov/authorities/names/n80125948,Dramatic Museum Realia,http://www.columbia.edu/cgi-bin/cul/resolve?clio8556788,,,eng,Shadow puppets,fast,http://id.worldcat.org/fast/1115043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,Indian Shadow Puppet,,dramaticmuseum_ish_000,,,
