relatedItem_collection,name,nameType,nameRelator,name_authority,name_authority_identifier,name 2,nameRelator 2,nameType 2,name_authority 2,name_authority_identifier 2,keyDate_start,keyDate_end,dateQualifier,dateCreated,abstract,abstract 2,item - featured,identifier_clio,identifier_omeka,typeOfResource,language,location_url_ObjectInContext,physicalLocation,physicalLocation_authority,shelfLocator,sublocation,note,note 2,note 3,note_filename,digitalOrigin,extent,form,form_authority,form_authority_identifier,form_originalFormat,form_originalFormat 1,place,place_authority,place_authority_identifier,relatedItem_Project,projectURL,note_ownership,publisher,languageOfCataloging,subject_topic,subject_topic_authority,subject_topic_authority_identifier,subject_topic 2,subject_topic_authority 2,subject_topic_authority_identifier 2,subject_topic 3,subject_topic_authority 3,subject_topic_authority_identifier 3,subject_topic 4,subject_topic_authority 4,subject_topic_authority_identifier 4,subject_name,subject_name_authority,subject_name_authority_identifier,subject_name 2,subject_name_authority 2,subject_name_authority_identifier 2,subject_title,subject_title_authority,subject_title_authority_identifier,subject_geographic,subject_geographic_authority,subject_geographic_authority_identifier,subject_geographic_hierarchical_street,subject_geographic_hierarchical_borough,subject_geographic_hierarchical_city,subject_geographic_hierarchical_state,subject_geographic_hierarchical_province,subject_geographic_hierarchical_country,subject_temporal,item - public,title_nonsort,title,partName,identifier_title,title2_nonsort,title2,title2_type
Dramatic Museum Realia,,,,,,,,,,,1700,1966,inferred,between 1700 and 1966,,,0,,1753,three dimensional object,,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/realia/puppets_unknown/gallery1,NNC-RB,marcorg,"Dm number: P94, Box:  52",,,,Date range based on the date range ([18th c.]-1966) of the Dramatic Museum Realia collection,rbml_realia_p94,reformatted digital,"8.5"" x 12""",objects,aat,,"wood diorama, with plaster and cloth figures",Dioramas,unknown,,,Dramatic Museum Realia,http://www.columbia.edu/cgi-bin/cul/resolve?clio8556788,,,eng,Puppets,fast,http://id.worldcat.org/fast/1084235,Diorama,fast,http://id.worldcat.org/fast/894097,,,,,,,,,,,,,,,,,,,,,,,,,,1,,Japanese Theater Diorama,,dramaticmuseum_jtd_000,,,
Dramatic Museum Realia,,,,,,,,,,,1700,1966,inferred,between 1700 and 1966,"unpainted elongated figure, male with mustache and beard",,0,,1752,three dimensional object,,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/realia/puppets_unknown/gallery1,NNC-RB,marcorg,"Dm number: P93, Box:  46",,,,Date range based on the date range ([18th c.]-1966) of the Dramatic Museum Realia collection,rbml_realia_p93,reformatted digital,"15""",objects,aat,,plaster,Figurines,unknown,,,Dramatic Museum Realia,http://www.columbia.edu/cgi-bin/cul/resolve?clio8556788,,,eng,Figurines,fast,http://id.worldcat.org/fast/924112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,Figurine Of Elongated Man,,dramaticmuseum_fem_000,,,
Dramatic Museum Realia,,,,,,,,,,,1700,1966,inferred,between 1700 and 1966,,,0,,1751,three dimensional object,,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/realia/puppets_unknown/gallery1,NNC-RB,marcorg,"Dm number: P90, Box:  22",,,,Date range based on the date range ([18th c.]-1966) of the Dramatic Museum Realia collection,rbml_realia_p90,reformatted digital,"10""",objects,aat,,wood,Figurines,unknown,,,Dramatic Museum Realia,http://www.columbia.edu/cgi-bin/cul/resolve?clio8556788,,,eng,Figurines,fast,http://id.worldcat.org/fast/924112,Deer,fast,http://id.worldcat.org/fast/889519,Śakuntalā (Hindu mythology),fast,http://id.worldcat.org/fast/1185115,,,,,,,,,,,,,,,,,,,,,,,1,,Wooden Figurine Of Shahuntola And Deer,,dramaticmuseum_wfs_000,,,
Dramatic Museum Realia,,,,,,,,,,,1700,1966,inferred,between 1700 and 1966,"unmarked shadow puppet; gold with green, pink and black details",,0,,1750,three dimensional object,,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/realia/puppets_unknown/gallery1,NNC-RB,marcorg,"Dm number: P88 , Box:  29",,,,Date range based on the date range ([18th c.]-1966) of the Dramatic Museum Realia collection,rbml_realia_p88,reformatted digital,"20"" (29"")",objects,aat,,"leather, wood",Shadow puppets,unknown,,,Dramatic Museum Realia,http://www.columbia.edu/cgi-bin/cul/resolve?clio8556788,,,eng,Shadow puppets,fast,http://id.worldcat.org/fast/1115043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,Shadow Puppet,,dramaticmuseum_spa_000,,,
Dramatic Museum Realia,,,,,,,,,,,1700,1966,inferred,between 1700 and 1966,,,0,,1749,three dimensional object,,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/realia/puppets_unknown/gallery1,NNC-RB,marcorg,"Dm number: P87 , Box:  32",,,,Date range based on the date range ([18th c.]-1966) of the Dramatic Museum Realia collection,rbml_realia_p87,reformatted digital,"3.5"" x 9""",objects,aat,,cloth,Textiles,unknown,,,Dramatic Museum Realia,http://www.columbia.edu/cgi-bin/cul/resolve?clio8556788,,,eng,Puppets,fast,http://id.worldcat.org/fast/1084235,Aprons,fast,http://id.worldcat.org/fast/811849,,,,,,,,,,,,,,,,,,,,,,,,,,1,,Apron For A Puppet,,dramaticmuseum_afp_000,,,
Dramatic Museum Realia,,,,,,,,,,,1700,1966,inferred,between 1700 and 1966,,,0,,1748,three dimensional object,,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/realia/puppets_unknown/gallery1,NNC-RB,marcorg,"Dm number: P83 , Box:  15",,,,Date range based on the date range ([18th c.]-1966) of the Dramatic Museum Realia collection,rbml_realia_p83,reformatted digital,"4.75""",objects,aat,,,wood,unknown,,,Dramatic Museum Realia,http://www.columbia.edu/cgi-bin/cul/resolve?clio8556788,,,eng,Puppets,fast,http://id.worldcat.org/fast/1084235,Weapons,fast,http://id.worldcat.org/fast/1173008,,,,,,,,,,,,,,,,,,,,,,,,,,1,,Weapon Fragment Belonging To An Unidentified Puppet,,dramaticmuseum_wfb_000,,,
Dramatic Museum Realia,,,,,,,,,,,1700,1966,inferred,between 1700 and 1966,Main part in wood in low relief; leather arms.,,0,,1747,three dimensional object,,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/realia/puppets_unknown/gallery1,NNC-RB,marcorg,"Dm number: P80 , Box:  30",,,,Date range based on the date range ([18th c.]-1966) of the Dramatic Museum Realia collection,rbml_realia_p80,reformatted digital,"28"" x 12""",objects,aat,,"wood, leather",Shadow puppets,unknown,,,Dramatic Museum Realia,http://www.columbia.edu/cgi-bin/cul/resolve?clio8556788,,,eng,Shadow puppets,fast,http://id.worldcat.org/fast/1115043,Wayang,fast,http://id.worldcat.org/fast/1172951,,,,,,,,,,,,,,,,,,,,,,,,,,1,,Wayang Kerutjil Puppet,,dramaticmuseum_wkp_000,,,
Dramatic Museum Realia,"Hidalgo, Luis",personal,,,,,,,,,1700,1966,inferred,between 1700 and 1966,"Costume for American production of Laurence Houseman's ""Victoria Regina"" 1936",,0,,1746,three dimensional object,,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/realia/puppets_unknown/gallery1,NNC-RB,marcorg,"Dm number: P79 , Box:  54",,,,Date range based on the date range ([18th c.]-1966) of the Dramatic Museum Realia collection,rbml_realia_p79,reformatted digital,"[16""]",objects,aat,,papier mache,Figurines,unknown,,,Dramatic Museum Realia,http://www.columbia.edu/cgi-bin/cul/resolve?clio8556788,Gift of Helen Hayes,,eng,Figurines,fast,http://id.worldcat.org/fast/924112,"Models (Clay, plaster, etc.)",fast,http://id.worldcat.org/fast/1024381,,,,,,,"Hayes, Helen, 1900-1993",naf,http://id.loc.gov/authorities/names/n50025141,"Victoria, Queen of Great Britain, 1819-1901",naf,http://id.loc.gov/authorities/names/n79017983,,,,,,,,,,,,,,1,,Model Of Helen Hayes As Queen Victoria,,dramaticmuseum_mhq_000,,,
Dramatic Museum Realia,,,,,,,,,,,1700,1966,inferred,between 1700 and 1966,,,0,,1745,three dimensional object,,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/realia/puppets_unknown/gallery1,NNC-RB,marcorg,"Dm number: P78.02, Box:  61",,,,Date range based on the date range ([18th c.]-1966) of the Dramatic Museum Realia collection,rbml_realia_p78.02,reformatted digital,"19"" (30"")",objects,aat,,leather,Shadow puppets,unknown,,,Dramatic Museum Realia,http://www.columbia.edu/cgi-bin/cul/resolve?clio8556788,,,eng,Shadow puppets,fast,http://id.worldcat.org/fast/1115043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,Shadow Puppet,,dramaticmuseum_spb_000,,,
Dramatic Museum Realia,,,,,,,,,,,1700,1966,inferred,between 1700 and 1966,,,0,,1744,three dimensional object,,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/realia/puppets_unknown/gallery1,NNC-RB,marcorg,"Dm number: P78.01, Box:  60",,,,Date range based on the date range ([18th c.]-1966) of the Dramatic Museum Realia collection,rbml_realia_p78.01,reformatted digital,"19"" (30"")",objects,aat,,leather,Shadow puppets,unknown,,,Dramatic Museum Realia,http://www.columbia.edu/cgi-bin/cul/resolve?clio8556788,,,eng,Shadow puppets,fast,http://id.worldcat.org/fast/1115043,Birds,fast,http://id.worldcat.org/fast/832970,,,,,,,,,,,,,,,,,,,,,,,,,,1,,Shadow Puppet,,dramaticmuseum_spc_000,,,
Dramatic Museum Realia,,,,,,,,,,,1700,1966,inferred,between 1700 and 1966,Female with cloth head.,,0,,1743,three dimensional object,,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/realia/puppets_unknown/gallery1,NNC-RB,marcorg,"Dm number: P77.02, Box:  2",,,,Date range based on the date range ([18th c.]-1966) of the Dramatic Museum Realia collection,rbml_realia_p77.02,reformatted digital,"18""",objects,aat,,"papier mache, cloth",Hand puppets,unknown,,,Dramatic Museum Realia,http://www.columbia.edu/cgi-bin/cul/resolve?clio8556788,,,eng,Hand puppets,fast,http://id.worldcat.org/fast/950880,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,Hand Puppet Of Female With Head Scarf,,dramaticmuseum_hpf_000,,,
Dramatic Museum Realia,,,,,,,,,,,1700,1966,inferred,between 1700 and 1966,,,0,,1742,three dimensional object,,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/realia/puppets_unknown/gallery1,NNC-RB,marcorg,"Dm number: P77.01, Box:  2",,,,Date range based on the date range ([18th c.]-1966) of the Dramatic Museum Realia collection,rbml_realia_p77.01,reformatted digital,"14.5""",objects,aat,,"papier mache, cloth, fur",Hand puppets,unknown,,,Dramatic Museum Realia,http://www.columbia.edu/cgi-bin/cul/resolve?clio8556788,,,eng,Hand puppets,fast,http://id.worldcat.org/fast/950880,Eskimos,fast,http://id.worldcat.org/fast/915242,,,,,,,,,,,,,,,,,,,,,,,,,,1,,Eskimo Hand Puppet With Fur Trim,,dramaticmuseum_ehp_000,,,
Dramatic Museum Realia,,,,,,,,,,,1700,1966,inferred,between 1700 and 1966,,,0,,1741,three dimensional object,,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/realia/puppets_unknown/gallery2,NNC-RB,marcorg,"Dm number: P76.03, Box:  33",,,,Date range based on the date range ([18th c.]-1966) of the Dramatic Museum Realia collection,rbml_realia_p76.03,reformatted digital,"39.4"" x 10.2""",objects,aat,,"cotton, silk and metallic threads",Textiles,unknown,,,Dramatic Museum Realia,http://www.columbia.edu/cgi-bin/cul/resolve?clio8556788,,,eng,Puppets,fast,http://id.worldcat.org/fast/1084235,Textile fabrics,fast,http://id.worldcat.org/fast/1148636,,,,,,,,,,,,,,,,,,,,,,,,,,1,,Small Textile,,dramaticmuseum_sta_000,,,
Dramatic Museum Realia,,,,,,,,,,,1700,1966,inferred,between 1700 and 1966,,,0,,1740,three dimensional object,,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/realia/puppets_unknown/gallery2,NNC-RB,marcorg,"Dm number: P76.02, Box:  44",,,,Date range based on the date range ([18th c.]-1966) of the Dramatic Museum Realia collection,rbml_realia_p76.02,reformatted digital,"26"" x 17.5""",objects,aat,,"cotton, silk and metallic threads",Textiles,unknown,,,Dramatic Museum Realia,http://www.columbia.edu/cgi-bin/cul/resolve?clio8556788,,,eng,Puppets,fast,http://id.worldcat.org/fast/1084235,Textile fabrics,fast,http://id.worldcat.org/fast/1148636,,,,,,,,,,,,,,,,,,,,,,,,,,1,,Small Textile,,dramaticmuseum_stb_000,,,
Dramatic Museum Realia,,,,,,,,,,,1700,1966,inferred,between 1700 and 1966,,,0,,1739,three dimensional object,,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/realia/puppets_unknown/gallery2,NNC-RB,marcorg,"Dm number: P76.01, Box:  43",,,,Date range based on the date range ([18th c.]-1966) of the Dramatic Museum Realia collection,rbml_realia_p76.01,reformatted digital,"29.5"" x 19.5""",objects,aat,,"cotton, silk and metallic threads",Textiles,unknown,,,Dramatic Museum Realia,http://www.columbia.edu/cgi-bin/cul/resolve?clio8556788,,,eng,Puppets,fast,http://id.worldcat.org/fast/1084235,Textile fabrics,fast,http://id.worldcat.org/fast/1148636,,,,,,,,,,,,,,,,,,,,,,,,,,1,,Small Textile,,dramaticmuseum_stc_000,,,
Dramatic Museum Realia,,,,,,,,,,,1700,1966,inferred,between 1700 and 1966,Figure is wearing a pink and white striped suit and conical hat,,0,,1738,three dimensional object,,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/realia/puppets_unknown/gallery2,NNC-RB,marcorg,"Dm number: P75.03, Box:  41",,,,Date range based on the date range ([18th c.]-1966) of the Dramatic Museum Realia collection,rbml_realia_p75.03,reformatted digital,"7.5""",objects,aat,,ceramic,Figurines,unknown,,,Dramatic Museum Realia,http://www.columbia.edu/cgi-bin/cul/resolve?clio8556788,,,eng,Figurines,fast,http://id.worldcat.org/fast/924112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,Jh Stead Ceramic Figurine,,dramaticmuseum_jsc_000,,,
Dramatic Museum Realia,,,,,,,,,,,1700,1966,inferred,between 1700 and 1966,Figure is wearing a purple dress and blue bonnet,,0,,1737,three dimensional object,,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/realia/puppets_unknown/gallery2,NNC-RB,marcorg,"Dm number: P75.02, Box:  41",,,,Date range based on the date range ([18th c.]-1966) of the Dramatic Museum Realia collection,rbml_realia_p75.02,reformatted digital,"7.25""",objects,aat,,ceramic,Figurines,unknown,,,Dramatic Museum Realia,http://www.columbia.edu/cgi-bin/cul/resolve?clio8556788,,,eng,Figurines,fast,http://id.worldcat.org/fast/924112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,Fred French Ceramic Figurine,,dramaticmuseum_ffc_000,,,
Dramatic Museum Realia,,,,,,,,,,,1700,1966,inferred,between 1700 and 1966,,,0,,1736,three dimensional object,,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/realia/puppets_unknown/gallery2,NNC-RB,marcorg,"Dm number: P75.01, Box:  41",,,,Date range based on the date range ([18th c.]-1966) of the Dramatic Museum Realia collection,rbml_realia_p75.01,reformatted digital,"6.5""",objects,aat,,ceramic,Figurines,unknown,,,Dramatic Museum Realia,http://www.columbia.edu/cgi-bin/cul/resolve?clio8556788,,,eng,Figurines,fast,http://id.worldcat.org/fast/924112,Comedians,fast,http://id.worldcat.org/fast/869077,,,,,,,,,,,,,,,,,,,,,,,,,,1,,"Ceramic Figurine Of Unnamed Comedian, With Green Jacket And Red Waistcoat",,dramaticmuseum_cfu_000,,,
Dramatic Museum Realia,,,,,,,,,,,1700,1966,inferred,between 1700 and 1966,,,0,,1735,three dimensional object,,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/realia/puppets_unknown/gallery2,NNC-RB,marcorg,"Dm number: P74 , Box:  41",,,,Date range based on the date range ([18th c.]-1966) of the Dramatic Museum Realia collection,rbml_realia_p74,reformatted digital,"7.5"" x 3.5"" x 4""",objects,aat,,ceramic,Figurines,unknown,,,Dramatic Museum Realia,http://www.columbia.edu/cgi-bin/cul/resolve?clio8556788,,,eng,Models and modelmaking,fast,http://id.worldcat.org/fast/1024392,Miniature objects,fast,http://id.worldcat.org/fast/1022722,Dwellings,fast,http://id.worldcat.org/fast/899978,,,,"Shakespeare, William, -1762?",naf,http://id.loc.gov/authorities/names/no2009155147,,,,,,,,,,,,,,,,,1,,"Model Of Shakespeare's House, Apparently For Tealights",,dramaticmuseum_msh_000,,,
Dramatic Museum Realia,,,,,,,,,,,1700,1966,inferred,between 1700 and 1966,dollhouse accessories,,0,,1734,three dimensional object,,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/realia/puppets_unknown/gallery2,NNC-RB,marcorg,"Dm number: P73 , Box:  51",,,,Date range based on the date range ([18th c.]-1966) of the Dramatic Museum Realia collection,rbml_realia_p73_i,reformatted digital,"1.75""-8""",objects,aat,,"wood, metal, and silk",Figurines,unknown,,,Dramatic Museum Realia,http://www.columbia.edu/cgi-bin/cul/resolve?clio8556788,,,eng,Dollhouses,fast,http://id.worldcat.org/fast/896449,Figurines,fast,http://id.worldcat.org/fast/924112,Trees,fast,http://id.worldcat.org/fast/1155984,,,,,,,,,,,,,,,,,,,,,,,1,,Dollhouse Accessories,,dramaticmuseum_daa_000,,,
Dramatic Museum Realia,,,,,,,,,,,1700,1966,inferred,between 1700 and 1966,dollhouse accessories,,0,,1733,three dimensional object,,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/realia/puppets_unknown/gallery2,NNC-RB,marcorg,"Dm number: P73 , Box:  51",,,,Date range based on the date range ([18th c.]-1966) of the Dramatic Museum Realia collection,rbml_realia_p73_h,reformatted digital,"1.75""-8""",objects,aat,,"wood, metal, and silk",Figurines,unknown,,,Dramatic Museum Realia,http://www.columbia.edu/cgi-bin/cul/resolve?clio8556788,,,eng,Dollhouses,fast,http://id.worldcat.org/fast/896449,Figurines,fast,http://id.worldcat.org/fast/924112,,,,,,,,,,,,,,,,,,,,,,,,,,1,,Dollhouse Accessories,,dramaticmuseum_dab_000,,,
Dramatic Museum Realia,,,,,,,,,,,1700,1966,inferred,between 1700 and 1966,dollhouse accessories,,0,,1732,three dimensional object,,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/realia/puppets_unknown/gallery2,NNC-RB,marcorg,"Dm number: P73 , Box:  51",,,,Date range based on the date range ([18th c.]-1966) of the Dramatic Museum Realia collection,rbml_realia_p73_g,reformatted digital,"1.75""-8""",objects,aat,,"wood, metal, and silk",Figurines,unknown,,,Dramatic Museum Realia,http://www.columbia.edu/cgi-bin/cul/resolve?clio8556788,,,eng,Dollhouses,fast,http://id.worldcat.org/fast/896449,Figurines,fast,http://id.worldcat.org/fast/924112,,,,,,,,,,,,,,,,,,,,,,,,,,1,,Dollhouse Accessories,,dramaticmuseum_dac_000,,,
Dramatic Museum Realia,,,,,,,,,,,1700,1966,inferred,between 1700 and 1966,dollhouse accessories,,0,,1731,three dimensional object,,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/realia/puppets_unknown/gallery3,NNC-RB,marcorg,"Dm number: P73 , Box:  51",,,,Date range based on the date range ([18th c.]-1966) of the Dramatic Museum Realia collection,rbml_realia_p73_f,reformatted digital,"1.75""-8""",objects,aat,,"wood, metal, and silk",Figurines,unknown,,,Dramatic Museum Realia,http://www.columbia.edu/cgi-bin/cul/resolve?clio8556788,,,eng,Dollhouses,fast,http://id.worldcat.org/fast/896449,Miniature objects,fast,http://id.worldcat.org/fast/1022722,Candlesticks,fast,http://id.worldcat.org/fast/845661,Bowls (Tableware),fast,http://id.worldcat.org/fast/837256,,,,,,,,,,,,,,,,,,,,1,,Dollhouse Accessories,,dramaticmuseum_dad_000,,,
Dramatic Museum Realia,,,,,,,,,,,1700,1966,inferred,between 1700 and 1966,dollhouse accessories,,0,,1730,three dimensional object,,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/realia/puppets_unknown/gallery3,NNC-RB,marcorg,"Dm number: P73 , Box:  51",,,,Date range based on the date range ([18th c.]-1966) of the Dramatic Museum Realia collection,rbml_realia_p73_e,reformatted digital,"1.75""-8""",objects,aat,,"wood, metal, and silk",Figurines,unknown,,,Dramatic Museum Realia,http://www.columbia.edu/cgi-bin/cul/resolve?clio8556788,,,eng,Dollhouses,fast,http://id.worldcat.org/fast/896449,Miniature objects,fast,http://id.worldcat.org/fast/1022722,Mountains,fast,http://id.worldcat.org/fast/1028366,,,,,,,,,,,,,,,,,,,,,,,1,,Dollhouse Accessories,,dramaticmuseum_dae_000,,,
Dramatic Museum Realia,,,,,,,,,,,1700,1966,inferred,between 1700 and 1966,dollhouse accessories,,0,,1729,three dimensional object,,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/realia/puppets_unknown/gallery3,NNC-RB,marcorg,"Dm number: P73 , Box:  51",,,,Date range based on the date range ([18th c.]-1966) of the Dramatic Museum Realia collection,rbml_realia_p73_d,reformatted digital,"1.75""-8""",objects,aat,,"wood, metal, and silk",Figurines,unknown,,,Dramatic Museum Realia,http://www.columbia.edu/cgi-bin/cul/resolve?clio8556788,,,eng,Dollhouses,fast,http://id.worldcat.org/fast/896449,Doll furniture,fast,http://id.worldcat.org/fast/896416,Tables,fast,http://id.worldcat.org/fast/1141766,Chairs,fast,http://id.worldcat.org/fast/851811,,,,,,,,,,,,,,,,,,,,1,,Dollhouse Accessories,,dramaticmuseum_daf_000,,,
Dramatic Museum Realia,,,,,,,,,,,1700,1966,inferred,between 1700 and 1966,dollhouse accessories,,0,,1728,three dimensional object,,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/realia/puppets_unknown/gallery3,NNC-RB,marcorg,"Dm number: P73 , Box:  51",,,,Date range based on the date range ([18th c.]-1966) of the Dramatic Museum Realia collection,rbml_realia_p73_c,reformatted digital,"1.75""-8""",objects,aat,,"wood, metal, and silk",Figurines,unknown,,,Dramatic Museum Realia,http://www.columbia.edu/cgi-bin/cul/resolve?clio8556788,,,eng,Dollhouses,fast,http://id.worldcat.org/fast/896449,Doll furniture,fast,http://id.worldcat.org/fast/896416,,,,,,,,,,,,,,,,,,,,,,,,,,1,,Dollhouse Accessories,,dramaticmuseum_dag_000,,,
Dramatic Museum Realia,,,,,,,,,,,1700,1966,inferred,between 1700 and 1966,dollhouse accessories,,0,,1727,three dimensional object,,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/realia/puppets_unknown/gallery3,NNC-RB,marcorg,"Dm number: P73 , Box:  51",,,,Date range based on the date range ([18th c.]-1966) of the Dramatic Museum Realia collection,rbml_realia_p73_b,reformatted digital,"1.75""-8""",objects,aat,,"wood, metal, and silk",Figurines,unknown,,,Dramatic Museum Realia,http://www.columbia.edu/cgi-bin/cul/resolve?clio8556788,,,eng,Dollhouses,fast,http://id.worldcat.org/fast/896449,Miniature objects,fast,http://id.worldcat.org/fast/1022722,Automobiles,fast,http://id.worldcat.org/fast/823232,,,,,,,,,,,,,,,,,,,,,,,1,,Dollhouse Accessories,,dramaticmuseum_dah_000,,,
Dramatic Museum Realia,,,,,,,,,,,1700,1966,inferred,between 1700 and 1966,dollhouse accessories,,0,,1726,three dimensional object,,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/realia/puppets_unknown/gallery3,NNC-RB,marcorg,"Dm number: P73 , Box:  51",,,,Date range based on the date range ([18th c.]-1966) of the Dramatic Museum Realia collection,rbml_realia_p73_a,reformatted digital,"1.75""-8""",objects,aat,,"wood, metal, and silk",Figurines,unknown,,,Dramatic Museum Realia,http://www.columbia.edu/cgi-bin/cul/resolve?clio8556788,,,eng,Dollhouses,fast,http://id.worldcat.org/fast/896449,Doll furniture,fast,http://id.worldcat.org/fast/896416,Fireplaces,fast,http://id.worldcat.org/fast/925674,,,,,,,,,,,,,,,,,,,,,,,1,,Dollhouse Accessories,,dramaticmuseum_dai_000,,,
Dramatic Museum Realia,,,,,,,,,,,1700,1966,inferred,between 1700 and 1966,,,0,,1725,three dimensional object,,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/realia/puppets_unknown/gallery3,NNC-RB,marcorg,"Dm number: P71, Box:  28",,,,Date range based on the date range ([18th c.]-1966) of the Dramatic Museum Realia collection,rbml_realia_p71,reformatted digital,"4"" x 3.5"" x 4.5""",objects,aat,,wood,Dioramas,unknown,,,Dramatic Museum Realia,http://www.columbia.edu/cgi-bin/cul/resolve?clio8556788,,,eng,Figurines,fast,http://id.worldcat.org/fast/924112,Diorama,fast,http://id.worldcat.org/fast/894097,,,,,,,,,,,,,,,,,,,,,,,,,,1,,Asian Diorama,,dramaticmuseum_asd_000,,,
Dramatic Museum Realia,,,,,,,,,,,1700,1966,inferred,between 1700 and 1966,,,0,,1724,three dimensional object,,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/realia/puppets_unknown/gallery3,NNC-RB,marcorg,"Dm number: P62.01, Box:  10",,,,Date range based on the date range ([18th c.]-1966) of the Dramatic Museum Realia collection,rbml_realia_p62.01,reformatted digital,"12"" x 6.5""",objects,aat,,wood,Hand puppets,unknown,,,Dramatic Museum Realia,http://www.columbia.edu/cgi-bin/cul/resolve?clio8556788,,,eng,Hand puppets,fast,http://id.worldcat.org/fast/950880,Harlequin (Fictitious character),fast,http://id.worldcat.org/fast/1430474,,,,,,,,,,,,,,,,,,,,,,,,,,1,,Harlequin Hand Puppet,,dramaticmuseum_hhp_000,,,
Dramatic Museum Realia,"Jones, Robert Edmond, 1887-1954",personal,dsr,naf,http://id.loc.gov/authorities/names/n86102999,"Bufano, Remo",,personal,naf,http://id.loc.gov/authorities/names/no97062958,1931,,,1931,For production of Oedipus Rex presented by the League of Composers and the Philadelphia Orchestra in 1931.,,0,,1693,three dimensional object,,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/realia/puppets_unitedstates/gallery1,NNC-RB,marcorg,"DM number: P47.01,  Box:  57",,"Robert Edmond Jones, designer","Remo Bufano, maker",,rbml_realia_p47.01-2,reformatted digital,"96""",objects,aat,,"cloth, wood, papier mache",Marionettes (stringed puppets),United States,naf,http://id.loc.gov/authorities/names/n78095330,Dramatic Museum Realia,http://www.columbia.edu/cgi-bin/cul/resolve?clio8556788,"Cooper Union Museum (Remo Bufano Studios, Inc.), 1953",,eng,Marionettes,fast,http://id.worldcat.org/fast/1010062,Oedipus (Greek mythology),fast,http://id.worldcat.org/fast/1043940,,,,,,,Sophocles. Oedipus Rex,naf,http://id.loc.gov/authorities/names/n81058154,,,,,,,,,,,,,,,,,1,,"Oedipus (sighted) Marionette, Detail",Arms,dramaticmuseum_oma_002,,,
Dramatic Museum Realia,,,,,,,,,,,1700,1966,inferred,between 1700 and 1966,Little Boy Blue,,0,,1692,three dimensional object,,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/realia/puppets_unitedstates/gallery1,NNC-RB,marcorg,"DM number: P22.01,  Box:  6",,,,Date range based on the date range ([18th c.]-1966) of the Dramatic Museum Realia collection,rbml_realia_p22.01,reformatted digital,"16""",objects,aat,,"cloth, papier mache",Marionettes (stringed puppets),United States,naf,http://id.loc.gov/authorities/names/n78095330,Dramatic Museum Realia,http://www.columbia.edu/cgi-bin/cul/resolve?clio8556788,,,eng,Marionettes,fast,http://id.worldcat.org/fast/1010062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,Little Boy Blue Marionette,,dramaticmuseum_lbb_000,,,
