_project.string_key,_digital_object_type.string_key,_identifiers-1,_parent_digital_objects-1.identifier,abstract-1:abstract_value,clio_identifier-1:clio_identifier_value,collection-1:collection_term.value,collection-1:collection_term.uri,collection-1:collection_archival_series-1:collection_archival_series_part-1:collection_archival_series_part_type,collection-1:collection_archival_series-1:collection_archival_series_part-1:collection_archival_series_part_level,collection-1:collection_archival_series-1:collection_archival_series_part-1:collection_archival_series_part_title,collection-1:collection_archival_series-1:collection_archival_series_part-2:collection_archival_series_part_type,collection-1:collection_archival_series-1:collection_archival_series_part-2:collection_archival_series_part_level,collection-1:collection_archival_series-1:collection_archival_series_part-2:collection_archival_series_part_title,collection-1:collection_archival_series-1:collection_archival_series_part-3:collection_archival_series_part_type,collection-1:collection_archival_series-1:collection_archival_series_part-3:collection_archival_series_part_level,collection-1:collection_archival_series-1:collection_archival_series_part-3:collection_archival_series_part_title,location-1:location_shelf_location-1.location_shelf_location_free_text,location-1:location_shelf_location-1.location_shelf_location_box_number,location-1:location_shelf_location-1.location_shelf_location_folder_number,date_created_textual-1:date_created_textual_value,date_created-1:date_created_start_value,date_created-1:date_created_end_value,date_created-1:date_created_type,date_created-1:date_created_key_date,internal_note-1:internal_note_value,restriction_on_access-1:restriction_on_access_value,restriction_on_access-2:restriction_on_access_value,restriction_on_access-2:restriction_on_access_affiliation-1:restriction_on_access_affiliation_value,edition-1:edition_value,form-1:form_term.value,form-1:form_term.authority,form-1:form_term.uri,form-2:form_term.value,form-2:form_term.authority,form-2:form_term.uri,genre-1:genre_term.value,genre-1:genre_term.authority,genre-1:genre_term.uri,genre-2:genre_term.value,genre-2:genre_term.authority,genre-2:genre_term.uri,language-1:language_term.value,language-1:language_term.authority,language-1:language_term.uri,location-1:location_term.value,location-1:location_term.uri,name-1:name_term.value,name-1:name_term.authority,name-1:name_term.uri,name-1:name_term.name_identifier,name-1:name_term.name_type,name-1:name_usage_primary,name-1:name_role-1:name_role_term.value,name-1:name_role-1:name_role_term.authority,name-1:name_role-1:name_role_term.uri,name-1:name_role-2:name_role_term.value,name-1:name_role-2:name_role_term.authority,name-1:name_role-2:name_role_term.uri,name-2:name_term.value,name-2:name_term.authority,name-2:name_term.uri,name-2:name_term.name_type,name-2:name_role-1:name_role_term.value,name-2:name_role-1:name_role_term.authority,name-2:name_role-1:name_role_term.uri,note-1:note_type,note-1:note_value,note-2:note_type,note-2:note_value,object_in_context_url-1:object_in_context_url_value,omeka_identifier-1:omeka_identifier_value,place_of_origin-1:place_of_origin_value,publisher-1:publisher_value,related_item-1:related_item_title,series-1:series_title,series-1:series_number,subject_geographic-1:subject_geographic_term.value,subject_geographic-1:subject_geographic_term.authority,subject_geographic-1:subject_geographic_term.uri,subject_geographic-2:subject_geographic_term.value,subject_geographic-2:subject_geographic_term.authority,subject_geographic-2:subject_geographic_term.uri,subject_name-1:subject_name_term.value,subject_name-1:subject_name_term.authority,subject_name-1:subject_name_term.uri,subject_name-1:subject_name_term.name_type,subject_name-2:subject_name_term.value,subject_name-2:subject_name_term.authority,subject_name-2:subject_name_term.uri,subject_name-2:subject_name_term.name_type,subject_name-3:subject_name_term.value,subject_name-3:subject_name_term.authority,subject_name-3:subject_name_term.uri,subject_name-3:subject_name_term.name_type,subject_name-4:subject_name_term.value,subject_name-4:subject_name_term.authority,subject_name-4:subject_name_term.uri,subject_name-4:subject_name_term.name_type,subject_name-5:subject_name_term.value,subject_name-5:subject_name_term.authority,subject_name-5:subject_name_term.uri,subject_name-5:subject_name_term.name_type,subject_topic-1:subject_topic_term.value,subject_topic-1:subject_topic_term.authority,subject_topic-1:subject_topic_term.uri,subject_topic-2:subject_topic_term.value,subject_topic-2:subject_topic_term.authority,subject_topic-2:subject_topic_term.uri,subject_topic-3:subject_topic_term.value,subject_topic-3:subject_topic_term.authority,subject_topic-3:subject_topic_term.uri,subject_topic-4:subject_topic_term.value,subject_topic-4:subject_topic_term.authority,subject_topic-4:subject_topic_term.uri,title-1:title_non_sort_portion,title-1:title_sort_portion,alternative_title-1:alternative_title_value,type_of_resource-1:type_of_resource_value,use_and_reproduction-1:use_and_reproduction_term.value,use_and_reproduction-1:use_and_reproduction_term.authority,use_and_reproduction-1:use_and_reproduction_term.uri,digital_origin-1:digital_origin_value
core_100_exhibit,asset,insistent_change_0057_001,insistent_change_0057,,,,,,,,,,,,,,,,,,,,,,,On-site Access,Specified Group/UNI Access,CNETrestricted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,original filename,RBML_Core_0072,filename,https://exhibitions-dev.library.columbia.edu/csvimport/RBML_core_omeka/new/RBML_Core_0072.jpg,https://exhibitions.library.columbia.edu/exhibits/show/columbia_core_100/1950s/texts,12182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cover,,,In Copyright,rightsstatements,http://rightsstatements.org/vocab/InC/1.0/,reformatted digital
core_100_exhibit,item,insistent_change_0058,,,1521455,,,,,,,,,,,,CN8 R24 v.56,,,1958,1958,,,TRUE,,,,,,books,aat,http://vocab.getty.edu/aat/300028051,,,,,,,,,,English,iso639-2b,http://id.loc.gov/vocabulary/iso639-2/eng,"University Archives, Columbia University",http://id.library.columbia.edu/term/993db1bc-2347-4b0d-ab1c-d5714ec82683,"De Bary, Wm. Theodore, 1919-2017",naf,http://id.loc.gov/authorities/names/n50045122,,personal,TRUE,Compiler,marcrelator,http://id.loc.gov/vocabulary/relators/com,,,,Columbia University. Press,naf,http://id.loc.gov/authorities/names/n82117570,corporate,Publisher,marcrelator,http://id.loc.gov/vocabulary/relators/pbl,,,,,,,New York (N.Y.),Columbia University. Press,,,,India,naf,http://id.loc.gov/authorities/names/n80125948,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Introduction to Oriental Civilization: Sources of Indian tradition,,text,In Copyright,rightsstatements,http://rightsstatements.org/vocab/InC/1.0/,reformatted digital
core_100_exhibit,asset,insistent_change_0058_001,insistent_change_0058,,,,,,,,,,,,,,,,,,,,,,,On-site Access,Specified Group/UNI Access,CNETrestricted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,original filename,RBML_Core_0073,filename,https://exhibitions-dev.library.columbia.edu/csvimport/RBML_core_omeka/new/RBML_Core_0073.jpg,https://exhibitions.library.columbia.edu/exhibits/show/columbia_core_100/1950s/texts,12183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cover,,,In Copyright,rightsstatements,http://rightsstatements.org/vocab/InC/1.0/,reformatted digital
core_100_exhibit,item,insistent_change_0059,,"Photograph of Introduction to Oriental Civilization: Sources of Japanese Tradition (1958), Sources of Indian Tradition (1958) and Sources of Chinese Tradition (1960)",,,,,,,,,,,,,CN8 R24 v.54-56,,,undated (circa 2010s),2010,2019,approximate,TRUE,,,,,,photographs,aat,http://vocab.getty.edu/aat/300046300,,,,,,,,,,English,iso639-2b,http://id.loc.gov/vocabulary/iso639-2/eng,"University Archives, Columbia University",http://id.library.columbia.edu/term/993db1bc-2347-4b0d-ab1c-d5714ec82683,,,,,,,,,,,,,,,,,,,,,,date note,Date approximated from archival context,,,New York (N.Y.),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Book spines,fast,http://id.worldcat.org/fast/836246,,,,,,,,,,,Spines of (3) volumes of Introduction to Oriental Civilization,,still image,In Copyright,rightsstatements,http://rightsstatements.org/vocab/InC/1.0/,reformatted digital
core_100_exhibit,asset,insistent_change_0059_001,insistent_change_0059,,,,,,,,,,,,,,,,,,,,,,,On-site Access,Specified Group/UNI Access,CNETrestricted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,original filename,RBML_Core_0074,filename,https://exhibitions-dev.library.columbia.edu/csvimport/RBML_core_omeka/new/RBML_Core_0074.jpg,https://exhibitions.library.columbia.edu/exhibits/show/columbia_core_100/1950s/texts,12184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,recto,,,In Copyright,rightsstatements,http://rightsstatements.org/vocab/InC/1.0/,reformatted digital
core_100_exhibit,item,insistent_change_0060,,,,Meyer Schapiro Collection,http://id.library.columbia.edu/term/3f2c1f1d-cce5-4ad5-b6a4-d1ae6c804528,series,1,"Series III: Professional Papers, 1929-1990",subseries,2,"Subseries: III.3: Lectures, 1930s-1980s",Sub-subseries,3,"Sub-Subseries: III.3.3, 1950s",,200,19,"December 8, 1959",1959-12-08,,,TRUE,,,,,,documents,gmgpc,http://id.loc.gov/vocabulary/graphicMaterials/tgm003185,,,,Speeches,fast,http://id.worldcat.org/fast/1774286,,,,English,iso639-2b,http://id.loc.gov/vocabulary/iso639-2/eng,"Rare Book & Manuscript Library, Columbia University",http://id.library.columbia.edu/term/d2142d01-deaa-4a39-8dbd-72c4f148353f,"Schapiro, Meyer, 1904-1996",naf,http://id.loc.gov/authorities/names/n79059270,,personal,TRUE,Author,marcrelator,http://id.loc.gov/vocabulary/relators/aut,,,,,,,,,,,,,,,,,New York (N.Y.),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Art,fast,http://id.worldcat.org/fast/815177,Art--Study and teaching (Higher),fast,http://id.worldcat.org/fast/815360,,,,,,,,"Columbia College talk, December 8, 1959",,text,In Copyright,rightsstatements,http://rightsstatements.org/vocab/InC/1.0/,reformatted digital
core_100_exhibit,asset,insistent_change_0060_001,insistent_change_0060,,,,,,,,,,,,,,,,,,,,,,,On-site Access,Specified Group/UNI Access,CNETrestricted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,original filename,RBML_Core_0075,filename,https://exhibitions-dev.library.columbia.edu/csvimport/RBML_core_omeka/new/RBML_Core_0075.jpg,https://exhibitions.library.columbia.edu/exhibits/show/columbia_core_100/1950s/arthum,12185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,page 1,,,In Copyright,rightsstatements,http://rightsstatements.org/vocab/InC/1.0/,reformatted digital
core_100_exhibit,asset,insistent_change_0060_002,insistent_change_0060,,,,,,,,,,,,,,,,,,,,,,,On-site Access,Specified Group/UNI Access,CNETrestricted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,original filename,RBML_Core_0076,filename,https://exhibitions-dev.library.columbia.edu/csvimport/RBML_core_omeka/new/RBML_Core_0076.jpg,https://exhibitions.library.columbia.edu/exhibits/show/columbia_core_100/1950s/arthum,12186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,page 2,,,In Copyright,rightsstatements,http://rightsstatements.org/vocab/InC/1.0/,reformatted digital
core_100_exhibit,item,insistent_change_0061,,,,Ann Charters Photographs,http://id.library.columbia.edu/term/029fb72b-6b8c-4d4c-8353-cacf55e43d3e,series,1,Series I: Ann Charters photographs,,,,,,,MAP 14-D-08,,,"September 18, 1969",1969-09-18,,,TRUE,Image should be displayed but not downloadable.,,,,,photographs,aat,http://vocab.getty.edu/aat/300046300,,,,Portraits,fast,http://id.worldcat.org/fast/1423831,,,,No linguistic content,iso639-2b,http://id.loc.gov/vocabulary/iso639-2/zxx,"Rare Book & Manuscript Library, Columbia University",http://id.library.columbia.edu/term/d2142d01-deaa-4a39-8dbd-72c4f148353f,"Charters, Ann",naf,http://id.loc.gov/authorities/names/n79007732,,personal,TRUE,Photographer,marcrelator,http://id.loc.gov/vocabulary/relators/pht,,,,,,,,,,,,,,,,,,,,,,New York (N.Y.),naf,http://id.loc.gov/authorities/names/n79007751,"Morningside Heights (New York, N.Y.)",naf,http://id.loc.gov/authorities/names/n96068216,"Ginsberg, Allen, 1926-1997",naf,http://id.loc.gov/authorities/names/n79109040,personal,Columbia University,naf,http://id.loc.gov/authorities/names/n81024714,corporate,Low Memorial Library,naf,http://id.loc.gov/authorities/names/no97070280,corporate,,,,,,,,,Poets,fast,http://id.worldcat.org/fast/1067778,,,,,,,,,,,Allen Ginsberg,,still image,In Copyright,rightsstatements,http://rightsstatements.org/vocab/InC/1.0/,reformatted digital
core_100_exhibit,asset,insistent_change_0061_001,insistent_change_0061,,,,,,,,,,,,,,,,,,,,,,,On-site Access,Specified Group/UNI Access,CNETrestricted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,original filename,4660_Ginsberg_Allen,filename,https://exhibitions-dev.library.columbia.edu/csvimport/RBML_core_omeka/existing/4660_Ginsberg_Allen.jpg,https://exhibitions.library.columbia.edu/exhibits/show/columbia_core_100/1950s/beats,12187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,recto,,,In Copyright,rightsstatements,http://rightsstatements.org/vocab/InC/1.0/,reformatted digital
core_100_exhibit,item,insistent_change_0062,,,,Historical Photograph Collection,http://id.library.columbia.edu/term/922cab49-c0df-44aa-b827-8a15cc9918cd,series,1,Series X: Portraits,,,,,,,,119,,undated (circa 1930s),1930,1939,inferred,TRUE,,,,,,photographs,aat,http://vocab.getty.edu/aat/300046300,,,,Portraits,fast,http://id.worldcat.org/fast/1423831,,,,No linguistic content,iso639-2b,http://id.loc.gov/vocabulary/iso639-2/zxx,"University Archives, Columbia University",http://id.library.columbia.edu/term/993db1bc-2347-4b0d-ab1c-d5714ec82683,,,,,,,,,,,,,,,,,,,,,,date note,Date inferred from item contents,,,,,,,,,,,,,,"Van Doren, Mark, 1894-1972",naf,http://id.loc.gov/authorities/names/n79100719,personal,,,,,,,,,,,,,,,,,College teachers,fast,http://id.worldcat.org/fast/868114,,,,,,,,,,,Mark van Doren,,still image,In Copyright,rightsstatements,http://rightsstatements.org/vocab/InC/1.0/,reformatted digital
core_100_exhibit,asset,insistent_change_0062_001,insistent_change_0062,,,,,,,,,,,,,,,,,,,,,,,On-site Access,Specified Group/UNI Access,CNETrestricted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,original filename,3965_Van_Doren__Mark,filename,https://exhibitions-dev.library.columbia.edu/csvimport/RBML_core_omeka/existing/3965_Van_Doren__Mark.jpg,https://exhibitions.library.columbia.edu/exhibits/show/columbia_core_100/1950s/beats,12188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,recto,,,In Copyright,rightsstatements,http://rightsstatements.org/vocab/InC/1.0/,reformatted digital
core_100_exhibit,item,insistent_change_0063,,,,,,,,,,,,,,,CP1 C722,,,1956,1956,,,TRUE,,,,,,illustrations,gmgpc,http://id.loc.gov/vocabulary/graphicMaterials/tgm005314,,,,Portraits,fast,http://id.worldcat.org/fast/1423831,,,,No linguistic content,iso639-2b,http://id.loc.gov/vocabulary/iso639-2/zxx,"University Archives, Columbia University",http://id.library.columbia.edu/term/993db1bc-2347-4b0d-ab1c-d5714ec82683,,,,,,,,,,,,,,,,,,,,rights holder,Columbia University copyright,,"This image is originally from The Columbian, Columbia University's yearbook.",,,New York (N.Y.),,,,,,,,,,,"Schapiro, Meyer, 1904-1996",naf,http://id.loc.gov/authorities/names/n79059270,personal,,,,,,,,,,,,,,,,,Art historians,fast,http://id.worldcat.org/fast/815554,,,,,,,,,,,Meyer Schapiro,,still image,In Copyright,rightsstatements,http://rightsstatements.org/vocab/InC/1.0/,reformatted digital
core_100_exhibit,asset,insistent_change_0063_001,insistent_change_0063,,,,,,,,,,,,,,,,,,,,,,,Public Access,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,original filename,4689_Schapiro_Meyer,filename,https://exhibitions-dev.library.columbia.edu/csvimport/RBML_core_omeka/existing/4689_Schapiro_Meyer.jpg,https://exhibitions.library.columbia.edu/exhibits/show/columbia_core_100/1950s/arthum,12189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,recto,,,In Copyright,rightsstatements,http://rightsstatements.org/vocab/InC/1.0/,reformatted digital
core_100_exhibit,item,insistent_change_0064,,,,Meyer Schapiro Collection,http://id.library.columbia.edu/term/3f2c1f1d-cce5-4ad5-b6a4-d1ae6c804528,series,1,"Series VIII: Works of art, 1920s-1980s",subseries,2,"Subseries VIII.2: Prints and Drawings, 1920s-1980s",,,,,23,,undated (circa late 1930s),1935,1939,inferred,TRUE,,,,,,paintings,gmgpc,http://id.loc.gov/vocabulary/graphicMaterials/tgm007393,,,,Self-portraits,fast,http://id.worldcat.org/fast/1423903,,,,No linguistic content,iso639-2b,http://id.loc.gov/vocabulary/iso639-2/zxx,"Rare Book & Manuscript Library, Columbia University",http://id.library.columbia.edu/term/d2142d01-deaa-4a39-8dbd-72c4f148353f,"Schapiro, Meyer, 1904-1996",naf,http://id.loc.gov/authorities/names/n79059270,,personal,TRUE,Artist,marcrelator,http://id.loc.gov/vocabulary/relators/art,,,,,,,,,,,,,date note,Date inferred from item contents,,,,,,,,,,,,,,"Schapiro, Meyer, 1904-1996",naf,http://id.loc.gov/authorities/names/n79059270,personal,,,,,,,,,,,,,,,,,Art historians,fast,http://id.worldcat.org/fast/815554,,,,,,,,,,,Meyer Schapiro Self Portrait,,still image,In Copyright,rightsstatements,http://rightsstatements.org/vocab/InC/1.0/,reformatted digital
core_100_exhibit,asset,insistent_change_0064_001,insistent_change_0064,,,,,,,,,,,,,,,,,,,,,,,On-site Access,Specified Group/UNI Access,CNETrestricted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,original filename,SchaprioSelfPortrait1930s,filename,https://exhibitions-dev.library.columbia.edu/csvimport/RBML_core_omeka/existing/SchaprioSelfPortrait1930s.jpg,https://exhibitions.library.columbia.edu/exhibits/show/columbia_core_100/1950s/arthum,12190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,recto,,,In Copyright,rightsstatements,http://rightsstatements.org/vocab/InC/1.0/,reformatted digital
core_100_exhibit,item,insistent_change_0065,,,,Historical Photograph Collection,http://id.library.columbia.edu/term/922cab49-c0df-44aa-b827-8a15cc9918cd,series,1,Series X: Portraits,,,,,,,,85,,1950,1950,,,TRUE,,,,,,photographs,aat,http://vocab.getty.edu/aat/300046300,,,,Portraits,fast,http://id.worldcat.org/fast/1423831,,,,English,iso639-2b,http://id.loc.gov/vocabulary/iso639-2/eng,"University Archives, Columbia University",http://id.library.columbia.edu/term/993db1bc-2347-4b0d-ab1c-d5714ec82683,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Mills, C. Wright (Charles Wright), 1916-1962",naf,http://id.loc.gov/authorities/names/n80013055,personal,,,,,,,,,,,,,,,,,College teachers,fast,http://id.worldcat.org/fast/868114,,,,,,,,,,,C. Wright Mills,,still image,In Copyright,rightsstatements,http://rightsstatements.org/vocab/InC/1.0/,reformatted digital
core_100_exhibit,asset,insistent_change_0065_001,insistent_change_0065,,,,,,,,,,,,,,,,,,,,,,,On-site Access,Specified Group/UNI Access,CNETrestricted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,original filename,1304_MillsWithPipe,filename,https://exhibitions-dev.library.columbia.edu/csvimport/RBML_core_omeka/existing/1304_MillsWithPipe.jpg,https://exhibitions.library.columbia.edu/exhibits/show/columbia_core_100/1960s/teachers,12191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,recto,,,In Copyright,rightsstatements,http://rightsstatements.org/vocab/InC/1.0/,reformatted digital
core_100_exhibit,item,insistent_change_0066,,,,Moses Hadas Papers,http://id.library.columbia.edu/term/ee1f896e-0f9d-4126-9259-f07e0e785ec1,series,1,Series II: Photographs and Manuscripts,,,,,,,,1,,1963,1963,,,TRUE,,,,,,photographs,aat,http://vocab.getty.edu/aat/300046300,,,,Portraits,fast,http://id.worldcat.org/fast/1423831,,,,English,iso639-2b,http://id.loc.gov/vocabulary/iso639-2/eng,"Rare Book & Manuscript Library, Columbia University",http://id.library.columbia.edu/term/d2142d01-deaa-4a39-8dbd-72c4f148353f,"Wolff, Werner",naf,http://id.loc.gov/authorities/names/n97867411,,personal,TRUE,Photographer,marcrelator,http://id.loc.gov/vocabulary/relators/pht,,,,,,,,,,,,,,,,,New York (N.Y.),,,,,,,,,,,"Hadas, Moses, 1900-1966",naf,http://id.loc.gov/authorities/names/n50020636,personal,,,,,,,,,,,,,,,,,College teachers,fast,http://id.worldcat.org/fast/868114,,,,,,,,,,,Moses Hadas,,still image,In Copyright,rightsstatements,http://rightsstatements.org/vocab/InC/1.0/,reformatted digital
core_100_exhibit,asset,insistent_change_0066_001,insistent_change_0066,,,,,,,,,,,,,,,,,,,,,,,On-site Access,Specified Group/UNI Access,CNETrestricted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,original filename,4720_Hadas_Moses,filename,https://exhibitions-dev.library.columbia.edu/csvimport/RBML_core_omeka/existing/4720_Hadas_Moses.jpg,https://exhibitions.library.columbia.edu/exhibits/show/columbia_core_100/1960s/teachers,12192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,recto,,,In Copyright,rightsstatements,http://rightsstatements.org/vocab/InC/1.0/,reformatted digital
core_100_exhibit,item,insistent_change_0067,,,,Historical Photograph Collection,http://id.library.columbia.edu/term/922cab49-c0df-44aa-b827-8a15cc9918cd,series,1,Series X: Portraits,,,,,,,,8,,1966,1966,,,TRUE,,,,,,photographs,aat,http://vocab.getty.edu/aat/300046300,,,,Portraits,fast,http://id.worldcat.org/fast/1423831,,,,No linguistic content,iso639-2b,http://id.loc.gov/vocabulary/iso639-2/zxx,"University Archives, Columbia University",http://id.library.columbia.edu/term/993db1bc-2347-4b0d-ab1c-d5714ec82683,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bell, Daniel, 1919-2011",naf,http://id.loc.gov/authorities/names/n50006506,personal,,,,,,,,,,,,,,,,,College teachers,fast,http://id.worldcat.org/fast/868114,,,,,,,,,,,Daniel Bell,,still image,In Copyright,rightsstatements,http://rightsstatements.org/vocab/InC/1.0/,reformatted digital
core_100_exhibit,asset,insistent_change_0067_001,insistent_change_0067,,,,,,,,,,,,,,,,,,,,,,,On-site Access,Specified Group/UNI Access,CNETrestricted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,original filename,RBML_Core_0077,filename,https://exhibitions-dev.library.columbia.edu/csvimport/RBML_core_omeka/new/RBML_Core_0077.jpg,,12193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,recto,,,In Copyright,rightsstatements,http://rightsstatements.org/vocab/InC/1.0/,reformatted digital
core_100_exhibit,item,insistent_change_0068,,,,Random House Records,http://id.library.columbia.edu/term/e10066ad-b5d0-4e7e-bd56-3ec41a29fd6c,series,1,Series V: Other Materials,subseries,2,Subseries 2: Publicity,,,,,1118,,1971,1971,,,TRUE,,,,,,books,aat,http://vocab.getty.edu/aat/300028051,,,,,,,,,,English,iso639-2b,http://id.loc.gov/vocabulary/iso639-2/eng,"Rare Book & Manuscript Library, Columbia University",http://id.library.columbia.edu/term/d2142d01-deaa-4a39-8dbd-72c4f148353f,"Alinsky, Saul David, 1909-1972",naf,http://id.loc.gov/authorities/names/n79039875,,personal,TRUE,Author,marcrelator,http://id.loc.gov/vocabulary/relators/aut,,,,,,,,,,,,,,,,,New York (N.Y.),,,,,United States,naf,http://id.loc.gov/authorities/names/n78095330,,,,,,,,,,,,,,,,,,,,,,,,Political participation,fast,http://id.worldcat.org/fast/1069386,,,,,,,,,,,Rules for radicals : a pragmatic primer for realistic radicals,,text,In Copyright,rightsstatements,http://rightsstatements.org/vocab/InC/1.0/,reformatted digital
core_100_exhibit,asset,insistent_change_0068_001,insistent_change_0068,,,,,,,,,,,,,,,,,,,,,,,On-site Access,Specified Group/UNI Access,CNETrestricted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,original filename,RBML_Core_0078,filename,https://exhibitions-dev.library.columbia.edu/csvimport/RBML_core_omeka/new/RBML_Core_0078.jpg,https://exhibitions.library.columbia.edu/exhibits/show/columbia_core_100/1960s/revolutions,12194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dust jacket,,,In Copyright,rightsstatements,http://rightsstatements.org/vocab/InC/1.0/,reformatted digital
core_100_exhibit,item,insistent_change_0069,,,,Office of Public Affairs Photograph Collection,http://id.library.columbia.edu/term/29a3db7f-e4d3-451a-a3c0-ff2e4c3c0fa4,series,1,Series I: Photographs,,,,,,,,5,5,1964,1964,,,TRUE,,,,,,mixed materials,lcrt,http://id.loc.gov/vocabulary/resourceTypes/mix,photographs,fast,http://id.worldcat.org/fast/1423689,,,,,,,English,iso639-2b,http://id.loc.gov/vocabulary/iso639-2/eng,"University Archives, Columbia University",http://id.library.columbia.edu/term/993db1bc-2347-4b0d-ab1c-d5714ec82683,,,,,,,,,,,,,,,,,,,,rights holder,Columbia University copyright,,,,,New York (N.Y.),,,,,New York (N.Y.),naf,http://id.loc.gov/authorities/names/n79007751,"Harlem (New York, N.Y.)",naf,http://id.loc.gov/authorities/names/n79063979,Columbia College (Columbia University). Citizenship Council,naf,http://id.loc.gov/authorities/names/no2022072073,corporate,,,,,,,,,,,,,,,,,College students,fast,http://id.worldcat.org/fast/867976,Children,fast,http://id.worldcat.org/fast/854835,,,,,,,,Columbia College Citizenship Council volunteers with Harlem children. photo and caption on attached paper,,still image,In Copyright,rightsstatements,http://rightsstatements.org/vocab/InC/1.0/,reformatted digital
core_100_exhibit,asset,insistent_change_0069_001,insistent_change_0069,,,,,,,,,,,,,,,,,,,,,,,Public Access,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,original filename,RBML_Core_0079,filename,https://exhibitions-dev.library.columbia.edu/csvimport/RBML_core_omeka/new/RBML_Core_0079.jpg,https://exhibitions.library.columbia.edu/exhibits/show/columbia_core_100/1960s/revolutions,12195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,photo and caption,,,In Copyright,rightsstatements,http://rightsstatements.org/vocab/InC/1.0/,reformatted digital
core_100_exhibit,item,insistent_change_0070,,,,Office of the Provost and Vice President for Academic Affairs Records,http://id.library.columbia.edu/term/1514b951-3daf-4449-bb24-797f26b69355,series,1,"Series I. Office Files, 1939-2006, bulk 1956-2003",subseries,2,"Subseries I.10. Schools, 1953-2006",,,,,28,7,1960,1960,,,TRUE,,,,,,documents,gmgpc,http://id.loc.gov/vocabulary/graphicMaterials/tgm003185,,,,Reports,fast,http://id.worldcat.org/fast/1424056,,,,English,iso639-2b,http://id.loc.gov/vocabulary/iso639-2/eng,"University Archives, Columbia University",http://id.library.columbia.edu/term/993db1bc-2347-4b0d-ab1c-d5714ec82683,"Truman, David B. (David Bicknell), 1913-2003",naf,http://id.loc.gov/authorities/names/n50011725,,personal,TRUE,Author,marcrelator,http://id.loc.gov/vocabulary/relators/aut,,,,,,,,,,,rights holder,Columbia University copyright,,,,,New York (N.Y.),,,,,,,,,,,Columbia University,naf,http://id.loc.gov/authorities/names/n81024714,corporate,,,,,,,,,,,,,,,,,Universities and colleges,fast,http://id.worldcat.org/fast/1161597,Universities and colleges--Administration,fast,http://id.worldcat.org/fast/1161604,College teachers,fast,http://id.worldcat.org/fast/868114,College teachers--Supply and demand,fast,http://id.worldcat.org/fast/868171,The,President's Committee on the Contemporary Civilization Courses in Columbia College : Report to the President,,text,In Copyright,rightsstatements,http://rightsstatements.org/vocab/InC/1.0/,reformatted digital
