relatedItem_Collection,name 1,nameType 1,nameRelator 1,name_authority 1,name_authority_identifier 1,name 2,name 3,name 4,name 5,name 6,keyDate_start,keyDate_end,dateQualifier,dateCreated 1,dateCreated 2,dateCreated 3,abstract 1,abstract 2,abstract 3,abstract 4,abstract 5,item - featured,item - public,identifier_clio,identifier_omeka,typeOfResour ce,language,location_url_ObjectInContext,Source 1,Source 2,citation 1,citation 2,citation 3,physicalLocation,physicalLocation_authority,note,note_filename,digitalOrigin,form,form_authority,form_originalFormat 1,form_originalFormat 2,place 1,place_authority 1,place_authority_identifier 1,place 2,place 3,place 4,relatedItem_Project,note_ownership 1,note_ownership 2,note_ownership 3,languageOfCataloging,subject_topic,subject_topic 2,subject_topic 3,subject_topic 4,subject_topic 5,subject_topic 6,subject_name,subject_name_authority,subject_name_authority_identifier,subject_geographic,subject_geographic_authority,subject_geographic_authority_identifier,subject_temporal 1,subject_temporal 2,subject_temporal 3,subject_title,subject_title_authority,subject_title_authority_identifier,accessCondition,title_nonsort,title,title 2,title 3,title 4,title 5,title 6,title 7,title 8,identifer_title,title2,title2_type
,,,,,,,,,,,,,Questionable,Unknown,,,"Bottom plate of two plates, labeled Plate 100 on page",,,,,0,1,,3895,Still Image,English,,"Stokes, I. N. Phelps. The iconography of Manhattan Island, 1498-1909. New York : Robert H. Dodd, 1915-1928. Electronic reproduction. v. 6. New York, N.Y. : Columbia University Libraries, 2008.",http://www.columbia.edu/cu/lweb/digital/collections/cul/texts/ldpd_5800727_006/pages/ldpd_5800727_006_00000316.html?toggle=image&amp;menu=maximize&amp;top=&amp;left=,"Plate 100-b [no page number, within Bibliography]",,,No repository,,,ldpd_5800727_006_00000316.jpg,Reformatted digital,,,,,New York,,,,,,"Images from Stokes' Iconography of Manhattan Island, 1498-1909 ",I.N. Phelps Stokes,,,English,"New York, N.Y.--History--19th century.",Ships--New York (State)--New York--History,Steam engines--New York (State)--New York--1800-1820,,,,,,,,,,1838,,,,,,,,"Arrival of the ""Great Western"" from Bristol, Eng.",,,,,,,,,,
,"Hornor, Thomas, 1785-1844",,,,,"Bennett, W.J.",,,,,1837 1844,,Approximate,c.1837,1844,,"Top: 98-a
Bottom: 98-b
Page labeled as 'Plate 98'",,,,,0,1,,3893,Still Image,English,,"Stokes, I. N. Phelps. The iconography of Manhattan Island, 1498-1909. New York : Robert H. Dodd, 1915-1928. Electronic reproduction. v. 6. New York, N.Y. : Columbia University Libraries, 2008.",http://www.columbia.edu/cu/lweb/digital/collections/cul/texts/ldpd_5800727_006/pages/ldpd_5800727_006_00000296.html?toggle=image&amp;menu=maximize&amp;top=&amp;left=,"Plate 98-a and Plate 98-b [no page number, within Bibliography]",,,No repository,,,ldpd_5800727_006_00000296.jpg,Reformatted digital,,,Original Format: Drawing,Original Format: Watercolor painting,New York,,,Manhattan,,,"Images from Stokes' Iconography of Manhattan Island, 1498-1909 ",I.N. Phelps Stokes,,,English,"Manhattan (New York, N.Y.)--History--19th century.",New York (N.Y.)--Description and travel--Views.,"New York (N.Y.)--Buildings, structures, etc.",People--New York (State)--New York--1800-1820.,,,,,,,,,1837 1844,,,,,,,,"Unfinished drawing of City Hall and Park, by Thos. Hornor about 1837
(Plate 98-a)","Water-colour view of High Bridge, by W.J. Bennett, 1844 (Plate 98-b)",,,,,,,,,
,,,,,,,,,,,1833 1834,,Approximate,c.1833,c. 1834,,"Top: 97-a
Bottom: 97-b
Page labeled as 'Plate 97'",,,,,0,1,,3891,Still Image,English,,"Stokes, I. N. Phelps. The iconography of Manhattan Island, 1498-1909. New York : Robert H. Dodd, 1915-1928. Electronic reproduction. v. 6. New York, N.Y. : Columbia University Libraries, 2008.",http://www.columbia.edu/cu/lweb/digital/collections/cul/texts/ldpd_5800727_006/pages/ldpd_5800727_006_00000286.html?toggle=image&amp;menu=maximize&amp;top=&amp;left=,"Plate 97-a and Plate 97-b [no page number, within Bibliography]",,,No repository,,,ldpd_5800727_006_00000286.jpg,Reformatted digital,,,Original Format: Watercolor painting,,New York,,,Manhattan,,,"Images from Stokes' Iconography of Manhattan Island, 1498-1909 ","J. Pierpont Morgan, Esq.",I.N. Phelps Stokes,,English,"New York, N.Y.--History--19th century.","New York (N.Y.)--Buildings, structures, etc.",,,,,,,,,,,1833 1834,,,,,,,,"Water-colour perspective view of the Custom-house
[Drawn by A.J. Davis about 1833]
(Plate 97-a)","View of the Old French Church on Pine st. [Drawn by A.J. Davis about 1834]
(Plate 97-b)",,,,,,,,,
,,,,,,,,,,,1825 ,,Approximate,c.1825,,,,,,,,0,1,,3890,Still Image,English,,"Stokes, I. N. Phelps. The iconography of Manhattan Island, 1498-1909. New York : Robert H. Dodd, 1915-1928. Electronic reproduction. v. 6. New York, N.Y. : Columbia University Libraries, 2008.",http://www.columbia.edu/cu/lweb/digital/collections/cul/texts/ldpd_5800727_006/pages/ldpd_5800727_006_00000280.html?toggle=image&amp;menu=maximize&amp;top=&amp;left=,"Plate 96A [no page number, within Original Grants and Farms]",,,No repository,,,ldpd_5800727_006_00000280.jpg,Reformatted digital,,,Original Format: Drawing,,New York,,,Manhattan,,,"Images from Stokes' Iconography of Manhattan Island, 1498-1909 ","Robert Fridenberg, Esq.",,,English,"Manhattan (New York, N.Y.)--History--19th century.",New York (N.Y.)--Description and travel--Views.,"New York (N.Y.)--Buildings, structures, etc.",People--New York (State)--New York--1800-1820.,,,,,,,,,1825,,,,,,,,City Hall Park from the N.W. Corner of Broadway and Chambers St. about 1825,Drawn by A.J. Stansbury,,,,,,,,,
,,,,,,,,,,,1824 ,,Approximate,c.1824,,,"Left: 96-a
Right: 96-b
Page labeled as 'Plate 95'",,,,,0,1,,3888,Still Image,English,,"Stokes, I. N. Phelps. The iconography of Manhattan Island, 1498-1909. New York : Robert H. Dodd, 1915-1928. Electronic reproduction. v. 6. New York, N.Y. : Columbia University Libraries, 2008.",http://www.columbia.edu/cu/lweb/digital/collections/cul/texts/ldpd_5800727_006/pages/ldpd_5800727_006_00000274.html?toggle=image&amp;menu=maximize&amp;top=&amp;left=,"Plate 96-a and Plate 96-b [no page number, within Original Grants and Farms]",,,No repository,,,ldpd_5800727_006_00000274.jpg,Reformatted digital,,,Original Format: Painting,,New York,,,Manhattan,,,"Images from Stokes' Iconography of Manhattan Island, 1498-1909 ",Mrs. William Sloane,,,English,"Manhattan (New York, N.Y.)--History--19th century.",New York (N.Y.)--Description and travel--Views.,"New York (N.Y.)--Buildings, structures, etc.",,,,,,,,,,1824,,,,,,,,"View of Trinity Church [Painted by Tobias Young about 1824] 
(Plate 96-a)","View of the City Hall from St. Paul's Chapel; [Painted by Tobias Young about 1824]
(Plate 96-b)",,,,,,,,,
,,,,,,,,,,,0000 ,,Questionable,Unknown,,,"Top: 95-a
Bottom: 95-b
Page labeled was 'Plate 95'",,,,,0,1,,3886,Still Image,English,,"Stokes, I. N. Phelps. The iconography of Manhattan Island, 1498-1909. New York : Robert H. Dodd, 1915-1928. Electronic reproduction. v. 6. New York, N.Y. : Columbia University Libraries, 2008.",http://www.columbia.edu/cu/lweb/digital/collections/cul/texts/ldpd_5800727_006/pages/ldpd_5800727_006_00000264.html?toggle=image&amp;menu=maximize&amp;top=&amp;left=,"Plate 95-a and Plate 95-b [no page number, within Original Grants and Farms]",,,No repository,,,ldpd_5800727_006_00000264.jpg,Reformatted digital,,,,,New York,,,,,,"Images from Stokes' Iconography of Manhattan Island, 1498-1909 ","Hall Park McCullough, Esq.",I.N. Phelps Stokes,,English,"New York, N.Y.--History--19th century.",New York (N.Y.)--Description and travel--Views.,Ships--New York (State)--New York--History,"Manhattan (New York, N.Y.)--History--19th century.",,,,,,,,,1812 1816,,,,,,,,"The frigates ""United States"" and ""Macedonian"" passing through Hell Gate, Dec. 16, 1812 (Plate 95-a)","View of the Elgin Botanic Garden [Drawn by Reinagle about 1816]
(Plate 95-b)",,,,,,,,,
,,,,,,,,,,,1812 1835,,Approximate,c.1812,c.1835,,"Top: 94-a
Bottom: 94-b
Page labeled as 'Plate 94'",,,,,0,1,,3884,Still Image,English,,"Stokes, I. N. Phelps. The iconography of Manhattan Island, 1498-1909. New York : Robert H. Dodd, 1915-1928. Electronic reproduction. v. 6. New York, N.Y. : Columbia University Libraries, 2008.",http://www.columbia.edu/cu/lweb/digital/collections/cul/texts/ldpd_5800727_006/pages/ldpd_5800727_006_00000254.html?toggle=image&amp;menu=maximize&amp;top=&amp;left=,"Plate 94-a and Plate 94-b [no page number, within Original Grants and Farms]",,,No repository,,,ldpd_5800727_006_00000254.jpg,Reformatted digital,,,Original Format: Drawing,Original Format: Lithograph,New York,,,Hudson River,,,"Images from Stokes' Iconography of Manhattan Island, 1498-1909 ","R.T.H. Halsey, Esq.",I.N. Phelps Stokes,,English,"New York, N.Y.--History--19th century.",Ships--New York (State)--New York--History,Steam engines--New York (State)--New York--1800-1820,,,,,,,,,,1812,,,,,,,,"The ""Clermont"" on the Hudson [Drawn about 1812, From Russian sketchbook]
(Plate 94-a)","The ""Clermont"" on the Hudson [From a French lithograph made about 1835]
(Plate 94-b)",,,,,,,,,
,,,,,,,,,,,0000 ,,Questionable,Unknown,,,"Top: 93-a
Bottom: 93-b
Page labeled as 'Plate 93'",,,,,0,1,,3882,Still Image,English,,"Stokes, I. N. Phelps. The iconography of Manhattan Island, 1498-1909. New York : Robert H. Dodd, 1915-1928. Electronic reproduction. v. 6. New York, N.Y. : Columbia University Libraries, 2008.",http://www.columbia.edu/cu/lweb/digital/collections/cul/texts/ldpd_5800727_006/pages/ldpd_5800727_006_00000244.html?toggle=image&amp;menu=maximize&amp;top=&amp;left=,"Plate 93-a and Plate 93-b [no page number, within Original Grants and Farms]",,,No repository,,,ldpd_5800727_006_00000244.jpg,Reformatted digital,,,,,New York,,,Manhattan,,,"Images from Stokes' Iconography of Manhattan Island, 1498-1909 ","R.T.H. Halsey, Esq.",I.N. Phelps Stokes,,English,"Manhattan (New York, N.Y.)--History--19th century.","New York (N.Y.)--Buildings, structures, etc.",,,,,,,,,,,1812,,,,,,,,"View of the ""Churn"" about 1812; from Russian sketchbook (Plate 93-a)","View of the Battery looking North from the ""Churn"" about 1812 (Plate 93-b)",,,,,,,,,
,,,,,,,,,,,1810 ,,Approximate,c.1810,,,"Top: 92-a
Bottom: 92-b
Page labeled as 'Plate 92'",,,,,0,1,,3880,Still Image,English,,"Stokes, I. N. Phelps. The iconography of Manhattan Island, 1498-1909. New York : Robert H. Dodd, 1915-1928. Electronic reproduction. v. 6. New York, N.Y. : Columbia University Libraries, 2008.",http://www.columbia.edu/cu/lweb/digital/collections/cul/texts/ldpd_5800727_006/pages/ldpd_5800727_006_00000234.html?toggle=image&amp;menu=maximize&amp;top=&amp;left=,"Plate 92-a and Plate 92-b [no page number, within Original Grants and Farms]",,,No repository,,,ldpd_5800727_006_00000234.jpg,Reformatted digital,,,Original Format: Drawing,,New York,,,Manhattan,,,"Images from Stokes' Iconography of Manhattan Island, 1498-1909 ","Edward W.C. Arnold, Esq.",,,English,"New York, N.Y.--History--19th century.",New York (N.Y.)--Description and travel--Views.,"New York (N.Y.)--Buildings, structures, etc.",,,,,,,,,,1810,,,,,,,,"East Side of Pearl St. below Dover St. showing the Walton House
[Drawn by Wm. Chappel about 1810]
(Plate 92-a)","Unidentified street, showing sentry-box, lamp-post, etc.
[Drawn by Wm. Chappel about 1810]
(Plate 92-b)",,,,,,,,,
,,,,,,,,,,,1796 ,,Exact,1796,,,,,,,,0,1,,3879,Still Image,English,,"Stokes, I. N. Phelps. The iconography of Manhattan Island, 1498-1909. New York : Robert H. Dodd, 1915-1928. Electronic reproduction. v. 6. New York, N.Y. : Columbia University Libraries, 2008.",http://www.columbia.edu/cu/lweb/digital/collections/cul/texts/ldpd_5800727_006/pages/ldpd_5800727_006_00000224.html?toggle=image&amp;menu=maximize&amp;top=&amp;left=,"Plate 91 [no page number, within Original Grants and Farms]",,,No repository,,,ldpd_5800727_006_00000224.jpg,Reformatted digital,,,Original Format: Drawing,,New York,,,,,,"Images from Stokes' Iconography of Manhattan Island, 1498-1909 ",I.N. Phelps Stokes,,,English,"New York, N.Y.--History--18th century.",New York (N.Y.)--Description and travel--Views.,Ships--New York (State)--New York--History,,,,,,,,,,1796,,,,,,,,"""The Bay of New York from Paulus Hook""","Drawn by Archibald(?) Robertson, March, 1796",,,,,,,,,
,Madame de Brehan,,,,,"Anderson, Alexander",,,,,1799 ,,Questionable,Unknown,1799?,,"Top: 90-a
Bottom: 90-b
Page labeled as 'Plate 90'",,,,,0,1,,3877,Still Image,English,,"Stokes, I. N. Phelps. The iconography of Manhattan Island, 1498-1909. New York : Robert H. Dodd, 1915-1928. Electronic reproduction. v. 6. New York, N.Y. : Columbia University Libraries, 2008.",http://www.columbia.edu/cu/lweb/digital/collections/cul/texts/ldpd_5800727_006/pages/ldpd_5800727_006_00000214.html?toggle=image&amp;menu=maximize&amp;top=&amp;left=,"Plate 90-a and Plate 90-b [no page number, within Original Grants and Farms]",,,No repository,,,ldpd_5800727_006_00000214.jpg,Reformatted digital,,,Original Format: Drawing,,New York,,,Manhattan,,,"Images from Stokes' Iconography of Manhattan Island, 1498-1909 ",I.N. Phelps Stokes,,,English,"New York, N.Y.--History--18th century.",New York (N.Y.)--Description and travel--Views.,Ships--New York (State)--New York--History,,,,,,,,,,1789 1799,,,,,,,,"View of the French Frigate ""L'Active"" in the Hudson River about Oct. 12, 1789
[Drawn by Madame de Brehan]
(Plate 90-a)","Sketch of Lispenard's Meadows
[Drawn by Alexander Anderson, probably shortly before 1800]
(Plate 90-b)",,,,,,,,,
,,,,,,,,,,,1777 1789,,Exact,1777,1789,,"Top: 88-a
Bottom: 88-b
Page labeled as 'Plate 88'",,,,,0,1,,3875,Still Image,English,,"Stokes, I. N. Phelps. The iconography of Manhattan Island, 1498-1909. New York : Robert H. Dodd, 1915-1928. Electronic reproduction. v. 6. New York, N.Y. : Columbia University Libraries, 2008.",http://www.columbia.edu/cu/lweb/digital/collections/cul/texts/ldpd_5800727_006/pages/ldpd_5800727_006_00000194.html?toggle=image&amp;menu=maximize&amp;top=&amp;left=,"Plate 88-a and Plate 88-b [no page number, within Original Grants and Farms]",,,No repository,,,ldpd_5800727_006_00000194.jpg,Reformatted digital,,,Original Format: Drawing,Original Format: Photograph/metal,New York,,,Manhattan,,,"Images from Stokes' Iconography of Manhattan Island, 1498-1909 ",New York Public Library (Spencer Collection),American Numismatic Society,,English,"New York, N.Y.--History--18th century.",New York (N.Y.)--Description and travel--Views.,,,,,,,,,,,1777 1781,,,,,,,,"View of the New York from the South-West showing the South-West bastion of Fort George [Drawn by Capt. Wm. Pierie about 1777]
(Plate 88-a)","Obverse and Reverse of Medal issued by Tammany Society, 1789
(Plate 88-b)",,,,,,,,,
,,,,,,,,,,,1776 1781,,Exact,1776,1781,,"Top: 87-a
Bottom: 87-b
Page labeled as 'Plate 87'",,,,,0,1,,3873,Still Image,English,,"Stokes, I. N. Phelps. The iconography of Manhattan Island, 1498-1909. New York : Robert H. Dodd, 1915-1928. Electronic reproduction. v. 6. New York, N.Y. : Columbia University Libraries, 2008.",http://www.columbia.edu/cu/lweb/digital/collections/cul/texts/ldpd_5800727_006/pages/ldpd_5800727_006_00000184.html?toggle=image&amp;menu=maximize&amp;top=&amp;left=,"Plate 87-a and Plate 87-b [no page number, within Original Grants and Farms]",,,No repository,,,ldpd_5800727_006_00000184.jpg,Reformatted digital,,,Original Format: Drawing,,New York,,,Manhattan,,,"Images from Stokes' Iconography of Manhattan Island, 1498-1909 ",New York Public Library (Spencer Collection),,,English,"New York, N.Y.--History--18th century.",New York (N.Y.)--Description and travel--Views.,"New York (N.Y.)--Buildings, structures, etc.",,,,,,,,,,1776 1781,,,,,,,,"""View of part of the Rebel Works at Walton's house""
[Drawn by Archibald Roberston, Oct. 8, 1776]
(Plate 87-a)","""View of the North River from the Beach near Lispenard's Brewhouse""
[Drawn by Archibald Robertson, Dec. 10, 1781]
(Plate 87-b)",,,,,,,,,
,,,,,,,,,,,1777 ,,Exact,1777,,,,,,,,0,1,,3872,Still Image,English,,"Stokes, I. N. Phelps. The iconography of Manhattan Island, 1498-1909. New York : Robert H. Dodd, 1915-1928. Electronic reproduction. v. 6. New York, N.Y. : Columbia University Libraries, 2008.",http://www.columbia.edu/cu/lweb/digital/collections/cul/texts/ldpd_5800727_006/pages/ldpd_5800727_006_00000174.html?toggle=image&amp;menu=maximize&amp;top=&amp;left=,"Plate 86 [no page number, within Original Grants and Farms]",,,No repository,,,ldpd_5800727_006_00000174.jpg,Reformatted digital,,,Original Format: Drawing,,New York,,,Manhattan,,,"Images from Stokes' Iconography of Manhattan Island, 1498-1909 ",New York Public Library (Spencer Collection),,,English,"New York, N.Y.--History--18th century.",New York (N.Y.)--Description and travel--Views.,,,,,,,,,,,1777,,,,,,,,"""View of Morisinia, Haarlem, Montresor's, and Buchanman's Islands wt. part of the Sound, taken from our lines near McGowan's house""","Drawn by Archibald Roberston, Oct. 10, 1777",,,,,,,,,
,,,,,,,,,,,1776 ,,Exact,1776,,,"Top: 85-a
Bottom: 85-b
Page labeled as 'Plate 84'",,,,,0,1,,3870,Still Image,English,,"Stokes, I. N. Phelps. The iconography of Manhattan Island, 1498-1909. New York : Robert H. Dodd, 1915-1928. Electronic reproduction. v. 6. New York, N.Y. : Columbia University Libraries, 2008.",http://www.columbia.edu/cu/lweb/digital/collections/cul/texts/ldpd_5800727_006/pages/ldpd_5800727_006_00000164.html?toggle=image&amp;menu=maximize&amp;top=&amp;left=,"Plate 85-a and Plate 85-b [no page number, within Original Grants and Farms]",,,No repository,,,ldpd_5800727_006_00000164.jpg,Reformatted digital,,,Original Format: Drawing,,New York,,,,,,"Images from Stokes' Iconography of Manhattan Island, 1498-1909 ",New York Public Library (Spencer Collection),,,English,"New York, N.Y.--History--18th century.",New York (N.Y.)--Description and travel--Views.,Ships--New York (State)--New York--History,,,,,,,,,,1776,,,,,,,,"""View of the Narrows between Long Island and Staten Island wt. our fleet at anchor and Lord Howe coming in"" [Drawn by Archibald Robertson, July 12, 1776]
(Plate 85-a)","""View of the opening of our Batterys at Hell Gate upon the Rebel Works at Walton's house"" [Drawn by Archibald Robertson, Sept. 8, 1776]
(Plate 85-b)",,,,,,,,,
,,,,,,,,,,,,,Questionable,Unknown,,,Seventh plate in series of seven plates; follows page 80 and not 64-d,,,,,0,1,,3869,Still Image,English,,"Stokes, I. N. Phelps. The iconography of Manhattan Island, 1498-1909. New York : Robert H. Dodd, 1915-1928. Electronic reproduction. v. 6. New York, N.Y. : Columbia University Libraries, 2008.",http://www.columbia.edu/cu/lweb/digital/collections/cul/texts/ldpd_5800727_006/pages/ldpd_5800727_006_00000158.html?toggle=image&amp;menu=maximize&amp;top=&amp;left=,"Plate 84B-g [no page number, within Original Grants and Farms]",,,No repository,,,ldpd_5800727_006_00000158.jpg,Reformatted digital,,,,,New York,,,,,,"Images from Stokes' Iconography of Manhattan Island, 1498-1909 ",New York Public Library,,,English,"Manhattan (New York, N.Y.)--History--17th century","Manhattan (New York, N.Y.)--Maps",,,,,,,,,,,,,,,,,,,Map of the original Grants and Farms,,,,,,,,,,
,,,,,,,,,,,,,Questionable,Unknown,,,Sixth plate in series of seven plates; follows page 80 and not 64-d,,,,,0,1,,3868,Still Image,English,,"Stokes, I. N. Phelps. The iconography of Manhattan Island, 1498-1909. New York : Robert H. Dodd, 1915-1928. Electronic reproduction. v. 6. New York, N.Y. : Columbia University Libraries, 2008.",http://www.columbia.edu/cu/lweb/digital/collections/cul/texts/ldpd_5800727_006/pages/ldpd_5800727_006_00000155.html?toggle=image&amp;menu=maximize&amp;top=&amp;left=,"Plate 84B-f [no page number, within Original Grants and Farms]",,,No repository,,,ldpd_5800727_006_00000155.jpg,Reformatted digital,,,,,New York,,,,,,"Images from Stokes' Iconography of Manhattan Island, 1498-1909 ",New York Public Library,,,English,"Manhattan (New York, N.Y.)--History--17th century","Manhattan (New York, N.Y.)--Maps",,,,,,,,,,,,,,,,,,,Map of the original Grants and Farms,,,,,,,,,,
,,,,,,,,,,,,,Questionable,Unknown,,,Fifth plate in series of seven plates; follows page 80 and not 64-d,,,,,0,1,,3867,Still Image,English,,"Stokes, I. N. Phelps. The iconography of Manhattan Island, 1498-1909. New York : Robert H. Dodd, 1915-1928. Electronic reproduction. v. 6. New York, N.Y. : Columbia University Libraries, 2008.",http://www.columbia.edu/cu/lweb/digital/collections/cul/texts/ldpd_5800727_006/pages/ldpd_5800727_006_00000152.html?toggle=image&amp;menu=maximize&amp;top=&amp;left=,"Plate 84B-e [no page number, within Original Grants and Farms]",,,No repository,,,ldpd_5800727_006_00000152.jpg,Reformatted digital,,,,,New York,,,,,,"Images from Stokes' Iconography of Manhattan Island, 1498-1909 ",New York Public Library,,,English,"Manhattan (New York, N.Y.)--History--17th century","Manhattan (New York, N.Y.)--Maps",,,,,,,,,,,,,,,,,,,Map of the original Grants and Farms,,,,,,,,,,
,,,,,,,,,,,,,Questionable,Unknown,,,Fourth plate in series of seven plates; follows page 80 and not 64-d,,,,,0,1,,3866,Still Image,English,,"Stokes, I. N. Phelps. The iconography of Manhattan Island, 1498-1909. New York : Robert H. Dodd, 1915-1928. Electronic reproduction. v. 6. New York, N.Y. : Columbia University Libraries, 2008.",http://www.columbia.edu/cu/lweb/digital/collections/cul/texts/ldpd_5800727_006/pages/ldpd_5800727_006_00000149.html?toggle=image&amp;menu=maximize&amp;top=&amp;left=,"Plate 84B-d [no page number, within Original Grants and Farms]",,,No repository,,,ldpd_5800727_006_00000149.jpg,Reformatted digital,,,,,New York,,,,,,"Images from Stokes' Iconography of Manhattan Island, 1498-1909 ",New York Public Library,,,English,"Manhattan (New York, N.Y.)--History--17th century","Manhattan (New York, N.Y.)--Maps",,,,,,,,,,,,,,,,,,,Map of the original Grants and Farms,,,,,,,,,,
,,,,,,,,,,,,,Questionable,Unknown,,,Third plate in series of seven plates; follows page 80 and not 64-d,,,,,0,1,,3865,Still Image,English,,"Stokes, I. N. Phelps. The iconography of Manhattan Island, 1498-1909. New York : Robert H. Dodd, 1915-1928. Electronic reproduction. v. 6. New York, N.Y. : Columbia University Libraries, 2008.",http://www.columbia.edu/cu/lweb/digital/collections/cul/texts/ldpd_5800727_006/pages/ldpd_5800727_006_00000146.html?toggle=image&amp;menu=maximize&amp;top=&amp;left=,"Plate 84B-c [no page number, within Original Grants and Farms]",,,No repository,,,ldpd_5800727_006_00000146.jpg,Reformatted digital,,,,,New York,,,,,,"Images from Stokes' Iconography of Manhattan Island, 1498-1909 ",New York Public Library,,,English,"Manhattan (New York, N.Y.)--History--17th century","Manhattan (New York, N.Y.)--Maps",,,,,,,,,,,,,,,,,,,Map of the original Grants and Farms,,,,,,,,,,
,,,,,,,,,,,,,Questionable,Unknown,,,First plate in series of seven plates; follows page 80 and not 64-d,,,,,0,1,,3863,Still Image,English,,"Stokes, I. N. Phelps. The iconography of Manhattan Island, 1498-1909. New York : Robert H. Dodd, 1915-1928. Electronic reproduction. v. 6. New York, N.Y. : Columbia University Libraries, 2008.",http://www.columbia.edu/cu/lweb/digital/collections/cul/texts/ldpd_5800727_006/pages/ldpd_5800727_006_00000140.html?toggle=image&amp;menu=maximize&amp;top=&amp;left=,"Plate 84B-a [no page number, within Original Grants and Farms]",,,No repository,,,ldpd_5800727_006_00000140.jpg,Reformatted digital,,,,,New York,,,,,,"Images from Stokes' Iconography of Manhattan Island, 1498-1909 ",New York Public Library,,,English,"Manhattan (New York, N.Y.)--History--17th century","Manhattan (New York, N.Y.)--Maps",,,,,,,,,,,,,,,,,,,Map of the original Grants and Farms,,,,,,,,,,
,,,,,,,,,,,,,Questionable,Unknown,,,Second plate in series of seven plates; follows page 80 and not 64-d,,,,,0,1,,3864,Still Image,English,,"Stokes, I. N. Phelps. The iconography of Manhattan Island, 1498-1909. New York : Robert H. Dodd, 1915-1928. Electronic reproduction. v. 6. New York, N.Y. : Columbia University Libraries, 2008.",http://www.columbia.edu/cu/lweb/digital/collections/cul/texts/ldpd_5800727_006/pages/ldpd_5800727_006_00000143.html?toggle=image&amp;menu=maximize&amp;top=&amp;left=,"Plate 84B-b [no page number, within Original Grants and Farms]",,,No repository,,,ldpd_5800727_006_00000143.jpg,Reformatted digital,,,,,New York,,,,,,"Images from Stokes' Iconography of Manhattan Island, 1498-1909 ",New York Public Library,,,English,"Manhattan (New York, N.Y.)--History--17th century","Manhattan (New York, N.Y.)--Maps",,,,,,,,,,,,,,,,,,,Map of the original Grants and Farms,,,,,,,,,,
