relatedItem_collection,name,nameType,nameRelator,name_authority,name_authority_identifier,name 2,nameRelator 2,nameType 2,name_authority 2,name_authority_identifier 2,keyDate_start,keyDate_end,dateQualifier,dateCreated,abstract,abstract 2,item - featured,identifier_clio,identifier_omeka,typeOfResource,language,location_url_ObjectInContext,physicalLocation,physicalLocation_authority,shelfLocator,sublocation,note,note 2,note_filename,digitalOrigin,extent,form,form_authority,form_authority_identifier,form_originalFormat,form_originalFormat 1,place,place_authority,place_authority_identifier,relatedItem_Project,projectURL,note_ownership,publisher,languageOfCataloging,subject_topic,subject_topic_authority,subject_topic_authority_identifier,subject_name,subject_name_authority,subject_name_authority_identifier,subject_geographic,subject_geographic_authority,subject_geographic_authority_identifier,subject_geographic_hierarchical_street,subject_geographic_hierarchical_borough,subject_geographic_hierarchical_city,subject_geographic_hierarchical_state,subject_geographic_hierarchical_province,subject_geographic_hierarchical_country,subject_temporal,item - public,title_nonsort,title,partName,identifier_title,title2_nonsort,title2,title2_type
Dramatic Museum Realia,,,,,,,,,,,,,,,,,0,,1379,Still Image,,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/realia/puppets_china/gallery4,NNC-RB,marcorg,"DM number: P70.01,  Box:  28",,,,rbml_realia_p70.01,reformatted digital," 5""x4""x2.5""",,,," wood, paper, glass ",Dioramas ,,,,Dramatic Museum Realia,,,,eng,,,,,,,China,,,,,,,,,,1,,Miniature diorama,,,,,
Dramatic Museum Realia,,,,,,,,,,,,,,,,,0,,1378,Still Image,,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/realia/puppets_china/gallery4,NNC-RB,marcorg,"DM number: P24.13G,  Box:  35",,,,rbml_realia_p24.13g,reformatted digital," 2""",,,, wood ,Figurines ,,,,Dramatic Museum Realia,,,,eng,,,,,,,China,,,,,,,,,,1,,Woman's head from a Chinese figurine,,,,,
Dramatic Museum Realia,,,,,,,,,,,,,,,,,0,,1377,Still Image,,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/realia/puppets_china/gallery4,NNC-RB,marcorg,"DM number: P24.13F,  Box:  35",,,,rbml_realia_p24.13f,reformatted digital," 2""",,,, wood ,Figurines ,,,,Dramatic Museum Realia,,,,eng,,,,,,,China,,,,,,,,,,1,,Woman's head from a Chinese figurine,,,,,
Dramatic Museum Realia,,,,,,,,,,,,,,,,,0,,1376,Still Image,,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/realia/puppets_china/gallery4,NNC-RB,marcorg,"DM number: P24.13E,  Box:  35",,,,rbml_realia_p24.13e,reformatted digital," 2""",,,, wood ,Figurines ,,,,Dramatic Museum Realia,,,,eng,,,,,,,China,,,,,,,,,,1,,Man's head from a Chinese figurine,,,,,
Dramatic Museum Realia,,,,,,,,,,,,,,,,,0,,1375,Still Image,,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/realia/puppets_china/gallery3,NNC-RB,marcorg,"DM number: P24.13D,  Box:  35",,,,rbml_realia_p24.13d,reformatted digital," 2""",,,, wood ,Figurines ,,,,Dramatic Museum Realia,,,,eng,,,,,,,China,,,,,,,,,,1,,Crown for Chinese figurine,,,,,
Dramatic Museum Realia,,,,,,,,,,,,,,,,,0,,1374,Still Image,,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/realia/puppets_china/gallery3,NNC-RB,marcorg,"DM number: P24.13C,  Box:  35",,,,rbml_realia_p24.13c,reformatted digital," 2""",,,, wood ,Figurines ,,,,Dramatic Museum Realia,,,,eng,,,,,,,China,,,,,,,,,,1,,Crown for Chinese figurine,,,,,
Dramatic Museum Realia,,,,,,,,,,,,,,,,,0,,1373,Still Image,,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/realia/puppets_china/gallery3,NNC-RB,marcorg,"DM number: P24.13B,  Box:  35",,,,rbml_realia_p24.13b,reformatted digital," 2""",,,, wood ,Figurines ,,,,Dramatic Museum Realia,,,,eng,,,,,,,China,,,,,,,,,,1,,Crown for Chinese figurine,,,,,
Dramatic Museum Realia,,,,,,,,,,,,,,,,,0,,1372,Still Image,,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/realia/puppets_china/gallery3,NNC-RB,marcorg,"DM number: P24.13A,  Box:  35",,,,rbml_realia_p24.13a,reformatted digital," 2""",,,, wood ,Figurines ,,,,Dramatic Museum Realia,,,,eng,,,,,,,China,,,,,,,,,,1,,Crown for Chinese figurine,,,,,
Dramatic Museum Realia,,,,,,,,,,,,,,,,,0,,1371,Still Image,,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/realia/puppets_china/gallery3,NNC-RB,marcorg,"DM number: P24.12,  Box:  37",,,,rbml_realia_p24.12,reformatted digital," 11.5""",,,, wood ,Figurines ,,,,Dramatic Museum Realia,,,,eng,,,,,,,China,,,,,,,,,,1,,Masked Chinese male figurine with long beard and striped pants,,,,,
Dramatic Museum Realia,,,,,,,,,,,,,,,,,0,,1370,Still Image,,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/realia/puppets_china/gallery3,NNC-RB,marcorg,"DM number: P24.11,  Box:  37",,,,rbml_realia_p24.11,reformatted digital," 11.5""",,,, wood ,Figurines ,,,,Dramatic Museum Realia,,,,eng,,,,,,,China,,,,,,,,,,1,,Masked Chinese male figurine with headdress and striped pants,,,,,
Dramatic Museum Realia,,,,,,,,,,,,,,,,,0,,1369,Still Image,,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/realia/puppets_china/gallery3,NNC-RB,marcorg,"DM number: P24.10,  Box:  37",,,,rbml_realia_p24.10,reformatted digital," 11""",,,, wood ,Figurines ,,,,Dramatic Museum Realia,,,,eng,,,,,,,China,,,,,,,,,,1,,"Chinese male figurine, bald and in light green robe",,,,,
Dramatic Museum Realia,,,,,,,,,,,,,,,,,0,,1368,Still Image,,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/realia/puppets_china/gallery3,NNC-RB,marcorg,"DM number: P24.09,  Box:  37",,,,rbml_realia_p24.09,reformatted digital," 11""",,,, wood ,Figurines ,,,,Dramatic Museum Realia,,,,eng,,,,,,,China,,,,,,,,,,1,,"Chinese male figurine, missing head, in gray robe over red robe",,,,,
Dramatic Museum Realia,,,,,,,,,,,,,,,,,0,,1367,Still Image,,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/realia/puppets_china/gallery3,NNC-RB,marcorg,"DM number: P24.08,  Box:  36",,,,rbml_realia_p24.08,reformatted digital," 10.5""",,,, wood ,Figurines ,,,,Dramatic Museum Realia,,,,eng,,,,,,,China,,,,,,,,,,1,,"Chinese male figurine  with long, green robe",,,,,
Dramatic Museum Realia,,,,,,,,,,,,,,,,,0,,1366,Still Image,,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/realia/puppets_china/gallery3,NNC-RB,marcorg,"DM number: P24.07,  Box:  36",,,,rbml_realia_p24.07,reformatted digital," 11""",,,, wood ,Figurines ,,,,Dramatic Museum Realia,,,,eng,,,,,,,China,,,,,,,,,,1,,Chinese male figurine with orange robe and long mustache,,,,,
Dramatic Museum Realia,,,,,,,,,,,,,,,,,0,,1365,Still Image,,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/realia/puppets_china/gallery3,NNC-RB,marcorg,"DM number: P24.06,  Box:  36",,,,rbml_realia_p24.06,reformatted digital," 12""",,,, wood ,Figurines ,,,,Dramatic Museum Realia,,,,eng,,,,,,,China,,,,,,,,,,1,,"Chinese female figurine with long, red dress and white, painted face",,,,,
Dramatic Museum Realia,,,,,,,,,,,,,,,,,0,,1364,Still Image,,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/realia/puppets_china/gallery3,NNC-RB,marcorg,"DM number: P24.05,  Box:  36",,,,rbml_realia_p24.05,reformatted digital," 11""",,,, wood ,Figurines ,,,,Dramatic Museum Realia,,,,eng,,,,,,,China,,,,,,,,,,1,,"Chinese figurine, missing head, with long, red dress",,,,,
Dramatic Museum Realia,,,,,,,,,,,,,,,,,0,,1363,Still Image,,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/realia/puppets_china/gallery2,NNC-RB,marcorg,"DM number: P24.04,  Box:  35",,,,rbml_realia_p24.04,reformatted digital," 12""",,,, wood ,Figurines ,,,,Dramatic Museum Realia,,,,eng,,,,,,,China,,,,,,,,,,1,,"Chinese female figurine with long, red dress and elaborate headdress",,,,,
Dramatic Museum Realia,,,,,,,,,,,,,,,,,0,,1362,Still Image,,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/realia/puppets_china/gallery2,NNC-RB,marcorg,"DM number: P24.03,  Box:  35",,,,rbml_realia_p24.03,reformatted digital," 10.5""",,,, wood ,Figurines ,,,,Dramatic Museum Realia,,,,eng,,,,,,,China,,,,,,,,,,1,,"Chinese female figurine with green robe and white, painted face",,,,,
Dramatic Museum Realia,,,,,,,,,,,,,,,,,0,,1361,Still Image,,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/realia/puppets_china/gallery2,NNC-RB,marcorg,"DM number: P24.02,  Box:  35",,,,rbml_realia_p24.02,reformatted digital," 10.5""",,,, wood ,Figurines ,,,,Dramatic Museum Realia,,,,eng,,,,,,,China,,,,,,,,,,1,,"Chinese figurine, missing head, with purple robe",,,,,
Dramatic Museum Realia,,,,,,,,,,,,,,,Male with stylized makeup on face; black shirt; blade in each hand,,0,,1360,Still Image,,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/realia/puppets_china/gallery2,NNC-RB,marcorg,"DM number: P15.10,  Box:  3",,,,rbml_realia_p15.10,reformatted digital," 7.5"" (8"")",,,," straw, wood ",Marionettes (stringed puppets) ,,,,Dramatic Museum Realia,,John Mulholland,,eng,,,,,,,China,,,,,,,,,,1,,Chinese jigging puppet of male with stylized makeup,,,,,
Dramatic Museum Realia,,,,,,,,,,,,,,,Male with pink face; blade in each hand; mouth open,,0,,1359,Still Image,,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/realia/puppets_china/gallery2,NNC-RB,marcorg,"DM number: P15.09,  Box:  3",,,,rbml_realia_p15.09,reformatted digital," 7.5"" (9"")",,,," straw, wood ",Marionettes (stringed puppets) ,,,,Dramatic Museum Realia,,John Mulholland,,eng,,,,,,,China,,,,,,,,,,1,,Chinese jigging puppet of male with pink face,,,,,
Dramatic Museum Realia,,,,,,,,,,,,,,,"Male with white face; mouth open; staff with barbed blade in right hand, hole in left hand",,0,,1358,Still Image,,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/realia/puppets_china/gallery2,NNC-RB,marcorg,"DM number: P15.07,  Box:  3",,,,rbml_realia_p15.07,reformatted digital," 7"" (9"")",,,," metal, wood ",Marionettes (stringed puppets) ,,,,Dramatic Museum Realia,,John Mulholland,,eng,,,,,,,China,,,,,,,,,,1,,Chinese jigging puppet of male with white face,,,,,
Dramatic Museum Realia,,,,,,,,,,,,,,,Female wtih white face; mouth closed; hands plain and empty,,0,,1357,Still Image,,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/realia/puppets_china/gallery2,NNC-RB,marcorg,"DM number: P15.06,  Box:  3",,,,rbml_realia_p15.06,reformatted digital," 7"" (9"")",,,," straw, wood ",Marionettes (stringed puppets) ,,,,Dramatic Museum Realia,,John Mulholland,,eng,,,,,,,China,,,,,,,,,,1,,Chinese jigging puppet of female with white face,,,,,
Dramatic Museum Realia,,,,,,,,,,,,,,,Male with pink-white face; black shirt; blade in each hand; mouth closed,,0,,1356,Still Image,,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/realia/puppets_china/gallery2,NNC-RB,marcorg,"DM number: P15.05,  Box:  3",,,,rbml_realia_p15.05,reformatted digital," 7"" (9"")",,,," straw, wood ",Marionettes (stringed puppets) ,,,,Dramatic Museum Realia,,John Mulholland,,eng,,,,,,,China,,,,,,,,,,1,,Chinese jigging puppet of male with pink-white face,,,,,
Dramatic Museum Realia,,,,,,,,,,,,,,,"Male with white face; mouth open; broken shaft in right hand with barbed blade, hole in left hand",,0,,1355,Still Image,,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/realia/puppets_china/gallery2,NNC-RB,marcorg,"DM number: P15.04,  Box:  3",,,,rbml_realia_p15.04,reformatted digital," 7"" (9"")",,,," straw, wood ",Marionettes (stringed puppets) ,,,,Dramatic Museum Realia,,John Mulholland,,eng,,,,,,,China,,,,,,,,,,1,,Chinese jigging puppet of male with white face,,,,,
Dramatic Museum Realia,,,,,,,,,,,,,,,Male with pink face; mouth closed; blade in each hand,,0,,1354,Still Image,,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/realia/puppets_china/gallery2,NNC-RB,marcorg,"DM number: P15.03,  Box:  3",,,,rbml_realia_p15.03,reformatted digital," 7.5"" (8.5"")",,,," straw, wood ",Marionettes (stringed puppets) ,,,,Dramatic Museum Realia,,John Mulholland,,eng,,,,,,,China,,,,,,,,,,1,,Chinese jigging puppet of male with pink face,,,,,
Dramatic Museum Realia,,,,,,,,,,,,,,,Male with pink face; hole in each hand (for blades?); mouth open,,0,,1353,Still Image,,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/realia/puppets_china/gallery2,NNC-RB,marcorg,"DM number: P15.02,  Box:  3",,,,rbml_realia_p15.02,reformatted digital," 7.5"" (9"")",,,," straw, wood ",Marionettes (stringed puppets) ,,,,Dramatic Museum Realia,,John Mulholland,,eng,,,,,,,China,,,,,,,,,,1,,Chinese jigging puppet of male with pink face,,,,,
Dramatic Museum Realia,,,,,,,,,,,,,,,Very fragile. Do not remove from folder.,,0,,1352,Still Image,,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/realia/puppets_china/gallery1,NNC-RB,marcorg,"DM number: P14.12,  Box:  26",,,,rbml_realia_p14.12,reformatted digital," 8""",,,, paper  ,Shadow puppets ,,,,Dramatic Museum Realia,,John Mulholland,,eng,,,,,,,China,,,,,,,,,,1,,Chinese Shadow puppet,,,,,
Dramatic Museum Realia,,,,,,,,,,,,,,,Very fragile.  Do not remove from folder.,,0,,1351,Still Image,,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/realia/puppets_china/gallery1,NNC-RB,marcorg,"DM number: P14.11,  Box:  26",,,,rbml_realia_p14.11,reformatted digital," 8""",,,, paper  ,Shadow puppets ,,,,Dramatic Museum Realia,,John Mulholland,,eng,,,,,,,China,,,,,,,,,,1,,Chinese Shadow puppet,,,,,
Dramatic Museum Realia,,,,,,,,,,,,,,,Very fragile.  Do not remove from folder.,,0,,1350,Still Image,,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/realia/puppets_china/gallery1,NNC-RB,marcorg,"DM number: P14.10,  Box:  26",,,,rbml_realia_p14.10,reformatted digital," 8""",,,, paper  ,Shadow puppets ,,,,Dramatic Museum Realia,,John Mulholland,,eng,,,,,,,China,,,,,,,,,,1,,Chinese Shadow puppet,,,,,
Dramatic Museum Realia,,,,,,,,,,,,,,,Very fragile. Do not remove from folder.,,0,,1349,Still Image,,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/realia/puppets_china/gallery1,NNC-RB,marcorg,"DM number: P14.09,  Box:  26",,,,rbml_realia_p14.09,reformatted digital," 8""",,,, paper  ,Shadow puppets ,,,,Dramatic Museum Realia,,John Mulholland,,eng,,,,,,,China,,,,,,,,,,1,,Chinese Shadow puppet,,,,,
Dramatic Museum Realia,,,,,,,,,,,,,,,Very fragile. Do not remove from folder.,,0,,1348,Still Image,,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/realia/puppets_china/gallery1,NNC-RB,marcorg,"DM number: P14.08,  Box:  26",,,,rbml_realia_p14.08,reformatted digital," 8""",,,, paper  ,Shadow puppets ,,,,Dramatic Museum Realia,,John Mulholland,,eng,,,,,,,China,,,,,,,,,,1,,Chinese Shadow puppet,,,,,
Dramatic Museum Realia,,,,,,,,,,,,,,,Very fragile. Do not remove from folder.,,0,,1347,Still Image,,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/realia/puppets_china/gallery1,NNC-RB,marcorg,"DM number: P14.07,  Box:  26",,,,rbml_realia_p14.07,reformatted digital," 8""",,,, paper  ,Shadow puppets ,,,,Dramatic Museum Realia,,John Mulholland,,eng,,,,,,,China,,,,,,,,,,1,,Chinese Shadow puppet,,,,,
Dramatic Museum Realia,,,,,,,,,,,,,,,Very fragile. Do not remove from folder.,,0,,1346,Still Image,,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/realia/puppets_china/gallery1,NNC-RB,marcorg,"DM number: P14.06,  Box:  26",,,,rbml_realia_p14.06,reformatted digital," 8""",,,, paper  ,Shadow puppets ,,,,Dramatic Museum Realia,,John Mulholland,,eng,,,,,,,China,,,,,,,,,,1,,Chinese Shadow puppet,,,,,
Dramatic Museum Realia,,,,,,,,,,,,,,,Very fragile. Do not remove from folder.,,0,,1345,Still Image,,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/realia/puppets_china/gallery1,NNC-RB,marcorg,"DM number: P14.05,  Box:  26",,,,rbml_realia_p14.05,reformatted digital," 8""",,,, paper  ,Shadow puppets ,,,,Dramatic Museum Realia,,John Mulholland,,eng,,,,,,,China,,,,,,,,,,1,,Chinese Shadow puppet,,,,,
Dramatic Museum Realia,,,,,,,,,,,,,,,Very fragile. Do not remove from folder.,,0,,1344,Still Image,,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/realia/puppets_china/gallery1,NNC-RB,marcorg,"DM number: P14.04,  Box:  26",,,,rbml_realia_p14.04,reformatted digital," 8""",,,, paper  ,Shadow puppets ,,,,Dramatic Museum Realia,,John Mulholland,,eng,,,,,,,China,,,,,,,,,,1,,Chinese Shadow puppet,,,,,
Dramatic Museum Realia,,,,,,,,,,,,,,,Very fragile. Do not remove from folder.,,0,,1343,Still Image,,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/realia/puppets_china/gallery1,NNC-RB,marcorg,"DM number: P14.03,  Box:  26",,,,rbml_realia_p14.03,reformatted digital," 8""",,,, paper  ,Shadow puppets ,,,,Dramatic Museum Realia,,John Mulholland,,eng,,,,,,,China,,,,,,,,,,1,,Chinese Shadow puppet,,,,,
Dramatic Museum Realia,,,,,,,,,,,,,,,Very fragile. Do not remove from folder.,,0,,1342,Still Image,,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/realia/puppets_china/gallery1,NNC-RB,marcorg,"DM number: P14.02,  Box:  26",,,,rbml_realia_p14.02,reformatted digital," 8""",,,, paper  ,Shadow puppets ,,,,Dramatic Museum Realia,,John Mulholland,,eng,,,,,,,China,,,,,,,,,,1,,Chinese Shadow puppet,,,,,
Dramatic Museum Realia,,,,,,,,,,,,,,,Very fragile. Do not remove from folder.,,0,,1341,Still Image,,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/realia/puppets_china/gallery1,NNC-RB,marcorg,"DM number: P14.01,  Box:  26",,,,rbml_realia_p14.01,reformatted digital," 8""",,,, paper  ,Shadow puppets ,,,,Dramatic Museum Realia,,John Mulholland,,eng,,,,,,,China,,,,,,,,,,1,,Chinese Shadow puppet,,,,,
Dramatic Museum Realia,,,,,,,,,,,,,,,,,0,,1340,Still Image,,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/realia/puppets_china/gallery2,NNC-RB,marcorg,"DM number: P24.01,  Box:  35",,,,rbml_realia_p24.01,reformatted digital," 10.5""",,,, wood ,Figurines ,,,,Dramatic Museum Realia,,,,eng,,,,,,,China,,,,,,,,,,1,,"Chinese female figurine with red robe and white, painted face",,,,,
Dramatic Museum Realia,,,,,,,,,,,,,,,"Decoratively painted horse, ca. 8.5"" nose to rump. P20.4 written in pencil on belly.",,0,,1339,Still Image,,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/realia/puppets_burma/gallery,NNC-RB,marcorg,"DM number: P20.04,  Box:  38",,,,rbml_realia_p20.04,reformatted digital," 12""x10""x4""",,,, wood ,Marionettes (stringed puppets) ,,,,Dramatic Museum Realia,,"Purchased by John Mulholland in Singapore, 1926",,eng,,,,,,,Burma,,,,,,,,,,1,,Horse marionette,,,,,
Dramatic Museum Realia,,,,,,,,,,,,,,,"Male with flesh-colored face, chest, lower arms, hands, lower legs, and feet; black hair, tied in a tuft on top of head; thighs black. Costumed in a short open jacket and ""diaper"" type pants both trimmed in silver. Bare-footed.",,0,,1338,Still Image,,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/realia/puppets_burma/gallery,NNC-RB,marcorg,"DM number: P20.03,  Box:  1",,,,rbml_realia_p20.03,reformatted digital," 13"" (18"")",,,," wood, cloth ",Marionettes (stringed puppets) ,,,,Dramatic Museum Realia,,"Purchased by John Mulholland in Singapore, 1926",,eng,,,,,,,Burma,,,,,,,,,,1,,Burmese marionette of male with flesh-colored face,,,,,
Dramatic Museum Realia,,,,,,,,,,,,,,,"Male with white face hands & feet, pointed headdress, sand-colored robe with silver trim, full-length weighted apron; headdress rounded, yellow, trimmed in silver",,0,,1337,Still Image,,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/realia/puppets_burma/gallery,NNC-RB,marcorg,"DM number: P20.02,  Box:  1",,,,rbml_realia_p20.02,reformatted digital," 13"" (19"")",,,," wood, cloth ",Marionettes (stringed puppets) ,,,,Dramatic Museum Realia,,o,,eng,,,,,,,Burma,,,,,,,,,,1,,Burmese marionette of male with white face and sand-colored robe,,,,,
Dramatic Museum Realia,,,,,,,,,,,,,,,"Male with white face hands & feet, pointed headdress, red robe with silver trim, full-length weighted apron",,0,,1336,Still Image,,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/realia/puppets_burma/gallery,NNC-RB,marcorg,"DM number: P20.01,  Box:  1",,,,rbml_realia_p20.01,reformatted digital," 13"" (21.5"")",,,," wood, cloth ",Marionettes (stringed puppets) ,,,,Dramatic Museum Realia,,"Purchased by John Mulholland in Singapore, 1926",,eng,,,,,,,Burma,,,,,,,,,,1,,Burmese marionette of male with white face and red robe,,,,,
Dramatic Museum Realia,"Okada, Michiya ",,,,,,,,,,1965,,exact,1965,,,0,,5042,Still Image,,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/realia/set_models/gallery,,marcorg,DM number: B36,,Original filename: rbml_realia_b36.2.tif,,rbml_realia_b36.2,reformatted digital,"20""x14""x16""",models,,,,,Japan,,,Dramatic Museum Realia,,"Gift of Mr. Takashi Kawawa, 1969.",,eng,,,,,,,,,,,,,,,,,1,,"Set model for ""Blood Wedding"" by Frederico Garcia Lorca; 1965",,,,,
Dramatic Museum Realia," Ishi, Yasuhiro",,,,,,,,,,1965,,exact,1965,,,0,,5041,Still Image,,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/realia/set_models/gallery,,marcorg,DM number: B35,,Original filename: rbml_realia_b35.tif,,rbml_realia_b35,reformatted digital,"21.75""x12""x17.5""",models,,,,,Japan,,,Dramatic Museum Realia,,"Gift of Mr. Takashi Kawawa, 1969.",,eng,,,,,,,,,,,,,,,,,1,,"Set model for ""Machigai"" (""Mistake"") by Hakucho Masamune, Kase Troupe; Tokyo; 1965",,,,,
Dramatic Museum Realia," Ishi, Yasuhiro",,,,,,,,,,1966,,exact,1966,,,0,,5040,Still Image,,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/realia/set_models/gallery,,marcorg,DM number: B34,,Original filename: rbml_realia_b34.tif,,rbml_realia_b34,reformatted digital,"21.75""x12""x17.5""",models,,,,,Japan,,,Dramatic Museum Realia,,"Gift of Mr. Takashi Kawawa, 1969.",,eng,,,,,,,,,,,,,,,,,1,,"""Ejima Ikushima"" (""Ejima and Ikushima"") by Hakucho Masamune; 1966",,,,,
Dramatic Museum Realia," Ishi, Yasuhiro",,,,,,,,,,1966,,exact,1966,,,0,,5039,Still Image,,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/realia/set_models/gallery,,marcorg,DM number: B33,,Original filename: rbml_realia_b33.2.tif,,rbml_realia_b33.2,reformatted digital,"22""x12""x15""",models,,,,,Japan,,,Dramatic Museum Realia,,"Gift of Mr. Takashi Kawawa, 1969.",,eng,,,,,,,,,,,,,,,,,1,,"Set model for ""Kamisori"" (""Razor"") by Kichizo Nakamura, Nippon Geigitso Gekijo; Tokyo; 1966",,,,,
