_pid,_digital_object_type.string_key,_project.string_key,_parent_digital_objects-1.identifier,_identifiers-1,omeka_identifier-1:omeka_identifier_value,object_in_context_url-1:object_in_context_url_value,object_in_context_url-2:object_in_context_url_value,title-1:title_sort_portion,title-2:title_sort_portion,title2_type,form-1:form_term.value,form-1:form_term.authority,form-1:form_term.uri,form-2:form_term.value,form-2:form_term.authority,form-2:form_term.uri,form-3:form_term.value,form-3:form_term.authority,form-3:form_term.uri,date_created-1:date_created_start_value,date_created-1:date_created_end_value,date_created-1:date_created_type,date_created_textual-1:date_created_textual_value,digital_origin-1:digital_origin_value,location-1:location_term.value,location-1:location_term.code,location-1:location_term.authority,location-1:location_term.uri,language_of_cataloging-1:language_of_cataloging_term.value,place_of_origin-1:place_of_origin_value,place_authority_identifier,place_of_origin-2:place_of_origin_value,place2_authority_identifier,note-1:note_value,note-1:note_type,extent-1:extent_value,collection-1:collection_term.value,collection-1:collection_term.uri,location-1:location_sublocation,name-1:name_term.value,name-1:name_term.name_type,name-1:name_role-1:name_role_term.value,name-1:name_role-1:name_role_term.authority,name-1:name_role-1:name_role_term.uri,name-1:name_term.authority,name-1:name_term.uri,name-2:name_term.value,name-2:name_term.name_type,name-2:name_role-1:name_role_term.value,name-2:name_role-1:name_role_term.authority,name-2:name_role-1:name_role_term.uri,name-2:name_term.authority,name-2:name_term.uri,name-3:name_term.value,name-3:name_term.name_type,name-3:name_role-1:name_role_term.value,name-3:name_role-1:name_role_term.authority,name-3:name_role-1:name_role_term.uri,name-3:name_term.authority,name-3:name_term.uri,language-1:language_term.value,language-1:language_term.authority,language-1:language_term.uri,language-2:language_term.value,language-2:language_term.authority,language-2:language_term.uri,abstract-1:abstract_value,subject_name-1:subject_name_term.value,subject_name-1:subject_name_term.name_type,subject_name-1:subject_name_term.authority,subject_name-1:subject_name_term.uri,subject_name-2:subject_name_term.value,subject_name-2:subject_name_term.name_type,subject_name-2:subject_name_term.authority,subject_name-2:subject_name_term.uri,subject_name-3:subject_name_term.value,subject_name-3:subject_name_term.name_type,subject_name-3:subject_name_term.authority,subject_name-3:subject_name_term.uri,subject_name-4:subject_name_term.value,subject_name-4:subject_name_term.name_type,subject_name-4:subject_name_term.authority,subject_name-4:subject_name_term.uri,subject_name-5:subject_name_term.value,subject_name-5:subject_name_term.name_type,subject_name-5:subject_name_term.authority,subject_name-5:subject_name_term.uri,subject_name-6:subject_name_term.value,subject_name-6:subject_name_term.name_type,subject_name-6:subject_name_term.authority,subject_name-6:subject_name_term.uri,subject_title-1:subject_title_term.value,subject_title-1:subject_title_term.authority,subject_title-1:subject_title_term.uri,publisher-1:publisher_value,note-3:note_value,note-3:note_type,note-2:note_value,note-2:note_type,relatedItem_Project,project URL,note-4:note_value,note-4:note_type,note-5:note_value,note-5:note_type
,asset,,diaghilev_nqt,diaghilev_nqt_000,omeka_1805,https://exhibitions.cul.columbia.edu/exhibits/show/diaghilev/case4/costume,,Anna Pavlova: Cynge Immortel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,original filename: ballet_russe_04-01-01.jpg,filename,,,,,,
,item,,,diaghilev_nwx,,,,"Mme. Anna Pavlowa, Imperial Russian Ballet",,,photographs,,,,,,,,,1896,1931,inferred,between 1896 and 1931,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,,,eng,,,,,Date inferred from Anna Pavlova's life dates.,,,,,,,,,,,,,,,,,,,,,,,,,,,English,,,,,,Portrait of Anna Pavlova in ballet outfit and pose,"Pavlova, Anna, 1881-1931",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sergei Diaghilev and Beyond: Les Ballets Russes,http://www.columbia.edu/cgi-bin/cul/resolve?clio10379406,,,still image,original_format
,asset,,diaghilev_nwx,diaghilev_nwx_000,omeka_1809,https://exhibitions.cul.columbia.edu/exhibits/show/diaghilev/case4/intro,https://exhibitions.cul.columbia.edu/exhibits/show/diaghilev/case4/costume,"Mme. Anna Pavlowa, Imperial Russian Ballet",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,original filename: ballet_russe_04-06-01.jpg,filename,,,,,,
,item,,,diaghilev_oic,,,,Nijinsky: Kaiserl. russischer Ballett Tänzer,Nijinsky: Imperial Russian Ballet Dancer,translated,photographs,,,,,,,,,1905,1920,inferred,between 1905 and 1920,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,,,eng,Paris (France),,,,Date inferred from subject's life dates.,,,,,,Phot. Bert. Paris,,,,,,,,,,,,,,,,,,,,,Germany,,,,,,Dance portrait of Nijinsky in costume,"Nijinsky, Waslaw, 1890-1950",,,,,,,,,,,,,,,,,,,,,,,,,,,Verl. Herm. Leiser,,,,,Sergei Diaghilev and Beyond: Les Ballets Russes,http://www.columbia.edu/cgi-bin/cul/resolve?clio10379406,,,still image,original_format
,asset,,diaghilev_oic,diaghilev_oic_000,omeka_1829,https://exhibitions.cul.columbia.edu/exhibits/show/diaghilev/case5/nijinsky,,Nijinsky: Kaiserl. russischer Ballett Tänzer,Nijinsky: Imperial Russian Ballet Dancer,translated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,original filename: ballet_russe_05-12-01.jpg,filename,,,,,,
,item,,,diaghilev_oob,,,,Production of  La Muette de Portici (Dumb Girl from Portici),,,photographs,,,,,,,,,1915,,questionable,around 1915,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,,,eng,,,,,"Date guessed from date of Joseph Urban's production set sketches for  La Muette de Portici, (Dumb Girl of Portici), created in 1915. The set sketches are in the Joseph Urban Papers at the Rare Books and Manuscripts Library, Columbia University.",,,,,,"Urban, Josef, 1872-1933",,,,,,,,,,,,,,,,,,,,,English,,,,,,Photograph of a production of  La Muette de Portici (Dumb Girl from Portici),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sergei Diaghilev and Beyond: Les Ballets Russes,http://www.columbia.edu/cgi-bin/cul/resolve?clio10379406,,,still image,original_format
,asset,,diaghilev_oob,diaghilev_oob_000,omeka_1854,https://exhibitions.cul.columbia.edu/exhibits/show/diaghilev/case7/urban,,Production of  La Muette de Portici (Dumb Girl from Portici),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,original filename: ballet_russe_08-03-01.jpg,filename,,,,,,
,item,,,diaghilev_ooz,,,,"Royal Opera House, Convent Garden, LTD. Presents the Royal Ballet",,,printed ephemera,,,,,,,,,1963,,,1963,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,,,eng,London (England),,,,,,,,,,"Royal Opera House (London, England)",,,,,,,,,,,,,,,,,,,,,English,,,,,,The Royal Ballet program commemorating the 50th Anniversary of The Rite of Spring by Igor Stravinsky.,"Stravinsky, Igor, 1882-1971",,,,"Nureyev, Rudolf, 1938-1993",,,,,,,,,,,,,,,,,,,,Rite of spring (Choreographic work),,,,,,,,Sergei Diaghilev and Beyond: Les Ballets Russes,http://www.columbia.edu/cgi-bin/cul/resolve?clio10379406,,,still image,original_format
,asset,,diaghilev_ooz,diaghilev_ooz_001,omeka_1841,https://exhibitions.cul.columbia.edu/exhibits/show/diaghilev/case6/nureyev,,Front cover,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,original filename: ballet_russe_06-05-01.jpg,filename,,,,,,
,asset,,diaghilev_qmu,diaghilev_qmu_003,omeka_1767,https://exhibitions.cul.columbia.edu/exhibits/show/diaghilev/case1/contracts,,Unnumbered page 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,original filename: ballet_russe_01-09-03.jpg,filename,,,,,,
,item,,,diaghilev_pgs,,,,Mstislav Dobujinsky  Business Card,,,printed ephemera,,,,,,,,,1939,1957,inferred,between 1939 and 1957,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,,,eng,New York (N.Y.),,,,Dates inferred from Dobujinsky's dates of residence in New York (date of emigration to date of death).,,,,,,"Dobuzhinskiĭ, Mstislav Valerianovich, 1875-1957",,,,,,,,,,,,,,,,,,,,,English,,,,,,Business card with New York City address,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sergei Diaghilev and Beyond: Les Ballets Russes,http://www.columbia.edu/cgi-bin/cul/resolve?clio10379406,,,still image,original_format
,asset,,diaghilev_pgs,diaghilev_pgs_000,omeka_1761,https://exhibitions.cul.columbia.edu/exhibits/show/diaghilev/case1/business,,Mstislav Dobujinsky  Business Card,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,original filename: ballet_russe_01-06-01.jpg,filename,,,,,,
,item,,,diaghilev_pki,,,,Typed letter from Alexander Gourvitch to M. V. Dobujinsky,,,correspondence,,,,,,,,,1954-12-08,,,"8th December, 1954",reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,,,eng,London (England),,,,,,,,,,"Gourvitch, Alexander",,,,,,,"Dobuzhinskiĭ, Mstislav Valerianovich, 1875-1957",,,,,,,,,,,,,,English,,,,,,"Alexander Gourvitch, typed letter to Mstislav Dobujinksy, signed.

London, 1954",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sergei Diaghilev and Beyond: Les Ballets Russes,http://www.columbia.edu/cgi-bin/cul/resolve?clio10379406,,,still image,original_format
,asset,,diaghilev_pki,diaghilev_pki_000,omeka_1799,https://exhibitions.cul.columbia.edu/exhibits/show/diaghilev/case3/lettersprints,,Typed letter from Alexander Gourvitch to M. V. Dobujinsky,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,original filename: ballet_russe_03-13-01.jpg,filename,,,,,,
,item,,,diaghilev_plq,,,,Edinburg [sic] Festival 1954: Diaghilev Exhibition Aug. 22 - Sept. 11,,,manuscripts,,,,,,,,,1954,,,1954,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,,,eng,Edinburgh (Scotland),,,,,,holograph note,,,,"Dobuzhinskiĭ, Mstislav Valerianovich, 1875-1957",,,,,,,,,,,,,,,,,,,,,English,,,,,,Mstislav Dobujinksy' notes on Diaghilev Exhibition at the Edinburgh Festival,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sergei Diaghilev and Beyond: Les Ballets Russes,http://www.columbia.edu/cgi-bin/cul/resolve?clio10379406,,,still image,original_format
,asset,,diaghilev_plq,diaghilev_plq_000,omeka_1797,https://exhibitions.cul.columbia.edu/exhibits/show/diaghilev/case3/lettersprints,,Edinburg [sic] Festival 1954: Diaghilev Exhibition Aug. 22 - Sept. 11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,original filename: ballet_russe_03-10-01.jpg,filename,,,,,,
,item,,,diaghilev_pvm,,,,Sketch of a Program for Colonel W. de Basil's Ballets Russes de Monte Carlo,,,paintings,,,,,,,,,1935,,,1935,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,,,eng,London (England),,,,,,,,,,"Dobuzhinskiĭ, Mstislav Valerianovich, 1875-1957",,,,,,,,,,,,,,,,,,,,,English,,,,,,,Ballets russes du Col. W. de Basil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sergei Diaghilev and Beyond: Les Ballets Russes,http://www.columbia.edu/cgi-bin/cul/resolve?clio10379406,,,still image,original_format
,asset,,diaghilev_pvm,diaghilev_pvm_000,omeka_1789,https://exhibitions.cul.columbia.edu/exhibits/show/diaghilev/case3/drawings,,Sketch of a Program for Colonel W. de Basil's Ballets Russes de Monte Carlo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,original filename: ballet_russe_03-03-01.jpg,filename,,,,,,
,item,,,diaghilev_pvv,,,,Affidavit about Work by Madame de Holstein for Le Monde Artiste,,,manuscripts,,,,,,,,,1900-12-27,1901-01-03,,27 Décembre (3. Janv.) 1900/1901,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,,,eng,Saint Petersburg (Russia),,,,,,,,,,"Diaghilev, Serge, 1872-1929",,,,,,,,,,,,,,,,,,,,,French,,,,,,,"Holstein, Madame de",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sergei Diaghilev and Beyond: Les Ballets Russes,http://www.columbia.edu/cgi-bin/cul/resolve?clio10379406,,,still image,original_format
,asset,,diaghilev_pvv,diaghilev_pvv_000,omeka_1758,https://exhibitions.cul.columbia.edu/exhibits/show/diaghilev/case1/business,,Affidavit about Work by Madame de Holstein for Le Monde Artiste,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,original filename: ballet_russe_01-04-01.jpg,filename,,,,,,
,asset,,diaghilev_qmu,diaghilev_qmu_001,omeka_1765,https://exhibitions.cul.columbia.edu/exhibits/show/diaghilev/case1/contracts,,Unnumbered page 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,original filename: ballet_russe_01-09-01.jpg,filename,,,,,,
,item,,,diaghilev_rbt,,,,Uncle Sam and Pavlowa as Moscow Artist sees them,,,periodicals,,,,,,,,,1911-06-17,,,"June 17, 1911",reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,,,eng,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,English,,,,,,,"Pavlova, Anna, 1881-1931",,,,,,,,,,,,,,,,,,,,,,,,,,,Musical America Corp.,"Musical America: Issue of June 17, 1911, unknown page",original,,,Sergei Diaghilev and Beyond: Les Ballets Russes,http://www.columbia.edu/cgi-bin/cul/resolve?clio10379406,,,still image,original_format
,asset,,diaghilev_rbt,diaghilev_rbt_000,omeka_1816,https://exhibitions.cul.columbia.edu/exhibits/show/diaghilev/case4/ballerina,,Uncle Sam and Pavlowa as Moscow Artist sees them,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,original filename: ballet_russe_04-16-01.jpg,filename,,,,,,
,item,,,diaghilev_rxf,,,,Colonel W. de Basil Autographed Program,,,printed ephemera,,,photographs,,,manuscripts,,,1947,,,1947,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,,,eng,London (England),,,,,,,,,,"Seymour, Maurice, 1904-",,,,,,,"Basil, W. de",,,,,,,,,,,,,,English,,,,,,"Colonel W. de Basil, inscribed photograph in an unnamed program. Page 3 has portrait and autograph of Colonel W. de Basil.","Basil, W. de",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sergei Diaghilev and Beyond: Les Ballets Russes,http://www.columbia.edu/cgi-bin/cul/resolve?clio10379406,,,still image,original_format
,asset,,diaghilev_rxf,diaghilev_rxf_003,omeka_1835,https://exhibitions.cul.columbia.edu/exhibits/show/diaghilev/case5/basil,,Page 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,original filename: ballet_russe_05-24-01.jpg,filename,,,,,,
,item,,,diaghilev_sag,,,,Olga Spessivtzeva as Giselle in ballet by Adolphe Adam,,,photographs,,,,,,,,,1937,,inferred,1937,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,,,eng,Buenos Aires (Argentina),,,,,,,,,,Lipnitzki,,,,,,,,,,,,,,,,,,,,,English,,,,,,,"Spessivtzeva, Olga, 1895-1991",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sergei Diaghilev and Beyond: Les Ballets Russes,http://www.columbia.edu/cgi-bin/cul/resolve?clio10379406,,,still image,original_format
,asset,,diaghilev_sag,diaghilev_sag_000,omeka_1762,https://exhibitions.cul.columbia.edu/exhibits/show/diaghilev/case1/spesivtseva,,Olga Spessivtzeva as Giselle in ballet by Adolphe Adam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,original filename: ballet_russe_01-07-01.jpg,filename,,,,,,
,item,,,diaghilev_sgz,,,,Observer Diaghilev Exhibition Invitation for Monsieur Matislav Dobuzinsky,,,printed ephemera,,,,,,,,,1954-11-02,,,"November 2nd, 1954",reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,,,eng,"22, Tudor Street, London, E.C. 4",,,,,,,,,,"Dobuzhinskiĭ, Mstislav Valerianovich, 1875-1957",,,,,,,Observer,,,,,,,,,,,,,,English,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sergei Diaghilev and Beyond: Les Ballets Russes,http://www.columbia.edu/cgi-bin/cul/resolve?clio10379406,,,still image,original_format
,asset,,diaghilev_sgz,diaghilev_sgz_000,omeka_1804,https://exhibitions.cul.columbia.edu/exhibits/show/diaghilev/case3/lettersprints,,Observer Diaghilev Exhibition Invitation for Monsieur Matislav Dobuzinsky,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,original filename: ballet_russe_03-15-01.jpg,filename,,,,,,
,item,,,diaghilev_sxe,,,,"Almanach de St.-Pétersbourg, 1913-1914",,,books,,,,,,,,,1913,1914,,1913-1914,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,,,eng,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,French,,,,,,Address Book or Almanac of St.-Petersburg. Serge Diaghilev's entry is marked with red arrow.,"Diaghilev, Serge, 1872-1929",,,,,,,,,,,,,,,,,,,,,,,,,,,Verlagbuchhandlung,,,,,Sergei Diaghilev and Beyond: Les Ballets Russes,http://www.columbia.edu/cgi-bin/cul/resolve?clio10379406,,,still image,original_format
,asset,,diaghilev_sxe,diaghilev_sxe_180,omeka_1756,https://exhibitions.cul.columbia.edu/exhibits/show/diaghilev/case1/addressbook,,Pages 180-181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,original filename: ballet_russe_01-02-01.jpg,filename,,,,,,
,item,,,diaghilev_tac,,,,Preliminary sketch for set of La Muette de Portici Act II,,,paintings,,,,,,,,,1915,,,1915,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,,,eng,,,,,,,,,,,"Urban, Josef, 1872-1933",,,,,,,,,,,,,,,,,,,,,English,,,,,,watercolor.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sergei Diaghilev and Beyond: Les Ballets Russes,http://www.columbia.edu/cgi-bin/cul/resolve?clio10379406,,,still image,original_format
,asset,,diaghilev_tac,diaghilev_tac_000,omeka_1855,https://exhibitions.cul.columbia.edu/exhibits/show/diaghilev/case7/urban,,Preliminary sketch for set of La Muette de Portici Act II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,original filename: ballet_russe_08-04-01.jpg,filename,,,,,,
,asset,,diaghilev_jlz,diaghilev_jlz_002,omeka_1760,https://exhibitions.cul.columbia.edu/exhibits/show/diaghilev/case1/business,,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,original filename: ballet_russe_01-05-02.jpg,filename,,,,,,
,item,,,diaghilev_tjx,,,,Ballets Russes: Direction W. De Basil souvenir program,,,printed ephemera,,,,,,,,,1935,1936,,1935 to 1936,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,,,eng,,,,,,,,,,,"Lissim, Simon, 1900-1981",,,,,,,Ballets russes du Col. W. de Basil,,,,,,,Ballets russes de Monte Carlo,,,,,,,English,,,,,,Souvenir program for Tour of Colonel W. de Basil's Ballets Russes de Monte-Carlo in the U.S.A.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sergei Diaghilev and Beyond: Les Ballets Russes,http://www.columbia.edu/cgi-bin/cul/resolve?clio10379406,,,still image,original_format
,asset,,diaghilev_tjx,diaghilev_tjx_001,omeka_1851,https://exhibitions.cul.columbia.edu/exhibits/show/diaghilev/case7/beyond,,Front cover,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,original filename: ballet_russe_07-09-01.jpg,filename,,,,,,
,item,,,diaghilev_tkk,,,,Fiodor Chaliapin as Ivan the Terrible from the Maid of Pskov by Nikolai Rimskii-Korsakov,,,photographs,,,,,,,,,1899,1942,inferred,between 1899 and 1942,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,,,eng,,,,,Date inferred from subject's life dates.,,,,,,,,,,,,,,,,,,,,,,,,,,,English,,,,,,,"Chaliapin, Fyodor Ivanovich, 1873-1938",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sergei Diaghilev and Beyond: Les Ballets Russes,http://www.columbia.edu/cgi-bin/cul/resolve?clio10379406,,,still image,original_format
,asset,,diaghilev_tkk,diaghilev_tkk_000,omeka_1775,https://exhibitions.cul.columbia.edu/exhibits/show/diaghilev/case2/rimskiikorsakov,,Fiodor Chaliapin as Ivan the Terrible from the Maid of Pskov by Nikolai Rimskii-Korsakov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,original filename: ballet_russe_02-01-01.jpg,filename,,,,,,
,item,,,diaghilev_tox,,,,Theatre de Monte Carlo: Ballets Russes de Serge de Diaghilew ticket,,,printed ephemera,,,,,,,,,1926-05-06,,,Jeudi 6 Mai 1926,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,,,eng,Monte-Carlo (Monaco),,,,,,,,,,Théâtre de Monte-Carlo,,,,,,,,,,,,,,,,,,,,,French,,,,,,,Ballets russes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sergei Diaghilev and Beyond: Les Ballets Russes,http://www.columbia.edu/cgi-bin/cul/resolve?clio10379406,,,still image,original_format
,asset,,diaghilev_tox,diaghilev_tox_000,omeka_1847,https://exhibitions.cul.columbia.edu/exhibits/show/diaghilev/case7/beyond,,Theatre de Monte Carlo: Ballets Russes de Serge de Diaghilew ticket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,original filename: ballet_russe_07-05-01.jpg,filename,,,,,,
,item,,,diaghilev_txa,,,,Brightest Constellation of Star Attractions in the Concert and Operatic Firmament,,,periodicals,,,,,,,,,1911-05-27,,,"May 27, 1911",reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,,,eng,,,,,,,,,,,"Rabinoff, Max",,,,,,,,,,,,,,,,,,,,,English,,,,,,,Balalaika Orchestra,,,,"Pavlova, Anna, 1881-1931",,,,"Mordkin, Mikhail, 1881-1944",,,,Ballets russes,,,,"Smirnov, Dmitriĭ Alekseevich, 1882-1944",,,,"Janpolski, Albert G. (Albert Gregorowich)",,,,,,,Musical American Corp.,"Musical America: Volume 14, Number 3, page 10",original,,,Sergei Diaghilev and Beyond: Les Ballets Russes,http://www.columbia.edu/cgi-bin/cul/resolve?clio10379406,,,still image,original_format
,asset,,diaghilev_txa,diaghilev_txa_010,omeka_1817,https://exhibitions.cul.columbia.edu/exhibits/show/diaghilev/case4/ballerina,,Page 10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,original filename: ballet_russe_04-17-01.jpg,filename,,,,,,
,item,,,diaghilev_uce,,,,Sketch of a Program for Colonel W. de Basil's Ballets Russes de Monte Carlo,,,paintings,,,drawings,,,,,,1935,,,1935,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,,,eng,London (England),,,,,,,,,,"Dobuzhinskiĭ, Mstislav Valerianovich, 1875-1957",,,,,,,,,,,,,,,,,,,,,English,,,,,,,Ballets russes du Col. W. de Basil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sergei Diaghilev and Beyond: Les Ballets Russes,http://www.columbia.edu/cgi-bin/cul/resolve?clio10379406,,,still image,original_format
,asset,,diaghilev_uce,diaghilev_uce_000,omeka_1788,https://exhibitions.cul.columbia.edu/exhibits/show/diaghilev/case3/intro,,Sketch of a Program for Colonel W. de Basil's Ballets Russes de Monte Carlo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,original filename: ballet_russe_03-02-01.jpg,filename,,,,,,
,item,,,diaghilev_uin,,,,Ballets Russes Programme,,,printed ephemera,,,,,,,,,1910,,,1910,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,,,eng,Paris (France),,,,,,,,,,"Bakst, Léon, 1866-1924",,,,,,,Comœdia illustré,,,,,,,,,,,,,,French,,,,,,Souvenir Program for les Ballets Russes at the Théâtre National de l'Opéra. Program edited by Comœdia illustré. Front cover of the program features artwork by Bakst.,Ballets russes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sergei Diaghilev and Beyond: Les Ballets Russes,http://www.columbia.edu/cgi-bin/cul/resolve?clio10379406,,,still image,original_format
,asset,,diaghilev_uin,diaghilev_uin_001,omeka_1771,https://exhibitions.cul.columbia.edu/exhibits/show/diaghilev/case1/programs,,Front cover,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,original filename: ballet_russe_01-10-01.jpg,filename,,,,,,
,item,,,diaghilev_unz,,,,Rudolf Nureyev with Merle Park in La Bayadère,,,photographs,,,,,,,,,1963,,,1963,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,,,eng,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,English,,,,,,Production photograph/portrait,"Nureyev, Rudolf, 1938-1993",,,,"Park, Merle",,,,,,,,,,,,,,,,,,,,,,,,,,,,Sergei Diaghilev and Beyond: Les Ballets Russes,http://www.columbia.edu/cgi-bin/cul/resolve?clio10379406,,,still image,original_format
