_pid,_digital_object_type.string_key,_project.string_key,_parent_digital_objects-1.identifier,_identifiers-1,omeka_identifier-1:omeka_identifier_value,object_in_context_url-1:object_in_context_url_value,object_in_context_url-2:object_in_context_url_value,title-1:title_sort_portion,title-2:title_sort_portion,title2_type,form-1:form_term.value,form-1:form_term.authority,form-1:form_term.uri,form-2:form_term.value,form-2:form_term.authority,form-2:form_term.uri,form-3:form_term.value,form-3:form_term.authority,form-3:form_term.uri,date_created-1:date_created_start_value,date_created-1:date_created_end_value,date_created-1:date_created_type,date_created_textual-1:date_created_textual_value,digital_origin-1:digital_origin_value,location-1:location_term.value,location-1:location_term.code,location-1:location_term.authority,location-1:location_term.uri,language_of_cataloging-1:language_of_cataloging_term.value,place_of_origin-1:place_of_origin_value,place_authority_identifier,place_of_origin-2:place_of_origin_value,place2_authority_identifier,note-1:note_value,note-1:note_type,extent-1:extent_value,collection-1:collection_term.value,collection-1:collection_term.uri,location-1:location_sublocation,name-1:name_term.value,name-1:name_term.name_type,name-1:name_role-1:name_role_term.value,name-1:name_role-1:name_role_term.authority,name-1:name_role-1:name_role_term.uri,name-1:name_term.authority,name-1:name_term.uri,name-2:name_term.value,name-2:name_term.name_type,name-2:name_role-1:name_role_term.value,name-2:name_role-1:name_role_term.authority,name-2:name_role-1:name_role_term.uri,name-2:name_term.authority,name-2:name_term.uri,name-3:name_term.value,name-3:name_term.name_type,name-3:name_role-1:name_role_term.value,name-3:name_role-1:name_role_term.authority,name-3:name_role-1:name_role_term.uri,name-3:name_term.authority,name-3:name_term.uri,language-1:language_term.value,language-1:language_term.authority,language-1:language_term.uri,language-2:language_term.value,language-2:language_term.authority,language-2:language_term.uri,abstract-1:abstract_value,subject_name-1:subject_name_term.value,subject_name-1:subject_name_term.name_type,subject_name-1:subject_name_term.authority,subject_name-1:subject_name_term.uri,subject_name-2:subject_name_term.value,subject_name-2:subject_name_term.name_type,subject_name-2:subject_name_term.authority,subject_name-2:subject_name_term.uri,subject_name-3:subject_name_term.value,subject_name-3:subject_name_term.name_type,subject_name-3:subject_name_term.authority,subject_name-3:subject_name_term.uri,subject_name-4:subject_name_term.value,subject_name-4:subject_name_term.name_type,subject_name-4:subject_name_term.authority,subject_name-4:subject_name_term.uri,subject_name-5:subject_name_term.value,subject_name-5:subject_name_term.name_type,subject_name-5:subject_name_term.authority,subject_name-5:subject_name_term.uri,subject_name-6:subject_name_term.value,subject_name-6:subject_name_term.name_type,subject_name-6:subject_name_term.authority,subject_name-6:subject_name_term.uri,subject_title-1:subject_title_term.value,subject_title-1:subject_title_term.authority,subject_title-1:subject_title_term.uri,publisher-1:publisher_value,note-3:note_value,note-3:note_type,note-2:note_value,note-2:note_type,relatedItem_Project,project URL,note-4:note_value,note-4:note_type,note-5:note_value,note-5:note_type
,item,,,diaghilev_cfa,,,,Engraved Bronze Plate for the Illustration of the Polyphemus Episode in James Joyce's Ulysses,,,objects,,,,,,,,,1935,,,1935,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,,,eng,New York (N.Y.),,,,,,,,,,"Matisse, Henri, 1869-1954",,,,,,,,,,,,,,,,,,,,,English,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,New York Limited Edition Club,,,,,Sergei Diaghilev and Beyond: Les Ballets Russes,http://www.columbia.edu/cgi-bin/cul/resolve?clio10379406,,,still image,original_format
,asset,,diaghilev_cfa,diaghilev_cfa_000,omeka_1786,https://exhibitions.cul.columbia.edu/exhibits/show/diaghilev/case2/souvenirs,,Engraved Bronze Plate for the Illustration of the Polyphemus Episode in James Joyce's Ulysses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,original filename: ballet_russe_02-12-01.jpg,filename,,,,,,
,item,,,diaghilev_cfm,,,,Costume drawing by Mikhail Larionov sent to Simon Lissim,,,prints,,,drawings,,,manuscripts,,,1922-10-17,,,"October 17, 1922",reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,,,eng,,,,,,,,Simon Lissim Papers,,Bakhmeteff Archive of Russian and East European History and Culture,"Larionov, Mikhail Fedorovich, 1881-1964",,,,,,,"Lissim, Simon, 1900-1981",,,,,,,,,,,,,,Russian,,,,,,"Print of a drawing by Mikhail Larionov of man in costume, sent to Simon Lissim. Writing in Russian at bottom of print gives date, message to Lissim.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sergei Diaghilev and Beyond: Les Ballets Russes,http://www.columbia.edu/cgi-bin/cul/resolve?clio10379406,"Gift of Simon Lissim, 1981 and Dorothea Waples Lissim, 1982",ownership,still image,original_format
,asset,,diaghilev_cfm,diaghilev_cfm_000,omeka_1850,https://exhibitions.cul.columbia.edu/exhibits/show/diaghilev/case7/beyond,,Costume drawing by Mikhail Larionov sent to Simon Lissim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,original filename: ballet_russe_07-08-01.jpg,filename,,,,,,
,asset,,diaghilev_acc,diaghilev_acc_002,omeka_1764,https://exhibitions.cul.columbia.edu/exhibits/show/diaghilev/case1/contracts,,Unnumbered page 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,original filename: ballet_russe_01-08-02.jpg,filename,,,,,,
,item,,,diaghilev_cka,,,,Mir Iskusstva: numbers 8-9,World of Art: Numbers 8-9,translated,periodicals,,,,,,,,,1901,,,1901,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,,,eng,,,,,,,,,,,"Diaghilev, Serge, 1872-1929",,,,,,,,,,,,,,,,,,,,,Russian,,,,,,Periodical edited by Serge Diaghilev et al.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sergei Diaghilev and Beyond: Les Ballets Russes,http://www.columbia.edu/cgi-bin/cul/resolve?clio10379406,,,still image,original_format
,asset,,diaghilev_cka,diaghilev_cka_001,omeka_1757,https://exhibitions.cul.columbia.edu/exhibits/show/diaghilev/case1/miriskusstva,,Front cover,World of Art: Numbers 8-9,translated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,original filename: ballet_russe_01-03-01.jpg,filename,,,,,,
,item,,,diaghilev_cqg,,,,"Théâtre National de l'Opéra 1919 - 1920 Saison des Ballets Russes, Serge de Diaghilew, Carte d'Entrée for M. le Prince Schervachidze",,,printed ephemera,,,,,,,,,1919,1922,,between 1919 and 1922,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,,,eng,Paris (France),,,,,,,,,,Opéra de Paris,,,,,,,,,,,,,,,,,,,,,French,,,,,,"Ballet Russes, carte d'entree or entrance card belonging to Prince ""Schervachidze"" (Shervashidze)",Ballets russes,,,,"Shervashidze, Aleksandr, 1867-1968",,,,,,,,,,,,,,,,,,,,,,,,,,,,Sergei Diaghilev and Beyond: Les Ballets Russes,http://www.columbia.edu/cgi-bin/cul/resolve?clio10379406,,,still image,original_format
,asset,,diaghilev_cqg,diaghilev_cqg_000,omeka_1846,https://exhibitions.cul.columbia.edu/exhibits/show/diaghilev/case7/beyond,,"Théâtre National de l'Opéra 1919 - 1920 Saison des Ballets Russes, Serge de Diaghilew, Carte d'Entrée for M. le Prince Schervachidze",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,original filename: ballet_russe_07-04-01.jpg,filename,,,,,,
,item,,,diaghilev_qmu,,,,"""Reglamentʺ",,,manuscripts,,,,,,,,,1909,1929,inferred,between 1909 and 1929,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,,,eng,Saint Petersburg (Russia),,,,Date inferred from existence dates of Ballets russes de Sergei Diaghilev,,,,,,"Diaghilev, Serge, 1872-1929",,,,,,,,,,,,,,,,,,,,,Russian,,,,,,Typed Agreement with the Russian Ballet Dancers.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sergei Diaghilev and Beyond: Les Ballets Russes,http://www.columbia.edu/cgi-bin/cul/resolve?clio10379406,,,still image,original_format
,asset,,diaghilev_qmu,diaghilev_qmu_005,omeka_1769,https://exhibitions.cul.columbia.edu/exhibits/show/diaghilev/case1/contracts,,Unnumbered page 5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,original filename: ballet_russe_01-09-05.jpg,filename,,,,,,
,item,,,diaghilev_ebj,,,,Anna Pavlova portrait,,,photographs,,,,,,,,,1896,1921,inferred,Between 1896 and 1921,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,,,eng,New York (N.Y.),,,,Date inferred from Anna Pavlova's life dates.,,,,,,"Mishkin, Herman",,,,,,,,,,,,,,,,,,,,,English,,,,,,,"Pavlova, Anna, 1881-1931",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sergei Diaghilev and Beyond: Les Ballets Russes,http://www.columbia.edu/cgi-bin/cul/resolve?clio10379406,,,still image,original_format
,asset,,diaghilev_ebj,diaghilev_ebj_000,omeka_1812,https://exhibitions.cul.columbia.edu/exhibits/show/diaghilev/case4/costume,,Anna Pavlova portrait,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,original filename: ballet_russe_04-12-01.jpg,filename,,,,,,
,item,,,diaghilev_efz,,,,Ballet Russe de Monte Carlo,,,printed ephemera,,,,,,,,,1939,1940,,between 1939 and 1940,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,,,eng,Paris (France),,,,,,,,,,"Matisse, Henri, 1869-1954",,,,,,,,,,,,,,,,,,,,,French,,,,,,Ballets Russes de Monte Carlo Souvenir Program,Ballets russes de Monte Carlo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sergei Diaghilev and Beyond: Les Ballets Russes,http://www.columbia.edu/cgi-bin/cul/resolve?clio10379406,,,still image,original_format
,asset,,diaghilev_efz,diaghilev_efz_001,omeka_1785,https://exhibitions.cul.columbia.edu/exhibits/show/diaghilev/case2/souvenirs,,Front cover,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,original filename: ballet_russe_02-11-01.jpg,filename,,,,,,
,item,,,diaghilev_ere,,,,Unknown Scrapbook,,,scrapbooks,,,,,,,,,1955,,,1955,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,,,eng,,,,,,,,,,,"Dobuzhinskiĭ, Mstislav Valerianovich, 1875-1957",,,,,,,,,,,,,,,,,,,,,English,,,,,,"Page 7 of ""catalogue"" that is page 20 in an unknown scrapbook",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sergei Diaghilev and Beyond: Les Ballets Russes,http://www.columbia.edu/cgi-bin/cul/resolve?clio10379406,,,still image,original_format
,asset,,diaghilev_ere,diaghilev_ere_020,omeka_1794,https://exhibitions.cul.columbia.edu/exhibits/show/diaghilev/case3/lettersprints,,Page 20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,original filename: ballet_russe_03-08-01.jpg,filename,,,,,,
,asset,,diaghilev_qmu,diaghilev_qmu_004,omeka_1768,https://exhibitions.cul.columbia.edu/exhibits/show/diaghilev/case1/contracts,,Unnumbered page 4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,original filename: ballet_russe_01-09-04.jpg,filename,,,,,,
,item,,,diaghilev_esx,,,,Serge De Diaghileff's Ballet Russe: Mme. L. Lopokowa,,,photographs,,,,,,,,,1916,,inferred,1916,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,,,eng,New York (N.Y.),,,,,,,,,,"Strelecki, Jean de, count",,,,,,,,,,,,,,,,,,,,,French,,,,,,J. de Strelecki's photograph of L. Lopokowa and another dancer in costume and dance poses.,"Lopokova, Lydia, 1892-1981",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sergei Diaghilev and Beyond: Les Ballets Russes,http://www.columbia.edu/cgi-bin/cul/resolve?clio10379406,,,still image,original_format
,asset,,diaghilev_esx,diaghilev_esx_000,omeka_1822,https://exhibitions.cul.columbia.edu/exhibits/show/diaghilev/case5/strelecki,,Serge De Diaghileff's Ballet Russe: Mme. L. Lopokowa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,original filename: ballet_russe_05-04-01.jpg,filename,,,,,,
,item,,,diaghilev_euz,,,,Ballets Russes de Monte-Carlo: Event Seating Price List,,,printed ephemera,,,,,,,,,1926,,,1926,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,,,eng,Paris (France),,,,,,,,,,"Théâtre de la gaîté (Paris, France)",,,,,,,,,,,,,,,,,,,,,French,,,,,,,Ballets russes de Monte Carlo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sergei Diaghilev and Beyond: Les Ballets Russes,http://www.columbia.edu/cgi-bin/cul/resolve?clio10379406,,,still image,original_format
,asset,,diaghilev_euz,diaghilev_euz_000,omeka_1848,https://exhibitions.cul.columbia.edu/exhibits/show/diaghilev/case7/beyond,,Ballets Russes de Monte-Carlo: Event Seating Price List,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,original filename: ballet_russe_07-06-01.jpg,filename,,,,,,
,item,,,diaghilev_evx,,,,Dvadt︠s︡atai︠a︡ godovshchina smerti S.P. Di︠a︡gileva,Twentieth anniversary of Sergei Diaghilev's death,translated,periodicals,,,,,,,,,1949-04-19,,,"April 19, 1949",reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,,,eng,Russia,,,,,,,,,,"Adamovich, Georgiĭ",,,,,,,,,,,,,,,,,,,,,Russian,,,,,,,"Diaghilev, Serge, 1872-1929",,,,,,,,,,,,,,,,,,,,,,,,,,,,Russkie Novosti: No. 220,original,,,Sergei Diaghilev and Beyond: Les Ballets Russes,http://www.columbia.edu/cgi-bin/cul/resolve?clio10379406,,,still image,original_format
,asset,,diaghilev_evx,diaghilev_evx_004,omeka_1858,https://exhibitions.cul.columbia.edu/exhibits/show/diaghilev/case7/beyond,,Page 4,Twentieth anniversary of Sergei Diaghilev's death,translated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,original filename: ballet_russe_08-07-01.jpg,filename,,,,,,
,item,,,diaghilev_gku,,,,Dutch National Ballet and Rudolf Nureyev Program,,,printed ephemera,,,photographs,,,manuscripts,,,1978,,,1978,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,,,eng,,,,,,,,,,,Nationale Ballet (Netherlands),,,,,,,"Nureyev, Rudolf, 1938-1993",,,,,,,,,,,,,,English,,,,,,"This page of the program includes photograph of Rudolf Nureyev dancing, with his autograph on the image.","Nureyev, Rudolf, 1938-1993",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sergei Diaghilev and Beyond: Les Ballets Russes,http://www.columbia.edu/cgi-bin/cul/resolve?clio10379406,,,still image,original_format
,asset,,diaghilev_gku,diaghilev_gku_099,omeka_1839,https://exhibitions.cul.columbia.edu/exhibits/show/diaghilev/case6/nureyev,,Unnumbered page,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,original filename: ballet_russe_06-03-01.jpg,filename,,,,,,
,item,,,diaghilev_hek,,,,Ballets Russes Programme Officiel,,,printed ephemera,,,,,,,,,1914-05,1914-06,,Mai-Juin 1914,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,,,eng,Paris (France),,,,,,,,,,"Hugo, Valentine, 1887-1968",,,,,,,Comœdia illustré,,,,,,,,,,,,,,French,,,,,,"Program for the 9th season of the Ballets Russes. Michel Fokine, choreographic director, and Vera Fokina, lead in Schéhérazade. Costumes by Leon Bakst. Watercolor on cover by Valentine Gross (Hugo). Program edited by the Comœdia illustré.",Ballets russes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sergei Diaghilev and Beyond: Les Ballets Russes,http://www.columbia.edu/cgi-bin/cul/resolve?clio10379406,,,still image,original_format
,asset,,diaghilev_hek,diaghilev_hek_001,omeka_1782,https://exhibitions.cul.columbia.edu/exhibits/show/diaghilev/case2/intro,https://exhibitions.cul.columbia.edu/exhibits/show/diaghilev/case2/souvenirs,Front cover,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,original filename: ballet_russe_02-08-01.jpg,filename,,,,,,
,item,,,diaghilev_hge,,,,Kiss to the Earth,,,drawings,,,,,,,,,1909,,inferred,1909,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,,,eng,,,,,,,pencil on paper,,,,"Roerich, Nicholas, 1874-1947",,,,,,,,,,,,,,,,,,,,,English,,,,,,Composition sketch for Igor Stravinskii's ballet La Sacred du Printemps.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sergei Diaghilev and Beyond: Les Ballets Russes,http://www.columbia.edu/cgi-bin/cul/resolve?clio10379406,,,still image,original_format
,asset,,diaghilev_hge,diaghilev_hge_000,omeka_1778,https://exhibitions.cul.columbia.edu/exhibits/show/diaghilev/case2/stravinskii,,Kiss to the Earth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,original filename: ballet_russe_02-04-01.jpg,filename,,,,,,
,item,,,diaghilev_hja,,,,Poisson d'Or,,,music,,,,,,,,,1914,,,1914,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,,,eng,,,,,,,,,,,"Goncharova, Natalii︠a︡ Sergeevna, 1881-1962",,,,,,,"Berners, Gerald Hugh Tyrwhitt-Wilson, Baron, 1883-1950",,,,,,,,,,,,,,French,,,,,,This image is from a Poisson d'Or souvenir music score. The musical composition is by Lord Berners (Gerald Hugh Tyrwhitt-Wilson); the cover artwork for the score is by N. Goncharowa.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sergei Diaghilev and Beyond: Les Ballets Russes,http://www.columbia.edu/cgi-bin/cul/resolve?clio10379406,,,still image,original_format
,asset,,diaghilev_hja,diaghilev_hja_001,omeka_1781,https://exhibitions.cul.columbia.edu/exhibits/show/diaghilev/case2/souvenirs,,Front cover,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,original filename: ballet_russe_02-07-01.jpg,filename,,,,,,
,item,,,diaghilev_hol,,,,Tamara Karsavina's List of Telephone Contacts,,,manuscripts,,,,,,,,,1900,1978,inferred,between 1900 and 1978,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,,,eng,London (England),,,,Date inferred from creator's life dates.,,,,,,"Karsavina, Tamara",,,,,,,,,,,,,,,,,,,,,English,,,,,,Telephone numbers in Tamara Karsavina's telephone book,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sergei Diaghilev and Beyond: Les Ballets Russes,http://www.columbia.edu/cgi-bin/cul/resolve?clio10379406,,,still image,original_format
,asset,,diaghilev_hol,diaghilev_hol_000,omeka_1821,https://exhibitions.cul.columbia.edu/exhibits/show/diaghilev/case5/karsavina,,Tamara Karsavina's List of Telephone Contacts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,original filename: ballet_russe_05-03-01.jpg,filename,,,,,,
,item,,,diaghilev_hsg,,,,Ballets Russes de Serge de Diaghilev Programme,,,printed ephemera,,,,,,,,,1921-05,,,Mai 1921,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,,,eng,Paris (France),,,,,,,,,,"Picasso, Pablo, 1881-1973",,,,,,,"Théâtre de la gaîté (Paris, France)",,,,,,,"Brunoff, Maurice de",,,,,,,French,,,,,,Souvenir program. Front cover has artwork by Pablo Picasso. The program was edited by M. De Brunoff.,Ballets russes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sergei Diaghilev and Beyond: Les Ballets Russes,http://www.columbia.edu/cgi-bin/cul/resolve?clio10379406,,,still image,original_format
,asset,,diaghilev_hsg,diaghilev_hsg_001,omeka_1783,https://exhibitions.cul.columbia.edu/exhibits/show/diaghilev/case2/souvenirs,,Front cover,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,original filename: ballet_russe_02-09-01.jpg,filename,,,,,,
,item,,,diaghilev_hvf,,,,Anna Pavlova and Mikhail Mordkin in Costume and Dance Poses,,,photographs,,,,,,,,,1896,1921,inferred,between 1896 and 1921,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,,,eng,,,,,Date inferred from Anna Pavlova's life dates.,,,,,,,,,,,,,,,,,,,,,,,,,,,English,,,,,,,"Pavlova, Anna, 1881-1931",,,,"Mordkin, Mikhail, 1881-1944",,,,,,,,,,,,,,,,,,,,,,,,,,,,Sergei Diaghilev and Beyond: Les Ballets Russes,http://www.columbia.edu/cgi-bin/cul/resolve?clio10379406,,,still image,original_format
,asset,,diaghilev_hvf,diaghilev_hvf_000,omeka_1818,https://exhibitions.cul.columbia.edu/exhibits/show/diaghilev/case4/costume,,Anna Pavlova and Mikhail Mordkin in Costume and Dance Poses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,original filename: ballet_russe_04-18-01.jpg,filename,,,,,,
,item,,,diaghilev_ieq,,,,"Ballets Russes de Serge de Diaghilew XIXe Saison Carte de Circulation, délivrée à M. Prince Schervachidze",,,printed ephemera,,,,,,,,,1926-05,1926-06,,May and June of 1926,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,,,eng,Paris (France),,,,,,,,,,"Shervashidze, Aleksandr, 1867-1968",,,,,,,"Théâtre Sarah Bernhardt (Paris, France)",,,,,,,,,,,,,,French,,,,,,"Invitation, Ballets Russes de Monte Carlo.",Ballets russes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sergei Diaghilev and Beyond: Les Ballets Russes,http://www.columbia.edu/cgi-bin/cul/resolve?clio10379406,,,still image,original_format
,asset,,diaghilev_ieq,diaghilev_ieq_000,omeka_1849,https://exhibitions.cul.columbia.edu/exhibits/show/diaghilev/case7/beyond,,"Ballets Russes de Serge de Diaghilew XIXe Saison Carte de Circulation, délivrée à M. Prince Schervachidze",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,original filename: ballet_russe_07-07-01.jpg,filename,,,,,,
,item,,,diaghilev_jxs,,,,Holograph letter from Tamara Karsavina to Robert Brussel,,,correspondence,,,,,,,,,1900,1978,inferred,between 1900 and 1978,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,,,eng,Paris (France),,,,Date inferred from writer's life dates.,,,,,,"Karsavina, Tamara",,,,,,,"Brussel, Robert",,,,,,,,,,,,,,French,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sergei Diaghilev and Beyond: Les Ballets Russes,http://www.columbia.edu/cgi-bin/cul/resolve?clio10379406,,,still image,original_format
,asset,,diaghilev_jxs,diaghilev_jxs_002,omeka_1825,https://exhibitions.cul.columbia.edu/exhibits/show/diaghilev/case5/karsavina,,Page 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,original filename: ballet_russe_05-06-02.jpg,filename,,,,,,
,item,,,diaghilev_ily,,,,"Réception que Donneront Les Archives Internationales de la Danse (A.I.D.) en l'Honneur de l'Éminent Créateur de la Chorégraphie Moderne, M. Michel Fokine: Invitation",,,printed ephemera,,,,,,,,,1933-12-21,,,Jeudi 21 Décembre 1933,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,,,eng,"16e Arrondissement (Paris, France)",,,,,,,,,,Archives internationales de la danse,,,,,,,,,,,,,,,,,,,,,French,,,,,,Invitation to a reception,"Fokine, Michel, 1880-1942",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sergei Diaghilev and Beyond: Les Ballets Russes,http://www.columbia.edu/cgi-bin/cul/resolve?clio10379406,,,still image,original_format
,asset,,diaghilev_ily,diaghilev_ily_000,omeka_1827,https://exhibitions.cul.columbia.edu/exhibits/show/diaghilev/case5/fokine,,"Réception que Donneront Les Archives Internationales de la Danse (A.I.D.) en l'Honneur de l'Éminent Créateur de la Chorégraphie Moderne, M. Michel Fokine: Invitation",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,original filename: ballet_russe_05-09-01.jpg,filename,,,,,,
,item,,,diaghilev_imm,,,,Preliminary sketch for set of La Muette de Portici,,,paintings,,,,,,,,,1915,,,1915,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,,,eng,,,,,,,,,,,"Urban, Josef, 1872-1933",,,,,,,,,,,,,,,,,,,,,English,,,,,,watercolor.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sergei Diaghilev and Beyond: Les Ballets Russes,http://www.columbia.edu/cgi-bin/cul/resolve?clio10379406,,,still image,original_format
,asset,,diaghilev_imm,diaghilev_imm_000,omeka_1853,https://exhibitions.cul.columbia.edu/exhibits/show/diaghilev/case7/urban,,Preliminary sketch for set of La Muette de Portici,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,original filename: ballet_russe_08-02-01.jpg,filename,,,,,,
