_digital_object_type.string_key,_parent_digital_objects-1.identifier,_project.string_key,collection-1:collection_term.value,collection-1:collection_term.uri,omeka_identifier-1:omeka_identifier_value,clio_identifier-1:clio_identifier_value,name-1:name_term.value,name-1:name_term.name_type,name-1:name_role-1:name_role_term.authority,name-1:name_role-1:name_role_term.uri,name-1:name_role-1:name_role_term.value,name-1:name_term.authority,name-1:name_term.uri,name-2:name_term.value,name-2:name_term.name_type,name-2:name_role-1:name_role_term.authority,name-2:name_role-1:name_role_term.uri,name-2:name_role-1:name_role_term.value,name-2:name_term.authority,name-2:name_term.uri,name-3:name_term.value,name-3:name_term.name_type,name-3:name_role-1:name_role_term.authority,name-3:name_role-1:name_role_term.uri,name-3:name_role-1:name_role_term.value,name-3:name_term.authority,name-3:name_term.uri,name-4:name_term.value,name-4:name_term.name_type,name-4:name_role-1:name_role_term.authority,name-4:name_role-1:name_role_term.uri,name-4:name_role-1:name_role_term.value,name-4:name_term.authority,name-4:name_term.uri,name-5:name_term.value,name-5:name_term.name_type,name-5:name_role-1:name_role_term.authority,name-5:name_role-1:name_role_term.uri,name-5:name_role-1:name_role_term.value,name-5:name_term.authority,name-5:name_term.uri,name-6:name_term.value,name-6:name_term.name_type,name-6:name_role-1:name_role_term.authority,name-6:name_role-1:name_role_term.uri,name-6:name_role-1:name_role_term.value,name-6:name_term.authority,name-6:name_term.uri,name-7:name_term.value,name-7:name_term.name_type,name-7:name_role-1:name_role_term.authority,name-7:name_role-1:name_role_term.uri,name-7:name_role-1:name_role_term.value,name-7:name_term.authority,name-7:name_term.uri,name-8:name_term.value,name-8:name_term.name_type,name-8:name_role-1:name_role_term.authority,name-8:name_role-1:name_role_term.uri,name-8:name_role-1:name_role_term.value,name-8:name_term.authority,name-8:name_term.uri,name-9:name_term.value,name-9:name_term.name_type,name-9:name_role-1:name_role_term.authority,name-9:name_role-1:name_role_term.uri,name-9:name_role-1:name_role_term.value,name-9:name_term.authority,name-9:name_term.uri,date_created-1:date_created_start_value,date_created-1:date_created_end_value,date_created-1:date_created_type,date_created_textual-1:date_created_textual_value,abstract-1:abstract_value,location-1:location_term.value,location-1:location_term.authority,location-1:location_term.uri,location-1:location_term.code,location-1:location_shelf_location-1:location_shelf_location_free_text,object_in_context_url-1:object_in_context_url_value,note-2:note_value,note-2:note_type,digital_origin-1:digital_origin_value,language-1:language_term.authority,language-1:language_term.uri,language-1:language_term.value,language-2:language_term.authority,language-2:language_term.uri,language-2:language_term.value,language_of_cataloging-1:language_of_cataloging_term.value,language_of_cataloging-1:language_of_cataloging_term.authority,language_of_cataloging-1:language_of_cataloging_term.uri,form-1:form_term.value,form-1:form_term.authority,form-1:form_term.uri,form-2:form_term.value,form-2:form_term.authority,form-2:form_term.uri,type_of_resource-1:type_of_resource_value,type_of_resource-2:type_of_resource_value,genre-1:genre_term.value,genre-1:genre_term.authority,genre-1:genre_term.uri,Column12,Column13,place_of_origin-1:place_of_origin_value,Column14,publisher-1:publisher_value,subject_topic-1:subject_topic_term.value,subject_topic-1:subject_topic_term.authority,subject_topic-1:subject_topic_term.uri,subject_topic-2:subject_topic_term.value,subject_topic-2:subject_topic_term.authority,subject_topic-2:subject_topic_term.uri,subject_name-1:subject_name_term.value,subject_name-1:subject_name_term.name_type,subject_name-1:subject_name_term.authority,subject_name-1:subject_name_term.uri,title-1:title_non_sort_portion,title-1:title_sort_portion,_identifiers-1
asset,politicalecologies_lgc,political_ecologies,,,omeka_4738,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"A depiction of ""an instrument which will shew at any houre of the night, how much the Loadstar is either above or beneath the Pole."" This illustration is particularly interesting because a former owner made the instrument by stitching a paper disc and a paper needle to the page.",,,,,,https://exhibitions.cul.columbia.edu/exhibits/show/political_ecologies/navigation/blundeville,original filename: politic_eco_110027005,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Page 720, illustration from 'The Art of Navigation', entitled, 'The Shape or Figure of the Rectifier of the North Starre'",politicalecologies_lgc_720
asset,politicalecologies_pso,political_ecologies,,,omeka_4773,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A catalogue of the highway distances between cities in England.,,,,,,https://exhibitions.cul.columbia.edu/exhibits/show/political_ecologies/astrology,original filename: politic_eco_110027040,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,"Discription of the High-ways in England and Wales; Page spread, folios C3-C4",politicalecologies_pso_008
asset,politicalecologies_lgc,political_ecologies,,,omeka_4739,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"An illustration of a mariner's quadrant, a device used to determine one's latitude at sea",,,,,,https://exhibitions.cul.columbia.edu/exhibits/show/political_ecologies/navigation/blundeville,original filename: politic_eco_110027006,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unnumbered illustration,politicalecologies_lgc_005
asset,politicalecologies_brs,political_ecologies,,,omeka_4736,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,An illustration of a mine ventilation system. The vane (H) orients the wooden vessel (A) so that the vent (C) faces the wind. The wind forces fresh air through a pipe (D) and into the mine. ,,,,,,https://exhibitions.cul.columbia.edu/exhibits/show/political_ecologies/mining,original filename: politic_eco_110027003,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unnumbered illustration,politicalecologies_brs_002
item,,political_ecologies,David Eugene Smith Library,http://id.library.columbia.edu/term/e0fe36db-694e-40ac-9e24-554f5cb35ed0,,1664539,"Kepler, Johannes, 1571-1630",personal,marcrelator,http://id.loc.gov/vocabulary/relators/aut,Author,naf,http://id.loc.gov/authorities/names/n50044770,"Tambach, Gottfried, active 1607-1632",personal,marcrelator,http://id.loc.gov/vocabulary/relators/prt,Printer,naf,http://id.loc.gov/authorities/names/no2006034705,"Kempfer, Erasmus",personal,marcrelator,http://id.loc.gov/vocabulary/relators/prt,Printer,naf,http://id.loc.gov/authorities/names/nr2006008790,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1621,,,1621,,"Rare Book and Manuscript Library, Columbia University",marcorg,http://id.loc.gov/authorities/names/n78009986,NNC-RB,SMITH 520 1621 K14 ,,,,reformatted digital,iso639-2,http://id.loc.gov/vocabulary/iso639-2/lat,Latin,,,,English,iso639-2,http://id.loc.gov/vocabulary/iso639-2/eng,books,aat,http://vocab.getty.edu/aat/300028051,illustrations,gmgpc,http://id.loc.gov/vocabulary/graphicMaterials/tgm005314,text,still image,,,,"Political Ecologies in the Renaissance
",http://www.columbia.edu/cgi-bin/cul/resolve?clio8626724,Frankfurt am Main (Germany),http://id.loc.gov/authorities/names/n79149017,Godfrey Tampach and Erasmus Kempfer,Astronomy,fast,http://id.worldcat.org/fast/819673,Kepler's laws,fast,http://id.worldcat.org/fast/986848,"Copernicus, Nicolaus, 1473-1543",personal,naf,http://id.loc.gov/authorities/names/n79039943,,Mysterium Cosmographicum,politicalecologies_mfz
asset,politicalecologies_mfz,political_ecologies,,,omeka_4759,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Illustration of nested regular solids, depicting Kepler's model of the solar system. Saturn's orbit circumscribes the cube, Jupiter's orbit the tetrahedron, Mars' orbit the dodecahedron, Earth's orbit the icosahedron, and Venus' orbit the octahedron. Mercury's orbit is nested inside the octahedron. ",,,,,,https://exhibitions.cul.columbia.edu/exhibits/show/political_ecologies/astronomy,original filename: politic_eco_110027026,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Unnumbered illustration, 'Tabula Morbium Planetarum'",politicalecologies_mfz_001
asset,politicalecologies_mlx,political_ecologies,,,omeka_4751,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"A table illustrating the influence of the planets and the zodiac on maladies in specific parts of the body. The signs of the planets are listed in the first row, and the signs of the zodiac run down the first column. ",,,,,,https://exhibitions.cul.columbia.edu/exhibits/show/political_ecologies/astrology,original filename: politic_eco_110027018,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Unnumbered leaf, verso",politicalecologies_mlx_002
item,,political_ecologies,David Eugene Smith Library,http://id.library.columbia.edu/term/e0fe36db-694e-40ac-9e24-554f5cb35ed0,,6182137,"Sturmy, Samuel, 1633-1669",personal,marcrelator,http://id.loc.gov/vocabulary/relators/aut,Author,naf,http://id.loc.gov/authorities/names/n84804193,"Staynred, Philip, active 1635-1648",personal,marcrelator,http://id.loc.gov/vocabulary/relators/ctb,Contributor,naf,http://id.loc.gov/authorities/names/nr00028687,"Godbid, Anne",personal,marcrelator,http://id.loc.gov/vocabulary/relators/prt,Printer,naf,http://id.loc.gov/authorities/names/nr97014973,"Fisher, William, active 1657-1690",personal,marcrelator,http://id.loc.gov/vocabulary/relators/pbl,Publisher,naf,http://id.loc.gov/authorities/names/no2011149424,"Thomas, Edward, active 1657-1687",personal,marcrelator,http://id.loc.gov/vocabulary/relators/pbl,Publisher,naf,http://id.loc.gov/authorities/names/nr94039430,"Boulter, Robert, active 1666-1683",personal,marcrelator,http://id.loc.gov/vocabulary/relators/pbl,Publisher,naf,http://id.loc.gov/authorities/names/nr94031972,"Passinger, Thomas, -1688",personal,marcrelator,http://id.loc.gov/vocabulary/relators/pbl,Publisher,naf,http://id.loc.gov/authorities/names/no96047434,"Smith, Ralph, active 1642-1684",personal,marcrelator,http://id.loc.gov/vocabulary/relators/pbl,Publisher,naf,http://id.loc.gov/authorities/names/nr94035443,"Northcott, Richard, active 1677-1691",personal,marcrelator,http://id.loc.gov/vocabulary/relators/pbl,Publisher,naf,http://id.loc.gov/authorities/names/nr95001856,1679,,,1679,Contains Philip Staynred's 'A Compendium of Fortification.',"Rare Book and Manuscript Library, Columbia University",marcorg,http://id.loc.gov/authorities/names/n78009986,NNC-RB,SMITH 500 1679 St97 ,,,,reformatted digital,iso639-2,http://id.loc.gov/vocabulary/iso639-2/eng,English,,,,English,iso639-2,http://id.loc.gov/vocabulary/iso639-2/eng,books,aat,http://vocab.getty.edu/aat/300028051,illustrations,gmgpc,http://id.loc.gov/vocabulary/graphicMaterials/tgm005314,text,still image,Handbooks and manuals,fast,http://id.worldcat.org/fast/1423877,"Political Ecologies in the Renaissance
",http://www.columbia.edu/cgi-bin/cul/resolve?clio8626724,London (England),http://id.loc.gov/authorities/names/n79005665,"Anne Godbid for William Fisher, Edward Thomas, Robert Boulter, Thomas Passinger, Ralph Smith, and Richard Northcot. ",Navigation,fast,http://id.worldcat.org/fast/1035085,Astronomy,fast,http://id.worldcat.org/fast/819673,,,,,The,Mariners Magazine,politicalecologies_mxh
asset,politicalecologies_mxh,political_ecologies,,,omeka_4779,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A mathematical ruler. The ruler is inserted at the beginning of the first book. ,,,,,,https://exhibitions.cul.columbia.edu/exhibits/show/political_ecologies/navigation/sturmy,original filename: politic_eco_110027046,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Illustration entitled, 'The Scale of Scales'",politicalecologies_mxh_002
asset,politicalecologies_lgc,political_ecologies,,,omeka_4740,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,An advertisement for Robert Hartwell's teaching services.,,,,,,https://exhibitions.cul.columbia.edu/exhibits/show/political_ecologies/navigation/blundeville,original filename: politic_eco_110027007,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"First page of treatise entitled, 'Arts and Sciences Mathematicall'",politicalecologies_lgc_004
asset,politicalecologies_pso,political_ecologies,,,omeka_4770,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"An opening of A Prognostication for euer. The page on the left provides a rule  for determining the beginning and endings of the Hilary, Easter, Trinity, and Michaelmas terms. The page on the right provides a table for determining ""how long the Moon shineth, and when she riseth and setteth.""",,,,,,https://exhibitions.cul.columbia.edu/exhibits/show/political_ecologies/astrology,original filename: politic_eco_110027037,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Page spread, folios B3-B4",politicalecologies_pso_004
item,,political_ecologies,,,,489619,"Cataneo, Girolamo",personal,marcrelator,http://id.loc.gov/vocabulary/relators/aut,Author,naf,http://id.loc.gov/authorities/names/nr92010869,"Bozolla, Giovanni Battista, active 1558-1566",personal,marcrelator,http://id.loc.gov/vocabulary/relators/prt,Printer,naf,http://id.loc.gov/authorities/names/nr96010540,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1564,,,1564,,"Avery Architectural and Fine Arts Library, Columbia University",marcorg,http://id.loc.gov/authorities/names/n80087582,NNC-A,AA490 C28 S,,,,reformatted digital,iso639-2,http://id.loc.gov/vocabulary/iso639-2/ita,Italian,,,,English,iso639-2,http://id.loc.gov/vocabulary/iso639-2/eng,books,aat,http://vocab.getty.edu/aat/300028051,illustrations,gmgpc,http://id.loc.gov/vocabulary/graphicMaterials/tgm005314,text,still image,Handbooks and manuals,fast,http://id.worldcat.org/fast/1423877,"Political Ecologies in the Renaissance
",http://www.columbia.edu/cgi-bin/cul/resolve?clio8626724,Brescia (Italy),http://id.loc.gov/authorities/names/n79039793,Gio: Battista Bozola,Military art and science,fast,http://id.worldcat.org/fast/1020874,Fortification,fast,http://id.worldcat.org/fast/933024,,,,,,"Opera Nuova di Fortificare, Offendere, et Diffendere",politicalecologies_oha
asset,politicalecologies_oha,political_ecologies,,,omeka_4745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,An illustration of a fortification and soldiers.,,,,,,https://exhibitions.cul.columbia.edu/exhibits/show/political_ecologies/military_science,original filename: politic_eco_110027012,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pages 53-54,politicalecologies_oha_053
asset,politicalecologies_igh,political_ecologies,,,omeka_4753,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cherubim experimenting with magnetic globes. ,,,,,,https://exhibitions.cul.columbia.edu/exhibits/show/political_ecologies/magnetism,original filename: politic_eco_110027020,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Illustration 126,politicalecologies_igh_126
asset,politicalecologies_igh,political_ecologies,,,omeka_4755,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"The cherubim in the top illustration experiment with magnets and metal objects, such as keys and rings. The cherubim in the bottom illustration experiment with magnets and knives. The two angels in the middle magnetize the knives they are holding, while the two angels on the outside use magnetized knives to attract nails. ",,,,,,https://exhibitions.cul.columbia.edu/exhibits/show/political_ecologies/magnetism,original filename: politic_eco_110027022,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Illustration 137,politicalecologies_igh_137
item,,political_ecologies,David Eugene Smith Library,http://id.library.columbia.edu/term/e0fe36db-694e-40ac-9e24-554f5cb35ed0,,6196573,Erra Pater,personal,marcrelator,http://id.loc.gov/vocabulary/relators/aut,Author,naf,http://id.loc.gov/authorities/names/n85028263,"Bassett, Thomas (Bookseller)",personal,marcrelator,http://id.loc.gov/vocabulary/relators/prt,Printer,naf,http://id.loc.gov/authorities/names/n50018428,"Chiswell, Richard",personal,marcrelator,http://id.loc.gov/vocabulary/relators/prt,Printer,naf,http://id.loc.gov/authorities/names/n50038175,"Walford, Benjamin, -approximately 1710",personal,marcrelator,http://id.loc.gov/vocabulary/relators/prt,Printer,naf,http://id.loc.gov/authorities/names/n85112027,"Conyers, George, -1739 or 1740",personal,marcrelator,http://id.loc.gov/vocabulary/relators/prt,Printer,naf,http://id.loc.gov/authorities/names/nr91025712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1694,,,1694,1694 edition of almanac,"Rare Book and Manuscript Library, Columbia University",marcorg,http://id.loc.gov/authorities/names/n78009986,NNC-RB,SMITH 529.5 1694 Er76 ,,,,reformatted digital,iso639-2,http://id.loc.gov/vocabulary/iso639-2/eng,English,,,,English,iso639-2,http://id.loc.gov/vocabulary/iso639-2/eng,books,aat,http://vocab.getty.edu/aat/300028051,illustrations,gmgpc,http://id.loc.gov/vocabulary/graphicMaterials/tgm005314,text,still image,Almanacs,fast,http://id.worldcat.org/fast/1423872,"Political Ecologies in the Renaissance
",http://www.columbia.edu/cgi-bin/cul/resolve?clio8626724,London (England),http://id.loc.gov/authorities/names/n79005665,"Thomas Basset, Richard Chiswel, Samuel Smith, Benjamin Walford, and George Conyers",Astrology,fast,http://id.worldcat.org/fast/819398,Weather,fast,http://id.worldcat.org/fast/1173087,,,,,A,"Prognostication for Ever, Made by Erra Pater, a Jew, born in Jewry, Doctor in Astronomy and Physick: Very Profitable to keep the Body in health. And also Ptolomeus saith the same. Together with the Fairs and High-Ways, and several new Additions",politicalecologies_pso
asset,politicalecologies_pso,political_ecologies,,,omeka_4774,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Formulae for bills and obligations.,,,,,,https://exhibitions.cul.columbia.edu/exhibits/show/political_ecologies/astrology,original filename: politic_eco_110027041,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unsigned page spread,politicalecologies_pso_007
asset,politicalecologies_pso,political_ecologies,,,omeka_4775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://exhibitions.cul.columbia.edu/exhibits/show/political_ecologies/astrology,original filename: politic_eco_110027042,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cover,politicalecologies_pso_001
asset,politicalecologies_gio,political_ecologies,,,omeka_4766,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Figure 1 in Elevation des eaux par toute sorte de machines depicts hoses used in an experiment to determine the weight of the River Seine.,,,,,,https://exhibitions.cul.columbia.edu/exhibits/show/political_ecologies/hyraulics_and_hydrostatics,original filename: politic_eco_110027033,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Illustration, Figure 1",politicalecologies_gio_003
asset,politicalecologies_brs,political_ecologies,,,omeka_4735,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A cross-sectional illustration of a mine. A turbine powers three subterranean piston pumps in succession to drain a flooded mine shaft.  ,,,,,,https://exhibitions.cul.columbia.edu/exhibits/show/political_ecologies/mining,original filename: politic_eco_110027002,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Illustration, Page 145",politicalecologies_brs_145
asset,politicalecologies_igh,political_ecologies,,,omeka_4756,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A fold-out illustration depicting astronomical instruments.,,,,,,https://exhibitions.cul.columbia.edu/exhibits/show/political_ecologies/magnetism,original filename: politic_eco_110027023,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unnumbered illustration,politicalecologies_igh_002
asset,politicalecologies_lgc,political_ecologies,,,omeka_4742,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://exhibitions.cul.columbia.edu/exhibits/show/political_ecologies/navigation/blundeville,original filename: politic_eco_110027009,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Title page,politicalecologies_lgc_001
asset,politicalecologies_pso,political_ecologies,,,omeka_4771,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"A table designed to help the reader calculate 6% interest on any sum of money from 1 shilling to 1 pound, from a day to a year.",,,,,,https://exhibitions.cul.columbia.edu/exhibits/show/political_ecologies/astrology,original filename: politic_eco_110027038,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Unknown page, detail",politicalecologies_pso_005
asset,politicalecologies_mfz,political_ecologies,,,omeka_4776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,An illustration depicting the heliocentric universe. ,,,,,,https://exhibitions.cul.columbia.edu/exhibits/show/political_ecologies/astronomy,original filename: politic_eco_110027043,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Page 112, illustration entitled, 'Narratio, Ordo Sphaerarum Mundi'",politicalecologies_mfz_112
asset,politicalecologies_mxh,political_ecologies,,,omeka_4778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A cross-section of a fort. ,,,,,,https://exhibitions.cul.columbia.edu/exhibits/show/political_ecologies/navigation/sturmy,original filename: politic_eco_110027045,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,Fortification,fast,http://id.worldcat.org/fast/933024,,,,,,,,,"Unnumbered page, detail, from Philip Staynred's 'A Compendium of Fortification.'",politicalecologies_mxh_005
asset,politicalecologies_mfz,political_ecologies,,,omeka_4758,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Kepler describes the alignment of the platonic solids in the solar system. The four illustrations depict flattened views from within the octahedron looking out. The horizontal line is the square bisecting the octahedron, and the other lines show the edges of the remaining solids. The third illustration from the top depicts an alignment in which the angles of the solids are aligned, an alignment which Kepler rejects. The fourth illustration depicts the alignment of the solids in Kepler's model.  ",,,,,,https://exhibitions.cul.columbia.edu/exhibits/show/political_ecologies/astronomy,original filename: politic_eco_110027025,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Page 38,politicalecologies_mfz_038
asset,politicalecologies_bxc,political_ecologies,,,omeka_4762,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"A cross-section of Mount Vesuvius, depicting the inside of the crater, which Kircher explored in 1638. ",,,,,,"https://exhibitions.cul.columbia.edu/exhibits/show/political_ecologies/mining/kircher
",original filename: politic_eco_110027029,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Illustration, 'Typus Montis Vesuvii'",politicalecologies_bxc_003
asset,politicalecologies_gio,political_ecologies,,,omeka_4765,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"An illustration of the human arm holding a weight. The illustration includes the arm's range of motion. Above and below the arm are two Bible verses in Hebrew, with Psalm 139:14-15 below and Job 10:2 above.",,,,,,https://exhibitions.cul.columbia.edu/exhibits/show/political_ecologies/hyraulics_and_hydrostatics,110027032.jpg,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unnumbered illustration,politicalecologies_gio_004
asset,politicalecologies_brs,political_ecologies,,,omeka_4734,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A cross-sectional illustration of a mine. Gears and drive-shafts harness horse power to operate an underground ore lift. ,,,,,,https://exhibitions.cul.columbia.edu/exhibits/show/political_ecologies/mining,original filename: politic_eco_110027001,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Illustration, Liber Sextus, Page 125",politicalecologies_brs_125
asset,politicalecologies_igh,political_ecologies,,,omeka_4757,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://exhibitions.cul.columbia.edu/exhibits/show/political_ecologies/magnetism,original filename: politic_eco_110027024,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Frontispiece,politicalecologies_igh_001
asset,politicalecologies_pso,political_ecologies,,,omeka_4772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://exhibitions.cul.columbia.edu/exhibits/show/political_ecologies/astrology,original filename: politic_eco_110027039,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,"Catalogue of the fairs in England and Wales; Unnumbered page, recto",politicalecologies_pso_006
asset,politicalecologies_mlx,political_ecologies,,,omeka_4752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A blank astrological chart. Each of the twelve triangles corresponds to one of the signs of the zodiac. ,,,,,,https://exhibitions.cul.columbia.edu/exhibits/show/political_ecologies/astrology,original filename: politic_eco_110027019,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Unnumbered leaf, verso",politicalecologies_mlx_001
asset,politicalecologies_mxh,political_ecologies,,,omeka_4777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"""A Scale of Fortification,"" a mathematical ruler used in the construction of forts. ",,,,,,https://exhibitions.cul.columbia.edu/exhibits/show/political_ecologies/navigation/sturmy,original filename: politic_eco_110027044,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,Fortification,fast,http://id.worldcat.org/fast/933024,,,,,,,,,"Unnumbered page, detail, from Philip Staynred's 'A Compendium of Fortification.'",politicalecologies_mxh_006
asset,politicalecologies_lgc,political_ecologies,,,omeka_4741,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://exhibitions.cul.columbia.edu/exhibits/show/political_ecologies/navigation/blundeville,original filename: politic_eco_110027008,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Title page of treatise entitled, 'A Plaine Treatise of the First Principles of Cosmography, and Specially of the Spheare, Representing the Shape of the Whole'",politicalecologies_lgc_002
asset,politicalecologies_mlx,political_ecologies,,,omeka_4749,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"An anatomy, illustrating blood vessels in the feet, left hand, and right arm. ",,,,,,https://exhibitions.cul.columbia.edu/exhibits/show/political_ecologies/astrology,original filename: politic_eco_110027016,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Unnumbered leaf, verso",politicalecologies_mlx_004
