_digital_object_type.string_key,_parent_digital_objects-1.identifier,_project.string_key,collection-1:collection_term.value,collection-1:collection_term.uri,omeka_identifier-1:omeka_identifier_value,clio_identifier-1:clio_identifier_value,name-1:name_term.value,name-1:name_term.name_type,name-1:name_role-1:name_role_term.authority,name-1:name_role-1:name_role_term.uri,name-1:name_role-1:name_role_term.value,name-1:name_term.authority,name-1:name_term.uri,name-2:name_term.value,name-2:name_term.name_type,name-2:name_role-1:name_role_term.authority,name-2:name_role-1:name_role_term.uri,name-2:name_role-1:name_role_term.value,name-2:name_term.authority,name-2:name_term.uri,name-3:name_term.value,name-3:name_term.name_type,name-3:name_role-1:name_role_term.authority,name-3:name_role-1:name_role_term.uri,name-3:name_role-1:name_role_term.value,name-3:name_term.authority,name-3:name_term.uri,date_created-1:date_created_start_value,date_created-1:date_created_end_value,date_created-1:date_created_type,date_created_textual-1:date_created_textual_value,abstract-1:abstract_value,location-1:location_term.code,location-1:location_term.authority,location-1:location_term.uri,location-1:location_term.value,location-1:location_sublocation,location-1:location_shelf_location-1:location_shelf_location_free_text,location-1:location_shelf_location-1:location_shelf_location_box_number,location-1:location_shelf_location-1:location_shelf_location_folder_number,object_in_context_url-1:object_in_context_url_value,object_in_context_url-2:object_in_context_url_value,note-1:note_value,note-1:note_type,note-2:note_value,note-2:note_type,note-3:note_value,note-3:note_type,digital_origin-1:digital_origin_value,language-1:language_term.authority,language-1:language_term.uri,language-1:language_term.value,language_of_cataloging-1:language_of_cataloging_term.value,language_of_cataloging-1:language_of_cataloging_term.authority,language_of_cataloging-1:language_of_cataloging_term.uri,form-1:form_term.value,form-1:form_term.authority,form-1:form_term.uri,form-2:form_term.value,form-2:form_term.authority,form-2:form_term.uri,note-6:note_value,note-6:note_type,genre-1:genre_term.value,genre-1:genre_term.authority,genre-1:genre_term.uri,type_of_resource-1:type_of_resource_value,type_of_resource-2:type_of_resource_value,relatedItem_Project,projectURL,place_of_origin-1:place_of_origin_value,place_authority_identifier,publisher-1:publisher_value,subject_topic-1:subject_topic_term.value,subject_topic-1:subject_topic_term.authority,subject_topic-1:subject_topic_term.uri,subject_topic-2:subject_topic_term.value,subject_topic-2:subject_topic_term.authority,subject_topic-2:subject_topic_term.uri,subject_name-1:subject_name_term.value,subject_name-1:subject_name_term.name_type,subject_name-1:subject_name_term.authority,subject_name-1:subject_name_term.uri,subject_name-2:subject_name_term.value,subject_name-2:subject_name_term.name_type,subject_name-2:subject_name_term.authority,subject_name-2:subject_name_term.uri,subject_name-3:subject_name_term.value,subject_name-3:subject_name_term.name_type,subject_name-3:subject_name_term.authority,subject_name-3:subject_name_term.uri,subject_name-4:subject_name_term.value,subject_name-4:subject_name_term.name_type,subject_name-4:subject_name_term.authority,subject_name-4:subject_name_term.uri,subject_name-5:subject_name_term.value,subject_name-5:subject_name_term.name_type,subject_name-5:subject_name_term.authority,subject_name-5:subject_name_term.uri,subject_name-6:subject_name_term.value,subject_name-6:subject_name_term.name_type,subject_name-6:subject_name_term.authority,subject_name-6:subject_name_term.uri,subject_name-7:subject_name_term.value,subject_name-7:subject_name_term.name_type,subject_name-7:subject_name_term.authority,subject_name-7:subject_name_term.uri,subject_name-8:subject_name_term.value,subject_name-8:subject_name_term.name_type,subject_name-8:subject_name_term.authority,subject_name-8:subject_name_term.uri,subject_title-1:subject_title_term.value,subject_title-1:subject_title_term.authority,subject_title-1:subject_title_term.uri,subject_geographic-1:subject_geographic_term.value,subject_geographic-1:subject_geographic_term.authority,subject_geographic-1:subject_geographic_term.uri,title-1:title_non_sort_portion,title-1:title_sort_portion,_identifiers-1
asset,musicatcolumbia_exx,music_at_columbia,,,omeka_6408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://exhibitions.cul.columbia.edu/exhibits/show/music-centennial/music/smith-article,,110118093.tif,filename,110118093.jpg,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Page 184,musicatcolumbia_exx_184
asset,musicatcolumbia_brh,music_at_columbia,,,omeka_6458,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://exhibitions.cul.columbia.edu/exhibits/show/music-centennial/composition/otto-luening,,110118143.tif,filename,110118143.jpg,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Inscription Facing Title Page,musicatcolumbia_brh_002
item,,music_at_columbia,Historical Subject Files,http://id.library.columbia.edu/term/0fa21d61-a576-4574-9433-6e907a8a1e69,,,Columbia University. Columbia Theater Associates,corporate,marcrelator,http://id.loc.gov/vocabulary/relators/cre,Creator,,,Columbia University. Department of Music,corporate,marcrelator,http://id.loc.gov/vocabulary/relators/cre,Creator,naf,http://id.loc.gov/authorities/names/n85082374,,,,,,,,1947-05-07,,inferred,"May 7, 1947","Program for production of an opera by Gertrude Stein and Virgil Thomson, running from May 7-10, 1947. Date of creation inferred from earliest date of production.",NNC-UA,marcorg,http://id.loc.gov/authorities/names/no2007136816,Columbia University. Archives,,,,,,,,,,,,,reformatted digital,iso639-2,http://id.loc.gov/vocabulary/iso639-2/eng,English,eng,iso639-2,http://id.loc.gov/vocabulary/iso639-2/eng,printed ephemera,aat,http://vocab.getty.edu/aat/300264821,,,,theater programs,original_format,,,,text,,Music at Columbia: The First 100 Years,http://www.columbia.edu/cgi-bin/cul/resolve?clio9628664,New York (N.Y.),http://id.loc.gov/authorities/names/n79007751,Columbia University,,,,,,,"Anthony, Susan B. (Susan Brownell), 1820-1906",personal,naf,http://id.loc.gov/authorities/names/n82096260,"Stein, Gertrude, 1874-1946",personal,naf,http://id.loc.gov/authorities/names/n79006977,,,,,,,,,,,,,,,,,,,,,,,,,"Mother of us all (Thomson, Virgil)",fast,http://id.worldcat.org/fast/1365759,,,,The,Mother of Us All : An Opera,musicatcolumbia_fok
asset,musicatcolumbia_fok,music_at_columbia,,,omeka_6349,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://exhibitions.cul.columbia.edu/exhibits/show/music-centennial/music/columbia-theater-associates,,110118034.tif,filename,110118034.jpg,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pages 3-4; Who's Who in the Cast,musicatcolumbia_fok_003
item,,music_at_columbia,,,,,"Murphy, Howard Ansley, 1896-1962",personal,marcrelator,http://id.loc.gov/vocabulary/relators/aut,Author,naf,http://id.loc.gov/authorities/names/n87940714,Columbia University. Department of Music,corporate,marcrelator,http://id.loc.gov/vocabulary/relators/isb,Issuing body,naf,http://id.loc.gov/authorities/names/n85082374,Columbia University. Press,corporate,marcrelator,http://id.loc.gov/vocabulary/relators/pbl,Publisher,naf,http://id.loc.gov/authorities/names/n82117570,1934,,,1934,First Course Exercises,NNC-UA,marcorg,http://id.loc.gov/authorities/names/no2007136816,Columbia University. Archives,,CN M9535,,,,,,,,,,,reformatted digital,iso639-2,http://id.loc.gov/vocabulary/iso639-2/eng,English,eng,iso639-2,http://id.loc.gov/vocabulary/iso639-2/eng,pamphlets,aat,http://vocab.getty.edu/aat/300220572,,,,,,,,,text,,Music at Columbia: The First 100 Years,http://www.columbia.edu/cgi-bin/cul/resolve?clio9628664,New York (N.Y.),http://id.loc.gov/authorities/names/n79007751,Columbia University Press,Harmony,fast,http://id.worldcat.org/fast/951531,Self-culture,fast,http://id.worldcat.org/fast/1111560,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Home Study Course in Harmony,musicatcolumbia_frq
asset,musicatcolumbia_frq,music_at_columbia,,,omeka_6480,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://exhibitions.cul.columbia.edu/exhibits/show/music-centennial/undergraduate-curriculum/music-as-a-college-study,,110118165.tif,filename,110118165.jpg,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cover,musicatcolumbia_frq_099
asset,musicatcolumbia_bng,music_at_columbia,,,omeka_6331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://exhibitions.cul.columbia.edu/exhibits/show/music-centennial/music-performance--the-early-y/philharmonic-society,,110118016.tif,filename,110118016.jpg,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Unnumbered Page, Orchestra Listing",musicatcolumbia_bng_001
asset,musicatcolumbia_brh,music_at_columbia,,,omeka_6461,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://exhibitions.cul.columbia.edu/exhibits/show/music-centennial/composition/otto-luening,,110118146.tif,filename,110118146.jpg,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Page 5,musicatcolumbia_brh_005
item,,music_at_columbia,Historical Photograph Collection,http://id.library.columbia.edu/term/922cab49-c0df-44aa-b827-8a15cc9918cd,,,Columbia University. Department of Music,corporate,marcrelator,http://id.loc.gov/vocabulary/relators/cre,Creator,naf,http://id.loc.gov/authorities/names/n85082374,,,,,,,,,,,,,,,1940,1949,approximate,circa 1940s,"Opera Workshop production of ""Evangeline"": rehearsal photograph",NNC-UA,marcorg,http://id.loc.gov/authorities/names/no2007136816,Columbia University. Archives,"Historical Photograph Collection, Series XI: SASL (Student Activities and Student Life)","Subseries XI.5: Performing Groups-Opera Workshop, Evangeline MS 197",,,,,,,,,,,reformatted digital,iso639-2,http://id.loc.gov/vocabulary/iso639-2/eng,English,eng,iso639-2,http://id.loc.gov/vocabulary/iso639-2/eng,photographs,aat,http://vocab.getty.edu/aat/300046300,,,,,,,,,still image,,Music at Columbia: The First 100 Years,http://www.columbia.edu/cgi-bin/cul/resolve?clio9628664,,,Columbia University,Operas,fast,http://id.worldcat.org/fast/1046191,Theater rehearsals,fast,http://id.worldcat.org/fast/1149356,"Luening, Otto, 1900-1996",personal,naf,http://id.loc.gov/authorities/names/n84212979,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Otto Luening Conducting Rehearsal of ""Evangeline,"" Photograph",musicatcolumbia_fug
asset,musicatcolumbia_fug,music_at_columbia,,,omeka_6423,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110118108.tif,filename,110118108.jpg,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Otto Luening Conducting Rehearsal of ""Evangeline,"" Photograph",musicatcolumbia_fug_000
asset,musicatcolumbia_exx,music_at_columbia,,,omeka_6421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://exhibitions.cul.columbia.edu/exhibits/show/music-centennial/music/smith-article,,110118106.tif,filename,110118106.jpg,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Page 197,musicatcolumbia_exx_197
asset,musicatcolumbia_bng,music_at_columbia,,,omeka_6332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://exhibitions.cul.columbia.edu/exhibits/show/music-centennial/music-performance--the-early-y/philharmonic-society,,110118017.tif,filename,110118017.jpg,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Page 3,musicatcolumbia_bng_003
asset,musicatcolumbia_exx,music_at_columbia,,,omeka_6409,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://exhibitions.cul.columbia.edu/exhibits/show/music-centennial/music/smith-article,,110118094.tif,filename,110118094.jpg,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Page 185,musicatcolumbia_exx_185
asset,musicatcolumbia_fok,music_at_columbia,,,omeka_6347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://exhibitions.cul.columbia.edu/exhibits/show/music-centennial/music/columbia-theater-associates,,110118032.tif,filename,110118032.jpg,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Page 5,musicatcolumbia_fok_005
asset,musicatcolumbia_exx,music_at_columbia,,,omeka_6413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://exhibitions.cul.columbia.edu/exhibits/show/music-centennial/music/smith-article,,110118098.tif,filename,110118098.jpg,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Page 189,musicatcolumbia_exx_189
asset,musicatcolumbia_fok,music_at_columbia,,,omeka_6348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://exhibitions.cul.columbia.edu/exhibits/show/music-centennial/music/columbia-theater-associates,,110118033.tif,filename,110118033.jpg,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pages 1-2; Cast and Production Staff,musicatcolumbia_fok_001
item,,music_at_columbia,Office of Public Affairs Photograph Collection,http://id.library.columbia.edu/term/29a3db7f-e4d3-451a-a3c0-ff2e4c3c0fa4,,,"Pineiro, Joe",personal,marcrelator,http://id.loc.gov/vocabulary/relators/pht,Photographer,,,,,,,,,,,,,,,,,1996-04-15,,,"April 15, 1996",,NNC-UA,marcorg,http://id.loc.gov/authorities/names/no2007136816,Columbia University. Archives,"Office of Public Affairs Photograph Collection, Series II: Negatives",,"Box 98, Miller Theater - Columbia Orchestra, neg. 26",,,,,,,,,,reformatted digital,iso639-2,http://id.loc.gov/vocabulary/iso639-2/eng,English,eng,iso639-2,http://id.loc.gov/vocabulary/iso639-2/eng,photographs,aat,http://vocab.getty.edu/aat/300046300,,,,,,,,,still image,,Music at Columbia: The First 100 Years,http://www.columbia.edu/cgi-bin/cul/resolve?clio9628664,New York (N.Y.),http://id.loc.gov/authorities/names/n79007751,,,,,,,,"Rothman, George Lovell, 1954-",personal,naf,http://id.loc.gov/authorities/names/no90004784,Columbia University Orchestra,corporate,naf,http://id.loc.gov/authorities/names/n93082435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Columbia University Orchestra - Conductor George Rothman,musicatcolumbia_gpc
asset,musicatcolumbia_gpc,music_at_columbia,,,omeka_6481,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110118166.tif,filename,110118166.jpg,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Columbia University Orchestra - Conductor George Rothman,musicatcolumbia_gpc_000
asset,musicatcolumbia_btx,music_at_columbia,,,omeka_6427,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://exhibitions.cul.columbia.edu/exhibits/show/music-centennial/music-performance-current/miller-theater,,110118112.tif,filename,110118112.jpg,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Page 3; Essay, ""Beginning A New Chapter"" by Peter Smith, Dean, Faculty Of The Arts",musicatcolumbia_btx_003
item,,music_at_columbia,,,,,Columbia University. Department of Music,corporate,marcrelator,http://id.loc.gov/vocabulary/relators/cre,Creator,naf,http://id.loc.gov/authorities/names/n85082374,,,,,,,,,,,,,,,1897,,inferred,1897,Announcement by the Department of Music about the appointment of Edward MacDowell as Professor of Music for 1897-98; creation date inferred from earliest date on announcement.,NNC-UA,marcorg,http://id.loc.gov/authorities/names/no2007136816,Columbia University. Archives,,CXI M2,,,,,,,,,,,reformatted digital,iso639-2,http://id.loc.gov/vocabulary/iso639-2/eng,English,eng,iso639-2,http://id.loc.gov/vocabulary/iso639-2/eng,printed ephemera,aat,http://vocab.getty.edu/aat/300264821,,,,,,,,,text,,Music at Columbia: The First 100 Years,http://www.columbia.edu/cgi-bin/cul/resolve?clio9628664,New York (N.Y.),http://id.loc.gov/authorities/names/n79007751,Columbia University,College teachers,fast,http://id.worldcat.org/fast/868114,Music,fast,http://id.worldcat.org/fast/1030269,"MacDowell, Edward, 1860-1908",personal,naf,http://id.loc.gov/authorities/names/n50053369,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Faculty of Philosophy, Department of Music, Announcement for 1897-98",musicatcolumbia_gzl
asset,musicatcolumbia_gzl,music_at_columbia,,,omeka_6317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://exhibitions.cul.columbia.edu/exhibits/show/music-centennial/macdowell-era/department-of-music,,110118002.tif,filename,110118002.jpg,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pages 2-3,musicatcolumbia_gzl_002
item,,music_at_columbia,Historical Biographical Files,http://id.library.columbia.edu/term/17769d71-54a1-4af3-a946-b0609e07c09a,,,Outlook Company,corporate,marcrelator,http://id.loc.gov/vocabulary/relators/pbl,Publisher,,,,,,,,,,,,,,,,,1902,,inferred,circa 1902,"Advertising brochure for Gregory Daniel Mason's work ""From Grieg to Brahms""; creation date inferred from earliest date of publication.",NNC-UA,marcorg,http://id.loc.gov/authorities/names/no2007136816,Columbia University. Archives,Historical Biographical Files,,Box 210,Folder 14,,,,,,,,,reformatted digital,iso639-2,http://id.loc.gov/vocabulary/iso639-2/eng,English,eng,iso639-2,http://id.loc.gov/vocabulary/iso639-2/eng,printed ephemera,aat,http://vocab.getty.edu/aat/300264821,,,,brochures,original_format,,,,text,still image,Music at Columbia: The First 100 Years,http://www.columbia.edu/cgi-bin/cul/resolve?clio9628664,New York (N.Y.),http://id.loc.gov/authorities/names/n79007751,Outlook Company,Composers,fast,http://id.worldcat.org/fast/871620,,,,"Mason, Daniel Gregory, 1873-1953",personal,naf,http://id.loc.gov/authorities/names/n50043667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,From Grieg to Brahms,musicatcolumbia_hek
asset,musicatcolumbia_hek,music_at_columbia,,,omeka_6476,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://exhibitions.cul.columbia.edu/exhibits/show/music-centennial/undergraduate-curriculum/daniel-gregory-mason,,110118161.tif,filename,110118161.jpg,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Page 1,musicatcolumbia_hek_001
asset,musicatcolumbia_buw,music_at_columbia,,,omeka_6390,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110118075.tif,filename,110118075.jpg,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Page 8,musicatcolumbia_buw_008
asset,musicatcolumbia_ars,music_at_columbia,,,omeka_6339,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110118024.tif,filename,110118024.jpg,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Front Cover,musicatcolumbia_ars_099
item,,music_at_columbia,Historical Subject Files,http://id.library.columbia.edu/term/0fa21d61-a576-4574-9433-6e907a8a1e69,,,Columbia University. Department of Music,corporate,marcrelator,http://id.loc.gov/vocabulary/relators/cre,Creator,naf,http://id.loc.gov/authorities/names/n85082374,,,,,,,,,,,,,,,1962-05-17,,inferred,"May 17, 1962","Program for concert on May 17, 1962 in honor of Douglas Moore; creation date inferred from date of concert.",NNC-UA,marcorg,http://id.loc.gov/authorities/names/no2007136816,Columbia University. Archives,Historical Subject Files,,Box 222,Folder 2,,,,,,,,,reformatted digital,iso639-2,http://id.loc.gov/vocabulary/iso639-2/eng,English,eng,iso639-2,http://id.loc.gov/vocabulary/iso639-2/eng,printed ephemera,aat,http://vocab.getty.edu/aat/300264821,,,,concert programs,original_format,,,,text,,Music at Columbia: The First 100 Years,http://www.columbia.edu/cgi-bin/cul/resolve?clio9628664,New York (N.Y.),http://id.loc.gov/authorities/names/n79007751,Columbia University,Concerts,fast,http://id.worldcat.org/fast/874069,,,,"Moore, Douglas, 1893-1969",personal,naf,http://id.loc.gov/authorities/names/n85282698,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Music of Douglas Moore,musicatcolumbia_hgc
asset,musicatcolumbia_hgc,music_at_columbia,,,omeka_6454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://exhibitions.cul.columbia.edu/exhibits/show/music-centennial/composition/douglas-moore,,110118139.tif,filename,110118139.jpg,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Page 1,musicatcolumbia_hgc_001
item,,music_at_columbia,Fritz Reiner Papers,http://id.library.columbia.edu/term/7a904f9e-1303-4cc9-8e5f-07d3b2f626f1,,,"Reiner, Fritz, 1888-1963",personal,marcrelator,http://id.loc.gov/vocabulary/relators/dnr,Donor,naf,http://id.loc.gov/authorities/names/n81132091,,,,,,,,,,,,,,,1928,,inferred,circa 1928,"Photograph, no date, inscribed to Fritz Reiner and signed, 13 February 1928",NNC-RB,marcorg,http://id.loc.gov/authorities/names/n78009986,Columbia University. Rare Book and Manuscript Library,,,,,,,,,,,,,reformatted digital,,,,eng,iso639-2,http://id.loc.gov/vocabulary/iso639-2/eng,photographs,aat,http://vocab.getty.edu/aat/300046300,,,,,,,,,still image,,Music at Columbia: The First 100 Years,http://www.columbia.edu/cgi-bin/cul/resolve?clio9628664,,,,,,,,,,"Bartók, Béla, 1881-1945",personal,naf,http://id.loc.gov/authorities/names/n79109330,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Portrait of Béla Bartók,musicatcolumbia_hhi
asset,musicatcolumbia_hhi,music_at_columbia,,,omeka_6367,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://exhibitions.cul.columbia.edu/exhibits/show/music-centennial/fritz-reiner-center/fritz-reiner-collection,,110118052.tif,filename,110118052.jpg,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Portrait of Béla Bartók,musicatcolumbia_hhi_000
item,,music_at_columbia,Varsity Show Records,http://id.library.columbia.edu/term/1e58cace-f927-41ee-9465-599bef4f5efe,,,Varsity Show (Columbia University) (1904),conference,marcrelator,http://id.loc.gov/vocabulary/relators/cre,Creator,,,,,,,,,,,,,,,,,1904-03,,,March 1904,"Ticket for 1904 Varsity Show, ""Isle of Illusia"", which ran during the week of March 14, 1904.",NNC-UA,marcorg,http://id.loc.gov/authorities/names/no2007136816,Columbia University. Archives,Varsity Show Records,,Box 1,Folder 10,,,,,,,,,reformatted digital,iso639-2,http://id.loc.gov/vocabulary/iso639-2/eng,English,eng,iso639-2,http://id.loc.gov/vocabulary/iso639-2/eng,printed ephemera,aat,http://vocab.getty.edu/aat/300264821,,,,,,,,,text,,Music at Columbia: The First 100 Years,http://www.columbia.edu/cgi-bin/cul/resolve?clio9628664,New York (N.Y.),http://id.loc.gov/authorities/names/n79007751,Columbia University,College musicals,fast,http://id.worldcat.org/fast/1199201,,,,Varsity Show (Columbia University),conference,naf,http://id.loc.gov/authorities/names/no2010194980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ticket for Varsity Show,musicatcolumbia_hoe
asset,musicatcolumbia_hoe,music_at_columbia,,,omeka_6373,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://exhibitions.cul.columbia.edu/exhibits/show/music-centennial/music-performance--the-early-y/theatricals,,110118058.tif,filename,110118058.jpg,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ticket for Varsity Show,musicatcolumbia_hoe_000
asset,musicatcolumbia_evg,music_at_columbia,,,omeka_6436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110118121.tif,filename,110118121.jpg,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Page 1,musicatcolumbia_evg_001
asset,musicatcolumbia_exx,music_at_columbia,,,omeka_6417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://exhibitions.cul.columbia.edu/exhibits/show/music-centennial/music/smith-article,,110118102.tif,filename,110118102.jpg,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Page 193,musicatcolumbia_exx_193
item,,music_at_columbia,Historical Subject Files,http://id.library.columbia.edu/term/0fa21d61-a576-4574-9433-6e907a8a1e69,,,Performers' Committee for Twentieth-Century Music,corporate,marcrelator,http://id.loc.gov/vocabulary/relators/cre,Creator,naf,http://id.loc.gov/authorities/names/n98023527,Columbia University. Department of Music,corporate,marcrelator,http://id.loc.gov/vocabulary/relators/cre,Creator,naf,http://id.loc.gov/authorities/names/n85082374,,,,,,,,1969-03-19,,,"March 19, 1969","Poster for Henry Cowell retrospective concert, March 19, 1969.",NNC-UA,marcorg,http://id.loc.gov/authorities/names/no2007136816,Columbia University. Archives,Historical Subject Files,,Box 129,Folder 6,,,,,,,,,reformatted digital,iso639-2,http://id.loc.gov/vocabulary/iso639-2/eng,English,eng,iso639-2,http://id.loc.gov/vocabulary/iso639-2/eng,posters,aat,http://vocab.getty.edu/aat/300027221,,,,,,,,,text,still image,Music at Columbia: The First 100 Years,http://www.columbia.edu/cgi-bin/cul/resolve?clio9628664,New York (N.Y.),http://id.loc.gov/authorities/names/n79007751,Columbia University,Concerts,fast,http://id.worldcat.org/fast/874069,,,,"Cowell, Henry, 1897-1965",personal,naf,http://id.loc.gov/authorities/names/n50077514,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Performers' Committee for Twentieth- Century Music, Program for Henry Cowell Retrospective Concert, April, 1977",musicatcolumbia_ihx
asset,musicatcolumbia_ihx,music_at_columbia,,,omeka_6449,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://exhibitions.cul.columbia.edu/exhibits/show/music-centennial/ditson-fund/performers-committee,,110118134.tif,filename,110118134.jpg,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Performers' Committee for Twentieth- Century Music, Program for Henry Cowell Retrospective Concert, April, 1977",musicatcolumbia_ihx_000
asset,musicatcolumbia_exx,music_at_columbia,,,omeka_6416,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://exhibitions.cul.columbia.edu/exhibits/show/music-centennial/music/smith-article,,110118101.tif,filename,110118101.jpg,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Page 192,musicatcolumbia_exx_192
