_digital_object_type.string_key,_parent_digital_objects-1.identifier,_project.string_key,collection-1:collection_term.value,collection-1:collection_term.uri,omeka_identifier-1:omeka_identifier_value,clio_identifier-1:clio_identifier_value,name-1:name_term.value,name-1:name_term.name_type,name-1:name_role-1:name_role_term.authority,name-1:name_role-1:name_role_term.uri,name-1:name_role-1:name_role_term.value,name-1:name_term.authority,name-1:name_term.uri,name-2:name_term.value,name-2:name_term.name_type,name-2:name_role-1:name_role_term.authority,name-2:name_role-1:name_role_term.uri,name-2:name_role-1:name_role_term.value,name-2:name_term.authority,name-2:name_term.uri,name-3:name_term.value,name-3:name_term.name_type,name-3:name_role-1:name_role_term.authority,name-3:name_role-1:name_role_term.uri,name-3:name_role-1:name_role_term.value,name-3:name_term.authority,name-3:name_term.uri,date_created-1:date_created_start_value,date_created-1:date_created_end_value,date_created-1:date_created_type,date_created_textual-1:date_created_textual_value,abstract-1:abstract_value,location-1:location_term.code,location-1:location_term.authority,location-1:location_term.uri,location-1:location_term.value,location-1:location_sublocation,location-1:location_shelf_location-1:location_shelf_location_free_text,location-1:location_shelf_location-1:location_shelf_location_box_number,location-1:location_shelf_location-1:location_shelf_location_folder_number,object_in_context_url-1:object_in_context_url_value,object_in_context_url-2:object_in_context_url_value,note-1:note_value,note-1:note_type,note-2:note_value,note-2:note_type,note-3:note_value,note-3:note_type,digital_origin-1:digital_origin_value,language-1:language_term.authority,language-1:language_term.uri,language-1:language_term.value,language_of_cataloging-1:language_of_cataloging_term.value,language_of_cataloging-1:language_of_cataloging_term.authority,language_of_cataloging-1:language_of_cataloging_term.uri,form-1:form_term.value,form-1:form_term.authority,form-1:form_term.uri,form-2:form_term.value,form-2:form_term.authority,form-2:form_term.uri,note-6:note_value,note-6:note_type,genre-1:genre_term.value,genre-1:genre_term.authority,genre-1:genre_term.uri,type_of_resource-1:type_of_resource_value,type_of_resource-2:type_of_resource_value,relatedItem_Project,projectURL,place_of_origin-1:place_of_origin_value,place_authority_identifier,publisher-1:publisher_value,subject_topic-1:subject_topic_term.value,subject_topic-1:subject_topic_term.authority,subject_topic-1:subject_topic_term.uri,subject_topic-2:subject_topic_term.value,subject_topic-2:subject_topic_term.authority,subject_topic-2:subject_topic_term.uri,subject_name-1:subject_name_term.value,subject_name-1:subject_name_term.name_type,subject_name-1:subject_name_term.authority,subject_name-1:subject_name_term.uri,subject_name-2:subject_name_term.value,subject_name-2:subject_name_term.name_type,subject_name-2:subject_name_term.authority,subject_name-2:subject_name_term.uri,subject_name-3:subject_name_term.value,subject_name-3:subject_name_term.name_type,subject_name-3:subject_name_term.authority,subject_name-3:subject_name_term.uri,subject_name-4:subject_name_term.value,subject_name-4:subject_name_term.name_type,subject_name-4:subject_name_term.authority,subject_name-4:subject_name_term.uri,subject_name-5:subject_name_term.value,subject_name-5:subject_name_term.name_type,subject_name-5:subject_name_term.authority,subject_name-5:subject_name_term.uri,subject_name-6:subject_name_term.value,subject_name-6:subject_name_term.name_type,subject_name-6:subject_name_term.authority,subject_name-6:subject_name_term.uri,subject_name-7:subject_name_term.value,subject_name-7:subject_name_term.name_type,subject_name-7:subject_name_term.authority,subject_name-7:subject_name_term.uri,subject_name-8:subject_name_term.value,subject_name-8:subject_name_term.name_type,subject_name-8:subject_name_term.authority,subject_name-8:subject_name_term.uri,subject_title-1:subject_title_term.value,subject_title-1:subject_title_term.authority,subject_title-1:subject_title_term.uri,subject_geographic-1:subject_geographic_term.value,subject_geographic-1:subject_geographic_term.authority,subject_geographic-1:subject_geographic_term.uri,title-1:title_non_sort_portion,title-1:title_sort_portion,_identifiers-1
asset,musicatcolumbia_smz,music_at_columbia,,,omeka_7250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://exhibitions.cul.columbia.edu/exhibits/show/music-centennial/music-librarianship/librarians,,"Beveridge, Lowell Pierson.jpg",filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lowell P. Beveridge,musicatcolumbia_smz_000
asset,musicatcolumbia_brh,music_at_columbia,,,omeka_6460,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://exhibitions.cul.columbia.edu/exhibits/show/music-centennial/composition/otto-luening,,110118145.tif,filename,110118145.jpg,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Page 4,musicatcolumbia_brh_004
asset,musicatcolumbia_nzg,music_at_columbia,,,omeka_6360,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://exhibitions.cul.columbia.edu/exhibits/show/music-centennial/macdowell-era/performances,,110118045.tif,filename,110118045.jpg,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pages 2-3,musicatcolumbia_nzg_002
asset,musicatcolumbia_btx,music_at_columbia,,,omeka_6429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://exhibitions.cul.columbia.edu/exhibits/show/music-centennial/music-performance-current/miller-theater,,110118114.tif,filename,110118114.jpg,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Page 5,musicatcolumbia_btx_005
asset,musicatcolumbia_buw,music_at_columbia,,,omeka_6386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://exhibitions.cul.columbia.edu/exhibits/show/music-centennial/music-performance--the-early-y/glee-and-mandolin-clubs,,110118071.tif,filename,110118071.jpg,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Page 4,musicatcolumbia_buw_004
item,,music_at_columbia,Historical Photograph Collection,http://id.library.columbia.edu/term/922cab49-c0df-44aa-b827-8a15cc9918cd,,,"Kozinn, Allan",personal,marcrelator,http://id.loc.gov/vocabulary/relators/aut,Author,naf,http://id.loc.gov/authorities/names/n84044495,New York times,corporate,marcrelator,http://id.loc.gov/vocabulary/relators/pbl,Publisher,naf,http://id.loc.gov/authorities/names/no2002041097,,,,,,,,1988-09-17,,,"September 17, 1988",Photocopy of clipping from New York Times,NNC-UA,marcorg,http://id.loc.gov/authorities/names/no2007136816,Columbia University. Archives,"Historical Photograph Collection, Series VII: Buildings and Grounds",Buildings and Grounds,Box 11,Folder  16,,,,,,,New York Times,relatedItem,reformatted digital,iso639-2,http://id.loc.gov/vocabulary/iso639-2/eng,English,eng,iso639-2,http://id.loc.gov/vocabulary/iso639-2/eng,clippings,gmgpc,http://id.loc.gov/vocabulary/graphicMaterials/tgm002169,,,,,,,,,text,,Music at Columbia: The First 100 Years,http://www.columbia.edu/cgi-bin/cul/resolve?clio9628664,New York (N.Y.),http://id.loc.gov/authorities/names/n79007751,,Theaters,fast,http://id.worldcat.org/fast/1149370,,,,Columbia University,corporate,naf,http://id.loc.gov/authorities/names/n81024714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"""For Columbia Theater, A Festive First Night"", Article in the New York Times, September 17, 1988.",musicatcolumbia_thj
asset,musicatcolumbia_thj,music_at_columbia,,,omeka_6430,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://exhibitions.cul.columbia.edu/exhibits/show/music-centennial/music-performance-current/miller-theater,,110118115.tif,filename,110118115.jpg,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"""For Columbia Theater, A Festive First Night"", Article in the New York Times, September 17, 1988.",musicatcolumbia_thj_000
item,,music_at_columbia,Varsity Show Records,http://id.library.columbia.edu/term/1e58cace-f927-41ee-9465-599bef4f5efe,,,Pach Brothers (Firm),corporate,marcrelator,http://id.loc.gov/vocabulary/relators/pht,Photographer,naf,http://id.loc.gov/authorities/names/n93124968,,,,,,,,,,,,,,,1904,,,Spring 1904,"Cast photograph, Columbia University Varsity Show, Spring 1904",NNC-UA,marcorg,http://id.loc.gov/authorities/names/no2007136816,Columbia University. Archives,Varsity Show Records,,Box 19,Folder 7,,,,,,,,,reformatted digital,iso639-2,http://id.loc.gov/vocabulary/iso639-2/eng,English,eng,iso639-2,http://id.loc.gov/vocabulary/iso639-2/eng,photographs,aat,http://vocab.getty.edu/aat/300046300,,,,,,,,,still image,,Music at Columbia: The First 100 Years,http://www.columbia.edu/cgi-bin/cul/resolve?clio9628664,New York (N.Y.),http://id.loc.gov/authorities/names/n79007751,,College musicals,fast,http://id.worldcat.org/fast/1199201,,,,"Moeller, Philip, 1880-1958",personal,naf,http://id.loc.gov/authorities/names/no91014598,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Philip Moeller in the Cast of The Isle of Illusia,musicatcolumbia_tlb
asset,musicatcolumbia_tlb,music_at_columbia,,,omeka_6375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://exhibitions.cul.columbia.edu/exhibits/show/music-centennial/music-performance--the-early-y/theatricals,,110118060.tif,filename,110118060.jpg,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Philip Moeller in the Cast of The Isle of Illusia,musicatcolumbia_tlb_000
asset,musicatcolumbia_kcm,music_at_columbia,,,omeka_6432,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://exhibitions.cul.columbia.edu/exhibits/show/music-centennial/music-performance-current/university-orchestra-and-barna,,110118117.tif,filename,110118117.jpg,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Page 2,musicatcolumbia_kcm_002
asset,musicatcolumbia_buw,music_at_columbia,,,omeka_6388,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://exhibitions.cul.columbia.edu/exhibits/show/music-centennial/music-performance--the-early-y/glee-and-mandolin-clubs,,110118073.tif,filename,110118073.jpg,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Page 6,musicatcolumbia_buw_006
asset,musicatcolumbia_bbp,music_at_columbia,,,omeka_6395,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://exhibitions.cul.columbia.edu/exhibits/show/music-centennial/music-performance--the-early-y/alexander-hamilton-medal,,110118080.tif,filename,110118080.jpg,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Page 1,musicatcolumbia_bbp_001
item,,music_at_columbia,Office of Public Affairs Photograph Collection,http://id.library.columbia.edu/term/29a3db7f-e4d3-451a-a3c0-ff2e4c3c0fa4,,,,,,,,,,,,,,,,,,,,,,,,1951,1959,approximate,circa 1950s,,NNC-UA,marcorg,http://id.loc.gov/authorities/names/no2007136816,Columbia University. Archives,"Office of Public Affairs Photograph Collection, Series I: Photographs",,Box 31,"Folder 4, Electronic Music",,,,,,,,,reformatted digital,,,,eng,iso639-2,http://id.loc.gov/vocabulary/iso639-2/eng,photographs,aat,http://vocab.getty.edu/aat/300046300,,,,,,,,,still image,,Music at Columbia: The First 100 Years,http://www.columbia.edu/cgi-bin/cul/resolve?clio9628664,New York (N.Y.),http://id.loc.gov/authorities/names/n79007751,,,,,,,,Columbia-Princeton Electronic Music Center,corporate,naf,http://id.loc.gov/authorities/names/n81035506,"Luening, Otto, 1900-1996",personal,naf,http://id.loc.gov/authorities/names/n84212979,"Ussachevsky, Vladimir, 1911-1990",personal,naf,http://id.loc.gov/authorities/names/n82155109,,,,,,,,,,,,,,,,,,,,,,,,,,,,Otto Luening and Vladimir Ussachevsky in the Electronic Music Center,musicatcolumbia_tuu
asset,musicatcolumbia_tuu,music_at_columbia,,,omeka_6849,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://exhibitions.cul.columbia.edu/exhibits/show/music-centennial/electronic-and-computer-music/vladimir-ussachevsky,,Leuning and Ussachevsky at EMC.jpg,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Otto Luening and Vladimir Ussachevsky in the Electronic Music Center,musicatcolumbia_tuu_000
asset,musicatcolumbia_avo,music_at_columbia,,,omeka_6345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110118030.tif,filename,110118030.jpg,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Back Cover,musicatcolumbia_avo_003
item,,music_at_columbia,Varsity Show Records,http://id.library.columbia.edu/term/1e58cace-f927-41ee-9465-599bef4f5efe,,,Pach Brothers (Firm),corporate,marcrelator,http://id.loc.gov/vocabulary/relators/pht,Photographer,naf,http://id.loc.gov/authorities/names/n93124968,,,,,,,,,,,,,,,1904,,,Spring 1904,"Cast photograph, Columbia University Varsity Show, Spring 1904",NNC-UA,marcorg,http://id.loc.gov/authorities/names/no2007136816,Columbia University. Archives,Varsity Show Records,,Box 19,Folder 7,,,,,,,,,reformatted digital,iso639-2,http://id.loc.gov/vocabulary/iso639-2/eng,English,eng,iso639-2,http://id.loc.gov/vocabulary/iso639-2/eng,photographs,aat,http://vocab.getty.edu/aat/300046300,,,,,,,,,still image,,Music at Columbia: The First 100 Years,http://www.columbia.edu/cgi-bin/cul/resolve?clio9628664,New York (N.Y.),http://id.loc.gov/authorities/names/n79007751,,College musicals,fast,http://id.worldcat.org/fast/1199201,,,,"Mitchell, William J.",personal,,,"Buhler, Joseph",personal,,,"Webb, Kenneth",personal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cast of Isle of Illusia, Columbia Varsity Show",musicatcolumbia_tvs
asset,musicatcolumbia_tvs,music_at_columbia,,,omeka_6374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://exhibitions.cul.columbia.edu/exhibits/show/music-centennial/music-performance--the-early-y/theatricals,,110118059.tif,filename,110118059.jpg,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cast of Isle of Illusia, Columbia Varsity Show",musicatcolumbia_tvs_000
item,,music_at_columbia,Alice M. Ditson Fund Records,http://id.library.columbia.edu/term/b6ff3c74-661c-4ce8-9086-1c183f14f172,,,,,,,,,,,,,,,,,,,,,,,,1890,1910,approximate,between 1890 and 1910,Photographer unknown.,NNC-RB,marcorg,http://id.loc.gov/authorities/names/n78009986,Columbia University. Rare Book and Manuscript Library,,,,,,,,,,,,,reformatted digital,,,,eng,iso639-2,http://id.loc.gov/vocabulary/iso639-2/eng,photographs,aat,http://vocab.getty.edu/aat/300046300,,,,,,,,,still image,,Music at Columbia: The First 100 Years,http://www.columbia.edu/cgi-bin/cul/resolve?clio9628664,New York (N.Y.),http://id.loc.gov/authorities/names/n79007751,,,,,,,,"Ditson, Alice M.",personal,naf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Alice M. Ditson,musicatcolumbia_txp
asset,musicatcolumbia_txp,music_at_columbia,,,omeka_6837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://exhibitions.cul.columbia.edu/exhibits/show/music-centennial/ditson-fund/alice-m-ditson,,Alice M. Ditson 001.jpg,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Alice M. Ditson,musicatcolumbia_txp_000
item,,music_at_columbia,,,,,"Winter, Damon",personal,marcrelator,http://id.loc.gov/vocabulary/relators/pht,Photographer,,,,,,,,,,,,,,,,,1996-10-19,,,"October 19, 1996",,NNC-RB,marcorg,http://id.loc.gov/authorities/names/n78009986,Columbia University. Rare Book and Manuscript Library,,,,,,,,,,,,,reformatted digital,iso639-2,http://id.loc.gov/vocabulary/iso639-2/eng,English,eng,iso639-2,http://id.loc.gov/vocabulary/iso639-2/eng,photographs,aat,http://vocab.getty.edu/aat/300046300,,,,,,,,,still image,,Music at Columbia: The First 100 Years,http://www.columbia.edu/cgi-bin/cul/resolve?clio9628664,New York (N.Y.),http://id.loc.gov/authorities/names/n79007751,,,,,,,,"Edwards, George, 1943-2011",personal,naf,http://id.loc.gov/authorities/names/n85382335,"Hadas, Rachel",personal,naf,http://id.loc.gov/authorities/names/n82076270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rachel Hadas and George Edwards,musicatcolumbia_tze
asset,musicatcolumbia_tze,music_at_columbia,,,omeka_6854,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://exhibitions.cul.columbia.edu/exhibits/show/music-centennial/the-centennial-celebrations/from-the-chair,,George Edwards and Rachel Hadas Music Cent.JPG,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rachel Hadas and George Edwards,musicatcolumbia_tze_000
item,,music_at_columbia,,,,,,,,,,,,,,,,,,,,,,,,,,1959,,,1959,,NNC-RB,marcorg,http://id.loc.gov/authorities/names/n78009986,Columbia University. Rare Book and Manuscript Library,,,,,,,,,,,,,reformatted digital,iso639-2,http://id.loc.gov/vocabulary/iso639-2/eng,English,eng,iso639-2,http://id.loc.gov/vocabulary/iso639-2/eng,photographs,aat,http://vocab.getty.edu/aat/300046300,,,,,,,,,still image,,Music at Columbia: The First 100 Years,http://www.columbia.edu/cgi-bin/cul/resolve?clio9628664,,,,Synthesizer (Musical instrument),,http://id.worldcat.org/fast/1141189,,,,Columbia-Princeton Electronic Music Center,corporate,naf,http://id.loc.gov/authorities/names/n81035506,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"RCA Mark II Sound Synthesizer, Prentis Hall",musicatcolumbia_ubh
asset,musicatcolumbia_ubh,music_at_columbia,,,omeka_7243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://exhibitions.cul.columbia.edu/exhibits/show/music-centennial/electronic-and-computer-music/electronic-music-center,,RCA Synthesizer.jpg,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"RCA Mark II Sound Synthesizer, Prentis Hall",musicatcolumbia_ubh_000
asset,musicatcolumbia_hek,music_at_columbia,,,omeka_6479,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://exhibitions.cul.columbia.edu/exhibits/show/music-centennial/undergraduate-curriculum/daniel-gregory-mason,,110118164.tif,filename,110118164.jpg,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Page 4,musicatcolumbia_hek_004
asset,musicatcolumbia_atv,music_at_columbia,,,omeka_7028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://exhibitions.cul.columbia.edu/exhibits/show/music-centennial/beginnings/ludlow-gift,,Ludlow Gift page 6.jpg,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Page 6,musicatcolumbia_atv_006
item,,music_at_columbia,Historical Photograph Collection,http://id.library.columbia.edu/term/922cab49-c0df-44aa-b827-8a15cc9918cd,,,Pach Brothers (Firm),corporate,marcrelator,http://id.loc.gov/vocabulary/relators/pht,Photographer,naf,http://id.loc.gov/authorities/names/n93124968,,,,,,,,,,,,,,,1896,,approximate,circa 1896,,NNC-UA,marcorg,http://id.loc.gov/authorities/names/no2007136816,Columbia University. Archives,"Historical Photograph Collection, Series XI: Student Activities and Student Life",OS 17,,,,,,,,,,,reformatted digital,iso639-2,http://id.loc.gov/vocabulary/iso639-2/eng,English,eng,iso639-2,http://id.loc.gov/vocabulary/iso639-2/eng,photographs,aat,http://vocab.getty.edu/aat/300046300,,,,,,,,,still image,,Music at Columbia: The First 100 Years,http://www.columbia.edu/cgi-bin/cul/resolve?clio9628664,New York (N.Y.),http://id.loc.gov/authorities/names/n79007751,,Clubs,fast,http://id.worldcat.org/fast/1199201,Banjoists,fast,http://id.worldcat.org/fast/826578,Columbia University,corporate,naf,http://id.loc.gov/authorities/names/n81024714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Banjo Club, 1894-95",musicatcolumbia_ugp
asset,musicatcolumbia_ugp,music_at_columbia,,,omeka_6371,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://exhibitions.cul.columbia.edu/exhibits/show/music-centennial/music-performance--the-early-y/the-early-years,,110118056.tif,filename,110118056.jpg,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Banjo Club, 1894-95",musicatcolumbia_ugp_000
item,,music_at_columbia,Fritz Reiner Papers,http://id.library.columbia.edu/term/7a904f9e-1303-4cc9-8e5f-07d3b2f626f1,,,"Reiner, Fritz, 1888-1963",personal,marcrelator,http://id.loc.gov/vocabulary/relators/dte,Dedicatee,naf,http://id.loc.gov/authorities/names/n81132091,,,,,,,,,,,,,,,1925,,inferred,November 1925,"Photograph inscribed to Fritz Reiner and signed, 27 November 1925. Creation date inferred from inscription date.",NNC-RB,marcorg,http://id.loc.gov/authorities/names/n78009986,Columbia University. Rare Book and Manuscript Library,,,,,,,,,,,,,reformatted digital,,,,eng,iso639-2,http://id.loc.gov/vocabulary/iso639-2/eng,photographs,aat,http://vocab.getty.edu/aat/300046300,,,,,,,,,still image,,Music at Columbia: The First 100 Years,http://www.columbia.edu/cgi-bin/cul/resolve?clio9628664,New York (N.Y.),http://id.loc.gov/authorities/names/n79007751,,,,,,,,"Stravinsky, Igor, 1882-1971",personal,naf,http://id.loc.gov/authorities/names/n79070061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Igor Stravinsky,musicatcolumbia_ujp
asset,musicatcolumbia_ujp,music_at_columbia,,,omeka_6369,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://exhibitions.cul.columbia.edu/exhibits/show/music-centennial/fritz-reiner-center/fritz-reiner-collection,,110118054.tif,filename,110118054.jpg,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Igor Stravinsky,musicatcolumbia_ujp_000
item,,music_at_columbia,Historical Subject Files,http://id.library.columbia.edu/term/0fa21d61-a576-4574-9433-6e907a8a1e69,,,Columbia University. Glee Club,corporate,marcrelator,http://id.loc.gov/vocabulary/relators/cre,Creator,,,,,,,,,,,,,,,,,1977,,,1977,,NNC-UA,marcorg,http://id.loc.gov/authorities/names/no2007136816,Columbia University. Archives,"Historical Subject Files, Series XIX: Student Life, 1810s-2000s",Subseries XIX.2: Fine and Performing Arts,Box 240,"Folder 4, Glee Club Ephemera",,,,,,,,,reformatted digital,iso639-2,http://id.loc.gov/vocabulary/iso639-2/eng,English,eng,iso639-2,http://id.loc.gov/vocabulary/iso639-2/eng,pamphlets,aat,http://vocab.getty.edu/aat/300220572,,,,,,,,,text,still image,Music at Columbia: The First 100 Years,http://www.columbia.edu/cgi-bin/cul/resolve?clio9628664,New York (N.Y.),http://id.loc.gov/authorities/names/n79007751,,Glee clubs,fast,http://id.worldcat.org/fast/1763878,,,,Columbia University,corporate,naf,http://id.loc.gov/authorities/names/n81024714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Glee Club,musicatcolumbia_uxg
asset,musicatcolumbia_uxg,music_at_columbia,,,omeka_6853,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Glee Club.jpg,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cover,musicatcolumbia_uxg_099
item,,music_at_columbia,Historical Subject Files,http://id.library.columbia.edu/term/0fa21d61-a576-4574-9433-6e907a8a1e69,,,,,,,,,,,,,,,,,,,,,,,,1932,1991,inferred,between 1932 and 1991,Lang and a musicology seminar; undated photograph. Dates inferred from date Lang began teaching at Columbia (1932) and date of death (1991).,NNC-UA,marcorg,http://id.loc.gov/authorities/names/no2007136816,Columbia University. Archives,Historical Subject Files,"Portraits, Lang",,,,,,,,,,,reformatted digital,,,,eng,iso639-2,http://id.loc.gov/vocabulary/iso639-2/eng,photographs,aat,http://vocab.getty.edu/aat/300046300,,,,,,,,,still image,,Music at Columbia: The First 100 Years,http://www.columbia.edu/cgi-bin/cul/resolve?clio9628664,New York (N.Y.),http://id.loc.gov/authorities/names/n79007751,,Lectures and lecturing,fast,http://id.worldcat.org/fast/995281,,,,"Lang, Paul Henry, 1901-1991",personal,naf,http://id.loc.gov/authorities/names/n50038742,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Paul Henry Lang and Seminar,musicatcolumbia_uxz
asset,musicatcolumbia_uxz,music_at_columbia,,,omeka_6473,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://exhibitions.cul.columbia.edu/exhibits/show/music-centennial/historical-musicology/paul-henry-lang,,110118158.tif,filename,110118158.jpg,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Paul Henry Lang and Seminar,musicatcolumbia_uxz_000
asset,musicatcolumbia_brh,music_at_columbia,,,omeka_6457,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://exhibitions.cul.columbia.edu/exhibits/show/music-centennial/composition/otto-luening,,110118142.tif,filename,110118142.jpg,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Front Page, With Photograph",musicatcolumbia_brh_001
item,,music_at_columbia,Office of Public Affairs Photograph Collection,http://id.library.columbia.edu/term/29a3db7f-e4d3-451a-a3c0-ff2e4c3c0fa4,,,"Pineiro, Joe",personal,marcrelator,http://id.loc.gov/vocabulary/relators/pht,Photographer,,,,,,,,,,,,,,,,,1994-12-09,,,"December 9, 1994",,NNC-UA,marcorg,http://id.loc.gov/authorities/names/no2007136816,Columbia University. Archives,"Office of Public Affairs Photograph Collection, Series II: Negatives",,"Box 100, St. Paul's Chapel - Candlelight Concert Christmas 1994, neg. 30",,,,,,,,,,reformatted digital,iso639-2,http://id.loc.gov/vocabulary/iso639-2/eng,English,eng,iso639-2,http://id.loc.gov/vocabulary/iso639-2/eng,photographs,aat,http://vocab.getty.edu/aat/300046300,,,,,,,,,still image,,Music at Columbia: The First 100 Years,http://www.columbia.edu/cgi-bin/cul/resolve?clio9628664,New York (N.Y.),http://id.loc.gov/authorities/names/n79007751,,,,,,,,Barnard-Columbia Chorus,corporate,naf,http://id.loc.gov/authorities/names/no2009055182,"Archer, Gail",personal,naf,http://id.loc.gov/authorities/names/no97068104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Barnard-Columbia Chorus - Annual Candlelight Concert, St. Paul’s Chapel",musicatcolumbia_vhe
