_identifiers-1,_digital_object_type.string_key,_parent_digital_objects-1.identifier,_project.string_key,title-1:title_sort_portion,collection-1:collection_term.value,collection-1:collection_term.uri,name-1:name_term.value,name-1:name_term.name_type,name-1:name_role-1:name_role_term.authority,name-1:name_role-1:name_role_term.uri,name-1:name_role-1:name_role_term.value,name-1:name_term.authority,name-1:name_term.uri,name-2:name_term.value,name-2:name_term.name_type,name-2:name_role-1.name_role_term.value,name-2:name_role-1.name_role_term.authority,name-2:name_role-1.name_role_term.uri,name-2:name_term.authority,name-2:name_term.uri,date_created-1:date_created_start_value,date_created-1:date_created_end_value,date_created-1:date_created_type,date_created_textual-1:date_created_textual_value,note-1:note_value,note-1:note_type,note-2:note_value,note-2:note_type,note-4:note_value,note-4:note_type,relatedItem_project,projectURL,form-1:form_term.value,form-1:form_term.authority,form-1:form_term.uri,language-1:language_term.value,language-1:language_term.authority,language-1:language_term.uri,location-1:location_term.value,location-1:location_term.code,location-1:location_term.authority,location-1:location_term.uri,location-1:location_sublocation,location-1:location_shelf_location-1:location_shelf_location_free_text,location-1:location_shelf_location-1:location_shelf_location_box_number,location-1:location_shelf_location-1:location_shelf_location_folder_number,type_of_resource-1:type_of_resource_value,clio_identifier-1:clio_identifier_value,omeka_identifier-1:omeka_identifier_value,object_in_context_url-1:object_in_context_url_value,digital_origin-1:digital_origin_value,use_and_reproduction-1:use_and_reproduction_value,subject_topic-1:subject_topic_term.value,subject_topic-1:subject_topic_term.authority,subject_topic-1:subject_topic_term.uri,subject_topic-2:subject_topic_term.value,subject_topic-2:subject_topic_term.authority,subject_topic-2:subject_topic_term.uri,subject_name-1:subject_name_term.value,subject_name-1:subject_name_term.name_type,subject_name-1:subject_name_term.authority,subject_name-1:subject_name_term.uri,subject_geographic-1:subject_geographic_term.value,subject_geographic-1:subject_geographic_term.authority,subject_geographic-1:subject_geographic_term.uri,subject_hierarchical_geographic-1:subject_hierarchical_geographic_city_text_value,subject_hierarchical_geographic-1:subject_hierarchical_geographic_state_text_value,subject_hierarchical_geographic-1:subject_hierarchical_geographic_borough_text_value,subject_hierarchical_geographic-1:subject_hierarchical_geographic_street-1.subject_hierarchical_geographic_street_value,subject_hierarchical_geographic-1:subject_hierarchical_geographic_street-2.subject_hierarchical_geographic_street_value
constructionevolutionuts_mto_000,asset,constructionevolutionuts_mto,construction_evolution_uts,Union Theological Seminary C-7022. Dormitory,,,,,,,,,,,,,,,,,,,,,,,original filename: order1401880044.jpg,filename,,,,,,,,,,,,,,,,,,,,,omeka_9622,https://exhibitions.cul.columbia.edu/exhibits/show/uts/dorm,,,,,,,,,, ,,,,,,,,,,
constructionevolutionuts_mxm,item,,construction_evolution_uts,Broadway and 122nd St. C-6756,Union Theological Seminary Records,http://id.library.columbia.edu/term/3c9280a9-f59c-4f2c-91a1-25df006e749e,"Jallade, Louis E. (Louis Eugene), 1876-1957",personal,marcrelator,http://id.loc.gov/vocabulary/relators/ctb,Contributor,naf,http://id.loc.gov/authorities/names/no2004074552,"Andrew J. Robinson Co. Builders, NY",corporate,Photographer,marcrelator,http://id.loc.gov/vocabulary/relators/pht,,,1908-10-05,,,"October 5, 1908",,,,,Union Theological Seminary administrative offices transmit records at irregular intervals to the Burke Library Archives; appropriate records are also collected by library staff and donated from a variety of sources in the wider community.,ownership,Construction and Evolution of Union Theological Seminary Campus,http://www.columbia.edu/cgi-bin/cul/resolve?clio11612867,photographs,aat,http://vocab.getty.edu/aat/300046300,English,iso639-2,http://id.loc.gov/vocabulary/iso639-2/eng,"Burke Library at Union Theological Seminary, Columbia University",NyNyCBL,marcorg,http://id.loc.gov/authorities/names/n88074978,Union Theological Seminary Archives,Series 18: Photographs,Box 1,Folder 10B,still image,,,,reformatted digital,"Copyright for the majority of the collection is with Union Theological Seminary in the City of New York. Copyright of most photographs rest with the photographer [Andrew J. Robinson Co. Builders, NY]. It is the responsibility of the researcher to obtain copyright release and permissions for any proposed reproduction of images.",Building,fast,http://id.worldcat.org/fast/840551,,,,"Union Theological Seminary (New York, N.Y.)",corporate,naf,http://id.loc.gov/authorities/names/n79073878,"Morningside Heights (New York, N.Y.)",naf,http://id.loc.gov/authorities/names/n96068216,New York,New York,Manhattan,Broadway,122nd Street
constructionevolutionuts_mxm_000,asset,constructionevolutionuts_mxm,construction_evolution_uts,Broadway and 122nd St. C-6756,,,,,,,,,,,,,,,,,,,,,,,original filename: order1401880013.jpg,filename,,,,,,,,,,,,,,,,,,,,,omeka_9591,,,,,,,,,,, ,,,,,,,,,,
constructionevolutionuts_nfc,item,,construction_evolution_uts,Union Theological Seminary C-7076. Administration Bldg.,Union Theological Seminary Records,http://id.library.columbia.edu/term/3c9280a9-f59c-4f2c-91a1-25df006e749e,"Jallade, Louis E. (Louis Eugene), 1876-1957",personal,marcrelator,http://id.loc.gov/vocabulary/relators/ctb,Contributor,naf,http://id.loc.gov/authorities/names/no2004074552,"Andrew J. Robinson Co. Builders, NY",corporate,Photographer,marcrelator,http://id.loc.gov/vocabulary/relators/pht,,,1909-06-01,,,"June 1, 1909","Stamp in lower left hand corner: Louis E. Jallade, Architect and Engineer, 129 Lexington Ave., New York",,,,Union Theological Seminary administrative offices transmit records at irregular intervals to the Burke Library Archives; appropriate records are also collected by library staff and donated from a variety of sources in the wider community.,ownership,Construction and Evolution of Union Theological Seminary Campus,http://www.columbia.edu/cgi-bin/cul/resolve?clio11612867,photographs,aat,http://vocab.getty.edu/aat/300046300,English,iso639-2,http://id.loc.gov/vocabulary/iso639-2/eng,"Burke Library at Union Theological Seminary, Columbia University",NyNyCBL,marcorg,http://id.loc.gov/authorities/names/n88074978,Union Theological Seminary Archives,Series 18: Photographs,Box 1,Folder 19B,still image,,,,reformatted digital,"Copyright for the majority of the collection is with Union Theological Seminary in the City of New York. Copyright of most photographs rest with the photographer [Andrew J. Robinson Co. Builders, NY]. It is the responsibility of the researcher to obtain copyright release and permissions for any proposed reproduction of images.",Building,fast,http://id.worldcat.org/fast/840551,,,,"Union Theological Seminary (New York, N.Y.)",corporate,naf,http://id.loc.gov/authorities/names/n79073878,"Morningside Heights (New York, N.Y.)",naf,http://id.loc.gov/authorities/names/n96068216,,,,,
constructionevolutionuts_nfc_000,asset,constructionevolutionuts_nfc,construction_evolution_uts,Union Theological Seminary C-7076. Administration Bldg.,,,,,,,,,,,,,,,,,,,,,,,original filename: order1401880030.jpg,filename,,,,,,,,,,,,,,,,,,,,,omeka_9608,https://exhibitions.cul.columbia.edu/exhibits/show/uts,,,,,,,,,, ,,,,,,,,,,
constructionevolutionuts_ngj,item,,construction_evolution_uts,Union Theological Seminary C-6900. Library,Union Theological Seminary Records,http://id.library.columbia.edu/term/3c9280a9-f59c-4f2c-91a1-25df006e749e,"Jallade, Louis E. (Louis Eugene), 1876-1957",personal,marcrelator,http://id.loc.gov/vocabulary/relators/ctb,Contributor,naf,http://id.loc.gov/authorities/names/no2004074552,"Andrew J. Robinson Co. Builders, NY",corporate,Photographer,marcrelator,http://id.loc.gov/vocabulary/relators/pht,,,1909-01-02,,,"January 2, 1909",,,,,Union Theological Seminary administrative offices transmit records at irregular intervals to the Burke Library Archives; appropriate records are also collected by library staff and donated from a variety of sources in the wider community.,ownership,Construction and Evolution of Union Theological Seminary Campus,http://www.columbia.edu/cgi-bin/cul/resolve?clio11612867,photographs,aat,http://vocab.getty.edu/aat/300046300,English,iso639-2,http://id.loc.gov/vocabulary/iso639-2/eng,"Burke Library at Union Theological Seminary, Columbia University",NyNyCBL,marcorg,http://id.loc.gov/authorities/names/n88074978,Union Theological Seminary Archives,Series 18: Photographs,Box 2,Folder 34B,still image,,,,reformatted digital,"Copyright for the majority of the collection is with Union Theological Seminary in the City of New York. Copyright of most photographs rest with the photographer [Andrew J. Robinson Co. Builders, NY]. It is the responsibility of the researcher to obtain copyright release and permissions for any proposed reproduction of images.",Building,fast,http://id.worldcat.org/fast/840551,Academic libraries,fast,http://id.worldcat.org/fast/794997,"Union Theological Seminary (New York, N.Y.)",corporate,naf,http://id.loc.gov/authorities/names/n79073878,"Morningside Heights (New York, N.Y.)",naf,http://id.loc.gov/authorities/names/n96068216,,,,,
constructionevolutionuts_ngj_000,asset,constructionevolutionuts_ngj,construction_evolution_uts,Union Theological Seminary C-6900. Library,,,,,,,,,,,,,,,,,,,,,,,original filename: order1401880055.jpg,filename,,,,,,,,,,,,,,,,,,,,,omeka_9633,,,,,,,,,,, ,,,,,,,,,,
constructionevolutionuts_nyh,item,,construction_evolution_uts,Union Theological Seminary C-6900. Library,Union Theological Seminary Records,http://id.library.columbia.edu/term/3c9280a9-f59c-4f2c-91a1-25df006e749e,"Jallade, Louis E. (Louis Eugene), 1876-1957",personal,marcrelator,http://id.loc.gov/vocabulary/relators/ctb,Contributor,naf,http://id.loc.gov/authorities/names/no2004074552,"Andrew J. Robinson Co. Builders, NY",corporate,Photographer,marcrelator,http://id.loc.gov/vocabulary/relators/pht,,,1909-01-02,,,"January 2, 1909",,,,,Union Theological Seminary administrative offices transmit records at irregular intervals to the Burke Library Archives; appropriate records are also collected by library staff and donated from a variety of sources in the wider community.,ownership,Construction and Evolution of Union Theological Seminary Campus,http://www.columbia.edu/cgi-bin/cul/resolve?clio11612867,photographs,aat,http://vocab.getty.edu/aat/300046300,English,iso639-2,http://id.loc.gov/vocabulary/iso639-2/eng,"Burke Library at Union Theological Seminary, Columbia University",NyNyCBL,marcorg,http://id.loc.gov/authorities/names/n88074978,Union Theological Seminary Archives,Series 18: Photographs,Box 2,Folder 34A,still image,,,,reformatted digital,"Copyright for the majority of the collection is with Union Theological Seminary in the City of New York. Copyright of most photographs rest with the photographer [Andrew J. Robinson Co. Builders, NY]. It is the responsibility of the researcher to obtain copyright release and permissions for any proposed reproduction of images.",Building,fast,http://id.worldcat.org/fast/840551,Academic libraries,fast,http://id.worldcat.org/fast/794997,"Union Theological Seminary (New York, N.Y.)",corporate,naf,http://id.loc.gov/authorities/names/n79073878,"Morningside Heights (New York, N.Y.)",naf,http://id.loc.gov/authorities/names/n96068216,,,,,
constructionevolutionuts_nyh_000,asset,constructionevolutionuts_nyh,construction_evolution_uts,Union Theological Seminary C-6900. Library,,,,,,,,,,,,,,,,,,,,,,,original filename: order1401880054.jpg,filename,,,,,,,,,,,,,,,,,,,,,omeka_9632,https://exhibitions.cul.columbia.edu/exhibits/show/uts/library/libfoundation,,,,,,,,,, ,,,,,,,,,,
constructionevolutionuts_obp,item,,construction_evolution_uts,#3 Union Theological Seminary C-6849. Laying of the Cornerstone,Union Theological Seminary Records,http://id.library.columbia.edu/term/3c9280a9-f59c-4f2c-91a1-25df006e749e,"Jallade, Louis E. (Louis Eugene), 1876-1957",personal,marcrelator,http://id.loc.gov/vocabulary/relators/ctb,Contributor,naf,http://id.loc.gov/authorities/names/no2004074552,"Andrew J. Robinson Co. Builders, NY",corporate,Photographer,marcrelator,http://id.loc.gov/vocabulary/relators/pht,,,1908-11-17,,,"November 17, 1908",,,,,Union Theological Seminary administrative offices transmit records at irregular intervals to the Burke Library Archives; appropriate records are also collected by library staff and donated from a variety of sources in the wider community.,ownership,Construction and Evolution of Union Theological Seminary Campus,http://www.columbia.edu/cgi-bin/cul/resolve?clio11612867,photographs,aat,http://vocab.getty.edu/aat/300046300,English,iso639-2,http://id.loc.gov/vocabulary/iso639-2/eng,"Burke Library at Union Theological Seminary, Columbia University",NyNyCBL,marcorg,http://id.loc.gov/authorities/names/n88074978,Union Theological Seminary Archives,Series 18: Photographs,Box 1,Folder c,still image,,,,reformatted digital,"Copyright for the majority of the collection is with Union Theological Seminary in the City of New York. Copyright of most photographs rest with the photographer [Andrew J. Robinson Co. Builders, NY]. It is the responsibility of the researcher to obtain copyright release and permissions for any proposed reproduction of images.",Building,fast,http://id.worldcat.org/fast/840551,Cornerstone laying,fast,http://id.worldcat.org/fast/879435,"Union Theological Seminary (New York, N.Y.)",corporate,naf,http://id.loc.gov/authorities/names/n79073878,"Morningside Heights (New York, N.Y.)",naf,http://id.loc.gov/authorities/names/n96068216,,,,,
constructionevolutionuts_obp_000,asset,constructionevolutionuts_obp,construction_evolution_uts,#3 Union Theological Seminary C-6849. Laying of the Cornerstone,,,,,,,,,,,,,,,,,,,,,,,original filename: order1401880004.jpg,filename,,,,,,,,,,,,,,,,,,,,,omeka_9577,https://exhibitions.cul.columbia.edu/exhibits/show/uts/cornerstone,,,,,,,,,, ,,,,,,,,,,
constructionevolutionuts_oby,item,,construction_evolution_uts,Union Theological Seminary C-7120. Administration Bldg.,Union Theological Seminary Records,http://id.library.columbia.edu/term/3c9280a9-f59c-4f2c-91a1-25df006e749e,"Jallade, Louis E. (Louis Eugene), 1876-1957",personal,marcrelator,http://id.loc.gov/vocabulary/relators/ctb,Contributor,naf,http://id.loc.gov/authorities/names/no2004074552,"Andrew J. Robinson Co. Builders, NY",corporate,Photographer,marcrelator,http://id.loc.gov/vocabulary/relators/pht,,,1909-07-01,,,"July 1, 1909","Stamp in lower left hand corner: Louis E. Jallade, Architect and Engineer, 129 Lexington Ave., New York",,,,Union Theological Seminary administrative offices transmit records at irregular intervals to the Burke Library Archives; appropriate records are also collected by library staff and donated from a variety of sources in the wider community.,ownership,Construction and Evolution of Union Theological Seminary Campus,http://www.columbia.edu/cgi-bin/cul/resolve?clio11612867,photographs,aat,http://vocab.getty.edu/aat/300046300,English,iso639-2,http://id.loc.gov/vocabulary/iso639-2/eng,"Burke Library at Union Theological Seminary, Columbia University",NyNyCBL,marcorg,http://id.loc.gov/authorities/names/n88074978,Union Theological Seminary Archives,Series 18: Photographs,Box 1,Folder 20,still image,,,,reformatted digital,"Copyright for the majority of the collection is with Union Theological Seminary in the City of New York. Copyright of most photographs rest with the photographer [Andrew J. Robinson Co. Builders, NY]. It is the responsibility of the researcher to obtain copyright release and permissions for any proposed reproduction of images.",Building,fast,http://id.worldcat.org/fast/840551,,,,"Union Theological Seminary (New York, N.Y.)",corporate,naf,http://id.loc.gov/authorities/names/n79073878,"Morningside Heights (New York, N.Y.)",naf,http://id.loc.gov/authorities/names/n96068216,,,,,
constructionevolutionuts_oby_000,asset,constructionevolutionuts_oby,construction_evolution_uts,Union Theological Seminary C-7120. Administration Bldg.,,,,,,,,,,,,,,,,,,,,,,,original filename: order1401880031.jpg,filename,,,,,,,,,,,,,,,,,,,,,omeka_9609,https://exhibitions.cul.columbia.edu/exhibits/show/uts,,,,,,,,,, ,,,,,,,,,,
constructionevolutionuts_orf,item,,construction_evolution_uts,"Union Theological Seminary, Broadway and 121st St. C-6920. Library",Union Theological Seminary Records,http://id.library.columbia.edu/term/3c9280a9-f59c-4f2c-91a1-25df006e749e,"Jallade, Louis E. (Louis Eugene), 1876-1957",personal,marcrelator,http://id.loc.gov/vocabulary/relators/ctb,Contributor,naf,http://id.loc.gov/authorities/names/no2004074552,"Andrew J. Robinson Co. Builders, NY",corporate,Photographer,marcrelator,http://id.loc.gov/vocabulary/relators/pht,,,1909-02-01,,,"February 1, 1909",,,,,Union Theological Seminary administrative offices transmit records at irregular intervals to the Burke Library Archives; appropriate records are also collected by library staff and donated from a variety of sources in the wider community.,ownership,Construction and Evolution of Union Theological Seminary Campus,http://www.columbia.edu/cgi-bin/cul/resolve?clio11612867,photographs,aat,http://vocab.getty.edu/aat/300046300,English,iso639-2,http://id.loc.gov/vocabulary/iso639-2/eng,"Burke Library at Union Theological Seminary, Columbia University",NyNyCBL,marcorg,http://id.loc.gov/authorities/names/n88074978,Union Theological Seminary Archives,Series 18: Photographs,Box 2,Folder 35A,still image,,,,reformatted digital,"Copyright for the majority of the collection is with Union Theological Seminary in the City of New York. Copyright of most photographs rest with the photographer [Andrew J. Robinson Co. Builders, NY]. It is the responsibility of the researcher to obtain copyright release and permissions for any proposed reproduction of images.",Building,fast,http://id.worldcat.org/fast/840551,Academic libraries,fast,http://id.worldcat.org/fast/794997,"Union Theological Seminary (New York, N.Y.)",corporate,naf,http://id.loc.gov/authorities/names/n79073878,"Morningside Heights (New York, N.Y.)",naf,http://id.loc.gov/authorities/names/n96068216,New York,New York,Manhattan,Broadway,121st Street
constructionevolutionuts_orf_000,asset,constructionevolutionuts_orf,construction_evolution_uts,"Union Theological Seminary, Broadway and 121st St. C-6920. Library",,,,,,,,,,,,,,,,,,,,,,,original filename: order1401880056.jpg,filename,,,,,,,,,,,,,,,,,,,,,omeka_9634,,,,,,,,,,, ,,,,,,,,,,
constructionevolutionuts_ovc,item,,construction_evolution_uts,"Union Theological Seminary C-7047. View from Claremont Ave,",Union Theological Seminary Records,http://id.library.columbia.edu/term/3c9280a9-f59c-4f2c-91a1-25df006e749e,"Jallade, Louis E. (Louis Eugene), 1876-1957",personal,marcrelator,http://id.loc.gov/vocabulary/relators/ctb,Contributor,naf,http://id.loc.gov/authorities/names/no2004074552,"Andrew J. Robinson Co. Builders, NY",corporate,Photographer,marcrelator,http://id.loc.gov/vocabulary/relators/pht,,,1909-05-03,,,"May 3, 1909",,,,,Union Theological Seminary administrative offices transmit records at irregular intervals to the Burke Library Archives; appropriate records are also collected by library staff and donated from a variety of sources in the wider community.,ownership,Construction and Evolution of Union Theological Seminary Campus,http://www.columbia.edu/cgi-bin/cul/resolve?clio11612867,photographs,aat,http://vocab.getty.edu/aat/300046300,English,iso639-2,http://id.loc.gov/vocabulary/iso639-2/eng,"Burke Library at Union Theological Seminary, Columbia University",NyNyCBL,marcorg,http://id.loc.gov/authorities/names/n88074978,Union Theological Seminary Archives,Series 18: Photographs,Box 2,Folder 42A,still image,,,,reformatted digital,"Copyright for the majority of the collection is with Union Theological Seminary in the City of New York. Copyright of most photographs rest with the photographer [Andrew J. Robinson Co. Builders, NY]. It is the responsibility of the researcher to obtain copyright release and permissions for any proposed reproduction of images.",Building,fast,http://id.worldcat.org/fast/840551,,,,"Union Theological Seminary (New York, N.Y.)",corporate,naf,http://id.loc.gov/authorities/names/n79073878,"Morningside Heights (New York, N.Y.)",naf,http://id.loc.gov/authorities/names/n96068216,,,,,
constructionevolutionuts_ovc_000,asset,constructionevolutionuts_ovc,construction_evolution_uts,"Union Theological Seminary C-7047. View from Claremont Ave,",,,,,,,,,,,,,,,,,,,,,,,original filename: order1401880067.jpg,filename,,,,,,,,,,,,,,,,,,,,,omeka_9645,,,,,,,,,,, ,,,,,,,,,,
constructionevolutionuts_pms,item,,construction_evolution_uts,Broadway and 120th St. C-6743,Union Theological Seminary Records,http://id.library.columbia.edu/term/3c9280a9-f59c-4f2c-91a1-25df006e749e,"Jallade, Louis E. (Louis Eugene), 1876-1957",personal,marcrelator,http://id.loc.gov/vocabulary/relators/ctb,Contributor,naf,http://id.loc.gov/authorities/names/no2004074552,"Andrew J. Robinson Co. Builders, NY",corporate,Photographer,marcrelator,http://id.loc.gov/vocabulary/relators/pht,,,1908-09-21,,,"September 21, 1908",,,,,Union Theological Seminary administrative offices transmit records at irregular intervals to the Burke Library Archives; appropriate records are also collected by library staff and donated from a variety of sources in the wider community.,ownership,Construction and Evolution of Union Theological Seminary Campus,http://www.columbia.edu/cgi-bin/cul/resolve?clio11612867,photographs,aat,http://vocab.getty.edu/aat/300046300,English,iso639-2,http://id.loc.gov/vocabulary/iso639-2/eng,"Burke Library at Union Theological Seminary, Columbia University",NyNyCBL,marcorg,http://id.loc.gov/authorities/names/n88074978,Union Theological Seminary Archives,Series 18: Photographs,Box 1,Folder 6B,still image,,,,reformatted digital,"Copyright for the majority of the collection is with Union Theological Seminary in the City of New York. Copyright of most photographs rest with the photographer [Andrew J. Robinson Co. Builders, NY]. It is the responsibility of the researcher to obtain copyright release and permissions for any proposed reproduction of images.",Building,fast,http://id.worldcat.org/fast/840551,,,,"Union Theological Seminary (New York, N.Y.)",corporate,naf,http://id.loc.gov/authorities/names/n79073878,"Morningside Heights (New York, N.Y.)",naf,http://id.loc.gov/authorities/names/n96068216,New York,New York,Manhattan,Broadway,120th Street
constructionevolutionuts_pms_000,asset,constructionevolutionuts_pms,construction_evolution_uts,Broadway and 120th St. C-6743,,,,,,,,,,,,,,,,,,,,,,,original filename: order1401880006.jpg,filename,,,,,,,,,,,,,,,,,,,,,omeka_9584,https://exhibitions.cul.columbia.edu/exhibits/show/uts/foundation,,,,,,,,,, ,,,,,,,,,,
constructionevolutionuts_pnv,item,,construction_evolution_uts,"Union Theological Seminary C-7047. View from Claremont Ave,",Union Theological Seminary Records,http://id.library.columbia.edu/term/3c9280a9-f59c-4f2c-91a1-25df006e749e,"Jallade, Louis E. (Louis Eugene), 1876-1957",personal,marcrelator,http://id.loc.gov/vocabulary/relators/ctb,Contributor,naf,http://id.loc.gov/authorities/names/no2004074552,"Andrew J. Robinson Co. Builders, NY",corporate,Photographer,marcrelator,http://id.loc.gov/vocabulary/relators/pht,,,1909-05-03,,,"May 3, 1909","Stamp in lower left hand corner: Louis E. Jallade, Architect and Engineer, 129 Lexington Ave., New York",,,,Union Theological Seminary administrative offices transmit records at irregular intervals to the Burke Library Archives; appropriate records are also collected by library staff and donated from a variety of sources in the wider community.,ownership,Construction and Evolution of Union Theological Seminary Campus,http://www.columbia.edu/cgi-bin/cul/resolve?clio11612867,photographs,aat,http://vocab.getty.edu/aat/300046300,English,iso639-2,http://id.loc.gov/vocabulary/iso639-2/eng,"Burke Library at Union Theological Seminary, Columbia University",NyNyCBL,marcorg,http://id.loc.gov/authorities/names/n88074978,Union Theological Seminary Archives,Series 18: Photographs,Box 2,Folder 42B,still image,,,,reformatted digital,"Copyright for the majority of the collection is with Union Theological Seminary in the City of New York. Copyright of most photographs rest with the photographer [Andrew J. Robinson Co. Builders, NY]. It is the responsibility of the researcher to obtain copyright release and permissions for any proposed reproduction of images.",Building,fast,http://id.worldcat.org/fast/840551,,,,"Union Theological Seminary (New York, N.Y.)",corporate,naf,http://id.loc.gov/authorities/names/n79073878,"Morningside Heights (New York, N.Y.)",naf,http://id.loc.gov/authorities/names/n96068216,,,,,
constructionevolutionuts_pnv_000,asset,constructionevolutionuts_pnv,construction_evolution_uts,"Union Theological Seminary C-7047. View from Claremont Ave,",,,,,,,,,,,,,,,,,,,,,,,original filename: order1401880068.jpg,filename,,,,,,,,,,,,,,,,,,,,,omeka_9646,https://exhibitions.cul.columbia.edu/exhibits/show/uts/professors,,,,,,,,,, ,,,,,,,,,,
constructionevolutionuts_psj,item,,construction_evolution_uts,Union Theological Seminary C-7016. Library,Union Theological Seminary Records,http://id.library.columbia.edu/term/3c9280a9-f59c-4f2c-91a1-25df006e749e,"Jallade, Louis E. (Louis Eugene), 1876-1957",personal,marcrelator,http://id.loc.gov/vocabulary/relators/ctb,Contributor,naf,http://id.loc.gov/authorities/names/no2004074552,"Andrew J. Robinson Co. Builders, NY",corporate,Photographer,marcrelator,http://id.loc.gov/vocabulary/relators/pht,,,1909-04-01,,,"April 1, 1909",,,,,Union Theological Seminary administrative offices transmit records at irregular intervals to the Burke Library Archives; appropriate records are also collected by library staff and donated from a variety of sources in the wider community.,ownership,Construction and Evolution of Union Theological Seminary Campus,http://www.columbia.edu/cgi-bin/cul/resolve?clio11612867,photographs,aat,http://vocab.getty.edu/aat/300046300,English,iso639-2,http://id.loc.gov/vocabulary/iso639-2/eng,"Burke Library at Union Theological Seminary, Columbia University",NyNyCBL,marcorg,http://id.loc.gov/authorities/names/n88074978,Union Theological Seminary Archives,Series 18: Photographs,Box 2,Folder 37A,still image,,,,reformatted digital,"Copyright for the majority of the collection is with Union Theological Seminary in the City of New York. Copyright of most photographs rest with the photographer [Andrew J. Robinson Co. Builders, NY]. It is the responsibility of the researcher to obtain copyright release and permissions for any proposed reproduction of images.",Building,fast,http://id.worldcat.org/fast/840551,Academic libraries,fast,http://id.worldcat.org/fast/794997,"Union Theological Seminary (New York, N.Y.)",corporate,naf,http://id.loc.gov/authorities/names/n79073878,"Morningside Heights (New York, N.Y.)",naf,http://id.loc.gov/authorities/names/n96068216,,,,,
constructionevolutionuts_psj_000,asset,constructionevolutionuts_psj,construction_evolution_uts,Union Theological Seminary C-7016. Library,,,,,,,,,,,,,,,,,,,,,,,original filename: order1401880060.jpg,filename,,,,,,,,,,,,,,,,,,,,,omeka_9638,,,,,,,,,,, ,,,,,,,,,,
constructionevolutionuts_pum,item,,construction_evolution_uts,Union Theological Seminary C.6868. Dormitory (looking west),Union Theological Seminary Records,http://id.library.columbia.edu/term/3c9280a9-f59c-4f2c-91a1-25df006e749e,"Jallade, Louis E. (Louis Eugene), 1876-1957",personal,marcrelator,http://id.loc.gov/vocabulary/relators/ctb,Contributor,naf,http://id.loc.gov/authorities/names/no2004074552,"Andrew J. Robinson Co. Builders, NY",corporate,Photographer,marcrelator,http://id.loc.gov/vocabulary/relators/pht,,,1908-12-01,,,"December 1, 1908",,,,,Union Theological Seminary administrative offices transmit records at irregular intervals to the Burke Library Archives; appropriate records are also collected by library staff and donated from a variety of sources in the wider community.,ownership,Construction and Evolution of Union Theological Seminary Campus,http://www.columbia.edu/cgi-bin/cul/resolve?clio11612867,photographs,aat,http://vocab.getty.edu/aat/300046300,English,iso639-2,http://id.loc.gov/vocabulary/iso639-2/eng,"Burke Library at Union Theological Seminary, Columbia University",NyNyCBL,marcorg,http://id.loc.gov/authorities/names/n88074978,Union Theological Seminary Archives,Series 18: Photographs,Box 2,Folder 24B,still image,,,,reformatted digital,"Copyright for the majority of the collection is with Union Theological Seminary in the City of New York. Copyright of most photographs rest with the photographer [Andrew J. Robinson Co. Builders, NY]. It is the responsibility of the researcher to obtain copyright release and permissions for any proposed reproduction of images.",Building,fast,http://id.worldcat.org/fast/840551,,,,"Union Theological Seminary (New York, N.Y.)",corporate,naf,http://id.loc.gov/authorities/names/n79073878,"Morningside Heights (New York, N.Y.)",naf,http://id.loc.gov/authorities/names/n96068216,,,,,
constructionevolutionuts_pum_000,asset,constructionevolutionuts_pum,construction_evolution_uts,Union Theological Seminary C.6868. Dormitory (looking west),,,,,,,,,,,,,,,,,,,,,,,original filename: order1401880037.jpg,filename,,,,,,,,,,,,,,,,,,,,,omeka_9615,,,,,,,,,,, ,,,,,,,,,,
constructionevolutionuts_pwx,item,,construction_evolution_uts,Union Theological Seminary C-7074. Dormitory,Union Theological Seminary Records,http://id.library.columbia.edu/term/3c9280a9-f59c-4f2c-91a1-25df006e749e,"Jallade, Louis E. (Louis Eugene), 1876-1957",personal,marcrelator,http://id.loc.gov/vocabulary/relators/ctb,Contributor,naf,http://id.loc.gov/authorities/names/no2004074552,"Andrew J. Robinson Co. Builders, NY",corporate,Photographer,marcrelator,http://id.loc.gov/vocabulary/relators/pht,,,1909-06-01,,,"June 1, 1909","Stamp in lower left hand corner: Louis E. Jallade, Architect and Engineer, 129 Lexington Ave., New York",,,,Union Theological Seminary administrative offices transmit records at irregular intervals to the Burke Library Archives; appropriate records are also collected by library staff and donated from a variety of sources in the wider community.,ownership,Construction and Evolution of Union Theological Seminary Campus,http://www.columbia.edu/cgi-bin/cul/resolve?clio11612867,photographs,aat,http://vocab.getty.edu/aat/300046300,English,iso639-2,http://id.loc.gov/vocabulary/iso639-2/eng,"Burke Library at Union Theological Seminary, Columbia University",NyNyCBL,marcorg,http://id.loc.gov/authorities/names/n88074978,Union Theological Seminary Archives,Series 18: Photographs,Box 2,Folder 30B,still image,,,,reformatted digital,"Copyright for the majority of the collection is with Union Theological Seminary in the City of New York. Copyright of most photographs rest with the photographer [Andrew J. Robinson Co. Builders, NY]. It is the responsibility of the researcher to obtain copyright release and permissions for any proposed reproduction of images.",Building,fast,http://id.worldcat.org/fast/840551,,,,"Union Theological Seminary (New York, N.Y.)",corporate,naf,http://id.loc.gov/authorities/names/n79073878,"Morningside Heights (New York, N.Y.)",naf,http://id.loc.gov/authorities/names/n96068216,,,,,
