identifier_omeka,item - public,item - featured,keyDate_start,form,relatedItem_collection,sublocation,shelfLocator,digitalOrigin,physicalLocation,languageOfCataloging,note,dateQualifier,subject_topic,subject_topic 1,subject_topic 2,subject_topic 3,name,name 1,name 2,dateCreated,title,accessCondition,	identifier_clio,note_ownership,note_filename,	typeOfResource,	relatedItem_Project,	location_url_ObjectInContext
9605,1,0,1909-05-03,photographs,"Union Theological Seminary Records, series 18: Photographs",Union Theological Seminary Archives,"Box 1, Folder 18A",reformatted digital,"Burke Library at Union Theological Seminary, Columbia University",eng,,,"Union Theological Seminary (New York, N.Y.)|Buildings|New York (N.Y.)","Union Theological Seminary (New York, N.Y.)",Buildings,New York (N.Y.),"Andrew J. Robinson Co. Builders, NY|Jallade, Louis E. (Louis Eugene), 1876-1957","Andrew J. Robinson Co. Builders, NY","Jallade, Louis E. (Louis Eugene), 1876-1957","May 3, 1909",Union Theological Seminary C-7046. Administration Bldg.,"Copyright for the majority of the collection is with Union Theological Seminary in the City of New York. Copyright of most photographs rest with the photographer [Andrew J. Robinson Co. Builders, NY]. It is the responsibility of the researcher to obtain copyright release and permissions for any proposed reproduction of images.",CLIO_4492510,Union Theological Seminary administrative offices transmit records at irregular intervals to the Burke Library Archives; appropriate records are also collected by library staff and donated from a variety of sources in the wider community.,http://ldpd.cul.columbia.edu/burke_buildings/order1401880027.jpg,Still Image,Construction and Evolution of Union Theological Seminary Campus,
9604,1,0,1909-04-01,photographs,"Union Theological Seminary Records, series 18: Photographs",Union Theological Seminary Archives,"Box 1, Folder 17B",reformatted digital,"Burke Library at Union Theological Seminary, Columbia University",eng,"Stamp in lower left hand corner: Louis E. Jallade, Architect and Engineer, 129 Lexington Ave., New York",,"Union Theological Seminary (New York, N.Y.)|Buildings|New York (N.Y.)","Union Theological Seminary (New York, N.Y.)",Buildings,New York (N.Y.),"Andrew J. Robinson Co. Builders, NY|Jallade, Louis E. (Louis Eugene), 1876-1957","Andrew J. Robinson Co. Builders, NY","Jallade, Louis E. (Louis Eugene), 1876-1957","Apr 1, 1909",Union Theological Seminary C-7023. Administration Bldg.,"Copyright for the majority of the collection is with Union Theological Seminary in the City of New York. Copyright of most photographs rest with the photographer [Andrew J. Robinson Co. Builders, NY]. It is the responsibility of the researcher to obtain copyright release and permissions for any proposed reproduction of images.",CLIO_4492510,Union Theological Seminary administrative offices transmit records at irregular intervals to the Burke Library Archives; appropriate records are also collected by library staff and donated from a variety of sources in the wider community.,http://ldpd.cul.columbia.edu/burke_buildings/order1401880026.jpg,Still Image,Construction and Evolution of Union Theological Seminary Campus,
9603,1,0,1909-04-01,photographs,"Union Theological Seminary Records, series 18: Photographs",Union Theological Seminary Archives,"Box 1, Folder 17A",reformatted digital,"Burke Library at Union Theological Seminary, Columbia University",eng,,,"Union Theological Seminary (New York, N.Y.)|Buildings|New York (N.Y.)","Union Theological Seminary (New York, N.Y.)",Buildings,New York (N.Y.),"Andrew J. Robinson Co. Builders, NY|Jallade, Louis E. (Louis Eugene), 1876-1957","Andrew J. Robinson Co. Builders, NY","Jallade, Louis E. (Louis Eugene), 1876-1957","Apr 1, 1909",Union Theological Seminary C-7023. Administration Bldg.,"Copyright for the majority of the collection is with Union Theological Seminary in the City of New York. Copyright of most photographs rest with the photographer [Andrew J. Robinson Co. Builders, NY]. It is the responsibility of the researcher to obtain copyright release and permissions for any proposed reproduction of images.",CLIO_4492510,Union Theological Seminary administrative offices transmit records at irregular intervals to the Burke Library Archives; appropriate records are also collected by library staff and donated from a variety of sources in the wider community.,http://ldpd.cul.columbia.edu/burke_buildings/order1401880025.jpg,Still Image,Construction and Evolution of Union Theological Seminary Campus,https://exhibitions.cul.columbia.edu/exhibits/show/uts
9602,1,0,1909-03-01,photographs,"Union Theological Seminary Records, series 18: Photographs",Union Theological Seminary Archives,"Box 1, Folder 16B",reformatted digital,"Burke Library at Union Theological Seminary, Columbia University",eng,"Stamp in lower left hand corner: Louis E. Jallade, Architect and Engineer, 129 Lexington Ave., New York",,"Union Theological Seminary (New York, N.Y.)|Buildings|New York (N.Y.)","Union Theological Seminary (New York, N.Y.)",Buildings,New York (N.Y.),"Andrew J. Robinson Co. Builders, NY|Jallade, Louis E. (Louis Eugene), 1876-1957","Andrew J. Robinson Co. Builders, NY","Jallade, Louis E. (Louis Eugene), 1876-1957","Mar 1, 1909",Union Theological Seminary C-6970. Administration Bldg.,"Copyright for the majority of the collection is with Union Theological Seminary in the City of New York. Copyright of most photographs rest with the photographer [Andrew J. Robinson Co. Builders, NY]. It is the responsibility of the researcher to obtain copyright release and permissions for any proposed reproduction of images.",CLIO_4492510,Union Theological Seminary administrative offices transmit records at irregular intervals to the Burke Library Archives; appropriate records are also collected by library staff and donated from a variety of sources in the wider community.,http://ldpd.cul.columbia.edu/burke_buildings/order1401880024.jpg,Still Image,Construction and Evolution of Union Theological Seminary Campus,
9601,1,0,1909-03-01,photographs,"Union Theological Seminary Records, series 18: Photographs",Union Theological Seminary Archives,"Box 1, Folder 16A",reformatted digital,"Burke Library at Union Theological Seminary, Columbia University",eng,,,"Union Theological Seminary (New York, N.Y.)|Buildings|New York (N.Y.)","Union Theological Seminary (New York, N.Y.)",Buildings,New York (N.Y.),"Andrew J. Robinson Co. Builders, NY|Jallade, Louis E. (Louis Eugene), 1876-1957","Andrew J. Robinson Co. Builders, NY","Jallade, Louis E. (Louis Eugene), 1876-1957","Mar 1, 1909",Union Theological Seminary C-6970. Administration Bldg.,"Copyright for the majority of the collection is with Union Theological Seminary in the City of New York. Copyright of most photographs rest with the photographer [Andrew J. Robinson Co. Builders, NY]. It is the responsibility of the researcher to obtain copyright release and permissions for any proposed reproduction of images.",CLIO_4492510,Union Theological Seminary administrative offices transmit records at irregular intervals to the Burke Library Archives; appropriate records are also collected by library staff and donated from a variety of sources in the wider community.,http://ldpd.cul.columbia.edu/burke_buildings/order1401880023.jpg,Still Image,Construction and Evolution of Union Theological Seminary Campus,https://exhibitions.cul.columbia.edu/exhibits/show/uts
9600,1,0,1909-02-01,photographs,"Union Theological Seminary Records, series 18: Photographs",Union Theological Seminary Archives,"Box 1, Folder 15B",reformatted digital,"Burke Library at Union Theological Seminary, Columbia University",eng,"Stamp in lower left hand corner: Louis E. Jallade, Architect and Engineer, 129 Lexington Ave., New York",,"Union Theological Seminary (New York, N.Y.)|Buildings|New York (N.Y.)","Union Theological Seminary (New York, N.Y.)",Buildings,New York (N.Y.),"Andrew J. Robinson Co. Builders, NY|Jallade, Louis E. (Louis Eugene), 1876-1957","Andrew J. Robinson Co. Builders, NY","Jallade, Louis E. (Louis Eugene), 1876-1957","Feb 1, 1909","Union Theological Seminary, Broadway and 120th St. C-6919. Administration Bldg.","Copyright for the majority of the collection is with Union Theological Seminary in the City of New York. Copyright of most photographs rest with the photographer [Andrew J. Robinson Co. Builders, NY]. It is the responsibility of the researcher to obtain copyright release and permissions for any proposed reproduction of images.",CLIO_4492510,Union Theological Seminary administrative offices transmit records at irregular intervals to the Burke Library Archives; appropriate records are also collected by library staff and donated from a variety of sources in the wider community.,http://ldpd.cul.columbia.edu/burke_buildings/order1401880022.jpg,Still Image,Construction and Evolution of Union Theological Seminary Campus,
9599,1,0,1909-02-01,photographs,"Union Theological Seminary Records, series 18: Photographs",Union Theological Seminary Archives,"Box 1, Folder 15A",reformatted digital,"Burke Library at Union Theological Seminary, Columbia University",eng,,,"Union Theological Seminary (New York, N.Y.)|Buildings|New York (N.Y.)","Union Theological Seminary (New York, N.Y.)",Buildings,New York (N.Y.),"Andrew J. Robinson Co. Builders, NY|Jallade, Louis E. (Louis Eugene), 1876-1957","Andrew J. Robinson Co. Builders, NY","Jallade, Louis E. (Louis Eugene), 1876-1957","Feb 1, 1909","Union Theological Seminary, Broadway and 120th St. C-6919. Administration Bldg.","Copyright for the majority of the collection is with Union Theological Seminary in the City of New York. Copyright of most photographs rest with the photographer [Andrew J. Robinson Co. Builders, NY]. It is the responsibility of the researcher to obtain copyright release and permissions for any proposed reproduction of images.",CLIO_4492510,Union Theological Seminary administrative offices transmit records at irregular intervals to the Burke Library Archives; appropriate records are also collected by library staff and donated from a variety of sources in the wider community.,http://ldpd.cul.columbia.edu/burke_buildings/order1401880021.jpg,Still Image,Construction and Evolution of Union Theological Seminary Campus,https://exhibitions.cul.columbia.edu/exhibits/show/uts
9598,1,0,1909-01-02,photographs,"Union Theological Seminary Records, series 18: Photographs",Union Theological Seminary Archives,"Box 1, Folder 14B",reformatted digital,"Burke Library at Union Theological Seminary, Columbia University",eng,,,"Union Theological Seminary (New York, N.Y.)|Buildings|New York (N.Y.)","Union Theological Seminary (New York, N.Y.)",Buildings,New York (N.Y.),"Andrew J. Robinson Co. Builders, NY|Jallade, Louis E. (Louis Eugene), 1876-1957","Andrew J. Robinson Co. Builders, NY","Jallade, Louis E. (Louis Eugene), 1876-1957","Jan 2, 1909",Union Theological Seminary C-6899. Administration Bldg.,"Copyright for the majority of the collection is with Union Theological Seminary in the City of New York. Copyright of most photographs rest with the photographer [Andrew J. Robinson Co. Builders, NY]. It is the responsibility of the researcher to obtain copyright release and permissions for any proposed reproduction of images.",CLIO_4492510,Union Theological Seminary administrative offices transmit records at irregular intervals to the Burke Library Archives; appropriate records are also collected by library staff and donated from a variety of sources in the wider community.,http://ldpd.cul.columbia.edu/burke_buildings/order1401880020.jpg,Still Image,Construction and Evolution of Union Theological Seminary Campus,https://exhibitions.cul.columbia.edu/exhibits/show/uts
9597,1,0,1909-01-02,photographs,"Union Theological Seminary Records, series 18: Photographs",Union Theological Seminary Archives,"Box 1, Folder 14A",reformatted digital,"Burke Library at Union Theological Seminary, Columbia University",eng,,,"Union Theological Seminary (New York, N.Y.)|Buildings|New York (N.Y.)","Union Theological Seminary (New York, N.Y.)",Buildings,New York (N.Y.),"Andrew J. Robinson Co. Builders, NY|Jallade, Louis E. (Louis Eugene), 1876-1957","Andrew J. Robinson Co. Builders, NY","Jallade, Louis E. (Louis Eugene), 1876-1957","Jan 2, 1909",Union Theological Seminary C-6899. Administration Bldg.,"Copyright for the majority of the collection is with Union Theological Seminary in the City of New York. Copyright of most photographs rest with the photographer [Andrew J. Robinson Co. Builders, NY]. It is the responsibility of the researcher to obtain copyright release and permissions for any proposed reproduction of images.",CLIO_4492510,Union Theological Seminary administrative offices transmit records at irregular intervals to the Burke Library Archives; appropriate records are also collected by library staff and donated from a variety of sources in the wider community.,http://ldpd.cul.columbia.edu/burke_buildings/order1401880019.jpg,Still Image,Construction and Evolution of Union Theological Seminary Campus,
9596,1,0,1908-12-01,photographs,"Union Theological Seminary Records, series 18: Photographs",Union Theological Seminary Archives,"Box 1, Folder 13B",reformatted digital,"Burke Library at Union Theological Seminary, Columbia University",eng,,,"Union Theological Seminary (New York, N.Y.)|Buildings|New York (N.Y.)","Union Theological Seminary (New York, N.Y.)",Buildings,New York (N.Y.),"Andrew J. Robinson Co. Builders, NY|Jallade, Louis E. (Louis Eugene), 1876-1957","Andrew J. Robinson Co. Builders, NY","Jallade, Louis E. (Louis Eugene), 1876-1957","Dec 1, 1908",Union Theological Seminary C-6866. Adminstration Bldg. (from 120th),"Copyright for the majority of the collection is with Union Theological Seminary in the City of New York. Copyright of most photographs rest with the photographer [Andrew J. Robinson Co. Builders, NY]. It is the responsibility of the researcher to obtain copyright release and permissions for any proposed reproduction of images.",CLIO_4492510,Union Theological Seminary administrative offices transmit records at irregular intervals to the Burke Library Archives; appropriate records are also collected by library staff and donated from a variety of sources in the wider community.,http://ldpd.cul.columbia.edu/burke_buildings/order1401880018.jpg,Still Image,Construction and Evolution of Union Theological Seminary Campus,https://exhibitions.cul.columbia.edu/exhibits/show/uts
9595,1,0,1908-12-01,photographs,"Union Theological Seminary Records, series 18: Photographs",Union Theological Seminary Archives,"Box 1, Folder 13A",reformatted digital,"Burke Library at Union Theological Seminary, Columbia University",eng,,,"Union Theological Seminary (New York, N.Y.)|Buildings|New York (N.Y.)","Union Theological Seminary (New York, N.Y.)",Buildings,New York (N.Y.),"Andrew J. Robinson Co. Builders, NY|Jallade, Louis E. (Louis Eugene), 1876-1957","Andrew J. Robinson Co. Builders, NY","Jallade, Louis E. (Louis Eugene), 1876-1957","Dec 1, 1908",Union Theological Seminary C-6866. Adminstration Bldg. (from 120th),"Copyright for the majority of the collection is with Union Theological Seminary in the City of New York. Copyright of most photographs rest with the photographer [Andrew J. Robinson Co. Builders, NY]. It is the responsibility of the researcher to obtain copyright release and permissions for any proposed reproduction of images.",CLIO_4492510,Union Theological Seminary administrative offices transmit records at irregular intervals to the Burke Library Archives; appropriate records are also collected by library staff and donated from a variety of sources in the wider community.,http://ldpd.cul.columbia.edu/burke_buildings/order1401880017.jpg,Still Image,Construction and Evolution of Union Theological Seminary Campus,
9594,1,0,1908-11-04,photographs,"Union Theological Seminary Records, series 18: Photographs",Union Theological Seminary Archives,"Box 1, Folder 12B",reformatted digital,"Burke Library at Union Theological Seminary, Columbia University",eng,,,"Union Theological Seminary (New York, N.Y.)|Buildings|New York (N.Y.)","Union Theological Seminary (New York, N.Y.)",Buildings,New York (N.Y.),"Andrew J. Robinson Co. Builders, NY|Jallade, Louis E. (Louis Eugene), 1876-1957","Andrew J. Robinson Co. Builders, NY","Jallade, Louis E. (Louis Eugene), 1876-1957","Nov 4, 1908",Union Theological Seminary C-6818. 120th St. and Broadway. Administration Bldg. (Looking west toward Claremont Ave),"Copyright for the majority of the collection is with Union Theological Seminary in the City of New York. Copyright of most photographs rest with the photographer [Andrew J. Robinson Co. Builders, NY]. It is the responsibility of the researcher to obtain copyright release and permissions for any proposed reproduction of images.",CLIO_4492510,Union Theological Seminary administrative offices transmit records at irregular intervals to the Burke Library Archives; appropriate records are also collected by library staff and donated from a variety of sources in the wider community.,http://ldpd.cul.columbia.edu/burke_buildings/order1401880016.jpg,Still Image,Construction and Evolution of Union Theological Seminary Campus,https://exhibitions.cul.columbia.edu/exhibits/show/uts
9593,1,0,1908-11-04,photographs,"Union Theological Seminary Records, series 18: Photographs",Union Theological Seminary Archives,"Box 1, Folder 12A",reformatted digital,"Burke Library at Union Theological Seminary, Columbia University",eng,,,"Union Theological Seminary (New York, N.Y.)|Buildings|New York (N.Y.)","Union Theological Seminary (New York, N.Y.)",Buildings,New York (N.Y.),"Andrew J. Robinson Co. Builders, NY|Jallade, Louis E. (Louis Eugene), 1876-1957","Andrew J. Robinson Co. Builders, NY","Jallade, Louis E. (Louis Eugene), 1876-1957","Nov 4, 1908",Union Theological Seminary C-6818. 120th St. and Broadway. Administration Bldg. (Looking west toward Claremont Ave),"Copyright for the majority of the collection is with Union Theological Seminary in the City of New York. Copyright of most photographs rest with the photographer [Andrew J. Robinson Co. Builders, NY]. It is the responsibility of the researcher to obtain copyright release and permissions for any proposed reproduction of images.",CLIO_4492510,Union Theological Seminary administrative offices transmit records at irregular intervals to the Burke Library Archives; appropriate records are also collected by library staff and donated from a variety of sources in the wider community.,http://ldpd.cul.columbia.edu/burke_buildings/order1401880015.jpg,Still Image,Construction and Evolution of Union Theological Seminary Campus,
9592,1,0,1908-10-20,photographs,"Union Theological Seminary Records, series 18: Photographs",Union Theological Seminary Archives,"Box 1, Folder 11",reformatted digital,"Burke Library at Union Theological Seminary, Columbia University",eng,,,"Union Theological Seminary (New York, N.Y.)|Buildings|New York (N.Y.)","Union Theological Seminary (New York, N.Y.)",Buildings,New York (N.Y.),"Andrew J. Robinson Co. Builders, NY|Jallade, Louis E. (Louis Eugene), 1876-1957","Andrew J. Robinson Co. Builders, NY","Jallade, Louis E. (Louis Eugene), 1876-1957","Oct 20, 1908",Broadway and 122nd St. C-6796,"Copyright for the majority of the collection is with Union Theological Seminary in the City of New York. Copyright of most photographs rest with the photographer [Andrew J. Robinson Co. Builders, NY]. It is the responsibility of the researcher to obtain copyright release and permissions for any proposed reproduction of images.",CLIO_4492510,Union Theological Seminary administrative offices transmit records at irregular intervals to the Burke Library Archives; appropriate records are also collected by library staff and donated from a variety of sources in the wider community.,http://ldpd.cul.columbia.edu/burke_buildings/order1401880014.jpg,Still Image,Construction and Evolution of Union Theological Seminary Campus,https://exhibitions.cul.columbia.edu/exhibits/show/uts/foundation
9591,1,0,1908-10-05,photographs,"Union Theological Seminary Records, series 18: Photographs",Union Theological Seminary Archives,"Box 1, Folder 10B",reformatted digital,"Burke Library at Union Theological Seminary, Columbia University",eng,,,"Union Theological Seminary (New York, N.Y.)|Buildings|New York (N.Y.)","Union Theological Seminary (New York, N.Y.)",Buildings,New York (N.Y.),"Andrew J. Robinson Co. Builders, NY|Jallade, Louis E. (Louis Eugene), 1876-1957","Andrew J. Robinson Co. Builders, NY","Jallade, Louis E. (Louis Eugene), 1876-1957","Oct 5, 1908",Broadway and 122nd St. C-6756,"Copyright for the majority of the collection is with Union Theological Seminary in the City of New York. Copyright of most photographs rest with the photographer [Andrew J. Robinson Co. Builders, NY]. It is the responsibility of the researcher to obtain copyright release and permissions for any proposed reproduction of images.",CLIO_4492510,Union Theological Seminary administrative offices transmit records at irregular intervals to the Burke Library Archives; appropriate records are also collected by library staff and donated from a variety of sources in the wider community.,http://ldpd.cul.columbia.edu/burke_buildings/order1401880013.jpg,Still Image,Construction and Evolution of Union Theological Seminary Campus,
9590,1,0,1908-10-05,photographs,"Union Theological Seminary Records, series 18: Photographs",Union Theological Seminary Archives,"Box 1, Folder 10A",reformatted digital,"Burke Library at Union Theological Seminary, Columbia University",eng,,,"Union Theological Seminary (New York, N.Y.)|Buildings|New York (N.Y.)","Union Theological Seminary (New York, N.Y.)",Buildings,New York (N.Y.),"Andrew J. Robinson Co. Builders, NY|Jallade, Louis E. (Louis Eugene), 1876-1957","Andrew J. Robinson Co. Builders, NY","Jallade, Louis E. (Louis Eugene), 1876-1957","Oct 5, 1908",Broadway and 122nd St. C-6756,"Copyright for the majority of the collection is with Union Theological Seminary in the City of New York. Copyright of most photographs rest with the photographer [Andrew J. Robinson Co. Builders, NY]. It is the responsibility of the researcher to obtain copyright release and permissions for any proposed reproduction of images.",CLIO_4492510,Union Theological Seminary administrative offices transmit records at irregular intervals to the Burke Library Archives; appropriate records are also collected by library staff and donated from a variety of sources in the wider community.,http://ldpd.cul.columbia.edu/burke_buildings/order1401880012.jpg,Still Image,Construction and Evolution of Union Theological Seminary Campus,https://exhibitions.cul.columbia.edu/exhibits/show/uts/foundation
9589,1,0,1908-09-21,photographs,"Union Theological Seminary Records, series 18: Photographs",Union Theological Seminary Archives,"Box 1, Folder 9B",reformatted digital,"Burke Library at Union Theological Seminary, Columbia University",eng,,,"Union Theological Seminary (New York, N.Y.)|Buildings|New York (N.Y.)","Union Theological Seminary (New York, N.Y.)",Buildings,New York (N.Y.),"Andrew J. Robinson Co. Builders, NY|Jallade, Louis E. (Louis Eugene), 1876-1957","Andrew J. Robinson Co. Builders, NY","Jallade, Louis E. (Louis Eugene), 1876-1957","Sep 21, 1908",Broadway and 122nd St. C-6742,"Copyright for the majority of the collection is with Union Theological Seminary in the City of New York. Copyright of most photographs rest with the photographer [Andrew J. Robinson Co. Builders, NY]. It is the responsibility of the researcher to obtain copyright release and permissions for any proposed reproduction of images.",CLIO_4492510,Union Theological Seminary administrative offices transmit records at irregular intervals to the Burke Library Archives; appropriate records are also collected by library staff and donated from a variety of sources in the wider community.,http://ldpd.cul.columbia.edu/burke_buildings/order1401880011.jpg,Still Image,Construction and Evolution of Union Theological Seminary Campus,https://exhibitions.cul.columbia.edu/exhibits/show/uts/foundation
9588,1,0,1908-09-21,photographs,"Union Theological Seminary Records, series 18: Photographs",Union Theological Seminary Archives,"Box 1, Folder 9A",reformatted digital,"Burke Library at Union Theological Seminary, Columbia University",eng,,,"Union Theological Seminary (New York, N.Y.)|Buildings|New York (N.Y.)","Union Theological Seminary (New York, N.Y.)",Buildings,New York (N.Y.),"Andrew J. Robinson Co. Builders, NY|Jallade, Louis E. (Louis Eugene), 1876-1957","Andrew J. Robinson Co. Builders, NY","Jallade, Louis E. (Louis Eugene), 1876-1957","Sep 21, 1908",Broadway and 122nd St. C-6742,"Copyright for the majority of the collection is with Union Theological Seminary in the City of New York. Copyright of most photographs rest with the photographer [Andrew J. Robinson Co. Builders, NY]. It is the responsibility of the researcher to obtain copyright release and permissions for any proposed reproduction of images.",CLIO_4492510,Union Theological Seminary administrative offices transmit records at irregular intervals to the Burke Library Archives; appropriate records are also collected by library staff and donated from a variety of sources in the wider community.,http://ldpd.cul.columbia.edu/burke_buildings/order1401880010.jpg,Still Image,Construction and Evolution of Union Theological Seminary Campus,
9587,1,0,1908-10-20,photographs,"Union Theological Seminary Records, series 18: Photographs",Union Theological Seminary Archives,"Box 1, Folder 8",reformatted digital,"Burke Library at Union Theological Seminary, Columbia University",eng,,,"Union Theological Seminary (New York, N.Y.)|Buildings|New York (N.Y.)","Union Theological Seminary (New York, N.Y.)",Buildings,New York (N.Y.),"Andrew J. Robinson Co. Builders, NY|Jallade, Louis E. (Louis Eugene), 1876-1957","Andrew J. Robinson Co. Builders, NY","Jallade, Louis E. (Louis Eugene), 1876-1957","Oct 20, 1908","Broadway and 120th St. C-6795. General view, looking north from 120 street","Copyright for the majority of the collection is with Union Theological Seminary in the City of New York. Copyright of most photographs rest with the photographer [Andrew J. Robinson Co. Builders, NY]. It is the responsibility of the researcher to obtain copyright release and permissions for any proposed reproduction of images.",CLIO_4492510,Union Theological Seminary administrative offices transmit records at irregular intervals to the Burke Library Archives; appropriate records are also collected by library staff and donated from a variety of sources in the wider community.,http://ldpd.cul.columbia.edu/burke_buildings/order1401880009.jpg,Still Image,Construction and Evolution of Union Theological Seminary Campus,https://exhibitions.cul.columbia.edu/exhibits/show/uts/foundation
9586,1,0,1908-10-05,photographs,"Union Theological Seminary Records, series 18: Photographs",Union Theological Seminary Archives,"Box 1, Folder 7B",reformatted digital,"Burke Library at Union Theological Seminary, Columbia University",eng,,,"Union Theological Seminary (New York, N.Y.)|Buildings|New York (N.Y.)","Union Theological Seminary (New York, N.Y.)",Buildings,New York (N.Y.),"Andrew J. Robinson Co. Builders, NY|Jallade, Louis E. (Louis Eugene), 1876-1957","Andrew J. Robinson Co. Builders, NY","Jallade, Louis E. (Louis Eugene), 1876-1957","Oct 5, 1908",Broadway and 120th St. C-6757,"Copyright for the majority of the collection is with Union Theological Seminary in the City of New York. Copyright of most photographs rest with the photographer [Andrew J. Robinson Co. Builders, NY]. It is the responsibility of the researcher to obtain copyright release and permissions for any proposed reproduction of images.",CLIO_4492510,Union Theological Seminary administrative offices transmit records at irregular intervals to the Burke Library Archives; appropriate records are also collected by library staff and donated from a variety of sources in the wider community.,http://ldpd.cul.columbia.edu/burke_buildings/order1401880008.jpg,Still Image,Construction and Evolution of Union Theological Seminary Campus,
9585,1,0,1908-10-05,photographs,"Union Theological Seminary Records, series 18: Photographs",Union Theological Seminary Archives,"Box 1, Folder 7A",reformatted digital,"Burke Library at Union Theological Seminary, Columbia University",eng,,,"Union Theological Seminary (New York, N.Y.)|Buildings|New York (N.Y.)","Union Theological Seminary (New York, N.Y.)",Buildings,New York (N.Y.),"Andrew J. Robinson Co. Builders, NY|Jallade, Louis E. (Louis Eugene), 1876-1957","Andrew J. Robinson Co. Builders, NY","Jallade, Louis E. (Louis Eugene), 1876-1957","Oct 5, 1908",Broadway and 120th St. C-6757,"Copyright for the majority of the collection is with Union Theological Seminary in the City of New York. Copyright of most photographs rest with the photographer [Andrew J. Robinson Co. Builders, NY]. It is the responsibility of the researcher to obtain copyright release and permissions for any proposed reproduction of images.",CLIO_4492510,Union Theological Seminary administrative offices transmit records at irregular intervals to the Burke Library Archives; appropriate records are also collected by library staff and donated from a variety of sources in the wider community.,http://ldpd.cul.columbia.edu/burke_buildings/order1401880007.jpg,Still Image,Construction and Evolution of Union Theological Seminary Campus,https://exhibitions.cul.columbia.edu/exhibits/show/uts/foundation
9584,1,0,1908-09-21,photographs,"Union Theological Seminary Records, series 18: Photographs",Union Theological Seminary Archives,"Box 1, Folder 6B",reformatted digital,"Burke Library at Union Theological Seminary, Columbia University",eng,,,"Union Theological Seminary (New York, N.Y.)|Buildings|New York (N.Y.)","Union Theological Seminary (New York, N.Y.)",Buildings,New York (N.Y.),"Andrew J. Robinson Co. Builders, NY|Jallade, Louis E. (Louis Eugene), 1876-1957","Andrew J. Robinson Co. Builders, NY","Jallade, Louis E. (Louis Eugene), 1876-1957","Sep 21, 1908",Broadway and 120th St. C-6743,"Copyright for the majority of the collection is with Union Theological Seminary in the City of New York. Copyright of most photographs rest with the photographer [Andrew J. Robinson Co. Builders, NY]. It is the responsibility of the researcher to obtain copyright release and permissions for any proposed reproduction of images.",CLIO_4492510,Union Theological Seminary administrative offices transmit records at irregular intervals to the Burke Library Archives; appropriate records are also collected by library staff and donated from a variety of sources in the wider community.,http://ldpd.cul.columbia.edu/burke_buildings/order1401880006.jpg,Still Image,Construction and Evolution of Union Theological Seminary Campus,https://exhibitions.cul.columbia.edu/exhibits/show/uts/foundation
9583,1,0,1908-09-21,photographs,"Union Theological Seminary Records, series 18: Photographs",Union Theological Seminary Archives,"Box 1, Folder 6A",reformatted digital,"Burke Library at Union Theological Seminary, Columbia University",eng,,,"Union Theological Seminary (New York, N.Y.)|Buildings|New York (N.Y.)","Union Theological Seminary (New York, N.Y.)",Buildings,New York (N.Y.),"Andrew J. Robinson Co. Builders, NY|Jallade, Louis E. (Louis Eugene), 1876-1957","Andrew J. Robinson Co. Builders, NY","Jallade, Louis E. (Louis Eugene), 1876-1957","Sep 21, 1908",Broadway and 120th St. C-6743,"Copyright for the majority of the collection is with Union Theological Seminary in the City of New York. Copyright of most photographs rest with the photographer [Andrew J. Robinson Co. Builders, NY]. It is the responsibility of the researcher to obtain copyright release and permissions for any proposed reproduction of images.",CLIO_4492510,Union Theological Seminary administrative offices transmit records at irregular intervals to the Burke Library Archives; appropriate records are also collected by library staff and donated from a variety of sources in the wider community.,http://ldpd.cul.columbia.edu/burke_buildings/order1401880005.jpg,Still Image,Construction and Evolution of Union Theological Seminary Campus,
9582,1,0,1908-11-17,photographs,"Union Theological Seminary Records, series 18: Photographs",Union Theological Seminary Archives,"Box 1, Folder 5A",reformatted digital,"Burke Library at Union Theological Seminary, Columbia University",eng,,,"Union Theological Seminary (New York, N.Y.)|Buildings|New York (N.Y.)","Union Theological Seminary (New York, N.Y.)",Buildings,New York (N.Y.),"Andrew J. Robinson Co. Builders, NY|Jallade, Louis E. (Louis Eugene), 1876-1957","Andrew J. Robinson Co. Builders, NY","Jallade, Louis E. (Louis Eugene), 1876-1957","Nov 17, 1908",#3 Union Theological Seminary C-6849. Laying of the Cornerstone,"Copyright for the majority of the collection is with Union Theological Seminary in the City of New York. Copyright of most photographs rest with the photographer [Andrew J. Robinson Co. Builders, NY]. It is the responsibility of the researcher to obtain copyright release and permissions for any proposed reproduction of images.",CLIO_4492510,Union Theological Seminary administrative offices transmit records at irregular intervals to the Burke Library Archives; appropriate records are also collected by library staff and donated from a variety of sources in the wider community.,http://ldpd.cul.columbia.edu/burke_buildings/order1401880076.jpg,Still Image,Construction and Evolution of Union Theological Seminary Campus,
