identifier_omeka,item - public,item - featured,keyDate_start,form,relatedItem_collection,sublocation,shelfLocator,digitalOrigin,physicalLocation,languageOfCataloging,note,dateQualifier,subject_topic,subject_topic 1,subject_topic 2,subject_topic 3,name,name 1,name 2,dateCreated,title,accessCondition,	identifier_clio,note_ownership,note_filename,	typeOfResource,	relatedItem_Project,	location_url_ObjectInContext
9628,1,0,1908-11-04,photographs,"Union Theological Seminary Records, series 18: Photographs",Union Theological Seminary Archives,"Box 2, Folder 32A",reformatted digital,"Burke Library at Union Theological Seminary, Columbia University",eng,,,"Union Theological Seminary (New York, N.Y.)|Buildings|New York (N.Y.)","Union Theological Seminary (New York, N.Y.)",Buildings,New York (N.Y.),"Andrew J. Robinson Co. Builders, NY|Jallade, Louis E. (Louis Eugene), 1876-1957","Andrew J. Robinson Co. Builders, NY","Jallade, Louis E. (Louis Eugene), 1876-1957","Nov 4, 1908",Union Theological Seminary C-6819. 121st St. and Broadway. Library (looking north towards 122nd St.),"Copyright for the majority of the collection is with Union Theological Seminary in the City of New York. Copyright of most photographs rest with the photographer [Andrew J. Robinson Co. Builders, NY]. It is the responsibility of the researcher to obtain copyright release and permissions for any proposed reproduction of images.",CLIO_4492510,Union Theological Seminary administrative offices transmit records at irregular intervals to the Burke Library Archives; appropriate records are also collected by library staff and donated from a variety of sources in the wider community.,http://ldpd.cul.columbia.edu/burke_buildings/order1401880050.jpg,Still Image,Construction and Evolution of Union Theological Seminary Campus,https://exhibitions.cul.columbia.edu/exhibits/show/uts/library/libfoundation
9627,1,0,1909-07-01,photographs,"Union Theological Seminary Records, series 18: Photographs",Union Theological Seminary Archives,"Box 2, Folder 31",reformatted digital,"Burke Library at Union Theological Seminary, Columbia University",eng,"Stamp in lower left hand corner: Louis E. Jallade, Architect and Engineer, 129 Lexington Ave., New York",,"Union Theological Seminary (New York, N.Y.)|Buildings|New York (N.Y.)","Union Theological Seminary (New York, N.Y.)",Buildings,New York (N.Y.),"Andrew J. Robinson Co. Builders, NY|Jallade, Louis E. (Louis Eugene), 1876-1957","Andrew J. Robinson Co. Builders, NY","Jallade, Louis E. (Louis Eugene), 1876-1957","Jul 1, 1909",Union Theological Seminary C-7122. Dormitory,"Copyright for the majority of the collection is with Union Theological Seminary in the City of New York. Copyright of most photographs rest with the photographer [Andrew J. Robinson Co. Builders, NY]. It is the responsibility of the researcher to obtain copyright release and permissions for any proposed reproduction of images.",CLIO_4492510,Union Theological Seminary administrative offices transmit records at irregular intervals to the Burke Library Archives; appropriate records are also collected by library staff and donated from a variety of sources in the wider community.,http://ldpd.cul.columbia.edu/burke_buildings/order1401880049.jpg,Still Image,Construction and Evolution of Union Theological Seminary Campus,https://exhibitions.cul.columbia.edu/exhibits/show/uts/dorm
9626,1,0,1909-06-01,photographs,"Union Theological Seminary Records, series 18: Photographs",Union Theological Seminary Archives,"Box 2, Folder 30B",reformatted digital,"Burke Library at Union Theological Seminary, Columbia University",eng,"Stamp in lower left hand corner: Louis E. Jallade, Architect and Engineer, 129 Lexington Ave., New York",,"Union Theological Seminary (New York, N.Y.)|Buildings|New York (N.Y.)","Union Theological Seminary (New York, N.Y.)",Buildings,New York (N.Y.),"Andrew J. Robinson Co. Builders, NY|Jallade, Louis E. (Louis Eugene), 1876-1957","Andrew J. Robinson Co. Builders, NY","Jallade, Louis E. (Louis Eugene), 1876-1957","Jun 1, 1909",Union Theological Seminary C-7074. Dormitory,"Copyright for the majority of the collection is with Union Theological Seminary in the City of New York. Copyright of most photographs rest with the photographer [Andrew J. Robinson Co. Builders, NY]. It is the responsibility of the researcher to obtain copyright release and permissions for any proposed reproduction of images.",CLIO_4492510,Union Theological Seminary administrative offices transmit records at irregular intervals to the Burke Library Archives; appropriate records are also collected by library staff and donated from a variety of sources in the wider community.,http://ldpd.cul.columbia.edu/burke_buildings/order1401880048.jpg,Still Image,Construction and Evolution of Union Theological Seminary Campus,
9625,1,0,1909-06-01,photographs,"Union Theological Seminary Records, series 18: Photographs",Union Theological Seminary Archives,"Box 2, Folder 30A",reformatted digital,"Burke Library at Union Theological Seminary, Columbia University",eng,,,"Union Theological Seminary (New York, N.Y.)|Buildings|New York (N.Y.)","Union Theological Seminary (New York, N.Y.)",Buildings,New York (N.Y.),"Andrew J. Robinson Co. Builders, NY|Jallade, Louis E. (Louis Eugene), 1876-1957","Andrew J. Robinson Co. Builders, NY","Jallade, Louis E. (Louis Eugene), 1876-1957","Jun 1, 1909",Union Theological Seminary C-7074. Dormitory,"Copyright for the majority of the collection is with Union Theological Seminary in the City of New York. Copyright of most photographs rest with the photographer [Andrew J. Robinson Co. Builders, NY]. It is the responsibility of the researcher to obtain copyright release and permissions for any proposed reproduction of images.",CLIO_4492510,Union Theological Seminary administrative offices transmit records at irregular intervals to the Burke Library Archives; appropriate records are also collected by library staff and donated from a variety of sources in the wider community.,http://ldpd.cul.columbia.edu/burke_buildings/order1401880047.jpg,Still Image,Construction and Evolution of Union Theological Seminary Campus,https://exhibitions.cul.columbia.edu/exhibits/show/uts/dorm
9624,1,0,1909-05-03,photographs,"Union Theological Seminary Records, series 18: Photographs",Union Theological Seminary Archives,"Box 2, Folder 29B",reformatted digital,"Burke Library at Union Theological Seminary, Columbia University",eng,"Stamp in lower left hand corner: Louis E. Jallade, Architect and Engineer, 129 Lexington Ave., New York",,"Union Theological Seminary (New York, N.Y.)|Buildings|New York (N.Y.)","Union Theological Seminary (New York, N.Y.)",Buildings,New York (N.Y.),"Andrew J. Robinson Co. Builders, NY|Jallade, Louis E. (Louis Eugene), 1876-1957","Andrew J. Robinson Co. Builders, NY","Jallade, Louis E. (Louis Eugene), 1876-1957","May 3, 1909",Union Theological Seminary C-7049. Dormitory,"Copyright for the majority of the collection is with Union Theological Seminary in the City of New York. Copyright of most photographs rest with the photographer [Andrew J. Robinson Co. Builders, NY]. It is the responsibility of the researcher to obtain copyright release and permissions for any proposed reproduction of images.",CLIO_4492510,Union Theological Seminary administrative offices transmit records at irregular intervals to the Burke Library Archives; appropriate records are also collected by library staff and donated from a variety of sources in the wider community.,http://ldpd.cul.columbia.edu/burke_buildings/order1401880046.jpg,Still Image,Construction and Evolution of Union Theological Seminary Campus,
9623,1,0,1909-05-03,photographs,"Union Theological Seminary Records, series 18: Photographs",Union Theological Seminary Archives,"Box 2, Folder 29A",reformatted digital,"Burke Library at Union Theological Seminary, Columbia University",eng,,,"Union Theological Seminary (New York, N.Y.)|Buildings|New York (N.Y.)","Union Theological Seminary (New York, N.Y.)",Buildings,New York (N.Y.),"Andrew J. Robinson Co. Builders, NY|Jallade, Louis E. (Louis Eugene), 1876-1957","Andrew J. Robinson Co. Builders, NY","Jallade, Louis E. (Louis Eugene), 1876-1957","May 3, 1909",Union Theological Seminary C-7049. Dormitory,"Copyright for the majority of the collection is with Union Theological Seminary in the City of New York. Copyright of most photographs rest with the photographer [Andrew J. Robinson Co. Builders, NY]. It is the responsibility of the researcher to obtain copyright release and permissions for any proposed reproduction of images.",CLIO_4492510,Union Theological Seminary administrative offices transmit records at irregular intervals to the Burke Library Archives; appropriate records are also collected by library staff and donated from a variety of sources in the wider community.,http://ldpd.cul.columbia.edu/burke_buildings/order1401880045.jpg,Still Image,Construction and Evolution of Union Theological Seminary Campus,https://exhibitions.cul.columbia.edu/exhibits/show/uts/dorm
9622,1,0,1909-04-01,photographs,"Union Theological Seminary Records, series 18: Photographs",Union Theological Seminary Archives,"Box 2, Folder 28",reformatted digital,"Burke Library at Union Theological Seminary, Columbia University",eng,,,"Union Theological Seminary (New York, N.Y.)|Buildings|New York (N.Y.)","Union Theological Seminary (New York, N.Y.)",Buildings,New York (N.Y.),"Andrew J. Robinson Co. Builders, NY|Jallade, Louis E. (Louis Eugene), 1876-1957","Andrew J. Robinson Co. Builders, NY","Jallade, Louis E. (Louis Eugene), 1876-1957","Apr 1, 1909",Union Theological Seminary C-7022. Dormitory,"Copyright for the majority of the collection is with Union Theological Seminary in the City of New York. Copyright of most photographs rest with the photographer [Andrew J. Robinson Co. Builders, NY]. It is the responsibility of the researcher to obtain copyright release and permissions for any proposed reproduction of images.",CLIO_4492510,Union Theological Seminary administrative offices transmit records at irregular intervals to the Burke Library Archives; appropriate records are also collected by library staff and donated from a variety of sources in the wider community.,http://ldpd.cul.columbia.edu/burke_buildings/order1401880044.jpg,Still Image,Construction and Evolution of Union Theological Seminary Campus,https://exhibitions.cul.columbia.edu/exhibits/show/uts/dorm
9621,1,0,1909-03-01,photographs,"Union Theological Seminary Records, series 18: Photographs",Union Theological Seminary Archives,"Box 2, Folder 27B",reformatted digital,"Burke Library at Union Theological Seminary, Columbia University",eng,"Stamp in lower left hand corner: Louis E. Jallade, Architect and Engineer, 129 Lexington Ave., New York",,"Union Theological Seminary (New York, N.Y.)|Buildings|New York (N.Y.)","Union Theological Seminary (New York, N.Y.)",Buildings,New York (N.Y.),"Andrew J. Robinson Co. Builders, NY|Jallade, Louis E. (Louis Eugene), 1876-1957","Andrew J. Robinson Co. Builders, NY","Jallade, Louis E. (Louis Eugene), 1876-1957","Mar 1, 1909","Union Theological Seminary, Broadway and 122nd St. C-6971. Dormitory","Copyright for the majority of the collection is with Union Theological Seminary in the City of New York. Copyright of most photographs rest with the photographer [Andrew J. Robinson Co. Builders, NY]. It is the responsibility of the researcher to obtain copyright release and permissions for any proposed reproduction of images.",CLIO_4492510,Union Theological Seminary administrative offices transmit records at irregular intervals to the Burke Library Archives; appropriate records are also collected by library staff and donated from a variety of sources in the wider community.,http://ldpd.cul.columbia.edu/burke_buildings/order1401880043.jpg,Still Image,Construction and Evolution of Union Theological Seminary Campus,
9620,1,0,1909-03-01,photographs,"Union Theological Seminary Records, series 18: Photographs",Union Theological Seminary Archives,"Box 2, Folder 27A",reformatted digital,"Burke Library at Union Theological Seminary, Columbia University",eng,,,"Union Theological Seminary (New York, N.Y.)|Buildings|New York (N.Y.)","Union Theological Seminary (New York, N.Y.)",Buildings,New York (N.Y.),"Andrew J. Robinson Co. Builders, NY|Jallade, Louis E. (Louis Eugene), 1876-1957","Andrew J. Robinson Co. Builders, NY","Jallade, Louis E. (Louis Eugene), 1876-1957","Mar 1, 1909","Union Theological Seminary, Broadway and 122nd St. C-6971. Dormitory","Copyright for the majority of the collection is with Union Theological Seminary in the City of New York. Copyright of most photographs rest with the photographer [Andrew J. Robinson Co. Builders, NY]. It is the responsibility of the researcher to obtain copyright release and permissions for any proposed reproduction of images.",CLIO_4492510,Union Theological Seminary administrative offices transmit records at irregular intervals to the Burke Library Archives; appropriate records are also collected by library staff and donated from a variety of sources in the wider community.,http://ldpd.cul.columbia.edu/burke_buildings/order1401880042.jpg,Still Image,Construction and Evolution of Union Theological Seminary Campus,https://exhibitions.cul.columbia.edu/exhibits/show/uts/dorm
9619,1,0,1909-02-01,photographs,"Union Theological Seminary Records, series 18: Photographs",Union Theological Seminary Archives,"Box 2, Folder 26B",reformatted digital,"Burke Library at Union Theological Seminary, Columbia University",eng,"Stamp in lower left hand corner: Louis E. Jallade, Architect and Engineer, 129 Lexington Ave., New York",,"Union Theological Seminary (New York, N.Y.)|Buildings|New York (N.Y.)","Union Theological Seminary (New York, N.Y.)",Buildings,New York (N.Y.),"Andrew J. Robinson Co. Builders, NY|Jallade, Louis E. (Louis Eugene), 1876-1957","Andrew J. Robinson Co. Builders, NY","Jallade, Louis E. (Louis Eugene), 1876-1957","Feb 1, 1909","Union Theological Seminary, Broadway and 122nd St. C-6921. Dormitory","Copyright for the majority of the collection is with Union Theological Seminary in the City of New York. Copyright of most photographs rest with the photographer [Andrew J. Robinson Co. Builders, NY]. It is the responsibility of the researcher to obtain copyright release and permissions for any proposed reproduction of images.",CLIO_4492510,Union Theological Seminary administrative offices transmit records at irregular intervals to the Burke Library Archives; appropriate records are also collected by library staff and donated from a variety of sources in the wider community.,http://ldpd.cul.columbia.edu/burke_buildings/order1401880041.jpg,Still Image,Construction and Evolution of Union Theological Seminary Campus,
9618,1,0,1909-02-01,photographs,"Union Theological Seminary Records, series 18: Photographs",Union Theological Seminary Archives,"Box 2, Folder 26A",reformatted digital,"Burke Library at Union Theological Seminary, Columbia University",eng,,,"Union Theological Seminary (New York, N.Y.)|Buildings|New York (N.Y.)","Union Theological Seminary (New York, N.Y.)",Buildings,New York (N.Y.),"Andrew J. Robinson Co. Builders, NY|Jallade, Louis E. (Louis Eugene), 1876-1957","Andrew J. Robinson Co. Builders, NY","Jallade, Louis E. (Louis Eugene), 1876-1957","Feb 1, 1909","Union Theological Seminary, Broadway and 122nd St. C-6921. Dormitory","Copyright for the majority of the collection is with Union Theological Seminary in the City of New York. Copyright of most photographs rest with the photographer [Andrew J. Robinson Co. Builders, NY]. It is the responsibility of the researcher to obtain copyright release and permissions for any proposed reproduction of images.",CLIO_4492510,Union Theological Seminary administrative offices transmit records at irregular intervals to the Burke Library Archives; appropriate records are also collected by library staff and donated from a variety of sources in the wider community.,http://ldpd.cul.columbia.edu/burke_buildings/order1401880040.jpg,Still Image,Construction and Evolution of Union Theological Seminary Campus,https://exhibitions.cul.columbia.edu/exhibits/show/uts/dorm
9617,1,0,1909-01-02,photographs,"Union Theological Seminary Records, series 18: Photographs",Union Theological Seminary Archives,Box 2 Folder 25B,reformatted digital,"Burke Library at Union Theological Seminary, Columbia University",eng,"Stamp in lower left hand corner: Louis E. Jallade, Architect and Engineer, 129 Lexington Ave., New York",,"Union Theological Seminary (New York, N.Y.)|Buildings|New York (N.Y.)","Union Theological Seminary (New York, N.Y.)",Buildings,New York (N.Y.),"Andrew J. Robinson Co. Builders, NY|Jallade, Louis E. (Louis Eugene), 1876-1957","Andrew J. Robinson Co. Builders, NY","Jallade, Louis E. (Louis Eugene), 1876-1957","Jan 2, 1909",Union Theological Seminary C-6898. Dormitory,"Copyright for the majority of the collection is with Union Theological Seminary in the City of New York. Copyright of most photographs rest with the photographer [Andrew J. Robinson Co. Builders, NY]. It is the responsibility of the researcher to obtain copyright release and permissions for any proposed reproduction of images.",CLIO_4492510,Union Theological Seminary administrative offices transmit records at irregular intervals to the Burke Library Archives; appropriate records are also collected by library staff and donated from a variety of sources in the wider community.,http://ldpd.cul.columbia.edu/burke_buildings/order1401880039.jpg,Still Image,Construction and Evolution of Union Theological Seminary Campus,
9616,1,0,1909-01-02,photographs,"Union Theological Seminary Records, series 18: Photographs",Union Theological Seminary Archives,"Box 2, Folder 25A",reformatted digital,"Burke Library at Union Theological Seminary, Columbia University",eng,,,"Union Theological Seminary (New York, N.Y.)|Buildings|New York (N.Y.)","Union Theological Seminary (New York, N.Y.)",Buildings,New York (N.Y.),"Andrew J. Robinson Co. Builders, NY|Jallade, Louis E. (Louis Eugene), 1876-1957","Andrew J. Robinson Co. Builders, NY","Jallade, Louis E. (Louis Eugene), 1876-1957","Jan 2, 1909",Union Theological Seminary C-6898. Dormitory,"Copyright for the majority of the collection is with Union Theological Seminary in the City of New York. Copyright of most photographs rest with the photographer [Andrew J. Robinson Co. Builders, NY]. It is the responsibility of the researcher to obtain copyright release and permissions for any proposed reproduction of images.",CLIO_4492510,Union Theological Seminary administrative offices transmit records at irregular intervals to the Burke Library Archives; appropriate records are also collected by library staff and donated from a variety of sources in the wider community.,http://ldpd.cul.columbia.edu/burke_buildings/order1401880038.jpg,Still Image,Construction and Evolution of Union Theological Seminary Campus,https://exhibitions.cul.columbia.edu/exhibits/show/uts/dorm
9615,1,0,1908-12-01,photographs,"Union Theological Seminary Records, series 18: Photographs",Union Theological Seminary Archives,"Box 2, Folder 24B",reformatted digital,"Burke Library at Union Theological Seminary, Columbia University",eng,,,"Union Theological Seminary (New York, N.Y.)|Buildings|New York (N.Y.)","Union Theological Seminary (New York, N.Y.)",Buildings,New York (N.Y.),"Andrew J. Robinson Co. Builders, NY|Jallade, Louis E. (Louis Eugene), 1876-1957","Andrew J. Robinson Co. Builders, NY","Jallade, Louis E. (Louis Eugene), 1876-1957","Dec 1, 1908",Union Theological Seminary C.6868. Dormitory (looking west),"Copyright for the majority of the collection is with Union Theological Seminary in the City of New York. Copyright of most photographs rest with the photographer [Andrew J. Robinson Co. Builders, NY]. It is the responsibility of the researcher to obtain copyright release and permissions for any proposed reproduction of images.",CLIO_4492510,Union Theological Seminary administrative offices transmit records at irregular intervals to the Burke Library Archives; appropriate records are also collected by library staff and donated from a variety of sources in the wider community.,http://ldpd.cul.columbia.edu/burke_buildings/order1401880037.jpg,Still Image,Construction and Evolution of Union Theological Seminary Campus,
9614,1,0,1908-12-01,photographs,"Union Theological Seminary Records, series 18: Photographs",Union Theological Seminary Archives,"Box 2, Folder 24A",reformatted digital,"Burke Library at Union Theological Seminary, Columbia University",eng,,,"Union Theological Seminary (New York, N.Y.)|Buildings|New York (N.Y.)","Union Theological Seminary (New York, N.Y.)",Buildings,New York (N.Y.),"Andrew J. Robinson Co. Builders, NY|Jallade, Louis E. (Louis Eugene), 1876-1957","Andrew J. Robinson Co. Builders, NY","Jallade, Louis E. (Louis Eugene), 1876-1957","Dec 1, 1908",Union Theological Seminary C.6868. Dormitory (looking west),"Copyright for the majority of the collection is with Union Theological Seminary in the City of New York. Copyright of most photographs rest with the photographer [Andrew J. Robinson Co. Builders, NY]. It is the responsibility of the researcher to obtain copyright release and permissions for any proposed reproduction of images.",CLIO_4492510,Union Theological Seminary administrative offices transmit records at irregular intervals to the Burke Library Archives; appropriate records are also collected by library staff and donated from a variety of sources in the wider community.,http://ldpd.cul.columbia.edu/burke_buildings/order1401880036.jpg,Still Image,Construction and Evolution of Union Theological Seminary Campus,https://exhibitions.cul.columbia.edu/exhibits/show/uts/dorm
9613,1,0,1908-11-04,photographs,"Union Theological Seminary Records, series 18: Photographs",Union Theological Seminary Archives,"Box 2, Folder 23B",reformatted digital,"Burke Library at Union Theological Seminary, Columbia University",eng,,,"Union Theological Seminary (New York, N.Y.)|Buildings|New York (N.Y.)","Union Theological Seminary (New York, N.Y.)",Buildings,New York (N.Y.),"Andrew J. Robinson Co. Builders, NY|Jallade, Louis E. (Louis Eugene), 1876-1957","Andrew J. Robinson Co. Builders, NY","Jallade, Louis E. (Louis Eugene), 1876-1957","Nov 4, 1908",Union Theological Seminary C. 6820. 122nd St. and Broadway. Dormitory (looking south towards 120th St.) shows 122nd St. elevation.,"Copyright for the majority of the collection is with Union Theological Seminary in the City of New York. Copyright of most photographs rest with the photographer [Andrew J. Robinson Co. Builders, NY]. It is the responsibility of the researcher to obtain copyright release and permissions for any proposed reproduction of images.",CLIO_4492510,Union Theological Seminary administrative offices transmit records at irregular intervals to the Burke Library Archives; appropriate records are also collected by library staff and donated from a variety of sources in the wider community.,http://ldpd.cul.columbia.edu/burke_buildings/order1401880035.jpg,Still Image,Construction and Evolution of Union Theological Seminary Campus,https://exhibitions.cul.columbia.edu/exhibits/show/uts/dorm
9612,1,0,1908-11-04,photographs,"Union Theological Seminary Records, series 18: Photographs",Union Theological Seminary Archives,"Box 2, Folder 23A",reformatted digital,"Burke Library at Union Theological Seminary, Columbia University",eng,,,"Union Theological Seminary (New York, N.Y.)|Buildings|New York (N.Y.)","Union Theological Seminary (New York, N.Y.)",Buildings,New York (N.Y.),"Andrew J. Robinson Co. Builders, NY|Jallade, Louis E. (Louis Eugene), 1876-1957","Andrew J. Robinson Co. Builders, NY","Jallade, Louis E. (Louis Eugene), 1876-1957","Nov 4, 1908",Union Theological Seminary C. 6820. 122nd St. and Broadway. Dormitory (looking south towards 120th St.) shows 122nd St. elevation.,"Copyright for the majority of the collection is with Union Theological Seminary in the City of New York. Copyright of most photographs rest with the photographer [Andrew J. Robinson Co. Builders, NY]. It is the responsibility of the researcher to obtain copyright release and permissions for any proposed reproduction of images.",CLIO_4492510,Union Theological Seminary administrative offices transmit records at irregular intervals to the Burke Library Archives; appropriate records are also collected by library staff and donated from a variety of sources in the wider community.,http://ldpd.cul.columbia.edu/burke_buildings/order1401880034.jpg,Still Image,Construction and Evolution of Union Theological Seminary Campus,
9611,1,0,1908-10-20,photographs,"Union Theological Seminary Records, series 18: Photographs",Union Theological Seminary Archives,"Box 2, Folder 22",reformatted digital,"Burke Library at Union Theological Seminary, Columbia University",eng,,,"Union Theological Seminary (New York, N.Y.)|Buildings|New York (N.Y.)","Union Theological Seminary (New York, N.Y.)",Buildings,New York (N.Y.),"Andrew J. Robinson Co. Builders, NY|Jallade, Louis E. (Louis Eugene), 1876-1957","Andrew J. Robinson Co. Builders, NY","Jallade, Louis E. (Louis Eugene), 1876-1957","Oct 20, 1908",Broadway and 122nd St. C-6796. Dormitory Building looking south from 122 Street.,"Copyright for the majority of the collection is with Union Theological Seminary in the City of New York. Copyright of most photographs rest with the photographer [Andrew J. Robinson Co. Builders, NY]. It is the responsibility of the researcher to obtain copyright release and permissions for any proposed reproduction of images.",CLIO_4492510,Union Theological Seminary administrative offices transmit records at irregular intervals to the Burke Library Archives; appropriate records are also collected by library staff and donated from a variety of sources in the wider community.,http://ldpd.cul.columbia.edu/burke_buildings/order1401880033.jpg,Still Image,Construction and Evolution of Union Theological Seminary Campus,https://exhibitions.cul.columbia.edu/exhibits/show/uts/dorm
9610,1,0,1909,photographs,"Union Theological Seminary Records, series 18: Photographs",Union Theological Seminary Archives,"Box 1, Folder 21",reformatted digital,"Burke Library at Union Theological Seminary, Columbia University",eng,"Stamp in lower left hand corner: Louis E. Jallade, Architect and Engineer, 129 Lexington Ave., New York",,"Union Theological Seminary (New York, N.Y.)|Buildings|New York (N.Y.)","Union Theological Seminary (New York, N.Y.)",Buildings,New York (N.Y.),"Andrew J. Robinson Co. Builders, NY|Jallade, Louis E. (Louis Eugene), 1876-1957","Andrew J. Robinson Co. Builders, NY","Jallade, Louis E. (Louis Eugene), 1876-1957",1909,Union Theological Seminary. Administration Building,"Copyright for the majority of the collection is with Union Theological Seminary in the City of New York. Copyright of most photographs rest with the photographer [Andrew J. Robinson Co. Builders, NY]. It is the responsibility of the researcher to obtain copyright release and permissions for any proposed reproduction of images.",CLIO_4492510,Union Theological Seminary administrative offices transmit records at irregular intervals to the Burke Library Archives; appropriate records are also collected by library staff and donated from a variety of sources in the wider community.,http://ldpd.cul.columbia.edu/burke_buildings/order1401880032.jpg,Still Image,Construction and Evolution of Union Theological Seminary Campus,https://exhibitions.cul.columbia.edu/exhibits/show/uts
9609,1,0,1909-07-01,photographs,"Union Theological Seminary Records, series 18: Photographs",Union Theological Seminary Archives,"Box 1, Folder 20",reformatted digital,"Burke Library at Union Theological Seminary, Columbia University",eng,"Stamp in lower left hand corner: Louis E. Jallade, Architect and Engineer, 129 Lexington Ave., New York",,"Union Theological Seminary (New York, N.Y.)|Buildings|New York (N.Y.)","Union Theological Seminary (New York, N.Y.)",Buildings,New York (N.Y.),"Andrew J. Robinson Co. Builders, NY|Jallade, Louis E. (Louis Eugene), 1876-1957","Andrew J. Robinson Co. Builders, NY","Jallade, Louis E. (Louis Eugene), 1876-1957","Jul 1, 1909",Union Theological Seminary C-7120. Administration Bldg.,"Copyright for the majority of the collection is with Union Theological Seminary in the City of New York. Copyright of most photographs rest with the photographer [Andrew J. Robinson Co. Builders, NY]. It is the responsibility of the researcher to obtain copyright release and permissions for any proposed reproduction of images.",CLIO_4492510,Union Theological Seminary administrative offices transmit records at irregular intervals to the Burke Library Archives; appropriate records are also collected by library staff and donated from a variety of sources in the wider community.,http://ldpd.cul.columbia.edu/burke_buildings/order1401880031.jpg,Still Image,Construction and Evolution of Union Theological Seminary Campus,https://exhibitions.cul.columbia.edu/exhibits/show/uts
9608,1,0,1909-06-01,photographs,"Union Theological Seminary Records, series 18: Photographs",Union Theological Seminary Archives,"Box 1, Folder 19B",reformatted digital,"Burke Library at Union Theological Seminary, Columbia University",eng,"Stamp in lower left hand corner: Louis E. Jallade, Architect and Engineer, 129 Lexington Ave., New York",,"Union Theological Seminary (New York, N.Y.)|Buildings|New York (N.Y.)","Union Theological Seminary (New York, N.Y.)",Buildings,New York (N.Y.),"Andrew J. Robinson Co. Builders, NY|Jallade, Louis E. (Louis Eugene), 1876-1957","Andrew J. Robinson Co. Builders, NY","Jallade, Louis E. (Louis Eugene), 1876-1957","Jun 1, 1909",Union Theological Seminary C-7076. Administration Bldg.,"Copyright for the majority of the collection is with Union Theological Seminary in the City of New York. Copyright of most photographs rest with the photographer [Andrew J. Robinson Co. Builders, NY]. It is the responsibility of the researcher to obtain copyright release and permissions for any proposed reproduction of images.",CLIO_4492510,Union Theological Seminary administrative offices transmit records at irregular intervals to the Burke Library Archives; appropriate records are also collected by library staff and donated from a variety of sources in the wider community.,http://ldpd.cul.columbia.edu/burke_buildings/order1401880030.jpg,Still Image,Construction and Evolution of Union Theological Seminary Campus,https://exhibitions.cul.columbia.edu/exhibits/show/uts
9607,1,0,1909-06-01,photographs,"Union Theological Seminary Records, series 18: Photographs",Union Theological Seminary Archives,"Box 1, Folder 19A",reformatted digital,"Burke Library at Union Theological Seminary, Columbia University",eng,,,"Union Theological Seminary (New York, N.Y.)|Buildings|New York (N.Y.)","Union Theological Seminary (New York, N.Y.)",Buildings,New York (N.Y.),"Andrew J. Robinson Co. Builders, NY|Jallade, Louis E. (Louis Eugene), 1876-1957","Andrew J. Robinson Co. Builders, NY","Jallade, Louis E. (Louis Eugene), 1876-1957","Jun 1, 1909",Union Theological Seminary C-7076. Administration Bldg.,"Copyright for the majority of the collection is with Union Theological Seminary in the City of New York. Copyright of most photographs rest with the photographer [Andrew J. Robinson Co. Builders, NY]. It is the responsibility of the researcher to obtain copyright release and permissions for any proposed reproduction of images.",CLIO_4492510,Union Theological Seminary administrative offices transmit records at irregular intervals to the Burke Library Archives; appropriate records are also collected by library staff and donated from a variety of sources in the wider community.,http://ldpd.cul.columbia.edu/burke_buildings/order1401880029.jpg,Still Image,Construction and Evolution of Union Theological Seminary Campus,
9606,1,0,1909-05-03,photographs,"Union Theological Seminary Records, series 18: Photographs",Union Theological Seminary Archives,"Box 1, Folder 18B",reformatted digital,"Burke Library at Union Theological Seminary, Columbia University",eng,,,"Union Theological Seminary (New York, N.Y.)|Buildings|New York (N.Y.)","Union Theological Seminary (New York, N.Y.)",Buildings,New York (N.Y.),"Andrew J. Robinson Co. Builders, NY|Jallade, Louis E. (Louis Eugene), 1876-1957","Andrew J. Robinson Co. Builders, NY","Jallade, Louis E. (Louis Eugene), 1876-1957","May 3, 1909",Union Theological Seminary C-7046. Administration Bldg.,"Copyright for the majority of the collection is with Union Theological Seminary in the City of New York. Copyright of most photographs rest with the photographer [Andrew J. Robinson Co. Builders, NY]. It is the responsibility of the researcher to obtain copyright release and permissions for any proposed reproduction of images.",CLIO_4492510,Union Theological Seminary administrative offices transmit records at irregular intervals to the Burke Library Archives; appropriate records are also collected by library staff and donated from a variety of sources in the wider community.,http://ldpd.cul.columbia.edu/burke_buildings/order1401880028.jpg,Still Image,Construction and Evolution of Union Theological Seminary Campus,https://exhibitions.cul.columbia.edu/exhibits/show/uts
