identifier_omeka,identifier_title,title,partName,abstract,location_url_ObjectInContext,note_filename,keyDate_start,keyDate_end,dateCreated,dateQualifier,physicalLocation,physicalLocation_code,physicalLocation_authority,physicalLocation_authority_identifier,typeOfResource,form,form_authority,form_authority_identifier,digitalOrigin,languageOfCataloging,shelfLocator,sublocation_1,sublocation_2,subject_topic 1,subject_topic_1_authority,subject_topic_1_authority_identifier,subject_topic 2,subject_topic_2_authority,subject_topic_2_authority_identifier,subject_name,subject_name_authority,subject_name_authority_identifier,language,language_authority,language_authority_identifier,name_primary,name_primary_authority,name_primary_authority_identifier,relatedItem_Project,extent,note_ownership,accessCondition
omeka_5640,1968ColumbiaCrisis_atz_000,Aftermath of bust,,"Interior of one of the occupied buildings, perhaps Mathematics, after the police bust
",https://exhibitions.cul.columbia.edu/exhibits/show/1968/bust/bust2,http://www.columbia.edu/cgi-bin/cul/dev/dlo2?obj=1968_columbia_capa_764,1968-04,,Apr-68,,"University Archives, Columbia University",NNC-UA,marcorg,http://id.loc.gov/authorities/names/no2007136816,still image,photographs,aat,http://vocab.getty.edu/aat/300046300,reformatted digital ,eng,"Binder 1, Roll 26 or 27",Office of Public Affairs Protest & Activism Photograph Collection,Collection number: UA#0109,Student Strike (Columbia University : 1968),fast,http://id.worldcat.org/fast/1922992,,,,Columbia University,naf,http://id.loc.gov/authorities/names/n81024714,,,,,,,1968: Columbia in Crisis ,,,
omeka_5639,1968ColumbiaCrisis_ilr_000,President Kirk's office after bust,,"Kirk's office after the police bust of April 30, 1968",https://exhibitions.cul.columbia.edu/exhibits/show/1968/bust/bust2,http://www.columbia.edu/cgi-bin/cul/dev/dlo2?obj=1968_columbia_capa_751,1968-04,,Apr-68,,"University Archives, Columbia University",NNC-UA,marcorg,http://id.loc.gov/authorities/names/no2007136816,still image,photographs,aat,http://vocab.getty.edu/aat/300046300,reformatted digital ,eng,"Binder 1, Roll 26 or 27",Office of Public Affairs Protest & Activism Photograph Collection,Collection number: UA#0109,Student Strike (Columbia University : 1968),fast,http://id.worldcat.org/fast/1922992,,,,Columbia University,naf,http://id.loc.gov/authorities/names/n81024714,,,,,,,1968: Columbia in Crisis ,,,
omeka_5638,1968ColumbiaCrisis_ycw_000,Students on Low Library ledge,,"Occupying students on ledge of Low Library, outside the Presidential suite, 
attempting to catch food supplies from supporters outside the building
",https://exhibitions.cul.columbia.edu/exhibits/show/1968/protests/outside,http://www.columbia.edu/cgi-bin/cul/dev/dlo2?obj=1968_columbia_capa_551,1968-04,,Apr-68,,"University Archives, Columbia University",NNC-UA,marcorg,http://id.loc.gov/authorities/names/no2007136816,still image,photographs,aat,http://vocab.getty.edu/aat/300046300,reformatted digital ,eng,"Binder 1, Roll 18",Office of Public Affairs Protest & Activism Photograph Collection,Collection number: UA#109,Student Strike (Columbia University : 1968),fast,http://id.worldcat.org/fast/1922992,,,,Columbia University,naf,http://id.loc.gov/authorities/names/n81024714,,,,,,,1968: Columbia in Crisis ,,,
omeka_5637,1968ColumbiaCrisis_wvo_000,Southwest corner of Low Library,,"South west corner of Low Library during the occupation. Faculty members,
with white armbands, are lined up closest to the building.
",,http://www.columbia.edu/cgi-bin/cul/dev/dlo2?obj=1968_columbia_capa_491,1968-04,,Apr-68,,"University Archives, Columbia University",NNC-UA,marcorg,http://id.loc.gov/authorities/names/no2007136816,still image,photographs,aat,http://vocab.getty.edu/aat/300046300,reformatted digital ,eng,"Binder 1, Roll 17",Office of Public Affairs Protest & Activism Photograph Collection,Collection number: UA#109,Student Strike (Columbia University : 1968),fast,http://id.worldcat.org/fast/1922992,,,,Columbia University,naf,http://id.loc.gov/authorities/names/n81024714,,,,,,,1968: Columbia in Crisis ,,,
omeka_5636,1968ColumbiaCrisis_rgy_000,President Grayson Kirk and David Truman press conference,,"Grayson Kirk and David Truman at press conference in Faculty Room of Low Memorial Library, April 25, 1968",https://exhibitions.cul.columbia.edu/exhibits/show/1968/timeline/timeline1,http://www.columbia.edu/cgi-bin/cul/dev/dlo2?obj=1968_columbia_capa_44,1968-04-25,,25-Apr-68,,"University Archives, Columbia University",NNC-UA,marcorg,http://id.loc.gov/authorities/names/no2007136816,still image,photographs,aat,http://vocab.getty.edu/aat/300046300,reformatted digital ,eng,"Binder 1, Roll 2",Office of Public Affairs Protest & Activism Photograph Collection,Collection number: UA#109,Student Strike (Columbia University : 1968),fast,http://id.worldcat.org/fast/1922992,,,,Columbia University,naf,http://id.loc.gov/authorities/names/n81024714,,,,,,,1968: Columbia in Crisis ,,,
omeka_5635,1968ColumbiaCrisis_pwf_000,WKCR broadcasters,,WKCR broadcasting in front of Earl Hall,https://exhibitions.cul.columbia.edu/exhibits/show/1968/protests/wkcr,http://www.columbia.edu/cgi-bin/cul/dev/dlo2?obj=1968_columbia_capa_404,1968-04,,Apr-68,,"University Archives, Columbia University",NNC-UA,marcorg,http://id.loc.gov/authorities/names/no2007136816,still image,photographs,aat,http://vocab.getty.edu/aat/300046300,reformatted digital ,eng,"Binder 1, Roll 14",Office of Public Affairs Protest & Activism Photograph Collection,Collection number: UA#109,Student Strike (Columbia University : 1968),fast,http://id.worldcat.org/fast/1922992,,,,Columbia University,naf,http://id.loc.gov/authorities/names/n81024714,,,,,,,1968: Columbia in Crisis ,,,
omeka_5634,1968ColumbiaCrisis_iyu_000,"""No Amnesty"" sign",,Conservative students protesting against SDS,https://exhibitions.cul.columbia.edu/exhibits/show/1968/timeline/timeline1,http://www.columbia.edu/cgi-bin/cul/dev/dlo2?obj=1968_columbia_capa_375,1968-04,,Apr-68,,"University Archives, Columbia University",NNC-UA,marcorg,http://id.loc.gov/authorities/names/no2007136816,still image,photographs,aat,http://vocab.getty.edu/aat/300046300,reformatted digital ,eng,"Binder 1, Roll 14",Office of Public Affairs Protest & Activism Photograph Collection,Collection number: UA#109,Student Strike (Columbia University : 1968),fast,http://id.worldcat.org/fast/1922992,,,,Columbia University,naf,http://id.loc.gov/authorities/names/n81024714,,,,,,,1968: Columbia in Crisis ,,,
omeka_5633,1968ColumbiaCrisis_pyx_000,Westin and Wallerstein press conference,,"Alan Westin and Immanuel Wallerstein at Press Conference announcing 'bitter pill' resolutions, April 28, 1968",https://exhibitions.cul.columbia.edu/exhibits/show/1968/protests/faculty,http://www.columbia.edu/cgi-bin/cul/dev/dlo2?obj=1968_columbia_capa_321,1968-04-28,,28-Apr-68,,"University Archives, Columbia University",NNC-UA,marcorg,http://id.loc.gov/authorities/names/no2007136816,still image,photographs,aat,http://vocab.getty.edu/aat/300046300,reformatted digital ,eng,"Binder 1, Roll 11",Office of Public Affairs Protest & Activism Photograph Collection,Collection number: UA#109,Student Strike (Columbia University : 1968),fast,http://id.worldcat.org/fast/1922992,,,,Columbia University,naf,http://id.loc.gov/authorities/names/n81024714,,,,,,,1968: Columbia in Crisis ,,,
omeka_5632,1968ColumbiaCrisis_igh_000,Marine Corps Recruiting Protests,,"April 21, 1967 protests against marine corps recruiting on campus outside Hamilton Hall.",https://exhibitions.cul.columbia.edu/exhibits/show/1968/causes/recruiting,http://www.columbia.edu/cgi-bin/cul/dev/dlo2?obj=1968_columbia_capa_1589,1967-04-21,,21-Apr-67,,"University Archives, Columbia University",NNC-UA,marcorg,http://id.loc.gov/authorities/names/no2007136816,still image,photographs,aat,http://vocab.getty.edu/aat/300046300,reformatted digital ,eng,"Binder 2, Roll 74",Office of Public Affairs Protest & Activism Photograph Collection,Collection number: UA#109,Demonstrations,fast,http://id.worldcat.org/fast/890222,,,,,,,,,,,,,1968: Columbia in Crisis ,,,
omeka_5631,1968ColumbiaCrisis_zkk_000,Strike Coordinating Committee press conference,,"Mark Rudd and other SDS leaders at a Strike Coordinating Committee
Press conference held of Friday, April 26, 1968
",https://exhibitions.cul.columbia.edu/exhibits/show/1968/causes/sds,http://www.columbia.edu/cgi-bin/cul/dev/dlo2?obj=1968_columbia_capa_134,1968-04-26,,26-Apr-68,,"University Archives, Columbia University",NNC-UA,marcorg,http://id.loc.gov/authorities/names/no2007136816,still image,photographs,aat,http://vocab.getty.edu/aat/300046300,reformatted digital ,eng,"Binder 1, Roll 6",Office of Public Affairs Protest & Activism Photograph Collection,Collection number: UA#0109,Student Strike (Columbia University : 1968),fast,http://id.worldcat.org/fast/1922992,,,,Columbia University,naf,http://id.loc.gov/authorities/names/n81024714,,,,,,,1968: Columbia in Crisis ,,,
omeka_5630,1968ColumbiaCrisis_ekb_000,Faculty Talking to Students on Low Ledge,,Faculty (with white armbands) speaking with student occupiers sitting on Low Library ledge outside President Kirk's Office,https://exhibitions.cul.columbia.edu/exhibits/show/1968/timeline/timeline1,http://www.columbia.edu/cgi-bin/cul/dev/dlo2?obj=1968_columbia_capa_112,1968-04,,Apr-68,,"University Archives, Columbia University",NNC-UA,marcorg,http://id.loc.gov/authorities/names/no2007136816,still image,photographs,aat,http://vocab.getty.edu/aat/300046300,reformatted digital ,eng,"Binder 1, Roll 6",Office of Public Affairs Protest & Activism Photograph Collection,Collection number: UA#109,Student Strike (Columbia University : 1968),fast,http://id.worldcat.org/fast/1922992,,,,Columbia University,naf,http://id.loc.gov/authorities/names/n81024714,,,,,,,1968: Columbia in Crisis ,,,
omeka_5629,1968ColumbiaCrisis_iyu_000,"""Ban SDS"" sign",,Conservative students protesting against SDS,https://exhibitions.cul.columbia.edu/exhibits/show/1968/protests/majority,http://www.columbia.edu/cgi-bin/cul/dev/dlo2?obj=1968_columbia_capa_1063,1968-04,,Apr-68,,"University Archives, Columbia University",NNC-UA,marcorg,http://id.loc.gov/authorities/names/no2007136816,still image,photographs,aat,http://vocab.getty.edu/aat/300046300,reformatted digital ,eng,"Binder 1, Roll 38",Office of Public Affairs Protest & Activism Photograph Collection,Collection number: UA#109,Student Strike (Columbia University : 1968),fast,http://id.worldcat.org/fast/1922992,,,,Columbia University,naf,http://id.loc.gov/authorities/names/n81024714,,,,,,,1968: Columbia in Crisis ,,,
omeka_5628,1968ColumbiaCrisis_qnw_000,Harry Coleman in Hamilton Hall,,"Dean Harry Coleman speaking to students in lobby of Hamilton Hall, giving his ""Can I leave"" speech.",https://exhibitions.cul.columbia.edu/exhibits/show/1968/protests/first,http://www.columbia.edu/cgi-bin/cul/dev/dlo2?obj=1968_columbia_adler_59,1968-04,,Apr-68,,Private Collection,,,,still image,photographs,aat,http://vocab.getty.edu/aat/300046300,reformatted digital ,eng,,Private Collection,,Student Strike (Columbia University : 1968),fast,http://id.worldcat.org/fast/1922992,,,,Columbia University,naf,http://id.loc.gov/authorities/names/n81024714,,,,"Adler, Gerald S.",,,1968: Columbia in Crisis ,,"Gerald S. Adler, '80 GSAS",Permission to reproduce this image must be obtained from Gerald S. Adler. Please contact the University Archives for contact information.
omeka_5627,1968ColumbiaCrisis_xct_000,Students sleeping in Fayerweather,,View of occupying students sleeping in Fayerweather Hall.,https://exhibitions.cul.columbia.edu/exhibits/show/1968/protests/women,http://www.columbia.edu/cgi-bin/cul/dev/dlo2?obj=1968_columbia_adler_512,1968-04,,Apr-68,,Private Collection,,,,still image,photographs,aat,http://vocab.getty.edu/aat/300046300,reformatted digital ,eng,,Private Collection,,Student Strike (Columbia University : 1968),fast,http://id.worldcat.org/fast/1922992,,,,Columbia University,naf,http://id.loc.gov/authorities/names/n81024714,,,,"Adler, Gerald S.",,,1968: Columbia in Crisis ,,"Gerald S. Adler, '80 GSAS",Permission to reproduce this image must be obtained from Gerald S. Adler. Please contact the University Archives for contact information.
omeka_5626,1968ColumbiaCrisis_ois_000,"""Remember Your Pill""",,"View of students occuping a building with ""Remember your Pill"" written on chalkboard",https://exhibitions.cul.columbia.edu/exhibits/show/1968/protests/women,http://www.columbia.edu/cgi-bin/cul/dev/dlo2?obj=1968_columbia_adler_487,1968-04,,Apr-68,,Private Collection,,,,still image,photographs,aat,http://vocab.getty.edu/aat/300046300,reformatted digital ,eng,,Private Collection,,Student Strike (Columbia University : 1968),fast,http://id.worldcat.org/fast/1922992,,,,Columbia University,naf,http://id.loc.gov/authorities/names/n81024714,,,,"Adler, Gerald S.",,,1968: Columbia in Crisis ,,"Gerald S. Adler, '80 GSAS",Permission to reproduce this image must be obtained from Gerald S. Adler. Please contact the University Archives for contact information.
omeka_5625,1968ColumbiaCrisis_mbi_000,"""Fayerweather Liberated""",,"View of chalkboard and chair in Fayerweather Hall. ""Fayerweather Liberated"" is written on chalkboard.",https://exhibitions.cul.columbia.edu/exhibits/show/1968/protests/strike,http://www.columbia.edu/cgi-bin/cul/dev/dlo2?obj=1968_columbia_adler_480,1968-04,,Apr-68,,Private Collection,,,,still image,photographs,aat,http://vocab.getty.edu/aat/300046300,reformatted digital ,eng,,Private Collection,,Student Strike (Columbia University : 1968),fast,http://id.worldcat.org/fast/1922992,,,,Columbia University,naf,http://id.loc.gov/authorities/names/n81024714,,,,"Adler, Gerald S.",,,1968: Columbia in Crisis ,,"Gerald S. Adler, '80 GSAS",Permission to reproduce this image must be obtained from Gerald S. Adler. Please contact the University Archives for contact information.
omeka_5624,1968ColumbiaCrisis_zri_000,Faculty Meeting in Philosophy Hall,,View of faculty meeting in Philosophy Hall as viewed through window in door.,https://exhibitions.cul.columbia.edu/exhibits/show/1968/protests/faculty,http://www.columbia.edu/cgi-bin/cul/dev/dlo2?obj=1968_columbia_adler_431,1968-04,,Apr-68,,Private Collection,,,,still image,photographs,aat,http://vocab.getty.edu/aat/300046300,reformatted digital ,eng,,Private Collection,,Student Strike (Columbia University : 1968),fast,http://id.worldcat.org/fast/1922992,,,,Columbia University,naf,http://id.loc.gov/authorities/names/n81024714,,,,"Adler, Gerald S.",,,1968: Columbia in Crisis ,,"Gerald S. Adler, '80 GSAS",Permission to reproduce this image must be obtained from Gerald S. Adler. Please contact the University Archives for contact information.
omeka_5623,1968ColumbiaCrisis_mfb_000,Mark Rudd speaking,,Mark Rudd leading a discussion in Fayerweather,https://exhibitions.cul.columbia.edu/exhibits/show/1968/protests/strike,http://www.columbia.edu/cgi-bin/cul/dev/dlo2?obj=1968_columbia_adler_390,1968-04,,Apr-68,,Private Collection,,,,still image,photographs,aat,http://vocab.getty.edu/aat/300046300,reformatted digital ,eng,,Private Collection,,Student Strike (Columbia University : 1968),fast,http://id.worldcat.org/fast/1922992,,,,Columbia University,naf,http://id.loc.gov/authorities/names/n81024714,,,,"Adler, Gerald S.",,,1968: Columbia in Crisis ,,"Gerald S. Adler, '80 GSAS",Permission to reproduce this image must be obtained from Gerald S. Adler. Please contact the University Archives for contact information.
omeka_5622,1968ColumbiaCrisis_zpt_000,"April 23, 1968 Crowd Sundial Rally",,"Crowd of people moving towards Low Library from Sun Dial Rally held on April 23, 1968",https://exhibitions.cul.columbia.edu/exhibits/show/1968/protests/first,http://www.columbia.edu/cgi-bin/cul/dev/dlo2?obj=1968_columbia_adler_23,1968-04-23,,23-Apr-68,,Private Collection,,,,still image,photographs,aat,http://vocab.getty.edu/aat/300046300,reformatted digital ,eng,,Private Collection,,Student Strike (Columbia University : 1968),fast,http://id.worldcat.org/fast/1922992,,,,Columbia University,naf,http://id.loc.gov/authorities/names/n81024714,,,,"Adler, Gerald S.",,,1968: Columbia in Crisis ,,"Gerald S. Adler, '80 GSAS",Permission to reproduce this image must be obtained from Gerald S. Adler. Please contact the University Archives for contact information.
omeka_5621,1968ColumbiaCrisis_gno_000,Buttons,,"A selection of 1968 related buttons mounted on a red background: ""Strike If We Must"", ""Strike!"" ""A Free University In A Free Society: 
Columbia SDS""
",,http://www.columbia.edu/cgi-bin/cul/dev/dlo2?obj=1968_columbia_1968_buttons,1968,,1968,,Private Collection,,,,three dimensional object,objects,aat,http://vocab.getty.edu/aat/300311889,reformatted digital ,eng,,Private Collection,,Student Strike (Columbia University : 1968),fast,http://id.worldcat.org/fast/1922992,,,,Columbia University,naf,http://id.loc.gov/authorities/names/n81024714,,,,,,,1968: Columbia in Crisis ,,"Frank da Cruz (GS 1971, SEAS 1976)",This image may not be reproduced without the permission of Frank da Cruz. Please contact the University Archives for further information.
omeka_5620,1968ColumbiaCrisis_kmk_000,Campus map with blue shading indicating which buildings were occupied by protesting students,,Map of Columbia campus with blue shading indicating which buildings were occupied by protesting students,https://exhibitions.cul.columbia.edu/exhibits/show/1968/protests/strike,http://www.columbia.edu/cgi-bin/cul/dev/dlo2?obj=1968_columbia_110044105,1968,,1968,,"University Archives, Columbia University",NNC-UA,marcorg,http://id.loc.gov/authorities/names/no2007136816,cartographic,maps,aat,http://vocab.getty.edu/aat/300028094,reformatted digital ,eng,call #CH D,"Student and Staff Columbia University Directory, Officers and Staff, 1967-1968",,Student Strike (Columbia University : 1968),fast,http://id.worldcat.org/fast/1922992,,,,Columbia University,naf,http://id.loc.gov/authorities/names/n81024714,,,,,,,1968: Columbia in Crisis ,"Physical Dimensions: 6"" x 10.25""",,
omeka_5619,1968ColumbiaCrisis_qcg_000,"Columbia Daily Spectator, 4/8/69",Page 3,"The Columbia Daily Spectator. 8 April 1969, page 3",,http://www.columbia.edu/cgi-bin/cul/dev/dlo2?obj=1968_columbia_110044104,1969-04-08,,8-Apr-69,,"University Archives, Columbia University",NNC-UA,marcorg,http://id.loc.gov/authorities/names/no2007136816,text,periodicals,aat,http://vocab.getty.edu/aat/300026657,reformatted digital ,eng,1968-1969,Columbia Daily Spectator,,College student newspapers and periodicals,fast,http://id.worldcat.org/fast/867966,,,,,,,,,,,,,1968: Columbia in Crisis ,"Physical Dimensions: 16""x11.25""",,
omeka_5618,1968ColumbiaCrisis_aek_000,"""Senate Overwhelmingly Approved""",Page 3,"The Columbia Daily Spectator. 8 April 1969, page 3",,http://www.columbia.edu/cgi-bin/cul/dev/dlo2?obj=1968_columbia_110044103,1969-04-08,,8-Apr-69,,"University Archives, Columbia University",NNC-UA,marcorg,http://id.loc.gov/authorities/names/no2007136816,text,periodicals,aat,http://vocab.getty.edu/aat/300026657,reformatted digital ,eng,1968-1969,Columbia Daily Spectator,,College student newspapers and periodicals,fast,http://id.worldcat.org/fast/867966,,,,,,,,,,,,,1968: Columbia in Crisis ,,,
omeka_5617,1968ColumbiaCrisis_ehx_001,"Columbia Daily Spectator, 4/8/69",Page 1,"The Columbia Daily Spectator. 8 April 1969, page 1 and 3",https://exhibitions.cul.columbia.edu/exhibits/show/1968/consequences/senate,http://www.columbia.edu/cgi-bin/cul/dev/dlo2?obj=1968_columbia_110044102,1969-04-08,,8-Apr-69,,"University Archives, Columbia University",NNC-UA,marcorg,http://id.loc.gov/authorities/names/no2007136816,text,periodicals,aat,http://vocab.getty.edu/aat/300026657,reformatted digital ,eng,1968-1969,Columbia Daily Spectator,,College student newspapers and periodicals,fast,http://id.worldcat.org/fast/867966,,,,,,,eng,iso639-2,http://id.loc.gov/vocabulary/iso639-2/eng,,,,1968: Columbia in Crisis ,"Physical Dimensions: 16""x11.25""",,
omeka_5617,1968ColumbiaCrisis_ehx_003,"Columbia Daily Spectator, 4/8/69",Page 3,"The Columbia Daily Spectator. 8 April 1969, page 1 and 3",https://exhibitions.cul.columbia.edu/exhibits/show/1968/consequences/senate,Spec Apr 8 1969 p3.jpg,1969-04-08,,8-Apr-69,,"University Archives, Columbia University",NNC-UA,marcorg,http://id.loc.gov/authorities/names/no2007136816,text,periodicals,aat,http://vocab.getty.edu/aat/300026657,reformatted digital ,eng,1968-1969,Columbia Daily Spectator,,College student newspapers and periodicals,fast,http://id.worldcat.org/fast/867966,,,,,,,eng,iso639-2,http://id.loc.gov/vocabulary/iso639-2/eng,,,,1968: Columbia in Crisis ,"Physical Dimensions: 16""x11.25""",,
omeka_5616,1968ColumbiaCrisis_uia_001,"""University Senate Approved Overwhelmingly; Cordier Says Proposal Needs 'Modifications'""",Page 1,"The Columbia Daily Spectator. 8 April 1969, front page article about approval of University Senate and continuation of article on page 3.",,http://www.columbia.edu/cgi-bin/cul/dev/dlo2?obj=1968_columbia_110044101,1969-04-08,,8-Apr-69,,"University Archives, Columbia University",NNC-UA,marcorg,http://id.loc.gov/authorities/names/no2007136816,text,periodicals,aat,http://vocab.getty.edu/aat/300026657,reformatted digital ,eng,1968-1969,Columbia Daily Spectator,,College student newspapers and periodicals,fast,http://id.worldcat.org/fast/867966,,,,,,,eng,iso639-2,http://id.loc.gov/vocabulary/iso639-2/eng,,,,1968: Columbia in Crisis ,,,
omeka_5616,1968ColumbiaCrisis_uia_003,"""University Senate Approved Overwhelmingly; Cordier Says Proposal Needs 'Modifications'""",Page 3,"The Columbia Daily Spectator. 8 April 1969, front page article about approval of University Senate and continuation of article on page 3.",,Senate2.jpg,1969-04-08,,8-Apr-69,,"University Archives, Columbia University",NNC-UA,marcorg,http://id.loc.gov/authorities/names/no2007136816,text,periodicals,aat,http://vocab.getty.edu/aat/300026657,reformatted digital ,eng,1968-1969,Columbia Daily Spectator,,College student newspapers and periodicals,fast,http://id.worldcat.org/fast/867966,,,,,,,eng,iso639-2,http://id.loc.gov/vocabulary/iso639-2/eng,,,,1968: Columbia in Crisis ,,,
omeka_5615,1968ColumbiaCrisis_jcm_000,"Columbia Daily Spectator, 3/4/69",Page 5,"The Columbia Daily Spectator. 4 March 1969, page 5",,http://www.columbia.edu/cgi-bin/cul/dev/dlo2?obj=1968_columbia_110044100,1969-03-04,,4-Mar-69,,"University Archives, Columbia University",NNC-UA,marcorg,http://id.loc.gov/authorities/names/no2007136816,text,periodicals,aat,http://vocab.getty.edu/aat/300026657,reformatted digital ,eng,1968-1969,Columbia Daily Spectator,,College student newspapers and periodicals,fast,http://id.worldcat.org/fast/867966,,,,,,,,,,,,,1968: Columbia in Crisis ,"Physical Dimensions: 16""x11.25""",,
omeka_5614,1968ColumbiaCrisis_tji_001,"Columbia Daily Spectator, 3/4/69",Page 1,"The Columbia Daily Spectator. 4 March 1969, page 1 and 5.",,http://www.columbia.edu/cgi-bin/cul/dev/dlo2?obj=1968_columbia_110044099,1969-03-04,,4-Mar-69,,"University Archives, Columbia University",NNC-UA,marcorg,http://id.loc.gov/authorities/names/no2007136816,text,periodicals,aat,http://vocab.getty.edu/aat/300026657,reformatted digital ,eng,1968-1969,Columbia Daily Spectator,,College student newspapers and periodicals,fast,http://id.worldcat.org/fast/867966,,,,,,,eng,iso639-2,http://id.loc.gov/vocabulary/iso639-2/eng,,,,1968: Columbia in Crisis ,"Physical Dimensions: 16""x11.25""",,
omeka_5614,1968ColumbiaCrisis_tji_005,"Columbia Daily Spectator, 3/4/69",Page 5,"The Columbia Daily Spectator. 4 March 1969, page 1 and 5.",,Spec Mar 4 1969 p5.jpg,1969-03-04,,4-Mar-69,,"University Archives, Columbia University",NNC-UA,marcorg,http://id.loc.gov/authorities/names/no2007136816,text,periodicals,aat,http://vocab.getty.edu/aat/300026657,reformatted digital ,eng,1968-1969,Columbia Daily Spectator,,College student newspapers and periodicals,fast,http://id.worldcat.org/fast/867966,,,,,,,eng,iso639-2,http://id.loc.gov/vocabulary/iso639-2/eng,,,,1968: Columbia in Crisis ,"Physical Dimensions: 16""x11.25""",,
omeka_5613,1968ColumbiaCrisis_ele_000,"""Trustees Abandon Gym Site, Agree to Restore Parkland""",Page 5,"The Columbia Daily Spectator. 4 March 1969, page 5. Continuation of front page article.",,http://www.columbia.edu/cgi-bin/cul/dev/dlo2?obj=1968_columbia_110044098,1969-03-04,,4-Mar-69,,"University Archives, Columbia University",NNC-UA,marcorg,http://id.loc.gov/authorities/names/no2007136816,text,periodicals,aat,http://vocab.getty.edu/aat/300026657,reformatted digital ,eng,1968-1969,Columbia Daily Spectator,,College student newspapers and periodicals,fast,http://id.worldcat.org/fast/867966,,,,,,,,,,,,,1968: Columbia in Crisis ,,,
omeka_5612,1968ColumbiaCrisis_pzg_001,"""Trustees Drop Gym, Rockland Sites""",Page 1,The Columbia Daily Spectator. 4 March 1969  front page article about abandoning gym in Morningside Park. Article starts on front page and continues on page 5. ,https://exhibitions.cul.columbia.edu/exhibits/show/1968/consequences/legacy,http://www.columbia.edu/cgi-bin/cul/dev/dlo2?obj=1968_columbia_110044097,1969-03-04,,4-Mar-69,,"University Archives, Columbia University",NNC-UA,marcorg,http://id.loc.gov/authorities/names/no2007136816,text,periodicals,aat,http://vocab.getty.edu/aat/300026657,reformatted digital ,eng,1968-1969,Columbia Daily Spectator,,College student newspapers and periodicals,fast,http://id.worldcat.org/fast/867966,,,,,,,eng,iso639-2,http://id.loc.gov/vocabulary/iso639-2/eng,,,,1968: Columbia in Crisis ,,,
omeka_5612,1968ColumbiaCrisis_pzg_005,"""Trustees Drop Gym, Rockland Sites""",Page 5,The Columbia Daily Spectator. 4 March 1969  front page article about abandoning gym in Morningside Park. Article starts on front page and continues on page 5. ,https://exhibitions.cul.columbia.edu/exhibits/show/1968/consequences/legacy,Gym2.jpg,1969-03-04,,4-Mar-69,,"University Archives, Columbia University",NNC-UA,marcorg,http://id.loc.gov/authorities/names/no2007136816,text,periodicals,aat,http://vocab.getty.edu/aat/300026657,reformatted digital ,eng,1968-1969,Columbia Daily Spectator,,College student newspapers and periodicals,fast,http://id.worldcat.org/fast/867966,,,,,,,eng,iso639-2,http://id.loc.gov/vocabulary/iso639-2/eng,,,,1968: Columbia in Crisis ,,,
omeka_5611,1968ColumbiaCrisis_lgk_000,"Columbia Daily Spectator, 2/28/69",Page 6,"The Columbia Daily Spectator. 28 February 1969, p. 5",,http://www.columbia.edu/cgi-bin/cul/dev/dlo2?obj=1968_columbia_110044096,1969-02-28,,28-Feb-69,,"University Archives, Columbia University",NNC-UA,marcorg,http://id.loc.gov/authorities/names/no2007136816,text,periodicals,aat,http://vocab.getty.edu/aat/300026657,reformatted digital ,eng,1968-1969,Columbia Daily Spectator,,College student newspapers and periodicals,fast,http://id.worldcat.org/fast/867966,,,,,,,,,,,,,1968: Columbia in Crisis ,"Physical Dimensions: 16""x11.25""",,
omeka_5610,1968ColumbiaCrisis_mtp_000,"Columbia Daily Spectator, 2/28/69",Page 5,"The Columbia Daily Spectator. 28 February 1969, p. 5",,http://www.columbia.edu/cgi-bin/cul/dev/dlo2?obj=1968_columbia_110044095,1969-02-28,,28-Feb-69,,"University Archives, Columbia University",NNC-UA,marcorg,http://id.loc.gov/authorities/names/no2007136816,text,periodicals,aat,http://vocab.getty.edu/aat/300026657,reformatted digital ,eng,1968-1969,Columbia Daily Spectator,,College student newspapers and periodicals,fast,http://id.worldcat.org/fast/867966,,,,,,,,,,,,,1968: Columbia in Crisis ,"Physical Dimensions: 16""x11.25""",,
omeka_5609,1968ColumbiaCrisis_mgo_000,"Columbia Daily Spectator, 2/28/69",Page 4,"The Columbia Daily Spectator. 28 February 1969, p. 4",,http://www.columbia.edu/cgi-bin/cul/dev/dlo2?obj=1968_columbia_110044094,1969-02-28,,28-Feb-69,,"University Archives, Columbia University",NNC-UA,marcorg,http://id.loc.gov/authorities/names/no2007136816,text,periodicals,aat,http://vocab.getty.edu/aat/300026657,reformatted digital ,eng,1968-1969,Columbia Daily Spectator,,College student newspapers and periodicals,fast,http://id.worldcat.org/fast/867966,,,,,,,,,,,,,1968: Columbia in Crisis ,"Physical Dimensions: 16""x11.25""",,
omeka_5608,1968ColumbiaCrisis_xby_000,"Columbia Daily Spectator, 2/28/69",Page 3,"The Columbia Daily Spectator. 28 February 1969, p. 3",,http://www.columbia.edu/cgi-bin/cul/dev/dlo2?obj=1968_columbia_110044093,1969-02-28,,28-Feb-69,,"University Archives, Columbia University",NNC-UA,marcorg,http://id.loc.gov/authorities/names/no2007136816,text,periodicals,aat,http://vocab.getty.edu/aat/300026657,reformatted digital ,eng,1968-1969,Columbia Daily Spectator,,College student newspapers and periodicals,fast,http://id.worldcat.org/fast/867966,,,,,,,,,,,,,1968: Columbia in Crisis ,"Physical Dimensions: 16""x11.25""",,
