note-1:note_value,note-1:note_type,_restrictions.restricted_size_image,_digital_object_type.string_key,_identifiers-1,_parent_digital_objects-1.identifier,title-1:title_sort_portion,alternative_title-1:alternative_title_value,extent-1:extent_value,_pid,note-2:note_value,omeka_identifier-1:omeka_identifier_value,object_in_context_url-1:object_in_context_url_value,form-1:form_term.value,form-1:form_term.authority,form-1:form_term.uri,form-2:form_term.value,form-2:form_term.authority,form-2:form_term.uri,type_of_resource-1:type_of_resource_value,type_of_resource-2:type_of_resource_value,language-1:language_term.value,language-1:language_term.authority,language-1:language_term.uri,language-2:language_term.value,language-2:language_term.authority,language-2:language_term.uri,note-3:note_value,note-3:note_type,collection-1:collection_term.value,collection-1:collection_term.uri,location-1:location_term.value,location-1:location_term.uri,location-1:location_sublocation,place_of_origin-1:place_of_origin_value,publisher-1:publisher_value,digital_origin-1:digital_origin_value,genre-1:genre_term.value,genre-1:genre_term.authority,genre-1:genre_term.uri,abstract-1:abstract_value,restriction_on_access-1:restriction_on_access_value,use_and_reproduction-1:use_and_reproduction_value,use_and_reproduction-1:use_and_reproduction_term.authority,use_and_reproduction-1:use_and_reproduction_term.uri,date_created_textual-1:date_created_textual_value,date_created-1:date_created_start_value,date_created-1:date_created_key_date,date_created-1:date_created_end_value,date_created-1:date_created_type,name-1:name_term.value,name-1:name_term.uri,name-1:name_term.authority,name-1:name_term.name_type,name-1:name_usage_primary,name-1:name_role-1:name_role_term.value,name-1:name_role-1:name_role_term.uri,name-1:name_role-1:name_role_term.authority,subject_name-1:subject_name_term.value,subject_name-1:subject_name_term.uri,subject_name-1:subject_name_term.authority,subject_name-1:subject_name_term.name_type,subject_name-2:subject_name_term.value,subject_name-2:subject_name_term.name_type,subject_name-3:subject_name_term.value,subject_name-3:subject_name_term.name_type,subject_name-4:subject_name_term.value,subject_name-4:subject_name_term.name_type,subject_topic-1:subject_topic_term.value,subject_topic-1:subject_topic_term.uri,subject_topic-1:subject_topic_term.authority,name-2:name_term.value,name-2:name_term.uri,name-2:name_term.authority,name-2:name_term.name_type,name-2:name_role-1:name_role_term.value,name-2:name_role-1:name_role_term.uri,name-2:name_role-1:name_role_term.authority,_publish_targets-1.string_key,_publish,_project.string_key
,,,item,russimp_iue_000,,Ceremonial Departure of Nicholas II from his Coronation,,black and white photograph,ldpd:113939,,,,photographs,aat,http://vocab.getty.edu/aat/300046300,,,,still image,,,,,,,,"Purchase, 1957",ownership,Soiuz Pazhei Records,http://id.library.columbia.edu/term/23912814-08c7-48f5-a133-e60a8a80d990,"Rare Book and Manuscript Library, Columbia University",http://id.library.columbia.edu/term/d2142d01-deaa-4a39-8dbd-72c4f148353f,Bakhmeteff Archive of Russian and East European History and Culture,Moscow,,reformatted digital,,,,Photograph of the Ceremonial departure from the Coronation of Nicholas II at the Uspenskii cathedral,,No Copyright - United States,rightsstatements,http://rightsstatements.org/vocab/NoC-US/1.0/,"May 14, 1896",1896-05-14,TRUE,,,,,,,,,,,"Nicholas II, Emperor of Russia, 1868-1918",http://id.loc.gov/authorities/names/n79065459,naf,personal,,,,,,,Coronations,http://id.worldcat.org/fast/879576,fast,,,,,,,,,,
http://ldpd.cul.columbia.edu/russiancorp/3m001.jpg,filename,,asset,russimp_iue_001,russimp_iue_000,Ceremonial Departure of Nicholas II from his Coronation,,,ldpd:298,Original filename: 3m001.tif,7900,https://exhibitions.library.columbia.edu/exhibits/show/pages/imperial_life/images_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Public Access,No Copyright - United States,rightsstatements,http://rightsstatements.org/vocab/NoC-US/1.0/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,item,russimp_tvv_000,,Ceremonial Entrance to Moscow after Nicholas II's Coronation,,black and white photograph,ldpd:113903,,,,photographs,aat,http://vocab.getty.edu/aat/300046300,,,,still image,,,,,,,,"Purchase, 1957",ownership,Soiuz Pazhei Records,http://id.library.columbia.edu/term/23912814-08c7-48f5-a133-e60a8a80d990,"Rare Book and Manuscript Library, Columbia University",http://id.library.columbia.edu/term/d2142d01-deaa-4a39-8dbd-72c4f148353f,Bakhmeteff Archive of Russian and East European History and Culture,Moscow,,reformatted digital,,,,"Photograph, Nicholas II Coronation. Ceremonial Entrance to Moscow",,No Copyright - United States,rightsstatements,http://rightsstatements.org/vocab/NoC-US/1.0/,"May 6, 1896",1896-05-06,TRUE,,,,,,,,,,,"Nicholas II, Emperor of Russia, 1868-1918",http://id.loc.gov/authorities/names/n79065459,naf,personal,,,,,,,Coronations,http://id.worldcat.org/fast/879576,fast,,,,,,,,,,
http://ldpd.cul.columbia.edu/russiancorp/3a001.jpg,filename,,asset,russimp_tvv_001,russimp_tvv_000,Ceremonial Entrance to Moscow after Nicholas II's Coronation,,,ldpd:368,Original filename: 3a001.tif,7888,https://exhibitions.library.columbia.edu/exhibits/show/pages/imperial_life/images,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Public Access,No Copyright - United States,rightsstatements,http://rightsstatements.org/vocab/NoC-US/1.0/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,item,russimp_hbn_000,,Ceremonial Procession for Coronation of Nicholas II,,,ldpd:113895,,,,photographs,aat,http://vocab.getty.edu/aat/300046300,,,,still image,,,,,,,,"Purchase, 1957",ownership,Soiuz Pazhei Records,http://id.library.columbia.edu/term/23912814-08c7-48f5-a133-e60a8a80d990,"Rare Book and Manuscript Library, Columbia University",http://id.library.columbia.edu/term/d2142d01-deaa-4a39-8dbd-72c4f148353f,Bakhmeteff Archive of Russian and East European History and Culture,Moscow,,reformatted digital,,,,Photograph of Nicholas II Coronation's Ceremonial procession in Moscow,,No Copyright - United States,rightsstatements,http://rightsstatements.org/vocab/NoC-US/1.0/,"May 14, 1896",1896-05-14,TRUE,,,,,,,,,,,"Nicholas II, Emperor of Russia, 1868-1918",http://id.loc.gov/authorities/names/n79065459,naf,personal,,,,,,,Coronations,http://id.worldcat.org/fast/879576,fast,,,,,,,,,,
http://ldpd.cul.columbia.edu/russiancorp/3g001.jpg,filename,,asset,russimp_hbn_001,russimp_hbn_000,Ceremonial Procession for Coronation of Nicholas II,,,ldpd:333,Original filename: 3g001.tif,7894,https://exhibitions.library.columbia.edu/exhibits/show/pages/imperial_life/images,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Public Access,No Copyright - United States,rightsstatements,http://rightsstatements.org/vocab/NoC-US/1.0/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,item,russimp_bdj_000,,Class of 1902,,,ldpd:113825,,,,photographs,aat,http://vocab.getty.edu/aat/300046300,,,,still image,,,,,,,,"Purchase, 1957",ownership,Soiuz Pazhei Records,http://id.library.columbia.edu/term/23912814-08c7-48f5-a133-e60a8a80d990,"Rare Book and Manuscript Library, Columbia University",http://id.library.columbia.edu/term/d2142d01-deaa-4a39-8dbd-72c4f148353f,Bakhmeteff Archive of Russian and East European History and Culture,,,reformatted digital,,,,"Photograph, Class of 1902",,No Copyright - United States,rightsstatements,http://rightsstatements.org/vocab/NoC-US/1.0/,1902,1902,TRUE,,,,,,,,,,,Pazheskīĭ Ego Imperatorskago Velichestva korpus (Russia),http://id.loc.gov/authorities/names/n82277616,naf,corporate,,,,,,,,,,,,,,,,,,,
http://ldpd.cul.columbia.edu/russiancorp/4g001.jpg,filename,,asset,russimp_bdj_001,russimp_bdj_000,Class of 1902,,,ldpd:208,Original filename: 4g001.tif,7912,https://exhibitions.library.columbia.edu/exhibits/show/pages/celebrations/images,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Public Access,No Copyright - United States,rightsstatements,http://rightsstatements.org/vocab/NoC-US/1.0/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,item,russimp_eel_000,,Class of 1917,,,ldpd:113936,,,,photographs,aat,http://vocab.getty.edu/aat/300046300,,,,still image,,,,,,,,"Purchase, 1957",ownership,Soiuz Pazhei Records,http://id.library.columbia.edu/term/23912814-08c7-48f5-a133-e60a8a80d990,"Rare Book and Manuscript Library, Columbia University",http://id.library.columbia.edu/term/d2142d01-deaa-4a39-8dbd-72c4f148353f,Bakhmeteff Archive of Russian and East European History and Culture,,,reformatted digital,,,,Last pre-Revolutionary graduates.  Photograph of the Class of February 1917.,,No Copyright - United States,rightsstatements,http://rightsstatements.org/vocab/NoC-US/1.0/,"February 1, 1917",1917-02-01,TRUE,,,,,,,,,,,Pazheskīĭ Ego Imperatorskago Velichestva korpus (Russia),http://id.loc.gov/authorities/names/n82277616,naf,corporate,,,,,,,,,,,,,,,,,,,
http://ldpd.cul.columbia.edu/russiancorp/5k001.jpg,filename,,asset,russimp_eel_001,russimp_eel_000,Class of 1917,,,ldpd:48,Original filename: 5k001.tif,7934,https://exhibitions.library.columbia.edu/exhibits/show/pages/1917/imaages_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Public Access,No Copyright - United States,rightsstatements,http://rightsstatements.org/vocab/NoC-US/1.0/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,item,russimp_awh_000,,Confirmation of an Audience with the Emperor,,,ldpd:113980,,,,printed ephemera,aat,http://vocab.getty.edu/aat/300264821,,,,text,,Russian,iso639-2b,http://id.loc.gov/vocabulary/iso639-2/rus,,,,"Purchase, 1957",ownership,Soiuz Pazhei Records,http://id.library.columbia.edu/term/23912814-08c7-48f5-a133-e60a8a80d990,"Rare Book and Manuscript Library, Columbia University",http://id.library.columbia.edu/term/d2142d01-deaa-4a39-8dbd-72c4f148353f,Bakhmeteff Archive of Russian and East European History and Culture,St. Petersburg,,reformatted digital,invitations,aat,http://vocab.getty.edu/page/aat/300027083,"Invitation to an audience with Nicholas II, issued to former Page N. F. Meksmontan",,No Copyright - United States,rightsstatements,http://rightsstatements.org/vocab/NoC-US/1.0/,"March 21, 1906",1906-03-21,TRUE,,,"Nicholas II, Emperor of Russia, 1868-1918",http://id.loc.gov/authorities/names/n79065459,naf,personal,TRUE,Correspondent,http://id.loc.gov/vocabulary/relators/crp,marcrelator,,,,,,,,,,,,,,"Meksmontan, N. F.",,,personal,Addressee,http://id.loc.gov/vocabulary/relators/rcp,marcrelator,,,
http://ldpd.cul.columbia.edu/russiancorp/5i001.jpg,filename,,asset,russimp_awh_001,russimp_awh_000,Confirmation of an Audience with the Emperor,,,ldpd:58,Original filename: 5i001.tif,7932,https://exhibitions.library.columbia.edu/exhibits/show/pages/1917/images,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Public Access,No Copyright - United States,rightsstatements,http://rightsstatements.org/vocab/NoC-US/1.0/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,item,russimp_dnk_000,,"Coronation Invitation - May 14, 1896",,black and white photograph,ldpd:113841,,,,printed ephemera,aat,http://vocab.getty.edu/aat/300264821,,,,text,,Russian,iso639-2b,http://id.loc.gov/vocabulary/iso639-2/rus,,,,"Gift of Aleksei Mozhaiskii, 1982",ownership,Soiuz Pazhei Records,http://id.library.columbia.edu/term/23912814-08c7-48f5-a133-e60a8a80d990,"Rare Book and Manuscript Library, Columbia University",http://id.library.columbia.edu/term/d2142d01-deaa-4a39-8dbd-72c4f148353f,Bakhmeteff Archive of Russian and East European History and Culture,Moscow,,reformatted digital,invitations,aat,http://vocab.getty.edu/page/aat/300027083,"Invitation to the divine coronation in the Uspenskii cathedral, issued to the Page of the Chamber G. V. Romanovskii",,No Copyright - United States,rightsstatements,http://rightsstatements.org/vocab/NoC-US/1.0/,"May 14, 1896",1896-05-14,TRUE,,,"Romanovskii, G. V.",,,personal,TRUE,Addressee,http://id.loc.gov/vocabulary/relators/rcp,marcrelator,"Nicholas II, Emperor of Russia, 1868-1918",http://id.loc.gov/authorities/names/n79065459,naf,personal,,,,,,,Coronations,http://id.worldcat.org/fast/879576,fast,,,,,,,,,,
http://ldpd.cul.columbia.edu/russiancorp/3l001.jpg,filename,,asset,russimp_dnk_001,russimp_dnk_000,Unnumbered page 1,,,ldpd:308,Original filename: 3l001.tif,7899,https://exhibitions.library.columbia.edu/exhibits/show/pages/imperial_life/images_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Public Access,No Copyright - United States,rightsstatements,http://rightsstatements.org/vocab/NoC-US/1.0/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://ldpd.cul.columbia.edu/russiancorp/3l002.jpg,filename,,asset,russimp_dnk_002,russimp_dnk_000,Unnumbered page 2,,,ldpd:303,Original filename: 3l002.tif,8250,https://exhibitions.library.columbia.edu/exhibits/show/pages/imperial_life/images_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Public Access,No Copyright - United States,rightsstatements,http://rightsstatements.org/vocab/NoC-US/1.0/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,item,russimp_vaj_000,,Coronation Address,,,ldpd:113843,,,,printed ephemera,aat,http://vocab.getty.edu/aat/300264821,,,,text,,Russian,iso639-2b,http://id.loc.gov/vocabulary/iso639-2/rus,,,,"Purchase, 1957",ownership,Soiuz Pazhei Records,http://id.library.columbia.edu/term/23912814-08c7-48f5-a133-e60a8a80d990,"Rare Book and Manuscript Library, Columbia University",http://id.library.columbia.edu/term/d2142d01-deaa-4a39-8dbd-72c4f148353f,Bakhmeteff Archive of Russian and East European History and Culture,Moscow,A. Levenson,reformatted digital,,,,Address to the Russian people on the occasion of the Nicholas II Coronation,,No Copyright - United States,rightsstatements,http://rightsstatements.org/vocab/NoC-US/1.0/,"May 14, 1896",1896-05-14,TRUE,,,"Nicholas II, Emperor of Russia, 1868-1918",,,personal,TRUE,Author,http://id.loc.gov/vocabulary/relators/aut,marcrelator,,,,,,,,,,,Coronations,http://id.worldcat.org/fast/879576,fast,,,,,,,,,,
http://ldpd.cul.columbia.edu/russiancorp/3i001.jpg,filename,,asset,russimp_vaj_001,russimp_vaj_000,Coronation Address,,,ldpd:323,Original filename: 3i001.tif,7896,https://exhibitions.library.columbia.edu/exhibits/show/pages/imperial_life/images,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Public Access,No Copyright - United States,rightsstatements,http://rightsstatements.org/vocab/NoC-US/1.0/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,item,russimp_gze_000,,Coronation Choir Program,,,ldpd:113870,,,,printed ephemera,aat,http://vocab.getty.edu/aat/300264821,,,,text,,Russian,iso639-2b,http://id.loc.gov/vocabulary/iso639-2/rus,,,,"Purchase, 1957",ownership,Soiuz Pazhei Records,http://id.library.columbia.edu/term/23912814-08c7-48f5-a133-e60a8a80d990,"Rare Book and Manuscript Library, Columbia University",http://id.library.columbia.edu/term/d2142d01-deaa-4a39-8dbd-72c4f148353f,Bakhmeteff Archive of Russian and East European History and Culture,Moscow,A. Levenson,reformatted digital,concert programs,aat,http://vocab.getty.edu/page/aat/300395494,Konstantin Pervukhin (1863-1915). Nicholas II Coronation Choir Program,,No Copyright - United States,rightsstatements,http://rightsstatements.org/vocab/NoC-US/1.0/,"May 26, 1896",1896-05-26,TRUE,,,"Pervukhin, Konstantin",,,personal,TRUE,Contributor,http://id.loc.gov/vocabulary/relators/ctb,marcrelator,"Nicholas II, Emperor of Russia, 1868-1918",http://id.loc.gov/authorities/names/n79065459,naf,personal,,,,,,,,,,,,,,,,,,,
http://ldpd.cul.columbia.edu/russiancorp/3j001.jpg,filename,,asset,russimp_gze_001,russimp_gze_000,Unnumbered page,,,ldpd:318,Original filename: 3j001.tif,7897,https://exhibitions.library.columbia.edu/exhibits/show/pages/imperial_life/images,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Public Access,No Copyright - United States,rightsstatements,http://rightsstatements.org/vocab/NoC-US/1.0/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,item,russimp_res_000,,Coronation Dinner Menu,,lithograph,ldpd:113982,,,,printed ephemera,aat,http://vocab.getty.edu/aat/300264821,,,,text,,Russian,iso639-2b,http://id.loc.gov/vocabulary/iso639-2/rus,,,,"Purchase, 1957",ownership,Soiuz Pazhei Records,http://id.library.columbia.edu/term/23912814-08c7-48f5-a133-e60a8a80d990,"Rare Book and Manuscript Library, Columbia University",http://id.library.columbia.edu/term/d2142d01-deaa-4a39-8dbd-72c4f148353f,Bakhmeteff Archive of Russian and East European History and Culture,Moscow,A. Levenson,reformatted digital,Menus,fast,http://id.worldcat.org/fast/1424061,Victor Vasnetsov (1848-1926). Nicholas II Coronation Dinner Menu,,No Copyright - United States,rightsstatements,http://rightsstatements.org/vocab/NoC-US/1.0/,"May 20, 1896",1896-05-20,TRUE,,,"Vasnet︠s︡ov, Viktor Mikhaĭlovich, 1848-1926",http://id.loc.gov/authorities/names/n88081971,naf,personal,TRUE,Artist,http://id.loc.gov/vocabulary/relators/art,marcrelator,"Nicholas II, Emperor of Russia, 1868-1918",http://id.loc.gov/authorities/names/n79065459,naf,personal,,,,,,,,,,,,,,,,,,,
http://ldpd.cul.columbia.edu/russiancorp/3d001.jpg,filename,,asset,russimp_res_001,russimp_res_000,Coronation Dinner Menu,,,ldpd:348,Original filename: 3d001.tif,7891,https://exhibitions.library.columbia.edu/exhibits/show/pages/imperial_life/introduction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Public Access,No Copyright - United States,rightsstatements,http://rightsstatements.org/vocab/NoC-US/1.0/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,item,russimp_gas_000,,Invitation to Ceremonial Entrance to Nicholas II’s Coronation ,,black and white photograph,ldpd:113832,,,,printed ephemera,aat,http://vocab.getty.edu/aat/300264821,,,,text,,Russian,iso639-2b,http://id.loc.gov/vocabulary/iso639-2/rus,,,,"Gift of Aleksei Mozhaiskii, 1982",ownership,Soiuz Pazhei Records,http://id.library.columbia.edu/term/23912814-08c7-48f5-a133-e60a8a80d990,"Rare Book and Manuscript Library, Columbia University",http://id.library.columbia.edu/term/d2142d01-deaa-4a39-8dbd-72c4f148353f,Bakhmeteff Archive of Russian and East European History and Culture,Moscow,,reformatted digital,invitations,aat,http://vocab.getty.edu/page/aat/300027083,"Invitation to the divine coronation in the Uspenskii cathedral, issued to the Page of the Chamber G. V. Romanovskii",,No Copyright - United States,rightsstatements,http://rightsstatements.org/vocab/NoC-US/1.0/,"May, 1896",1896-05,TRUE,,,"Romanovskii, G. V.",,,personal,TRUE,Addressee,http://id.loc.gov/vocabulary/relators/rcp,marcrelator,"Nicholas II, Emperor of Russia, 1868-1918",http://id.loc.gov/authorities/names/n79065459,naf,personal,,,,,,,Coronations,http://id.worldcat.org/fast/879576,fast,,,,,,,,,,
http://ldpd.cul.columbia.edu/russiancorp/3b001.jpg,filename,,asset,russimp_gas_001,russimp_gas_000,Unnumbered page 1,,,ldpd:363,Original filename: 3b001.tif,7889,https://exhibitions.library.columbia.edu/exhibits/show/pages/imperial_life/images,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Public Access,No Copyright - United States,rightsstatements,http://rightsstatements.org/vocab/NoC-US/1.0/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://ldpd.cul.columbia.edu/russiancorp/3b002.jpg,filename,,asset,russimp_gas_002,russimp_gas_000,Unnumbered page 2,,,ldpd:358,Original filename: 3b002.tif,8249,https://exhibitions.library.columbia.edu/exhibits/show/pages/imperial_life/images,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Public Access,No Copyright - United States,rightsstatements,http://rightsstatements.org/vocab/NoC-US/1.0/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,item,russimp_tik_000,,Count Pavel Kotzebue with his Former Classmates,,black and white photograph,ldpd:113833,,,,photographs,aat,http://vocab.getty.edu/aat/300046300,,,,still image,,Russian,iso639-2b,http://id.loc.gov/vocabulary/iso639-2/rus,,,,"Purchase, 1957",ownership,Soiuz Pazhei Records,http://id.library.columbia.edu/term/23912814-08c7-48f5-a133-e60a8a80d990,"Rare Book and Manuscript Library, Columbia University",http://id.library.columbia.edu/term/d2142d01-deaa-4a39-8dbd-72c4f148353f,Bakhmeteff Archive of Russian and East European History and Culture,Paris,,reformatted digital,,,,"Photograph, Count Pavel Kotzebue with his classmates (Class of 1903)",,In Copyright,rightsstatements,http://rightsstatements.org/vocab/InC/1.0/,"August 10, 1953",1953-08-10,TRUE,,,"Henrion, L.",,,personal,TRUE,Contributor,http://id.loc.gov/vocabulary/relators/ctb,marcrelator,Pazheskīĭ Ego Imperatorskago Velichestva korpus (Russia),http://id.loc.gov/authorities/names/n82277616,naf,corporate,"Kotzebue, Pavel",personal,,,,,,,,,,,,,,,,,
http://ldpd.cul.columbia.edu/russiancorp/5n001.jpg,filename,TRUE,asset,russimp_tik_001,russimp_tik_000,Count Pavel Kotzebue with his Former Classmates,,,ldpd:23,Original filename: 5n001.tif,7937,https://exhibitions.library.columbia.edu/exhibits/show/pages/1917/imaages_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Public Access,In Copyright,rightsstatements,http://rightsstatements.org/vocab/InC/1.0/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,item,russimp_xgx_000,,Dining Hall,,black and white photograph,ldpd:113956,,,,photographs,aat,http://vocab.getty.edu/aat/300046300,,,,still image,,,,,,,,"Purchase, 1957",ownership,Soiuz Pazhei Records,http://id.library.columbia.edu/term/23912814-08c7-48f5-a133-e60a8a80d990,"Rare Book and Manuscript Library, Columbia University",http://id.library.columbia.edu/term/d2142d01-deaa-4a39-8dbd-72c4f148353f,Bakhmeteff Archive of Russian and East European History and Culture,St. Petersburg,,reformatted digital,,,,,,No Copyright - United States,rightsstatements,http://rightsstatements.org/vocab/NoC-US/1.0/,1896,1896,TRUE,,,,,,,,,,,Pazheskīĭ Ego Imperatorskago Velichestva korpus (Russia),http://id.loc.gov/authorities/names/n82277616,naf,corporate,,,,,,,,,,,,,,,,,,,
http://ldpd.cul.columbia.edu/russiancorp/2d001.jpg,filename,,asset,russimp_xgx_001,russimp_xgx_000,Dining Hall,,,ldpd:488,Original filename: 2d001.tif,7867,https://exhibitions.library.columbia.edu/exhibits/show/pages/school/images,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Public Access,No Copyright - United States,rightsstatements,http://rightsstatements.org/vocab/NoC-US/1.0/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,item,russimp_ady_000,,Disciplinary Order,,,ldpd:113921,,,,books,aat,http://vocab.getty.edu/aat/300028051,,,,text,,Russian,iso639-2b,http://id.loc.gov/vocabulary/iso639-2/rus,,,,"Gift of Aleksei Mozhaiskii, 1982",ownership,Soiuz Pazhei Records,http://id.library.columbia.edu/term/23912814-08c7-48f5-a133-e60a8a80d990,"Rare Book and Manuscript Library, Columbia University",http://id.library.columbia.edu/term/d2142d01-deaa-4a39-8dbd-72c4f148353f,Bakhmeteff Archive of Russian and East European History and Culture,St. Petersburg,,reformatted digital,,,,"Excerpt from the Disciplinary order of the Imperial Corps of Pages, no. 7: 'The Disciplinary Committee denies the following cadets - A. Baumgarten, A. Kossovich, A. Ussakovskii, and V. Shramchenko - their right to be on leave due to their gambling activities'",,No Copyright - United States,rightsstatements,http://rightsstatements.org/vocab/NoC-US/1.0/,"July 1, 1902",1902-07-01,TRUE,,,Pazheskīĭ Ego Imperatorskago Velichestva korpus (Russia),http://id.loc.gov/authorities/names/n82277616,naf,corporate,TRUE,Issuing body,http://id.loc.gov/vocabulary/relators/isb,marcrelator,"Baumgarten, A.",,,personal,"Kossovich, A.",personal,"Ussakovskii, A.",personal,"Shramchenko, V.",personal,,,,,,,,,,,,,
http://ldpd.cul.columbia.edu/russiancorp/2b001.jpg,filename,,asset,russimp_ady_001,russimp_ady_000,Disciplinary Order,,,ldpd:493,Original filename: 2b001.tif,7865,https://exhibitions.library.columbia.edu/exhibits/show/pages/school/images,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Public Access,No Copyright - United States,rightsstatements,http://rightsstatements.org/vocab/NoC-US/1.0/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,item,russimp_uag_000,,Bedroom,,black and white photograph,ldpd:113975,,,,photographs,aat,http://vocab.getty.edu/aat/300046300,,,,still image,,,,,,,,"Purchase, 1957",ownership,Soiuz Pazhei Records,http://id.library.columbia.edu/term/23912814-08c7-48f5-a133-e60a8a80d990,"Rare Book and Manuscript Library, Columbia University",http://id.library.columbia.edu/term/d2142d01-deaa-4a39-8dbd-72c4f148353f,Bakhmeteff Archive of Russian and East European History and Culture,St. Petersburg,,reformatted digital,,,,Bedroom,,No Copyright - United States,rightsstatements,http://rightsstatements.org/vocab/NoC-US/1.0/,1896,1896,TRUE,,,,,,,,,,,Pazheskīĭ Ego Imperatorskago Velichestva korpus (Russia),http://id.loc.gov/authorities/names/n82277616,naf,corporate,,,,,,,,,,,,,,,,,,,
http://ldpd.cul.columbia.edu/russiancorp/2a001.jpg,filename,,asset,russimp_uag_001,russimp_uag_000,Bedroom,,,ldpd:503,Original filename: 2a001.tif,7864,https://exhibitions.library.columbia.edu/exhibits/show/pages/school/images,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Public Access,No Copyright - United States,rightsstatements,http://rightsstatements.org/vocab/NoC-US/1.0/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,item,russimp_ros_000,,Employees of the Imperial Corps of Pages,,black and white photograph,ldpd:113820,,,,photographs,aat,http://vocab.getty.edu/aat/300046300,,,,still image,,,,,,,,"Purchase, 1957",ownership,Soiuz Pazhei Records,http://id.library.columbia.edu/term/23912814-08c7-48f5-a133-e60a8a80d990,"Rare Book and Manuscript Library, Columbia University",http://id.library.columbia.edu/term/d2142d01-deaa-4a39-8dbd-72c4f148353f,Bakhmeteff Archive of Russian and East European History and Culture,St. Petersburg,,reformatted digital,,,,,,No Copyright - United States,rightsstatements,http://rightsstatements.org/vocab/NoC-US/1.0/,1902,1902,TRUE,,,,,,,,,,,Pazheskīĭ Ego Imperatorskago Velichestva korpus (Russia),http://id.loc.gov/authorities/names/n82277616,naf,corporate,,,,,,,,,,,,,,,,,,,
http://ldpd.cul.columbia.edu/russiancorp/2f001.jpg,filename,,asset,russimp_ros_001,russimp_ros_000,Employees of the Imperial Corps of Pages,,,ldpd:483,Original filename: 2f001.tif,7868,https://exhibitions.library.columbia.edu/exhibits/show/pages/school/images,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Public Access,No Copyright - United States,rightsstatements,http://rightsstatements.org/vocab/NoC-US/1.0/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,item,russimp_une_000,,General Nikolai Alekseevich Epanchin with Guest,,black and white photograph,ldpd:113924,,,,photographs,aat,http://vocab.getty.edu/aat/300046300,,,,still image,,,,,,,,"Purchase, 1957",ownership,Soiuz Pazhei Records,http://id.library.columbia.edu/term/23912814-08c7-48f5-a133-e60a8a80d990,"Rare Book and Manuscript Library, Columbia University",http://id.library.columbia.edu/term/d2142d01-deaa-4a39-8dbd-72c4f148353f,Bakhmeteff Archive of Russian and East European History and Culture,St. Petersburg,,reformatted digital,,,,"Nikolai Alekseevich Epanchin (1857-1941), Director of the Imperial Corps of Pages (1900-1906)",,No Copyright - United States,rightsstatements,http://rightsstatements.org/vocab/NoC-US/1.0/,1902,1902,TRUE,,,,,,,,,,,"Epanchin, N. A. (Nikolai Alekseevich), 1857-1941",http://id.loc.gov/authorities/names/nr90011944,naf,personal,,,,,,,,,,,,,,,,,,,
