note-1:note_value,note-1:note_type,_restrictions.restricted_size_image,_digital_object_type.string_key,_identifiers-1,_parent_digital_objects-1.identifier,title-1:title_sort_portion,alternative_title-1:alternative_title_value,extent-1:extent_value,_pid,note-2:note_value,omeka_identifier-1:omeka_identifier_value,object_in_context_url-1:object_in_context_url_value,form-1:form_term.value,form-1:form_term.authority,form-1:form_term.uri,form-2:form_term.value,form-2:form_term.authority,form-2:form_term.uri,type_of_resource-1:type_of_resource_value,type_of_resource-2:type_of_resource_value,language-1:language_term.value,language-1:language_term.authority,language-1:language_term.uri,language-2:language_term.value,language-2:language_term.authority,language-2:language_term.uri,note-3:note_value,note-3:note_type,collection-1:collection_term.value,collection-1:collection_term.uri,location-1:location_term.value,location-1:location_term.uri,location-1:location_sublocation,place_of_origin-1:place_of_origin_value,publisher-1:publisher_value,digital_origin-1:digital_origin_value,genre-1:genre_term.value,genre-1:genre_term.authority,genre-1:genre_term.uri,abstract-1:abstract_value,restriction_on_access-1:restriction_on_access_value,use_and_reproduction-1:use_and_reproduction_value,use_and_reproduction-1:use_and_reproduction_term.authority,use_and_reproduction-1:use_and_reproduction_term.uri,date_created_textual-1:date_created_textual_value,date_created-1:date_created_start_value,date_created-1:date_created_key_date,date_created-1:date_created_end_value,date_created-1:date_created_type,name-1:name_term.value,name-1:name_term.uri,name-1:name_term.authority,name-1:name_term.name_type,name-1:name_usage_primary,name-1:name_role-1:name_role_term.value,name-1:name_role-1:name_role_term.uri,name-1:name_role-1:name_role_term.authority,subject_name-1:subject_name_term.value,subject_name-1:subject_name_term.uri,subject_name-1:subject_name_term.authority,subject_name-1:subject_name_term.name_type,subject_name-2:subject_name_term.value,subject_name-2:subject_name_term.name_type,subject_name-3:subject_name_term.value,subject_name-3:subject_name_term.name_type,subject_name-4:subject_name_term.value,subject_name-4:subject_name_term.name_type,subject_topic-1:subject_topic_term.value,subject_topic-1:subject_topic_term.uri,subject_topic-1:subject_topic_term.authority,name-2:name_term.value,name-2:name_term.uri,name-2:name_term.authority,name-2:name_term.name_type,name-2:name_role-1:name_role_term.value,name-2:name_role-1:name_role_term.uri,name-2:name_role-1:name_role_term.authority,_publish_targets-1.string_key,_publish,_project.string_key
http://ldpd.cul.columbia.edu/russiancorp/1e001.jpg,filename,,asset,russimp_une_001,russimp_une_000,General Nikolai Alekseevich Epanchin with Guest,,,ldpd:553,Original filename: 1e001.tif,7857,https://exhibitions.library.columbia.edu/exhibits/show/pages/history/images,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Public Access,No Copyright - United States,rightsstatements,http://rightsstatements.org/vocab/NoC-US/1.0/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,item,russimp_gan_000,,Grand Duchesses with the Pages,,,ldpd:113978,,,,photographs,aat,http://vocab.getty.edu/aat/300046300,,,,still image,,,,,,,,"Purchase, 1957",ownership,Soiuz Pazhei Records,http://id.library.columbia.edu/term/23912814-08c7-48f5-a133-e60a8a80d990,"Rare Book and Manuscript Library, Columbia University",http://id.library.columbia.edu/term/d2142d01-deaa-4a39-8dbd-72c4f148353f,Bakhmeteff Archive of Russian and East European History and Culture,St. Petersburg,,reformatted digital,,,,"Photograph, Grand Duchesses with the Pages",,No Copyright - United States,rightsstatements,http://rightsstatements.org/vocab/NoC-US/1.0/,1913,1913,TRUE,,,,,,,,,,,Pazheskīĭ Ego Imperatorskago Velichestva korpus (Russia),http://id.loc.gov/authorities/names/n82277616,naf,corporate,,,,,,,,,,,,,,,,,,,
http://ldpd.cul.columbia.edu/russiancorp/3p001.jpg,filename,,asset,russimp_gan_001,russimp_gan_000,Grand Duchesses with the Pages,,,ldpd:253,Original filename: 3p001.tif,7903,https://exhibitions.library.columbia.edu/exhibits/show/pages/imperial_life/images_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Public Access,No Copyright - United States,rightsstatements,http://rightsstatements.org/vocab/NoC-US/1.0/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,item,russimp_vdk_000,,Grand Duke Igor Konstantinovich and Other Pages at Rest,,,ldpd:113849,,,,photographs,aat,http://vocab.getty.edu/aat/300046300,,,,still image,,,,,,,,"Purchase, 1957",ownership,Soiuz Pazhei Records,http://id.library.columbia.edu/term/23912814-08c7-48f5-a133-e60a8a80d990,"Rare Book and Manuscript Library, Columbia University",http://id.library.columbia.edu/term/d2142d01-deaa-4a39-8dbd-72c4f148353f,Bakhmeteff Archive of Russian and East European History and Culture,St. Petersburg,,reformatted digital,,,,"Photograph, Grand Duke Igor Konstantinovich (1894-1918) with medals and crosses and other Pages at rest",,No Copyright - United States,rightsstatements,http://rightsstatements.org/vocab/NoC-US/1.0/,1917,1917,TRUE,,,,,,,,,,,"Igorʹ Konstantinovich, Prince, son of K. R. (Konstantin Romanov), Grand Duke of Russia, 1894-1918",http://id.loc.gov/authorities/names/no2015047139,naf,personal,Pazheskīĭ Ego Imperatorskago Velichestva korpus (Russia),corporate,,,,,,,,,,,,,,,,,
http://ldpd.cul.columbia.edu/russiancorp/5d001.jpg,filename,,asset,russimp_vdk_001,russimp_vdk_000,Grand Duke Igor Konstantinovich and Other Pages at Rest,,,ldpd:103,Original filename: 5d001.tif,7927,https://exhibitions.library.columbia.edu/exhibits/show/pages/1917/images,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Public Access,No Copyright - United States,rightsstatements,http://rightsstatements.org/vocab/NoC-US/1.0/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,item,russimp_ftn_000,,Group of Pages,,black and white photograph,ldpd:113889,,,,photographs,aat,http://vocab.getty.edu/aat/300046300,,,,still image,,,,,,,,"Purchase, 1957",ownership,Soiuz Pazhei Records,http://id.library.columbia.edu/term/23912814-08c7-48f5-a133-e60a8a80d990,"Rare Book and Manuscript Library, Columbia University",http://id.library.columbia.edu/term/d2142d01-deaa-4a39-8dbd-72c4f148353f,Bakhmeteff Archive of Russian and East European History and Culture,St. Petersburg,,reformatted digital,,,,"Photograph, Pages at a gathering of the Association of the nobility",,No Copyright - United States,rightsstatements,http://rightsstatements.org/vocab/NoC-US/1.0/,December 1902,1902-12,TRUE,,,,,,,,,,,Pazheskīĭ Ego Imperatorskago Velichestva korpus (Russia),http://id.loc.gov/authorities/names/n82277616,naf,corporate,,,,,,,,,,,,,,,,,,,
http://ldpd.cul.columbia.edu/russiancorp/4p001.jpg,filename,,asset,russimp_ftn_001,russimp_ftn_000,Group of Pages,,,ldpd:123,Original filename: 4p001.tif,7923,https://exhibitions.library.columbia.edu/exhibits/show/pages/celebrations/images_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Public Access,No Copyright - United States,rightsstatements,http://rightsstatements.org/vocab/NoC-US/1.0/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,item,russimp_jej_000,,Group of Current and Past Employees at the Imperial Corps of Pages as of 1902,Gruppa nyni︠e︡ sluzhashchikhʺ i prezhde sluzhivshikhʺ v Pazheskom korpusi︠e︡ 1902 g.,,ldpd:113917,,,,photographs,aat,http://vocab.getty.edu/aat/300046300,,,,still image,,,,,,,,"Purchase, 1957",ownership,Soiuz Pazhei Records,http://id.library.columbia.edu/term/23912814-08c7-48f5-a133-e60a8a80d990,"Rare Book and Manuscript Library, Columbia University",http://id.library.columbia.edu/term/d2142d01-deaa-4a39-8dbd-72c4f148353f,Bakhmeteff Archive of Russian and East European History and Culture,St. Petersburg,,reformatted digital,,,,"Photograph, Group of former and present employees of the Imperial Corps of Pages",,No Copyright - United States,rightsstatements,http://rightsstatements.org/vocab/NoC-US/1.0/,1902,1902,TRUE,,,,,,,,,,,Pazheskīĭ Ego Imperatorskago Velichestva korpus (Russia),http://id.loc.gov/authorities/names/n82277616,naf,corporate,,,,,,,,,,,,,,,,,,,
http://ldpd.cul.columbia.edu/russiancorp/4h001.jpg,filename,,asset,russimp_jej_001,russimp_jej_000,Group of Current and Past Employees at the Imperial Corps of Pages as of 1902,,,ldpd:203,Original filename: 4h001.tif,7913,https://exhibitions.library.columbia.edu/exhibits/show/pages/celebrations/images,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Public Access,No Copyright - United States,rightsstatements,http://rightsstatements.org/vocab/NoC-US/1.0/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,item,russimp_twk_000,,Gussein-Khan Nakhichevanskii,,black and white photograph,ldpd:113810,,,,photographs,aat,http://vocab.getty.edu/aat/300046300,manuscripts,lcsh,http://id.loc.gov/authorities/subjects/sh85080672,still image,text,Russian,iso639-2b,http://id.loc.gov/vocabulary/iso639-2/rus,,,,"Purchase, 1957",ownership,Soiuz Pazhei Records,http://id.library.columbia.edu/term/23912814-08c7-48f5-a133-e60a8a80d990,"Rare Book and Manuscript Library, Columbia University",http://id.library.columbia.edu/term/d2142d01-deaa-4a39-8dbd-72c4f148353f,Bakhmeteff Archive of Russian and East European History and Culture,St. Petersburg,,reformatted digital,,,,"Khan-Gussein-Nakhichevanskii (1863-1918), class of 1883, General-adjutant to Nicholas II from 1915 to 1918",,No Copyright - United States,rightsstatements,http://rightsstatements.org/vocab/NoC-US/1.0/,circa 1914,1914,TRUE,,approximate,,,,,,,,,"Nakhichevanskiĭ, Gusseĭn-Khan, 1863-1918",http://id.loc.gov/authorities/names/no2007089033,naf,personal,,,,,,,,,,,,,,,,,,,
http://ldpd.cul.columbia.edu/russiancorp/2m001.jpg,filename,,asset,russimp_twk_001,russimp_twk_000,Gussein-Khan Nakhichevanskii,,,ldpd:448,Original filename: 2m001.tif,7875,https://exhibitions.library.columbia.edu/exhibits/show/pages/school/images,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Public Access,No Copyright - United States,rightsstatements,http://rightsstatements.org/vocab/NoC-US/1.0/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,item,russimp_dnm_000,,Imperial Corps of Pages Building,,lithograph,ldpd:113853,,,,prints,gmgpc,http://id.loc.gov/vocabulary/graphicMaterials/tgm008237,,,,still image,,,,,,,,"Purchase, 1957",ownership,Soiuz Pazhei Records,http://id.library.columbia.edu/term/23912814-08c7-48f5-a133-e60a8a80d990,"Rare Book and Manuscript Library, Columbia University",http://id.library.columbia.edu/term/d2142d01-deaa-4a39-8dbd-72c4f148353f,Bakhmeteff Archive of Russian and East European History and Culture,St. Petersburg,,reformatted digital,,,,,,No Copyright - United States,rightsstatements,http://rightsstatements.org/vocab/NoC-US/1.0/,1900?,1900,TRUE,,questionable,"Charlemagne, Joseph",,,personal,TRUE,Contributor,http://id.loc.gov/vocabulary/relators/ctb,marcrelator,Pazheskīĭ Ego Imperatorskago Velichestva korpus (Russia),http://id.loc.gov/authorities/names/n82277616,naf,corporate,,,,,,,,,,,,,,,,,,,
http://ldpd.cul.columbia.edu/russiancorp/1a001.jpg,filename,,asset,russimp_dnm_001,russimp_dnm_000,Imperial Corps of Pages Building,,,ldpd:578,Original filename: 1a001.tif,7854,https://exhibitions.library.columbia.edu/exhibits/show/pages/history/introduction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Public Access,No Copyright - United States,rightsstatements,http://rightsstatements.org/vocab/NoC-US/1.0/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,item,russimp_xkq_000,,Imperial Pages in Uniform,,black and white photograph with sepia,ldpd:113983,,,,photographs,aat,http://vocab.getty.edu/aat/300046300,,,,still image,,,,,,,,"Purchase, 1957",ownership,Soiuz Pazhei Records,http://id.library.columbia.edu/term/23912814-08c7-48f5-a133-e60a8a80d990,"Rare Book and Manuscript Library, Columbia University",http://id.library.columbia.edu/term/d2142d01-deaa-4a39-8dbd-72c4f148353f,Bakhmeteff Archive of Russian and East European History and Culture,St. Petersburg,,reformatted digital,,,,Pages in the uniforms of their chosen guards' regiments,,No Copyright - United States,rightsstatements,http://rightsstatements.org/vocab/NoC-US/1.0/,1896,1896,TRUE,,,,,,,,,,,Pazheskīĭ Ego Imperatorskago Velichestva korpus (Russia),http://id.loc.gov/authorities/names/n82277616,naf,corporate,,,,,,,,,,,,,,,,,,,
CRW_0970.jpg,filename,,asset,russimp_xkq_001,russimp_xkq_000,Imperial Pages in Uniform,,,,Original filename: CRW_0970.tif,7942,https://exhibitions.library.columbia.edu/exhibits/show/pages/history/images,,,,,,,,,,,,,,,,,,,,,,,,,,,,,On-site Access,No Copyright - United States,rightsstatements,http://rightsstatements.org/vocab/NoC-US/1.0/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,item,russimp_grg_000,,Infantry Department of the Imperial Corps of Pages,,black and white photograph,ldpd:113906,,,,photographs,aat,http://vocab.getty.edu/aat/300046300,,,,still image,,,,,,,,"Purchase, 1957",ownership,Soiuz Pazhei Records,http://id.library.columbia.edu/term/23912814-08c7-48f5-a133-e60a8a80d990,"Rare Book and Manuscript Library, Columbia University",http://id.library.columbia.edu/term/d2142d01-deaa-4a39-8dbd-72c4f148353f,Bakhmeteff Archive of Russian and East European History and Culture,St. Petersburg,,reformatted digital,,,,,,No Copyright - United States,rightsstatements,http://rightsstatements.org/vocab/NoC-US/1.0/,1887,1887,TRUE,,,,,,,,,,,Pazheskīĭ Ego Imperatorskago Velichestva korpus (Russia),http://id.loc.gov/authorities/names/n82277616,naf,corporate,,,,,,,,,,,,,,,,,,,
http://ldpd.cul.columbia.edu/russiancorp/1k001.jpg,filename,,asset,russimp_grg_001,russimp_grg_000,Infantry Department of the Imperial Corps of Pages,,,ldpd:513,Original filename: 1k001.tif,7862,https://exhibitions.library.columbia.edu/exhibits/show/pages/history/images,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Public Access,No Copyright - United States,rightsstatements,http://rightsstatements.org/vocab/NoC-US/1.0/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,item,russimp_djh_000,,Invitation and Instructions for Attending Ceremonial Event,,,ldpd:113918,,,,printed ephemera,aat,http://vocab.getty.edu/aat/300264821,,,,text,,Russian,iso639-2b,http://id.loc.gov/vocabulary/iso639-2/rus,,,,"Purchase, 1957",ownership,Soiuz Pazhei Records,http://id.library.columbia.edu/term/23912814-08c7-48f5-a133-e60a8a80d990,"Rare Book and Manuscript Library, Columbia University",http://id.library.columbia.edu/term/d2142d01-deaa-4a39-8dbd-72c4f148353f,Bakhmeteff Archive of Russian and East European History and Culture,Moscow,,reformatted digital,invitations,aat,http://vocab.getty.edu/page/aat/300027083,"Instructions to Count A. M. Lanskoi regarding his responsibilities during a ceremonial dinner on May 25, 1913",,No Copyright - United States,rightsstatements,http://rightsstatements.org/vocab/NoC-US/1.0/,"May 20,1913",1913-05-20,TRUE,,,"Lanskoi, A. M.",,,personal,TRUE,Addressee,http://id.loc.gov/vocabulary/relators/rcp,marcrelator,,,,,,,,,,,,,,,,,,,,,,,
http://ldpd.cul.columbia.edu/russiancorp/3q001.jpg,filename,,asset,russimp_djh_001,russimp_djh_000,Invitation and Instructions for Attending Ceremonial Event,,,ldpd:248,Original filename: 3q001.tif,7904,https://exhibitions.library.columbia.edu/exhibits/show/pages/imperial_life/images_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Public Access,No Copyright - United States,rightsstatements,http://rightsstatements.org/vocab/NoC-US/1.0/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,item,russimp_pmk_000,,Invitation Sent to N. F. Meksmontan for a Church Procession on the Occasion of the 100th Anniversary of the Imperial Corp of Pages,,,ldpd:113940,,,,printed ephemera,aat,http://vocab.getty.edu/aat/300264821,,,,text,,Russian,iso639-2b,http://id.loc.gov/vocabulary/iso639-2/rus,,,,"Purchase, 1957",ownership,Soiuz Pazhei Records,http://id.library.columbia.edu/term/23912814-08c7-48f5-a133-e60a8a80d990,"Rare Book and Manuscript Library, Columbia University",http://id.library.columbia.edu/term/d2142d01-deaa-4a39-8dbd-72c4f148353f,Bakhmeteff Archive of Russian and East European History and Culture,St. Petersburg,,reformatted digital,invitations,aat,http://vocab.getty.edu/page/aat/300027083,"Invitation to the church parade on the occasion of the centennial celebration, issued to former page N. F. Meksmontan",,No Copyright - United States,rightsstatements,http://rightsstatements.org/vocab/NoC-US/1.0/,"December 13, 1902",1902-12-13,TRUE,,,"Meksmontan, N. F.",,,personal,TRUE,Addressee,http://id.loc.gov/vocabulary/relators/rcp,marcrelator,,,,,,,,,,,,,,,,,,,,,,,
http://ldpd.cul.columbia.edu/russiancorp/4f001.jpg,filename,,asset,russimp_pmk_001,russimp_pmk_000,Invitation Sent to N. F. Meksmontan for a Church Procession on the Occasion of the 100th Anniversary of the Imperial Corp of Pages,,,ldpd:213,Original filename: 4f001.tif,7911,https://exhibitions.library.columbia.edu/exhibits/show/pages/celebrations/images,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Public Access,No Copyright - United States,rightsstatements,http://rightsstatements.org/vocab/NoC-US/1.0/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,item,russimp_ovw_000,,Khodynka Field Program for Nicholas II's Coronation Activities,,,ldpd:113901,,,,printed ephemera,aat,http://vocab.getty.edu/aat/300264821,,,,text,,Russian,iso639-2b,http://id.loc.gov/vocabulary/iso639-2/rus,,,,"Purchase, 1957",ownership,Soiuz Pazhei Records,http://id.library.columbia.edu/term/23912814-08c7-48f5-a133-e60a8a80d990,"Rare Book and Manuscript Library, Columbia University",http://id.library.columbia.edu/term/d2142d01-deaa-4a39-8dbd-72c4f148353f,Bakhmeteff Archive of Russian and East European History and Culture,Moscow,A. Levenson,reformatted digital,,,,Nicholas II Coronation. Program of festivities on Khodynka field.,,No Copyright - United States,rightsstatements,http://rightsstatements.org/vocab/NoC-US/1.0/,May 1896,1896-05,TRUE,,,,,,,,,,,"Nicholas II, Emperor of Russia, 1868-1918",http://id.loc.gov/authorities/names/n79065459,naf,personal,,,,,,,Coronations,http://id.worldcat.org/fast/879576,fast,,,,,,,,,,
http://ldpd.cul.columbia.edu/russiancorp/3h001.jpg,filename,,asset,russimp_ovw_001,russimp_ovw_000,Khodynka Field Program for Nicholas II's Coronation Activities,,,ldpd:328,Original filename: 3h001.tif,7895,https://exhibitions.library.columbia.edu/exhibits/show/pages/imperial_life/images,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Public Access,No Copyright - United States,rightsstatements,http://rightsstatements.org/vocab/NoC-US/1.0/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,item,russimp_fsk_000,,List of Names and Grades in Various Subjects,,paper,ldpd:113886,,,,manuscripts,lcsh,http://id.loc.gov/authorities/subjects/sh85080672,,,,text,,Russian,iso639-2b,http://id.loc.gov/vocabulary/iso639-2/rus,,,,"Purchase, 1957",ownership,Soiuz Pazhei Records,http://id.library.columbia.edu/term/23912814-08c7-48f5-a133-e60a8a80d990,"Rare Book and Manuscript Library, Columbia University",http://id.library.columbia.edu/term/d2142d01-deaa-4a39-8dbd-72c4f148353f,Bakhmeteff Archive of Russian and East European History and Culture,St. Petersburg,,reformatted digital,,,,List of final grades of the freshman special class for the 1901-1902 school year,,No Copyright - United States,rightsstatements,http://rightsstatements.org/vocab/NoC-US/1.0/,1902,1902,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://ldpd.cul.columbia.edu/russiancorp/2n001.jpg,filename,,asset,russimp_fsk_001,russimp_fsk_000,List of Names and Grades in Various Subjects,,,ldpd:443,Original filename: 2n001.tif,7876,https://exhibitions.library.columbia.edu/exhibits/show/pages/school/images,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Public Access,No Copyright - United States,rightsstatements,http://rightsstatements.org/vocab/NoC-US/1.0/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,item,russimp_mov_000,,Masked Ball,,black and white photograph,ldpd:113904,,,,photographs,aat,http://vocab.getty.edu/aat/300046300,,,,still image,,,,,,,,"Purchase, 1957",ownership,Soiuz Pazhei Records,http://id.library.columbia.edu/term/23912814-08c7-48f5-a133-e60a8a80d990,"Rare Book and Manuscript Library, Columbia University",http://id.library.columbia.edu/term/d2142d01-deaa-4a39-8dbd-72c4f148353f,Bakhmeteff Archive of Russian and East European History and Culture,St. Petersburg,,reformatted digital,,,,Photograph of participants in a masked ball at the second company,,No Copyright - United States,rightsstatements,http://rightsstatements.org/vocab/NoC-US/1.0/,"September 15, 1903",1903-09-15,TRUE,,,,,,,,,,,Pazheskīĭ Ego Imperatorskago Velichestva korpus (Russia),http://id.loc.gov/authorities/names/n82277616,naf,corporate,,,,,,,Masquerades,http://id.worldcat.org/fast/1011181,fast,,,,,,,,,,
http://ldpd.cul.columbia.edu/russiancorp/maskedball.jpg,filename,,asset,russimp_mov_001,russimp_mov_000,Masked Ball,,,ldpd:403,Original filename: maskedball.tif,8269,https://exhibitions.library.columbia.edu/exhibits/show/pages/school/images_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Public Access,No Copyright - United States,rightsstatements,http://rightsstatements.org/vocab/NoC-US/1.0/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,item,russimp_ncc_000,,Medical Unit,,black and white photograph,ldpd:113882,,,,photographs,aat,http://vocab.getty.edu/aat/300046300,,,,still image,,,,,,,,"Purchase, 1957",ownership,Soiuz Pazhei Records,http://id.library.columbia.edu/term/23912814-08c7-48f5-a133-e60a8a80d990,"Rare Book and Manuscript Library, Columbia University",http://id.library.columbia.edu/term/d2142d01-deaa-4a39-8dbd-72c4f148353f,Bakhmeteff Archive of Russian and East European History and Culture,St. Petersburg,,reformatted digital,,,,,,No Copyright - United States,rightsstatements,http://rightsstatements.org/vocab/NoC-US/1.0/,1900?,1900,TRUE,,questionable,,,,,,,,,Pazheskīĭ Ego Imperatorskago Velichestva korpus (Russia),http://id.loc.gov/authorities/names/n82277616,naf,corporate,,,,,,,,,,,,,,,,,,,
http://ldpd.cul.columbia.edu/russiancorp/2g001.jpg,filename,,asset,russimp_ncc_001,russimp_ncc_000,Medical Unit,,,ldpd:478,Original filename: 2g001.tif,7869,https://exhibitions.library.columbia.edu/exhibits/show/pages/school/images,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Public Access,No Copyright - United States,rightsstatements,http://rightsstatements.org/vocab/NoC-US/1.0/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,item,russimp_web_000,,Mounting the Guard,,black and white photograph,ldpd:113811,,,,photographs,aat,http://vocab.getty.edu/aat/300046300,,,,still image,,,,,,,,"Purchase, 1957",ownership,Soiuz Pazhei Records,http://id.library.columbia.edu/term/23912814-08c7-48f5-a133-e60a8a80d990,"Rare Book and Manuscript Library, Columbia University",http://id.library.columbia.edu/term/d2142d01-deaa-4a39-8dbd-72c4f148353f,Bakhmeteff Archive of Russian and East European History and Culture,St. Petersburg,,reformatted digital,,,,"Photograph, Mounting the guard at the Winter Palace",,No Copyright - United States,rightsstatements,http://rightsstatements.org/vocab/NoC-US/1.0/,1903,1903,TRUE,,,,,,,,,,,"Zimniĭ dvoret︠s︡ (Saint Petersburg, Russia)",http://id.worldcat.org/fast/631660,fast,corporate,,,,,,,,,,,,,,,,,,,
http://ldpd.cul.columbia.edu/russiancorp/5a001.jpg,filename,,asset,russimp_web_001,russimp_web_000,Mounting the Guard,,,ldpd:118,Original filename: 5a001.tif,7924,https://exhibitions.library.columbia.edu/exhibits/show/pages/1917/images,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Public Access,No Copyright - United States,rightsstatements,http://rightsstatements.org/vocab/NoC-US/1.0/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,item,russimp_taa_000,,Remembrance of 1894 from former Page P. Gudim-Levkovich in 1952,"Na pami︠a︡ṫ otʺ starshago fel̇dfebeli︠a︡ 1894 g. P. Gudimʺ-Levkovicha, 1952 g.",,ldpd:113888,,,,prints,gmgpc,http://id.loc.gov/vocabulary/graphicMaterials/tgm008237,,,,still image,,,,,,,,"Purchase, 1957",ownership,Soiuz Pazhei Records,http://id.library.columbia.edu/term/23912814-08c7-48f5-a133-e60a8a80d990,"Rare Book and Manuscript Library, Columbia University",http://id.library.columbia.edu/term/d2142d01-deaa-4a39-8dbd-72c4f148353f,Bakhmeteff Archive of Russian and East European History and Culture,St. Petersburg,,reformatted digital,,,,Copy of a lithograph presented by former Page P. Gudim-Levkovich,,In Copyright,rightsstatements,http://rightsstatements.org/vocab/InC/1.0/,1952,1952,TRUE,,,"Gudim-Levkovich, P.",,,personal,TRUE,Contributor,http://id.loc.gov/vocabulary/relators/ctb,marcrelator,,,,,,,,,,,,,,,,,,,,,,,
http://ldpd.cul.columbia.edu/russiancorp/2y001.jpg,filename,TRUE,asset,russimp_taa_001,russimp_taa_000,Remembrance of 1894 from former Page P. Gudim-Levkovich in 1952,,,ldpd:378,Original filename: 2y001.tif,7886,https://exhibitions.library.columbia.edu/exhibits/show/pages/school/images_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Public Access,In Copyright,rightsstatements,http://rightsstatements.org/vocab/InC/1.0/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,item,russimp_bwg_000,,In Service of Three Emperors,Na sluzhbe triokh imperatorov,"book cover, color",ldpd:113863,,,,books,aat,http://vocab.getty.edu/aat/300028051,,,,text,,Russian,iso639-2b,http://id.loc.gov/vocabulary/iso639-2/rus,,,,"Gift of Baron Edward von Falz-Fein, 2002",ownership,Edward von Falz-Fein Memoirs,http://id.library.columbia.edu/term/4e922f52-4b6f-4cd1-8ef0-31fde8243ba9,"Rare Book and Manuscript Library, Columbia University",http://id.library.columbia.edu/term/d2142d01-deaa-4a39-8dbd-72c4f148353f,Bakhmeteff Archive of Russian and East European History and Culture,Moscow,Nashe Nasledie,reformatted digital,,,,"Nikolai Alekseevich Epanchin (1857-1941), Na sluzhbe triokh imperatorov",,In Copyright,rightsstatements,http://rightsstatements.org/vocab/InC/1.0/,1996,1996,TRUE,,,"Epanchin, N. A. (Nikolai Alekseevich), 1857-1941",,,personal,TRUE,Author,http://id.loc.gov/vocabulary/relators/aut,marcrelator,,,,,,,,,,,,,,,,,,,,,,,
http://ldpd.cul.columbia.edu/russiancorp/1g001.jpg,filename,TRUE,asset,russimp_bwg_001,russimp_bwg_000,Front cover,,,ldpd:538,Original filename: 1g001.tif,7859,https://exhibitions.library.columbia.edu/exhibits/show/pages/history/images,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Public Access,In Copyright,rightsstatements,http://rightsstatements.org/vocab/InC/1.0/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,item,russimp_qss_000,,"In Service of Three Emperors, manuscript","Na sluzhbe triokh imperatorov, manuscript",,ldpd:113933,,,,manuscripts,lcsh,http://id.loc.gov/authorities/subjects/sh85080672,,,,text,,Russian,iso639-2b,http://id.loc.gov/vocabulary/iso639-2/rus,,,,"Gift of Nikolai Nikolaevich Epanchin, 1961",ownership,Nikolai Alekseevich Epanchin Memoirs,http://id.library.columbia.edu/term/cfa086ea-9af2-454f-8cc3-f7692c634e54,"Rare Book and Manuscript Library, Columbia University",http://id.library.columbia.edu/term/d2142d01-deaa-4a39-8dbd-72c4f148353f,Bakhmeteff Archive of Russian and East European History and Culture,Paris,,reformatted digital,,,,"Nikolai Alekseevich Epanchin (1857-1941), Memoirs. Manuscript for typesetting entitled 'Na sluzhbe triokh imperatorov'",,In Copyright,rightsstatements,http://rightsstatements.org/vocab/InC/1.0/,1930,1930,TRUE,,,"Epanchin, N. A. (Nikolai Alekseevich), 1857-1941",,,personal,TRUE,Author,http://id.loc.gov/vocabulary/relators/aut,marcrelator,,,,,,,,,,,,,,,,,,,,,,,
