identifier_omeka,identifier_clio,location_url_physicalObject,item - public,item - featured,language,shelfLocator,digitalOrigin,form,form_authority,form 2,form_authority 2,form 3,form_authority 3,form_originalFormat,extent,physicalNote,note 1,note 2,note_ownership,relatedItem_collection,sublocation,physicalLocation,physicalLocation_authority,keyDate-start,keyDate-end,dateQualifier,subject_name,subject_name_authority,subject_name_authority_identifier,subject_name 2,subject_name_authority 2,subject_name_authority_identifier 2,subject_name 3,subject_name_authority 3,subject_name_authority_identifier 3,subject_topic,subject_topic_authority,subject_topic_authority_identifier,subject_topic 2,subject_topic_authority 2,subject_topic_authority_identifier 2,subject_geographic 1,subject_geographic_authority 1,subject_geographic_authority_identifier 1,subject_geographic 2,subject_geographic_authority 2,subject_geographic_authority_identifier 2,subject_geographic_hierarchical_street,subject_geographic_hierarchical_borough,subject_geographic_hierarchical_city,subject_geographic_hierarchical_state,subject_geographic_hierarchical_province,subject_geographic_hierarchical_country,subject_temporal,title_nonSort,title,title2,title2_type,identifier_title,partName,name_primary,name_primary_type,name_primary_authority,name_primary_authority_identifier,name_primary_role_code,name_primary_role_text,name,name_type,name_authority,name_authority_uri,role_code,role_text,dateCreated,publisher,place,place_authority,place_authority_identifier,abstract 1,abstract 2,note_filename 1,note_filename 2,typeOfResource,accessCondition,languageOfCataloging,location_url_ObjectInContext,relatedItem_Project,projectURL
8466,,,1,0,,,reformatted digital,printed ephemera,,bill or receipt,,,,,,,One block from Broadway,,,John H. Yardley Collection of Architectural Letterheads,Avery Classics Collection,NNC-A,marcorg,1890,,exact,John Crotty,,,,,,,,,Letterheads,,,Printed ephemera,,,,,,,,,Street: 53 Crosby Street,Borough: Manhattan,New York,New York,,United States,,,John Crotty. Bill or receipt,,,,Recto,John Crotty,corporate,,,,,Yardley (collector),personal,,,,,1890,,,,,,,ave_yardley_00105r.tif,,Still Image,,eng,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/yardley/streetnamesa-c/crosbystreet,John H. Yardley Collection of Architectural Letterheads,
8465,,,1,0,,,reformatted digital,correspondence,,letter,,,,,,,Building name: Lewis Building,,,John H. Yardley Collection of Architectural Letterheads,Avery Classics Collection,NNC-A,marcorg,,,,Lewis & Son,,,,,,,,,Letterheads,,,Printed ephemera,,,,,,,,,Street: 1 Church Street,Borough: Manhattan,New York,New York,,United States,,,Lewis & Son. Letter,,,,Recto,Lewis & Son,corporate,,,,,Yardley (collector),personal,,,,,,,,,,,,ave_yardley_00104r.tif,,Still Image,,eng,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/yardley/streetnamesa-c/churchstreet,John H. Yardley Collection of Architectural Letterheads,
8464,,,1,0,,,reformatted digital,correspondence,,letter,,,,,,,Between Front and South,,,John H. Yardley Collection of Architectural Letterheads,Avery Classics Collection,NNC-A,marcorg,1910,,exact,Antozone Chemical Co.,,,,,,,,,Letterheads,,,Printed ephemera,,,,,,,,,Street: 25 Coenties Slip,Borough: Manhattan,New York,New York,,United States,,,Antozone Chemical Co.. Letter,,,,Recto,Antozone Chemical Co.,corporate,,,,,Yardley (collector),personal,,,,,1910,,,,,,,ave_yardley_00103r.tif,,Still Image,,eng,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/yardley/streetnamesa-c/coentiesslip,John H. Yardley Collection of Architectural Letterheads,
8463,,,1,0,,,reformatted digital,printed ephemera,,bill or receipt,,,,,,,Corner of Frankfort,,,John H. Yardley Collection of Architectural Letterheads,Avery Classics Collection,NNC-A,marcorg,1852,,exact,John A. Gray,,,,,,,,,Letterheads,,,Printed ephemera,,,,,,,,,Street: 95  &  97 Cliff Street,Borough: Manhattan,New York,New York,,United States,,,John A. Gray. Bill or receipt,,,,Recto,John A. Gray,corporate,,,,,Yardley (collector),personal,,,,,1852,,,,,,,ave_yardley_00102r.tif,,Still Image,,eng,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/yardley/streetnamesa-c/cliffstreet,John H. Yardley Collection of Architectural Letterheads,
8462,,,1,0,,,reformatted digital,printed ephemera,,bill or receipt,,,,,,,,,,John H. Yardley Collection of Architectural Letterheads,Avery Classics Collection,NNC-A,marcorg,1950,,exact,"W. Kay Company, Inc.",,,,,,,,,Letterheads,,,Printed ephemera,,,,,,,,,Street: 92-98 Cliff Street,Borough: Manhattan,New York,New York,,United States,,,"W. Kay Company, Inc.. Bill or receipt",,,,Recto,"W. Kay Company, Inc.",corporate,,,,,Yardley (collector),personal,,,,,1950,,,,,,,ave_yardley_00101r.tif,,Still Image,,eng,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/yardley/streetnamesa-c/cliffstreet,John H. Yardley Collection of Architectural Letterheads,
8461,,,1,0,,,reformatted digital,printed ephemera,,bill or receipt,,,,,,,"85, 87  &  89 Beekman",,,John H. Yardley Collection of Architectural Letterheads,Avery Classics Collection,NNC-A,marcorg,1896,,exact,Holbrook Brothers,,,,,,,,,Letterheads,,,Printed ephemera,,,,,,,,,Street: 53  &  55 Cliff Street,Borough: Manhattan,New York,New York,,United States,,,Holbrook Brothers. Bill or receipt,,,,Recto,Holbrook Brothers,corporate,,,,,Yardley (collector),personal,,,,,1896,,,,,,,ave_yardley_00100r.tif,,Still Image,,eng,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/yardley/streetnamesa-c/cliffstreet,John H. Yardley Collection of Architectural Letterheads,
8460,,,1,0,,,reformatted digital,printed ephemera,,bill or receipt,,,,,,,Between John and Fulton,,,John H. Yardley Collection of Architectural Letterheads,Avery Classics Collection,NNC-A,marcorg,1850,,exact,"Phelps, Dodge & Co.",,,,,,,,,Letterheads,,,Printed ephemera,,,,,,,,,Street: 19  &  21 Cliff Street,Borough: Manhattan,New York,New York,,United States,,,"Phelps, Dodge & Co.. Bill or receipt",,,,Recto,"Phelps, Dodge & Co.",corporate,,,,,Yardley (collector),personal,,,,,1850,,,,,,,ave_yardley_00099r.tif,,Still Image,,eng,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/yardley/streetnamesa-c/cliffstreet,John H. Yardley Collection of Architectural Letterheads,
8459,,,1,0,,,reformatted digital,printed ephemera,,bill or receipt,,,,,,,"Church, Thomas,  &  Duane",,,John H. Yardley Collection of Architectural Letterheads,Avery Classics Collection,NNC-A,marcorg,1883,,exact,H. Wallach's Sons,,,,,,,,,Letterheads,,,Printed ephemera,,,,,,,,,Street:  Church Street,Borough: Manhattan,New York,New York,,United States,,,H. Wallach's Sons. Bill or receipt,,,,Recto,H. Wallach's Sons,corporate,,,,,Yardley (collector),personal,,,,,1883,,,,,,,ave_yardley_00098r.tif,,Still Image,,eng,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/yardley/streetnamesd-j/duanestreet1,John H. Yardley Collection of Architectural Letterheads,
8458,,,1,0,,,reformatted digital,printed ephemera,,bill or receipt,,,,,,,Near Pike Street,,,John H. Yardley Collection of Architectural Letterheads,Avery Classics Collection,NNC-A,marcorg,1854,,exact,Hecker & Brother,,,,,,,,,Letterheads,,,Printed ephemera,,,,,,,,,"Street: 199, 201  &  203 Cherry Street",Borough: Manhattan,New York,New York,,United States,,,Hecker & Brother. Bill or receipt,,,,Recto,Hecker & Brother,corporate,,,,,Yardley (collector),personal,,,,,1854,,,,,,,ave_yardley_00097r.tif,,Still Image,,eng,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/yardley/streetnamesa-c/cherrystreet,John H. Yardley Collection of Architectural Letterheads,
8457,,,1,0,,,reformatted digital,printed ephemera,,bill or receipt,,,,,,,Corner of New Bowery,,,John H. Yardley Collection of Architectural Letterheads,Avery Classics Collection,NNC-A,marcorg,1864,,exact,Turner & Co.,,,,,,,,,Letterheads,,,Printed ephemera,,,,,,,,,Street: 181  &  183 Chatham Square,Borough: Manhattan,New York,New York,,United States,,,Turner & Co.. Bill or receipt,,,,Recto,Turner & Co.,corporate,,,,,Yardley (collector),personal,,,,,1864,,,,,,,ave_yardley_00096r.tif,,Still Image,,eng,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/yardley/streetnamesl-r/newbowery,John H. Yardley Collection of Architectural Letterheads,
8456,,,1,0,,,reformatted digital,printed ephemera,,bill or receipt,,,,,,,,,,John H. Yardley Collection of Architectural Letterheads,Avery Classics Collection,NNC-A,marcorg,1890,,exact,Froman Brothers,,,,,,,,,Letterheads,,,Printed ephemera,,,,,,,,,Street: 170  &  172 Chambers Street,Borough: Manhattan,New York,New York,,United States,,,Froman Brothers. Bill or receipt,,,,Recto,Froman Brothers,corporate,,,,,Yardley (collector),personal,,,,,1890,,,,,,,ave_yardley_00095r.tif,,Still Image,,eng,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/yardley/streetnamesa-c/chambersstreet,John H. Yardley Collection of Architectural Letterheads,
8455,,,1,0,,,reformatted digital,correspondence,,letter,,,,,,,,,,John H. Yardley Collection of Architectural Letterheads,Avery Classics Collection,NNC-A,marcorg,1921,,exact,H. J. Frost & Co.,,,,,,,,,Letterheads,,,Printed ephemera,,,,,,,,,Street: 90 Chambers Street,Borough: Manhattan,New York,New York,,United States,,,H. J. Frost & Co.. Letter,,,,Recto,H. J. Frost & Co.,corporate,,,,,Yardley (collector),personal,,,,,1921,,,,,,,ave_yardley_00094r.tif,,Still Image,,eng,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/yardley/streetnamesa-c/chambersstreet,John H. Yardley Collection of Architectural Letterheads,
8454,,,1,0,,,reformatted digital,printed ephemera,,bill or receipt,,,,,,,Replaced by new address at 53 Broadway,,,John H. Yardley Collection of Architectural Letterheads,Avery Classics Collection,NNC-A,marcorg,1879,,exact,"Cushing, Bardua & Co.",,,,,,,,,Letterheads,,,Printed ephemera,,,,,,,,,"Street: 139, 141, 143 Centre Street",Borough: Manhattan,New York,New York,,United States,,,"Cushing, Bardua & Co.. Bill or receipt",,,,Recto,"Cushing, Bardua & Co.",corporate,,,,,Yardley (collector),personal,,,,,1879,,,,,,,ave_yardley_00093r.tif,,Still Image,,eng,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/yardley/streetnamesa-c/centrestreet,John H. Yardley Collection of Architectural Letterheads,
8453,,,1,0,,,reformatted digital,printed ephemera,,bill or receipt,,,,,,,Corner of Worth,,,John H. Yardley Collection of Architectural Letterheads,Avery Classics Collection,NNC-A,marcorg,1873,,exact,Woodward Steam Pump Manufacturing Co.,,,,,,,,,Letterheads,,,Printed ephemera,,,,,,,,,"Street: 76, 78  &  80 Centre Street",Borough: Manhattan,New York,New York,,United States,,,Woodward Steam Pump Manufacturing Co.. Bill or receipt,,,,Recto,Woodward Steam Pump Manufacturing Co.,corporate,,,,,Yardley (collector),personal,,,,,1873,,,,,,,ave_yardley_00092r.tif,,Still Image,,eng,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/yardley/streetnamesa-c/centrestreet,John H. Yardley Collection of Architectural Letterheads,
8452,,,1,0,,,reformatted digital,printed ephemera,,bill or receipt,,,,,,,Corner of Worth,,,John H. Yardley Collection of Architectural Letterheads,Avery Classics Collection,NNC-A,marcorg,1872,,exact,Woodward Steam Pump Manufacturing Co.,,,,,,,,,Letterheads,,,Printed ephemera,,,,,,,,,"Street: 76, 78  &  80 Centre Street",Borough: Manhattan,New York,New York,,United States,,,Woodward Steam Pump Manufacturing Co.. Bill or receipt,,,,Recto,Woodward Steam Pump Manufacturing Co.,corporate,,,,,Yardley (collector),personal,,,,,1872,,,,,,,ave_yardley_00091r.tif,,Still Image,,eng,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/yardley/streetnamesa-c/centrestreet,John H. Yardley Collection of Architectural Letterheads,
8451,,,1,0,,,reformatted digital,correspondence,,letter,,,,,,,,,,John H. Yardley Collection of Architectural Letterheads,Avery Classics Collection,NNC-A,marcorg,1911,,exact,H. B. Hardenburg & Co.,,,,,,,,,Letterheads,,,Printed ephemera,,,,,,,,,Street: 58  &  60 Centre Street,Borough: Manhattan,New York,New York,,United States,,,H. B. Hardenburg & Co.. Letter,,,,Recto,H. B. Hardenburg & Co.,corporate,,,,,Yardley (collector),personal,,,,,1911,,,,,,,ave_yardley_00090r.tif,,Still Image,,eng,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/yardley/streetnamesa-c/centrestreet,John H. Yardley Collection of Architectural Letterheads,
8450,,,1,0,,,reformatted digital,printed ephemera,,bill or receipt,,,,,,,Building name: New-Yorker Staats-Leitung Building,"Tyson Row, corner Centre and Chatham, opposite City Hall",,John H. Yardley Collection of Architectural Letterheads,Avery Classics Collection,NNC-A,marcorg,1880,,exact,New-Yorker Staats-Leitung,,,,,,,,,Letterheads,,,Printed ephemera,,,,,,,,,Street: None Centre Street,Borough: Manhattan,New York,New York,,United States,,,New-Yorker Staats-Leitung. Bill or receipt,,,,Recto,New-Yorker Staats-Leitung,corporate,,,,,Yardley (collector),personal,,,,,1880,,,,,,,ave_yardley_00089r.tif,,Still Image,,eng,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/yardley/streetnamesa-c/centrestreet,John H. Yardley Collection of Architectural Letterheads,
8449,,,1,0,,,reformatted digital,printed ephemera,,bill or receipt,,,,,,,Building name: New-Yorker Staats-Leitung Building,"Tyson Row, corner Centre and Chatham, opposite City Hall",,John H. Yardley Collection of Architectural Letterheads,Avery Classics Collection,NNC-A,marcorg,1888,,exact,New-Yorker Staats-Leitung,,,,,,,,,Letterheads,,,Printed ephemera,,,,,,,,,Street: None Centre Street,Borough: Manhattan,New York,New York,,United States,,,New-Yorker Staats-Leitung. Bill or receipt,,,,Recto,New-Yorker Staats-Leitung,corporate,,,,,Yardley (collector),personal,,,,,1888,,,,,,,ave_yardley_00088r.tif,,Still Image,,eng,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/yardley/streetnamesa-c/centrestreet,John H. Yardley Collection of Architectural Letterheads,
8448,,,1,0,,,reformatted digital,printed ephemera,,bill or receipt,,,,,,,,,,John H. Yardley Collection of Architectural Letterheads,Avery Classics Collection,NNC-A,marcorg,1890,,exact,Arthur & Bonnell,,,,,,,,,Letterheads,,,Printed ephemera,,,,,,,,,Street: 55 Cedar Street,Borough: Manhattan,New York,New York,,United States,,,Arthur & Bonnell. Bill or receipt,,,,Recto,Arthur & Bonnell,corporate,,,,,Yardley (collector),personal,,,,,1890,,,,,,,ave_yardley_00087r.tif,,Still Image,,eng,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/yardley/streetnamesa-c/cedarstreet,John H. Yardley Collection of Architectural Letterheads,
8447,,,1,0,,,reformatted digital,correspondence,,letter,,,,,,,479  and 481 Greenwich,,,John H. Yardley Collection of Architectural Letterheads,Avery Classics Collection,NNC-A,marcorg,1916,,exact,Edward D. Depew & Co.,,,,,,,,,Letterheads,,,Printed ephemera,,,,,,,,,"Street: 515, 517, 519, 521 Canal Street",Borough: Manhattan,New York,New York,,United States,,,Edward D. Depew & Co.. Letter,,,,Recto,Edward D. Depew & Co.,corporate,,,,,Yardley (collector),personal,,,,,1916,,,,,,,ave_yardley_00086r.tif,,Still Image,,eng,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/yardley/streetnamesd-j/greenwichstreet2,John H. Yardley Collection of Architectural Letterheads,
8446,,,1,0,,,reformatted digital,printed ephemera,,bill or receipt,,,,,,,479  and 481 Greenwich,,,John H. Yardley Collection of Architectural Letterheads,Avery Classics Collection,NNC-A,marcorg,1914,,exact,Edward D. Depew & Co.,,,,,,,,,Letterheads,,,Printed ephemera,,,,,,,,,"Street: 515, 517, 519, 521 Canal Street",Borough: Manhattan,New York,New York,,United States,,,Edward D. Depew & Co.. Bill or receipt,,,,Recto,Edward D. Depew & Co.,corporate,,,,,Yardley (collector),personal,,,,,1914,,,,,,,ave_yardley_00085r.tif,,Still Image,,eng,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/yardley/streetnamesd-j/greenwichstreet2,John H. Yardley Collection of Architectural Letterheads,
8445,,,1,0,,,reformatted digital,printed ephemera,,bill or receipt,,,,,,,479  and 481 Greenwich,,,John H. Yardley Collection of Architectural Letterheads,Avery Classics Collection,NNC-A,marcorg,1916,,exact,Edward D. Depew & Co.,,,,,,,,,Letterheads,,,Printed ephemera,,,,,,,,,"Street: 515, 517, 519, 521 Canal Street",Borough: Manhattan,New York,New York,,United States,,,Edward D. Depew & Co.. Bill or receipt,,,,Recto,Edward D. Depew & Co.,corporate,,,,,Yardley (collector),personal,,,,,1916,,,,,,,ave_yardley_00084r.tif,,Still Image,,eng,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/yardley/streetnamesd-j/greenwichstreet2,John H. Yardley Collection of Architectural Letterheads,
8444,,,1,0,,,reformatted digital,printed ephemera,,bill or receipt,,,,,,,Corner of Mott,,,John H. Yardley Collection of Architectural Letterheads,Avery Classics Collection,NNC-A,marcorg,1896,,exact,Peter Schneider's Sons & Co.,,,,,,,,,Letterheads,,,Printed ephemera,,,,,,,,,Street: 185  &  187 Canal Street,Borough: Manhattan,New York,New York,,United States,,,Peter Schneider's Sons & Co.. Bill or receipt,,,,Recto,Peter Schneider's Sons & Co.,corporate,,,,,Yardley (collector),personal,,,,,1896,,,,,,,ave_yardley_00083r.tif,,Still Image,,eng,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/yardley/streetnamesa-c/canalstreet1,John H. Yardley Collection of Architectural Letterheads,
8443,,,1,0,,,reformatted digital,printed ephemera,,bill or receipt,,,,,,,Building name: Gray Building,"Canal  &  Laight, corner St. John's Lane, and 52, 54,  &  56 Varick",,John H. Yardley Collection of Architectural Letterheads,Avery Classics Collection,NNC-A,marcorg,1909,,exact,Gray Lithograph Co.,,,,,,,,,Letterheads,,,Printed ephemera,,,,,,,,,Street: None Canal Street,Borough: Manhattan,New York,New York,,United States,,,Gray Lithograph Co.. Bill or receipt,,,,Recto,Gray Lithograph Co.,corporate,,,,,Yardley (collector),personal,,,,,1909,,,,,,,ave_yardley_00082r.tif,,Still Image,,eng,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/yardley/streetnamesa-c/canalstreet1,John H. Yardley Collection of Architectural Letterheads,
8442,,,1,0,,,reformatted digital,printed ephemera,,bill or receipt,,,,,,,,,,John H. Yardley Collection of Architectural Letterheads,Avery Classics Collection,NNC-A,marcorg,1896,,exact,Ambrose E. Barnes & Bro.,,,,,,,,,Letterheads,,,Printed ephemera,,,,,,,,,Street: 198-200 Canal Street,Borough: Manhattan,New York,New York,,United States,,,Ambrose E. Barnes & Bro.. Bill or receipt,,,,Recto,Ambrose E. Barnes & Bro.,corporate,,,,,Yardley (collector),personal,,,,,1896,,,,,,,ave_yardley_00081r.tif,,Still Image,,eng,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/yardley/streetnamesa-c/canalstreet1,John H. Yardley Collection of Architectural Letterheads,
8441,,,1,0,,,reformatted digital,correspondence,,letter,,,,,,,Corner of Watts between Greenwich and Hudson,,,John H. Yardley Collection of Architectural Letterheads,Avery Classics Collection,NNC-A,marcorg,1895,,exact,Chas Israel & Bros.,,,,,,,,,Letterheads,,,Printed ephemera,,,,,,,,,"Street: 486, 488, 490 Canal Street",Borough: Manhattan,New York,New York,,United States,,,Chas Israel & Bros.. Letter,,,,Recto,Chas Israel & Bros.,corporate,,,,,Yardley (collector),personal,,,,,1895,,,,,,,ave_yardley_00080r.tif,,Still Image,,eng,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/yardley/streetnamess-y/wattsstreet,John H. Yardley Collection of Architectural Letterheads,
8440,,,1,0,,,reformatted digital,postcards,,postcard,,,,,,,Yes,Corner of Watts between Greenwich and Hudson,,John H. Yardley Collection of Architectural Letterheads,Avery Classics Collection,NNC-A,marcorg,1895,,approximate,Chas Israel & Bros.,,,,,,,,,Letterheads,,,Printed ephemera,,,,,,,,,"Street: 486, 488, 490 Canal Street",Borough: Manhattan,New York,New York,,United States,,,Chas Israel & Bros.. Postcard,,,,Verso,Chas Israel & Bros.,corporate,,,,,Yardley (collector),personal,,,,,1895,,,,,,,ave_yardley_00079v.tif,,Still Image,,eng,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/yardley/streetnamess-y/wattsstreet,John H. Yardley Collection of Architectural Letterheads,
8439,,,1,0,,,reformatted digital,postcards,,postcard,,,,,,,Corner of Watts between Greenwich and Hudson,,,John H. Yardley Collection of Architectural Letterheads,Avery Classics Collection,NNC-A,marcorg,1895,,approximate,Chas Israel & Bros.,,,,,,,,,Letterheads,,,Printed ephemera,,,,,,,,,"Street: 486, 488, 490 Canal Street",Borough: Manhattan,New York,New York,,United States,,,Chas Israel & Bros.. Postcard,,,,Recto,Chas Israel & Bros.,corporate,,,,,Yardley (collector),personal,,,,,1895,,,,,,,ave_yardley_00079r.tif,,Still Image,,eng,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/yardley/streetnamess-y/wattsstreet,John H. Yardley Collection of Architectural Letterheads,
8438,,,1,0,,,reformatted digital,correspondence,,envelope,,,,,,,Corner of Watts,,,John H. Yardley Collection of Architectural Letterheads,Avery Classics Collection,NNC-A,marcorg,1895,,exact,Chas Israel & Bros.,,,,,,,,,Letterheads,,,Printed ephemera,,,,,,,,,"Street: 486, 488, 490 Canal Street",Borough: Manhattan,New York,New York,,United States,,,Chas Israel & Bros.. Envelope,,,,Recto,Chas Israel & Bros.,corporate,,,,,Yardley (collector),personal,,,,,1895,,,,,,,ave_yardley_00078r.tif,,Still Image,,eng,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/yardley/streetnamess-y/wattsstreet,John H. Yardley Collection of Architectural Letterheads,
8437,,,1,0,,,reformatted digital,printed ephemera,,bill or receipt,,,,,,,New-York Mantilla and Cloak Emporium,,,John H. Yardley Collection of Architectural Letterheads,Avery Classics Collection,NNC-A,marcorg,1855,,exact,Molyneux Bell,,,,,,,,,Letterheads,,,Printed ephemera,,,,,,,,,Street: 58 Canal Street,Borough: Manhattan,New York,New York,,United States,,,Molyneux Bell. Bill or receipt,,,,Recto,Molyneux Bell,corporate,,,,,Yardley (collector),personal,,,,,1855,,,,,,,ave_yardley_00077r.tif,,Still Image,,eng,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/yardley/streetnamesa-c/canalstreet1,John H. Yardley Collection of Architectural Letterheads,
8436,,,1,0,,,reformatted digital,correspondence,,letter,,,,,,,Building name: Department of Finance,,,John H. Yardley Collection of Architectural Letterheads,Avery Classics Collection,NNC-A,marcorg,1870,,exact,City of New York Department of Finance Comptroller's Office,,,,,,,,,Letterheads,,,Printed ephemera,,,,,,,,,Street: None ,Borough: Manhattan,New York,New York,,United States,,,City of New York Department of Finance Comptroller's Office. Letter,,,,Recto,City of New York Department of Finance Comptroller's Office,corporate,,,,,Yardley (collector),personal,,,,,1870,,,,,,,ave_yardley_00076r.tif,,Still Image,,eng,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/yardley/streetnamesl-r/miscellaneous,John H. Yardley Collection of Architectural Letterheads,
8435,,,1,0,,,reformatted digital,printed ephemera,,bill or receipt,,,,,,,,,,John H. Yardley Collection of Architectural Letterheads,Avery Classics Collection,NNC-A,marcorg,1858,,exact,Lucius Hart,,,,,,,,,Letterheads,,,Printed ephemera,,,,,,,,,"Street: 4,6 Burling Slip",Borough: Manhattan,New York,New York,,United States,,,Lucius Hart. Bill or receipt,,,,Recto,Lucius Hart,corporate,,,,,Yardley (collector),personal,,,,,1858,,,,,,,ave_yardley_00075r.tif,,Still Image,,eng,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/yardley/streetnamesa-c/burlingslip,John H. Yardley Collection of Architectural Letterheads,
8434,,,1,0,,,reformatted digital,printed ephemera,,bill or receipt,,,,,,,,,,John H. Yardley Collection of Architectural Letterheads,Avery Classics Collection,NNC-A,marcorg,1913,,exact,Broadway Bargain House,,,,,,,,,Letterheads,,,Printed ephemera,,,,,,,,,Street: 696 Broadway,Borough: Manhattan,New York,New York,,United States,,,Broadway Bargain House. Bill or receipt,,,,Recto,Broadway Bargain House,corporate,,,,,Yardley (collector),personal,,,,,1913,,,,,,,ave_yardley_00074r.tif,,Still Image,,eng,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/yardley/streetnamesa-c/broadway5,John H. Yardley Collection of Architectural Letterheads,
8433,,,1,0,,,reformatted digital,printed ephemera,,bill or receipt,,,,,,,Corner of Bond,,,John H. Yardley Collection of Architectural Letterheads,Avery Classics Collection,NNC-A,marcorg,1894,,exact,Samuel Schiff & Co.,,,,,,,,,Letterheads,,,Printed ephemera,,,,,,,,,Street: 670-672-674 Broadway,Borough: Manhattan,New York,New York,,United States,,,Samuel Schiff & Co.. Bill or receipt,,,,Recto,Samuel Schiff & Co.,corporate,,,,,Yardley (collector),personal,,,,,1894,,,,,,,ave_yardley_00073r.tif,,Still Image,,eng,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/yardley/streetnamesa-c/bondstreet,John H. Yardley Collection of Architectural Letterheads,
8432,,,1,0,,,reformatted digital,printed ephemera,,bill or receipt,,,,,,,Under the Grand Central Hotel,,,John H. Yardley Collection of Architectural Letterheads,Avery Classics Collection,NNC-A,marcorg,1889,,exact,Anderson & Krum Stationery Co.,,,,,,,,,Letterheads,,,Printed ephemera,,,,,,,,,Street: 667 Broadway,Borough: Manhattan,New York,New York,,United States,,,Anderson & Krum Stationery Co.. Bill or receipt,,,,Recto,Anderson & Krum Stationery Co.,corporate,,,,,Yardley (collector),personal,,,,,1889,,,,,,,ave_yardley_00072r.tif,,Still Image,,eng,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/yardley/index/a-b/anderson-krumstationeryco-,John H. Yardley Collection of Architectural Letterheads,
8431,,,1,0,,,reformatted digital,correspondence,,letter,,,,,,,,,,John H. Yardley Collection of Architectural Letterheads,Avery Classics Collection,NNC-A,marcorg,1853,,exact,YMCA,,,,,,,,,Letterheads,,,Printed ephemera,,,,,,,,,Street: 659 Broadway,Borough: Manhattan,New York,New York,,United States,,,YMCA. Letter,,,,Recto,YMCA,corporate,,,,,Yardley (collector),personal,,,,,1853,,,,,,,ave_yardley_00071r.tif,,Still Image,,eng,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/yardley/streetnamesa-c/broadway5,John H. Yardley Collection of Architectural Letterheads,
8430,,,1,0,,,reformatted digital,printed ephemera,,bill or receipt,,,,,,,,,,John H. Yardley Collection of Architectural Letterheads,Avery Classics Collection,NNC-A,marcorg,1870,1879,approximate,"Cushing, Bardua & Co.",,,,,,,,,Letterheads,,,Printed ephemera,,,,,,,,,Street: 644 & 646 Broadway,Borough: Manhattan,New York,New York,,United States,,,"Cushing, Bardua & Co.. Bill or receipt",,,,Recto,"Cushing, Bardua & Co.",corporate,,,,,Yardley (collector),personal,,,,,187-,,,,,,,ave_yardley_00070r.tif,,Still Image,,eng,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/yardley/index/c-e/cushing-bardua-co-,John H. Yardley Collection of Architectural Letterheads,
8429,,,1,0,,,reformatted digital,printed ephemera,,bill or receipt,,,,,,,,,,John H. Yardley Collection of Architectural Letterheads,Avery Classics Collection,NNC-A,marcorg,1901,,exact,"Heidelberg, Wolff & Co.",,,,,,,,,Letterheads,,,Printed ephemera,,,,,,,,,Street: 644 & 646 Broadway,Borough: Manhattan,New York,New York,,United States,,,"Heidelberg, Wolff & Co.. Bill or receipt",,,,Recto,"Heidelberg, Wolff & Co.",corporate,,,,,Yardley (collector),personal,,,,,1901,,,,,,,ave_yardley_00069r.tif,,Still Image,,eng,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/yardley/streetnamesa-c/broadway5,John H. Yardley Collection of Architectural Letterheads,
