identifier_omeka,identifier_clio,location_url_physicalObject,item - public,item - featured,language,shelfLocator,digitalOrigin,form,form_authority,form 2,form_authority 2,form 3,form_authority 3,form_originalFormat,extent,physicalNote,note 1,note 2,note_ownership,relatedItem_collection,sublocation,physicalLocation,physicalLocation_authority,keyDate-start,keyDate-end,dateQualifier,subject_name,subject_name_authority,subject_name_authority_identifier,subject_name 2,subject_name_authority 2,subject_name_authority_identifier 2,subject_name 3,subject_name_authority 3,subject_name_authority_identifier 3,subject_topic,subject_topic_authority,subject_topic_authority_identifier,subject_topic 2,subject_topic_authority 2,subject_topic_authority_identifier 2,subject_geographic 1,subject_geographic_authority 1,subject_geographic_authority_identifier 1,subject_geographic 2,subject_geographic_authority 2,subject_geographic_authority_identifier 2,subject_geographic_hierarchical_street,subject_geographic_hierarchical_borough,subject_geographic_hierarchical_city,subject_geographic_hierarchical_state,subject_geographic_hierarchical_province,subject_geographic_hierarchical_country,subject_temporal,title_nonSort,title,title2,title2_type,identifier_title,partName,name_primary,name_primary_type,name_primary_authority,name_primary_authority_identifier,name_primary_role_code,name_primary_role_text,name,name_type,name_authority,name_authority_uri,role_code,role_text,dateCreated,publisher,place,place_authority,place_authority_identifier,abstract 1,abstract 2,note_filename 1,note_filename 2,typeOfResource,accessCondition,languageOfCataloging,location_url_ObjectInContext,relatedItem_Project,projectURL
8768,,,1,0,,,reformatted digital,printed ephemera,,envelope,,,,,,,"Corner 3rd Street, midway between Battery and Central Park",,,John H. Yardley Collection of Architectural Letterheads,Avery Classics Collection,NNC-A,marcorg,1908,,,Broadway Central Hotel,,,,,,,,,Buildings,,,,,,,,,,,,"Street: Broadway, 667 - 677",Borough: Manhattan,New York,New York,,United States,,,Broadway Central Hotel. Envelope,,,,Recto,Broadway Central Hotel,corporate,,,,,Yardley (collector),personal,,,,,1908,,,,,,,ave_yardley_00384r.tif,,Still Image,,eng,https://exhibitions.cul.columbia.edu/exhibits/show/yardley/streetnamesa-c/broadway5,John H. Yardley Collection of Architectural Letterheads,
8767,,,1,0,,,reformatted digital,correspondence,,letter,,,,,,,"Corner 3rd Street, midway between Battery and Central Park",,,John H. Yardley Collection of Architectural Letterheads,Avery Classics Collection,NNC-A,marcorg,1908,,,Broadway Central Hotel,,,,,,,,,Buildings,,,,,,,,,,,,"Street: Broadway, 667 - 677",Borough: Manhattan,New York,New York,,United States,,,Broadway Central Hotel. Letter,,,,Recto,Broadway Central Hotel,corporate,,,,,Yardley (collector),personal,,,,,1908,,,,,,,ave_yardley_00383r.tif,,Still Image,,eng,https://exhibitions.cul.columbia.edu/exhibits/show/yardley/streetnamesa-c/broadway5,John H. Yardley Collection of Architectural Letterheads,
8766,,,1,0,,,reformatted digital,correspondence,,letter,,,,,,,"Corner 3rd Street, midway between Battery and Central Park",,,John H. Yardley Collection of Architectural Letterheads,Avery Classics Collection,NNC-A,marcorg,1897,,,Broadway Central Hotel,,,,,,,,,Buildings,,,,,,,,,,,,"Street: Broadway, 667 - 677",Borough: Manhattan,New York,New York,,United States,,,Broadway Central Hotel. Letter,,,,Recto,Broadway Central Hotel,corporate,,,,,Yardley (collector),personal,,,,,1897,,,,,,,ave_yardley_00382r.tif,,Still Image,,eng,https://exhibitions.cul.columbia.edu/exhibits/show/yardley/streetnamesa-c/broadway5,John H. Yardley Collection of Architectural Letterheads,
8765,,,1,0,,,reformatted digital,printed ephemera,,envelope,,,,,,,"Corner 3rd Street, midway between Battery and Central Park",,,John H. Yardley Collection of Architectural Letterheads,Avery Classics Collection,NNC-A,marcorg,1900,,approximate,Broadway Central Hotel,,,,,,,,,Buildings,,,,,,,,,,,,"Street: Broadway, 667 - 677",Borough: Manhattan,New York,New York,,United States,,,Broadway Central Hotel. Envelope,,,,Recto,Broadway Central Hotel,corporate,,,,,Yardley (collector),personal,,,,,1900,,,,,,,ave_yardley_00381r.tif,,Still Image,,eng,https://exhibitions.cul.columbia.edu/exhibits/show/yardley/streetnamesa-c/broadway5,John H. Yardley Collection of Architectural Letterheads,
8764,,,1,0,,,reformatted digital,printed ephemera,,bill or receipt,,,,,,,,,,John H. Yardley Collection of Architectural Letterheads,Avery Classics Collection,NNC-A,marcorg,1848,,,Atlantic Hotel,,,,,,,,,Buildings,,,,,,,,,,,,"Street: Broadway, 5",Borough: Manhattan,New York,New York,,United States,,,Atlantic Hotel. Bill or receipt,,,,Recto,Atlantic Hotel,corporate,,,,,Yardley (collector),personal,,,,,1848,,,,,,,ave_yardley_00380r.tif,,Still Image,,eng,https://exhibitions.cul.columbia.edu/exhibits/show/yardley/streetnamesa-c/broadway1,John H. Yardley Collection of Architectural Letterheads,
8763,,,1,0,,,reformatted digital,printed ephemera,,card stock,,,,,,,Barclay and Vesey Streets,,,John H. Yardley Collection of Architectural Letterheads,Avery Classics Collection,NNC-A,marcorg,1900,,approximate,Astor House,,,,,,,,,Buildings,,,,,,,,,,,,Street: Broadway,Borough: Manhattan,New York,New York,,United States,,,Astor House. Card stock,,,,Recto,Astor House,corporate,,,,,Yardley (collector),personal,,,,,1900,,,,,,,ave_yardley_00379r.tif,,Still Image,,eng,https://exhibitions.cul.columbia.edu/exhibits/show/yardley/streetnamess-y/veseystreet,John H. Yardley Collection of Architectural Letterheads,
8762,,,1,0,,,reformatted digital,printed ephemera,,card stock,,,,,,,Barclay and Vesey Streets,,,John H. Yardley Collection of Architectural Letterheads,Avery Classics Collection,NNC-A,marcorg,1900,,approximate,Astor House,,,,,,,,,Buildings,,,,,,,,,,,,Street: Broadway,Borough: Manhattan,New York,New York,,United States,,,Astor House. Card stock,,,,Recto,Astor House,corporate,,,,,Yardley (collector),personal,,,,,1900,,,,,,,ave_yardley_00378r.tif,,Still Image,,eng,https://exhibitions.cul.columbia.edu/exhibits/show/yardley/streetnamess-y/veseystreet,John H. Yardley Collection of Architectural Letterheads,
8761,,,1,0,,,reformatted digital,printed ephemera,,card stock,,,,,,,Barclay and Vesey Streets,,,John H. Yardley Collection of Architectural Letterheads,Avery Classics Collection,NNC-A,marcorg,1905,,approximate,Astor House,,,,,,,,,Buildings,,,,,,,,,,,,Street: Broadway,Borough: Manhattan,New York,New York,,United States,,,Astor House. Card stock,,,,Recto,Astor House,corporate,,,,,Yardley (collector),personal,,,,,1905,,,,,,,ave_yardley_00377r.tif,,Still Image,,eng,https://exhibitions.cul.columbia.edu/exhibits/show/yardley/streetnamess-y/veseystreet,John H. Yardley Collection of Architectural Letterheads,
8760,,,1,0,,,reformatted digital,correspondence,,letter,,,,,,,Barclay and Vesey Streets,,,John H. Yardley Collection of Architectural Letterheads,Avery Classics Collection,NNC-A,marcorg,1867,,,Astor House,,,,,,,,,Buildings,,,,,,,,,,,,Street: Broadway,Borough: Manhattan,New York,New York,,United States,,,Astor House. Letter,,,,Recto,Astor House,corporate,,,,,Yardley (collector),personal,,,,,1867,,,,,,,ave_yardley_00376r.tif,,Still Image,,eng,https://exhibitions.cul.columbia.edu/exhibits/show/yardley/streetnamess-y/veseystreet,John H. Yardley Collection of Architectural Letterheads,
8759,,,1,0,,,reformatted digital,printed ephemera,,envelope,,,,,,,Barclay and Vesey Streets,,,John H. Yardley Collection of Architectural Letterheads,Avery Classics Collection,NNC-A,marcorg,1889,,,Astor House,,,,,,,,,Buildings,,,,,,,,,,,,Street: Broadway,Borough: Manhattan,New York,New York,,United States,,,Astor House. Envelope,,,,Recto,Astor House,corporate,,,,,Yardley (collector),personal,,,,,1889,,,,,,,ave_yardley_00375r.tif,,Still Image,,eng,https://exhibitions.cul.columbia.edu/exhibits/show/yardley/streetnamess-y/veseystreet,John H. Yardley Collection of Architectural Letterheads,
8758,,,1,0,,,reformatted digital,printed ephemera,,envelope,,,,,,,Barclay and Vesey Streets,,,John H. Yardley Collection of Architectural Letterheads,Avery Classics Collection,NNC-A,marcorg,1865,,,Astor House,,,,,,,,,Buildings,,,,,,,,,,,,Street: Broadway,Borough: Manhattan,New York,New York,,United States,,,Astor House. Envelope,,,,Recto,Astor House,corporate,,,,,Yardley (collector),personal,,,,,1865,,,,,,,ave_yardley_00374r.tif,,Still Image,,eng,https://exhibitions.cul.columbia.edu/exhibits/show/yardley/streetnamess-y/veseystreet,John H. Yardley Collection of Architectural Letterheads,
8757,,,1,0,,,reformatted digital,correspondence,,letter,,,,,,,Barclay and Vesey Streets,,,John H. Yardley Collection of Architectural Letterheads,Avery Classics Collection,NNC-A,marcorg,1894,,,Astor House,,,,,,,,,Buildings,,,,,,,,,,,,Street: Broadway,Borough: Manhattan,New York,New York,,United States,,,Astor House. Letter,,,,Recto,Astor House,corporate,,,,,Yardley (collector),personal,,,,,1894,,,,,,,ave_yardley_00373r.tif,,Still Image,,eng,https://exhibitions.cul.columbia.edu/exhibits/show/yardley/streetnamess-y/veseystreet,John H. Yardley Collection of Architectural Letterheads,
8756,,,1,0,,,reformatted digital,printed ephemera,,envelope,,,,,,,Barclay and Vesey Streets,,,John H. Yardley Collection of Architectural Letterheads,Avery Classics Collection,NNC-A,marcorg,1894,,,Astor House,,,,,,,,,Buildings,,,,,,,,,,,,Street: Broadway,Borough: Manhattan,New York,New York,,United States,,,Astor House. Envelope,,,,Recto,Astor House,corporate,,,,,Yardley (collector),personal,,,,,1894,,,,,,,ave_yardley_00372r.tif,,Still Image,,eng,https://exhibitions.cul.columbia.edu/exhibits/show/yardley/streetnamess-y/veseystreet,John H. Yardley Collection of Architectural Letterheads,
8755,,,1,0,,,reformatted digital,printed ephemera,,envelope,,,,,,,Barclay and Vesey Streets,,,John H. Yardley Collection of Architectural Letterheads,Avery Classics Collection,NNC-A,marcorg,1906,,,Astor House,,,,,,,,,Buildings,,,,,,,,,,,,Street: Broadway,Borough: Manhattan,New York,New York,,United States,,,Astor House. Envelope,,,,Recto,Astor House,corporate,,,,,Yardley (collector),personal,,,,,1906,,,,,,,ave_yardley_00371r.tif,,Still Image,,eng,https://exhibitions.cul.columbia.edu/exhibits/show/yardley/streetnamess-y/veseystreet,John H. Yardley Collection of Architectural Letterheads,
8754,,,1,0,,,reformatted digital,correspondence,,letter,,,,,,,Barclay and Vesey Streets,,,John H. Yardley Collection of Architectural Letterheads,Avery Classics Collection,NNC-A,marcorg,1906,,,Astor House,,,,,,,,,Buildings,,,,,,,,,,,,Street: Broadway,Borough: Manhattan,New York,New York,,United States,,,Astor House. Letter,,,,Recto,Astor House,corporate,,,,,Yardley (collector),personal,,,,,1906,,,,,,,ave_yardley_00370r.tif,,Still Image,,eng,https://exhibitions.cul.columbia.edu/exhibits/show/yardley/streetnamess-y/veseystreet,John H. Yardley Collection of Architectural Letterheads,
8753,,,1,0,,,reformatted digital,printed ephemera,,envelope,,,,,,,Barclay and Vesey Streets,,,John H. Yardley Collection of Architectural Letterheads,Avery Classics Collection,NNC-A,marcorg,1906,,,Astor House,,,,,,,,,Buildings,,,,,,,,,,,,Street: Broadway,Borough: Manhattan,New York,New York,,United States,,,Astor House. Envelope,,,,Recto,Astor House,corporate,,,,,Yardley (collector),personal,,,,,1906,,,,,,,ave_yardley_00369r.tif,,Still Image,,eng,https://exhibitions.cul.columbia.edu/exhibits/show/yardley/streetnamess-y/veseystreet,John H. Yardley Collection of Architectural Letterheads,
8752,,,1,0,,,reformatted digital,correspondence,,letter,,,,,,,Barclay and Vesey Streets,,,John H. Yardley Collection of Architectural Letterheads,Avery Classics Collection,NNC-A,marcorg,1906,,,Astor House,,,,,,,,,Buildings,,,,,,,,,,,,Street: Broadway,Borough: Manhattan,New York,New York,,United States,,,Astor House. Letter,,,,Recto,Astor House,corporate,,,,,Yardley (collector),personal,,,,,1906,,,,,,,ave_yardley_00368r.tif,,Still Image,,eng,https://exhibitions.cul.columbia.edu/exhibits/show/yardley/streetnamess-y/veseystreet,John H. Yardley Collection of Architectural Letterheads,
8751,,,1,0,,,reformatted digital,printed ephemera,,envelope,,,,,,,Barclay and Vesey Streets,,,John H. Yardley Collection of Architectural Letterheads,Avery Classics Collection,NNC-A,marcorg,1906,,,Astor House,,,,,,,,,Buildings,,,,,,,,,,,,Street: Broadway,Borough: Manhattan,New York,New York,,United States,,,Astor House. Envelope,,,,Recto,Astor House,corporate,,,,,Yardley (collector),personal,,,,,1906,,,,,,,ave_yardley_00367r.tif,,Still Image,,eng,https://exhibitions.cul.columbia.edu/exhibits/show/yardley/streetnamess-y/veseystreet,John H. Yardley Collection of Architectural Letterheads,
8750,,,1,0,,,reformatted digital,printed ephemera,,bill or receipt,,,,,,,Between Broadway and Church Streets,,,John H. Yardley Collection of Architectural Letterheads,Avery Classics Collection,NNC-A,marcorg,1861,,exact,"Cunningham, Frost & Throckmortons",,,,,,,,,Buildings,,,,,,,,,,,,Street: 71 & 73 Worth,Borough: Manhattan,New York,New York,,United States,,,"Cunningham, Frost & Throckmortons. Bill or receipt",,,,Recto,"Cunningham, Frost & Throckmortons",corporate,,,,,Yardley (collector),personal,,,,,1861,,,,,,,ave_yardley_00366r.tif,,Still Image,,eng,https://exhibitions.cul.columbia.edu/exhibits/show/yardley/streetnamess-y/worthstreet,John H. Yardley Collection of Architectural Letterheads,
8749,,,1,0,,,reformatted digital,printed ephemera,,bill or receipt,,,,,,,,,,John H. Yardley Collection of Architectural Letterheads,Avery Classics Collection,NNC-A,marcorg,1889,,exact,Frank F. Lovell & Co.,,,,,,,,,Buildings,,,,,,,,,,,,Street: 142 & 144 Worth Street,Borough: Manhattan,New York,New York,,United States,,,Frank F. Lovell & Co.. Bill or receipt,,,,Recto,Frank F. Lovell & Co.,corporate,,,,,Yardley (collector),personal,,,,,1889,,,,,,,ave_yardley_00365r.tif,,Still Image,,eng,https://exhibitions.cul.columbia.edu/exhibits/show/yardley/streetnamess-y/worthstreet,John H. Yardley Collection of Architectural Letterheads,
8748,,,1,0,,,reformatted digital,correspondence,,letter,,,,,,,"Church, Thomas Streets and West Broadway",,,John H. Yardley Collection of Architectural Letterheads,Avery Classics Collection,NNC-A,marcorg,1916,,exact,H.B. Claflin Corporation,,,,,,,,,Buildings,,,,,,,,,,,,,,,,,,,,H.B. Claflin Corporation. Letter,,,,Recto,H.B. Claflin Corporation,corporate,,,,,Yardley (collector),personal,,,,,1916,,,,,,,ave_yardley_00364r.tif,,Still Image,,eng,https://exhibitions.cul.columbia.edu/exhibits/show/yardley/streetnamesa-c/churchstreet,John H. Yardley Collection of Architectural Letterheads,
8747,,,1,0,,,reformatted digital,printed ephemera,,bill or receipt,,,,,,,near Hudson Street,,,John H. Yardley Collection of Architectural Letterheads,Avery Classics Collection,NNC-A,marcorg,1902,,exact,Jaburg Brothers,,,,,,,,,Buildings,,,,,,,,,,,,Street: 1&3 Worth,Borough: Manhattan,New York,New York,,United States,,,Jaburg Brothers. Bill or receipt,,,,Recto,Jaburg Brothers,corporate,,,,,Yardley (collector),personal,,,,,1902,,,,,,,ave_yardley_00363r.tif,,Still Image,,eng,https://exhibitions.cul.columbia.edu/exhibits/show/yardley/streetnamess-y/worthstreet,John H. Yardley Collection of Architectural Letterheads,
8746,,,1,0,,,reformatted digital,printed ephemera,,advertisement,,,,,,,10-12 Leonard Street,,,John H. Yardley Collection of Architectural Letterheads,Avery Classics Collection,NNC-A,marcorg,1900,,approximate,Jaburg Brothers,,,,,,,,,Buildings,,,,,,,,,,,,Street: 1&3 Worth,Borough: Manhattan,New York,New York,,United States,,,Jaburg Brothers. Other medium,,,,Recto,Jaburg Brothers,corporate,,,,,Yardley (collector),personal,,,,,1900,,,,,,,ave_yardley_00362r.tif,,Still Image,,eng,https://exhibitions.cul.columbia.edu/exhibits/show/yardley/streetnamess-y/worthstreet,John H. Yardley Collection of Architectural Letterheads,
8745,,,1,0,,,reformatted digital,printed ephemera,,bill or receipt,,,,,,,near Hudson Street,,,John H. Yardley Collection of Architectural Letterheads,Avery Classics Collection,NNC-A,marcorg,1901,,exact,Jaburg Brothers,,,,,,,,,Buildings,,,,,,,,,,,,Street: 1&3 Worth,Borough: Manhattan,New York,New York,,United States,,,Jaburg Brothers. Bill or receipt,,,,Recto,Jaburg Brothers,corporate,,,,,Yardley (collector),personal,,,,,1901,,,,,,,ave_yardley_00361r.tif,,Still Image,,eng,https://exhibitions.cul.columbia.edu/exhibits/show/yardley/streetnamess-y/worthstreet,John H. Yardley Collection of Architectural Letterheads,
8744,,,1,0,,,reformatted digital,printed ephemera,,bill or receipt,,,,,,,,,,John H. Yardley Collection of Architectural Letterheads,Avery Classics Collection,NNC-A,marcorg,1896,,exact,New Paper Box Co.,,,,,,,,,Buildings,,,,,,,,,,,,"Street: 69, 71 & 74 Wooster",Borough: Manhattan,New York,New York,,United States,,,New Paper Box Co. Bill or receipt,,,,Recto,New Paper Box Co.,corporate,,,,,Yardley (collector),personal,,,,,1896,,,,,,,ave_yardley_00360r.tif,,Still Image,,eng,https://exhibitions.cul.columbia.edu/exhibits/show/yardley/streetnamess-y/woosterstreet,John H. Yardley Collection of Architectural Letterheads,
8743,,,1,0,,,reformatted digital,printed ephemera,,bill or receipt,,,,,,,,,,John H. Yardley Collection of Architectural Letterheads,Avery Classics Collection,NNC-A,marcorg,1882,,exact,A.S. Barnes & Co.,,,,,,,,,Buildings,,,,,,,,,,,,Street: 111&113 William,Borough: Manhattan,New York,New York,,United States,,,A.S. Barnes & Co.. Bill or receipt,,,,Recto,A.S. Barnes & Co.,corporate,,,,,Yardley (collector),personal,,,,,1882,,,,,,,ave_yardley_00359r.tif,,Still Image,,eng,https://exhibitions.cul.columbia.edu/exhibits/show/yardley/streetnamess-y/williamstreet,John H. Yardley Collection of Architectural Letterheads,
8742,,,1,0,,,reformatted digital,printed ephemera,,bill or receipt,,,,,,,,,,John H. Yardley Collection of Architectural Letterheads,Avery Classics Collection,NNC-A,marcorg,1882,,exact,A.S. Barnes & Co.,,,,,,,,,Buildings,,,,,,,,,,,,Street: 111&113 William,Borough: Manhattan,New York,New York,,United States,,,A.S. Barnes & Co.. Bill or receipt,,,,Recto,A.S. Barnes & Co.,corporate,,,,,Yardley (collector),personal,,,,,1882,,,,,,,ave_yardley_00358r.tif,,Still Image,,eng,https://exhibitions.cul.columbia.edu/exhibits/show/yardley/streetnamess-y/williamstreet,John H. Yardley Collection of Architectural Letterheads,
8741,,,1,0,,,reformatted digital,printed ephemera,,bill or receipt,,,,,,,,,,John H. Yardley Collection of Architectural Letterheads,Avery Classics Collection,NNC-A,marcorg,1887,,exact,A.S. Barnes & Co.,,,,,,,,,Buildings,,,,,,,,,,,,Street: 111&113 William,Borough: Manhattan,New York,New York,,United States,,,A.S. Barnes & Co.. Bill or receipt,,,,Recto,A.S. Barnes & Co.,corporate,,,,,Yardley (collector),personal,,,,,1887,,,,,,,ave_yardley_00357r.tif,,Still Image,,eng,https://exhibitions.cul.columbia.edu/exhibits/show/yardley/streetnamess-y/williamstreet,John H. Yardley Collection of Architectural Letterheads,
8740,,,1,0,,,reformatted digital,printed ephemera,,advertisement,,,,,,,,,,John H. Yardley Collection of Architectural Letterheads,Avery Classics Collection,NNC-A,marcorg,1857,,exact,John W. Quincy,,,,,,,,,Buildings,,,,,,,,,,,,"Street: William Street, 98",Borough: Manhattan,New York,New York,,United States,,,John W. Quincy. Other medium,,,,Recto,John W. Quincy,corporate,,,,,Yardley (collector),personal,,,,,1857,,,,,,,ave_yardley_00356r.tif,,Still Image,,eng,https://exhibitions.cul.columbia.edu/exhibits/show/yardley/streetnamess-y/williamstreet,John H. Yardley Collection of Architectural Letterheads,
8739,,,1,0,,,reformatted digital,printed ephemera,,bill or receipt,,,,,,,,,,John H. Yardley Collection of Architectural Letterheads,Avery Classics Collection,NNC-A,marcorg,1836,,exact,James Paton & Co.,,,,,,,,,Buildings,,,,,,,,,,,,Street: 92 William,Borough: Manhattan,New York,New York,,United States,,,James Paton & Co. Bill or receipt,,,,Recto,James Paton & Co.,corporate,,,,,Yardley (collector),personal,,,,,1836,,,,,,,ave_yardley_00355r.tif,,Still Image,,eng,https://exhibitions.cul.columbia.edu/exhibits/show/yardley/streetnamess-y/williamstreet,John H. Yardley Collection of Architectural Letterheads,
8738,,,1,0,,,reformatted digital,printed ephemera,,bill or receipt,,,,,,,"One door from Pine, near Wall Street",,,John H. Yardley Collection of Architectural Letterheads,Avery Classics Collection,NNC-A,marcorg,1866,,exact,Hosford & Ketcham,,,,,,,,,Buildings,,,,,,,,,,,,Street: 57 & 59 William,Borough: Manhattan,New York,New York,,United States,,,Hosford & Ketcham. Bill or receipt,,,,Recto,Hosford & Ketcham,corporate,,,,,Yardley (collector),personal,,,,,1866,,,,,,,ave_yardley_00354r.tif,,Still Image,,eng,https://exhibitions.cul.columbia.edu/exhibits/show/yardley/streetnamess-y/williamstreet,John H. Yardley Collection of Architectural Letterheads,
8737,,,1,0,,,reformatted digital,printed ephemera,,bill or receipt,,,,,,,William and Cedar Streets,,,John H. Yardley Collection of Architectural Letterheads,Avery Classics Collection,NNC-A,marcorg,1892,,exact,Lloyds Plate Glass Insurance Co.,,,,,,,,,Buildings,,,,,,,,,,,,,,,,,,,,Lloyds Plate Glass Insurance Co. Bill or receipt,,,,Recto,Lloyds Plate Glass Insurance Co.,corporate,,,,,Yardley (collector),personal,,,,,1892,,,,,,,ave_yardley_00353r.tif,,Still Image,,eng,https://exhibitions.cul.columbia.edu/exhibits/show/yardley/streetnamess-y/williamstreet,John H. Yardley Collection of Architectural Letterheads,
8736,,,1,0,,,reformatted digital,printed ephemera,,bill or receipt,,,,,,,Building name: Kemp Building,Corner of Cedar Street,,John H. Yardley Collection of Architectural Letterheads,Avery Classics Collection,NNC-A,marcorg,1872,,exact,Lanman & Kemp,,,,,,,,,Buildings,,,,,,,,,,,,,,,,,,,,Lanman & Kemp. Bill or receipt,,,,Recto,Lanman & Kemp,corporate,,,,,Yardley (collector),personal,,,,,1872,,,,,,,ave_yardley_00352r.tif,,Still Image,,eng,https://exhibitions.cul.columbia.edu/exhibits/show/yardley/streetnamess-y/williamstreet,John H. Yardley Collection of Architectural Letterheads,
8735,,,1,0,,,reformatted digital,printed ephemera,,bill or receipt,,,,,,,Building name: Kemp Building,Corner of Cedar Street,,John H. Yardley Collection of Architectural Letterheads,Avery Classics Collection,NNC-A,marcorg,1877,,exact,Lanman & Kemp,,,,,,,,,Buildings,,,,,,,,,,,,,,,,,,,,Lanman & Kemp. Bill or receipt,,,,Recto,Lanman & Kemp,corporate,,,,,Yardley (collector),personal,,,,,1877,,,,,,,ave_yardley_00351r.tif,,Still Image,,eng,https://exhibitions.cul.columbia.edu/exhibits/show/yardley/streetnamess-y/williamstreet,John H. Yardley Collection of Architectural Letterheads,
8734,,,1,0,,,reformatted digital,printed ephemera,,bill or receipt,,,,,,,Building name: Kemp Building,Corner of Cedar Street,,John H. Yardley Collection of Architectural Letterheads,Avery Classics Collection,NNC-A,marcorg,1885,,exact,Lanman & Kemp,,,,,,,,,Buildings,,,,,,,,,,,,,,,,,,,,Lanman & Kemp. Bill or receipt,,,,Recto,Lanman & Kemp,corporate,,,,,Yardley (collector),personal,,,,,1885,,,,,,,ave_yardley_00350r.tif,,Still Image,,eng,https://exhibitions.cul.columbia.edu/exhibits/show/yardley/streetnamess-y/williamstreet,John H. Yardley Collection of Architectural Letterheads,
8733,,,1,0,,,reformatted digital,printed ephemera,,bill or receipt,,,,,,,,,,John H. Yardley Collection of Architectural Letterheads,Avery Classics Collection,NNC-A,marcorg,1903,,exact,"Mayor, Lane & Co.",,,,,,,,,Buildings,,,,,,,,,,,,"Street: 128,130&132 White",Borough: Manhattan,New York,New York,,United States,,,"Mayor, Lane & Co. Bill or receipt",,,,Recto,"Mayor, Lane & Co.",corporate,,,,,Yardley (collector),personal,,,,,1903,,,,,,,ave_yardley_00349r.tif,,Still Image,,eng,https://exhibitions.cul.columbia.edu/exhibits/show/yardley/streetnamesl-r/mottstreet,John H. Yardley Collection of Architectural Letterheads,
8732,,,1,0,,,reformatted digital,printed ephemera,,envelope,,,,,,,Building name: Hungerford Building,Lafayette and Franklin Streets,,John H. Yardley Collection of Architectural Letterheads,Avery Classics Collection,NNC-A,marcorg,1900,,approximate,U.T. Hungerford Brass & Copper Co.,,,,,,,,,Buildings,,,,,,,,,,,,,,,,,,,,U.T. Hungerford Brass & Copper Co.. Envelope,,,,Recto,U.T. Hungerford Brass & Copper Co.,corporate,,,,,Yardley (collector),personal,,,,,1900,,,,,,,ave_yardley_00348r.tif,,Still Image,,eng,https://exhibitions.cul.columbia.edu/exhibits/show/yardley/streetnamesd-j/franklinstreet1,John H. Yardley Collection of Architectural Letterheads,
8731,,,1,0,,,reformatted digital,printed ephemera,,letter,,,,,,,Between Elm & Centre Street,,,John H. Yardley Collection of Architectural Letterheads,Avery Classics Collection,NNC-A,marcorg,1899,,exact,U.T. Hungerford Brass & Copper Co.,,,,,,,,,Letterheads,,,Printed ephemera,,,,,,,,,Street: 121 Worth,Borough: Manhattan,New York,New York,,United States,,,U.T. Hungerford Brass & Copper Co.. Letter,,,,Recto,U.T. Hungerford Brass & Copper Co.,corporate,,,,,Yardley (collector),personal,,,,,1899,,,,,,,ave_yardley_00347r.tif,,Still Image,,eng,https://exhibitions.cul.columbia.edu/exhibits/show/yardley/streetnamess-y/worthstreet,John H. Yardley Collection of Architectural Letterheads,
8730,,,1,0,,,reformatted digital,correspondence,,letter,,,,,,,Building name: Hungerford Building,Lafayette and Franklin Streets,,John H. Yardley Collection of Architectural Letterheads,Avery Classics Collection,NNC-A,marcorg,1916,,exact,U.T. Hungerford Brass & Copper Co.,,,,,,,,,Buildings,,,,,,,,,,,,,,,,,,,,U.T. Hungerford Brass & Copper Co.. Letter,,,,Recto,U.T. Hungerford Brass & Copper Co.,corporate,,,,,Yardley (collector),personal,,,,,1916,,,,,,,ave_yardley_00346r.tif,,Still Image,,eng,https://exhibitions.cul.columbia.edu/exhibits/show/yardley/streetnamesd-j/franklinstreet1,John H. Yardley Collection of Architectural Letterheads,
8729,,,1,0,,,reformatted digital,printed ephemera,,bill or receipt,,,,,,,,,,John H. Yardley Collection of Architectural Letterheads,Avery Classics Collection,NNC-A,marcorg,1899,,exact,Oscar Frommel & Bro.,,,,,,,,,Buildings,,,,,,,,,,,,,,,,,,,,Oscar Frommel & Bro. Bill or receipt,,,,Recto,Oscar Frommel & Bro.,corporate,,,,,Yardley (collector),personal,,,,,1899,,,,,,,ave_yardley_00345r.tif,,Still Image,,eng,https://exhibitions.cul.columbia.edu/exhibits/show/yardley/index/m-p/oscarfrommel-bro-,John H. Yardley Collection of Architectural Letterheads,
8728,,,1,0,,,reformatted digital,correspondence,,letter,,,,,,,,,,John H. Yardley Collection of Architectural Letterheads,Avery Classics Collection,NNC-A,marcorg,1928,,exact,Kings County Refrigerating Co.,,,Union Terminal Cold Storage Co.,,,Manhattan Refrigerating Co.,,,Buildings,,,,,,"Jersey City, NJ",,,"Brooklyn, NY",,,"Street: West Street, 525",Borough: Manhattan,New York,New York,,United States,,,Kings County Refrigerating Co. Letter,,,,Recto,Kings County Refrigerating Co.,corporate,,,,,Yardley (collector),personal,,,,,1928,,,,,"Vignettes for three companies on the stationery:

Kings County Refrigerating Co.

Manhattan Refrigerating Co.

Union Terminal Cold Storage",Color map on verso.,ave_yardley_00344r.tif,ave_yardley_00344v.tif,Still Image,,eng,https://exhibitions.cul.columbia.edu/exhibits/show/yardley/streetnamess-y/weststreet,John H. Yardley Collection of Architectural Letterheads,
