_project.string_key,note-1:note_value,note-1:note_type,_identifiers-1,_parent_digital_objects-1.identifier,_digital_object_type.string_key,omeka_identifier-1:omeka_identifier_value,omeka_identifier-2:omeka_identifier_value,name-1:name_term.value,name-1:name_term.name_type,name-1:name_term.authority,name-1:name_term.uri,name-1:name_role-1:name_role_term.value,name-1:name_role-1:name_role_term.authority,name-1:name_role-1:name_role_term.uri,name-1:name_role2:name_role_term.value,name-1:name_role-2:name_role_term.authority,name-1:name_role-2:name_role_term.uri,name-1:name_role-3:name_role_term.value,name-1:name_role-3:name_role_term.authority,name-1:name_role-3:name_role_term.uri,name-1:name_usage_primary,name-2:name_term.value,name-2:name_term.name_type,name-2:name_term.authority,name-2:name_term.uri,name-2:name_role-1:name_role_term.value,name-2:name_role-1:name_role_term.authority,name-2:name_role-1:name_role_term.uri,name-2:name_role-2:name_role_term.value,name-2:name_role-2:name_role_term.authority,name-2:name_role-2:name_role_term.uri,name-3:name_term.value,name-3:name_term.name_type,name-3:name_term.authority,name-3:name_term.uri,name-3:name_role-1:name_role_term.value,name-3:name_role-1:name_role_term.authority,name-3:name_role-1:name_role_term.uri,name-3:name_role-2:name_role_term.value,name-3:name_role-2:name_role_term.authority,name-3:name_role-2:name_role_term.uri,name-4:name_term.value,name-4:name_term.name_type,name-4:name_term.authority,name-4:name_term.uri,name-4:name_role-1:name_role_term.value,name-4:name_role-1:name_role_term.authority,name-4:name_role-1:name_role_term.uri,name-4:name_role-2:name_role_term.value,name-4:name_role-2:name_role_term.authority,name-4:name_role-2:name_role_term.uri,name-5:name_term.value,name-5:name_term.name_type,name-5:name_term.authority,name-5:name_term.uri,name-5:name_role-1:name_role_term.value,name-5:name_role-1:name_role_term.authority,name-5:name_role-1:name_role_term.uri,name-6:name_term.value,name-6:name_term.name_type,name-6:name_term.authority,name-6:name_term.uri,name-6:name_role-1:name_role_term.value,name-6:name_role-1:name_role_term.authority,name-6:name_role-1:name_role_term.uri,name-6:name_role-2:name_role_term.value,name-6:name_role-2:name_role_term.authority,name-6:name_role-2:name_role_term.uri,name-7:name_term.value,name-7:name_term.name_type,name-7:name_term.authority,name-7:name_term.uri,name-7:name_role-1:name_role_term.value,name-7:name_role-1:name_role_term.authority,name-7:name_role-1:name_role_term.uri,date_created-1:date_created_start_value,date_created_textual-1:date_created_textual_value,date_created-1:date_created_key_date,note-2:note_value,note-2:note_type,type_of_resource-1:type_of_resource_value,type_of_resource-2:type_of_resource_value,language-1:language_term.value,language-1:language_term.authority,language-1:language_term.uri,language-2:language_term.value,language-2:language_term.authority,language-2:language_term.uri,collection-1:collection_term.value,collection-1:collection_term.uri,place_of_origin-1:place_of_origin_value,publisher-1:publisher_value,location-1:location_term.value,location-1:location_term.uri,digital_origin-1:digital_origin_value,form-1:form_term.value,form-1:form_term.authority,form-1:form_term.uri,form-2:form_term.value,form-2:form_term.authority,form-2:form_term.uri,form-3:form_term.value,form-3:form_term.authority,form-3:form_term.uri,subject_topic-1:subject_topic_term.value,subject_topic-1:subject_topic_term.authority,subject_topic-1:subject_topic_term.uri,subject_topic-2:subject_topic_term.value,subject_topic-2:subject_topic_term.authority,subject_topic-2:subject_topic_term.uri,subject_topic-3:subject_topic_term.value,subject_topic-3:subject_topic_term.authority,subject_topic-3:subject_topic_term.uri,subject_topic-4:subject_topic_term.value,subject_topic-4:subject_topic_term.authority,subject_topic-4:subject_topic_term.uri,subject_name-1:subject_name_term.value,subject_name-1:subject_name_term.name_type,subject_name-1:subject_name_term.authority,subject_name-1:subject_name_term.uri,subject_name-2:subject_name_term.value,subject_name-2:subject_name_term.name_type,subject_name-2:subject_name_term.authority,subject_name-2:subject_name_term.uri,subject_name-3:subject_name_term.value,subject_name-3:subject_name_term.name_type,subject_name-3:subject_name_term.authority,subject_name-3:subject_name_term.uri,subject_geographic-1:subject_geographic_term.value,subject_geographic-1:subject_geographic_term.authority,subject_geographic-1:subject_geographic_term.uri,subject_geographic-2:subject_geographic_term.value,subject_geographic-2:subject_geographic_term.authority,subject_geographic-2:subject_geographic_term.uri,subject_geographic-3:subject_geographic_term.value,subject_geographic-3:subject_geographic_term.authority,subject_geographic-3:subject_geographic_term.uri,subject_temporal-1:subject_temporal_term.value,subject_temporal-1:subject_temporal_term.authority,subject_temporal-1:subject_temporal_term.uri,subject_temporal-2:subject_temporal_term.value,subject_temporal-2:subject_temporal_term.authority,subject_temporal-2:subject_temporal_term.uri,genre-1:genre_term.value,genre-1:genre_term.authority,genre-1:genre_term.uri,restriction_on_access-1:restriction_on_access_value,title-1:title_non_sort_portion,title-1:title_sort_portion,alternative_title-1:alternative_title_value,object_in_context_url-1:object_in_context_url_value,_restrictions.restricted_size_image,use_and_reproduction-1:use_and_reproduction_term.value,use_and_reproduction-1:use_and_reproduction_term.authority,use_and_reproduction-1:use_and_reproduction_term.uri,abstract-1:abstract_value,note-5:note_value,note-6:note_value,note-7:note_value,note-8:note_value,note-9:note_value,note-10:note_value,note-11:note_value,note-12:note_value,note-13:note_value,note-3:note_type,note-3:note_value,note-4:note_type,note-4:note_value
,ldpd_5800727_002_00000802.jpg,Original filename,stokes_cas_000,stokes_cas,asset,omeka_3543,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Public Access,,Part of Section 3,,https://exhibitions.cul.columbia.edu/exhibits/show/stokes/vol_2/s6_2,FALSE,No Copyright - United States,rightsstatements,http://rightsstatements.org/vocab/NoC-US/1.0/,,,,,,,,,,,,,,
,,,stokes_cbn,,item,,,"Stokes, I. N. Phelps (Isaac Newton Phelps), 1867-1944",personal,naf,http://id.loc.gov/authorities/names/no95050141,Compiler,marcrelator,http://id.loc.gov/vocabulary/relators/com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1916,1916,TRUE,"Date of volume 2 of The iconography of Manhattan Island, 1498-1909.",date note,cartographic,,English,iso639-2b,http://id.loc.gov/vocabulary/iso639-2/eng,,,,"Iconography of Manhattan Island, 1498-1909 (Stokes, I. N. Phelps)",http://id.library.columbia.edu/term/ae5d3b5a-5328-4fd2-aefa-5e367fd3470c,New York (N.Y.),Robert H. Dodd (Firm),"Butler Library, Columbia University",http://id.library.columbia.edu/term/4fbd48a4-130b-4a5c-9949-0e8dc864af94,reformatted digital,illustrations,gmgpc,http://id.loc.gov/vocabulary/graphicMaterials/tgm005314,maps,aat,http://vocab.getty.edu/aat/300028094,,,,,,,,,,,,,,,,,,,,,,,,,,,,New York (N.Y.),naf,http://id.loc.gov/authorities/names/n79007751,"Manhattan (New York, N.Y.)",naf,http://id.loc.gov/authorities/names/n80118393,,,,Seventeenth century,fast,http://id.worldcat.org/fast/1113663,,,,,,,,,"Enlargement of Manhattan Island, from the Manatus Map (C. Pls. 41 And 42)",,,FALSE,No Copyright - United States,rightsstatements,http://rightsstatements.org/vocab/NoC-US/1.0/,,"C. Plate 42a  From volume 2 of 'The iconography of Manhattan Island, 1498-1909' compiled by I.N. Phelps Stokes. Six volume set originally published: New York : Robert H. Dodd, 1915-1928","Reproduction of original print, an enlargement of the drawings of Manhattan Island on the Villa Castello and Harrisse copies of the 1639 Manatus map. No further information can be found regarding this enlargement.","View in context of Stokes, I. N. Phelps  The iconography of Manhattan Island, 1498-1909 New York : Robert H. Dodd, 1915-1928.Electronic reproduction. v. 1-4. New York, N.Y. : Columbia University Libraries, 2008. http://www.columbia.edu/cu/lweb/digital/collections/cul/texts/ldpd_5800727_002/pages/ldpd_5800727_002_00000448.html?toggle=image&amp;menu=maximize&amp;top=&amp;left=",,,,,,,,,,
,ldpd_5800727_002_00000448.jpg,Original filename,stokes_cbn_000,stokes_cbn,asset,omeka_3507,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Public Access,,"Enlargement of Manhattan Island, from the Manatus Map (C. Pls. 41 And 42)",,https://exhibitions.cul.columbia.edu/exhibits/show/stokes/vol_2/maps,FALSE,No Copyright - United States,rightsstatements,http://rightsstatements.org/vocab/NoC-US/1.0/,,,,,,,,,,,,,,
,,,stokes_ccg,,item,,,"Cortelyou, Jacques, -1693",personal,,,Creator,marcrelator,http://id.loc.gov/vocabulary/relators/cre,,,,,,,TRUE,"Stokes, I. N. Phelps (Isaac Newton Phelps), 1867-1944",personal,naf,http://id.loc.gov/authorities/names/no95050141,Compiler,marcrelator,http://id.loc.gov/vocabulary/relators/com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1916,1916,TRUE,"Date of volume 2 of The iconography of Manhattan Island, 1498-1909.",date note,cartographic,,Dutch,iso639-2b,http://id.loc.gov/vocabulary/iso639-2/dut,,,,"Iconography of Manhattan Island, 1498-1909 (Stokes, I. N. Phelps)",http://id.library.columbia.edu/term/ae5d3b5a-5328-4fd2-aefa-5e367fd3470c,New York (N.Y.),Robert H. Dodd (Firm),"Butler Library, Columbia University",http://id.library.columbia.edu/term/4fbd48a4-130b-4a5c-9949-0e8dc864af94,reformatted digital,illustrations,gmgpc,http://id.loc.gov/vocabulary/graphicMaterials/tgm005314,maps,aat,http://vocab.getty.edu/aat/300028094,,,,,,,,,,,,,,,,,,,,,,,,,,,,New York (N.Y.),naf,http://id.loc.gov/authorities/names/n79007751,"Lower Manhattan (New York, N.Y.)",naf,http://id.loc.gov/authorities/names/n2013072481,,,,Seventeenth century,fast,http://id.worldcat.org/fast/1113663,,,,,,,,,Afbeeldinge Van De Stadt Amsterdam In Nieuw Neederlandt,Castello Plan,,FALSE,No Copyright - United States,rightsstatements,http://rightsstatements.org/vocab/NoC-US/1.0/,"Reproduction of original pen and ink and watercolor manuscript on paper, mounted on canvas, circa 1665-1670, draftsman unknown, being a copy of Jacques Cortelyou's 1660 drawing, from the collections of the Italian Government, preserved in the Villa Castello, Tuscany.","C. Plate 82  From volume 2 of 'The iconography of Manhattan Island, 1498-1909' compiled by I.N. Phelps Stokes. Six volume set originally published: New York : Robert H. Dodd, 1915-1928","View in context of Stokes, I. N. Phelps  The iconography of Manhattan Island, 1498-1909 New York : Robert H. Dodd, 1915-1928.Electronic reproduction. v. 1-4. New York, N.Y. : Columbia University Libraries, 2008. http://www.columbia.edu/cu/lweb/digital/collections/cul/texts/ldpd_5800727_002/pages/ldpd_5800727_002_00000485.html?toggle=image&amp;menu=maximize&amp;top=&amp;left=",,,,,,,,ownership of original,"Italian Government, preserved in Villa Castello, Florence",,
,ldpd_5800727_002_00000485.jpg,Original filename,stokes_ccg_000,stokes_ccg,asset,omeka_3508,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Public Access,,Afbeeldinge Van De Stadt Amsterdam In Nieuw Neederlandt,,https://exhibitions.cul.columbia.edu/exhibits/show/stokes/vol_2/maps,FALSE,No Copyright - United States,rightsstatements,http://rightsstatements.org/vocab/NoC-US/1.0/,,,,,,,,,,,,,,
,,,stokes_ccr,,item,,,G.W. Bromley & Co.,corporate,naf,http://id.loc.gov/authorities/names/n50081706,Publisher,marcrelator,http://id.loc.gov/vocabulary/relators/pbl,,,,,,,TRUE,"Welcke, Robert A.",corporate,naf,http://id.loc.gov/authorities/names/n50002439,Lithographer,marcrelator,http://id.loc.gov/vocabulary/relators/ltg,,,,"Stokes, I. N. Phelps (Isaac Newton Phelps), 1867-1944",personal,naf,http://id.loc.gov/authorities/names/no95050141,Compiler,marcrelator,http://id.loc.gov/vocabulary/relators/com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1916,1916,TRUE,"Date of volume 2 of The iconography of Manhattan Island, 1498-1909.",date note,cartographic,,English,iso639-2b,http://id.loc.gov/vocabulary/iso639-2/eng,,,,"Iconography of Manhattan Island, 1498-1909 (Stokes, I. N. Phelps)",http://id.library.columbia.edu/term/ae5d3b5a-5328-4fd2-aefa-5e367fd3470c,New York (N.Y.),Robert H. Dodd (Firm),"Butler Library, Columbia University",http://id.library.columbia.edu/term/4fbd48a4-130b-4a5c-9949-0e8dc864af94,reformatted digital,illustrations,gmgpc,http://id.loc.gov/vocabulary/graphicMaterials/tgm005314,maps,aat,http://vocab.getty.edu/aat/300028094,,,,Grids (Cartography),fast,http://id.worldcat.org/fast/947877,Streets,fast,http://id.worldcat.org/fast/1134794,,,,,,,,,,,,,,,,,,,New York (N.Y.),naf,http://id.loc.gov/authorities/names/n79007751,"Manhattan (New York, N.Y.)",naf,http://id.loc.gov/authorities/names/n80118393,,,,Twentieth century,fast,http://id.worldcat.org/fast/1159810,,,,,,,,,"Outline and Index, Map of New York City, Borough of Manhattan: Plate 12",,,FALSE,No Copyright - United States,rightsstatements,http://rightsstatements.org/vocab/NoC-US/1.0/,"Reproduction of original lithograph, dated 1908. Showing Streets, Buildings, Dimensions, Elevation Above High Water, etc.","C. Plate 96-12  From volume 2 of 'The iconography of Manhattan Island, 1498-1909' compiled by I.N. Phelps Stokes. Six volume set originally published: New York : Robert H. Dodd, 1915-1928","View in context of Stokes, I. N. Phelps  The iconography of Manhattan Island, 1498-1909 New York : Robert H. Dodd, 1915-1928.Electronic reproduction. v. 1-4. New York, N.Y. : Columbia University Libraries, 2008. http://www.columbia.edu/cu/lweb/digital/collections/cul/texts/ldpd_5800727_002/pages/ldpd_5800727_002_00000800.html?toggle=image&amp;menu=maximize&amp;top=&amp;left=",,,,,,,,,,,
,ldpd_5800727_002_00000800.jpg,Original filename,stokes_ccr_000,stokes_ccr,asset,omeka_3541,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Public Access,,Part of Section 2,,https://exhibitions.cul.columbia.edu/exhibits/show/stokes/vol_2/s6_2,FALSE,No Copyright - United States,rightsstatements,http://rightsstatements.org/vocab/NoC-US/1.0/,,,,,,,,,,,,,,
,,,stokes_cfa,,item,,,G.W. Bromley & Co.,corporate,naf,http://id.loc.gov/authorities/names/n50081706,Publisher,marcrelator,http://id.loc.gov/vocabulary/relators/pbl,,,,,,,TRUE,"Welcke, Robert A.",corporate,naf,http://id.loc.gov/authorities/names/n50002439,Lithographer,marcrelator,http://id.loc.gov/vocabulary/relators/ltg,,,,"Stokes, I. N. Phelps (Isaac Newton Phelps), 1867-1944",personal,naf,http://id.loc.gov/authorities/names/no95050141,Compiler,marcrelator,http://id.loc.gov/vocabulary/relators/com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1916,1916,TRUE,"Date of volume 2 of The iconography of Manhattan Island, 1498-1909.",date note,cartographic,,English,iso639-2b,http://id.loc.gov/vocabulary/iso639-2/eng,,,,"Iconography of Manhattan Island, 1498-1909 (Stokes, I. N. Phelps)",http://id.library.columbia.edu/term/ae5d3b5a-5328-4fd2-aefa-5e367fd3470c,New York (N.Y.),Robert H. Dodd (Firm),"Butler Library, Columbia University",http://id.library.columbia.edu/term/4fbd48a4-130b-4a5c-9949-0e8dc864af94,reformatted digital,illustrations,gmgpc,http://id.loc.gov/vocabulary/graphicMaterials/tgm005314,maps,aat,http://vocab.getty.edu/aat/300028094,,,,Grids (Cartography),fast,http://id.worldcat.org/fast/947877,Streets,fast,http://id.worldcat.org/fast/1134794,,,,,,,,,,,,,,,,,,,New York (N.Y.),naf,http://id.loc.gov/authorities/names/n79007751,"Manhattan (New York, N.Y.)",naf,http://id.loc.gov/authorities/names/n80118393,,,,Twentieth century,fast,http://id.worldcat.org/fast/1159810,,,,,,,,,"Outline and Index, Map of New York City, Borough of Manhattan: Plate 30",,,FALSE,No Copyright - United States,rightsstatements,http://rightsstatements.org/vocab/NoC-US/1.0/,"Reproduction of original lithograph, dated 1908. Showing Streets, Buildings, Dimensions, Elevation Above High Water, etc.","C. Plate 96-30  From volume 2 of 'The iconography of Manhattan Island, 1498-1909' compiled by I.N. Phelps Stokes. Six volume set originally published: New York : Robert H. Dodd, 1915-1928","View in context of Stokes, I. N. Phelps  The iconography of Manhattan Island, 1498-1909 New York : Robert H. Dodd, 1915-1928.Electronic reproduction. v. 1-4. New York, N.Y. : Columbia University Libraries, 2008. http://www.columbia.edu/cu/lweb/digital/collections/cul/texts/ldpd_5800727_002/pages/ldpd_5800727_002_00000818.html?toggle=image&amp;menu=maximize&amp;top=&amp;left=",,,,,,,,,,,
,ldpd_5800727_002_00000818.jpg,Original filename,stokes_cfa_000,stokes_cfa,asset,omeka_3559,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Public Access,,Part of Sections 5 and 6,,https://exhibitions.cul.columbia.edu/exhibits/show/stokes/vol_2/s6_3,FALSE,No Copyright - United States,rightsstatements,http://rightsstatements.org/vocab/NoC-US/1.0/,,,,,,,,,,,,,,
,,,stokes_chq,,item,,,G.W. Bromley & Co.,corporate,naf,http://id.loc.gov/authorities/names/n50081706,Publisher,marcrelator,http://id.loc.gov/vocabulary/relators/pbl,,,,,,,TRUE,"Welcke, Robert A.",corporate,naf,http://id.loc.gov/authorities/names/n50002439,Lithographer,marcrelator,http://id.loc.gov/vocabulary/relators/ltg,,,,"Stokes, I. N. Phelps (Isaac Newton Phelps), 1867-1944",personal,naf,http://id.loc.gov/authorities/names/no95050141,Compiler,marcrelator,http://id.loc.gov/vocabulary/relators/com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1916,1916,TRUE,"Date of volume 2 of The iconography of Manhattan Island, 1498-1909.",date note,cartographic,,English,iso639-2b,http://id.loc.gov/vocabulary/iso639-2/eng,,,,"Iconography of Manhattan Island, 1498-1909 (Stokes, I. N. Phelps)",http://id.library.columbia.edu/term/ae5d3b5a-5328-4fd2-aefa-5e367fd3470c,New York (N.Y.),Robert H. Dodd (Firm),"Butler Library, Columbia University",http://id.library.columbia.edu/term/4fbd48a4-130b-4a5c-9949-0e8dc864af94,reformatted digital,illustrations,gmgpc,http://id.loc.gov/vocabulary/graphicMaterials/tgm005314,maps,aat,http://vocab.getty.edu/aat/300028094,,,,Grids (Cartography),fast,http://id.worldcat.org/fast/947877,Streets,fast,http://id.worldcat.org/fast/1134794,,,,,,,,,,,,,,,,,,,New York (N.Y.),naf,http://id.loc.gov/authorities/names/n79007751,"Manhattan (New York, N.Y.)",naf,http://id.loc.gov/authorities/names/n80118393,,,,Twentieth century,fast,http://id.worldcat.org/fast/1159810,,,,,,,,,"Outline and Index, Map of New York City, Borough of Manhattan: Plate 49",,,FALSE,No Copyright - United States,rightsstatements,http://rightsstatements.org/vocab/NoC-US/1.0/,"Reproduction of original lithograph, dated 1908. Showing Streets, Buildings, Dimensions, Elevation Above High Water, etc.","C. Plate 96-49  From volume 2 of 'The iconography of Manhattan Island, 1498-1909' compiled by I.N. Phelps Stokes. Six volume set originally published: New York : Robert H. Dodd, 1915-1928","View in context of Stokes, I. N. Phelps  The iconography of Manhattan Island, 1498-1909 New York : Robert H. Dodd, 1915-1928.Electronic reproduction. v. 1-4. New York, N.Y. : Columbia University Libraries, 2008. http://www.columbia.edu/cu/lweb/digital/collections/cul/texts/ldpd_5800727_002/pages/ldpd_5800727_002_00000837.html?toggle=image&amp;menu=maximize&amp;top=&amp;left=",,,,,,,,,,,
,ldpd_5800727_002_00000837.jpg,Original filename,stokes_chq_000,stokes_chq,asset,omeka_3578,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Public Access,,Part of Section 8,,https://exhibitions.cul.columbia.edu/exhibits/show/stokes/vol_2/s6_5,FALSE,No Copyright - United States,rightsstatements,http://rightsstatements.org/vocab/NoC-US/1.0/,,,,,,,,,,,,,,
,,,stokes_chs,,item,,,"Ratzer, Bernard",personal,naf,http://id.loc.gov/authorities/names/n50054008,Cartographer,marcrelator,http://id.loc.gov/vocabulary/relators/ctg,Artist,marcrelator,http://id.loc.gov/vocabulary/relators/art,,,,TRUE,"Kitchin, Thomas, 1718-1784",personal,naf,http://id.loc.gov/authorities/names/n80036699,Engraver,marcrelator,http://id.loc.gov/vocabulary/relators/egr,,,,"Jefferys & Faden (London, England)",corporate,naf,http://id.loc.gov/authorities/names/n50082507,Publisher,marcrelator,http://id.loc.gov/vocabulary/relators/pbl,,,,"Stokes, I. N. Phelps (Isaac Newton Phelps), 1867-1944",personal,naf,http://id.loc.gov/authorities/names/no95050141,Compiler,marcrelator,http://id.loc.gov/vocabulary/relators/com,,,,,,,,,,,,,,,,,,,,,,,,,,,,1915,1915,TRUE,"Date of volume 1 of The iconography of Manhattan Island, 1498-1909.",date note,cartographic,,English,iso639-2b,http://id.loc.gov/vocabulary/iso639-2/eng,,,,"Iconography of Manhattan Island, 1498-1909 (Stokes, I. N. Phelps)",http://id.library.columbia.edu/term/ae5d3b5a-5328-4fd2-aefa-5e367fd3470c,New York (N.Y.),Robert H. Dodd (Firm),"Butler Library, Columbia University",http://id.library.columbia.edu/term/4fbd48a4-130b-4a5c-9949-0e8dc864af94,reformatted digital,illustrations,gmgpc,http://id.loc.gov/vocabulary/graphicMaterials/tgm005314,maps,aat,http://vocab.getty.edu/aat/300028094,,,,City planning,fast,http://id.worldcat.org/fast/862177,,,,,,,,,,,,,,,,,,,,,,New York (N.Y.),naf,http://id.loc.gov/authorities/names/n79007751,"Manhattan (New York, N.Y.)",naf,http://id.loc.gov/authorities/names/n80118393,,,,Eighteenth century,fast,http://id.worldcat.org/fast/904058,,,,,,,,,Plan of the City of New York,Ratzen Plan,,FALSE,No Copyright - United States,rightsstatements,http://rightsstatements.org/vocab/NoC-US/1.0/,"Reproduction of original engraving on copper, dated January 12, 1776 and depicting 1766-67, from the collection of I.N. Phelps Stokes, from the Holden Collection. The author's name, Bernard Ratzer, is mispelled as ""Ratzen."" This was presumably an engraver's error.","Plate 42  From volume 1 of 'The iconography of Manhattan Island, 1498-1909' compiled by I.N. Phelps Stokes. Six volume set originally published: New York : Robert H. Dodd, 1915-1928","View in context of Stokes, I. N. Phelps  The iconography of Manhattan Island, 1498-1909 New York : Robert H. Dodd, 1915-1928.Electronic reproduction. v. 1-4. New York, N.Y. : Columbia University Libraries, 2008. http://www.columbia.edu/cu/lweb/digital/collections/cul/texts/ldpd_5800727_001/pages/ldpd_5800727_001_00000503.html?toggle=image&amp;menu=maximize&amp;top=&amp;left=",,,,,,,,ownership of original,I.N. Phelps Stokes,,
,ldpd_5800727_001_00000519.jpg,Original filename,stokes_chs_000,stokes_chs,asset,omeka_1250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Public Access,,Plan of the City of New York,,https://exhibitions.cul.columbia.edu/exhibits/show/stokes/vol_1/ch3,FALSE,No Copyright - United States,rightsstatements,http://rightsstatements.org/vocab/NoC-US/1.0/,,,,,,,,,,,,,,
,,,stokes_cle,,item,,,"Stokes, I. N. Phelps (Isaac Newton Phelps), 1867-1944",personal,naf,http://id.loc.gov/authorities/names/no95050141,Compiler,marcrelator,http://id.loc.gov/vocabulary/relators/com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1916,1916,TRUE,"Date of volume 2 of The iconography of Manhattan Island, 1498-1909.",date note,cartographic,,,,,,,,"Iconography of Manhattan Island, 1498-1909 (Stokes, I. N. Phelps)",http://id.library.columbia.edu/term/ae5d3b5a-5328-4fd2-aefa-5e367fd3470c,New York (N.Y.),Robert H. Dodd (Firm),"Butler Library, Columbia University",http://id.library.columbia.edu/term/4fbd48a4-130b-4a5c-9949-0e8dc864af94,reformatted digital,illustrations,gmgpc,http://id.loc.gov/vocabulary/graphicMaterials/tgm005314,maps,aat,http://vocab.getty.edu/aat/300028094,,,,,,,,,,,,,,,,,,,,,,,,,,,,New York (N.Y.),naf,http://id.loc.gov/authorities/names/n79007751,"Manhattan (New York, N.Y.)",naf,http://id.loc.gov/authorities/names/n80118393,,,,Seventeenth century,fast,http://id.worldcat.org/fast/1113663,,,,,,,,,Enlarged Details of Castello Plan (C.Pl.82d),,,FALSE,No Copyright - United States,rightsstatements,http://rightsstatements.org/vocab/NoC-US/1.0/,"Reproduction of original print, being an enlargement of a section of the Castello Plan, circa 1665-1670, itself a copy of the 1660 Manatus Map. No other information about this enlargement can be found.","C. Plate 82d  From volume 2 of 'The iconography of Manhattan Island, 1498-1909' compiled by I.N. Phelps Stokes. Six volume set originally published: New York : Robert H. Dodd, 1915-1928","View in context of Stokes, I. N. Phelps  The iconography of Manhattan Island, 1498-1909 New York : Robert H. Dodd, 1915-1928.Electronic reproduction. v. 1-4. New York, N.Y. : Columbia University Libraries, 2008. http://www.columbia.edu/cu/lweb/digital/collections/cul/texts/ldpd_5800727_002/pages/ldpd_5800727_002_00000493.html?toggle=image&amp;menu=maximize&amp;top=&amp;left=",,,,,,,,ownership of original,"Italian Government, preserved in Villa Castello, Florence",,
,ldpd_5800727_002_00000493.jpg,Original filename,stokes_cle_000,stokes_cle,asset,omeka_3512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Public Access,,Enlarged Details of Castello Plan (C.Pl.82d),,https://exhibitions.cul.columbia.edu/exhibits/show/stokes/vol_2/maps,FALSE,No Copyright - United States,rightsstatements,http://rightsstatements.org/vocab/NoC-US/1.0/,,,,,,,,,,,,,,
