_project.string_key,note-1:note_value,note-1:note_type,_identifiers-1,_parent_digital_objects-1.identifier,_digital_object_type.string_key,omeka_identifier-1:omeka_identifier_value,omeka_identifier-2:omeka_identifier_value,name-1:name_term.value,name-1:name_term.name_type,name-1:name_term.authority,name-1:name_term.uri,name-1:name_role-1:name_role_term.value,name-1:name_role-1:name_role_term.authority,name-1:name_role-1:name_role_term.uri,name-1:name_role2:name_role_term.value,name-1:name_role-2:name_role_term.authority,name-1:name_role-2:name_role_term.uri,name-1:name_role-3:name_role_term.value,name-1:name_role-3:name_role_term.authority,name-1:name_role-3:name_role_term.uri,name-1:name_usage_primary,name-2:name_term.value,name-2:name_term.name_type,name-2:name_term.authority,name-2:name_term.uri,name-2:name_role-1:name_role_term.value,name-2:name_role-1:name_role_term.authority,name-2:name_role-1:name_role_term.uri,name-2:name_role-2:name_role_term.value,name-2:name_role-2:name_role_term.authority,name-2:name_role-2:name_role_term.uri,name-3:name_term.value,name-3:name_term.name_type,name-3:name_term.authority,name-3:name_term.uri,name-3:name_role-1:name_role_term.value,name-3:name_role-1:name_role_term.authority,name-3:name_role-1:name_role_term.uri,name-3:name_role-2:name_role_term.value,name-3:name_role-2:name_role_term.authority,name-3:name_role-2:name_role_term.uri,name-4:name_term.value,name-4:name_term.name_type,name-4:name_term.authority,name-4:name_term.uri,name-4:name_role-1:name_role_term.value,name-4:name_role-1:name_role_term.authority,name-4:name_role-1:name_role_term.uri,name-4:name_role-2:name_role_term.value,name-4:name_role-2:name_role_term.authority,name-4:name_role-2:name_role_term.uri,name-5:name_term.value,name-5:name_term.name_type,name-5:name_term.authority,name-5:name_term.uri,name-5:name_role-1:name_role_term.value,name-5:name_role-1:name_role_term.authority,name-5:name_role-1:name_role_term.uri,name-6:name_term.value,name-6:name_term.name_type,name-6:name_term.authority,name-6:name_term.uri,name-6:name_role-1:name_role_term.value,name-6:name_role-1:name_role_term.authority,name-6:name_role-1:name_role_term.uri,name-6:name_role-2:name_role_term.value,name-6:name_role-2:name_role_term.authority,name-6:name_role-2:name_role_term.uri,name-7:name_term.value,name-7:name_term.name_type,name-7:name_term.authority,name-7:name_term.uri,name-7:name_role-1:name_role_term.value,name-7:name_role-1:name_role_term.authority,name-7:name_role-1:name_role_term.uri,date_created-1:date_created_start_value,date_created_textual-1:date_created_textual_value,date_created-1:date_created_key_date,note-2:note_value,note-2:note_type,type_of_resource-1:type_of_resource_value,type_of_resource-2:type_of_resource_value,language-1:language_term.value,language-1:language_term.authority,language-1:language_term.uri,language-2:language_term.value,language-2:language_term.authority,language-2:language_term.uri,collection-1:collection_term.value,collection-1:collection_term.uri,place_of_origin-1:place_of_origin_value,publisher-1:publisher_value,location-1:location_term.value,location-1:location_term.uri,digital_origin-1:digital_origin_value,form-1:form_term.value,form-1:form_term.authority,form-1:form_term.uri,form-2:form_term.value,form-2:form_term.authority,form-2:form_term.uri,form-3:form_term.value,form-3:form_term.authority,form-3:form_term.uri,subject_topic-1:subject_topic_term.value,subject_topic-1:subject_topic_term.authority,subject_topic-1:subject_topic_term.uri,subject_topic-2:subject_topic_term.value,subject_topic-2:subject_topic_term.authority,subject_topic-2:subject_topic_term.uri,subject_topic-3:subject_topic_term.value,subject_topic-3:subject_topic_term.authority,subject_topic-3:subject_topic_term.uri,subject_topic-4:subject_topic_term.value,subject_topic-4:subject_topic_term.authority,subject_topic-4:subject_topic_term.uri,subject_name-1:subject_name_term.value,subject_name-1:subject_name_term.name_type,subject_name-1:subject_name_term.authority,subject_name-1:subject_name_term.uri,subject_name-2:subject_name_term.value,subject_name-2:subject_name_term.name_type,subject_name-2:subject_name_term.authority,subject_name-2:subject_name_term.uri,subject_name-3:subject_name_term.value,subject_name-3:subject_name_term.name_type,subject_name-3:subject_name_term.authority,subject_name-3:subject_name_term.uri,subject_geographic-1:subject_geographic_term.value,subject_geographic-1:subject_geographic_term.authority,subject_geographic-1:subject_geographic_term.uri,subject_geographic-2:subject_geographic_term.value,subject_geographic-2:subject_geographic_term.authority,subject_geographic-2:subject_geographic_term.uri,subject_geographic-3:subject_geographic_term.value,subject_geographic-3:subject_geographic_term.authority,subject_geographic-3:subject_geographic_term.uri,subject_temporal-1:subject_temporal_term.value,subject_temporal-1:subject_temporal_term.authority,subject_temporal-1:subject_temporal_term.uri,subject_temporal-2:subject_temporal_term.value,subject_temporal-2:subject_temporal_term.authority,subject_temporal-2:subject_temporal_term.uri,genre-1:genre_term.value,genre-1:genre_term.authority,genre-1:genre_term.uri,restriction_on_access-1:restriction_on_access_value,title-1:title_non_sort_portion,title-1:title_sort_portion,alternative_title-1:alternative_title_value,object_in_context_url-1:object_in_context_url_value,_restrictions.restricted_size_image,use_and_reproduction-1:use_and_reproduction_term.value,use_and_reproduction-1:use_and_reproduction_term.authority,use_and_reproduction-1:use_and_reproduction_term.uri,abstract-1:abstract_value,note-5:note_value,note-6:note_value,note-7:note_value,note-8:note_value,note-9:note_value,note-10:note_value,note-11:note_value,note-12:note_value,note-13:note_value,note-3:note_type,note-3:note_value,note-4:note_type,note-4:note_value
,ldpd_5800727_006_00000349.jpg,Original filename,stokes_ozy_000,stokes_ozy,asset,omeka_3901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Public Access,,"Exterior of the John S. Stevens House, College Place, about 1850-53
(plate 104-a); Parlour of the Stevens House (plate 104-b)",,https://exhibitions.cul.columbia.edu/exhibits/show/stokes/volume-6/bibliography,TRUE,In Copyright,rightsstatements,http://rightsstatements.org/vocab/InC/1.0/,,,,,,,,,,,,,,
,,,stokes_paa,,item,,,"Maerschalck, Francis W., -1776",personal,naf,http://id.loc.gov/authorities/names/nr98007112,Surveyor,marcrelator,http://id.loc.gov/vocabulary/relators/srv,,,,,,,TRUE,"Duyckinck, Gerardus",personal,naf,http://id.loc.gov/authorities/names/no2010100449,Publisher,marcrelator,http://id.loc.gov/vocabulary/relators/pbl,,,,"Stokes, I. N. Phelps (Isaac Newton Phelps), 1867-1944",personal,naf,http://id.loc.gov/authorities/names/no95050141,Compiler,marcrelator,http://id.loc.gov/vocabulary/relators/com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1915,1915,TRUE,"Date of volume 1 of The iconography of Manhattan Island, 1498-1909.",date note,cartographic,,English,iso639-2b,http://id.loc.gov/vocabulary/iso639-2/eng,,,,"Iconography of Manhattan Island, 1498-1909 (Stokes, I. N. Phelps)",http://id.library.columbia.edu/term/ae5d3b5a-5328-4fd2-aefa-5e367fd3470c,New York (N.Y.),Robert H. Dodd (Firm),"Butler Library, Columbia University",http://id.library.columbia.edu/term/4fbd48a4-130b-4a5c-9949-0e8dc864af94,reformatted digital,illustrations,gmgpc,http://id.loc.gov/vocabulary/graphicMaterials/tgm005314,maps,aat,http://vocab.getty.edu/aat/300028094,,,,City planning,fast,http://id.worldcat.org/fast/862177,,,,,,,,,,,,,,,,,,,,,,New York (N.Y.),naf,http://id.loc.gov/authorities/names/n79007751,,,,,,,Eighteenth century,fast,http://id.worldcat.org/fast/904058,,,,,,,,A,Plan of the City of New York from an Actual Survey Anno Domini MDCCLV,Maerschalck or Duyckinck Plan,,FALSE,No Copyright - United States,rightsstatements,http://rightsstatements.org/vocab/NoC-US/1.0/,"Reproduction of original engraving on copper, dated 1755 and depicting 1754, from the collections of the New York Historical Society, presented in 1807 by John Pintard.","Plate 34  From volume 1 of 'The iconography of Manhattan Island, 1498-1909' compiled by I.N. Phelps Stokes. Six volume set originally published: New York : Robert H. Dodd, 1915-1928","View in context of Stokes, I. N. Phelps  The iconography of Manhattan Island, 1498-1909 New York : Robert H. Dodd, 1915-1928.Electronic reproduction. v. 1-4. New York, N.Y. : Columbia University Libraries, 2008. http://www.columbia.edu/cu/lweb/digital/collections/cul/texts/ldpd_5800727_001/pages/ldpd_5800727_001_00000352.html?toggle=image&amp;menu=maximize&amp;top=&amp;left=",,,,,,,,ownership of original,New York Historical Society,,
,ldpd_5800727_001_00000364.jpg,Original filename,stokes_paa_000,stokes_paa,asset,omeka_1241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Public Access,A,Plan of the City of New York from an Actual Survey Anno Domini MDCCLV,,https://exhibitions.cul.columbia.edu/exhibits/show/stokes/vol_1/ch2_3,FALSE,No Copyright - United States,rightsstatements,http://rightsstatements.org/vocab/NoC-US/1.0/,,,,,,,,,,,,,,
,,,stokes_pnf,,item,,,"Stokes, I. N. Phelps (Isaac Newton Phelps), 1867-1944",personal,naf,http://id.loc.gov/authorities/names/no95050141,Compiler,marcrelator,http://id.loc.gov/vocabulary/relators/com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1918,1918,TRUE,"Date of volume 3 of The iconography of Manhattan Island, 1498-1909.",date note,still image,,,,,,,,"Iconography of Manhattan Island, 1498-1909 (Stokes, I. N. Phelps)",http://id.library.columbia.edu/term/ae5d3b5a-5328-4fd2-aefa-5e367fd3470c,New York (N.Y.),Robert H. Dodd (Firm),"Butler Library, Columbia University",http://id.library.columbia.edu/term/4fbd48a4-130b-4a5c-9949-0e8dc864af94,reformatted digital,illustrations,gmgpc,http://id.loc.gov/vocabulary/graphicMaterials/tgm005314,photographs,aat,http://vocab.getty.edu/aat/300046300,,,,Parks,fast,http://id.worldcat.org/fast/1053705,Skyscrapers,fast,http://id.worldcat.org/fast/1120291,,,,,,,,,,,,,,,,,,,New York (N.Y.),naf,http://id.loc.gov/authorities/names/n79007751,"Battery Park (New York, N.Y.)",lcsh,http://id.loc.gov/authorities/subjects/sh88000249,"Central Park (New York, N.Y.)",lcsh,http://id.loc.gov/authorities/subjects/sh85021920,Twentieth century,fast,http://id.worldcat.org/fast/1159810,,,,,,,,The,"Battery Park, Looking North (plate 164-a); Central Park and Fifth Avenue Looking North from the Roof of the Plaza Hotel
(plate 164-b)",,,FALSE,No Copyright - United States,rightsstatements,http://rightsstatements.org/vocab/NoC-US/1.0/,"Plate 164-a [top] and Plate 164-b [bottom] From volume 3 of 'The iconography of Manhattan Island, 1498-1909' compiled by I.N. Phelps Stokes. Six volume set originally published: New York : Robert H. Dodd, 1915-1928","[Plate 164-a] The Battery Park, looking North: Reproduction of original photograph, dated 1909, from the collections of the New York Public Library.","[Plate 164-b] Central Park and Fifth Avenue looking North from the Roof of the Plaza Hotel: Reproduction of original photograph, dated 1909, from the collections of the New York Public Library.","View in context of Stokes, I. N. Phelps  The iconography of Manhattan Island, 1498-1909 New York : Robert H. Dodd, 1915-1928.Electronic reproduction. v. 1-4. New York, N.Y. : Columbia University Libraries, 2008. http://www.columbia.edu/cu/lweb/digital/collections/cul/texts/ldpd_5800727_003/pages/ldpd_5800727_003_00000596.html?toggle=image&amp;menu=maximize&amp;top=&amp;left=",,,,,,,ownership of original,New York Public Library,,
,ldpd_5800727_003_00000596.jpg,Original filename,stokes_pnf_000,stokes_pnf,asset,omeka_3714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Public Access,The,"Battery Park, Looking North (plate 164-a); Central Park and Fifth Avenue Looking North from the Roof of the Plaza Hotel
(plate 164-b)",,https://exhibitions.cul.columbia.edu/exhibits/show/stokes/volume-3/chapter-8-the-modern,FALSE,No Copyright - United States,rightsstatements,http://rightsstatements.org/vocab/NoC-US/1.0/,,,,,,,,,,,,,,
,,,stokes_puw,,item,,,"Birch, William Russell, 1755-1834",personal,naf,http://id.loc.gov/authorities/names/n85009115,Artist,marcrelator,http://id.loc.gov/vocabulary/relators/art,,,,,,,TRUE,"Seymour, Samuel, active 1797-1822",personal,naf,http://id.loc.gov/authorities/names/nr2006000348,Engraver,marcrelator,http://id.loc.gov/vocabulary/relators/egr,,,,"Stokes, I. N. Phelps (Isaac Newton Phelps), 1867-1944",personal,naf,http://id.loc.gov/authorities/names/no95050141,Compiler,marcrelator,http://id.loc.gov/vocabulary/relators/com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1915,1915,TRUE,"Date of volume 1 of The iconography of Manhattan Island, 1498-1909.",date note,still image,,English,iso639-2b,http://id.loc.gov/vocabulary/iso639-2/eng,,,,"Iconography of Manhattan Island, 1498-1909 (Stokes, I. N. Phelps)",http://id.library.columbia.edu/term/ae5d3b5a-5328-4fd2-aefa-5e367fd3470c,New York (N.Y.),Robert H. Dodd (Firm),"Butler Library, Columbia University",http://id.library.columbia.edu/term/4fbd48a4-130b-4a5c-9949-0e8dc864af94,reformatted digital,illustrations,gmgpc,http://id.loc.gov/vocabulary/graphicMaterials/tgm005314,prints,gmgpc,http://id.loc.gov/vocabulary/graphicMaterials/tgm008237,,,,Waterfronts,fast,http://id.worldcat.org/fast/1172660,Harbors,fast,http://id.worldcat.org/fast/951219,Sailing ships,fast,http://id.worldcat.org/fast/1103529,Picnics,fast,http://id.worldcat.org/fast/1732289,,,,,,,,,,,,,New York (N.Y.),naf,http://id.loc.gov/authorities/names/n79007751,,,,,,,Nineteenth century,fast,http://id.worldcat.org/fast/1037841,,,,cityscapes (representations),aat,http://vocab.getty.edu/aat/300015571,,The,City of New York in the State of New York North America,Birch View with the Picnic Party,,FALSE,No Copyright - United States,rightsstatements,http://rightsstatements.org/vocab/NoC-US/1.0/,"Reproduction of original engraving on copper, issued January 1, 1803 and depicting 1802, from the collection of I.N. Phelps Stokes.","Plate 77  From volume 1 of 'The iconography of Manhattan Island, 1498-1909' compiled by I.N. Phelps Stokes. Six volume set originally published: New York : Robert H. Dodd, 1915-1928","View in context of Stokes, I. N. Phelps  The iconography of Manhattan Island, 1498-1909 New York : Robert H. Dodd, 1915-1928.Electronic reproduction. v. 1-4. New York, N.Y. : Columbia University Libraries, 2008. http://www.columbia.edu/cu/lweb/digital/collections/cul/texts/ldpd_5800727_001/pages/ldpd_5800727_001_00000655.html?toggle=image&amp;menu=maximize&amp;top=&amp;left=",,,,,,,,ownership of original,I.N. Phelps Stokes,,
,ldpd_5800727_001_00000677.jpg,Original filename,stokes_puw_000,stokes_puw,asset,omeka_1297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Public Access,The,City of New York in the State of New York North America,,https://exhibitions.cul.columbia.edu/exhibits/show/stokes/vol_1/ch4_3,FALSE,No Copyright - United States,rightsstatements,http://rightsstatements.org/vocab/NoC-US/1.0/,,,,,,,,,,,,,,
,,,stokes_qax,,item,,,"Searle, John",personal,,,Artist,marcrelator,http://id.loc.gov/vocabulary/relators/art,,,,,,,TRUE,"Stokes, I. N. Phelps (Isaac Newton Phelps), 1867-1944",personal,naf,http://id.loc.gov/authorities/names/no95050141,Compiler,marcrelator,http://id.loc.gov/vocabulary/relators/com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1918,1918,TRUE,"Date of volume 3 of The iconography of Manhattan Island, 1498-1909.",date note,still image,,,,,,,,"Iconography of Manhattan Island, 1498-1909 (Stokes, I. N. Phelps)",http://id.library.columbia.edu/term/ae5d3b5a-5328-4fd2-aefa-5e367fd3470c,New York (N.Y.),Robert H. Dodd (Firm),"Butler Library, Columbia University",http://id.library.columbia.edu/term/4fbd48a4-130b-4a5c-9949-0e8dc864af94,reformatted digital,illustrations,gmgpc,http://id.loc.gov/vocabulary/graphicMaterials/tgm005314,drawings,gmgpc,http://id.loc.gov/vocabulary/graphicMaterials/tgm003279,,,,Theaters,fast,http://id.worldcat.org/fast/1149370,,,,,,,,,,"Park Theatre (New York, N.Y. : Park Row)",corporate,lcsh,http://id.loc.gov/authorities/subjects/sh2009002542,,,,,,,,,New York (N.Y.),naf,http://id.loc.gov/authorities/names/n79007751,,,,,,,Nineteenth century,fast,http://id.worldcat.org/fast/1037841,,,,,,,,,"Interior of the Park Theatre, New York City, November, 1822",,,FALSE,No Copyright - United States,rightsstatements,http://rightsstatements.org/vocab/NoC-US/1.0/,"Reproduction of original watercolor drawing on paper, depicting November 1822, likely the 7th, from the collections of the New York Historical Society, to which it was presented on September 28, 1875, by the heirs of Harriet Bayard Van Rensselaer, daughter of William Bayard, the first owner.","Plate 91  From volume 3 of 'The iconography of Manhattan Island, 1498-1909' compiled by I.N. Phelps Stokes. Six volume set originally published: New York : Robert H. Dodd, 1915-1928","View in context of Stokes, I. N. Phelps  The iconography of Manhattan Island, 1498-1909 New York : Robert H. Dodd, 1915-1928.Electronic reproduction. v. 1-4. New York, N.Y. : Columbia University Libraries, 2008. http://www.columbia.edu/cu/lweb/digital/collections/cul/texts/ldpd_5800727_003/pages/ldpd_5800727_003_00000127.html?toggle=image&amp;menu=maximize&amp;top=200px&amp;left=70px",,,,,,,,ownership of original,"New York Historical Society, donated by heirs of Harriet Bayard Van Rensselaer",,
,ldpd_5800727_003_00000127.jpg,Original filename,stokes_qax_000,stokes_qax,asset,omeka_3601,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Public Access,,"Interior of the Park Theatre, New York City, November, 1822",,https://exhibitions.cul.columbia.edu/exhibits/show/stokes/volume-3/chapter-5-the-war-of-1812-2,FALSE,No Copyright - United States,rightsstatements,http://rightsstatements.org/vocab/NoC-US/1.0/,,,,,,,,,,,,,,
,,,stokes_qco,,item,,,"Franquelin, Jean Baptiste Louis",personal,naf,http://id.loc.gov/authorities/names/n2002125152,Creator,marcrelator,http://id.loc.gov/vocabulary/relators/cre,,,,,,,TRUE,"Au de Jolliet, Pierre d', 1666-1694",personal,naf,http://id.loc.gov/authorities/names/no2006052358,Artist,marcrelator,http://id.loc.gov/vocabulary/relators/art,,,,"Stokes, I. N. Phelps (Isaac Newton Phelps), 1867-1944",personal,naf,http://id.loc.gov/authorities/names/no95050141,Compiler,marcrelator,http://id.loc.gov/vocabulary/relators/com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1915,1915,TRUE,"Date of volume 1 of The iconography of Manhattan Island, 1498-1909.",date note,cartographic,,French,iso639-2b,http://id.loc.gov/vocabulary/iso639-2/fre,,,,"Iconography of Manhattan Island, 1498-1909 (Stokes, I. N. Phelps)",http://id.library.columbia.edu/term/ae5d3b5a-5328-4fd2-aefa-5e367fd3470c,New York (N.Y.),Robert H. Dodd (Firm),"Butler Library, Columbia University",http://id.library.columbia.edu/term/4fbd48a4-130b-4a5c-9949-0e8dc864af94,reformatted digital,illustrations,gmgpc,http://id.loc.gov/vocabulary/graphicMaterials/tgm005314,maps,aat,http://vocab.getty.edu/aat/300028094,,,,,,,,,,,,,,,,,,,,,,,,,,,,New York (N.Y.),naf,http://id.loc.gov/authorities/names/n79007751,"Manhattan (New York, N.Y.)",naf,http://id.loc.gov/authorities/names/n80118393,,,,Seventeenth century,fast,http://id.worldcat.org/fast/1113663,,,,,,,,,Plan De La Nouuelle York; Plan De Manathes ou Nouvelle Yorc: The Franquelin plan,,,FALSE,No Copyright - United States,rightsstatements,http://rightsstatements.org/vocab/NoC-US/1.0/,"Plate 22-a and Plate 22-b  From volume 1 of 'The iconography of Manhattan Island, 1498-1909' compiled by I.N. Phelps Stokes. Six volume set originally published: New York : Robert H. Dodd, 1915-1928","[Plate 22-a] Plan de la Nouuelle York: Reproduction of original manuscript on paper by the Chevalier d'Aux, depicting 1692, from the collections of the Depot de la Marine, Paris.","[Plate 22-b] Plan de Manathes ou Nouvelle Yorc (The Franquelin plan: Reproduction of original manuscript on paper, depicting 1693, by Jean Baptiste Louis Franquelin, from the collections of the Depot de la Marine, Paris.","View in context of Stokes, I. N. Phelps  The iconography of Manhattan Island, 1498-1909 New York : Robert H. Dodd, 1915-1928.Electronic reproduction. v. 1-4. New York, N.Y. : Columbia University Libraries, 2008. http://www.columbia.edu/cu/lweb/digital/collections/cul/texts/ldpd_5800727_001/pages/ldpd_5800727_001_00000319.html?toggle=image&menu=maximize&top=&left=",,,,,,,ownership of original,"Dept des Cartes de la Marine, Paris",,
,ldpd_5800727_001_00000325.jpg,Original filename,stokes_qco_000,stokes_qco,asset,omeka_1225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Public Access,,Plan De La Nouuelle York; Plan De Manathes ou Nouvelle Yorc: The Franquelin plan,,https://exhibitions.cul.columbia.edu/exhibits/show/stokes/vol_1/ch2_2,FALSE,No Copyright - United States,rightsstatements,http://rightsstatements.org/vocab/NoC-US/1.0/,,,,,,,,,,,,,,
,,,stokes_qfq,,item,,,"Whitefield, Edwin, 1816-1892",personal,naf,http://id.loc.gov/authorities/names/n80117061,Artist,marcrelator,http://id.loc.gov/vocabulary/relators/art,,,,,,,TRUE,"Michelin, Francis, 1809 or 1810-1878",personal,naf,http://id.loc.gov/authorities/names/nr90027995,Lithographer,marcrelator,http://id.loc.gov/vocabulary/relators/ltg,,,,W. Endicott & Co.,corporate,naf,http://id.loc.gov/authorities/names/n50075430,Printer,marcrelator,http://id.loc.gov/vocabulary/relators/prt,,,,J. Parsons & Co.,corporate,,,Publisher,marcrelator,http://id.loc.gov/vocabulary/relators/pbl,,,,"Stokes, I. N. Phelps (Isaac Newton Phelps), 1867-1944",personal,naf,http://id.loc.gov/authorities/names/no95050141,Compiler,marcrelator,http://id.loc.gov/vocabulary/relators/com,,,,,,,,,,,,,,,,,,1928,1928,TRUE,"Date of volume 6 of The iconography of Manhattan Island, 1498-1909.",date note,still image,,English,iso639-2b,http://id.loc.gov/vocabulary/iso639-2/eng,,,,"Iconography of Manhattan Island, 1498-1909 (Stokes, I. N. Phelps)",http://id.library.columbia.edu/term/ae5d3b5a-5328-4fd2-aefa-5e367fd3470c,New York (N.Y.),Robert H. Dodd (Firm),"Butler Library, Columbia University",http://id.library.columbia.edu/term/4fbd48a4-130b-4a5c-9949-0e8dc864af94,reformatted digital,illustrations,gmgpc,http://id.loc.gov/vocabulary/graphicMaterials/tgm005314,prints,gmgpc,http://id.loc.gov/vocabulary/graphicMaterials/tgm008237,,,,Ships,fast,http://id.worldcat.org/fast/1116439,Waterfronts,fast,http://id.worldcat.org/fast/1172660,Rivers,fast,http://id.worldcat.org/fast/1098312,,,,,,,,,,,,,,,,New York (N.Y.),naf,http://id.loc.gov/authorities/names/n79007751,"Brooklyn (New York, N.Y.)",naf,http://id.loc.gov/authorities/names/n80040311,Jersey City (N.J.),naf,http://id.loc.gov/authorities/names/n80015457,Nineteenth century,fast,http://id.worldcat.org/fast/1037841,,,,cityscapes (representations),aat,http://vocab.getty.edu/aat/300015571,,,"View of Brooklyn from the United States Hotel, 1846; View of Jersey City, N.J. Taken from a ship's mast lying directly opposite Montgomery St.",,,TRUE,In Copyright,rightsstatements,http://rightsstatements.org/vocab/InC/1.0/,"Plates 103-a and 103-b  From volume 6 of 'The iconography of Manhattan Island, 1498-1909' compiled by I.N. Phelps Stokes. Six volume set originally published: New York : Robert H. Dodd, 1915-1928","[Plate 103-a] View of Brooklyn from the United States Hotel, 1846: Reproduction of original colored lithograph drawn by Edwin Whitefield with Francis Michelin as lithographer, from the Amos F. Eno Collection of the New York Public Library.","[Plate 103-b]: View of Jersey City, N.J. taken from a ship's mast lying directly opposite Montgomery St.: Reproduction of original lithograph dated circa 1850, creator unknown, printed by W. Endicott & Co. and published by J. Parsons & Co., from the collections of the New York Public Library.","View in context of Stokes, I. N. Phelps  The iconography of Manhattan Island, 1498-1909 New York : Robert H. Dodd, 1915-1928.Electronic reproduction. v. 1-4. New York, N.Y. : Columbia University Libraries, 2008. http://www.columbia.edu/cu/lweb/digital/collections/cul/texts/ldpd_5800727_006/pages/ldpd_5800727_006_00000343.html?toggle=image&amp;menu=maximize&amp;top=&amp;left=",,,,,,,ownership of original,I.N. Phelps Stokes,,
,ldpd_5800727_006_00000343.jpg,Original filename,stokes_qfq_000,stokes_qfq,asset,omeka_3900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Public Access,,"View of Brooklyn from the United States Hotel, 1846; View of Jersey City, N.J. Taken from a ship's mast lying directly opposite Montgomery St.",,https://exhibitions.cul.columbia.edu/exhibits/show/stokes/volume-6/bibliography,TRUE,In Copyright,rightsstatements,http://rightsstatements.org/vocab/InC/1.0/,,,,,,,,,,,,,,
