partName,projectURL,_identifiers-1,note-2:note_type,note-2:note_value,_project.string_key,relatedItem_project,form-2:form_term.uri,form-2:form_term.value,title-1:title_sort_portion,location-1:location_term.uri,location-1:location_term.code,_digital_object_type.string_key,location-1:location_term.value,title-1:title_non_sort_portion,date_created-1:date_created_type,location-1:location_term.authority,_parent_digital_objects-1.identifier,digital_origin-1:digital_origin_value,type_of_resource-1:type_of_resource_value,omeka_identifier-1:omeka_identifier_value,date_created_textual-1:date_created_textual_value,collection-1:collection_term.uri,date_created-1:date_created_start_value,language-1:language_term.uri,language-1:language_term.value,language-1:language_term.authority,note-1:note_type,note-1:note_value,name-1:name_term.uri,name-1:name_term.value,name-1:name_term.name_type,name-1:name_term.authority,name-1:name_role-1.name_role_term.uri,name-1:name_role-1.name_role_term.value,name-1:name_role-1.name_role_term.authority,note-5:note_type,note-5:note_value,location-1:location_shelf_location-1.location_shelf_location_free_text,location-1:location_shelf_location-1.location_shelf_location_box_number,location-1:location_shelf_location-1.location_shelf_location_folder_number,object_in_context_url-1:object_in_context_url_value,abstract-1:abstract_value,subject_name-1:subject_name_term.uri,subject_topic-1:subject_topic_term.uri,subject_title-1:subject_title_term.uri,subject_name-1:subject_name_term.value,subject_title-1:subject_title_term.value,subject_topic-1:subject_topic_term.value,subject_name-1:subject_name_term.authority,subject_name-1:subject_name_term.name_type,subject_title-1:subject_title_term.authority,subject_topic-1:subject_topic_term.authority,subject_hierarchical_geographic-1:subject_hierarchical_geographic_city_text_value,subject_hierarchical_geographic-1:subject_hierarchical_geographic_state_text_value,subject_hierarchical_geographic-1:subject_hierarchical_geographic_county_text_value,subject_hierarchical_geographic-1:subject_hierarchical_geographic_borough_text_value,subject_hierarchical_geographic-1:subject_hierarchical_geographic_province_text_value,subject_hierarchical_geographic-1:subject_hierarchical_geographic_street-1.subject_hierarchical_geographic_street_value,place_of_origin-2:place_of_origin_value,use_and_reproduction-1:use_and_reproduction_value,date_created-1:date_created_end_value,publisher-1:publisher_value,place_of_origin-1:place_of_origin_value,note-4:note_type,note-4:note_value,collection-2:collection_term.uri,collection-2:collection_term.value,clio_identifier-1:clio_identifier_value,note-7:note_type,note-7:note_value
 , , ,filename,http://ldpd.lampdev.columbia.edu/kay_music_120119/120119171.jpg, ,Ulysses Kay: Twentieth Century Composer, ,periodicals,"American Composers Alliance Bulletin: Ulysses Kay, page 1", , , ,"Rare Book and Manuscript Library, Columbia University", ,exact,local, ,reformatted digital,Still Image,7006,1958, ,1958, ,eng,iso639-2, ,periodicals|original filename: 120119171.tif, ,"Slonimsky, Nicolas|Kay, Ulysses, 1917-1995", , , , , ,,,,,,,,,,,,,,,,,,,,,,,,,,,American Composers Alliance,New York,,,,,,,
 , , ,filename,http://ldpd.lampdev.columbia.edu/kay_music_120119/120119170.jpg, ,Ulysses Kay: Twentieth Century Composer, ,periodicals,"American Composers Alliance Bulletin: Ulysses Kay, page 11", , , ,"Rare Book and Manuscript Library, Columbia University", ,exact,local, ,reformatted digital,Still Image,7005,1958, ,1958, ,eng,iso639-2, ,original filename: 120119170.tif, ,"Slonimsky, Nicolas, 1894-1995|American Composers Alliance", , , , , ,,,,,,https://exhibitions.cul.columbia.edu/exhibits/show/kay/american-composers-association/slonimsky-brochure,List of Ulysses Kay's works, , , , , ,"Kay, Ulysses, 1917-1995", , , , , , , , , , ,,,,,New York,,,,,,,
 , , ,filename,http://ldpd.lampdev.columbia.edu/kay_music_120119/120119169.jpg, ,Ulysses Kay: Twentieth Century Composer, ,periodicals,"American Composers Alliance Bulletin: Ulysses Kay, page 10", , , ,"Rare Book and Manuscript Library, Columbia University", ,exact,local, ,reformatted digital,Still Image,7004,1958, ,1958, ,eng,iso639-2, ,original filename: 120119169.tif, ,"Slonimsky, Nicolas, 1894-1995|American Composers Alliance", , , , , ,,,,,,https://exhibitions.cul.columbia.edu/exhibits/show/kay/american-composers-association/slonimsky-brochure,List of Ulysses Kay's works, , , , , ,"Kay, Ulysses, 1917-1995", , , , , , , , , , ,,,,,New York,,,,,,,
 , , ,filename,http://ldpd.lampdev.columbia.edu/kay_music_120119/120119168.jpg, ,Ulysses Kay: Twentieth Century Composer, ,periodicals,"American Composers Alliance Bulletin: Ulysses Kay, page 9", , , ,"Rare Book and Manuscript Library, Columbia University", ,exact,local, ,reformatted digital,Still Image,7003,1958, ,1958, ,eng,iso639-2, ,original filename: 120119168.tif, ,"Slonimsky, Nicolas, 1894-1995|American Composers Alliance", , , , , ,,,,,,https://exhibitions.cul.columbia.edu/exhibits/show/kay/american-composers-association/slonimsky-brochure,List of Ulysses Kay's works, , , , , ,"Kay, Ulysses, 1917-1995", , , , , , , , , , ,,,,,New York,,,,,,,
 , , ,filename,http://ldpd.lampdev.columbia.edu/kay_music_120119/120119167.jpg, ,Ulysses Kay: Twentieth Century Composer, ,periodicals,"American Composers Alliance Bulletin: Ulysses Kay, page 8", , , ,"Rare Book and Manuscript Library, Columbia University", ,exact,local, ,reformatted digital,Still Image,7002,1958, ,1958, ,eng,iso639-2, ,original filename: 120119167.tif, ,"Slonimsky, Nicolas, 1894-1995|American Composers Alliance", , , , , ,,,,,,https://exhibitions.cul.columbia.edu/exhibits/show/kay/american-composers-association/slonimsky-brochure,List of Ulysses Kay's works, , , , , ,"Kay, Ulysses, 1917-1995", , , , , , , , , , ,,,,,New York,,,,,,,
 , , ,filename,http://ldpd.lampdev.columbia.edu/kay_music_120119/120119166.jpg, ,Ulysses Kay: Twentieth Century Composer, ,periodicals,"American Composers Alliance Bulletin: Ulysses Kay, page 7", , , ,"Rare Book and Manuscript Library, Columbia University", ,exact,local, ,reformatted digital,Still Image,7001,1958, ,1958, ,eng,iso639-2, ,original filename: 120119166.tif, ,"Slonimsky, Nicolas, 1894-1995|American Composers Alliance", , , , , ,,,,,,https://exhibitions.cul.columbia.edu/exhibits/show/kay/american-composers-association/slonimsky-brochure,List of works by Ulysses Kay, , , , , ,"Kay, Ulysses, 1917-1995", , , , , , , , , , ,,,,,New York,,,,,,,
 , , ,filename,http://ldpd.lampdev.columbia.edu/kay_music_120119/120119165.jpg, ,Ulysses Kay: Twentieth Century Composer, ,periodicals,"American Composers Alliance Bulletin: Ulysses Kay, cover", , , ,"Rare Book and Manuscript Library, Columbia University", ,exact,local, ,reformatted digital,Still Image,7000,1958, ,1958, ,eng,iso639-2, ,original filename: 120119165.tif, ,"Slonimsky, Nicolas, 1894-1995|American Composers Alliance", , , , , ,,,,,,https://exhibitions.cul.columbia.edu/exhibits/show/kay/american-composers-association/aca-bulletin,, , , , , ,"Kay, Ulysses, 1917-1995", , , , , , , , , , ,,,,,New York,,,,,,,
 , , ,filename,http://ldpd.lampdev.columbia.edu/kay_music_120119/120119164.jpg, ,Ulysses Kay: Twentieth Century Composer, ,manuscripts,"Work In Progress: Jersey Hours, page 8", , , ,"Rare Book and Manuscript Library, Columbia University", ,exact,local, ,reformatted digital,Still Image,6999,1979, ,1979, ,eng,iso639-2, ,holograph manuscript|original filename: 120119164.tif, ,"Kay, Ulysses, 1917-1995", , , , , ,holdings, ,"Box 4, Folder 34", , ,,,,,,,,,,,,,,,,,,,,Ulysses Kay Estate,,,,,,,,,,
 , , ,filename,http://ldpd.lampdev.columbia.edu/kay_music_120119/120119163.jpg, ,Ulysses Kay: Twentieth Century Composer, ,manuscripts,"Work In Progress: Jersey Hours, page 7", , , ,"Rare Book and Manuscript Library, Columbia University", ,exact,local, ,reformatted digital,Still Image,6998,1979, ,1979, ,eng,iso639-2, ,holograph manuscript|original filename: 120119163.tif, ,"Kay, Ulysses, 1917-1995", , , , , ,holdings, ,"Box 4, Folder 34", , ,,,,,,,,,,,,,,,,,,,,Ulysses Kay Estate,,,,,,,,,,
 , , ,filename,http://ldpd.lampdev.columbia.edu/kay_music_120119/120119162.jpg, ,Ulysses Kay: Twentieth Century Composer, ,manuscripts,"Work In Progress: Jersey Hours, page 6", , , ,"Rare Book and Manuscript Library, Columbia University", ,exact,local, ,reformatted digital,Still Image,6997,1979, ,1979, ,eng,iso639-2, ,holograph manuscript|original filename: 120119162.tif, ,"Kay, Ulysses, 1917-1995", , , , , ,holdings, ,"Box 4, Folder 34", , ,,,,,,,,,,,,,,,,,,,,Ulysses Kay Estate,,,,,,,,,,
 , , ,filename,http://ldpd.lampdev.columbia.edu/kay_music_120119/120119161.jpg, ,Ulysses Kay: Twentieth Century Composer, ,manuscripts,"Work In Progress: Jersey Hours, page 5", , , ,"Rare Book and Manuscript Library, Columbia University", ,exact,local, ,reformatted digital,Still Image,6996,1979, ,1979, ,eng,iso639-2, ,holograph manuscript|original filename: 120119161.tif, ,"Kay, Ulysses, 1917-1995", , , , , ,holdings, ,"Box 4, Folder 34", , ,,,,,,,,,,,,,,,,,,,,Ulysses Kay Estate,,,,,,,,,,
 , , ,filename,http://ldpd.lampdev.columbia.edu/kay_music_120119/120119160.jpg, ,Ulysses Kay: Twentieth Century Composer, ,manuscripts,"Work In Progress: Jersey Hours, page 4", , , ,"Rare Book and Manuscript Library, Columbia University", ,exact,local, ,reformatted digital,Still Image,6995,1979, ,1979, ,eng,iso639-2, ,holograph manuscript|original filename: 120119160.tif, ,"Kay, Ulysses, 1917-1995", , , , , ,holdings, ,"Box 4, Folder 34", , ,,,,,,,,,,,,,,,,,,,,Ulysses Kay Estate,,,,,,,,,,
 , , ,filename,http://ldpd.lampdev.columbia.edu/kay_music_120119/120119159.jpg, ,Ulysses Kay: Twentieth Century Composer, ,manuscripts,"Work In Progress: Jersey Hours, page 3", , , ,"Rare Book and Manuscript Library, Columbia University", ,exact,local, ,reformatted digital,Still Image,6994,1979, ,1979, ,eng,iso639-2, ,holograph manuscript|original filename: 120119159.tif, ,"Kay, Ulysses, 1917-1995", , , , , ,holdings, ,"Box 4, Folder 34", , ,,,,,,,,,,,,,,,,,,,,Ulysses Kay Estate,,,,,,,,,,
 , , ,filename,http://ldpd.lampdev.columbia.edu/kay_music_120119/120119158.jpg, ,Ulysses Kay: Twentieth Century Composer, ,manuscripts,"Work In Progress: Jersey Hours, page 2", , , ,"Rare Book and Manuscript Library, Columbia University", ,exact,local, ,reformatted digital,Still Image,6993,1979, ,1979, ,eng,iso639-2, ,holograph manuscript|original filename: 120119158.tif, ,"Kay, Ulysses, 1917-1995", , , , , ,holdings, ,"Box 4, Folder 34", , ,,,,,,,,,,,,,,,,,,,,Ulysses Kay Estate,,,,,,,,,,
 , , ,filename,http://ldpd.lampdev.columbia.edu/kay_music_120119/120119157.jpg, ,Ulysses Kay: Twentieth Century Composer, ,manuscripts,"Work In Progress: Jersey Hours, page 1", , , ,"Rare Book and Manuscript Library, Columbia University", ,exact,local, ,reformatted digital,Still Image,6992,1979, ,1979, ,eng,iso639-2, ,holograph manuscript|original filename: 120119157.tif, ,"Kay, Ulysses, 1917-1995", , , , , ,holdings, ,"Box 4, Folder 34", , ,,,,,,,,,,,,,,,,,,,,Ulysses Kay Estate,,,,,,,,,,
 , , ,filename,http://ldpd.lampdev.columbia.edu/kay_music_120119/120119156.jpg, ,Ulysses Kay: Twentieth Century Composer, ,music,"What's in a Name, page 2", , , ,"Rare Book and Manuscript Library, Columbia University", ,exact,local, ,reformatted digital,Still Image,6991,1956, ,1956, ,eng,iso639-2, ,Duchess Music Corporation publisher on first page of score; Leeds Music Corporation publisher on front cover.|original filename: 120119156.tif, ,"Kay, Ulysses, 1917-1995|More, Helen F.", , , , , ,holdings, ,"Box 1, Folder 36", , ,https://exhibitions.cul.columbia.edu/exhibits/show/kay/solo-voice-and-choral-music/what-s-in-a-name,For chorus (SSATB) a cappella,,,,,,,,,,,,,,,,,,Ulysses Kay Estate,,Duchess Music Corporation,,,,,,,,
 , , ,filename,http://ldpd.lampdev.columbia.edu/kay_music_120119/120119155.jpg, ,Ulysses Kay: Twentieth Century Composer, ,music,"What's in a Name, front cover", , , ,"Rare Book and Manuscript Library, Columbia University", ,exact,local, ,reformatted digital,Still Image,6990,1956, ,1956, ,eng,iso639-2, ,Duchess Music Corporation publisher on first page of score; Leeds Music Corporation publisher on front cover.|original filename: 120119155.tif, ,"Kay, Ulysses, 1917-1995|More, Helen F.", , , , , ,holdings, ,"Box 1, Folder 36", , ,https://exhibitions.cul.columbia.edu/exhibits/show/kay/solo-voice-and-choral-music/what-s-in-a-name,page 1 of score; for chorus (SSATB) a cappella,,,,,,,,,,,,,,,,,,Ulysses Kay Estate,,Duchess Music Corporation,,,,,,,,
 , , ,filename,http://ldpd.lampdev.columbia.edu/kay_music_120119/120119154.jpg, ,Ulysses Kay: Twentieth Century Composer, ,manuscripts,"Tromba, page 1", , , ,"Rare Book and Manuscript Library, Columbia University", ,approximate,local, ,reformatted digital,Still Image,6989,1983, ,1983, ,eng,iso639-2, ,photostat of holograph manuscript|original filename: 120119154.tif, ,"Kay, Ulysses, 1917-1995", , , , , ,holdings, ,"Box 32, Folder 10", , ,https://exhibitions.cul.columbia.edu/exhibits/show/kay/chamber-music/tromba-for-trumpet-and-piano,"Suite for B-Flat Trumpet and Piano; full score. Commissioned by Fred Irby, III, Professor of Trumpet Howard University, Washington, D.C.",,,,,,,,,,,,,,,,,,Ulysses Kay Estate,,,,,,,,,,
 , , ,filename,http://ldpd.lampdev.columbia.edu/kay_music_120119/120119153.jpg, ,Ulysses Kay: Twentieth Century Composer, ,manuscripts|music,"Theater Set, front cover", , , ,"Rare Book and Manuscript Library, Columbia University", ,exact,local, ,reformatted digital,Still Image,6988,1968, ,1968, ,eng,iso639-2, ,original filename: 120119153.tif, ,"Kay, Ulysses, 1917-1995", , , , , ,holdings, ,Box 63, , ,https://exhibitions.cul.columbia.edu/exhibits/show/kay/orchestral-music/theater-set,"Score of ""Theater Set"" for orchestra by Ulysses Kay. Photostatic copy of holograph manuscript, with holograph corrections in red pencil",,,,,,,,,,,,,,,,,,,,,,,,,,,,
 , , ,filename,http://ldpd.lampdev.columbia.edu/kay_music_120119/120119152.jpg, ,Ulysses Kay: Twentieth Century Composer, ,manuscripts|music,"Theater Set, page 94", , , ,"Rare Book and Manuscript Library, Columbia University", ,exact,local, ,reformatted digital,Still Image,6987,1968, ,1968, ,eng,iso639-2, ,original filename: 120119152.tif, ,"Kay, Ulysses, 1917-1995", , , , , ,holdings, ,Box 63, , ,,"Score of ""Theater Set"" for orchestra by Ulysses Kay. Photostatic copy of holograph manuscript, with holograph corrections in red pencil",,,,,,,,,,,,,,,,,,,,,,,,,,,,
 , , ,filename,http://ldpd.lampdev.columbia.edu/kay_music_120119/120119151.jpg, ,Ulysses Kay: Twentieth Century Composer, ,manuscripts|music,"Theater Set, page 9", , , ,"Rare Book and Manuscript Library, Columbia University", ,exact,local, ,reformatted digital,Still Image,6986,1968, ,1968, ,eng,iso639-2, ,original filename: 120119151.tif, ,"Kay, Ulysses, 1917-1995", , , , , ,holdings, ,Box 63, , ,,"Score of ""Theater Set"" for orchestra by Ulysses Kay. Photostatic copy of holograph manuscript, with holograph corrections in red pencil",,,,,,,,,,,,,,,,,,,,,,,,,,,,
 , , ,filename,http://ldpd.lampdev.columbia.edu/kay_music_120119/120119150.jpg, ,Ulysses Kay: Twentieth Century Composer, ,manuscripts|music,"Theater Set, page 8", , , ,"Rare Book and Manuscript Library, Columbia University", ,exact,local, ,reformatted digital,Still Image,6985,1968, ,1968, ,eng,iso639-2, ,original filename: 120119150.tif, ,"Kay, Ulysses, 1917-1995", , , , , ,holdings, ,Box 63, , ,https://exhibitions.cul.columbia.edu/exhibits/show/kay/orchestral-music/theater-set,"Score of ""Theater Set"" for orchestra by Ulysses Kay. Photostatic copy of holograph manuscript, with holograph corrections in red pencil",,,,,,,,,,,,,,,,,,,,,,,,,,,,
 , , ,filename,http://ldpd.lampdev.columbia.edu/kay_music_120119/120119149.jpg, ,Ulysses Kay: Twentieth Century Composer, ,manuscripts|music,"Theater Set, page 7", , , ,"Rare Book and Manuscript Library, Columbia University", ,exact,local, ,reformatted digital,Still Image,6984,1968, ,1968, ,eng,iso639-2, ,original filename: 120119149.tif, ,"Kay, Ulysses, 1917-1995", , , , , ,holdings, ,Box 63, , ,https://exhibitions.cul.columbia.edu/exhibits/show/kay/orchestral-music/theater-set,"Score of ""Theater Set"" for orchestra by Ulysses Kay. Photostatic copy of holograph manuscript, with holograph corrections in red pencil",,,,,,,,,,,,,,,,,,,,,,,,,,,,
 , , ,filename,http://ldpd.lampdev.columbia.edu/kay_music_120119/120119148.jpg, ,Ulysses Kay: Twentieth Century Composer, ,manuscripts|music,"Theater Set, page 6", , , ,"Rare Book and Manuscript Library, Columbia University", ,exact,local, ,reformatted digital,Still Image,6983,1968, ,1968, ,eng,iso639-2, ,original filename: 120119148.tif, ,"Kay, Ulysses, 1917-1995", , , , , ,holdings, ,Box 63, , ,https://exhibitions.cul.columbia.edu/exhibits/show/kay/orchestral-music/theater-set,"Score of ""Theater Set"" for orchestra by Ulysses Kay. Photostatic copy of holograph manuscript, with holograph corrections in red pencil",,,,,,,,,,,,,,,,,,,,,,,,,,,,
 , , ,filename,http://ldpd.lampdev.columbia.edu/kay_music_120119/120119147.jpg, ,Ulysses Kay: Twentieth Century Composer, ,manuscripts|music,"Theater Set, page 5", , , ,"Rare Book and Manuscript Library, Columbia University", ,exact,local, ,reformatted digital,Still Image,6982,1968, ,1968, ,eng,iso639-2, ,original filename: 120119147.tif, ,"Kay, Ulysses, 1917-1995", , , , , ,holdings, ,Box 63, , ,https://exhibitions.cul.columbia.edu/exhibits/show/kay/orchestral-music/theater-set,"Score of ""Theater Set"" for orchestra by Ulysses Kay. Photostatic copy of holograph manuscript, with holograph corrections in red pencil",,,,,,,,,,,,,,,,,,,,,,,,,,,,
 , , ,filename,http://ldpd.lampdev.columbia.edu/kay_music_120119/120119146.jpg, ,Ulysses Kay: Twentieth Century Composer, ,manuscripts|music,"Theater Set, page 4", , , ,"Rare Book and Manuscript Library, Columbia University", ,exact,local, ,reformatted digital,Still Image,6981,1968, ,1968, ,eng,iso639-2, ,original filename: 120119146.tif, ,"Kay, Ulysses, 1917-1995", , , , , ,holdings, ,Box 63, , ,https://exhibitions.cul.columbia.edu/exhibits/show/kay/orchestral-music/theater-set,"Score of ""Theater Set"" for orchestra by Ulysses Kay. Photostatic copy of holograph manuscript, with holograph corrections in red pencil",,,,,,,,,,,,,,,,,,,,,,,,,,,,
 , , ,filename,http://ldpd.lampdev.columbia.edu/kay_music_120119/120119145.jpg, ,Ulysses Kay: Twentieth Century Composer, ,manuscripts|music,"Theater Set, page 3", , , ,"Rare Book and Manuscript Library, Columbia University", ,exact,local, ,reformatted digital,Still Image,6980,1968, ,1968, ,eng,iso639-2, ,original filename: 120119145.tif, ,"Kay, Ulysses, 1917-1995", , , , , ,holdings, ,Box 63, , ,https://exhibitions.cul.columbia.edu/exhibits/show/kay/orchestral-music/theater-set,"Score of ""Theater Set"" for orchestra by Ulysses Kay. Photostatic copy of holograph manuscript, with holograph corrections in red pencil",,,,,,,,,,,,,,,,,,,,,,,,,,,,
 , , ,filename,http://ldpd.lampdev.columbia.edu/kay_music_120119/120119144.jpg, ,Ulysses Kay: Twentieth Century Composer, ,manuscripts|music,"Theater Set, page 2", , , ,"Rare Book and Manuscript Library, Columbia University", ,exact,local, ,reformatted digital,Still Image,6979,1968, ,1968, ,eng,iso639-2, ,original filename: 120119144.tif, ,"Kay, Ulysses, 1917-1995", , , , , ,holdings, ,Box 63, , ,https://exhibitions.cul.columbia.edu/exhibits/show/kay/orchestral-music/theater-set,"Score of ""Theater Set"" for orchestra by Ulysses Kay. Photostatic copy of holograph manuscript, with holograph corrections in red pencil",,,,,,,,,,,,,,,,,,,,,,,,,,,,
 , , ,filename,http://ldpd.lampdev.columbia.edu/kay_music_120119/120119143.jpg, ,Ulysses Kay: Twentieth Century Composer, ,manuscripts|music,"Theater Set, page 1", , , ,"Rare Book and Manuscript Library, Columbia University", ,exact,local, ,reformatted digital,Still Image,6978,1968, ,1968, ,eng,iso639-2, ,original filename: 120119143.tif, ,"Kay, Ulysses, 1917-1995", , , , , ,holdings, ,Box 63, , ,https://exhibitions.cul.columbia.edu/exhibits/show/kay/orchestral-music/theater-set,"Score of ""Theater Set"" for orchestra by Ulysses Kay. Photostatic copy of holograph manuscript, with holograph corrections in red pencil",,,,,,,,,,,,,,,,,,,,,,,,,,,,
 , , ,filename,http://ldpd.lampdev.columbia.edu/kay_music_120119/120119142.jpg, ,Ulysses Kay: Twentieth Century Composer, ,manuscripts|music,"Symphony I, page 1", , , ,"Rare Book and Manuscript Library, Columbia University", ,exact,local, ,reformatted digital,Still Image,6977,1967, ,1967, ,eng,iso639-2, ,photostat of holograph manuscript|original filename: 120119142.tif, ,"Kay, Ulysses, 1917-1995", , , , , ,holdings, ,Box 62, , ,https://exhibitions.cul.columbia.edu/exhibits/show/kay/orchestral-music/symphony,Score of Symphony I by Ulysses Kay,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 , , ,filename,http://ldpd.lampdev.columbia.edu/kay_music_120119/120119141.jpg, ,Ulysses Kay: Twentieth Century Composer, ,manuscripts,"Symphony I, front cover", , , ,"Rare Book and Manuscript Library, Columbia University", ,exact,local, ,reformatted digital,Still Image,6976,1967, ,1967, ,eng,iso639-2, ,photostat of holograph manuscript|original filename: 120119141.tif, ,"Kay, Ulysses, 1917-1995", , , , , ,holdings, ,Box 62, , ,https://exhibitions.cul.columbia.edu/exhibits/show/kay/orchestral-music/symphony,Score of Sympony by Ulysses Kay,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 , , ,filename,http://ldpd.lampdev.columbia.edu/kay_music_120119/120119138.jpg|http://ldpd.lampdev.columbia.edu/kay_music_120119/120119139.jpg|http://ldpd.lampdev.columbia.edu/kay_music_120119/120119140.jpg, ,Ulysses Kay: Twentieth Century Composer, ,manuscripts,"Stephen Crane Set text, pages 1 to 3", , , ,"Rare Book and Manuscript Library, Columbia University", ,exact,local, ,reformatted digital,Still Image,6975,1967, ,1967, ,eng,iso639-2, ,typescript with holograph notes in pencil|original filename: 120119138.tif - 120119140.tif, ,"Kay, Ulysses, 1917-1995|Crane, Stephen, 1871-1900", , , , , ,holdings, ,"Box 2, Folder 36", , ,https://exhibitions.cul.columbia.edu/exhibits/show/kay/solo-voice-and-choral-music/stephen-crane-set,Chorus and instrumental ensemble,,,,,,,,,,,,,,,,,,Ulysses Kay Estate,,,,,,,,,,
 , , ,filename,http://ldpd.lampdev.columbia.edu/kay_music_120119/120119134.jpg|http://ldpd.lampdev.columbia.edu/kay_music_120119/120119135.jpg|http://ldpd.lampdev.columbia.edu/kay_music_120119/120119136.jpg|http://ldpd.lampdev.columbia.edu/kay_music_120119/120119137.jpg, ,Ulysses Kay: Twentieth Century Composer, ,manuscripts,"Stephen Crane Set sketch, pages 1 to 4", , , ,"Rare Book and Manuscript Library, Columbia University", ,exact,local, ,reformatted digital,Still Image,6974,"April 5 and 19, 1967", ,1967-04-05, ,eng,iso639-2, ,holograph manuscript|original filename: 120119134.tif - 120119137.tif, ,"Kay, Ulysses, 1917-1995|Crane, Stephen, 1871-1900", , , , , ,holdings, ,"Box 2, Folder 37", , ,https://exhibitions.cul.columbia.edu/exhibits/show/kay/solo-voice-and-choral-music/stephen-crane-set,Chorus and instrumental ensemble,,,,,,,,,,,,,,,,,,Ulysses Kay Estate,1967-04-19,,,,,,,,,
 , , ,filename,http://ldpd.lampdev.columbia.edu/kay_music_120119/120119133.jpg, ,Ulysses Kay: Twentieth Century Composer, ,manuscripts|music,"Song of Ahab, page 3", , , ,"Rare Book and Manuscript Library, Columbia University", ,exact,local, ,reformatted digital,Still Image,6973,1953, ,1953, ,eng,iso639-2, ,original filename: 120119133.tif, ,"Kay, Ulysses, 1917-1995|Melville, Herman, 1819-1891", , , , , ,holdings, ,"Box 11, Folder 3", , ,https://exhibitions.cul.columbia.edu/exhibits/show/kay/solo-voice-and-choral-music/song-of-ahab,"Song of Ahab: Full Score; for solo baritone, 10 instruments",,,,,,,,,,,,,,,,,,Ulysses Kay Estate,,,,,,,,,,
 , , ,filename,http://ldpd.lampdev.columbia.edu/kay_music_120119/120119132.jpg, ,Ulysses Kay: Twentieth Century Composer, ,manuscripts|music,"Song of Ahab, page 2", , , ,"Rare Book and Manuscript Library, Columbia University", ,exact,local, ,reformatted digital,Still Image,6972,1953, ,1953, ,eng,iso639-2, ,original filename: 120119132.tif, ,"Kay, Ulysses, 1917-1995|Melville, Herman, 1819-1891", , , , , ,holdings, ,"Box 11, Folder 3", , ,https://exhibitions.cul.columbia.edu/exhibits/show/kay/solo-voice-and-choral-music/song-of-ahab,"Song of Ahab: full score; for solo baritone, 10 instruments",,,,,,,,,,,,,,,,,,Ulysses Kay Estate,,,,,,,,,,
 , , ,filename,http://ldpd.lampdev.columbia.edu/kay_music_120119/120119131.jpg, ,Ulysses Kay: Twentieth Century Composer, ,manuscripts|music,"Song of Ahab, page 137", , , ,"Rare Book and Manuscript Library, Columbia University", ,exact,local, ,reformatted digital,Still Image,6971,1953, ,1953, ,eng,iso639-2, ,original filename: 120119131.tif, ,"Kay, Ulysses, 1917-1995|Melville, Herman, 1819-1891", , , , , ,holdings, ,"Box 11, Folder 3", , ,https://exhibitions.cul.columbia.edu/exhibits/show/kay/solo-voice-and-choral-music/song-of-ahab,"Song of Ahab: Full Score; for solo baritone, 10 instruments",,,,,,,,,,,,,,,,,,Ulysses Kay Estate,,,,,,,,,,
 , , ,filename,http://ldpd.lampdev.columbia.edu/kay_music_120119/120119130.jpg, ,Ulysses Kay: Twentieth Century Composer, ,manuscripts|music,"Song of Ahab, page 1", , , ,"Rare Book and Manuscript Library, Columbia University", ,exact,local, ,reformatted digital,Still Image,6970,1953, ,1953, ,eng,iso639-2, ,original filename: 120119130.tif, ,"Kay, Ulysses, 1917-1995|Melville, Herman, 1819-1891", , , , , ,holdings, ,"Box 11, Folder 3", , ,https://exhibitions.cul.columbia.edu/exhibits/show/kay/solo-voice-and-choral-music/song-of-ahab,"Song of Ahab: Full Score, page 1 - Title Page; for solo baritone, 10 instruments",,,,,,,,,,,,,,,,,,Ulysses Kay Estate,,,,,,,,,,
 , , ,filename,http://ldpd.lampdev.columbia.edu/kay_music_120119/120119129.jpg, ,Ulysses Kay: Twentieth Century Composer, ,manuscripts|music,"Sonata, page 1", , , ,"Rare Book and Manuscript Library, Columbia University", ,exact,local, ,reformatted digital,Still Image,6969,1941, ,1941, ,eng,iso639-2, ,holograph manuscript|original filename: 120119129.tif, ,"Kay, Ulysses, 1917-1995", , , , , ,holdings, ,"Box 6, Folder 16", , ,https://exhibitions.cul.columbia.edu/exhibits/show/kay/chamber-music/sonata-for-bassoon,Score for bassoon and piano,,,,,,,,,,,,,,,,,,Ulysses Kay Estate,,,,,,,,,,
 , , ,filename,http://ldpd.lampdev.columbia.edu/kay_music_120119/120119125.jpg|http://ldpd.lampdev.columbia.edu/kay_music_120119/120119126.jpg|http://ldpd.lampdev.columbia.edu/kay_music_120119/120119127.jpg|http://ldpd.lampdev.columbia.edu/kay_music_120119/120119128.jpg, ,Ulysses Kay: Twentieth Century Composer, ,music,"Six Dances, pages 15 to 18", , , ,"Rare Book and Manuscript Library, Columbia University", ,exact,local, ,reformatted digital,Still Image,6968,1965, ,1965, ,eng,iso639-2, ,original filename: 120119125.tif - 120119128.tif, ,"Kay, Ulysses, 1917-1995", , , , , ,holdings, ,"Box 1, Folder 85", , ,https://exhibitions.cul.columbia.edu/exhibits/show/kay/string-orchestra/six-dances-for-string-orchestr,"Score of Ulysses Kay's ""Six Dances for String Orchestra,"" with the alternative title ""American Dances,"" consists of ""Schottische,"" ""Waltz,"" ""Round Dance,"" ""Polka,"" ""Promenade,"" and ""Galop."" ",,,,,,,,,,,,,,,,,,,,Leeds Music,,,,,,,,
