partName,projectURL,_identifiers-1,note-2:note_type,note-2:note_value,_project.string_key,relatedItem_project,form-2:form_term.uri,form-2:form_term.value,title-1:title_sort_portion,location-1:location_term.uri,location-1:location_term.code,_digital_object_type.string_key,location-1:location_term.value,title-1:title_non_sort_portion,date_created-1:date_created_type,location-1:location_term.authority,_parent_digital_objects-1.identifier,digital_origin-1:digital_origin_value,type_of_resource-1:type_of_resource_value,omeka_identifier-1:omeka_identifier_value,date_created_textual-1:date_created_textual_value,collection-1:collection_term.uri,date_created-1:date_created_start_value,language-1:language_term.uri,language-1:language_term.value,language-1:language_term.authority,note-1:note_type,note-1:note_value,name-1:name_term.uri,name-1:name_term.value,name-1:name_term.name_type,name-1:name_term.authority,name-1:name_role-1.name_role_term.uri,name-1:name_role-1.name_role_term.value,name-1:name_role-1.name_role_term.authority,note-5:note_type,note-5:note_value,location-1:location_shelf_location-1.location_shelf_location_free_text,location-1:location_shelf_location-1.location_shelf_location_box_number,location-1:location_shelf_location-1.location_shelf_location_folder_number,object_in_context_url-1:object_in_context_url_value,abstract-1:abstract_value,subject_name-1:subject_name_term.uri,subject_topic-1:subject_topic_term.uri,subject_title-1:subject_title_term.uri,subject_name-1:subject_name_term.value,subject_title-1:subject_title_term.value,subject_topic-1:subject_topic_term.value,subject_name-1:subject_name_term.authority,subject_name-1:subject_name_term.name_type,subject_title-1:subject_title_term.authority,subject_topic-1:subject_topic_term.authority,subject_hierarchical_geographic-1:subject_hierarchical_geographic_city_text_value,subject_hierarchical_geographic-1:subject_hierarchical_geographic_state_text_value,subject_hierarchical_geographic-1:subject_hierarchical_geographic_county_text_value,subject_hierarchical_geographic-1:subject_hierarchical_geographic_borough_text_value,subject_hierarchical_geographic-1:subject_hierarchical_geographic_province_text_value,subject_hierarchical_geographic-1:subject_hierarchical_geographic_street-1.subject_hierarchical_geographic_street_value,place_of_origin-2:place_of_origin_value,use_and_reproduction-1:use_and_reproduction_value,date_created-1:date_created_end_value,publisher-1:publisher_value,place_of_origin-1:place_of_origin_value,note-4:note_type,note-4:note_value,collection-2:collection_term.uri,collection-2:collection_term.value,clio_identifier-1:clio_identifier_value,note-7:note_type,note-7:note_value
 , , ,filename,Ulysses and Barbara Kay in Assisi 001.jpg, ,Ulysses Kay: Twentieth Century Composer, ,photographs,Ulysses and Barbara Kay in Assisi, , , ,pvt-coll, ,in,local, ,reformatted digital,Still Image,7589,between 1949 and 1952, ,1949, ,eng,iso639-2, ,Date inferred from Ulysses Kay's American Academy in Rome tenure dates.,,,,,,,,,,,,,https://exhibitions.cul.columbia.edu/exhibits/show/kay/prix-de-rome-and-other-honors/prix-de-rome,, , , , , ,"Kay, Ulysses, 1917-1995|Kay, Barbara, 1925-1997", , , , , , , , , , ,"Assisi, Italy",,1952,,,,, ,Kay Family,,,
 , , ,filename,Ulysses and Barbara Kay in Rome Academy 001.jpg, ,Ulysses Kay: Twentieth Century Composer, ,photographs,Ulysses and Barbara Kay at American Academy, , , ,pvt-coll, ,in,local, ,reformatted digital,Still Image,7588,between 1949 and 1952, ,1949, ,eng,iso639-2, ,Date inferred from Ulysses Kay's American Academy in Rome tenure dates., ,"Driggs, Frank", , , , , ,,,,,,https://exhibitions.cul.columbia.edu/exhibits/show/kay/prix-de-rome-and-other-honors/prix-de-rome,, , , , , ,"Kay, Ulysses, 1917-1995|Kay, Barbara, 1925-1997", , , , , , , , , , ,"Rome, Italy",,1952,,,,, ,Kay Family,,,
 , , ,filename,Kay Navy Dance Band 001.jpg, ,Ulysses Kay: Twentieth Century Composer, ,photographs,United States Navy Dance Band, , , ,pvt-coll, ,ap,local, ,reformatted digital,Still Image,7587,circa 1943, ,1943, ,eng,iso639-2,,, ,Paramount Studio, , , , , ,,,,,,https://exhibitions.cul.columbia.edu/exhibits/show/kay/u-s--navy-and-columbia/navy-band,, , , , , ,United States Navy Dance Band, , , , , , , , , , ,"Providence, Rhode Island",,,,,,, ,Kay Family,,,
 , , ,filename,Kay Navy Band 001.jpg, ,Ulysses Kay: Twentieth Century Composer, ,photographs,United States Naval Training School of Indoctrination Band, , , ,pvt-coll, ,ex,local, ,reformatted digital,Still Image,7586,"March, 1943", ,1943-03, ,eng,iso639-2,,,,,,,,,,,,,,,https://exhibitions.cul.columbia.edu/exhibits/show/kay/u-s--navy-and-columbia/navy-band,, , , , , ,United States Naval Training School of Indoctrination Band, , , , , , , , , , ,"Quonset Point, Rhode Island",,,,,,, ,Kay Family,,,
 , , ,filename,Stokowski Tribute program004.jpg, ,Ulysses Kay: Twentieth Century Composer, ,printed ephemera,"Tribute to Leopold Stokowski celebrating his 90th birthday, unnumbered page", , , ,nnc-rb, ,ex,local, ,reformatted digital,Still Image,7452,"April 18, 1972", ,1972-04-18, ,eng,iso639-2,,,,,,,,,,holdings, ,"Programs, 1972", , ,https://exhibitions.cul.columbia.edu/exhibits/show/kay/chamber-music/three-fanfares-for-four-trumpe,"Program contents, which include Fanfares by Ulysses Kay", , , , , ,"Stokowski, Leopold, 1882-1977", , , , , , , , , , ,,,,,,,,,,,,
 , , ,filename,Stokowski Tribute cover003.jpg, ,Ulysses Kay: Twentieth Century Composer, ,printed ephemera,"Tribute to Leopold Stokowski celebrating his 90th birthday, front cover", , , ,nnc-rb, ,ex,local, ,reformatted digital,Still Image,7451,"April 18, 1972", ,1972-04-18, ,eng,iso639-2,,,,,,,,,,holdings, ,"Programs, 1972", , ,https://exhibitions.cul.columbia.edu/exhibits/show/kay/chamber-music/three-fanfares-for-four-trumpe,Program includes Fanfares by Ulysses Kay; includes photograph of Leopold Stokowski., , , , , ,"Stokowski, Leopold, 1882-1977", , , , , , , , , , ,,,,,,,,,,,,
 , , ,filename,Englewood Movement Record Photo009.jpg, ,Ulysses Kay: Twentieth Century Composer, ,clippings,Demonstrators Jailed, , , ,pvt-coll, ,ex,local, ,reformatted digital,Still Image,7450,"February 3, 1962", ,1962-02-03, ,eng,iso639-2,,, ,"Record (Hackensack, N.J.) ", , , , , ,,,,,,https://exhibitions.cul.columbia.edu/exhibits/show/kay/barbara-kay/englewood-movement,Newspaper clipping of the front page of the Record. Shows a photograph of Barbara Kay and Mrs. Byron Baer being arrested for protesting as part of the Englewood Movement. , , , , , ,"Englewood (N.J.) Movement|Kay, Barbara, 1925-1997", , , , , , , , , , ,,,,Bergen Evening Record Corporation,"Hackensack, New Jersey",,, ,Loaned by Virginia Kay,,original,"Record (Hackensack, N.J.), front page"
 , , ,filename,Hinds County Letter Page2.jpg, ,Ulysses Kay: Twentieth Century Composer, ,correspondence,"Letter to Ulysses Kay from Hinds County Jail, back", , , ,nnc-rb, ,ex,local, ,reformatted digital,Still Image,7449,"July 7, 1961", ,1961-07-07, ,eng,iso639-2,,, ,"Kay, Barbara, 1925-1997|Kay, Ulysses, 1917-1995", , , , , ,holdings, ,"Box 85, Folder 9", , ,https://exhibitions.cul.columbia.edu/exhibits/show/kay/barbara-kay/freedom-rider,"Letter from Barbara Kay to her husband Ulysses Kay. Barbara Kay participated in the Mississippi Freedom Rides during the summer of 1961. Arrested in Jackson, she was held in three jails including the Parchman Penitentiary for a total of about 60 days, after receiving a four-month sentence for ""Breach of the Peace."" ", , , , , ,"Freedom Rides, 1961", , , , , , , , , , ,"Jackson, Mississippi",,,,,,,,,,,
 , , ,filename,Hinds County Letter Page1.jpg, ,Ulysses Kay: Twentieth Century Composer, ,correspondence,"Letter to Ulysses Kay from Hinds County Jail, front", , , ,nnc-rb, ,ex,local, ,reformatted digital,Still Image,7448,"July 7, 1961", ,1961-07-07, ,eng,iso639-2,,, ,"Kay, Barbara, 1925-1997|Kay, Ulysses, 1917-1995", , , , , ,holdings, ,"Box 85, Folder 9", , ,https://exhibitions.cul.columbia.edu/exhibits/show/kay/barbara-kay/freedom-rider,"Letter from Barbara Kay to her husband Ulysses Kay. Barbara Kay participated in the Mississippi Freedom Rides during the summer of 1961. Arrested in Jackson, she was held in three jails including the Parchman Penitentiary for a total of about 60 days, after receiving a four-month sentence for ""Breach of the Peace."" ", , , , , ,"Freedom Rides, 1961", , , , , , , , , , ,"Jackson, Mississippi",,,,,,,,,,,
 , , ,filename,Lehman Tribute concert001.jpg, ,Ulysses Kay: Twentieth Century Composer, ,photographs,Ulysses Kay with Guests and Performers at the Lehman College Ulysses Kay Tribute Concert, , , ,nnc-rb, ,ex,local, ,reformatted digital,Still Image,7447,"June 10, 1989", ,1989-06-10, ,eng,iso639-2,,, ,Maher Photo, , , , , ,holdings, ,"Box 80, Folder 74", , ,https://exhibitions.cul.columbia.edu/exhibits/show/kay/lehman-college/retirement-concert,, , , , , ,"Herbert H. Lehman College. Department of Music|Kay, Ulysses, 1917-1995", , , , , , , , , , ,"Bronx, New York",,,,,,,,,,,
 , , ,filename,Lehman Tribute Foss letter003.jpg, ,Ulysses Kay: Twentieth Century Composer, ,correspondence,Letter from Lukas Foss to Ulysses Kay on his retirement, , , ,nnc-rb, ,ex,local, ,reformatted digital,Still Image,7446,"March 15, 1989", ,1989-03-15, ,eng,iso639-2,,, ,"Foss, Lukas, 1922-2009|Kay, Ulysses, 1917-1995", , , , , ,holdings, ,"Box 94, Folder 13", , ,https://exhibitions.cul.columbia.edu/exhibits/show/kay/lehman-college/letters-of-congratulation,,,,,,,,,,,,,,,,,,"New York, New York",,,,,,,,,,,
 , , ,filename,Hinds County Jail010.jpg, ,Ulysses Kay: Twentieth Century Composer, ,printed ephemera,Hinds County Jail Committal Certificate for Barbara Kay, , , ,nnc-rb, ,ex,local, ,reformatted digital,Still Image,7445,"January 9, 1962", ,1962-01-09, ,eng,iso639-2,,, ,Hinds County (Miss.) Jail, , , , , ,holdings, ,"Box 82, Folder 2", , ,https://exhibitions.cul.columbia.edu/exhibits/show/kay/barbara-kay/freedom-rider,"Barbara Kay participated in the Mississippi Freedom Rides during the summer of 1961. Arrested in Jackson, she was held in three jails including the Parchman Penitentiary for a total of about 60 days, after receiving a four-month sentence for ""Breach of the Peace."" ", , , , , ,"Freedom Rides, 1961|Kay, Barbara, 1925-1997", , , , , , , , , , ,"Jackson, Mississippi",,,,,,,,,,,
 , , ,filename,Kay and Ajemion004.jpg, ,Ulysses Kay: Twentieth Century Composer, ,photographs,Ulysses Kay and Anahid Ajemian looking at sheet music, , , ,nnc-rb, ,ex,local, ,reformatted digital,Still Image,7444,1955, ,1955, ,eng,iso639-2,,,,,,,,,,holdings, ,"Box 80, Folder 33", , ,,, , , , , ,"Kay, Ulysses, 1917-1995|Ajemian, Anahid", , , , , , , , , , ,,,,,,,,,,,,
 , , ,filename,Kay and Szell006.jpg, ,Ulysses Kay: Twentieth Century Composer, ,photographs,Ulysses Kay Talking with George Szell, , , ,nnc-rb, ,ex,local, ,reformatted digital,Still Image,7443,1954, ,1954, ,eng,iso639-2,,,,,,,,,,holdings, ,"Box 80, Folder 32", , ,https://exhibitions.cul.columbia.edu/exhibits/show/kay/orchestral-music/sinfonia-in-e,, , , , , ,"Kay, Ulysses, 1917-1995|Szell, George, 1897-1970", , , , , , , , , , ,,,,,,,,,,,,
 , , ,filename,Thirty Days photocopy007.jpg, ,Ulysses Kay: Twentieth Century Composer, ,periodicals,"HiFi Review: Thirty Days In Musical Russia, cover", , , ,nnc-rb, ,ex,local, ,reformatted digital,Still Image,7442,"February, 1959", ,1959-02, ,eng,iso639-2,,, ,"Kay, Ulysses, 1917-1995", , , , , ,holdings, ,"Box 82, Folder 6", , ,https://exhibitions.cul.columbia.edu/exhibits/show/kay/state-department-mission-to-u-/u-s-s-r--trip,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 , , ,filename,Parchman Letter012.jpg, ,Ulysses Kay: Twentieth Century Composer, ,correspondence,Letter to Ulysses Kay from Parchman Penitentiary, , , ,nnc-rb, ,ex,local, ,reformatted digital,Still Image,7441,"July 30, 1961", ,1961-07-30, ,eng,iso639-2,,, ,"Kay, Barbara, 1925-1997|Kay, Ulysses, 1917-1995", , , , , ,holdings, ,"Box 85, Folder 9", , ,https://exhibitions.cul.columbia.edu/exhibits/show/kay/barbara-kay/freedom-rider,"Letter from Barbara Kay to her husband Ulysses Kay. Barbara Kay participated in the Mississippi Freedom Rides during the summer of 1961. Arrested in Jackson, she was held in three jails including the Parchman Penitentiary for a total of about 60 days, after receiving a four-month sentence for ""Breach of the Peace."" ", , , , , ,"Freedom Rides, 1961", , , , , , , , , , ,"Parchman, Mississippi",,,,,,,,,,,
 , , ,filename,Englewood Movement Card.jpg, ,Ulysses Kay: Twentieth Century Composer, ,printed ephemera,Englewood Movement Membership Card, , , ,nnc-rb, ,ap,local, ,reformatted digital,Still Image,7440,circa 1962, ,1962, ,eng,iso639-2,,, ,Englewood (N.J.) Movement, , , , , ,holdings, ,"Box 82, Folder 3", , ,https://exhibitions.cul.columbia.edu/exhibits/show/kay/barbara-kay/englewood-movement,"Barbara Kay participated in the Englewood Movement, the first sit-in in the North, when Englewood residents took over city hall to protest racial segregation in the schools in 1962. ", , , , , ,"Englewood (N.J.) Movement|Kay, Barbara, 1925-1997", , , , , , , , , , ,"Englewood, New Jersey",,,,,,,,,,,
 , , ,filename,220px-The_Quiet_One_VideoCover.jpeg, ,Ulysses Kay: Twentieth Century Composer, ,video recordings,"Quiet One, front cover", , , ,pvt-coll, ,ex,local, ,reformatted digital,Still Image,7439,2007, ,2007, ,eng,iso639-2,,,,,,,,,,,,,,,https://exhibitions.cul.columbia.edu/exhibits/show/kay/film-and-television-scores/the-quiet-one---film,"The Quiet One film DVD Cover, taken from Wikipedia; film distributed by Mayer and Burstyn",,,,,,,,,,,,,,,,,,,,Mayer and Burstyn,,,, ,Mayer and Burstyn,,,
 , , ,filename,Hindemith Yale.jpg, ,Ulysses Kay: Twentieth Century Composer, ,photographs,Paul Hindemith, , , ,pvt-coll, ,in,local, ,reformatted digital,Still Image,7438,between 1940 and 1963, ,1940, ,eng,iso639-2, ,"Yale University Library, Irving S. Gilmore Music Library|Date inferred from Paul Hindemith life dates.",,,,,,,,holdings, ,MSS 47, , ,https://exhibitions.cul.columbia.edu/exhibits/show/kay/eastman-and-yale/yale,, , , , , ,"Hindemith, Paul, 1895-1963", , , , , , , , , , ,,,1963,,,,, ,"Yale University Library, Irving S. Gilmore Music Library",,,
 , , ,filename,CalabreseKayGideonCramer-1.JPG, ,Ulysses Kay: Twentieth Century Composer, ,photographs,"Rosalie Calabrese, Ulysses Kay, Miriam Gideon, and Ed Cramer
", , , ,pvt-coll, ,in,local, ,reformatted digital,Still Image,7437,between 1967 and 1995, ,1967, ,eng,iso639-2, ,"Courtesy of  Rosalie Calabrese, with permission|Date inferred from Ulysses Kay life dates.",,,,,,,,,,,,,https://exhibitions.cul.columbia.edu/exhibits/show/kay/american-composers-association/aca-membership,"Photograph of Rosalie Calabrese, Ulysses Kay, Miriam Gideon, and Ed Cramer BMI Vice President
", , , , , ,"Calabrese, Rosalie|Kay, Ulysses, 1917-1995|Gideon, Miriam, 1906-1996|Cramer, Ed |American Composers Alliance ", , , , , , , , , , ,,,1995,,,,, ,"Courtesy of  Rosalie Calabrese, with permission",,,
 , , ,filename,BarbaraKayTomHayden.jpg, ,Ulysses Kay: Twentieth Century Composer, ,photographs,James Meredith's Freedom March Against Fear, , , ,pvt-coll, ,ex,local, ,reformatted digital,Still Image,7436,1966, ,1966, ,eng,iso639-2,,, ,"Phillips, John F.", , , , , ,,,,,,https://exhibitions.cul.columbia.edu/exhibits/show/kay/barbara-kay/march-against-fear,Photograph of Tom Hayden and Barbara Kay in the Freedom March Against Fear organized by James Meredith. , , , , , ,"Civil rights demonstrations|Kay, Barbara, 1925-1997|Hayden, Tom", , , , , , , , , , ,Mississippi,,,,,,, ,"Baldwin Street Gallery, with permission",,,
 , , ,filename,http://ldpd.lampdev.columbia.edu/ulysses_kay_120248/1202480120.jpg, ,Ulysses Kay: Twentieth Century Composer, ,printed ephemera,"Frederick Douglass program, unnumbered page 23", , , ,"Rare Book and Manuscript Library, Columbia University", ,exact,local, ,reformatted digital,Still Image,7435,"April 14, 1991", ,1991-04-14, ,eng,iso639-2, ,original filename: 1202480120, ,New Jersey State Opera, , , , , ,,,,,,https://exhibitions.cul.columbia.edu/exhibits/show/kay/operas/frederick-douglass---program,"Frederick Douglass: Orchestra members section.

Program for first performance of Frederick Douglass. ",,,,,,,,,,,,,,,,,"Newark, New Jersey",,,,,,,,,,,
 , , ,filename,http://ldpd.lampdev.columbia.edu/ulysses_kay_120248/1202480119.jpg, ,Ulysses Kay: Twentieth Century Composer, ,printed ephemera,"Frederick Douglass program, unnumbered page 22", , , ,"Rare Book and Manuscript Library, Columbia University", ,exact,local, ,reformatted digital,Still Image,7434,"April 14, 1991", ,1991-04-14, ,eng,iso639-2, ,original filename: 1202480119, ,New Jersey State Opera, , , , , ,,,,,,https://exhibitions.cul.columbia.edu/exhibits/show/kay/operas/frederick-douglass---program,"Frederick Douglass: Chorus members section.

Program for first performance of Frederick Douglass. ",,,,,,,,,,,,,,,,,"Newark, New Jersey",,,,,,,,,,,
 , , ,filename,http://ldpd.lampdev.columbia.edu/ulysses_kay_120248/1202480118.jpg, ,Ulysses Kay: Twentieth Century Composer, ,printed ephemera,"Frederick Douglass program, unnumbered page 21", , , ,nnc-rb, ,ex,local, ,reformatted digital,Still Image,7433,"April 14, 1991", ,1991-04-14, ,eng,iso639-2, ,original filename: 1202480118, ,New Jersey State Opera, , , , , ,,,,,,,"Cast and artists' biographies, including portraits of cast members and artists behind the production.

Program for first performance of Frederick Douglass. ", , , , , ,"Dorr, Donald|Johnson, Louis, 1930- |Tagliarino, Salvatore|Warren, Raymond |Davis, Robert Warren", , , , , , , , , , ,"Newark, New Jersey",,,,,,,,,,,
 , , ,filename,http://ldpd.lampdev.columbia.edu/ulysses_kay_120248/1202480117.jpg, ,Ulysses Kay: Twentieth Century Composer, ,printed ephemera,"Frederick Douglass program, unnumbered page 20", , , ,"Rare Book and Manuscript Library, Columbia University", ,exact,local, ,reformatted digital,Still Image,7432,"April 14, 1991", ,1991-04-14, ,eng,iso639-2, ,original filename: 1202480117, ,New Jersey State Opera, , , , , ,,,,,,https://exhibitions.cul.columbia.edu/exhibits/show/kay/operas/frederick-douglass---program,"Cast and artists' biographies, including portraits of cast members and artists/composer.

Program for first performance of Frederick Douglass. ", , , , , ,"Kay, Ulysses, 1917-1995|Nicolson, Mark|Rahming, Gregory|Redmann, Kirk", , , , , , , , , , ,"Newark, New Jersey",,,,,,,,,,,
 , , ,filename,http://ldpd.lampdev.columbia.edu/ulysses_kay_120248/1202480116.jpg, ,Ulysses Kay: Twentieth Century Composer, ,printed ephemera,"Frederick Douglass program, unnumbered page 19", , , ,"Rare Book and Manuscript Library, Columbia University", ,exact,local, ,reformatted digital,Still Image,7431,"April 14, 1991", ,1991-04-14, ,eng,iso639-2, ,original filename: 1202480116, ,New Jersey State Opera, , , , , ,,,,,,https://exhibitions.cul.columbia.edu/exhibits/show/kay/operas/frederick-douglass---program,"Cast biographies, including portraits of cast members.

Program for first performance of Frederick Douglass. ", , , , , ,"Delavan, Mark|Gucci, Jenny|Magliaro, Tracy|Maynor, Kevin, 1954- |Naldi, Ronald", , , , , , , , , , ,"Newark, New Jersey",,,,,,,,,,,
 , , ,filename,http://ldpd.lampdev.columbia.edu/ulysses_kay_120248/1202480115.jpg, ,Ulysses Kay: Twentieth Century Composer, ,printed ephemera,"Frederick Douglass program, unnumbered page 18", , , ,"Rare Book and Manuscript Library, Columbia University", ,exact,local, ,reformatted digital,Still Image,7430,"April 14, 1991", ,1991-04-14, ,eng,iso639-2, ,original filename: 1202480115, ,New Jersey State Opera, , , , , ,,,,,,https://exhibitions.cul.columbia.edu/exhibits/show/kay/operas/frederick-douglass---program,"Cast biographies, including portraits of cast members.

Program for first performance of Frederick Douglass. ", , , , , ,"Barlow, Klara|Buonauro, Anthony|Church, Kenneth|D'Amico, Christine", , , , , , , , , , ,"Newark, New Jersey",,,,,,,,,,,
 , , ,filename,http://ldpd.lampdev.columbia.edu/ulysses_kay_120248/1202480114.jpg, ,Ulysses Kay: Twentieth Century Composer, ,printed ephemera,"Frederick Douglass program, unnumbered page 17", , , ,"Rare Book and Manuscript Library, Columbia University", ,exact,local, ,reformatted digital,Still Image,7429,"April 14, 1991", ,1991-04-14, ,eng,iso639-2, ,original filename: 1202480114, ,New Jersey State Opera, , , , , ,,,,,,https://exhibitions.cul.columbia.edu/exhibits/show/kay/operas/frederick-douglass---program,"Frederick Douglass: Cast and performers list.

Program for first performance of Frederick Douglass, performed at the New Jersey State Opera Newark Symphony Hall",,,,,,,,,,,,,,,,,"Newark, New Jersey",,,,,,,,,,,
 , , ,filename,http://ldpd.lampdev.columbia.edu/ulysses_kay_120248/1202480113.jpg, ,Ulysses Kay: Twentieth Century Composer, ,printed ephemera,"Frederick Douglass program, unnumbered page 16", , , ,"Rare Book and Manuscript Library, Columbia University", ,exact,local, ,reformatted digital,Still Image,7428,"April 14, 1991", ,1991-04-14, ,eng,iso639-2, ,original filename: 1202480113, ,New Jersey State Opera, , , , , ,,,,,,https://exhibitions.cul.columbia.edu/exhibits/show/kay/operas/frederick-douglass---program,"Frederick Douglass: Special Thanks To section. 

Program for first performance of Frederick Douglass. ",,,,,,,,,,,,,,,,,"Newark, New Jersey",,,,,,,,,,,
 , , ,filename,http://ldpd.lampdev.columbia.edu/ulysses_kay_120248/1202480112.jpg, ,Ulysses Kay: Twentieth Century Composer, ,printed ephemera,"Frederick Douglass program, unnumbered page 15", , , ,"Rare Book and Manuscript Library, Columbia University", ,exact,local, ,reformatted digital,Still Image,7427,"April 14, 1991", ,1991-04-14, ,eng,iso639-2, ,original filename: 1202480112, ,"New Jersey State Opera|Dallow, Brian F.", , , , , ,,,,,,https://exhibitions.cul.columbia.edu/exhibits/show/kay/operas/frederick-douglass---program,"Frederick Douglass: Synopsis of the Plot section, part two. 

Program for first performance of Frederick Douglass. ",,,,,,,,,,,,,,,,,"Newark, New Jersey",,,,,,,,,,,
 , , ,filename,http://ldpd.lampdev.columbia.edu/ulysses_kay_120248/1202480111.jpg, ,Ulysses Kay: Twentieth Century Composer, ,printed ephemera,"Frederick Douglass program, unnumbered page 14", , , ,"Rare Book and Manuscript Library, Columbia University", ,exact,local, ,reformatted digital,Still Image,7426,"April 14, 1991", ,1991-04-14, ,eng,iso639-2, ,original filename: 1202480111, ,"New Jersey State Opera|Dallow, Brian F.", , , , , ,,,,,,https://exhibitions.cul.columbia.edu/exhibits/show/kay/operas/frederick-douglass---program,"Frederick Douglass: Synopsis of the Plot section, part one. 

Program for first performance of Frederick Douglass. ",,,,,,,,,,,,,,,,,"Newark, New Jersey",,,,,,,,,,,
 , , ,filename,http://ldpd.lampdev.columbia.edu/ulysses_kay_120248/1202480110.jpg, ,Ulysses Kay: Twentieth Century Composer, ,printed ephemera,"Frederick Douglass program, unnumbered page 13", , , ,"Rare Book and Manuscript Library, Columbia University", ,exact,local, ,reformatted digital,Still Image,7425,"April 14, 1991", ,1991-04-14, ,eng,iso639-2, ,original filename: 1202480110, ,"New Jersey State Opera|Dorr, Donald", , , , , ,,,,,,https://exhibitions.cul.columbia.edu/exhibits/show/kay/operas/frederick-douglass---program,"Program Notes section. 

Program for first performance of Frederick Douglass. ",,,,,,,,,,,,,,,,,"Newark, New Jersey",,,,,,,,,,,
 , , ,filename,http://ldpd.lampdev.columbia.edu/ulysses_kay_120248/1202480109.jpg, ,Ulysses Kay: Twentieth Century Composer, ,printed ephemera,"Frederick Douglass program, front cover", , , ,"Rare Book and Manuscript Library, Columbia University", ,exact,local, ,reformatted digital,Still Image,7424,"April 14, 1991", ,1991-04-14, ,eng,iso639-2, ,original filename: 1202480109.tif, ,New Jersey State Opera, , , , , ,,,,,,https://exhibitions.cul.columbia.edu/exhibits/show/kay/operas/frederick-douglass---program,"Frederick Douglass, first performance, 1990-1991 season of the New Jersey State Opera",,,,,,,,,,,,,,,,,"Newark, New Jersey",,,,,,,,,,,
 , , ,filename,http://ldpd.lampdev.columbia.edu/ulysses_kay_120248/1202480108.jpg, ,Ulysses Kay: Twentieth Century Composer, ,printed ephemera,"Centennial Concert, page 4", , , ,"Rare Book and Manuscript Library, Columbia University", ,exact,local, ,reformatted digital,Still Image,7423,"February 4, 1968", ,1948-02-04, ,eng,iso639-2, ,original filename: 1202480108, ,"Roosevelt University Symphony Orchestra, Chorus and Concert Choir|Chicago Musical College", , , , , ,holdings, ,Box 4, , ,https://exhibitions.cul.columbia.edu/exhibits/show/kay/solo-voice-and-choral-music/stephen-crane-set,"Stephen Crane Set, First performance",,,,,,,,,,,,,,,,,,,,,,,,,,,,
 , , ,filename,http://ldpd.lampdev.columbia.edu/ulysses_kay_120248/1202480107.jpg, ,Ulysses Kay: Twentieth Century Composer, ,printed ephemera,"Centennial Concert, page 3", , , ,"Rare Book and Manuscript Library, Columbia University", ,exact,local, ,reformatted digital,Still Image,7422,"February 4, 1968", ,1968-02-04, ,eng,iso639-2, ,original filename: 1202480107, ,"Roosevelt University Symphony Orchestra, Chorus and Concert Choir|Chicago Musical College", , , , , ,holdings, ,Box 4, , ,https://exhibitions.cul.columbia.edu/exhibits/show/kay/solo-voice-and-choral-music/stephen-crane-set,"Stephen Crane Set, First performance",,,,,,,,,,,,,,,,,,,,,,,,,,,,
 , , ,filename,http://ldpd.lampdev.columbia.edu/ulysses_kay_120248/1202480106.jpg, ,Ulysses Kay: Twentieth Century Composer, ,printed ephemera,"Centennial Concert, page 2", , , ,"Rare Book and Manuscript Library, Columbia University", ,exact,local, ,reformatted digital,Still Image,7421,"February 4, 1968", ,1968-02-04, ,eng,iso639-2, ,original filename: 1202480106, ,"Roosevelt University Symphony Orchestra, Chorus and Concert Choir|Chicago Musical College", , , , , ,holdings, ,Box 4, , ,https://exhibitions.cul.columbia.edu/exhibits/show/kay/solo-voice-and-choral-music/stephen-crane-set,"Stephen Crane Set, First performance",,,,,,,,,,,,,,,,,,,,,,,,,,,,
 , , ,filename,http://ldpd.lampdev.columbia.edu/ulysses_kay_120248/1202480105.jpg, ,Ulysses Kay: Twentieth Century Composer, ,printed ephemera,"Centennial Concert, page 1", , , ,"Rare Book and Manuscript Library, Columbia University", ,exact,local, ,reformatted digital,Still Image,7420,"February 4, 1968", ,1968-02-04, ,eng,iso639-2, ,original filename: 1202480105, ,"Roosevelt University Symphony Orchestra, Chorus and Concert Choir|Chicago Musical College", , , , , ,holdings, ,Box 4, , ,https://exhibitions.cul.columbia.edu/exhibits/show/kay/solo-voice-and-choral-music/stephen-crane-set,"Stephen Crane Set, First performance",,,,,,,,,,,,,,,,,,,,,,,,,,,,
 , , ,filename,http://ldpd.lampdev.columbia.edu/ulysses_kay_120248/1202480104.jpg, ,Ulysses Kay: Twentieth Century Composer, ,manuscripts,"Psalm texts, unnumbered page 2", , , ,"Rare Book and Manuscript Library, Columbia University", ,exact,local, ,reformatted digital,Still Image,7419,1983 October 7, ,1983-10-07, ,eng,iso639-2, ,original filename: 1202480104, ,"Kay, Ulysses, 1917-1995", , , , , ,,,,,,,"Festival Psalms, working typescript",,,,,,,,,,,,,,,,,,Ulysses Kay Estate,,,,,,,,,,
 , , ,filename,http://ldpd.lampdev.columbia.edu/ulysses_kay_120248/1202480103.jpg, ,Ulysses Kay: Twentieth Century Composer, ,manuscripts,"Psalm texts, unnumbered page 1", , , ,"Rare Book and Manuscript Library, Columbia University", ,exact,local, ,reformatted digital,Still Image,7418,1983 October 7, ,1983-10-07, ,eng,iso639-2, ,original filename: 1202480103, ,"Kay, Ulysses, 1917-1995", , , , , ,,,,,,,"Festival Psalms, working typescript",,,,,,,,,,,,,,,,,,Ulysses Kay Estate,,,,,,,,,,
