item - itemId,item - public,item - featured,item - MODS - FormGenre,item - MODS - FormGenre - Authority,item - MODS - KeyDate - Single/Start,item - MODS - KeyDate - End,item - MODS - PublicationDate,item - DublinCore - Date,item - MODS - TypeofDate,item - MODS - RepositoryName,item - MODS - RepositoryName - code,item - MODS - RepositoryName - code - Authority,item - MODS - Subrepository,item - MODS - ShelfLocation,item - DublinCore - Description 1,item - DublinCore - Description 2,item - DublinCore - Title - Display,item - DublinCore - Title - Work,item - DublinCore - Title - Work - Identifier,item - DublinCore - Title - Part,item - DublinCore - Identifier,item - DublinCore - Creator 1,item - DublinCore - Creator 1 - Authority,item - DublinCore - Creator 1 - Authority - Identifier,item - DublinCore - Creator 2,item - DublinCore - Creator 2 - Authority,item - DublinCore - Creator 2 - Authority - Identifier,item - DublinCore - Publisher 1,item - DublinCore - Publisher 2,item - MODS - PublicationPlace 1,item - MODS - PublicationPlace 2,item - MODS - PlaceofOrigin,item - MODS - PlaceofOrigin - Authority - Identifier,Subject - Name,Subject - Name - Authority,Subject - Name - Authority - Identifier,Subject 1 - Topic,Subject 1 - Topic - Authority,Subject 1 - Topic - Authority - Identifier,Subject 2 - Topic,Subject 2 - Topic - Authority,Subject 2 - Topic - Authority - Identifier,Subject - Geographic,Subject - Geographic - Authority,Subject - Geographic - Authority - Identifier,item - DublinCore - Language,item - MODS - LanguageofCataloging,item - MODS - Notes 1,item - MODS - Notes 2,item - OriginalFileLoadedIntoOmeka,item - MODS - DigitalOrigin,item - itemType,item - ItemType - text,item - MODS - PhysicalDescription,item - OmekaCollection,item in context,project URL
,,,playing cards,aat,1911,,circa 1911,circa 1911,approximate,"Avery Architectural & Fine Arts Library, Columbia University",NNC-A,marcorg,Avery Classics Collection,AA735 N4 So893 S,Deck of playing cards with photographs of buildings in New York City,,Souvenir of New York,Souvenir of New York,sny,,CLIO_9065448,"Loeffler, A. (August J.)",,,,,,,,New York?,,,,,,,New York (N.Y.)--Pictorial works,lcsh,http://id.loc.gov/authorities/subjects/sh2008116322,,,,New York (N.Y.),naf,http://id.loc.gov/authorities/names/n79007751,eng,eng,,,,,,,"Physical Dimensions: Leather case containing 52 playing cards with photographic views; Illustrations 9 x 7 cm, in case 7 x 10 cm",Avery’s Architectural Novelties,,http://www.columbia.edu/cgi-bin/cul/resolve?clio9427856
006608,1,0,objects,aat,1880,1890,between 1880 and 1890?,between 1880 and 1890?,approximate,"Avery Architectural & Fine Arts Library, Columbia University",NNC-A,marcorg,Avery Classics Collection,,,,"Washington, D.C. : novelty format with lithographic illustrations. Detail of one of the building images","Washington, D.C. : novelty format with lithographic illustrations",wdc_002,Detail of one of the building images,,,,,,,,,,"Washington, D.C.",,Washington (D.C.),http://id.loc.gov/authorities/names/n79018774,,,,Washington (D.C.)--Pictorial works,lcsh,http://id.loc.gov/authorities/subjects/sh2008117383,"Washington (D.C.)--Buildings, structures, etc",lcsh,http://id.loc.gov/authorities/subjects/sh2008117388,Washington (D.C.),naf,http://id.loc.gov/authorities/names/n79018774,eng,eng,,,original filename: 110178007.jpg,reformatted digital,still image,,,Avery’s Architectural Novelties,https://exhibitions.cul.columbia.edu/exhibits/show/novelties/souvenirs/washington,http://www.columbia.edu/cgi-bin/cul/resolve?clio9427856
006607,1,0,objects,aat,1880,1890,between 1880 and 1890?,between 1880 and 1890?,approximate,"Avery Architectural & Fine Arts Library, Columbia University",NNC-A,marcorg,Avery Classics Collection,,,,"Washington, D.C. : novelty format with lithographic illustrations. View of paper folded with flower on top","Washington, D.C. : novelty format with lithographic illustrations",wdc_001,View of paper folded with flower on top,,,,,,,,,,"Washington, D.C.",,Washington (D.C.),http://id.loc.gov/authorities/names/n79018774,,,,Washington (D.C.)--Pictorial works,lcsh,http://id.loc.gov/authorities/subjects/sh2008117383,"Washington (D.C.)--Buildings, structures, etc",lcsh,http://id.loc.gov/authorities/subjects/sh2008117388,Washington (D.C.),naf,http://id.loc.gov/authorities/names/n79018774,eng,eng,,,original filename: 110178006.jpg,reformatted digital,still image,,,Avery’s Architectural Novelties,https://exhibitions.cul.columbia.edu/exhibits/show/novelties/souvenirs/washington,http://www.columbia.edu/cgi-bin/cul/resolve?clio9427856
006606,1,0,objects,aat,1880,1890,between 1880 and 1890?,between 1880 and 1890?,approximate,"Avery Architectural & Fine Arts Library, Columbia University",NNC-A,marcorg,Avery Classics Collection,,,,"Washington, D.C. : novelty format with lithographic illustrations. View of paper unfolded","Washington, D.C. : novelty format with lithographic illustrations",wdc_000,View of paper unfolded,,,,,,,,,,"Washington, D.C.",,Washington (D.C.),http://id.loc.gov/authorities/names/n79018774,,,,Washington (D.C.)--Pictorial works,lcsh,http://id.loc.gov/authorities/subjects/sh2008117383,"Washington (D.C.)--Buildings, structures, etc",lcsh,http://id.loc.gov/authorities/subjects/sh2008117388,Washington (D.C.),naf,http://id.loc.gov/authorities/names/n79018774,eng,eng,,,original filename: 110178005.jpg,reformatted digital,still image,,,Avery’s Architectural Novelties,https://exhibitions.cul.columbia.edu/exhibits/show/novelties/souvenirs/washington,http://www.columbia.edu/cgi-bin/cul/resolve?clio9427856
,,,objects,aat,1880,1890,between 1880 and 1890?,between 1880 and 1890?,approximate,"Avery Architectural & Fine Arts Library, Columbia University",NNC-A,marcorg,Avery Classics Collection,AA735 W2 W285 S,"Paper fold-out novelty with lithographic illustrations of Washington, D.C.","The novelty of this piece is its form, unfolded it looks like a doily; folded it looks like a folded fan.","Washington, D.C. : novelty format with lithographic illustrations","Washington, D.C. : novelty format with lithographic illustrations",wdc,,CLIO_9065372,,,,,,,,,"Washington, D.C.",,Washington (D.C.),http://id.loc.gov/authorities/names/n79018774,,,,Washington (D.C.)--Pictorial works,lcsh,http://id.loc.gov/authorities/subjects/sh2008117383,"Washington (D.C.)--Buildings, structures, etc",lcsh,http://id.loc.gov/authorities/subjects/sh2008117388,Washington (D.C.),naf,http://id.loc.gov/authorities/names/n79018774,eng,eng,,,,,,,"Physical Dimensions: Comprises 28 images of buildings and other sites in Washington D.C., 26 cm circumference, folded to 13 x 8 cm",Avery’s Architectural Novelties,,http://www.columbia.edu/cgi-bin/cul/resolve?clio9427856
006605,1,0,objects,aat,1924,,1924,1924,,"Avery Architectural & Fine Arts Library, Columbia University",NNC-A,marcorg,Avery Classics Collection,,,,Model village for sand table and project work. Dutch Colonial house,Model village for sand table and project work,mvs_003,Dutch Colonial house,,"Ross, Penny",,,,,,,,"Chicago, IL",,Chicago (Ill.),http://id.loc.gov/authorities/names/n78086438,,,,Villages--United States--History--20th century--Pictorial works,lcsh,,,,,,,,eng,eng,,,original filename: 110178004.jpg,reformatted digital,still image,,,Avery’s Architectural Novelties,https://exhibitions.cul.columbia.edu/exhibits/show/novelties/modelvillage/modelvillage,http://www.columbia.edu/cgi-bin/cul/resolve?clio9427856
006604,1,0,objects,aat,1924,,1924,1924,,"Avery Architectural & Fine Arts Library, Columbia University",NNC-A,marcorg,Avery Classics Collection,,,,"Model village for sand table and project work. Grocery store, general store",Model village for sand table and project work,mvs_002,"Grocery store, general store",,"Ross, Penny",,,,,,,,"Chicago, IL",,Chicago (Ill.),http://id.loc.gov/authorities/names/n78086438,,,,Villages--United States--History--20th century--Pictorial works,lcsh,,,,,,,,eng,eng,,,original filename: 110178003.jpg,reformatted digital,still image,,,Avery’s Architectural Novelties,https://exhibitions.cul.columbia.edu/exhibits/show/novelties/modelvillage/modelvillage,http://www.columbia.edu/cgi-bin/cul/resolve?clio9427856
006603,1,0,objects,aat,1924,,1924,1924,,"Avery Architectural & Fine Arts Library, Columbia University",NNC-A,marcorg,Avery Classics Collection,,"Unmade paper model in sheet form showing a model village. Each object is intended to be colored, cut out and mounted.",,Model village for sand table and project work. View of police and fire station card,Model village for sand table and project work,mvs_001,View of police and fire station card,,"Ross, Penny",,,,,,,,"Chicago, IL",,Chicago (Ill.),http://id.loc.gov/authorities/names/n78086438,,,,Villages--United States--History--20th century--Pictorial works,lcsh,,,,,,,,eng,eng,,,original filename: 110178002.jpg,reformatted digital,still image,,,Avery’s Architectural Novelties,https://exhibitions.cul.columbia.edu/exhibits/show/novelties/modelvillage/modelvillage,http://www.columbia.edu/cgi-bin/cul/resolve?clio9427856
006602,1,0,objects,aat,1924,,1924,1924,,"Avery Architectural & Fine Arts Library, Columbia University",NNC-A,marcorg,Avery Classics Collection,,,,Model village for sand table and project work. View of cover,Model village for sand table and project work,mvs_000,View of cover,,"Ross, Penny",,,,,,,,"Chicago, IL",,Chicago (Ill.),http://id.loc.gov/authorities/names/n78086438,,,,Villages--United States--History--20th century--Pictorial works,lcsh,,,,,,,,eng,eng,,,original filename: 110178001.jpg,reformatted digital,still image,,,Avery’s Architectural Novelties,https://exhibitions.cul.columbia.edu/exhibits/show/novelties/modelvillage/modelvillage,http://www.columbia.edu/cgi-bin/cul/resolve?clio9427856
,,,objects,aat,1924,,1924,1924,,"Avery Architectural & Fine Arts Library, Columbia University",NNC-A,marcorg,Avery Classics Collection,AA9105 R73,"Unmade paper model in sheet form showing a model village. Each object is intended to be colored, cut out and mounted.",,Model village for sand table and project work,Model village for sand table and project work,mvs,,CLIO_9046277,"Ross, Penny",,,,,,,,"Chicago, IL",,Chicago (Ill.),http://id.loc.gov/authorities/names/n78086438,,,,Villages--United States--History--20th century--Pictorial works,lcsh,,,,,,,,eng,eng,"One sheet of instructions, one sheet depicting a car, one sheet depicting accessories including a flag, a fountain and traffic signals, three sheets depicting people, and ten sheets depicting buildings including: a Studio, a Post Office, the Police and Fire Station, the Drugs Store, the Grocery Shop, a Hotel, a Church, a two Houses and a Bandstand.",,,,,,Physical Dimensions: 16 leaves; each illustration 24 x 16 cm,Avery’s Architectural Novelties,,http://www.columbia.edu/cgi-bin/cul/resolve?clio9427856
