item - itemId,item - public,item - featured,item - MODS - FormGenre,item - MODS - FormGenre - Authority,item - MODS - KeyDate - Single/Start,item - MODS - KeyDate - End,item - MODS - PublicationDate,item - DublinCore - Date,item - MODS - TypeofDate,item - MODS - RepositoryName,item - MODS - RepositoryName - code,item - MODS - RepositoryName - code - Authority,item - MODS - Subrepository,item - MODS - ShelfLocation,item - DublinCore - Description 1,item - DublinCore - Description 2,item - DublinCore - Title - Display,item - DublinCore - Title - Work,item - DublinCore - Title - Work - Identifier,item - DublinCore - Title - Part,item - DublinCore - Identifier,item - DublinCore - Creator 1,item - DublinCore - Creator 1 - Authority,item - DublinCore - Creator 1 - Authority - Identifier,item - DublinCore - Creator 2,item - DublinCore - Creator 2 - Authority,item - DublinCore - Creator 2 - Authority - Identifier,item - DublinCore - Publisher 1,item - DublinCore - Publisher 2,item - MODS - PublicationPlace 1,item - MODS - PublicationPlace 2,item - MODS - PlaceofOrigin,item - MODS - PlaceofOrigin - Authority - Identifier,Subject - Name,Subject - Name - Authority,Subject - Name - Authority - Identifier,Subject 1 - Topic,Subject 1 - Topic - Authority,Subject 1 - Topic - Authority - Identifier,Subject 2 - Topic,Subject 2 - Topic - Authority,Subject 2 - Topic - Authority - Identifier,Subject - Geographic,Subject - Geographic - Authority,Subject - Geographic - Authority - Identifier,item - DublinCore - Language,item - MODS - LanguageofCataloging,item - MODS - Notes 1,item - MODS - Notes 2,item - OriginalFileLoadedIntoOmeka,item - MODS - DigitalOrigin,item - itemType,item - ItemType - text,item - MODS - PhysicalDescription,item - OmekaCollection,item in context,project URL
006632,1,0,photographs,aat,1904,,circa 1904,circa 1904,approximate,"Avery Architectural & Fine Arts Library, Columbia University",NNC-A,marcorg,Avery Classics Collection,,,,St. Louis Exposition in a Nutshell. Detail of an interior foldout including an architect's name,St. Louis Exposition in a Nutshell,sle_002,Detail of an interior foldout including an architect's name,,Nutshell Novelty Company,,,,,,,,"Chicago, IL",,Chicago (Ill.),http://id.loc.gov/authorities/names/n78086438,"Louisiana Purchase Exposition Co. (Saint Louis, Mo.)",naf,http://id.loc.gov/authorities/names/n91094010,,,,,,,,,,eng,eng,,,original filename: 110178033.jpg,reformatted digital,still image,,,Avery’s Architectural Novelties,https://exhibitions.cul.columbia.edu/exhibits/show/novelties/stlouisinanutshell/stlouisinanutshell,http://www.columbia.edu/cgi-bin/cul/resolve?clio9427856
006631,1,0,photographs,aat,1904,,circa 1904,circa 1904,approximate,"Avery Architectural & Fine Arts Library, Columbia University",NNC-A,marcorg,Avery Classics Collection,,,,St. Louis Exposition in a Nutshell. Open nutshell showing opening of photographs inside,St. Louis Exposition in a Nutshell,sle_001,Open nutshell showing opening of photographs inside,,Nutshell Novelty Company,,,,,,,,"Chicago, IL",,Chicago (Ill.),http://id.loc.gov/authorities/names/n78086438,"Louisiana Purchase Exposition Co. (Saint Louis, Mo.)",naf,http://id.loc.gov/authorities/names/n91094010,,,,,,,,,,eng,eng,,,original filename: 110178032.jpg,reformatted digital,still image,,,Avery’s Architectural Novelties,https://exhibitions.cul.columbia.edu/exhibits/show/novelties/stlouisinanutshell/stlouisinanutshell,http://www.columbia.edu/cgi-bin/cul/resolve?clio9427856
006630,1,0,photographs,aat,1904,,circa 1904,circa 1904,approximate,"Avery Architectural & Fine Arts Library, Columbia University",NNC-A,marcorg,Avery Classics Collection,,,,St. Louis Exposition in a Nutshell. Closed nutshell,St. Louis Exposition in a Nutshell,sle_000,Closed nutshell,,Nutshell Novelty Company,,,,,,,,"Chicago, IL",,Chicago (Ill.),http://id.loc.gov/authorities/names/n78086438,"Louisiana Purchase Exposition Co. (Saint Louis, Mo.)",naf,http://id.loc.gov/authorities/names/n91094010,,,,,,,,,,eng,eng,,,original filename: 110178031.jpg,reformatted digital,still image,,,Avery’s Architectural Novelties,https://exhibitions.cul.columbia.edu/exhibits/show/novelties/stlouisinanutshell/stlouisinanutshell,http://www.columbia.edu/cgi-bin/cul/resolve?clio9427856
,,,photographs,aat,1904,,circa 1904,circa 1904,approximate,"Avery Architectural & Fine Arts Library, Columbia University",NNC-A,marcorg,Avery Classics Collection,AA6750 Sa2 1904 N8,Nutshell case containing photographic views of the Louisiana Purchase Exposition held in St. Louis in 1904,,St. Louis Exposition in a Nutshell,St. Louis Exposition in a Nutshell,sle,,CLIO_600865,Nutshell Novelty Company,,,,,,,,"Chicago, IL",,Chicago (Ill.),http://id.loc.gov/authorities/names/n78086438,"Louisiana Purchase Exposition Co. (Saint Louis, Mo.)",naf,http://id.loc.gov/authorities/names/n91094010,,,,,,,,,,eng,eng,"Photographs of the exposition mounted on accordion-style paper, enclosed in a nutshell case with a red, white, and blue string tie",,,,,,"Physical Dimensions: 1-1/2"" length of nutshell",Avery’s Architectural Novelties,,http://www.columbia.edu/cgi-bin/cul/resolve?clio9427856
006629,1,0,photographs,aat,1870,1876,between 1870 and 1877,between 1870 and 1877,approximate,"Avery Architectural & Fine Arts Library, Columbia University",NNC-A,marcorg,Avery Classics Collection,,,,Buildings in New York. Case open showing photographs on accordion folds within,Buildings in New York,bny_001,Case open showing photographs on accordion folds within,,Boston Diatite Company,,,,,,,,"Boston, MA",,Boston (Mass.),http://id.loc.gov/authorities/names/n79045553,,,,"New York (N.Y.)--Buildings, structures, etc",lcsh,http://id.loc.gov/authorities/subjects/sh2008116320,,,,,,,eng,eng,,,original filename: 110178030.jpg,reformatted digital,still image,,,Avery’s Architectural Novelties,https://exhibitions.cul.columbia.edu/exhibits/show/novelties/buildingsofnyc/buildingsofnyc,http://www.columbia.edu/cgi-bin/cul/resolve?clio9427856
006628,1,0,photographs,aat,1870,1876,between 1870 and 1876,between 1870 and 1876,approximate,"Avery Architectural & Fine Arts Library, Columbia University",NNC-A,marcorg,Avery Classics Collection,,,,"Buildings in New York. Case cover, closed",Buildings in New York,bny_000,"Case cover, closed",,Boston Diatite Company,,,,,,,,"Boston, MA",,Boston (Mass.),http://id.loc.gov/authorities/names/n79045553,,,,"New York (N.Y.)--Buildings, structures, etc",lcsh,http://id.loc.gov/authorities/subjects/sh2008116320,,,,,,,eng,eng,,,original filename: 110178029.jpg,reformatted digital,still image,,,Avery’s Architectural Novelties,https://exhibitions.cul.columbia.edu/exhibits/show/novelties/buildingsofnyc/buildingsofnyc,http://www.columbia.edu/cgi-bin/cul/resolve?clio9427856
,,,photographs,aat,1870,1876,between 1870 and 1876,between 1870 and 1876,approximate,"Avery Architectural & Fine Arts Library, Columbia University",NNC-A,marcorg,Avery Classics Collection,AA735 N4 1870 B65 S,"Albumen photographs of St. George's Church, Tabernacle Church, Academy of Design, Union Square, Grand Hotel, Grand Opera House, Academy of Music, Residence of A.T. Stewart, City Hall, Everett House, Union League House, St. Luke's Hospital.",,Buildings in New York,Buildings in New York,bny,,CLIO_573808,Boston Diatite Company,,,,,,,,"Boston, MA",,Boston (Mass.),http://id.loc.gov/authorities/names/n79045553,,,,"New York (N.Y.)--Buildings, structures, etc",lcsh,http://id.loc.gov/authorities/subjects/sh2008116320,,,,,,,eng,eng,"Housed in and attached to a covered round thermoplastic case (2"" in diameter).",,,,,,"Physical Dimensions: Comprises twelve round albumen print photos, mounted accordion-style on one folded strip of paper; 2"" diameter for case",Avery’s Architectural Novelties,,http://www.columbia.edu/cgi-bin/cul/resolve?clio9427856
006627,1,0,objects,aat,1887,1893,between 1887 and 1895,between 1887 and 1895,approximate,"Avery Architectural & Fine Arts Library, Columbia University",NNC-A,marcorg,Avery Classics Collection,,,,"Sherwin-Williams paints for exterior and interior use on structures, vehicles, etc. Close-up of several dissembled puzzle pieces","Sherwin-Williams paints for exterior and interior use on structures, vehicles, etc.",swp_002,Close-up of several dissembled puzzle pieces,,Sherwin-Williams Company,naf,http://id.loc.gov/authorities/names/n89651863,"Clemens, E. J.",naf,http://id.loc.gov/authorities/names/no2002062407,,,"Clayville, NY",,Oneida County (N.Y.),http://id.loc.gov/authorities/names/n80073548,Sherwin-Williams Company,naf,http://id.loc.gov/authorities/names/n89651863,Paint industry and trade,lcsh,http://id.loc.gov/authorities/subjects/sh85096629,Paint industry and trade--Ohio--Cleveland--Pictorial works,lcsh,,,,,eng,eng,,,original filename: 110178028.jpg,reformatted digital,still image,,,Avery’s Architectural Novelties,https://exhibitions.cul.columbia.edu/exhibits/show/novelties/sherwinwilliams/sherwinwilliams,http://www.columbia.edu/cgi-bin/cul/resolve?clio9427856
006626,1,0,objects,aat,1887,1893,between 1887 and 1894,between 1887 and 1894,approximate,"Avery Architectural & Fine Arts Library, Columbia University",NNC-A,marcorg,Avery Classics Collection,,,,"Sherwin-Williams paints for exterior and interior use on structures, vehicles, etc. Whole puzzle with all pieces completed, United States map side up","Sherwin-Williams paints for exterior and interior use on structures, vehicles, etc.",swp_001,"Whole puzzle with all pieces completed, United States map side up",,Sherwin-Williams Company,naf,http://id.loc.gov/authorities/names/n89651863,"Clemens, E. J.",naf,http://id.loc.gov/authorities/names/no2002062407,,,"Clayville, NY",,Oneida County (N.Y.),http://id.loc.gov/authorities/names/n80073548,Sherwin-Williams Company,naf,http://id.loc.gov/authorities/names/n89651863,Paint industry and trade,lcsh,http://id.loc.gov/authorities/subjects/sh85096629,Paint industry and trade--Ohio--Cleveland--Pictorial works,lcsh,,,,,eng,eng,,,original filename: 110178027.jpg,reformatted digital,still image,,,Avery’s Architectural Novelties,https://exhibitions.cul.columbia.edu/exhibits/show/novelties/sherwinwilliams/sherwinwilliams,http://www.columbia.edu/cgi-bin/cul/resolve?clio9427856
006625,1,0,objects,aat,1887,1893,between 1887 and 1893,between 1887 and 1893,approximate,"Avery Architectural & Fine Arts Library, Columbia University",NNC-A,marcorg,Avery Classics Collection,,,,"Sherwin-Williams paints for exterior and interior use on structures, vehicles, etc. Whole puzzle with all pieces completed, Sherwin-Williams advertisement side up","Sherwin-Williams paints for exterior and interior use on structures, vehicles, etc.",swp_000,"Whole puzzle with all pieces completed, Sherwin-Williams advertisement side up",,Sherwin-Williams Company,naf,http://id.loc.gov/authorities/names/n89651863,"Clemens, E. J.",naf,http://id.loc.gov/authorities/names/no2002062407,,,"Clayville, NY",,Oneida County (N.Y.),http://id.loc.gov/authorities/names/n80073548,Sherwin-Williams Company,naf,http://id.loc.gov/authorities/names/n89651863,Paint industry and trade,lcsh,http://id.loc.gov/authorities/subjects/sh85096629,Paint industry and trade--Ohio--Cleveland--Pictorial works,lcsh,,,,,eng,eng,,,original filename: 110178026.jpg,reformatted digital,still image,,,Avery’s Architectural Novelties,https://exhibitions.cul.columbia.edu/exhibits/show/novelties/sherwinwilliams/sherwinwilliams,http://www.columbia.edu/cgi-bin/cul/resolve?clio9427856
,,,objects,aat,1887,1893,between 1887 and 1893,between 1887 and 1893,approximate,"Avery Architectural & Fine Arts Library, Columbia University",NNC-A,marcorg,Avery Classics Collection,AT6050 SH58 1887 F,Double-sided jigsaw puzzle with an advertisement for Sherwin-Williams paints on one side and Clemens' map of the United States on the other,,"Sherwin-Williams paints for exterior and interior use on structures, vehicles, etc.","Sherwin-Williams paints for exterior and interior use on structures, vehicles, etc.",swp,,CLIO_6444583,Sherwin-Williams Company,naf,http://id.loc.gov/authorities/names/n89651863,"Clemens, E. J.",naf,http://id.loc.gov/authorities/names/no2002062407,,,"Clayville, NY",,Oneida County (N.Y.),http://id.loc.gov/authorities/names/n80073548,Sherwin-Williams Company,naf,http://id.loc.gov/authorities/names/n89651863,Paint industry and trade,lcsh,http://id.loc.gov/authorities/subjects/sh85096629,Paint industry and trade--Ohio--Cleveland--Pictorial works,lcsh,,,,,eng,eng,,,,,,,"Physical Dimensions: Jigsaw puzzle with 49 pieces, paper glued on wood; 29 x 40 cm",Avery’s Architectural Novelties,,http://www.columbia.edu/cgi-bin/cul/resolve?clio9427856
006624,1,0,photographs,aat,1852,,1852,1852,,"Avery Architectural & Fine Arts Library, Columbia University",NNC-A,marcorg,Avery Classics Collection,,,,Views of the interior and exterior of Windsor Castle : forming a supplemental volume to the Mansions of England. View with cards fanned out,Views of the interior and exterior of Windsor Castle : forming a supplemental volume to the Mansions of England,vie_002,View with cards fanned out,,"Nash, Joseph, 1809-1878",naf,http://id.loc.gov/authorities/names/no2002088311,,,,,,London,,London (England),http://id.loc.gov/authorities/names/n79005665,Windsor Castle,naf,http://id.loc.gov/authorities/names/n50067807,,,,,,,,,,eng,eng,,,original filename: 110178025.jpg,reformatted digital,still image,,,Avery’s Architectural Novelties,https://exhibitions.cul.columbia.edu/exhibits/show/novelties/decksofcards/windsorcastle,http://www.columbia.edu/cgi-bin/cul/resolve?clio9427856
006623,1,0,photographs,aat,1852,,1852,1852,,"Avery Architectural & Fine Arts Library, Columbia University",NNC-A,marcorg,Avery Classics Collection,,,,"Views of the interior and exterior of Windsor Castle : forming a supplemental volume to the Mansions of England. Front of leather case, open, with cards arranged next to it in a stack",Views of the interior and exterior of Windsor Castle : forming a supplemental volume to the Mansions of England,vie_001,"Front of leather case, open, with cards arranged next to it in a stack",,"Nash, Joseph, 1809-1878",naf,http://id.loc.gov/authorities/names/no2002088311,,,,,,London,,London (England),http://id.loc.gov/authorities/names/n79005665,Windsor Castle,naf,http://id.loc.gov/authorities/names/n50067807,,,,,,,,,,eng,eng,,,original filename: 110178024.jpg,reformatted digital,still image,,,Avery’s Architectural Novelties,https://exhibitions.cul.columbia.edu/exhibits/show/novelties/decksofcards/windsorcastle,http://www.columbia.edu/cgi-bin/cul/resolve?clio9427856
006622,1,0,photographs,aat,1852,,1852,1852,,"Avery Architectural & Fine Arts Library, Columbia University",NNC-A,marcorg,Avery Classics Collection,,,,"Views of the interior and exterior of Windsor Castle : forming a supplemental volume to the Mansions of England. Front of leather case, closed",Views of the interior and exterior of Windsor Castle : forming a supplemental volume to the Mansions of England,vie_000,"Front of leather case, closed",,"Nash, Joseph, 1809-1878",naf,http://id.loc.gov/authorities/names/no2002088311,,,,,,London,,London (England),http://id.loc.gov/authorities/names/n79005665,Windsor Castle,naf,http://id.loc.gov/authorities/names/n50067807,,,,,,,,,,eng,eng,,,original filename: 110178023.jpg,reformatted digital,still image,,,Avery’s Architectural Novelties,https://exhibitions.cul.columbia.edu/exhibits/show/novelties/decksofcards/windsorcastle,http://www.columbia.edu/cgi-bin/cul/resolve?clio9427856
,,,photographs,aat,1852,,1852,1852,,"Avery Architectural & Fine Arts Library, Columbia University",NNC-A,marcorg,Avery Classics Collection,AA447 W6 N2533 S,"Interior and exterior views of Windsor castle, forming a supplement to Joseph Nash's Mansions of England",,Views of the interior and exterior of Windsor Castle : forming a supplemental volume to the Mansions of England,Views of the interior and exterior of Windsor Castle : forming a supplemental volume to the Mansions of England,vie,,CLIO_8554732,"Nash, Joseph, 1809-1878",naf,http://id.loc.gov/authorities/names/no2002088311,,,,,,London,,London (England),http://id.loc.gov/authorities/names/n79005665,Windsor Castle,naf,http://id.loc.gov/authorities/names/n50067807,,,,,,,,,,eng,eng,,,,,,,"Physical Dimensions: Red leather case containing 25 photoprints, 7 x 11 cm",Avery’s Architectural Novelties,,http://www.columbia.edu/cgi-bin/cul/resolve?clio9427856
006621,1,0,books,aat,1970,,1970,1970,,"Avery Architectural & Fine Arts Library, Columbia University",NNC-A,marcorg,Avery Classics Collection,,,,Documenta; the Paolo Soleri retrospective. View of case closed,Documenta; the Paolo Soleri retrospective,dps_003,View of case closed,,"Wall, Donald",naf,http://id.loc.gov/authorities/names/n50019631,,,,Corcoran Gallery of Art,,Washington (D.C.),,Washington (D.C.),http://id.loc.gov/authorities/names/n79018774,"Soleri, Paolo, 1919-2013",naf,http://id.loc.gov/authorities/names/n50016748,,,,,,,,,,eng,eng,,,Original Filename: 110178022.jpg,reformatted digital,still image,,,Avery’s Architectural Novelties,https://exhibitions.cul.columbia.edu/exhibits/show/novelties/documenta/documenta,http://www.columbia.edu/cgi-bin/cul/resolve?clio9427856
006620,1,0,books,aat,1970,,1970,1970,,"Avery Architectural & Fine Arts Library, Columbia University",NNC-A,marcorg,Avery Classics Collection,,,,Documenta; the Paolo Soleri retrospective. View of case open,Documenta; the Paolo Soleri retrospective,dps_002,View of case open,,"Wall, Donald",naf,http://id.loc.gov/authorities/names/n50019631,,,,Corcoran Gallery of Art,,Washington (D.C.),,Washington (D.C.),http://id.loc.gov/authorities/names/n79018774,"Soleri, Paolo, 1919-2013",naf,http://id.loc.gov/authorities/names/n50016748,,,,,,,,,,eng,eng,,,Original Filename: 110178021.jpg,reformatted digital,still image,,,Avery’s Architectural Novelties,https://exhibitions.cul.columbia.edu/exhibits/show/novelties/documenta/documenta,http://www.columbia.edu/cgi-bin/cul/resolve?clio9427856
006619,1,0,books,aat,1970,,1970,1970,,"Avery Architectural & Fine Arts Library, Columbia University",NNC-A,marcorg,Avery Classics Collection,,,,"Documenta; the Paolo Soleri retrospective. Unrolled illustration with case, 2",Documenta; the Paolo Soleri retrospective,dps_001,"Unrolled illustration with case, 2",,"Wall, Donald",naf,http://id.loc.gov/authorities/names/n50019631,,,,Corcoran Gallery of Art,,Washington (D.C.),,Washington (D.C.),http://id.loc.gov/authorities/names/n79018774,"Soleri, Paolo, 1919-2013",naf,http://id.loc.gov/authorities/names/n50016748,,,,,,,,,,eng,eng,,,Original Filename: 110178020.jpg,reformatted digital,still image,,,Avery’s Architectural Novelties,https://exhibitions.cul.columbia.edu/exhibits/show/novelties/documenta/documenta,http://www.columbia.edu/cgi-bin/cul/resolve?clio9427856
006618,1,0,books,aat,1970,,1970,1970,,"Avery Architectural & Fine Arts Library, Columbia University",NNC-A,marcorg,Avery Classics Collection,,,,Documenta; the Paolo Soleri retrospective. Unrolled illustration with case,Documenta; the Paolo Soleri retrospective,dps_000,Unrolled illustration with case,,"Wall, Donald",naf,http://id.loc.gov/authorities/names/n50019631,,,,Corcoran Gallery of Art,,Washington (D.C.),,Washington (D.C.),http://id.loc.gov/authorities/names/n79018774,"Soleri, Paolo, 1919-2013",naf,http://id.loc.gov/authorities/names/n50016748,,,,,,,,,,eng,eng,,,Original Filename: 110178019.jpg,reformatted digital,still image,,,Avery’s Architectural Novelties,https://exhibitions.cul.columbia.edu/exhibits/show/novelties/documenta/documenta,http://www.columbia.edu/cgi-bin/cul/resolve?clio9427856
,,,books,aat,1970,,1970,1970,,"Avery Architectural & Fine Arts Library, Columbia University",NNC-A,marcorg,Avery Classics Collection,AA685 So43 W1533,"Catalog of an exhibition held at the Corcoran Gallery of Art, February 20-April 5, 1970",,Documenta; the Paolo Soleri retrospective,Documenta; the Paolo Soleri retrospective,dps,,CLIO_348807,"Wall, Donald",naf,http://id.loc.gov/authorities/names/n50019631,,,,Corcoran Gallery of Art,,Washington (D.C.),,Washington (D.C.),http://id.loc.gov/authorities/names/n79018774,"Soleri, Paolo, 1919-2013",naf,http://id.loc.gov/authorities/names/n50016748,,,,,,,,,,eng,eng,,,,,,,"Physical Dimensions: 84 pages (including cover), illustrations 25 cm., and case (with 16 rolls of illustrations) 28 cm.",Avery’s Architectural Novelties,,http://www.columbia.edu/cgi-bin/cul/resolve?clio9427856
006617,1,0,photographs,aat,1875,,circa 1875?,circa 1875?,approximate,"Avery Architectural & Fine Arts Library, Columbia University",NNC-A,marcorg,Avery Classics Collection,,,,Masonic Temple New York City. Close-up of three cards,Masonic Temple New York City,mtn_002,Close-up of three cards,,E. & H.T. Anthony (Firm),naf,http://id.loc.gov/authorities/names/n79021575,,,,,,New York,,New York (N.Y.),http://id.loc.gov/authorities/names/n79007751,"Le Brun, Napoleon, 1821-1901",naf,http://id.loc.gov/authorities/names/nr93019642,Freemasons,fast,http://id.worldcat.org/fast/533636,Buildings,fast,http://id.worldcat.org/fast/840962,,,,eng,eng,,,original filename: 110178018.jpg,reformatted digital,still image,,,Avery’s Architectural Novelties,https://exhibitions.cul.columbia.edu/exhibits/show/novelties/masonictemple/masonictemple,http://www.columbia.edu/cgi-bin/cul/resolve?clio9427856
006616,1,0,photographs,aat,1875,,circa 1875?,circa 1875?,approximate,"Avery Architectural & Fine Arts Library, Columbia University",NNC-A,marcorg,Avery Classics Collection,,,,"Masonic Temple New York City. View of case, open with cards fanned out",Masonic Temple New York City,mtn_001,"View of case, open with cards fanned out",,E. & H.T. Anthony (Firm),naf,http://id.loc.gov/authorities/names/n79021575,,,,,,New York,,New York (N.Y.),http://id.loc.gov/authorities/names/n79007751,"Le Brun, Napoleon, 1821-1901",naf,http://id.loc.gov/authorities/names/nr93019642,Freemasons,fast,http://id.worldcat.org/fast/533636,Buildings,fast,http://id.worldcat.org/fast/840962,,,,eng,eng,,,original filename: 110178017.jpg,reformatted digital,still image,,,Avery’s Architectural Novelties,https://exhibitions.cul.columbia.edu/exhibits/show/novelties/masonictemple/masonictemple,http://www.columbia.edu/cgi-bin/cul/resolve?clio9427856
006615,1,0,photographs,aat,1875,,circa 1875?,circa 1875?,approximate,"Avery Architectural & Fine Arts Library, Columbia University",NNC-A,marcorg,Avery Classics Collection,,,,"Masonic Temple New York City. View of case, closed",Masonic Temple New York City,mtn_000,"View of case, closed",,E. & H.T. Anthony (Firm),naf,http://id.loc.gov/authorities/names/n79021575,,,,,,New York,,New York (N.Y.),http://id.loc.gov/authorities/names/n79007751,"Le Brun, Napoleon, 1821-1901",naf,http://id.loc.gov/authorities/names/nr93019642,Freemasons,fast,http://id.worldcat.org/fast/533636,Buildings,fast,http://id.worldcat.org/fast/840962,,,,eng,eng,,,original filename: 110178016.jpg,reformatted digital,still image,,,Avery’s Architectural Novelties,,http://www.columbia.edu/cgi-bin/cul/resolve?clio9427856
,,,photographs,aat,1875,,circa 1875?,circa 1875?,approximate,"Avery Architectural & Fine Arts Library, Columbia University",NNC-A,marcorg,Avery Classics Collection,AA735 N4 ZM383 S,"Stereographs of the Masonic Temple located on the northeast corner of 23rd Street and 6th Avenue. The building was designed by N. Le Brun, its cornerstone laid on June 8th, 1870. The building was dedicated on June 2nd 1875.",,Masonic Temple New York City,Masonic Temple New York City,mtn,,CLIO_6030281,E. & H.T. Anthony (Firm),naf,http://id.loc.gov/authorities/names/n79021575,,,,,,New York,,New York (N.Y.),http://id.loc.gov/authorities/names/n79007751,"Le Brun, Napoleon, 1821-1901",naf,http://id.loc.gov/authorities/names/nr93019642,Freemasons,fast,http://id.worldcat.org/fast/533636,Buildings,fast,http://id.worldcat.org/fast/840962,,,,eng,eng,,,,,,,"Physical Dimensions: 26 photographic prints on stereo cards, 11 x 18 cm",Avery’s Architectural Novelties,,http://www.columbia.edu/cgi-bin/cul/resolve?clio9427856
006614,1,0,objects,aat,1880,1890,between 1880 and 1890,between 1880 and 1890,approximate,"Avery Architectural & Fine Arts Library, Columbia University",NNC-A,marcorg,Avery Classics Collection,,,,"Saint Augustine, Florida. View of novelty from other side","Saint Augustine, Florida",saf_002,View of novelty from other side,,,,,,,,,,"Saint Augustine, Florida?",,,,,,,"Saint Augustine (Fla.)--Buildings, structures, etc.--Pictorial works",lcsh,,,,,Saint Augustine (Fla.),naf,http://id.loc.gov/authorities/names/n79095312,eng,eng,,,original filename: 110178015.jpg,reformatted digital,still image,,,Avery’s Architectural Novelties,https://exhibitions.cul.columbia.edu/exhibits/show/novelties/souvenirs/staugustine,http://www.columbia.edu/cgi-bin/cul/resolve?clio9427856
006613,1,0,objects,aat,1880,1890,between 1880 and 1890,between 1880 and 1890,approximate,"Avery Architectural & Fine Arts Library, Columbia University",NNC-A,marcorg,Avery Classics Collection,,,,"Saint Augustine, Florida. View of novelty from side","Saint Augustine, Florida",saf_001,View of novelty from side,,,,,,,,,,"Saint Augustine, Florida?",,,,,,,"Saint Augustine (Fla.)--Buildings, structures, etc.--Pictorial works",lcsh,,,,,Saint Augustine (Fla.),naf,http://id.loc.gov/authorities/names/n79095312,eng,eng,,,original filename: 110178014.jpg,reformatted digital,still image,,,Avery’s Architectural Novelties,https://exhibitions.cul.columbia.edu/exhibits/show/novelties/souvenirs/staugustine,http://www.columbia.edu/cgi-bin/cul/resolve?clio9427856
006612,1,0,objects,aat,1880,1890,between 1880 and 1890,between 1880 and 1890,approximate,"Avery Architectural & Fine Arts Library, Columbia University",NNC-A,marcorg,Avery Classics Collection,,,,"Saint Augustine, Florida. View of novelty from top","Saint Augustine, Florida",saf_000,View of novelty from top,,,,,,,,,,"Saint Augustine, Florida?",,,,,,,"Saint Augustine (Fla.)--Buildings, structures, etc.--Pictorial works",lcsh,,,,,Saint Augustine (Fla.),naf,http://id.loc.gov/authorities/names/n79095312,eng,eng,,,original filename: 110178013.jpg,reformatted digital,still image,,,Avery’s Architectural Novelties,https://exhibitions.cul.columbia.edu/exhibits/show/novelties/souvenirs/staugustine,http://www.columbia.edu/cgi-bin/cul/resolve?clio9427856
,,,objects,aat,1880,1890,between 1880 and 1890,between 1880 and 1890,approximate,"Avery Architectural & Fine Arts Library, Columbia University",NNC-A,marcorg,Avery Classics Collection,AA735 Sa18 Sa18 S,Novelty format with lithographic illustrations,,"Saint Augustine, Florida","Saint Augustine, Florida",saf,,CLIO_7703177,,,,,,,,,"Saint Augustine, Florida?",,,,,,,"Saint Augustine (Fla.)--Buildings, structures, etc.--Pictorial works",lcsh,,,,,Saint Augustine (Fla.),naf,http://id.loc.gov/authorities/names/n79095312,eng,eng,"Each image is mounted on blue board with gold decoration, eight images in the upper half facing inward, eight in the lower half facing outward. In the center of the upper half is a color image of (local?) flora.",,,,,,"Physical Dimensions: Sixteen lithographic images are mounted in a structure which resembles a lotus flower or a standing rib roast; images 4 cm diameter, on mount 11 x 19 x 19 cm",Avery’s Architectural Novelties,,http://www.columbia.edu/cgi-bin/cul/resolve?clio9427856
006611,1,0,playing cards,aat,1911,,circa 1911,circa 1911,approximate,"Avery Architectural & Fine Arts Library, Columbia University",NNC-A,marcorg,Avery Classics Collection,,,,Souvenir of New York. Detail of one card,Souvenir of New York,sny_002,Detail of one card,,"Loeffler, A. (August J.)",,,,,,,,New York?,,,,,,,New York (N.Y.)--Pictorial works,lcsh,http://id.loc.gov/authorities/subjects/sh2008116322,,,,New York (N.Y.),naf,http://id.loc.gov/authorities/names/n79007751,eng,eng,,,original filename: 110178010.jpg,reformatted digital,still image,,,Avery’s Architectural Novelties,https://exhibitions.cul.columbia.edu/exhibits/show/novelties/decksofcards/goodluck,http://www.columbia.edu/cgi-bin/cul/resolve?clio9427856
006610,1,0,playing cards,aat,1911,,circa 1911,circa 1911,approximate,"Avery Architectural & Fine Arts Library, Columbia University",NNC-A,marcorg,Avery Classics Collection,,,,Souvenir of New York. View of five or six cards fanned out,Souvenir of New York,sny_001,View of five or six cards fanned out,,"Loeffler, A. (August J.)",,,,,,,,New York?,,,,,,,New York (N.Y.)--Pictorial works,lcsh,http://id.loc.gov/authorities/subjects/sh2008116322,,,,New York (N.Y.),naf,http://id.loc.gov/authorities/names/n79007751,eng,eng,,,original filename: 110178009.jpg,reformatted digital,still image,,,Avery’s Architectural Novelties,https://exhibitions.cul.columbia.edu/exhibits/show/novelties/decksofcards/goodluck,http://www.columbia.edu/cgi-bin/cul/resolve?clio9427856
006609,1,0,playing cards,aat,1911,,circa 1911,circa 1911,approximate,"Avery Architectural & Fine Arts Library, Columbia University",NNC-A,marcorg,Avery Classics Collection,,,,"Souvenir of New York. View of case with ""Good Luck"" cover",Souvenir of New York,sny_000,"View of case with ""Good Luck"" cover",,"Loeffler, A. (August J.)",,,,,,,,New York?,,,,,,,New York (N.Y.)--Pictorial works,lcsh,http://id.loc.gov/authorities/subjects/sh2008116322,,,,New York (N.Y.),naf,http://id.loc.gov/authorities/names/n79007751,eng,eng,,,original filename: 110178008.jpg,reformatted digital,still image,,,Avery’s Architectural Novelties,https://exhibitions.cul.columbia.edu/exhibits/show/novelties/decksofcards/goodluck,http://www.columbia.edu/cgi-bin/cul/resolve?clio9427856
