_digital_object_type.string_key,_parent_digital_objects-1.identifier,_project.string_key,collection-1:collection_term.value,collection-1:collection_term.uri,name-1:name_term.value,name-1:name_term.name_type,name-1:name_role-1:name_role_term.value,name-1:name_role-1:name_role_term.authority,name-1:name_role-1:name_role_term.uri,name-1:name_role-2:name_role_term.value,name-1:name_role-2:name_role_term.authority,name-1:name_role-2:name_role_term.uri,name-1:name_term.authority,name-1:name_term.uri,name-2:name_term.value,name-2:name_term.name_type,name-2:name_role-1:name_role_term.value,name-2:name_role-1:name_role_term.authority,name-2:name_role-1:name_role_term.uri,name-2:name_term.authority,name-2:name_term.uri,name-3:name_term.value,name-3:name_term.name_type,name-3:name_role-1:name_role_term.value,name-3:name_role-1:name_role_term.authority,name-3:name_role-1:name_role_term.uri,name-3:name_role-2:name_role_term.value,name-3:name_role-2:name_role_term.authority,name-3:name_role-2:name_role_term.uri,name-3:name_term.authority,name-3:name_term.uri,name-4:name_term.value,name-4:name_term.name_type,name-4:name_role-1:name_role_term.value,name-4:name_role-1:name_role_term.authority,name-4:name_role-1:name_role_term.uri,name-4:name_term.authority,name-4:name_term.uri,name-5:name_term.value,name-5:name_term.name_type,name-5:name_role-1:name_role_term.value,name-5:name_role-1:name_role_term.authority,name-5:name_role-1:name_role_term.uri,name-5:name_term.authority,name-5:name_term.uri,name-6:name_term.value,name-6:name_term.name_type,name-6:name_role-1:name_role_term.value,name-6:name_role-1:name_role_term.authority,name-6:name_role-1:name_role_term.uri,name-6:name_term.authority,name-6:name_term.uri,name-7:name_term.value,name-7:name_term.name_type,name-7:name_role-1:name_role_term.value,name-7:name_role-1:name_role_term.authority,name-7:name_role-1:name_role_term.uri,name-7:name_term.authority,name-7:name_term.uri,date_created-1:date_created_start_value,date_created-1:date_created_end_value,date_created-1:date_created_type,date_created_textual-1:date_created_textual_value,abstract-1:abstract_value,clio_identifier-1:clio_identifier_value,omeka_identifier-1:omeka_identifier_value,type_of_resource-1:type_of_resource_value,language-1:language_term.value,language-1:language_term.authority,language-1:language_term.uri,object_in_context_url-1:object_in_context_url_value,object_in_context_url-2:object_in_context_url_value,location-1:location_term.code,location-1:location_term.authority,location-1:location_term.uri\,location-1:location_term.value,location-1:location_shelf_location-1:location_shelf_location_free_text,location-1:location_sublocation,note-1:note_value,note-1:note_type,note-3:note_value,note-3:note_type,digital_origin-1:digital_origin_value,form-1:form_term.value,form-1:form_term.authority,form-1:form_term.uri,place_of_origin-1:place_of_origin_value,place_authority_identifier,place_of_origin-2:place_of_origin_value,place_authority_identifier2,place_of_origin-3:place_of_origin_value,place_authority_identifier3,place_of_origin-4:place_of_origin_value,place_authority_identifier4,relatedItem_Project,projectURL,note-4:note_value,note-4:note_type,publisher-1:publisher_value,publisher-2:publisher_value,publisher-3:publisher_value,note-5:note_value,note-5:note_type,subject_topic-1:subject_topic_term.value,subject_topic-1:subject_topic_term.authority,subject_topic-1:subject_topic_term.uri,subject_topic-2:subject_topic_term.value,subject_topic-2:subject_topic_term.authority,subject_topic-2:subject_topic_term.uri,subject_topic-3:subject_topic_term.value,subject_topic-3:subject_topic_term.authority,subject_topic-3:subject_topic_term.uri,subject_topic-4:subject_topic_term.value,subject_topic-4:subject_topic_term.authority,subject_topic-4:subject_topic_term.uri,subject_name-1:subject_name_term.value,subject_name-1:subject_name_term.name_type,subject_name-1:subject_name_term.authority,subject_name-1:subject_name_term.uri,subject_name-2:subject_name_term.value,subject_name-2:subject_name_term.name_type,subject_name-2:subject_name_term.authority,subject_name-2:subject_name_term.uri,subject_geographic-1:subject_geographic_term.value,subject_geographic-1:subject_geographic_term.authority,subject_geographic-1:subject_geographic_term.uri,title-1:title_non_sort_portion,title-1:title_sort_portion,_identifiers-1
item,,judging_book_cover,,,"Morris, F. O. (Francis Orpen), 1810-1893",personal,Author,marcrelator,http://id.loc.gov/vocabulary/relators/aut,,,,naf,http://id.loc.gov/authorities/names/n82060146,Harper & Brothers,corporate,Publisher,marcrelator,http://id.loc.gov/vocabulary/relators/pbl,naf,http://id.loc.gov/authorities/names/n50041511,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1872,,,1872,,,,text,English,iso639-2,http://id.loc.gov/vocabulary/iso639-2/eng,,,NNC-RB,marcorg,http://id.loc.gov/authorities/names/n78009986,Columbia University. Rare Book and Manuscript Library,,,Harper Library,,,,reformatted digital,books,aat,http://vocab.getty.edu/aat/300028051,New York (N.Y.),http://id.loc.gov/authorities/names/n79007751,,,,,,,Judging a Book by its Cover: Gold-Stamped Publishers' Bindings of the 19th Century,http://www.columbia.edu/cgi-bin/cul/resolve?clio8235351,,,Harper & Brothers,,,,,Publishers' bindings,fast,http://id.worldcat.org/fast/1083522,Decoration and ornament,fast,http://id.worldcat.org/fast/889145,Dogs,fast,http://id.worldcat.org/fast/896265,,,,,,,,,,,,,,,,Dogs and Their Doings,judgingbookcover_dtd
asset,judgingbookcover_dtd,judging_book_cover,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,omeka_4906,,,,,https://exhibitions.cul.columbia.edu/exhibits/show/bindings/emblematic/items_25_32,,,,,,,,,,GBF120.600.JPG,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cover,judgingbookcover_dtd_001
item,,judging_book_cover,,,"Longfellow, Henry Wadsworth, 1807-1882",personal,Author,marcrelator,http://id.loc.gov/vocabulary/relators/aut,,,,naf,http://id.loc.gov/authorities/names/n79056429,James R. Osgood and Company,corporate,Publisher,marcrelator,http://id.loc.gov/vocabulary/relators/pbl,naf,http://id.loc.gov/authorities/names/no96013109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1871,,,1871,,5559051,,text,English,iso639-2,http://id.loc.gov/vocabulary/iso639-2/eng,,,NNC-RB,marcorg,http://id.loc.gov/authorities/names/n78009986,Columbia University. Rare Book and Manuscript Library,B812L86 P5 1871,,"Two copies, bound in different colored cloths",,,,reformatted digital,books,aat,http://vocab.getty.edu/aat/300028051,Boston (Mass.),http://id.loc.gov/authorities/names/n79045553,,,,,,,Judging a Book by its Cover: Gold-Stamped Publishers' Bindings of the 19th Century,http://www.columbia.edu/cgi-bin/cul/resolve?clio8235351,Gift of Beatrice Benjamin Cartwright and Henry Rogers Benjamin,ownership,James R. Osgood and Company,,,,,Publishers' bindings,fast,http://id.worldcat.org/fast/1083522,Embossed bindings,fast,http://id.worldcat.org/fast/908371,Crosses,fast,http://id.worldcat.org/fast/884187,,,,,,,,,,,,,,,The,Divine Tragedy,judgingbookcover_dvt
asset,judgingbookcover_dvt,judging_book_cover,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,omeka_4793,,,,,https://exhibitions.cul.columbia.edu/exhibits/show/bindings/cloths/embossed,,,,,,,,,,GBF006.600.JPG,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cover,judgingbookcover_dvt_001
item,,judging_book_cover,Park Benjamin Papers,,"Doesticks, Q. K. Philander, 1831-1875",personal,Author,marcrelator,http://id.loc.gov/vocabulary/relators/aut,,,,naf,http://id.loc.gov/authorities/names/n82113869,"Livermore, Edward, 1821-",personal,Publisher,marcrelator,http://id.loc.gov/vocabulary/relators/pbl,naf,http://id.loc.gov/authorities/names/nr2006026975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1855,,,1855,,6181055,,text,English,iso639-2,http://id.loc.gov/vocabulary/iso639-2/eng,,,NNC-RB,marcorg,http://id.loc.gov/authorities/names/n78009986,Columbia University. Rare Book and Manuscript Library,BENJAMIN 812T38 P5,,,,,,reformatted digital,books,aat,http://vocab.getty.edu/aat/300028051,New York (N.Y.),http://id.loc.gov/authorities/names/n79007751,,,,,,,Judging a Book by its Cover: Gold-Stamped Publishers' Bindings of the 19th Century,http://www.columbia.edu/cgi-bin/cul/resolve?clio8235351,,,Edward Livermore,,,,,Publishers' bindings,fast,http://id.worldcat.org/fast/1083522,Book spines,fast,http://id.worldcat.org/fast/836246,Scrolls,fast,http://id.worldcat.org/fast/1109413,,,,,,,,,,,,,,,,Doesticks: What He Says,judgingbookcover_dwh
asset,judgingbookcover_dwh,judging_book_cover,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,omeka_5013,,,,,https://exhibitions.cul.columbia.edu/exhibits/show/bindings/selected_spines/items_1_8,,,,,,,,,,GBF228.600.JPG,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Spine,judgingbookcover_dwh_001
item,,judging_book_cover,,,"Ensign, Bridgman & Fanning",corporate,Publisher,marcrelator,http://id.loc.gov/vocabulary/relators/pbl,,,,naf,http://id.loc.gov/authorities/names/no2009098026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1856,,,1856,,6132031,,text,English,iso639-2,http://id.loc.gov/vocabulary/iso639-2/eng,,,NNC-RB,marcorg,http://id.loc.gov/authorities/names/n78009986,Columbia University. Rare Book and Manuscript Library,B974.3 En77,,,,,,reformatted digital,books,aat,http://vocab.getty.edu/aat/300028051,New York (N.Y.),http://id.loc.gov/authorities/names/n79007751,,,,,,,Judging a Book by its Cover: Gold-Stamped Publishers' Bindings of the 19th Century,http://www.columbia.edu/cgi-bin/cul/resolve?clio8235351,Bancroft Fund,ownership,"Ensign, Bridgman & Fanning",,,,,Publishers' bindings,fast,http://id.worldcat.org/fast/1083522,Decoration and ornament,fast,http://id.worldcat.org/fast/889145,Steamboats,fast,http://id.worldcat.org/fast/1132443,Railroad trains,fast,http://id.worldcat.org/fast/1431189,,,,,,,,,,,,,"Ensign, Bridgman & Fanning's Travellers' Guide through the States of Ohio, Michigan, Indiana, Illinois, Missouri, Iowa, and Wisconsin",judgingbookcover_ebf
asset,judgingbookcover_ebf,judging_book_cover,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,omeka_4940,,,,,https://exhibitions.cul.columbia.edu/exhibits/show/bindings/travel_books/items_1_8,,,,,,,,,,GBF154.600.JPG,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cover,judgingbookcover_ebf_001
item,,judging_book_cover,,,C. S. Francis & Co,corporate,Publisher,marcrelator,http://id.loc.gov/vocabulary/relators/pbl,,,,naf,http://id.loc.gov/authorities/names/n85316806,"Francis, Joseph H.",personal,Publisher,marcrelator,http://id.loc.gov/vocabulary/relators/pbl,naf,http://id.loc.gov/authorities/names/n86144000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1850,,,1850,,5573935,,text,English,iso639-2,http://id.loc.gov/vocabulary/iso639-2/eng,,,NNC-RB,marcorg,http://id.loc.gov/authorities/names/n78009986,Columbia University. Rare Book and Manuscript Library,B812.8 Ev9,,,,,,reformatted digital,books,aat,http://vocab.getty.edu/aat/300028051,New York (N.Y.),http://id.loc.gov/authorities/names/n79007751,Boston (Mass.),http://id.loc.gov/authorities/names/n79045553,,,,,Judging a Book by its Cover: Gold-Stamped Publishers' Bindings of the 19th Century,http://www.columbia.edu/cgi-bin/cul/resolve?clio8235351,Gift of Morris H. Saffron,ownership,C. S. Francis & Co,Joseph H. Francis,,,,Publishers' bindings,fast,http://id.worldcat.org/fast/1083522,Decoration and ornament,fast,http://id.worldcat.org/fast/889145,,,,,,,,,,,,,,,,,,The,Every Day Book; Containing Biographical Sketches; Personal Adventures; Incidents of Travel; Sketches in Natural History; Useful Information in Science; Poetical Selections; and Other Subjects Fitted to Interest and Enrich the Mind,judgingbookcover_edb
asset,judgingbookcover_edb,judging_book_cover,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,omeka_4864,,,,,https://exhibitions.cul.columbia.edu/exhibits/show/bindings/gift_books/items_24_35,,,,,,,,,,GBF076.600.JPG,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cover,judgingbookcover_edb_001
item,,judging_book_cover,,,"Laidlaw, Stuart, Mrs.",personal,Author,marcrelator,http://id.loc.gov/vocabulary/relators/aut,,,,naf,http://id.loc.gov/authorities/names/n90637954,Burnes & Oates,corporate,Publisher,marcrelator,http://id.loc.gov/vocabulary/relators/pbl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1881,,,1881,,2555751,,text,English,iso639-2,http://id.loc.gov/vocabulary/iso639-2/eng,,,NNC-RB,marcorg,http://id.loc.gov/authorities/names/n78009986,Columbia University. Rare Book and Manuscript Library,PR4859.L82 E8 1881g,,,,,,reformatted digital,books,aat,http://vocab.getty.edu/aat/300028051,London (England),http://id.loc.gov/authorities/names/n79005665,,,,,,,Judging a Book by its Cover: Gold-Stamped Publishers' Bindings of the 19th Century,http://www.columbia.edu/cgi-bin/cul/resolve?clio8235351,Samuels Fund,ownership,Burns & Oates,,,,,Publishers' bindings,fast,http://id.worldcat.org/fast/1083522,Decoration and ornament,fast,http://id.worldcat.org/fast/889145,Flowers,fast,http://id.worldcat.org/fast/927866,,,,,,,,,,,,,,,,"Ethna; or, Etchings in Black and White",judgingbookcover_eeb
asset,judgingbookcover_eeb,judging_book_cover,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,omeka_4925,,,,,https://exhibitions.cul.columbia.edu/exhibits/show/bindings/emblematic/items_41_47,,,,,,,,,,GBF139.600.JPG,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cover,judgingbookcover_eeb_001
item,,judging_book_cover,,,"Carleton, William, 1794-1869",personal,Author,marcrelator,http://id.loc.gov/vocabulary/relators/aut,,,,naf,http://id.loc.gov/authorities/names/n78094011,"Duffy, James, 1809-1871",personal,Publisher,marcrelator,http://id.loc.gov/vocabulary/relators/pbl,naf,http://id.loc.gov/authorities/names/no2014152517,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1860,,,1860,,7415490,,text,English,iso639-2,http://id.loc.gov/vocabulary/iso639-2/eng,,,NNC-RB,marcorg,http://id.loc.gov/authorities/names/n78009986,Columbia University. Rare Book and Manuscript Library,PR4416.C3 E8 1860g,,,,,,reformatted digital,books,aat,http://vocab.getty.edu/aat/300028051,Dublin (Ireland),http://id.loc.gov/authorities/names/n79065753,,,,,,,Judging a Book by its Cover: Gold-Stamped Publishers' Bindings of the 19th Century,http://www.columbia.edu/cgi-bin/cul/resolve?clio8235351,Bequest of Mollie Harris Samuels,ownership,James Duffy,,,,,Publishers' bindings,fast,http://id.worldcat.org/fast/1083522,Vignettes,fast,http://id.worldcat.org/fast/1166915,Portrait miniatures,fast,http://id.worldcat.org/fast/1072148,,,,,,,,,,,,,,,The,"Evil Eye; or, The Black Spectre: A Romance; Illustrated with Thirteen Engravings on Wood, from Drawings by Edmund Fitzpatrick, Esq",judgingbookcover_eet
asset,judgingbookcover_eet,judging_book_cover,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,omeka_4895,,,,,https://exhibitions.cul.columbia.edu/exhibits/show/bindings/emblematic/items_9_16,,,,,,,,,,GBF108.600.JPG,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cover,judgingbookcover_eet_001
item,,judging_book_cover,,,"Johnston, William G. (William Graham), 1828-1913",personal,Author,marcrelator,http://id.loc.gov/vocabulary/relators/aut,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1892,,,1892,,6133236,,text,English,iso639-2,http://id.loc.gov/vocabulary/iso639-2/eng,,,NNC-RB,marcorg,http://id.loc.gov/authorities/names/n78009986,Columbia University. Rare Book and Manuscript Library,B975 J6391,,"s.n., sine nomine",,,,reformatted digital,books,aat,http://vocab.getty.edu/aat/300028051,Pittsburgh (Pa.),http://id.loc.gov/authorities/names/n79054720,,,,,,,Judging a Book by its Cover: Gold-Stamped Publishers' Bindings of the 19th Century,http://www.columbia.edu/cgi-bin/cul/resolve?clio8235351,Bancroft Fund,ownership,,,,,,Publishers' bindings,fast,http://id.worldcat.org/fast/1083522,Decoration and ornament,fast,http://id.worldcat.org/fast/889145,Lettering,fast,http://id.worldcat.org/fast/996769,,,,,,,,,,,,,,,,Experiences of a Forty-Niner,judgingbookcover_efn
asset,judgingbookcover_efn,judging_book_cover,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,omeka_4969,,,,,https://exhibitions.cul.columbia.edu/exhibits/show/bindings/plain/items_8_14,,,,,,,,,,GBF184.600.JPG,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cover,judgingbookcover_efn_001
item,,judging_book_cover,,,"Hamerton, Philip Gilbert, 1834-1894",personal,Author,marcrelator,http://id.loc.gov/vocabulary/relators/aut,,,,naf,http://id.loc.gov/authorities/names/n50018890,Macmillan & Co.,corporate,Publisher,marcrelator,http://id.loc.gov/vocabulary/relators/pbl,naf,http://id.loc.gov/authorities/names/n81038616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1868,,,1868,,829477,,text,English,iso639-2,http://id.loc.gov/vocabulary/iso639-2/eng,,,NNC-RB,marcorg,http://id.loc.gov/authorities/names/n78009986,Columbia University. Rare Book and Manuscript Library,NE2135 .H3 1868,,,,,,reformatted digital,books,aat,http://vocab.getty.edu/aat/300028051,London (England),http://id.loc.gov/authorities/names/n79005665,,,,,,,Judging a Book by its Cover: Gold-Stamped Publishers' Bindings of the 19th Century,http://www.columbia.edu/cgi-bin/cul/resolve?clio8235351,Gift of Margaret Kempner in memory of Alan H. Kempner,ownership,Macmillan & Co.,,,,,Publishers' bindings,fast,http://id.worldcat.org/fast/1083522,Decoration and ornament,fast,http://id.worldcat.org/fast/889145,Lettering,fast,http://id.worldcat.org/fast/996769,,,,,,,,,,,,,,,,Etching & Etchers,judgingbookcover_ete
asset,judgingbookcover_ete,judging_book_cover,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,omeka_4973,,,,,https://exhibitions.cul.columbia.edu/exhibits/show/bindings/designer_buildings/items_1_8,,,,,,,,,,GBF188.600.JPG,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cover,judgingbookcover_ete_001
item,,judging_book_cover,,,"Kinglake, Alexander William, 1809-1891",personal,Author,marcrelator,http://id.loc.gov/vocabulary/relators/aut,,,,naf,http://id.loc.gov/authorities/names/n50048526,"Ollivier, John",personal,Publisher,marcrelator,http://id.loc.gov/vocabulary/relators/pbl,naf,http://id.loc.gov/authorities/names/nr93013506,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1844,,,1844,,7644718,,text,English,iso639-2,http://id.loc.gov/vocabulary/iso639-2/eng,,,NNC-RB,marcorg,http://id.loc.gov/authorities/names/n78009986,Columbia University. Rare Book and Manuscript Library,DS48 .K5 1844,,,,,,reformatted digital,books,aat,http://vocab.getty.edu/aat/300028051,London (England),http://id.loc.gov/authorities/names/n79005665,,,,,,,Judging a Book by its Cover: Gold-Stamped Publishers' Bindings of the 19th Century,http://www.columbia.edu/cgi-bin/cul/resolve?clio8235351,Bequest of Mollie Harris Samuels,ownership,John Ollivier,,,,,Publishers' bindings,fast,http://id.worldcat.org/fast/1083522,Vignettes,fast,http://id.worldcat.org/fast/1166915,Travelers,fast,http://id.worldcat.org/fast/1155691,,,,,,,,,,,,,,,,"Eothen, or Traces of Travel Brought Home from the East",judgingbookcover_ett
asset,judgingbookcover_ett,judging_book_cover,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,omeka_4944,,,,,https://exhibitions.cul.columbia.edu/exhibits/show/bindings/travel_books/items_1_8,,,,,,,,,,GBF158.600.JPG,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cover,judgingbookcover_ett_001
item,,judging_book_cover,,,"Trollope, Anthony, 1815-1882",personal,Author,marcrelator,http://id.loc.gov/vocabulary/relators/aut,,,,naf,http://id.loc.gov/authorities/names/n78089077,Chapman and Hall,corporate,Publisher,marcrelator,http://id.loc.gov/vocabulary/relators/pbl,naf,http://id.loc.gov/authorities/names/n81117573,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1873,,,1873,Three Volumes,7468807,,text,English,iso639-2,http://id.loc.gov/vocabulary/iso639-2/eng,,,NNC-RB,marcorg,http://id.loc.gov/authorities/names/n78009986,Columbia University. Rare Book and Manuscript Library,PR5684 .E7 1873g,,,,,,reformatted digital,books,aat,http://vocab.getty.edu/aat/300028051,London (England),http://id.loc.gov/authorities/names/n79005665,,,,,,,Judging a Book by its Cover: Gold-Stamped Publishers' Bindings of the 19th Century,http://www.columbia.edu/cgi-bin/cul/resolve?clio8235351,Bequest of Mollie Harris Samuels,ownership,Chapman & Hall,,,,,Publishers' bindings,fast,http://id.worldcat.org/fast/1083522,Book spines,fast,http://id.worldcat.org/fast/836246,,,,,,,,,,,,,,,,,,The,Eustace Diamonds,judgingbookcover_eud
asset,judgingbookcover_eud,judging_book_cover,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,omeka_5026,,,,,https://exhibitions.cul.columbia.edu/exhibits/show/bindings/selected_spines/items_17_20,https://exhibitions.cul.columbia.edu/exhibits/show/bindings/selected_spines/introduction,,,,,,,,,GBF241.600.JPG,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Volumes I - III, Spines",judgingbookcover_eud_001
item,,judging_book_cover,,,"Carleton, Will, 1845-1912",personal,Author,marcrelator,http://id.loc.gov/vocabulary/relators/aut,,,,naf,http://id.loc.gov/authorities/names/n85050488,Harper & Brothers,corporate,Publisher,marcrelator,http://id.loc.gov/vocabulary/relators/pbl,naf,http://id.loc.gov/authorities/names/n50041511,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1882,,,1882,,512031,,text,English,iso639-2,http://id.loc.gov/vocabulary/iso639-2/eng,,,NNC-RB,marcorg,http://id.loc.gov/authorities/names/n78009986,Columbia University. Rare Book and Manuscript Library,B812C193 Q5 1882,,,,,,reformatted digital,books,aat,http://vocab.getty.edu/aat/300028051,New York (N.Y.),http://id.loc.gov/authorities/names/n79007751,,,,,,,Judging a Book by its Cover: Gold-Stamped Publishers' Bindings of the 19th Century,http://www.columbia.edu/cgi-bin/cul/resolve?clio8235351,Gift of Morris H. Saffron,ownership,Harper & Brothers,,,,,Publishers' bindings,fast,http://id.worldcat.org/fast/1083522,Decoration and ornament,fast,http://id.worldcat.org/fast/889145,Farmers,fast,http://id.worldcat.org/fast/921321,,,,,,,,,,,,,,,,Farm Ballads,judgingbookcover_fab
asset,judgingbookcover_fab,judging_book_cover,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,omeka_4926,,,,,https://exhibitions.cul.columbia.edu/exhibits/show/bindings/emblematic/items_41_47,,,,,,,,,,GBF140.600.JPG,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cover,judgingbookcover_fab_001
item,,judging_book_cover,,,"Fanny, Aunt, 1822-1894",personal,Author,marcrelator,http://id.loc.gov/vocabulary/relators/aut,,,,naf,http://id.loc.gov/authorities/names/n85024134,D. Appleton and Company,corporate,Publisher,marcrelator,http://id.loc.gov/vocabulary/relators/pbl,naf,http://id.loc.gov/authorities/names/n81038527,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1861,,,1861,,,,text,English,iso639-2,http://id.loc.gov/vocabulary/iso639-2/eng,,,NNC-RB,marcorg,http://id.loc.gov/authorities/names/n78009986,Columbia University. Rare Book and Manuscript Library,,,,,,,reformatted digital,books,aat,http://vocab.getty.edu/aat/300028051,New York (N.Y.),http://id.loc.gov/authorities/names/n79007751,London (England),http://id.loc.gov/authorities/names/n79005665,,,,,Judging a Book by its Cover: Gold-Stamped Publishers' Bindings of the 19th Century,http://www.columbia.edu/cgi-bin/cul/resolve?clio8235351,Gift of Frances Henne,ownership,D. Appleton & Co.,,,,,Publishers' bindings,fast,http://id.worldcat.org/fast/1083522,Vignettes,fast,http://id.worldcat.org/fast/1166915,,,,,,,,,,,,,,,,,,,Fairy Nightcaps,judgingbookcover_fan
asset,judgingbookcover_fan,judging_book_cover,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,omeka_4818,,,,,https://exhibitions.cul.columbia.edu/exhibits/show/bindings/vignettes/items_11_20,,,,,,,,,,GBF030.600.JPG,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cover,judgingbookcover_fan_001
item,,judging_book_cover,,,"Van Dyke, Theodore S. (Theodore Strong), 1842-1923",personal,Author,marcrelator,http://id.loc.gov/vocabulary/relators/aut,,,,naf,http://id.loc.gov/authorities/names/n86835104,"Fords, Howard & Hulbert",corporate,Publisher,marcrelator,http://id.loc.gov/vocabulary/relators/pbl,naf,http://id.loc.gov/authorities/names/nr2001021408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1881,,,1881,,,,text,English,iso639-2,http://id.loc.gov/vocabulary/iso639-2/eng,,,NNC-RB,marcorg,http://id.loc.gov/authorities/names/n78009986,Columbia University. Rare Book and Manuscript Library,,,,,,,reformatted digital,books,aat,http://vocab.getty.edu/aat/300028051,New York (N.Y.),http://id.loc.gov/authorities/names/n79007751,,,,,,,Judging a Book by its Cover: Gold-Stamped Publishers' Bindings of the 19th Century,http://www.columbia.edu/cgi-bin/cul/resolve?clio8235351,Gift of Morris H. Saffron,ownership,"Fords, Howard, & Hulbert",,,,,Publishers' bindings,fast,http://id.worldcat.org/fast/1083522,Vignettes,fast,http://id.worldcat.org/fast/1166915,Hunting--Equipment and supplies,fast,http://id.worldcat.org/fast/964170,,,,,,,,,,,,,,,,"Flirtation Camp: Or, The Rifle, Rod, and Gun in California: a Sporting Romance",judgingbookcover_fcr
asset,judgingbookcover_fcr,judging_book_cover,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,omeka_4937,,,,,https://exhibitions.cul.columbia.edu/exhibits/show/bindings/wild_west/items_1_9,,,,,,,,,,GBF151.600.JPG,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cover,judgingbookcover_fcr_001
