_digital_object_type.string_key,_parent_digital_objects-1.identifier,_project.string_key,collection-1:collection_term.value,collection-1:collection_term.uri,name-1:name_term.value,name-1:name_term.name_type,name-1:name_role-1:name_role_term.value,name-1:name_role-1:name_role_term.authority,name-1:name_role-1:name_role_term.uri,name-1:name_role-2:name_role_term.value,name-1:name_role-2:name_role_term.authority,name-1:name_role-2:name_role_term.uri,name-1:name_term.authority,name-1:name_term.uri,name-2:name_term.value,name-2:name_term.name_type,name-2:name_role-1:name_role_term.value,name-2:name_role-1:name_role_term.authority,name-2:name_role-1:name_role_term.uri,name-2:name_term.authority,name-2:name_term.uri,name-3:name_term.value,name-3:name_term.name_type,name-3:name_role-1:name_role_term.value,name-3:name_role-1:name_role_term.authority,name-3:name_role-1:name_role_term.uri,name-3:name_role-2:name_role_term.value,name-3:name_role-2:name_role_term.authority,name-3:name_role-2:name_role_term.uri,name-3:name_term.authority,name-3:name_term.uri,name-4:name_term.value,name-4:name_term.name_type,name-4:name_role-1:name_role_term.value,name-4:name_role-1:name_role_term.authority,name-4:name_role-1:name_role_term.uri,name-4:name_term.authority,name-4:name_term.uri,name-5:name_term.value,name-5:name_term.name_type,name-5:name_role-1:name_role_term.value,name-5:name_role-1:name_role_term.authority,name-5:name_role-1:name_role_term.uri,name-5:name_term.authority,name-5:name_term.uri,name-6:name_term.value,name-6:name_term.name_type,name-6:name_role-1:name_role_term.value,name-6:name_role-1:name_role_term.authority,name-6:name_role-1:name_role_term.uri,name-6:name_term.authority,name-6:name_term.uri,name-7:name_term.value,name-7:name_term.name_type,name-7:name_role-1:name_role_term.value,name-7:name_role-1:name_role_term.authority,name-7:name_role-1:name_role_term.uri,name-7:name_term.authority,name-7:name_term.uri,date_created-1:date_created_start_value,date_created-1:date_created_end_value,date_created-1:date_created_type,date_created_textual-1:date_created_textual_value,abstract-1:abstract_value,clio_identifier-1:clio_identifier_value,omeka_identifier-1:omeka_identifier_value,type_of_resource-1:type_of_resource_value,language-1:language_term.value,language-1:language_term.authority,language-1:language_term.uri,object_in_context_url-1:object_in_context_url_value,object_in_context_url-2:object_in_context_url_value,location-1:location_term.code,location-1:location_term.authority,location-1:location_term.uri\,location-1:location_term.value,location-1:location_shelf_location-1:location_shelf_location_free_text,location-1:location_sublocation,note-1:note_value,note-1:note_type,note-3:note_value,note-3:note_type,digital_origin-1:digital_origin_value,form-1:form_term.value,form-1:form_term.authority,form-1:form_term.uri,place_of_origin-1:place_of_origin_value,place_authority_identifier,place_of_origin-2:place_of_origin_value,place_authority_identifier2,place_of_origin-3:place_of_origin_value,place_authority_identifier3,place_of_origin-4:place_of_origin_value,place_authority_identifier4,relatedItem_Project,projectURL,note-4:note_value,note-4:note_type,publisher-1:publisher_value,publisher-2:publisher_value,publisher-3:publisher_value,note-5:note_value,note-5:note_type,subject_topic-1:subject_topic_term.value,subject_topic-1:subject_topic_term.authority,subject_topic-1:subject_topic_term.uri,subject_topic-2:subject_topic_term.value,subject_topic-2:subject_topic_term.authority,subject_topic-2:subject_topic_term.uri,subject_topic-3:subject_topic_term.value,subject_topic-3:subject_topic_term.authority,subject_topic-3:subject_topic_term.uri,subject_topic-4:subject_topic_term.value,subject_topic-4:subject_topic_term.authority,subject_topic-4:subject_topic_term.uri,subject_name-1:subject_name_term.value,subject_name-1:subject_name_term.name_type,subject_name-1:subject_name_term.authority,subject_name-1:subject_name_term.uri,subject_name-2:subject_name_term.value,subject_name-2:subject_name_term.name_type,subject_name-2:subject_name_term.authority,subject_name-2:subject_name_term.uri,subject_geographic-1:subject_geographic_term.value,subject_geographic-1:subject_geographic_term.authority,subject_geographic-1:subject_geographic_term.uri,title-1:title_non_sort_portion,title-1:title_sort_portion,_identifiers-1
asset,judgingbookcover_peg,judging_book_cover,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,omeka_5001,,,,,https://exhibitions.cul.columbia.edu/exhibits/show/bindings/gift_book_revived/items_1_5,,,,,,,,,,GBF216.600.JPG,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cover,judgingbookcover_peg_001
item,,judging_book_cover,,,G.W. Cottrell & Co.,corporate,Publisher,marcrelator,http://id.loc.gov/vocabulary/relators/pbl,,,,naf,http://id.loc.gov/authorities/names/nr2001047935,T.W. Strong (Firm),corporate,Publisher,marcrelator,http://id.loc.gov/vocabulary/relators/pbl,naf,http://id.loc.gov/authorities/names/no99004881,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1850,1859,approximate,circa 1850s,,5543371,,text,English,iso639-2,http://id.loc.gov/vocabulary/iso639-2/eng,,,NNC-RB,marcorg,http://id.loc.gov/authorities/names/n78009986,Columbia University. Rare Book and Manuscript Library,B810.81 P534 185-,,,,,,reformatted digital,books,aat,http://vocab.getty.edu/aat/300028051,Boston (Mass.),http://id.loc.gov/authorities/names/n79045553,New York (N.Y.),http://id.loc.gov/authorities/names/n79007751,,,,,Judging a Book by its Cover: Gold-Stamped Publishers' Bindings of the 19th Century,http://www.columbia.edu/cgi-bin/cul/resolve?clio8235351,Bancroft Fund,ownership,G. W. Cottrell & Co.,T. W. Strong,,,,Publishers' bindings,fast,http://id.worldcat.org/fast/1083522,Vignettes,fast,http://id.worldcat.org/fast/1715740,Decoration and ornament,fast,http://id.worldcat.org/fast/889145,,,,,,,,,,,,,,,The,"Philipena, or Friendship's Token: A Present for All Seasons",judgingbookcover_pfa
asset,judgingbookcover_pfa,judging_book_cover,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,omeka_4856,,,,,https://exhibitions.cul.columbia.edu/exhibits/show/bindings/gift_books/items_12_23,,,,,,,,,,GBF068.600.JPG,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cover,judgingbookcover_pfa_001
item,,judging_book_cover,,,"Lang, Andrew, 1844-1912",personal,Editor,marcrelator,http://id.loc.gov/vocabulary/relators/edt,,,,naf,http://id.loc.gov/authorities/names/n79054315,"Ford, H. J. (Henry Justice), 1860-1941",personal,Illustrator,marcrelator,http://id.loc.gov/vocabulary/relators/ill,naf,http://id.loc.gov/authorities/names/n79045427,"Longmans, Green, and Co.",corporate,Publisher,marcrelator,http://id.loc.gov/vocabulary/relators/pbl,,,,naf,http://id.loc.gov/authorities/names/no91016531,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1911,,,1911,,,,text,English,iso639-2,http://id.loc.gov/vocabulary/iso639-2/eng,,,NNC-RB,marcorg,http://id.loc.gov/authorities/names/n78009986,Columbia University. Rare Book and Manuscript Library,,,,,,,reformatted digital,books,aat,http://vocab.getty.edu/aat/300028051,London (England),http://id.loc.gov/authorities/names/n79005665,New York (N.Y.),http://id.loc.gov/authorities/names/n79007751,,,,,Judging a Book by its Cover: Gold-Stamped Publishers' Bindings of the 19th Century,http://www.columbia.edu/cgi-bin/cul/resolve?clio8235351,,,"Longmans, Green, and Co.",,,,,Publishers' bindings,fast,http://id.worldcat.org/fast/1083522,Fairies,fast,http://id.worldcat.org/fast/919878,,,,,,,,,,,,,,,,,,The,Pink Fairy Book,judgingbookcover_pfb
asset,judgingbookcover_pfb,judging_book_cover,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,omeka_5009,,,,,https://exhibitions.cul.columbia.edu/exhibits/show/bindings/gift_book_revived/items_6_10,,,,,,,,,,GBF224.600.JPG,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cover,judgingbookcover_pfb_001
item,,judging_book_cover,,,Chambers Brothers,corporate,Author,marcrelator,http://id.loc.gov/vocabulary/relators/aut,Publisher,marcrelator,http://id.loc.gov/vocabulary/relators/pbl,naf,http://id.loc.gov/authorities/names/n93004075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1888,,approximate,circa 1888,,,,text,English,iso639-2,http://id.loc.gov/vocabulary/iso639-2/eng,,,NNC-RB,marcorg,http://id.loc.gov/authorities/names/n78009986,Columbia University. Rare Book and Manuscript Library,,,American Type Founders Company Library,,,,reformatted digital,books,aat,http://vocab.getty.edu/aat/300028051,Philadelphia (Pa.),http://id.loc.gov/authorities/names/n78095520,,,,,,,Judging a Book by its Cover: Gold-Stamped Publishers' Bindings of the 19th Century,http://www.columbia.edu/cgi-bin/cul/resolve?clio8235351,,,The Company,,,,,Publishers' bindings,fast,http://id.worldcat.org/fast/1083522,Vignettes,fast,http://id.worldcat.org/fast/1166915,Folding machines,fast,http://id.worldcat.org/fast/928552,,,,,,,,,,,,,,,,Paper-Folding Machinery Manufactured and Sold by Chambers Brothers Company,judgingbookcover_pfm
asset,judgingbookcover_pfm,judging_book_cover,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,omeka_4916,,,,,https://exhibitions.cul.columbia.edu/exhibits/show/bindings/emblematic/items_33_40,,,,,,,,,,GBF130.600.JPG,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cover,judgingbookcover_pfm_001
item,,judging_book_cover,,,"Howland, S. A. (Southworth Allen), 1800-1882",personal,Publisher,marcrelator,http://id.loc.gov/vocabulary/relators/pbl,,,,naf,http://id.loc.gov/authorities/names/n85387501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1848,,,1848,,5543368,,text,English,iso639-2,http://id.loc.gov/vocabulary/iso639-2/eng,,,NNC-RB,marcorg,http://id.loc.gov/authorities/names/n78009986,Columbia University. Rare Book and Manuscript Library,B810.81 P534 1848,,,,,,reformatted digital,books,aat,http://vocab.getty.edu/aat/300028051,Worcester (Mass.),http://id.loc.gov/authorities/names/n80023143,,,,,,,Judging a Book by its Cover: Gold-Stamped Publishers' Bindings of the 19th Century,http://www.columbia.edu/cgi-bin/cul/resolve?clio8235351,Gift of Dr. W. W. Rockwell,ownership,S. A Howland,,,,,Publishers' bindings,fast,http://id.worldcat.org/fast/1083522,Vignettes,fast,http://id.worldcat.org/fast/1715740,Decoration and ornament,fast,http://id.worldcat.org/fast/889145,,,,,,,,,,,,,,,,"Philipena, or Friendship's Token: A Present for All Seasons",judgingbookcover_pft
asset,judgingbookcover_pft,judging_book_cover,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,omeka_4855,,,,,https://exhibitions.cul.columbia.edu/exhibits/show/bindings/gift_books/items_12_23,,,,,,,,,,GBF067.600.JPG,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cover,judgingbookcover_pft_001
item,,judging_book_cover,,,"Norton, Caroline Sheridan, 1808-1877",personal,Author,marcrelator,http://id.loc.gov/vocabulary/relators/aut,,,,naf,http://id.loc.gov/authorities/names/n50081515,"Feely, John",personal,Contributor,marcrelator,http://id.loc.gov/vocabulary/relators/ctb,naf,http://id.loc.gov/authorities/names/n92800955,Leavitt & Allen,corporate,Publisher,marcrelator,http://id.loc.gov/vocabulary/relators/pbl,,,,naf,http://id.loc.gov/authorities/names/n85316868,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1853,,,1853,Stamp cut by John Feely.,167106,,text,English,iso639-2,http://id.loc.gov/vocabulary/iso639-2/eng,,,NNC-RB,marcorg,http://id.loc.gov/authorities/names/n78009986,Columbia University. Rare Book and Manuscript Library,PR5112.N5 A17 1853,,,,,,reformatted digital,books,aat,http://vocab.getty.edu/aat/300028051,New York (N.Y.),http://id.loc.gov/authorities/names/n79007751,,,,,,,Judging a Book by its Cover: Gold-Stamped Publishers' Bindings of the 19th Century,http://www.columbia.edu/cgi-bin/cul/resolve?clio8235351,Gift of the Estate of Del Harwood,ownership,Leavitt & Allen,,,,,Publishers' bindings,fast,http://id.worldcat.org/fast/1083522,Decoration and ornament,fast,http://id.worldcat.org/fast/889145,,,,,,,,,,,,,,,,,,The,"Poems of the Hon. Mrs. Norton, with a Notice of the Author by Rufus W. Griswold",judgingbookcover_pmn
asset,judgingbookcover_pmn,judging_book_cover,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,omeka_4827,,,,,https://exhibitions.cul.columbia.edu/exhibits/show/bindings/traditional/items_1_8,,,,,,,,,,GBF039.600.JPG,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cover,judgingbookcover_pmn_001
item,,judging_book_cover,Park Benjamin Papers,,"Goodrich, Samuel G. (Samuel Griswold), 1793-1860",personal,Author,marcrelator,http://id.loc.gov/vocabulary/relators/aut,,,,naf,http://id.loc.gov/authorities/names/n50035295,G.P. Putnam & Co.,corporate,Publisher,marcrelator,http://id.loc.gov/vocabulary/relators/pbl,naf,http://id.loc.gov/authorities/names/n85316878,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1851,,,1851,,6181637,,text,English,iso639-2,http://id.loc.gov/vocabulary/iso639-2/eng,,,NNC-RB,marcorg,http://id.loc.gov/authorities/names/n78009986,Columbia University. Rare Book and Manuscript Library,BENJAMIN 812G62 L,,,,,,reformatted digital,books,aat,http://vocab.getty.edu/aat/300028051,New York (N.Y.),http://id.loc.gov/authorities/names/n79007751,,,,,,,Judging a Book by its Cover: Gold-Stamped Publishers' Bindings of the 19th Century,http://www.columbia.edu/cgi-bin/cul/resolve?clio8235351,,,G. P. Putnam & Co.,,,,,Publishers' bindings,fast,http://id.worldcat.org/fast/1083522,Classical antiquities,fast,http://id.worldcat.org/fast/863445,"Urns, Greek",fast,http://id.worldcat.org/fast/1163000,,,,,,,,,,,,,,,,Poems,judgingbookcover_poa
asset,judgingbookcover_poa,judging_book_cover,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,omeka_4835,,,,,https://exhibitions.cul.columbia.edu/exhibits/show/bindings/classical_motifs/items_1_7,,,,,,,,,,GBF047.600.JPG,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cover,judgingbookcover_poa_001
item,,judging_book_cover,,,"Fields, James Thomas, 1817-1881",personal,Author,marcrelator,http://id.loc.gov/vocabulary/relators/aut,,,,naf,http://id.loc.gov/authorities/names/n50023388,William D. Ticknor & Co.,corporate,Publisher,marcrelator,http://id.loc.gov/vocabulary/relators/pbl,naf,http://id.loc.gov/authorities/names/n85316843,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1849,,,1849,,490635,,text,English,iso639-2,http://id.loc.gov/vocabulary/iso639-2/eng,,,NNC-RB,marcorg,http://id.loc.gov/authorities/names/n78009986,Columbia University. Rare Book and Manuscript Library,812F463 L22,,,,,,reformatted digital,books,aat,http://vocab.getty.edu/aat/300028051,Boston (Mass.),http://id.loc.gov/authorities/names/n79045553,,,,,,,Judging a Book by its Cover: Gold-Stamped Publishers' Bindings of the 19th Century,http://www.columbia.edu/cgi-bin/cul/resolve?clio8235351,Gift of Frederick Coykendall,ownership,William D. Ticknor & Company,,,,,Publishers' bindings,fast,http://id.worldcat.org/fast/1083522,Decoration and ornament,fast,http://id.worldcat.org/fast/889145,,,,,,,,,,,,,,,,,,,Poems,judgingbookcover_pob
asset,judgingbookcover_pob,judging_book_cover,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,omeka_4822,,,,,https://exhibitions.cul.columbia.edu/exhibits/show/bindings/traditional/items_1_8,,,,,,,,,,GBF034.600.JPG,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cover,judgingbookcover_pob_001
item,,judging_book_cover,,,Wm. Crosby & H.P. Nichols (Firm),corporate,Publisher,marcrelator,http://id.loc.gov/vocabulary/relators/pbl,,,,naf,http://id.loc.gov/authorities/names/nr92033741,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1847-09,1848-05,,September 1847-May 1848,"Volume 1, Numbers 1-9 (September 1847-May 1848)",,,text,English,iso639-2,http://id.loc.gov/vocabulary/iso639-2/eng,,,NNC-RB,marcorg,http://id.loc.gov/authorities/names/n78009986,Columbia University. Rare Book and Manuscript Library,,,,,,,reformatted digital,books,aat,http://vocab.getty.edu/aat/300028051,Boston (Mass.),http://id.loc.gov/authorities/names/n79045553,,,,,,,Judging a Book by its Cover: Gold-Stamped Publishers' Bindings of the 19th Century,http://www.columbia.edu/cgi-bin/cul/resolve?clio8235351,,,Wm. Crosby & H. P. Nichols,,,,,Publishers' bindings,fast,http://id.worldcat.org/fast/1083522,Vignettes,fast,http://id.worldcat.org/fast/1715740,Decoration and ornament,fast,http://id.worldcat.org/fast/889145,,,,,,,,,,,,,,,The,Playmate: a Pleasant Companion for Spare Hours,judgingbookcover_ppc
asset,judgingbookcover_ppc,judging_book_cover,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,omeka_4851,,,,,https://exhibitions.cul.columbia.edu/exhibits/show/bindings/gift_books/items_12_23,,,,,,,,,,GBF063.600.JPG,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cover,judgingbookcover_ppc_001
item,,judging_book_cover,Park Benjamin Papers,,"Derby, George Horatio, 1823-1861",personal,Author,marcrelator,http://id.loc.gov/vocabulary/relators/aut,,,,naf,http://id.loc.gov/authorities/names/n50002943,D. Appleton and Company,corporate,Publisher,marcrelator,http://id.loc.gov/vocabulary/relators/pbl,naf,http://id.loc.gov/authorities/names/n81038527,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1856,,,1856,Seventh Edition.,6181322,,text,English,iso639-2,http://id.loc.gov/vocabulary/iso639-2/eng,,,NNC-RB,marcorg,http://id.loc.gov/authorities/names/n78009986,Columbia University. Rare Book and Manuscript Library,BENJAMIN 812D44 U5,,,,,,reformatted digital,books,aat,http://vocab.getty.edu/aat/300028051,New York (N.Y.),http://id.loc.gov/authorities/names/n79007751,,,,,,,Judging a Book by its Cover: Gold-Stamped Publishers' Bindings of the 19th Century,http://www.columbia.edu/cgi-bin/cul/resolve?clio8235351,,,D. Appleton & Co.,,,,,Publishers' bindings,fast,http://id.worldcat.org/fast/1083522,Vignettes,fast,http://id.worldcat.org/fast/1166915,Goblins,fast,http://id.worldcat.org/fast/944030,,,,,,,,,,,,,,,,"Phoenixiana; or, Sketches and Burlesques",judgingbookcover_psb
asset,judgingbookcover_psb,judging_book_cover,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,omeka_4893,,,,,https://exhibitions.cul.columbia.edu/exhibits/show/bindings/emblematic/items_9_16,,,,,,,,,,GBF105.600.JPG,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cover,judgingbookcover_psb_001
item,,judging_book_cover,,,"Le Gallienne, Richard, 1866-1947",personal,Author,marcrelator,http://id.loc.gov/vocabulary/relators/aut,,,,naf,http://id.loc.gov/authorities/names/n80057179,"Lane, John, 1854-1925",personal,Publisher,marcrelator,http://id.loc.gov/vocabulary/relators/pbl,naf,http://id.loc.gov/authorities/names/n81042780,Bodley Head (Firm),corporate,Publisher,marcrelator,http://id.loc.gov/vocabulary/relators/pbl,,,,naf,http://id.loc.gov/authorities/names/nr88010186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1896,,,1896,,1024641,,text,English,iso639-2,http://id.loc.gov/vocabulary/iso639-2/eng,,,NNC-RB,marcorg,http://id.loc.gov/authorities/names/n78009986,Columbia University. Rare Book and Manuscript Library,B825L515 V l896a,,,,,,reformatted digital,books,aat,http://vocab.getty.edu/aat/300028051,London (England),http://id.loc.gov/authorities/names/n79005665,New York (N.Y.),http://id.loc.gov/authorities/names/n79007751,,,,,Judging a Book by its Cover: Gold-Stamped Publishers' Bindings of the 19th Century,http://www.columbia.edu/cgi-bin/cul/resolve?clio8235351,Gift of Frederick Coykendall,ownership,"John Lane, The Bodley Head",,,,,Publishers' bindings,fast,http://id.worldcat.org/fast/1083522,Decoration and ornament,fast,http://id.worldcat.org/fast/889145,Patterns,fast,http://id.worldcat.org/fast/1424065,,,,,,,,,,,,,,,The,Quest of the Golden Girl: A Romance,judgingbookcover_qgg
asset,judgingbookcover_qgg,judging_book_cover,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,omeka_4985,,,,,https://exhibitions.cul.columbia.edu/exhibits/show/bindings/designer_buildings/items_9_16,,,,,,,,,,GBF200.600.JPG,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cover,judgingbookcover_qgg_001
item,,judging_book_cover,Book Arts Collection,http://id.library.columbia.edu/term/67352f9a-3ebe-40ff-a87c-717b2b82bd5d,"Barrie, J. M. (James Matthew), 1860-1937",personal,Author,marcrelator,http://id.loc.gov/vocabulary/relators/aut,,,,naf,http://id.loc.gov/authorities/names/n50000555,Hodder and Stoughton,corporate,Publisher,marcrelator,http://id.loc.gov/vocabulary/relators/pbl,naf,http://id.loc.gov/authorities/names/n50057721,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1913,,,1913,,299774,,text,English,iso639-2,http://id.loc.gov/vocabulary/iso639-2/eng,,,NNC-RB,marcorg,http://id.loc.gov/authorities/names/n78009986,Columbia University. Rare Book and Manuscript Library,BOOKART 017.1En T38 1913B,,,,,,reformatted digital,books,aat,http://vocab.getty.edu/aat/300028051,London (England),http://id.loc.gov/authorities/names/n79005665,,,,,,,Judging a Book by its Cover: Gold-Stamped Publishers' Bindings of the 19th Century,http://www.columbia.edu/cgi-bin/cul/resolve?clio8235351,,,Hodder & Stoughton,,,,,Publishers' bindings,fast,http://id.worldcat.org/fast/1083522,Afternoon teas,fast,http://id.worldcat.org/fast/800074,Teacups,fast,http://id.worldcat.org/fast/1895607,,,,,,,,,,,,,,,,"Quality Street, a comedy in four acts",judgingbookcover_qsc
asset,judgingbookcover_qsc,judging_book_cover,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,omeka_5002,,,,,https://exhibitions.cul.columbia.edu/exhibits/show/bindings/gift_book_revived/items_1_5,,,,,,,,,,GBF217.600.JPG,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cover,judgingbookcover_qsc_001
item,,judging_book_cover,,,"Jewett, Sarah Orne, 1849-1909",personal,Author,marcrelator,http://id.loc.gov/vocabulary/relators/aut,,,,naf,http://id.loc.gov/authorities/names/n79046454,"Whitman, Sarah",personal,Cover designer,marcrelator,http://id.loc.gov/vocabulary/relators/cov,naf,http://id.loc.gov/authorities/names/n93066538,"Houghton, Mifflin and Company",corporate,Publisher,marcrelator,http://id.loc.gov/vocabulary/relators/pbl,,,,naf,http://id.loc.gov/authorities/names/n88002745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1899,,,1899,Cover design by Sarah Whitman,29798,,text,English,iso639-2,http://id.loc.gov/vocabulary/iso639-2/eng,,,NNC-RB,marcorg,http://id.loc.gov/authorities/names/n78009986,Columbia University. Rare Book and Manuscript Library,PS2132 .Q8 1899b,,,,,,reformatted digital,books,aat,http://vocab.getty.edu/aat/300028051,Boston (Mass.),http://id.loc.gov/authorities/names/n79045553,New York (N.Y.),http://id.loc.gov/authorities/names/n79007751,,,,,Judging a Book by its Cover: Gold-Stamped Publishers' Bindings of the 19th Century,http://www.columbia.edu/cgi-bin/cul/resolve?clio8235351,Bequest of Mollie Harris Samuels,ownership,"Houghton, Mifflin and Company",,,,,Publishers' bindings,fast,http://id.worldcat.org/fast/1083522,Decoration and ornament,fast,http://id.worldcat.org/fast/889145,,,,,,,,,,,,,,,,,,The,Queen's Twin: And Other Stories,judgingbookcover_qto
asset,judgingbookcover_qto,judging_book_cover,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,omeka_4995,,,,,https://exhibitions.cul.columbia.edu/exhibits/show/bindings/designer_buildings/items_17_24,,,,,,,,,,GBF210.600.JPG,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cover,judgingbookcover_qto_001
item,,judging_book_cover,Historical Collection of Children's Literature,,"Lang, Andrew, 1844-1912",personal,Editor,marcrelator,http://id.loc.gov/vocabulary/relators/edt,,,,naf,http://id.loc.gov/authorities/names/n79054315,"Ford, H. J. (Henry Justice), 1860-1941",personal,Illustrator,marcrelator,http://id.loc.gov/vocabulary/relators/ill,naf,http://id.loc.gov/authorities/names/n79045427,"Longmans, Green, and Co.",corporate,Publisher,marcrelator,http://id.loc.gov/vocabulary/relators/pbl,,,,naf,http://id.loc.gov/authorities/names/no91016531,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1899,,,1899,,6149585,,text,English,iso639-2,http://id.loc.gov/vocabulary/iso639-2/eng,,,NNC-RB,marcorg,http://id.loc.gov/authorities/names/n78009986,Columbia University. Rare Book and Manuscript Library,HISTCHIL Unclassified,,,,,,reformatted digital,books,aat,http://vocab.getty.edu/aat/300028051,London (England),http://id.loc.gov/authorities/names/n79005665,New York (N.Y.),http://id.loc.gov/authorities/names/n79007751,Bombay (India),http://id.loc.gov/authorities/names/n79065461,,,Judging a Book by its Cover: Gold-Stamped Publishers' Bindings of the 19th Century,http://www.columbia.edu/cgi-bin/cul/resolve?clio8235351,Bequest of Mollie Harris Samuels,ownership,"Longmans, Green, and Co.",,,,,Publishers' bindings,fast,http://id.worldcat.org/fast/1083522,Animals,fast,http://id.worldcat.org/fast/809468,Elephants,fast,http://id.worldcat.org/fast/908011,,,,,,,,,,,,,,,The,Red Book of Animal Stories,judgingbookcover_rba
asset,judgingbookcover_rba,judging_book_cover,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,omeka_5007,,,,,https://exhibitions.cul.columbia.edu/exhibits/show/bindings/gift_book_revived/items_6_10,,,,,,,,,,GBF222.600.JPG,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cover,judgingbookcover_rba_001
