item - itemId,item - public,item - featured,item - MODS - PublicationPlace 1,item - MODS - PublicationPlace 2,item - MODS - PublicationPlace 3,item - MODS - PublicationPlace 4,item - MODS - TypeofDate,item - MODS - DigitalOrigin,item - MODS - RepositoryName,Item - MODS - RepositoryName - code,item - MODS - LanguageofCataloging,item - MODS - KeyDate - Single/Start,item - MODS - KeyDate - End,item - MODS - FormGenre,item - MODS - PublicationDate,item - MODS - Notes,item - MODS - Collection,item - AdditionalItemMetadata - Provenance,item - MODS - PhysicalDescription,item - MODS - ShelfLocation,item - DublinCore - Publisher 1,item - DublinCore - Publisher 2,item - DublinCore - Title,item - DublinCore - Title - Whole,item - DublinCore - Title - Part,item - DublinCore - Relation,item - DublinCore - Creator 1,item - DublinCore - Creator 2,item - DublinCore - Identifier,item - DublinCore - Description,item - DublinCore - Language,item - DublinCore - Date,item - DublinCore - Source,item - OriginalFileLoadedIntoOmeka,item - ItemType,item - OmekaCollection,project URL,item in context 1,item in context 2
5002,1,0,London,,,,,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,eng,1913,,books,1913,,,,,,Hodder & Stoughton,,"Quality Street, a comedy in four acts. Cover","Quality Street, a comedy in four acts",Cover,,"Barrie, J. M. (James Matthew), 1860-1937",,CLIO_299774,,eng,1913,,original filename: GBF217.600.JPG,still image,Judging a Book by its Cover: Gold-Stamped Publishers' Bindings of the 19th Century ,http://www.columbia.edu/cgi-bin/cul/resolve?clio8235351,https://exhibitions.cul.columbia.edu/exhibits/show/bindings/gift_book_revived/items_1_5,
5000,1,0,London,,,,,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,eng,1895,,books,1895,,,Gift of George M. Jaffin,,,"Kegan Paul, French, Tr",,Story of Rosina and Other Verses. Cover,Story of Rosina and Other Verses,Cover,,"Dobson, Austin, 1840-1921",,CLIO_6160389,,eng,1895,,original filename: GBF215.600.JPG,still image,Judging a Book by its Cover: Gold-Stamped Publishers' Bindings of the 19th Century ,http://www.columbia.edu/cgi-bin/cul/resolve?clio8235351,https://exhibitions.cul.columbia.edu/exhibits/show/bindings/gift_book_revived/introduction,https://exhibitions.cul.columbia.edu/exhibits/show/bindings/gift_book_revived/items_1_5
5001,1,0,London,,,,,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,eng,1899,,books,1899,,,Gift of George M. Jaffin,,,George Allen,,Peg Woffington. Cover,Peg Woffington,Cover,,"Reade, Charles, 1814-1884",,CLIO_6166976,,eng,1899,,original filename: GBF216.600.JPG,still image,Judging a Book by its Cover: Gold-Stamped Publishers' Bindings of the 19th Century ,http://www.columbia.edu/cgi-bin/cul/resolve?clio8235351,https://exhibitions.cul.columbia.edu/exhibits/show/bindings/gift_book_revived/items_1_5,
4999,1,0,New York,,,,,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,eng,1906,,books,1906,Cover design by Thomas Maitland Cleland (1880-1964),,Gift of Sydney C. Menger in memory of H. Kenneth Clark,,,"Dodd, Mead & Company",,"Warning to Lovers & ""Sauce for the Goose Is Sauce for the Gander"". Cover","Warning to Lovers & ""Sauce for the Goose Is Sauce for the Gander""",Cover,,"Ford, Paul Leicester, 1865-1902","Cleland, T. M. (Thomas Maitland), 1880-1964",CLIO_86078,,eng,1906,,original filename: GBF214.600.JPG,still image,Judging a Book by its Cover: Gold-Stamped Publishers' Bindings of the 19th Century ,http://www.columbia.edu/cgi-bin/cul/resolve?clio8235351,https://exhibitions.cul.columbia.edu/exhibits/show/bindings/designer_buildings/items_25_27,
4998,1,0,New York,,,,,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,eng,1906,,books,1906,Cover design by Margaret Armstrong,,,,,Charles Scribner's Sons,,Grandissimes. Cover,Grandissimes,Cover,,"Cable, George Washington, 1844-1925","Armstrong, Margaret, 1867-1944",CLIO_2288454,,eng,1906,,original filename: GBF213.600.JPG,still image,Judging a Book by its Cover: Gold-Stamped Publishers' Bindings of the 19th Century ,http://www.columbia.edu/cgi-bin/cul/resolve?clio8235351,https://exhibitions.cul.columbia.edu/exhibits/show/bindings/designer_buildings/items_25_27,
4997,1,0,New York,London,,,,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,eng,1901,,books,1901,"Cover design by Margaret Armstrong (1867-1944), reused from the same author's Browning, Poet and Man, A Survey, (New York 1899)",,Gift of Kenneth A. Lohf,,,G. P. Putnam's Sons; The Knickerbocker Press,,Rossettis: Dante Gabriel and Christina. Cover,Rossettis: Dante Gabriel and Christina,Cover,,"Cary, Elisabeth Luther, 1867-1936","Armstrong, Margaret, 1867-1944",CLIO_267314,,eng,1901,,original filename: GBF212.600.JPG,still image,Judging a Book by its Cover: Gold-Stamped Publishers' Bindings of the 19th Century ,http://www.columbia.edu/cgi-bin/cul/resolve?clio8235351,https://exhibitions.cul.columbia.edu/exhibits/show/bindings/designer_buildings/items_25_27,
4996,1,0,London,New York,,,,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,eng,1900,,books,1900,,,Gift of Frederick Coykendall,,,John Lane,,In Cap & Bells. Cover,In Cap & Bells,Cover,,"Seaman, Owen, 1861-1936",,CLIO_6049388,,eng,1900,,original filename: GBF211.600.JPG,still image,Judging a Book by its Cover: Gold-Stamped Publishers' Bindings of the 19th Century ,http://www.columbia.edu/cgi-bin/cul/resolve?clio8235351,https://exhibitions.cul.columbia.edu/exhibits/show/bindings/designer_buildings/items_17_24,
4995,1,0,Boston,New York,,,,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,eng,1899,,books,1899,Cover design by Sarah Whitman,,Bequest of Mollie Harris Samuels,,,Houghton,,Queen's Twin: And Other Stories. Cover,Queen's Twin: And Other Stories,Cover,,"Jewett, Sarah Orne, 1849-1909","Whitman, Sarah",CLIO_29798,,eng,1899,,original filename: GBF210.600.JPG,still image,Judging a Book by its Cover: Gold-Stamped Publishers' Bindings of the 19th Century ,http://www.columbia.edu/cgi-bin/cul/resolve?clio8235351,https://exhibitions.cul.columbia.edu/exhibits/show/bindings/designer_buildings/items_17_24,
4994,1,0,London,,,,,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,eng,1898,,books,1898,,,,,,Chatto & Windus,,Lowden Sabbath Morn. Cover,Lowden Sabbath Morn,Cover,,"Stevenson, Robert Louis, 1850-1894",,CLIO_6089499,,eng,1898,,original filename: GBF209.600.JPG,still image,Judging a Book by its Cover: Gold-Stamped Publishers' Bindings of the 19th Century ,http://www.columbia.edu/cgi-bin/cul/resolve?clio8235351,https://exhibitions.cul.columbia.edu/exhibits/show/bindings/designer_buildings/items_17_24,
4992,1,0,London,,,,,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,eng,1897,,books,1897,Cover design by Althea Gyles,,Gift of Frederick Coykendall,,,"Lawrence & Bullen, Limited",,Secret Rose. Cover,Secret Rose,Cover,,"Yeats, W. B. (William Butler), 1865-1939","Gyles, Althea, 1868-1949",CLIO_558465,,eng,1897,,original filename: GBF207.600.JPG,still image,Judging a Book by its Cover: Gold-Stamped Publishers' Bindings of the 19th Century ,http://www.columbia.edu/cgi-bin/cul/resolve?clio8235351,https://exhibitions.cul.columbia.edu/exhibits/show/bindings/designer_buildings/items_17_24,
4993,1,0,London,New York,,,,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,eng,1898,,books,1898,Cover design by Will H. Bradley (1868-1962),,Gift of Frederick Coykendall,,,"John Lane, The Bodley Head",,Romance of Zion Chapel. Cover,Romance of Zion Chapel,Cover,,"Le Gallienne, Richard, 1866-1947","Bradley, Will, 1868-1962",CLIO_6023636,First Edition.,eng,1898,,original filename: GBF208.600.JPG,still image,Judging a Book by its Cover: Gold-Stamped Publishers' Bindings of the 19th Century ,http://www.columbia.edu/cgi-bin/cul/resolve?clio8235351,https://exhibitions.cul.columbia.edu/exhibits/show/bindings/designer_buildings/items_17_24,
4991,1,0,London,New York,,,,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,eng,1897,,books,1897,Cover design by Charles Robinson (1870-1937),,Gift of Frederick Coykendall,,,"John Lane, The Bodley Head",,Children. Cover,Children,Cover,,"Meynell, Alice, 1847-1922","Robinson, Charles, 1870-1937",CLIO_6024612,,eng,1897,,original filename: GBF206.600.JPG,still image,Judging a Book by its Cover: Gold-Stamped Publishers' Bindings of the 19th Century ,http://www.columbia.edu/cgi-bin/cul/resolve?clio8235351,https://exhibitions.cul.columbia.edu/exhibits/show/bindings/designer_buildings/items_17_24,
4990,1,0,Boston,New York,,,,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,eng,1897,,books,1897,,,,,,Houghton,,Gleanings in Buddha-Fields: Studies of Hand and Soul in the Far East. Cover,Gleanings in Buddha-Fields: Studies of Hand and Soul in the Far East,Cover,,"Hearn, Lafcadio, 1850-1904",,CLIO_5552601,,eng,1897,,original filename: GBF205.600.JPG,still image,Judging a Book by its Cover: Gold-Stamped Publishers' Bindings of the 19th Century ,http://www.columbia.edu/cgi-bin/cul/resolve?clio8235351,https://exhibitions.cul.columbia.edu/exhibits/show/bindings/designer_buildings/introduction,https://exhibitions.cul.columbia.edu/exhibits/show/bindings/designer_buildings/items_17_24
4989,1,0,New York,London,,,,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,eng,1897,,books,1897,,,,,,Charles Scribner's Sons,John Lane,Lullaby-Land: Songs of Childhood. Cover,Lullaby-Land: Songs of Childhood,Cover,,"Field, Eugene, 1850-1895",,CLIO_360752,,eng,1897,,original filename: GBF204.600.JPG,still image,Judging a Book by its Cover: Gold-Stamped Publishers' Bindings of the 19th Century ,http://www.columbia.edu/cgi-bin/cul/resolve?clio8235351,https://exhibitions.cul.columbia.edu/exhibits/show/bindings/designer_buildings/items_17_24,
4987,1,0,London,New York,,,,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,eng,1896,,books,1896,,,Gift of Frederick Coykendall,,,"John Lane, The Bodley Head",,Battle of the Bays. Cover,Battle of the Bays,Cover,,"Seaman, Owen, 1861-1936",,CLIO_1865353,,,1896,,original filename: GBF202.600.JPG,still image,Judging a Book by its Cover: Gold-Stamped Publishers' Bindings of the 19th Century ,http://www.columbia.edu/cgi-bin/cul/resolve?clio8235351,https://exhibitions.cul.columbia.edu/exhibits/show/bindings/designer_buildings/items_9_16,
4988,1,0,Chicago,,,,,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,eng,1897,,books,1897,Cover design by Frank Hazenplug (1874-1931),,,,,Way & Williams,,Choir Visible. Cover,Choir Visible,Cover,,"Adams, Mary M. (Mary Mathews), 1840-1902","Hazenplug, Frank, 1874-1931",CLIO_7481021,,eng,1897,,original filename: GBF203.600.JPG,still image,Judging a Book by its Cover: Gold-Stamped Publishers' Bindings of the 19th Century ,http://www.columbia.edu/cgi-bin/cul/resolve?clio8235351,https://exhibitions.cul.columbia.edu/exhibits/show/bindings/designer_buildings/items_9_16,
4986,1,0,New York,,,,,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,eng,1896,,books,1896,,,Gift of Solton and Julia Engel,,,D. Appleton and Company,,Seven Seas. Cover,Seven Seas,Cover,,"Kipling, Rudyard, 1865-1936",,CLIO_2117899,,eng,1896,,original filename: GBF201.600.JPG,still image,Judging a Book by its Cover: Gold-Stamped Publishers' Bindings of the 19th Century ,http://www.columbia.edu/cgi-bin/cul/resolve?clio8235351,https://exhibitions.cul.columbia.edu/exhibits/show/bindings/designer_buildings/items_9_16,
4985,1,0,London,New York,,,,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,eng,1896,,books,1896,,,Gift of Frederick Coykendall,,,"John Lane, The Bodley Head",,Quest of the Golden Girl: A Romance. Cover,Quest of the Golden Girl: A Romance,Cover,,"Le Gallienne, Richard, 1866-1947",,CLIO_1024641,,eng,1896,,original filename: GBF200.600.JPG,still image,Judging a Book by its Cover: Gold-Stamped Publishers' Bindings of the 19th Century ,http://www.columbia.edu/cgi-bin/cul/resolve?clio8235351,https://exhibitions.cul.columbia.edu/exhibits/show/bindings/designer_buildings/items_9_16,
4984,1,0,Cambridge,Chicago,,,,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,eng,1894,,books,1894,Cover design by George Hawley Hallowell (1872-1926),,Bancroft Fund,,,Stone and Kimball,,Low tide on Grand Pré. Cover,Low tide on Grand Pré,Cover,,"Carman, Bliss, 1861-1929","Hallowell, George Hawley, 1872-1926",CLIO_5544287,,eng,1894,,original filename: GBF199.600.JPG,still image,Judging a Book by its Cover: Gold-Stamped Publishers' Bindings of the 19th Century ,http://www.columbia.edu/cgi-bin/cul/resolve?clio8235351,https://exhibitions.cul.columbia.edu/exhibits/show/bindings/designer_buildings/items_9_16,
4983,1,0,Cambridge,,,,,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,eng,1893,,books,1893,Cover design by Walter Crane,,From the Library of Hilda Ward,,,Printed at the Riverside Press,,Wonder Book for Girls and Boys. Cover,Wonder Book for Girls and Boys,Cover,,"Hawthorne, Nathaniel, 1804-1864","Crane, Walter, 1845-1915",CLIO_6198832,,eng,1893,,original filename: GBF198.600.JPG,still image,Judging a Book by its Cover: Gold-Stamped Publishers' Bindings of the 19th Century ,http://www.columbia.edu/cgi-bin/cul/resolve?clio8235351,https://exhibitions.cul.columbia.edu/exhibits/show/bindings/designer_buildings/items_9_16,
4982,1,0,Cambridge,Chicago,,,,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,eng,1893,,books,1893,,,,,,Stone and Kimball,,Prairie Songs: Being Chants Rhymed and Unrhymed of the Level Lands of the Great West. Cover,Prairie Songs: Being Chants Rhymed and Unrhymed of the Level Lands of the Great West,Cover,,"Garland, Hamlin, 1860-1940",,,,eng,1893,,original filename: GBF197.600.JPG,still image,Judging a Book by its Cover: Gold-Stamped Publishers' Bindings of the 19th Century ,http://www.columbia.edu/cgi-bin/cul/resolve?clio8235351,https://exhibitions.cul.columbia.edu/exhibits/show/bindings/designer_buildings/items_9_16,
4981,1,0,London,,,,,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,eng,1892,,books,1892,Cover design by Laurence Housman (1865-1959),,Gift of Kenneth A. Lohf,,,Swan Sonnenschein & Co.,,"Preferences in Art, Life, and Literature. Cover","Preferences in Art, Life, and Literature",Cover,,"Quilter, Harry, 1851-1907","Housman, Laurence, 1865-1959",CLIO_1004408,,,1892,,original filename: GBF196.600.JPG,still image,Judging a Book by its Cover: Gold-Stamped Publishers' Bindings of the 19th Century ,http://www.columbia.edu/cgi-bin/cul/resolve?clio8235351,https://exhibitions.cul.columbia.edu/exhibits/show/bindings/designer_buildings/items_9_16,
4980,1,0,New York,,,,,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,eng,1887,,books,1887,,,Gift of Mrs. W. H. H. Cranmer,,,The Century Co.,,New Day: a Poem in Songs and Sonnets. Cover,New Day: a Poem in Songs and Sonnets,Cover,,"Gilder, Richard Watson, 1844-1909",,,Fourth Edition.,eng,1887,,original filename: GBF195.600.JPG,still image,Judging a Book by its Cover: Gold-Stamped Publishers' Bindings of the 19th Century ,http://www.columbia.edu/cgi-bin/cul/resolve?clio8235351,https://exhibitions.cul.columbia.edu/exhibits/show/bindings/designer_buildings/items_1_8,
4979,1,0,London,,,,,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,eng,1884,,books,1884,,,Gift of Coleman O. Parsons,,,"Smith, Elder, & Co.",,"More Leaves from the Journal of a Life in the Highlands, from 1862 to 1882. Cover","More Leaves from the Journal of a Life in the Highlands, from 1862 to 1882",Cover,,"Victoria, Queen of Great Britain, 1819-1901",,,,eng,1884,,original filename: GBF194.600.JPG,still image,Judging a Book by its Cover: Gold-Stamped Publishers' Bindings of the 19th Century ,http://www.columbia.edu/cgi-bin/cul/resolve?clio8235351,https://exhibitions.cul.columbia.edu/exhibits/show/bindings/designer_buildings/items_1_8,
4978,1,0,London,,,,,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,eng,1884,,books,1884,American Type Founders Company Library,,,,,Henry Newton Stevens,,Who Spoils Our New English Books. Cover,Who Spoils Our New English Books,Cover,,"Stevens, Henry, 1819-1886",,CLIO_7334180,,eng,1884,,original filename: GBF193.600.JPG,still image,Judging a Book by its Cover: Gold-Stamped Publishers' Bindings of the 19th Century ,http://www.columbia.edu/cgi-bin/cul/resolve?clio8235351,https://exhibitions.cul.columbia.edu/exhibits/show/bindings/designer_buildings/items_1_8,
4977,1,0,London,,,,,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,eng,1881,,books,1881,Cover design by Rossetti,,,,,Ellis and White,,Ballads and Sonnets. Cover,Ballads and Sonnets,Cover,,"Rossetti, Dante Gabriel, 1828-1882",,CLIO_6047870,,,1881,,original filename: GBF192.600.JPG,still image,Judging a Book by its Cover: Gold-Stamped Publishers' Bindings of the 19th Century ,http://www.columbia.edu/cgi-bin/cul/resolve?clio8235351,https://exhibitions.cul.columbia.edu/exhibits/show/bindings/designer_buildings/items_1_8,
4976,1,0,New York,,,,,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,eng,1880,,books,1880,,,Bancroft Fund,,,Charles Scribner's Sons,,Grandissimes: A Story of Creole Life. Cover,Grandissimes: A Story of Creole Life,Cover,,"Cable, George Washington, 1844-1925",,,,eng,1880,,original filename: GBF191.600.JPG,still image,Judging a Book by its Cover: Gold-Stamped Publishers' Bindings of the 19th Century ,http://www.columbia.edu/cgi-bin/cul/resolve?clio8235351,https://exhibitions.cul.columbia.edu/exhibits/show/bindings/designer_buildings/items_1_8,
4975,1,0,London,,,,,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,eng,1871,,books,1871,Cover design by Dante Gabriel Rossetti (1828-1882),,Gift of Mrs. Helen Lamont,,,F. S. Ellis,,Songs Before Sunrise. Cover,Songs Before Sunrise,Cover,,"Swinburne, Algernon Charles, 1837-1909","Rossetti, Dante Gabriel, 1828-1882",,,,1871,,original filename: GBF190.600.JPG,still image,Judging a Book by its Cover: Gold-Stamped Publishers' Bindings of the 19th Century ,http://www.columbia.edu/cgi-bin/cul/resolve?clio8235351,https://exhibitions.cul.columbia.edu/exhibits/show/bindings/designer_buildings/items_1_8,
4974,1,0,London,,,,,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,eng,1870,,books,1870,"Cover design by Philip Webb (1831-1915), architect and friend of William Morris",,Gift of Kenneth A. Lohf,,,F. S. Ellis,,Völsunga saga. Cover,Völsunga saga,Cover,,"Webb, Philip, 1831-1915",,CLIO_1172330,,,1870,,original filename: GBF189.600.JPG,still image,Judging a Book by its Cover: Gold-Stamped Publishers' Bindings of the 19th Century ,http://www.columbia.edu/cgi-bin/cul/resolve?clio8235351,https://exhibitions.cul.columbia.edu/exhibits/show/bindings/designer_buildings/items_1_8,
4973,1,0,London,,,,,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,eng,1868,,books,1868,,,Gift of Margaret Kempner in memory of Alan H. Kempner,,,Macmillan & Co.,,Etching & Etchers. Cover,Etching & Etchers,Cover,,"Hamerton, Philip Gilbert, 1834-1894",,CLIO_829477,,eng,1868,,original filename: GBF188.600.JPG,still image,Judging a Book by its Cover: Gold-Stamped Publishers' Bindings of the 19th Century ,http://www.columbia.edu/cgi-bin/cul/resolve?clio8235351,https://exhibitions.cul.columbia.edu/exhibits/show/bindings/designer_buildings/items_1_8,
4972,1,0,New York,London,,,,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,eng,1900,,books,1900,Harper Library,,,,,Harper & Brothers,,Boyhood of Christ. Cover,Boyhood of Christ,Cover,,"Wallace, Lew, 1827-1905",,,,eng,1900,,original filename: GBF187.600.JPG,still image,Judging a Book by its Cover: Gold-Stamped Publishers' Bindings of the 19th Century ,http://www.columbia.edu/cgi-bin/cul/resolve?clio8235351,https://exhibitions.cul.columbia.edu/exhibits/show/bindings/plain/items_8_14,
4971,1,0,New York,London,,,,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,eng,1898,,books,1898,Harper Library,,,,,Harper & Brothers,,"Adventurer of the North: Being a Continuation of the Histories of ""Pierre and His People,"" and the Latest Existing Records of Pretty Pierre. Cover","Adventurer of the North: Being a Continuation of the Histories of ""Pierre and His People,"" and the Latest Existing Records of Pretty Pierre",Cover,,"Parker, Gilbert, 1862-1932",,,,eng,1898,,original filename: GBF186.600.JPG,still image,Judging a Book by its Cover: Gold-Stamped Publishers' Bindings of the 19th Century ,http://www.columbia.edu/cgi-bin/cul/resolve?clio8235351,https://exhibitions.cul.columbia.edu/exhibits/show/bindings/plain/items_8_14,
4969,1,0,Pittsburgh,,,,,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,eng,1892,,books,1892,,,Bancroft Fund,,,s.n.,,Experiences of a Forty-Niner. Cover,Experiences of a Forty-Niner,Cover,,"Johnston, William G. (William Graham), 1828-1913",,CLIO_6133236,,eng,1892,,original filename: GBF184.600.JPG,still image,Judging a Book by its Cover: Gold-Stamped Publishers' Bindings of the 19th Century ,http://www.columbia.edu/cgi-bin/cul/resolve?clio8235351,https://exhibitions.cul.columbia.edu/exhibits/show/bindings/plain/items_8_14,
4970,1,0,Sydney,Newcastle,London,,,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,eng,1895,,books,1895,American Type Founders Company Library,,,,,W. E. Smith,,Specimens of Types. Cover,Specimens of Types,Cover,,"Smith, W. E.",,,,eng,1895,,original filename: GBF185.600.JPG,still image,Judging a Book by its Cover: Gold-Stamped Publishers' Bindings of the 19th Century ,http://www.columbia.edu/cgi-bin/cul/resolve?clio8235351,https://exhibitions.cul.columbia.edu/exhibits/show/bindings/plain/items_8_14,
4968,1,0,Castle-Douglas,,,,,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,eng,1888,,books,1888,,,Gift of Coleman O. Parsons,,,"J. H. Maxwell, ""Advertiser"" Office",,Rose o' Dalma Linn: and Other Lays o' Gallowa'. Cover,Rose o' Dalma Linn: and Other Lays o' Gallowa',Cover,,"Sproat, George G. B.",,,,eng,1888,,original filename: GBF183.600.JPG,still image,Judging a Book by its Cover: Gold-Stamped Publishers' Bindings of the 19th Century ,http://www.columbia.edu/cgi-bin/cul/resolve?clio8235351,https://exhibitions.cul.columbia.edu/exhibits/show/bindings/plain/items_8_14,
4967,1,0,New York,,,,,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,eng,1873,,books,1873,,,Gift of George A. Plimpton,,,"Woolworth, Ainsworth, and Company",,"Payson, Dunton, & Scribner Manual of Penmanship. P., D., & S. Authors: J. W. Payson, S. Dunton, W. M. Scribner, G. H. Shattuck, A. S. Manson. Cover","Payson, Dunton, & Scribner Manual of Penmanship. P., D., & S. Authors: J. W. Payson, S. Dunton, W. M. Scribner, G. H. Shattuck, A. S. Manson",Cover,,"Payson, J. W. (Jesse Wentworth)",,CLIO_1858083,,eng,1873,,original filename: GBF182.600.JPG,still image,Judging a Book by its Cover: Gold-Stamped Publishers' Bindings of the 19th Century ,http://www.columbia.edu/cgi-bin/cul/resolve?clio8235351,https://exhibitions.cul.columbia.edu/exhibits/show/bindings/plain/items_8_14,
4966,1,0,New York,,,,,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,eng,1870,,books,1870,Harper Library,,,,,Harper & Brothers,,It Is Never Too Late to Mend: A Matter-of-Fact Romance. Cover,It Is Never Too Late to Mend: A Matter-of-Fact Romance,Cover,,"Reade, Charles, 1814-1884",,,,eng,1870,,original filename: GBF180.600.JPG,still image,Judging a Book by its Cover: Gold-Stamped Publishers' Bindings of the 19th Century ,http://www.columbia.edu/cgi-bin/cul/resolve?clio8235351,https://exhibitions.cul.columbia.edu/exhibits/show/bindings/plain/items_1_7,
4965,1,0,New York,Boston,,,,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,eng,1869,,books,1869,,Park Benjamin Collection,,,,J. B. Ford and Company,H. A. Brown & Co.,"American Woman's Home: or, Principles of Domestic Science; Being a Guide to the Formation and Maintenance of Economical, Healthful, Beautiful, and Christian Homes. Cover","American Woman's Home: or, Principles of Domestic Science; Being a Guide to the Formation and Maintenance of Economical, Healthful, Beautiful, and Christian Homes",Cover,,"Beecher, Catharine Esther, 1800-1878","Stowe, Harriet Beecher, 1811-1896",CLIO_534081,,eng,1869,,original filename: GBF179.600.JPG,still image,Judging a Book by its Cover: Gold-Stamped Publishers' Bindings of the 19th Century ,http://www.columbia.edu/cgi-bin/cul/resolve?clio8235351,https://exhibitions.cul.columbia.edu/exhibits/show/bindings/plain/items_1_7,
4964,1,0,New Orleans,,,,,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,eng,1867,,books,1867,,,Bancroft Fund,,,Blelock & Co.,,Ingemisco. Cover,Ingemisco,Cover,,"Reeves, Marian Calhoun Legare",,CLIO_5559983,By Fadette [pseudonym],eng,1867,,original filename: GBF178.600.JPG,still image,Judging a Book by its Cover: Gold-Stamped Publishers' Bindings of the 19th Century ,http://www.columbia.edu/cgi-bin/cul/resolve?clio8235351,https://exhibitions.cul.columbia.edu/exhibits/show/bindings/plain/items_1_7,
4962,1,0,"Brooklyn, New York",,,,,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,eng,1856,,books,1856,,,Bancroft Fund,,,s.n.,,Leaves of Grass. Cover,Leaves of Grass,Cover,,"Whitman, Walt, 1819-1892",,CLIO_5568840,,eng,1856,,original filename: GBF176.600.JPG,still image,Judging a Book by its Cover: Gold-Stamped Publishers' Bindings of the 19th Century ,http://www.columbia.edu/cgi-bin/cul/resolve?clio8235351,https://exhibitions.cul.columbia.edu/exhibits/show/bindings/plain/items_1_7,
4963,1,0,New York,,,,,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,eng,1867,,books,1867,,Park Benjamin Collection,,,,C. A. Alvord Printer,,Vassar College and Its Founder. Cover,Vassar College and Its Founder,Cover,,"Lossing, Benson John, 1813-1891",,CLIO_1067723,,eng,1867,,original filename: GBF177.600.JPG,still image,Judging a Book by its Cover: Gold-Stamped Publishers' Bindings of the 19th Century ,http://www.columbia.edu/cgi-bin/cul/resolve?clio8235351,https://exhibitions.cul.columbia.edu/exhibits/show/bindings/plain/items_1_7,
4961,1,0,"Brooklyn, New York",,,,,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,eng,1855,,books,1855,,,Bancroft Fund,,,[The Author],,Leaves of Grass. Cover,Leaves of Grass,Cover,,"Whitman, Walt, 1819-1892",,CLIO_5568838,,eng,1855,,original filename: GBF175.600.JPG,still image,Judging a Book by its Cover: Gold-Stamped Publishers' Bindings of the 19th Century ,http://www.columbia.edu/cgi-bin/cul/resolve?clio8235351,https://exhibitions.cul.columbia.edu/exhibits/show/bindings/plain/items_1_7,
