item - itemId,item - public,item - featured,item - MODS - PublicationPlace 1,item - MODS - PublicationPlace 2,item - MODS - PublicationPlace 3,item - MODS - PublicationPlace 4,item - MODS - TypeofDate,item - MODS - DigitalOrigin,item - MODS - RepositoryName,Item - MODS - RepositoryName - code,item - MODS - LanguageofCataloging,item - MODS - KeyDate - Single/Start,item - MODS - KeyDate - End,item - MODS - FormGenre,item - MODS - PublicationDate,item - MODS - Notes,item - MODS - Collection,item - AdditionalItemMetadata - Provenance,item - MODS - PhysicalDescription,item - MODS - ShelfLocation,item - DublinCore - Publisher 1,item - DublinCore - Publisher 2,item - DublinCore - Title,item - DublinCore - Title - Whole,item - DublinCore - Title - Part,item - DublinCore - Relation,item - DublinCore - Creator 1,item - DublinCore - Creator 2,item - DublinCore - Identifier,item - DublinCore - Description,item - DublinCore - Language,item - DublinCore - Date,item - DublinCore - Source,item - OriginalFileLoadedIntoOmeka,item - ItemType,item - OmekaCollection,project URL,item in context 1,item in context 2
5021,1,0,New York,London,,,,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,eng,1868,,books,1868,,,Bancroft Fund,,,G. W. Carleton & Co.,S. Low & Co.,"Sense, or Saturday-Night Musings and Thoughtful Papers. Spine","Sense, or Saturday-Night Musings and Thoughtful Papers",Spine,,"Pomeroy, Mark M. (Mark Mills), 1833-1896",,CLIO_5567537,,eng,1868,,original filename: GBF236.600.JPG,still image,Judging a Book by its Cover: Gold-Stamped Publishers' Bindings of the 19th Century ,http://www.columbia.edu/cgi-bin/cul/resolve?clio8235351,https://exhibitions.cul.columbia.edu/exhibits/show/bindings/selected_spines/items_9_16,
5019,1,0,Boston,New York,,,,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,eng,1865,,books,1865,,,Bancroft Fund,,,Crosby and Ainsworth,Oliver S. Felt,Summer Cruise on the Coast of New England. Spine,Summer Cruise on the Coast of New England,Spine,,"Carter, Robert, 1819-1879",,CLIO_6131611,,eng,1865,,original filename: GBF234.600.JPG,still image,Judging a Book by its Cover: Gold-Stamped Publishers' Bindings of the 19th Century ,http://www.columbia.edu/cgi-bin/cul/resolve?clio8235351,https://exhibitions.cul.columbia.edu/exhibits/show/bindings/selected_spines/items_9_16,
5018,1,0,Boston,,,,,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,eng,1861,,books,1861,,,Bancroft Fund,,,J. E. Tilton and Company,,"Printer Boy: or, How Ben Franklin Made His Mark. Spine","Printer Boy: or, How Ben Franklin Made His Mark",Spine,,"Thayer, William M., 1820-1898",,CLIO_5544275,,eng,1861,,original filename: GBF233.600.JPG,still image,Judging a Book by its Cover: Gold-Stamped Publishers' Bindings of the 19th Century ,http://www.columbia.edu/cgi-bin/cul/resolve?clio8235351,https://exhibitions.cul.columbia.edu/exhibits/show/bindings/selected_spines/items_9_16,
5016,1,0,Boston,,,,,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,eng,1856,,books,1856,,,,,,Geo. C. Rand & Avery,,"Manners, Customs, and Antiquities of the Indians of North and South America. Spine","Manners, Customs, and Antiquities of the Indians of North and South America",Spine,,"Goodrich, Samuel G. (Samuel Griswold), 1793-1860",,CLIO_6181836,,eng,1856,,original filename: GBF231.600.JPG,still image,Judging a Book by its Cover: Gold-Stamped Publishers' Bindings of the 19th Century ,http://www.columbia.edu/cgi-bin/cul/resolve?clio8235351,https://exhibitions.cul.columbia.edu/exhibits/show/bindings/selected_spines/items_1_8,
5017,1,0,New York,,,,,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,eng,1857,,books,1857,,Park Benjamin Collection,,,,J. M. Fairchild & Co.,,"Retiring from Business; or, The Rich Man's Error. Spine","Retiring from Business; or, The Rich Man's Error",Spine,,"Arthur, T. S. (Timothy Shay), 1809-1885",,CLIO_6174954,New Edition.,eng,1857,,original filename: GBF232.600.JPG,still image,Judging a Book by its Cover: Gold-Stamped Publishers' Bindings of the 19th Century ,http://www.columbia.edu/cgi-bin/cul/resolve?clio8235351,https://exhibitions.cul.columbia.edu/exhibits/show/bindings/selected_spines/items_1_8,
5015,1,0,New York,Boston,,,,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,eng,1856,,books,1856,Frances Henne Collection of Children's Literature,,,,,J. C. Derby,Phillips,"Balloon Travels, of Robert Merry and His Young Friends, over Various Countries in Europe. Spine","Balloon Travels, of Robert Merry and His Young Friends, over Various Countries in Europe",Spine,,"Goodrich, Samuel G. (Samuel Griswold), 1793-1860",,CLIO_6159129,,eng,1856,,original filename: GBF230.600.JPG,still image,Judging a Book by its Cover: Gold-Stamped Publishers' Bindings of the 19th Century ,http://www.columbia.edu/cgi-bin/cul/resolve?clio8235351,https://exhibitions.cul.columbia.edu/exhibits/show/bindings/selected_spines/items_1_8,
5014,1,0,New York,,,,,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,eng,1855,,books,1855,,,Gift of Morris H. Saffron,,,G. P. Putnam & Co.,,"Lands of the Saracen; or, Pictures of Palestine, Asia Minor, Sicily, and Spain. Spine","Lands of the Saracen; or, Pictures of Palestine, Asia Minor, Sicily, and Spain",Spine,,"Taylor, Bayard, 1825-1878",,CLIO_5572786,,eng,1855,,original filename: GBF229.600.JPG,still image,Judging a Book by its Cover: Gold-Stamped Publishers' Bindings of the 19th Century ,http://www.columbia.edu/cgi-bin/cul/resolve?clio8235351,https://exhibitions.cul.columbia.edu/exhibits/show/bindings/selected_spines/items_1_8,
5013,1,0,New York,,,,,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,eng,1855,,books,1855,,Park Benjamin Collection,,,,Edward Livermore,,Doesticks: What He Says. Spine,Doesticks: What He Says,Spine,,"Doesticks, Q. K. Philander, 1831-1875",,CLIO_6181055,,eng,1855,,original filename: GBF228.600.JPG,still image,Judging a Book by its Cover: Gold-Stamped Publishers' Bindings of the 19th Century ,http://www.columbia.edu/cgi-bin/cul/resolve?clio8235351,https://exhibitions.cul.columbia.edu/exhibits/show/bindings/selected_spines/items_1_8,
5012,1,0,Ithaca,,,,,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,eng,1841,,books,1841,,,Bancroft Fund,,,"Mack, Andrus, & Woodruff",,"Life of Gilbert Motier de Lafayette, a Marquis of France; a General in the American and French Revolutions; the Compatriot and Friend of Washington; the Champion of American Independence, and of the Rights and Liberties of Mankind. Spine","Life of Gilbert Motier de Lafayette, a Marquis of France; a General in the American and French Revolutions; the Compatriot and Friend of Washington; the Champion of American Independence, and of the Rights and Liberties of Mankind",Spine,,"Mack, Ebenezer, 1791-1849",,CLIO_6133420,,eng,1841,,original filename: GBF227.600.JPG,still image,Judging a Book by its Cover: Gold-Stamped Publishers' Bindings of the 19th Century ,http://www.columbia.edu/cgi-bin/cul/resolve?clio8235351,https://exhibitions.cul.columbia.edu/exhibits/show/bindings/selected_spines/items_1_8,
5010,1,0,Philadelphia,,,,,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,eng,1836,,books,1836,,,Bancroft Fund,Two Volumes,,"Carey, Lea & Blanchard",,"Didactics: Social, Literary, and Political. Volumes 1- 2, spines","Didactics: Social, Literary, and Political","Volumes 1- 2, spines",,"Walsh, Robert, 1784-1859",,CLIO_5573911,,eng,1836,,original filename: GBF225.600.JPG,still image,Judging a Book by its Cover: Gold-Stamped Publishers' Bindings of the 19th Century ,http://www.columbia.edu/cgi-bin/cul/resolve?clio8235351,https://exhibitions.cul.columbia.edu/exhibits/show/bindings/selected_spines/items_1_8,
5011,1,0,"Concord, N. H.",Boston,,,,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,eng,1836,,books,1836,,,Bancroft Fund,,,Published by William White Boston,Benjamin B. Mussey,Trip to the West and Texas. Spine,Trip to the West and Texas,Spine,,"Parker, A. A. (Amos Andrew), 1791-1893",,CLIO_6133537,Second Edition.,eng,1836,,original filename: GBF226.600.JPG,still image,Judging a Book by its Cover: Gold-Stamped Publishers' Bindings of the 19th Century ,http://www.columbia.edu/cgi-bin/cul/resolve?clio8235351,https://exhibitions.cul.columbia.edu/exhibits/show/bindings/selected_spines/items_1_8,
5009,1,0,London,New York,,,,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,eng,1911,,books,1911,,,,,,"Longmans, Green, and Co",,Pink Fairy Book. Cover,Pink Fairy Book,Cover,,"Lang, Andrew, 1844-1912",,,,,1911,,original filename: GBF224.600.JPG,still image,Judging a Book by its Cover: Gold-Stamped Publishers' Bindings of the 19th Century ,http://www.columbia.edu/cgi-bin/cul/resolve?clio8235351,https://exhibitions.cul.columbia.edu/exhibits/show/bindings/gift_book_revived/items_6_10,
5008,1,0,London,New York,Bombay,Calcutta,,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,eng,1907,,books,1907,,,Bequest of Mollie Harris Samuels,,,"Longmans, Green, and Co",,Olive Fairy Book. Cover,Olive Fairy Book,Cover,,"Lang, Andrew, 1844-1912",,CLIO_6149566,,,1907,,original filename: GBF223.600.JPG,still image,Judging a Book by its Cover: Gold-Stamped Publishers' Bindings of the 19th Century ,http://www.columbia.edu/cgi-bin/cul/resolve?clio8235351,https://exhibitions.cul.columbia.edu/exhibits/show/bindings/gift_book_revived/items_6_10,
5007,1,0,London,New York,Bombay,,,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,eng,1899,,books,1899,,,Bequest of Mollie Harris Samuels,,,"Longmans, Green, and Co",,Red Book of Animal Stories. Cover,Red Book of Animal Stories,Cover,,"Lang, Andrew, 1844-1912",,CLIO_6149585,,,1899,,original filename: GBF222.600.JPG,still image,Judging a Book by its Cover: Gold-Stamped Publishers' Bindings of the 19th Century ,http://www.columbia.edu/cgi-bin/cul/resolve?clio8235351,https://exhibitions.cul.columbia.edu/exhibits/show/bindings/gift_book_revived/items_6_10,
5006,1,0,London,New York,Bombay,,,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,eng,1898,,books,1898,,,,,,"Longmans, Green, and Co",,Arabian Nights Entertainments. Cover,Arabian Nights Entertainments,Cover,,"Lang, Andrew, 1844-1912",,CLIO_6165175,,,1898,,original filename: GBF221.600.JPG,still image,Judging a Book by its Cover: Gold-Stamped Publishers' Bindings of the 19th Century ,http://www.columbia.edu/cgi-bin/cul/resolve?clio8235351,https://exhibitions.cul.columbia.edu/exhibits/show/bindings/gift_book_revived/items_6_10,
5004,1,0,London,New York,,,,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,eng,1894,,books,1894,Cover design based on a drawing by Hugh Thomson,,,,,Macmillan and Co.,,Coridon's Song: and Other Verses from Various Sources. Cover,Coridon's Song: and Other Verses from Various Sources,Cover,,"Dobson, Austin, 1840-1921","Thomson, Hugh, 1860-1920",CLIO_5581415,,eng,1894,,original filename: GBF219.600.JPG,still image,Judging a Book by its Cover: Gold-Stamped Publishers' Bindings of the 19th Century ,http://www.columbia.edu/cgi-bin/cul/resolve?clio8235351,https://exhibitions.cul.columbia.edu/exhibits/show/bindings/gift_book_revived/items_1_5,
5005,1,0,New York,London,Bombay,,,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,eng,1896,,books,1896,,,Gift of Major Alfred B. Fears,,,"Longmans, Green, and Co",,Animal Story Book. Cover,Animal Story Book,Cover,,"Lang, Andrew, 1844-1912",,CLIO_118467,,eng,1896,,original filename: GBF220.600.JPG,still image,Judging a Book by its Cover: Gold-Stamped Publishers' Bindings of the 19th Century ,http://www.columbia.edu/cgi-bin/cul/resolve?clio8235351,https://exhibitions.cul.columbia.edu/exhibits/show/bindings/gift_book_revived/items_6_10,
5003,1,0,London,New York,,,,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,eng,1892,,books,1892,,,Bequest of Mollie Harris Samuels,,,"Longmans, Green, and Co",,Green Fairy Book. Cover,Green Fairy Book,Cover,,"Lang, Andrew, 1844-1912",,CLIO_7642154,,,1892,,original filename: GBF218.600.JPG,still image,Judging a Book by its Cover: Gold-Stamped Publishers' Bindings of the 19th Century ,http://www.columbia.edu/cgi-bin/cul/resolve?clio8235351,https://exhibitions.cul.columbia.edu/exhibits/show/bindings/gift_book_revived/items_1_5,
