item - public,item - itemId,item - MODS - TypeofDate,item - MODS - DigitalOrigin,item - MODS - RepositoryName,item - MODS - RepositoryName - code,item - MODS - LanguageofCataloging,item - MODS - KeyDate - Single/Start,item - MODS - KeyDate - End,item - MODS - FormGenre,item - MODS - Notes,item - MODS - ShelfLocation,item - MODS - Collection,item - MODS - PublicationPlace,item - MODS - PlaceofOrigin,item - MODS - PublicationDate,item - DublinCore - Title,item - DublinCore - Title - Whole,item - DublinCore - Title - Part,item - DublinCore - Title 2,item - DublinCore - Title 2 - Whole,item - DublinCore - Title 2 - Part,item - DublinCore - Title 2 - Attribute,item - DublinCore - Language,item - DublinCore - Date,item - DublinCore - Creator 1,item - DublinCore - Creator 2,item - DublinCore - Publisher,item - DublinCore - Description,item - DublinCore - Source,item - DublinCore - Subject 1,item - DublinCore - Subject 2,item - DublinCore - Subject 3,item - DublinCore - Subject 4,item - OriginalFileLoadedIntoOmeka,item - ItemType,item - OmekaCollection,item - ItemInContext,item - AdditionalItemMetadata - RightsHolder,project URL
1,6382,,reformatted digital,"University Archives, Columbia University",NNC-UA,eng,1914-03-21,,printed ephemera,,"Box 240, folder 3",Historical subject files,New York (N.Y.),,,"Columbia Glee and Mandolin Clubs, Concert Program. Cover","Columbia Glee and Mandolin Clubs, Concert Program",Cover,,,,,eng,21-Mar-1914,Columbia University,,Columbia University,,,,,,,original filename: 110118067.jpg,still image,Music at Columbia: The First 100 Years,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/music-centennial/music-performance--the-early-y/glee-and-mandolin-clubs,,http://www.columbia.edu/cgi-bin/cul/resolve?clio9628664
1,6381,,reformatted digital,"University Archives, Columbia University",NNC-UA,eng,1911-05,,photographs,,,,,New York,,Interclass Song Contest,Interclass Song Contest,,,,,,eng,"May, 1911",Columbia University,,Columbia University,,"Columbia University Quarterly: III/4, September 1911",,,,,original filename: 110118066.jpg,still image,Music at Columbia: The First 100 Years,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/music-centennial/music-performance--the-early-y/glee-and-mandolin-clubs,,http://www.columbia.edu/cgi-bin/cul/resolve?clio9628664
1,6380,approximate,reformatted digital,"University Archives, Columbia University",NNC-UA,eng,1918,,photographs,,"Portraits- Hart, Lorenz",Historical Photograph collection,,,,Lorenz Hart,Lorenz Hart,,,,,,eng,circa 1918,,,,,,"Hart, Lorenz, 1895-1943",,,,original filename: 110118065.jpg,still image,Music at Columbia: The First 100 Years,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/music-centennial/music-performance--the-early-y/hammerstein--hart--and-rogers,,http://www.columbia.edu/cgi-bin/cul/resolve?clio9628664
1,6379,approximate,reformatted digital,"University Archives, Columbia University",NNC-UA,eng,1917,,photographs,,"Portraits- Hammerstein, Oscar",Historical Photograph collection,,,,Oscar Hammerstein II,Oscar Hammerstein II,,,,,,eng,circa 1917,,,,,,"Hammerstein, Oscar, 1895-1960",,,,original filename: 110118064.jpg,still image,Music at Columbia: The First 100 Years,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/music-centennial/music-performance--the-early-y/hammerstein--hart--and-rogers,,http://www.columbia.edu/cgi-bin/cul/resolve?clio9628664
1,6378,,reformatted digital,"University Archives, Columbia University",NNC-UA,eng,1904-12,,illustrations,,"St. Paul's Chapel, Sketches & Drawings, Box 174, folder 16",Historical Photograph collection,New York (N.Y.),,,St. Paul's Chapel of Columbia University,St. Paul's Chapel of Columbia University,,,,,,eng,"December, 1904",Columbia University,,Columbia University,Engraving,Columbia University Quarterly: VII/1,,,,,original filename: 110118063.jpg,still image,Music at Columbia: The First 100 Years,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/music-centennial/music-performance--the-early-y/st--paul-s-chapel,,http://www.columbia.edu/cgi-bin/cul/resolve?clio9628664
1,6377,,reformatted digital,"University Archives, Columbia University",NNC-UA,eng,1904,,photographs,,"Box 19, folder 7",Varsity Show Records,,New York,,"Three Cast Members of Isle of Illusia, Columbia Varsity Show","Three Cast Members of Isle of Illusia, Columbia Varsity Show",,,,,,eng,"Spring, 1904",Pach Brothers,,,,,,,,,original filename: 110118062.jpg,still image,Music at Columbia: The First 100 Years,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/music-centennial/music-performance--the-early-y/theatricals,,http://www.columbia.edu/cgi-bin/cul/resolve?clio9628664
1,6376,,reformatted digital,"University Archives, Columbia University",NNC-UA,eng,1904,,photographs,,"Box 19, folder 7",Varsity Show Records,,New York,,Joseph Buhler in the Cast of The Isle of Illusia,Joseph Buhler in the Cast of The Isle of Illusia,,,,,,eng,"Spring, 1904",Pach Brothers,,,"Columbia University Varsity Show, Spring 1904",,,,,,original filename: 110118061.jpg,still image,Music at Columbia: The First 100 Years,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/music-centennial/music-performance--the-early-y/theatricals,,http://www.columbia.edu/cgi-bin/cul/resolve?clio9628664
1,6375,,reformatted digital,"University Archives, Columbia University",NNC-UA,eng,1904,,photographs,,"Box 19, folder 7",Varsity Show Records,,New York,,Philip Moeller in the Cast of The Isle of Illusia,Philip Moeller in the Cast of The Isle of Illusia,,,,,,eng,"Spring, 1904",Pach Brothers,,,"Columbia University Varsity Show, Spring 1904",,,,,,original filename: 110118060.jpg,still image,Music at Columbia: The First 100 Years,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/music-centennial/music-performance--the-early-y/theatricals,,http://www.columbia.edu/cgi-bin/cul/resolve?clio9628664
1,6374,,reformatted digital,"University Archives, Columbia University",NNC-UA,eng,1904,,photographs,,"Box 19, folder 7",Varsity Show Records,,New York,,"Cast of Isle of Illusia, Columbia Varsity Show","Cast of Isle of Illusia, Columbia Varsity Show",,,,,,eng,"Spring, 1904",Pach Brothers,,,,,,,,,original filename: 110118059.jpg,still image,Music at Columbia: The First 100 Years,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/music-centennial/music-performance--the-early-y/theatricals,,http://www.columbia.edu/cgi-bin/cul/resolve?clio9628664
1,6373,,reformatted digital,"University Archives, Columbia University",NNC-UA,eng,1904,,printed ephemera,,"Box 1, folder 10",Varsity Show Records,,,,Ticket for Varsity Show,Ticket for Varsity Show,,,,,,eng,"Spring, 1904",Columbia University,,Columbia University,Isle of Illusia,Varsity Show Records,,,,,original filename: 110118058.jpg,still image,Music at Columbia: The First 100 Years,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/music-centennial/music-performance--the-early-y/theatricals,,http://www.columbia.edu/cgi-bin/cul/resolve?clio9628664
1,6372,,reformatted digital,"University Archives, Columbia University",NNC-UA,eng,1922,1923,printed ephemera,,"Box 1, folder 10",Varsity Show Records,,,,Columbia College Musical Clubs,Columbia College Musical Clubs,,,,,,eng,1922-1923,Columbia University,,Columbia University,,Varsity Show Records,,,,,original filename: 110118057.jpg,still image,Music at Columbia: The First 100 Years,,,http://www.columbia.edu/cgi-bin/cul/resolve?clio9628664
1,6371,approximate,reformatted digital,"University Archives, Columbia University",NNC-UA,eng,1896,,photographs,,SASL OS 17,Historical Photograph collection,,New York,,"Banjo Club, 1894-95","Banjo Club, 1894-95",,,,,,eng,circa 1896,Pach Brothers,,,,,,,,,original filename: 110118056.jpg,still image,Music at Columbia: The First 100 Years,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/music-centennial/music-performance--the-early-y/the-early-years,,http://www.columbia.edu/cgi-bin/cul/resolve?clio9628664
1,6370,,reformatted digital,"Gabe M. Wiener Music & Arts Library, Columbia University",NyNyCMA,eng,1952-02,,periodicals,,D780.5 Am32 2,,,,,"Bulletin of the American Composers Alliance: Volume II, Number 1. Cover","Bulletin of the American Composers Alliance: Volume II, Number 1",Cover,,,,,eng,Feb-1952,Malouf,,,Portrait of Wallingford Riegger,,"Riegger, Wallingford, 1885-1961",,,,original filename: 110118055.jpg,still image,Music at Columbia: The First 100 Years,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/music-centennial/composition/composers,,http://www.columbia.edu/cgi-bin/cul/resolve?clio9628664
1,6369,inferred,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,eng,1925,,photographs,,,Fritz Reiner papers,,,,Igor Stravinsky,Igor Stravinsky,,,,,,eng,circa 1925,,,,"Photograph inscribed to Fritz Reiner and signed, 27 November 1925",,"Stravinsky, Igor, 1882-1971",,,,original filename: 110118054.jpg,still image,Music at Columbia: The First 100 Years,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/music-centennial/fritz-reiner-center/fritz-reiner-collection,,http://www.columbia.edu/cgi-bin/cul/resolve?clio9628664
1,6368,inferred,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,eng,1915,,prints,,,Fritz Reiner papers,,,,Etching of Richard Strauss,Etching of Richard Strauss,,,,,,ger,1915?,,,,,,"Strauss, Richard, 1864-1949",,,,original filename: 110118053.jpg,still image,Music at Columbia: The First 100 Years,,,http://www.columbia.edu/cgi-bin/cul/resolve?clio9628664
1,6367,inferred,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,eng,1928,,photographs,,,Fritz Reiner papers,,,,Portrait of Béla Bartók,Portrait of Béla Bartók,,,,,,eng,circa 1928,,,,"Photograph, no date, inscribed to Fritz Reiner and signed, 13 February 1928",,"Bartók, Béla, 1881-1945",,,,original filename: 110118052.jpg,still image,Music at Columbia: The First 100 Years,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/music-centennial/fritz-reiner-center/fritz-reiner-collection,,http://www.columbia.edu/cgi-bin/cul/resolve?clio9628664
1,6366,,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,eng,1912,,books,,,Edward A. MacDowell Papers,Boston (Mass.),,,Critical and Historical Essays: Lectures Delivered at Columbia University. Title page,Critical and Historical Essays: Lectures Delivered at Columbia University,Title page,,,,,eng,1912,"MacDowell, Edward, 1860-1908",,Arthur P. Schmidt,,,,,,,original filename: 110118051.jpg,still image,Music at Columbia: The First 100 Years,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/music-centennial/macdowell-era/lectures,,http://www.columbia.edu/cgi-bin/cul/resolve?clio9628664
1,6365,,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,eng,1912,,books,,,Edward A. MacDowell Papers,Boston (Mass.),,,Critical and Historical Essays: Lectures Delivered at Columbia University. Cover,Critical and Historical Essays: Lectures Delivered at Columbia University,Cover,,,,,eng,1912,"MacDowell, Edward, 1860-1908",,Arthur P. Schmidt,,,,,,,original filename: 110118050.jpg,still image,Music at Columbia: The First 100 Years,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/music-centennial/macdowell-era/lectures,,http://www.columbia.edu/cgi-bin/cul/resolve?clio9628664
1,6364,,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,eng,1904-05-30,,correspondence,,,Edward A. MacDowell Papers,,New York,,"Autograph letter, signed to Seth Low","Autograph letter, signed to Seth Low",,,,,,eng,30-May-1904,"MacDowell, Edward, 1860-1908","Low, Seth, 1850-1916",,,,,,,,original filename: 110118049.jpg,still image,Music at Columbia: The First 100 Years,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/music-centennial/macdowell-era/department-chair,,http://www.columbia.edu/cgi-bin/cul/resolve?clio9628664
1,6363,approximate,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,eng,1901,,music,,,Edward A. MacDowell Papers,Boston (Mass.),,,College Songs for Male Voices: Columbia's Sons. Page 4,College Songs for Male Voices: Columbia's Sons,Page 4,,,,,eng,circa 1901,"MacDowell, Edward, 1860-1908",,Arthur P. Schmidt,,,Students' songs,,,,original filename: 110118048.jpg,still image,Music at Columbia: The First 100 Years,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/music-centennial/macdowell-era/compositions,,http://www.columbia.edu/cgi-bin/cul/resolve?clio9628664
1,6362,approximate,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,eng,1901,,music,,,Edward A. MacDowell Papers,Boston (Mass.),,,College Songs for Male Voices: Columbia's Sons. Page 3,College Songs for Male Voices: Columbia's Sons,Page 3,,,,,eng,circa 1901,"MacDowell, Edward, 1860-1908",,Arthur P. Schmidt,,,Students' songs,,,,original filename: 110118047.jpg,still image,Music at Columbia: The First 100 Years,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/music-centennial/macdowell-era/compositions,,http://www.columbia.edu/cgi-bin/cul/resolve?clio9628664
1,6361,approximate,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,eng,1901,,music,,,Edward A. MacDowell Papers,Boston (Mass.),,,College Songs for Male Voices. Title page,College Songs for Male Voices,Title page,,,,,eng,circa 1901,"MacDowell, Edward, 1860-1908",,Arthur P. Schmidt,,,Students' songs,,,,original filename: 110118046.jpg,still image,Music at Columbia: The First 100 Years,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/music-centennial/macdowell-era/compositions,,http://www.columbia.edu/cgi-bin/cul/resolve?clio9628664
1,6360,,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,eng,1898-01-10,,printed ephemera,,,Edward A. MacDowell Papers,,,,Pianoforte recital. Pages 2-3,Pianoforte recital,Pages 2-3,,,,,eng,10 January 1898,"MacDowell, Edward, 1860-1908",,,,,,,,,original filename: 110118045.jpg,still image,Music at Columbia: The First 100 Years,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/music-centennial/macdowell-era/performances,,http://www.columbia.edu/cgi-bin/cul/resolve?clio9628664
1,6359,,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,eng,1898-01-10,,printed ephemera,,,Edward A. MacDowell Papers,,,,Pianoforte recital. Cover,Pianoforte recital,Cover,,,,,eng,10 January 1898,"MacDowell, Edward, 1860-1908",,,Program,,,,,,original filename: 110118044.jpg,still image,Music at Columbia: The First 100 Years,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/music-centennial/macdowell-era/performances,,http://www.columbia.edu/cgi-bin/cul/resolve?clio9628664
1,6358,,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,eng,1897-01-19,,correspondence,,,Edward A. MacDowell Papers,,New York,,"Autograph letter, signed to Brander Matthews. Page 2","Autograph letter, signed to Brander Matthews",Page 2,,,,,eng,19 January 1897,"MacDowell, Edward, 1860-1908","Matthews, Brander, 1852-1929",,,,,,,,original filename: 110118043.jpg,still image,Music at Columbia: The First 100 Years,,,http://www.columbia.edu/cgi-bin/cul/resolve?clio9628664
1,6357,,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,eng,1897-01-19,,correspondence,,,Edward A. MacDowell Papers,,New York,,"Autograph letter, signed to Brander Matthews. Page 1","Autograph letter, signed to Brander Matthews",Page 1,,,,,eng,19 January 1897,"MacDowell, Edward, 1860-1908","Matthews, Brander, 1852-1929",,,,,,,,original filename: 110118042.jpg,still image,Music at Columbia: The First 100 Years,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/music-centennial/macdowell-era/department-chair,,http://www.columbia.edu/cgi-bin/cul/resolve?clio9628664
1,6356,,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,eng,1896-01-23,,printed ephemera,,,Edward A. MacDowell Papers,,,,"Program, concert at the Metropolitan Opera House. Page 2","Program, concert at the Metropolitan Opera House",Page 2,,,,,eng,23 January 1896,Boston Symphony Orchestra,,,,,,,,,original filename: 110118041.jpg,still image,Music at Columbia: The First 100 Years,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/music-centennial/music-performance--the-early-y/the-early-years,,http://www.columbia.edu/cgi-bin/cul/resolve?clio9628664
1,6355,,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,eng,1896-01-23,,printed ephemera,,,Edward A. MacDowell Papers,,,,"Program, concert at the Metropolitan Opera House","Program, concert at the Metropolitan Opera House",,,,,,eng,23 January 1896,Boston Symphony Orchestra,,,,,,,,,original filename: 110118040.jpg,still image,Music at Columbia: The First 100 Years,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/music-centennial/beginnings/music-committee,,http://www.columbia.edu/cgi-bin/cul/resolve?clio9628664
1,6354,,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,eng,1902,,photographs,,,Edward A. MacDowell Papers,,,,Edward MacDowell,Edward MacDowell,,,,,,,1902,,,,,,"MacDowell, Edward, 1860-1908",,,,original filename: 110118039.jpg,still image,Music at Columbia: The First 100 Years,,,http://www.columbia.edu/cgi-bin/cul/resolve?clio9628664
1,6353,,reformatted digital,"University Archives, Columbia University",NNC-UA,eng,1948-05-05,1948-05-08,printed ephemera,,,Historical subject files,,,,Theater Associates Evangeline,Theater Associates Evangeline,,,,,,eng,5-8 May 1948,Columbia University. Columbia Theater Associates,,Columbia University,,,,,,,original filename: 110118038.jpg,still image,Music at Columbia: The First 100 Years,,,http://www.columbia.edu/cgi-bin/cul/resolve?clio9628664
1,6352,,reformatted digital,"University Archives, Columbia University",NNC-UA,eng,1948-05-05,1948-05-08,printed ephemera,,,Historical subject files,,,,Theater Associates Evangeline,Theater Associates Evangeline,,,,,,eng,5-8 May 1948,Columbia University. Columbia Theater Associates,,Columbia University,,,,,,,original filename: 110118037.jpg,still image,Music at Columbia: The First 100 Years,,,http://www.columbia.edu/cgi-bin/cul/resolve?clio9628664
1,6351,,reformatted digital,"University Archives, Columbia University",NNC-UA,eng,1948-05-05,1948-05-08,printed ephemera,,,Historical subject files,,,,Theater Associates Evangeline,Theater Associates Evangeline,,,,,,eng,5-8 May 1948,Columbia University. Columbia Theater Associates,,Columbia University,,,,,,,original filename: 110118036.jpg,still image,Music at Columbia: The First 100 Years,,,http://www.columbia.edu/cgi-bin/cul/resolve?clio9628664
1,6350,,reformatted digital,"University Archives, Columbia University",NNC-UA,eng,1948-05-05,1948-05-08,printed ephemera,,,Historical subject files,,,,Theater Associates Evangeline,Theater Associates Evangeline,,,,,,eng,5-8 May 1948,Columbia University. Columbia Theater Associates,,Columbia University,,,,,,,original filename: 110118035.jpg,still image,Music at Columbia: The First 100 Years,,,http://www.columbia.edu/cgi-bin/cul/resolve?clio9628664
1,6349,,reformatted digital,"University Archives, Columbia University",NNC-UA,eng,1947-05-07,1947-05-10,printed ephemera,,,Historical subject files,New York (N.Y.),,,Mother of Us All: an Opera. Pages 3-4,Mother of Us All: an Opera,Pages 3-4,,,,,eng,7-10 May 1947,Columbia University. Columbia Theater Associates,Columbia University. Department of Music,Columbia University,Who's who in the cast,,,,,,original filename: 110118034.jpg,still image,Music at Columbia: The First 100 Years,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/music-centennial/music/columbia-theater-associates,,http://www.columbia.edu/cgi-bin/cul/resolve?clio9628664
1,6348,,reformatted digital,"University Archives, Columbia University",NNC-UA,eng,1947-05-07,1947-05-10,printed ephemera,,,Historical subject files,New York (N.Y.),,,Mother of Us All: an Opera. Pages 1-2,Mother of Us All: an Opera,Pages 1-2,,,,,eng,7-10 May 1947,Columbia University. Columbia Theater Associates,Columbia University. Department of Music,Columbia University,Cast and production staff.,,,,,,original filename: 110118033.jpg,still image,Music at Columbia: The First 100 Years,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/music-centennial/music/columbia-theater-associates,,http://www.columbia.edu/cgi-bin/cul/resolve?clio9628664
1,6347,,reformatted digital,"University Archives, Columbia University",NNC-UA,eng,1947-05-07,1947-05-10,printed ephemera,,,Historical subject files,New York (N.Y.),,,Mother of Us All: an Opera. Page 5,Mother of Us All: an Opera,Page 5,,,,,eng,7-10 May 1947,Columbia University. Columbia Theater Associates,Columbia University. Department of Music,Columbia University,Program for an opera by Gertrude Stein and Virgil Thomson,,,,,,original filename: 110118032.jpg,still image,Music at Columbia: The First 100 Years,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/music-centennial/music/columbia-theater-associates,,http://www.columbia.edu/cgi-bin/cul/resolve?clio9628664
1,6346,,reformatted digital,"University Archives, Columbia University",NNC-UA,eng,1947-05-07,1947-05-10,printed ephemera,,,Historical subject files,New York (N.Y.),,,Mother of Us All: an Opera. Cover,Mother of Us All: an Opera,Cover,,,,,eng,7-10 May 1947,Columbia University. Columbia Theater Associates,Columbia University. Department of Music,Columbia University,Program for an opera by Gertrude Stein and Virgil Thomson,,,,,,original filename: 110118031.jpg,still image,Music at Columbia: The First 100 Years,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/music-centennial/music/columbia-theater-associates,,http://www.columbia.edu/cgi-bin/cul/resolve?clio9628664
1,6345,,reformatted digital,"University Archives, Columbia University",NNC-UA,eng,1946-05-08,1946-05-11,printed ephemera,,,Historical subject files,,,,Theater Associates The Medium,Theater Associates The Medium,,,,,,eng,8-11 May 1946,Columbia University. Columbia Theater Associates,,Columbia University,,,,,,,original filename: 110118030.jpg,still image,Music at Columbia: The First 100 Years,,,http://www.columbia.edu/cgi-bin/cul/resolve?clio9628664
1,6344,,reformatted digital,"University Archives, Columbia University",NNC-UA,eng,1946-05-08,1946-05-11,printed ephemera,,,Historical subject files,,,,Theater Associates The Medium,Theater Associates The Medium,,,,,,eng,8-11 May 1946,Columbia University. Columbia Theater Associates,,Columbia University,,,,,,,original filename: 110118029.jpg,still image,Music at Columbia: The First 100 Years,,,http://www.columbia.edu/cgi-bin/cul/resolve?clio9628664
1,6343,,reformatted digital,"University Archives, Columbia University",NNC-UA,eng,1946-05-08,1946-05-11,printed ephemera,,,Historical subject files,,,,Theater Associates The Medium,Theater Associates The Medium,,,,,,eng,8-11 May 1946,Columbia University. Columbia Theater Associates,,Columbia University,,,,,,,original filename: 110118028.jpg,still image,Music at Columbia: The First 100 Years,,,http://www.columbia.edu/cgi-bin/cul/resolve?clio9628664
1,6342,,reformatted digital,"University Archives, Columbia University",NNC-UA,eng,1941-05-05,,printed ephemera,,,Historical subject files,,,,Theater Associates Paul Bunyan,Theater Associates Paul Bunyan,,,,,,eng,5-May-1941,Columbia University. Columbia Theater Associates,,Columbia University,,,,,,,original filename: 110118027.jpg,still image,Music at Columbia: The First 100 Years,,,http://www.columbia.edu/cgi-bin/cul/resolve?clio9628664
1,6341,,reformatted digital,"University Archives, Columbia University",NNC-UA,eng,1941-05-05,,printed ephemera,,,Historical subject files,,,,Theater Associates Paul Bunyan,Theater Associates Paul Bunyan,,,,,,eng,5-May-1941,Columbia University. Columbia Theater Associates,,Columbia University,,,,,,,original filename: 110118026.jpg,still image,Music at Columbia: The First 100 Years,,,http://www.columbia.edu/cgi-bin/cul/resolve?clio9628664
1,6340,,reformatted digital,"University Archives, Columbia University",NNC-UA,eng,1941-05-05,,printed ephemera,,,Historical subject files,,,,Theater Associates Paul Bunyan,Theater Associates Paul Bunyan,,,,,,eng,5-May-1941,Columbia University. Columbia Theater Associates,,Columbia University,,,,,,,original filename: 110118025.jpg,still image,Music at Columbia: The First 100 Years,,,http://www.columbia.edu/cgi-bin/cul/resolve?clio9628664
1,6339,,reformatted digital,"University Archives, Columbia University",NNC-UA,eng,1941-05-05,,printed ephemera,,,Historical subject files,,,,Theater Associates Paul Bunyan,Theater Associates Paul Bunyan,,,,,,eng,5-May-1941,Columbia University. Columbia Theater Associates,,Columbia University,,,,,,,original filename: 110118024.jpg,still image,Music at Columbia: The First 100 Years,,,http://www.columbia.edu/cgi-bin/cul/resolve?clio9628664
1,6338,,reformatted digital,"University Archives, Columbia University",NNC-UA,eng,1946-12-17,1946-12-19,printed ephemera,,,Historical subject files,,,,Opera Workshop,Opera Workshop,,,,,,eng,"17,18,19 December 1946",Columbia University. Department of Music,,Columbia University,,,,,,,original filename: 110118023.jpg,still image,Music at Columbia: The First 100 Years,,,http://www.columbia.edu/cgi-bin/cul/resolve?clio9628664
1,6337,,reformatted digital,"University Archives, Columbia University",NNC-UA,eng,1946-12-17,1946-12-19,printed ephemera,,,Historical subject files,New York (N.Y.),,,Opera Workshop in Shakespeare in Opera. Pages 1-2,Opera Workshop in Shakespeare in Opera,Pages 1-2,,,,,eng,"17,18,19 December 1946",Columbia University. Department of Music,,Columbia University,,,,,,,original filename: 110118022.jpg,still image,Music at Columbia: The First 100 Years,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/music-centennial/music/opera-workshop,,http://www.columbia.edu/cgi-bin/cul/resolve?clio9628664
1,6336,,reformatted digital,"University Archives, Columbia University",NNC-UA,eng,1946-12-17,1946-12-19,printed ephemera,,,Historical subject files,New York (N.Y.),,,Opera Workshop in Shakespeare in Opera. Cover,Opera Workshop in Shakespeare in Opera,Cover,,,,,eng,"17,18,19 December 1946",Columbia University. Department of Music,,Columbia University,,,,,,,original filename: 110118021.jpg,still image,Music at Columbia: The First 100 Years,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/music-centennial/music/opera-workshop,,http://www.columbia.edu/cgi-bin/cul/resolve?clio9628664
1,6335,,reformatted digital,"University Archives, Columbia University",NNC-UA,eng,1946-08-14,,printed ephemera,,,Historical subject files,New York (N.Y.),,,Opera Workshop in Scenes from Operas. Pages 1-2,Opera Workshop in Scenes from Operas,Pages 1-2,,,,,eng,14-Aug-1946,Columbia University. Department of Music,,Columbia University,,,,,,,original filename: 110118020.jpg,still image,Music at Columbia: The First 100 Years,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/music-centennial/music/opera-workshop,,http://www.columbia.edu/cgi-bin/cul/resolve?clio9628664
1,6334,,reformatted digital,"University Archives, Columbia University",NNC-UA,eng,1946-08-14,,printed ephemera,,,Historical subject files,New York (N.Y.),,,Opera Workshop in Scenes from Operas. Cover,Opera Workshop in Scenes from Operas,Cover,,,,,eng,14-Aug-1946,Columbia University. Department of Music,,Columbia University,,,,,,,original filename: 110118019.jpg,still image,Music at Columbia: The First 100 Years,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/music-centennial/music/opera-workshop,,http://www.columbia.edu/cgi-bin/cul/resolve?clio9628664
1,6333,,reformatted digital,"University Archives, Columbia University",NNC-UA,eng,1909-11-25,,clippings,,Box 11,Historical subject files,,,,Columbia Musical Scrap,Columbia Musical Scrap,,,,,,eng,25 Nov. 1909,"Sun (New York, N.Y.)",,Columbia University,,,,,,,original filename: 110118018.jpg,still image,Music at Columbia: The First 100 Years,,,http://www.columbia.edu/cgi-bin/cul/resolve?clio9628664
1,6332,,reformatted digital,"University Archives, Columbia University",NNC-UA,eng,1904-03-03,,printed ephemera,,"MS 244, folder 5",Historical subject files,,,,"Program, Concert Philharmonic Society of Columbia. Page 3","Program, Concert Philharmonic Society of Columbia",Page 3,,,,,eng,3-Mar-1904,Columbia University. Philharmonic Society,,Columbia University,,,,,,,original filename: 110118017.jpg,still image,Music at Columbia: The First 100 Years,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/music-centennial/music-performance--the-early-y/philharmonic-society,,http://www.columbia.edu/cgi-bin/cul/resolve?clio9628664
1,6331,,reformatted digital,"University Archives, Columbia University",NNC-UA,eng,1904-03-03,,printed ephemera,,"MS 244, folder 5",Historical subject files,,,,"Program, Concert Philharmonic Society of Columbia. Orchestra listing","Program, Concert Philharmonic Society of Columbia",Orchestra listing,,,,,eng,3-Mar-1904,Columbia University. Philharmonic Society,,Columbia University,,,,,,,original filename: 110118016.jpg,still image,Music at Columbia: The First 100 Years,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/music-centennial/music-performance--the-early-y/philharmonic-society,,http://www.columbia.edu/cgi-bin/cul/resolve?clio9628664
