item - itemId,item - public,item - featured,item - MODS - Collection,item - MODS - RepositoryName,item - MODS - RepositoryName - code,item - MODS - RepositoryName - code - authority,item - MODS - ShelfLocation,item - DublinCore - Date,item - MODS - KeyDate - Single/Start,item - MODS - TypeofDate,item - DublinCore - Title - Display,item - DublinCore - Title - Work,item - DublinCore - Title - Work - Identifier,item - DublinCore - Title - Part,item - DublinCore - Identifier,Original Work URL,item - DublinCore - Description,Subject - Geographic,Subject - Geographic - Authority,Subject - Geographic - Authority - Identifier,Subject 1 - Topic,Subject 1 - Topic - Authority,Subject 2 - Topic,Subject 2 - Topic - Authority,Subject 3 - Topic,Subject 3 - Topic - Authority,Subject 3 - Topic - Authority - Identifier,item - OriginalFileLoadedIntoOmeka,item - ItemType,item - MODS - FormGenre,item - MODS - FormGenre - authority,item - OmekaCollection,item - MODS - LanguageofCataloging,item - DublinCore - Language,item - MODS - DigitalOrigin,project URL,item in context 1,item in context 2
2381,1,0,Korean independence outbreak collection,"Burke Library at Union Theological Seminary, Columbia University",NyNyCBL,marcorg,,1920?,1920,questionable,"Korean Independence Outbreak Beginning, March 1st, 1919. Part 5. Page D13","Korean Independence Outbreak Beginning, March 1st, 1919",kio_085,Part 5. Page D13,,,,Korea,naf,http://id.loc.gov/authorities/names/n79109033,"Korea--History--Independence movement, 1919--Sources",lcsh,Korea--Politics and government--1910-1945--Sources,lcsh,Independence Movement (Korea : 1919),fast,http://id.worldcat.org/fast/1353264,original filename: mrl8kio_0106_14,still image,manuscripts,lcsh,Korean Independence Outbreak Movement,eng,eng,reformatted digital,http://www.columbia.edu/cgi-bin/cul/resolve?clio7688161,http://exhibitions.cul.columbia.edu/exhibits/show/kio/outbreak_part5/page_d13,
2380,1,0,Korean independence outbreak collection,"Burke Library at Union Theological Seminary, Columbia University",NyNyCBL,marcorg,,1920?,1920,questionable,"Korean Independence Outbreak Beginning, March 1st, 1919. Part 5. Page D12","Korean Independence Outbreak Beginning, March 1st, 1919",kio_084,Part 5. Page D12,,,,Korea,naf,http://id.loc.gov/authorities/names/n79109033,"Korea--History--Independence movement, 1919--Sources",lcsh,Korea--Politics and government--1910-1945--Sources,lcsh,Independence Movement (Korea : 1919),fast,http://id.worldcat.org/fast/1353264,original filename: mrl8kio_0106_13,still image,manuscripts,lcsh,Korean Independence Outbreak Movement,eng,eng,reformatted digital,http://www.columbia.edu/cgi-bin/cul/resolve?clio7688161,http://exhibitions.cul.columbia.edu/exhibits/show/kio/outbreak_part5/page_d12,
2379,1,0,Korean independence outbreak collection,"Burke Library at Union Theological Seminary, Columbia University",NyNyCBL,marcorg,,1920?,1920,questionable,"Korean Independence Outbreak Beginning, March 1st, 1919. Part 5. Page D11","Korean Independence Outbreak Beginning, March 1st, 1919",kio_083,Part 5. Page D11,,,,Korea,naf,http://id.loc.gov/authorities/names/n79109033,"Korea--History--Independence movement, 1919--Sources",lcsh,Korea--Politics and government--1910-1945--Sources,lcsh,Independence Movement (Korea : 1919),fast,http://id.worldcat.org/fast/1353264,original filename: mrl8kio_0106_12,still image,manuscripts,lcsh,Korean Independence Outbreak Movement,eng,eng,reformatted digital,http://www.columbia.edu/cgi-bin/cul/resolve?clio7688161,http://exhibitions.cul.columbia.edu/exhibits/show/kio/outbreak_part5/page_d11,
2378,1,0,Korean independence outbreak collection,"Burke Library at Union Theological Seminary, Columbia University",NyNyCBL,marcorg,,1920?,1920,questionable,"Korean Independence Outbreak Beginning, March 1st, 1919. Part 5. Page D10","Korean Independence Outbreak Beginning, March 1st, 1919",kio_082,Part 5. Page D10,,,,Korea,naf,http://id.loc.gov/authorities/names/n79109033,"Korea--History--Independence movement, 1919--Sources",lcsh,Korea--Politics and government--1910-1945--Sources,lcsh,Independence Movement (Korea : 1919),fast,http://id.worldcat.org/fast/1353264,original filename: mrl8kio_0106_11,still image,manuscripts,lcsh,Korean Independence Outbreak Movement,eng,eng,reformatted digital,http://www.columbia.edu/cgi-bin/cul/resolve?clio7688161,http://exhibitions.cul.columbia.edu/exhibits/show/kio/outbreak_part5/page_d10,
2377,1,0,Korean independence outbreak collection,"Burke Library at Union Theological Seminary, Columbia University",NyNyCBL,marcorg,,1920?,1920,questionable,"Korean Independence Outbreak Beginning, March 1st, 1919. Part 5. Page D9","Korean Independence Outbreak Beginning, March 1st, 1919",kio_081,Part 5. Page D9,,,Visit to the Pyeng Yang Saibansho,Korea,naf,http://id.loc.gov/authorities/names/n79109033,"Korea--History--Independence movement, 1919--Sources",lcsh,Korea--Politics and government--1910-1945--Sources,lcsh,Independence Movement (Korea : 1919),fast,http://id.worldcat.org/fast/1353264,original filename: mrl8kio_0106_10,still image,manuscripts,lcsh,Korean Independence Outbreak Movement,eng,eng,reformatted digital,http://www.columbia.edu/cgi-bin/cul/resolve?clio7688161,http://exhibitions.cul.columbia.edu/exhibits/show/kio/outbreak_part5/page_d9,
2376,1,0,Korean independence outbreak collection,"Burke Library at Union Theological Seminary, Columbia University",NyNyCBL,marcorg,,1920?,1920,questionable,"Korean Independence Outbreak Beginning, March 1st, 1919. Part 5. Page D8","Korean Independence Outbreak Beginning, March 1st, 1919",kio_080,Part 5. Page D8,,,,Korea,naf,http://id.loc.gov/authorities/names/n79109033,"Korea--History--Independence movement, 1919--Sources",lcsh,Korea--Politics and government--1910-1945--Sources,lcsh,Independence Movement (Korea : 1919),fast,http://id.worldcat.org/fast/1353264,original filename: mrl8kio_0106_09,still image,manuscripts,lcsh,Korean Independence Outbreak Movement,eng,eng,reformatted digital,http://www.columbia.edu/cgi-bin/cul/resolve?clio7688161,http://exhibitions.cul.columbia.edu/exhibits/show/kio/outbreak_part5/page_d8,
2375,1,0,Korean independence outbreak collection,"Burke Library at Union Theological Seminary, Columbia University",NyNyCBL,marcorg,,1920?,1920,questionable,"Korean Independence Outbreak Beginning, March 1st, 1919. Part 5. Page D7","Korean Independence Outbreak Beginning, March 1st, 1919",kio_079,Part 5. Page D7,,,,Korea,naf,http://id.loc.gov/authorities/names/n79109033,"Korea--History--Independence movement, 1919--Sources",lcsh,Korea--Politics and government--1910-1945--Sources,lcsh,Independence Movement (Korea : 1919),fast,http://id.worldcat.org/fast/1353264,original filename: mrl8kio_0106_08,still image,manuscripts,lcsh,Korean Independence Outbreak Movement,eng,eng,reformatted digital,http://www.columbia.edu/cgi-bin/cul/resolve?clio7688161,http://exhibitions.cul.columbia.edu/exhibits/show/kio/outbreak_part5/page_d7,
2374,1,0,Korean independence outbreak collection,"Burke Library at Union Theological Seminary, Columbia University",NyNyCBL,marcorg,,1920?,1920,questionable,"Korean Independence Outbreak Beginning, March 1st, 1919. Part 5. Page D6","Korean Independence Outbreak Beginning, March 1st, 1919",kio_078,Part 5. Page D6,,,,Korea,naf,http://id.loc.gov/authorities/names/n79109033,"Korea--History--Independence movement, 1919--Sources",lcsh,Korea--Politics and government--1910-1945--Sources,lcsh,Independence Movement (Korea : 1919),fast,http://id.worldcat.org/fast/1353264,original filename: mrl8kio_0106_07,still image,manuscripts,lcsh,Korean Independence Outbreak Movement,eng,eng,reformatted digital,http://www.columbia.edu/cgi-bin/cul/resolve?clio7688161,http://exhibitions.cul.columbia.edu/exhibits/show/kio/outbreak_part5/page_d6,
2373,1,0,Korean independence outbreak collection,"Burke Library at Union Theological Seminary, Columbia University",NyNyCBL,marcorg,,1920?,1920,questionable,"Korean Independence Outbreak Beginning, March 1st, 1919. Part 5. Page D3 (different text)","Korean Independence Outbreak Beginning, March 1st, 1919",kio_076,Part 5. Page D3 (different text),,,,Korea,naf,http://id.loc.gov/authorities/names/n79109033,"Korea--History--Independence movement, 1919--Sources",lcsh,Korea--Politics and government--1910-1945--Sources,lcsh,Independence Movement (Korea : 1919),fast,http://id.worldcat.org/fast/1353264,original filename: mrl8kio_0106_06,still image,manuscripts,lcsh,Korean Independence Outbreak Movement,eng,eng,reformatted digital,http://www.columbia.edu/cgi-bin/cul/resolve?clio7688161,http://exhibitions.cul.columbia.edu/exhibits/show/kio/outbreak_part5/page_d3_different,
2372,1,0,Korean independence outbreak collection,"Burke Library at Union Theological Seminary, Columbia University",NyNyCBL,marcorg,,1920?,1920,questionable,"Korean Independence Outbreak Beginning, March 1st, 1919. Part 5. Page D4","Korean Independence Outbreak Beginning, March 1st, 1919",kio_077,Part 5. Page D4,,,,Korea,naf,http://id.loc.gov/authorities/names/n79109033,"Korea--History--Independence movement, 1919--Sources",lcsh,Korea--Politics and government--1910-1945--Sources,lcsh,Independence Movement (Korea : 1919),fast,http://id.worldcat.org/fast/1353264,original filename: mrl8kio_0106_05,still image,manuscripts,lcsh,Korean Independence Outbreak Movement,eng,eng,reformatted digital,http://www.columbia.edu/cgi-bin/cul/resolve?clio7688161,http://exhibitions.cul.columbia.edu/exhibits/show/kio/outbreak_part5/page_d4,
2371,1,0,Korean independence outbreak collection,"Burke Library at Union Theological Seminary, Columbia University",NyNyCBL,marcorg,,1920?,1920,questionable,"Korean Independence Outbreak Beginning, March 1st, 1919. Part 5. Page D3","Korean Independence Outbreak Beginning, March 1st, 1919",kio_075,Part 5. Page D3,,,,Korea,naf,http://id.loc.gov/authorities/names/n79109033,"Korea--History--Independence movement, 1919--Sources",lcsh,Korea--Politics and government--1910-1945--Sources,lcsh,Independence Movement (Korea : 1919),fast,http://id.worldcat.org/fast/1353264,original filename: mrl8kio_0106_04,still image,manuscripts,lcsh,Korean Independence Outbreak Movement,eng,eng,reformatted digital,http://www.columbia.edu/cgi-bin/cul/resolve?clio7688161,http://exhibitions.cul.columbia.edu/exhibits/show/kio/outbreak_part5/page_d3,
2370,1,0,Korean independence outbreak collection,"Burke Library at Union Theological Seminary, Columbia University",NyNyCBL,marcorg,,1920?,1920,questionable,"Korean Independence Outbreak Beginning, March 1st, 1919. Part 5. Page D2","Korean Independence Outbreak Beginning, March 1st, 1919",kio_074,Part 5. Page D2,,,,Korea,naf,http://id.loc.gov/authorities/names/n79109033,"Korea--History--Independence movement, 1919--Sources",lcsh,Korea--Politics and government--1910-1945--Sources,lcsh,Independence Movement (Korea : 1919),fast,http://id.worldcat.org/fast/1353264,original filename: mrl8kio_0106_03,still image,manuscripts,lcsh,Korean Independence Outbreak Movement,eng,eng,reformatted digital,http://www.columbia.edu/cgi-bin/cul/resolve?clio7688161,http://exhibitions.cul.columbia.edu/exhibits/show/kio/outbreak_part5/page_d2,
2369,1,0,Korean independence outbreak collection,"Burke Library at Union Theological Seminary, Columbia University",NyNyCBL,marcorg,,1920?,1920,questionable,"Korean Independence Outbreak Beginning, March 1st, 1919. Part 5. Page D1","Korean Independence Outbreak Beginning, March 1st, 1919",kio_073,Part 5. Page D1,,,Search of foreign houses,Korea,naf,http://id.loc.gov/authorities/names/n79109033,"Korea--History--Independence movement, 1919--Sources",lcsh,Korea--Politics and government--1910-1945--Sources,lcsh,Independence Movement (Korea : 1919),fast,http://id.worldcat.org/fast/1353264,original filename: mrl8kio_0106_02,still image,manuscripts,lcsh,Korean Independence Outbreak Movement,eng,eng,reformatted digital,http://www.columbia.edu/cgi-bin/cul/resolve?clio7688161,http://exhibitions.cul.columbia.edu/exhibits/show/kio/outbreak_part5/search,
2368,1,0,Korean independence outbreak collection,"Burke Library at Union Theological Seminary, Columbia University",NyNyCBL,marcorg,,1920?,1920,questionable,"Korean Independence Outbreak Beginning, March 1st, 1919. Part 5. Cover page","Korean Independence Outbreak Beginning, March 1st, 1919",kio_072,Part 5. Cover page,,,,Korea,naf,http://id.loc.gov/authorities/names/n79109033,"Korea--History--Independence movement, 1919--Sources",lcsh,Korea--Politics and government--1910-1945--Sources,lcsh,Independence Movement (Korea : 1919),fast,http://id.worldcat.org/fast/1353264,original filename: mrl8kio_0106_01,still image,manuscripts,lcsh,Korean Independence Outbreak Movement,eng,eng,reformatted digital,http://www.columbia.edu/cgi-bin/cul/resolve?clio7688161,http://exhibitions.cul.columbia.edu/exhibits/show/kio/outbreak_part5/coverpage,
2367,1,0,Korean independence outbreak collection,"Burke Library at Union Theological Seminary, Columbia University",NyNyCBL,marcorg,,1920?,1920,questionable,"Korean Independence Outbreak Beginning, March 1st, 1919. Part 4. Page C8","Korean Independence Outbreak Beginning, March 1st, 1919",kio_071,Part 4. Page C8,,,,Korea,naf,http://id.loc.gov/authorities/names/n79109033,"Korea--History--Independence movement, 1919--Sources",lcsh,Korea--Politics and government--1910-1945--Sources,lcsh,Independence Movement (Korea : 1919),fast,http://id.worldcat.org/fast/1353264,original filename: mrl8kio_0105_07,still image,manuscripts,lcsh,Korean Independence Outbreak Movement,eng,eng,reformatted digital,http://www.columbia.edu/cgi-bin/cul/resolve?clio7688161,http://exhibitions.cul.columbia.edu/exhibits/show/kio/outbreak_part4/page_c8,
2366,1,0,Korean independence outbreak collection,"Burke Library at Union Theological Seminary, Columbia University",NyNyCBL,marcorg,,1920?,1920,questionable,"Korean Independence Outbreak Beginning, March 1st, 1919. Part 4. Pages C5-7","Korean Independence Outbreak Beginning, March 1st, 1919",kio_070,Part 4. Pages C5-7,,,The Japanese spy system,Korea,naf,http://id.loc.gov/authorities/names/n79109033,"Korea--History--Independence movement, 1919--Sources",lcsh,Korea--Politics and government--1910-1945--Sources,lcsh,Independence Movement (Korea : 1919),fast,http://id.worldcat.org/fast/1353264,original filename: mrl8kio_0105_06,still image,manuscripts,lcsh,Korean Independence Outbreak Movement,eng,eng,reformatted digital,http://www.columbia.edu/cgi-bin/cul/resolve?clio7688161,http://exhibitions.cul.columbia.edu/exhibits/show/kio/outbreak_part4/page_c5,
2365,1,0,Korean independence outbreak collection,"Burke Library at Union Theological Seminary, Columbia University",NyNyCBL,marcorg,,1920?,1920,questionable,"Korean Independence Outbreak Beginning, March 1st, 1919. Part 4. Page C4","Korean Independence Outbreak Beginning, March 1st, 1919",kio_069,Part 4. Page C4,,,,Korea,naf,http://id.loc.gov/authorities/names/n79109033,"Korea--History--Independence movement, 1919--Sources",lcsh,Korea--Politics and government--1910-1945--Sources,lcsh,Independence Movement (Korea : 1919),fast,http://id.worldcat.org/fast/1353264,original filename: mrl8kio_0105_05,still image,manuscripts,lcsh,Korean Independence Outbreak Movement,eng,eng,reformatted digital,http://www.columbia.edu/cgi-bin/cul/resolve?clio7688161,http://exhibitions.cul.columbia.edu/exhibits/show/kio/outbreak_part4/page_c4,
2364,1,0,Korean independence outbreak collection,"Burke Library at Union Theological Seminary, Columbia University",NyNyCBL,marcorg,,1920?,1920,questionable,"Korean Independence Outbreak Beginning, March 1st, 1919. Part 4. Page C3","Korean Independence Outbreak Beginning, March 1st, 1919",kio_068,Part 4. Page C3,,,,Korea,naf,http://id.loc.gov/authorities/names/n79109033,"Korea--History--Independence movement, 1919--Sources",lcsh,Korea--Politics and government--1910-1945--Sources,lcsh,Independence Movement (Korea : 1919),fast,http://id.worldcat.org/fast/1353264,original filename: mrl8kio_0105_04,still image,manuscripts,lcsh,Korean Independence Outbreak Movement,eng,eng,reformatted digital,http://www.columbia.edu/cgi-bin/cul/resolve?clio7688161,http://exhibitions.cul.columbia.edu/exhibits/show/kio/outbreak_part4/page_c3,
2363,1,0,Korean independence outbreak collection,"Burke Library at Union Theological Seminary, Columbia University",NyNyCBL,marcorg,,1920?,1920,questionable,"Korean Independence Outbreak Beginning, March 1st, 1919. Part 4. Page C2","Korean Independence Outbreak Beginning, March 1st, 1919",kio_067,Part 4. Page C2,,,,Korea,naf,http://id.loc.gov/authorities/names/n79109033,"Korea--History--Independence movement, 1919--Sources",lcsh,Korea--Politics and government--1910-1945--Sources,lcsh,Independence Movement (Korea : 1919),fast,http://id.worldcat.org/fast/1353264,original filename: mrl8kio_0105_03,still image,manuscripts,lcsh,Korean Independence Outbreak Movement,eng,eng,reformatted digital,http://www.columbia.edu/cgi-bin/cul/resolve?clio7688161,http://exhibitions.cul.columbia.edu/exhibits/show/kio/outbreak_part4/page_c2,
2362,1,0,Korean independence outbreak collection,"Burke Library at Union Theological Seminary, Columbia University",NyNyCBL,marcorg,,1920?,1920,questionable,"Korean Independence Outbreak Beginning, March 1st, 1919. Part 4. Page C1","Korean Independence Outbreak Beginning, March 1st, 1919",kio_066,Part 4. Page C1,,,Incidents occurring March 6 or before,Korea,naf,http://id.loc.gov/authorities/names/n79109033,"Korea--History--Independence movement, 1919--Sources",lcsh,Korea--Politics and government--1910-1945--Sources,lcsh,Independence Movement (Korea : 1919),fast,http://id.worldcat.org/fast/1353264,original filename: mrl8kio_0105_02,still image,manuscripts,lcsh,Korean Independence Outbreak Movement,eng,eng,reformatted digital,http://www.columbia.edu/cgi-bin/cul/resolve?clio7688161,http://exhibitions.cul.columbia.edu/exhibits/show/kio/outbreak_part4/incidents,
2361,1,0,Korean independence outbreak collection,"Burke Library at Union Theological Seminary, Columbia University",NyNyCBL,marcorg,,1920?,1920,questionable,"Korean Independence Outbreak Beginning, March 1st, 1919. Part 4. Cover page","Korean Independence Outbreak Beginning, March 1st, 1919",kio_065,Part 4. Cover page,,,,Korea,naf,http://id.loc.gov/authorities/names/n79109033,"Korea--History--Independence movement, 1919--Sources",lcsh,Korea--Politics and government--1910-1945--Sources,lcsh,Independence Movement (Korea : 1919),fast,http://id.worldcat.org/fast/1353264,original filename: mrl8kio_0105_01,still image,manuscripts,lcsh,Korean Independence Outbreak Movement,eng,eng,reformatted digital,http://www.columbia.edu/cgi-bin/cul/resolve?clio7688161,http://exhibitions.cul.columbia.edu/exhibits/show/kio/outbreak_part4/coverpage,
2360,1,0,Korean independence outbreak collection,"Burke Library at Union Theological Seminary, Columbia University",NyNyCBL,marcorg,,1920?,1920,questionable,"Korean Independence Outbreak Beginning, March 1st, 1919. Part 3. Page B4","Korean Independence Outbreak Beginning, March 1st, 1919",kio_064,Part 3. Page B4,,,The doings of the Pyengyang pressman,Korea,naf,http://id.loc.gov/authorities/names/n79109033,"Korea--History--Independence movement, 1919--Sources",lcsh,Korea--Politics and government--1910-1945--Sources,lcsh,Independence Movement (Korea : 1919),fast,http://id.worldcat.org/fast/1353264,original filename: mrl8kio_0104_05,still image,manuscripts,lcsh,Korean Independence Outbreak Movement,eng,eng,reformatted digital,http://www.columbia.edu/cgi-bin/cul/resolve?clio7688161,http://exhibitions.cul.columbia.edu/exhibits/show/kio/outbreak_part3/pyengyang,
2359,1,0,Korean independence outbreak collection,"Burke Library at Union Theological Seminary, Columbia University",NyNyCBL,marcorg,,1920?,1920,questionable,"Korean Independence Outbreak Beginning, March 1st, 1919. Part 3. Page B3","Korean Independence Outbreak Beginning, March 1st, 1919",kio_063,Part 3. Page B3,,,,Korea,naf,http://id.loc.gov/authorities/names/n79109033,"Korea--History--Independence movement, 1919--Sources",lcsh,Korea--Politics and government--1910-1945--Sources,lcsh,Independence Movement (Korea : 1919),fast,http://id.worldcat.org/fast/1353264,original filename: mrl8kio_0104_04,still image,manuscripts,lcsh,Korean Independence Outbreak Movement,eng,eng,reformatted digital,http://www.columbia.edu/cgi-bin/cul/resolve?clio7688161,http://exhibitions.cul.columbia.edu/exhibits/show/kio/outbreak_part3/page_b3,
2358,1,0,Korean independence outbreak collection,"Burke Library at Union Theological Seminary, Columbia University",NyNyCBL,marcorg,,1920?,1920,questionable,"Korean Independence Outbreak Beginning, March 1st, 1919. Part 3. Page B2","Korean Independence Outbreak Beginning, March 1st, 1919",kio_062,Part 3. Page B2,,,,Korea,naf,http://id.loc.gov/authorities/names/n79109033,"Korea--History--Independence movement, 1919--Sources",lcsh,Korea--Politics and government--1910-1945--Sources,lcsh,Independence Movement (Korea : 1919),fast,http://id.worldcat.org/fast/1353264,original filename: mrl8kio_0104_03,still image,manuscripts,lcsh,Korean Independence Outbreak Movement,eng,eng,reformatted digital,http://www.columbia.edu/cgi-bin/cul/resolve?clio7688161,http://exhibitions.cul.columbia.edu/exhibits/show/kio/outbreak_part3/page_b2,
2357,1,0,Korean independence outbreak collection,"Burke Library at Union Theological Seminary, Columbia University",NyNyCBL,marcorg,,1920?,1920,questionable,"Korean Independence Outbreak Beginning, March 1st, 1919. Part 3. Page B1","Korean Independence Outbreak Beginning, March 1st, 1919",kio_061,Part 3. Page B1,,,,Korea,naf,http://id.loc.gov/authorities/names/n79109033,"Korea--History--Independence movement, 1919--Sources",lcsh,Korea--Politics and government--1910-1945--Sources,lcsh,Independence Movement (Korea : 1919),fast,http://id.worldcat.org/fast/1353264,original filename: mrl8kio_0104_02,still image,manuscripts,lcsh,Korean Independence Outbreak Movement,eng,eng,reformatted digital,http://www.columbia.edu/cgi-bin/cul/resolve?clio7688161,http://exhibitions.cul.columbia.edu/exhibits/show/kio/outbreak_part3/page_b1,
2356,1,0,Korean independence outbreak collection,"Burke Library at Union Theological Seminary, Columbia University",NyNyCBL,marcorg,,1920?,1920,questionable,"Korean Independence Outbreak Beginning, March 1st, 1919. Part 3. Cover page","Korean Independence Outbreak Beginning, March 1st, 1919",kio_060,Part 3. Cover page,,,,Korea,naf,http://id.loc.gov/authorities/names/n79109033,"Korea--History--Independence movement, 1919--Sources",lcsh,Korea--Politics and government--1910-1945--Sources,lcsh,Independence Movement (Korea : 1919),fast,http://id.worldcat.org/fast/1353264,original filename: mrl8kio_0104_01,still image,manuscripts,lcsh,Korean Independence Outbreak Movement,eng,eng,reformatted digital,http://www.columbia.edu/cgi-bin/cul/resolve?clio7688161,http://exhibitions.cul.columbia.edu/exhibits/show/kio/outbreak_part3/coverpage,
2355,1,0,Korean independence outbreak collection,"Burke Library at Union Theological Seminary, Columbia University",NyNyCBL,marcorg,,1920?,1920,questionable,"Korean Independence Outbreak Beginning, March 1st, 1919. Part 2. Page A22","Korean Independence Outbreak Beginning, March 1st, 1919",kio_059,Part 2. Page A22,,,Status of Korea (cont.); Treaties with Korea,Korea,naf,http://id.loc.gov/authorities/names/n79109033,"Korea--History--Independence movement, 1919--Sources",lcsh,Korea--Politics and government--1910-1945--Sources,lcsh,Independence Movement (Korea : 1919),fast,http://id.worldcat.org/fast/1353264,original filename: mrl8kio_0103_22,still image,manuscripts,lcsh,Korean Independence Outbreak Movement,eng,eng,reformatted digital,http://www.columbia.edu/cgi-bin/cul/resolve?clio7688161,http://exhibitions.cul.columbia.edu/exhibits/show/kio/outbreak_part2/page_a22,
2354,1,0,Korean independence outbreak collection,"Burke Library at Union Theological Seminary, Columbia University",NyNyCBL,marcorg,,1920?,1920,questionable,"Korean Independence Outbreak Beginning, March 1st, 1919. Part 2. Page A21","Korean Independence Outbreak Beginning, March 1st, 1919",kio_058,Part 2. Page A21,,,Status of Korea (cont.),Korea,naf,http://id.loc.gov/authorities/names/n79109033,"Korea--History--Independence movement, 1919--Sources",lcsh,Korea--Politics and government--1910-1945--Sources,lcsh,Independence Movement (Korea : 1919),fast,http://id.worldcat.org/fast/1353264,original filename: mrl8kio_0103_21,still image,manuscripts,lcsh,Korean Independence Outbreak Movement,eng,eng,reformatted digital,http://www.columbia.edu/cgi-bin/cul/resolve?clio7688161,http://exhibitions.cul.columbia.edu/exhibits/show/kio/outbreak_part2/page_a21,
2353,1,0,Korean independence outbreak collection,"Burke Library at Union Theological Seminary, Columbia University",NyNyCBL,marcorg,,1920?,1920,questionable,"Korean Independence Outbreak Beginning, March 1st, 1919. Part 2. Page A20","Korean Independence Outbreak Beginning, March 1st, 1919",kio_057,Part 2. Page A20,,,Status of Korea (cont.),Korea,naf,http://id.loc.gov/authorities/names/n79109033,"Korea--History--Independence movement, 1919--Sources",lcsh,Korea--Politics and government--1910-1945--Sources,lcsh,Independence Movement (Korea : 1919),fast,http://id.worldcat.org/fast/1353264,original filename: mrl8kio_0103_20,still image,manuscripts,lcsh,Korean Independence Outbreak Movement,eng,eng,reformatted digital,http://www.columbia.edu/cgi-bin/cul/resolve?clio7688161,http://exhibitions.cul.columbia.edu/exhibits/show/kio/outbreak_part2/page_a20,
2352,1,0,Korean independence outbreak collection,"Burke Library at Union Theological Seminary, Columbia University",NyNyCBL,marcorg,,1920?,1920,questionable,"Korean Independence Outbreak Beginning, March 1st, 1919. Part 2. Page A19","Korean Independence Outbreak Beginning, March 1st, 1919",kio_056,Part 2. Page A19,,,Status of Korea (cont.),Korea,naf,http://id.loc.gov/authorities/names/n79109033,"Korea--History--Independence movement, 1919--Sources",lcsh,Korea--Politics and government--1910-1945--Sources,lcsh,Independence Movement (Korea : 1919),fast,http://id.worldcat.org/fast/1353264,original filename: mrl8kio_0103_19,still image,manuscripts,lcsh,Korean Independence Outbreak Movement,eng,eng,reformatted digital,http://www.columbia.edu/cgi-bin/cul/resolve?clio7688161,http://exhibitions.cul.columbia.edu/exhibits/show/kio/outbreak_part2/page_a19,
2351,1,0,Korean independence outbreak collection,"Burke Library at Union Theological Seminary, Columbia University",NyNyCBL,marcorg,,1920?,1920,questionable,"Korean Independence Outbreak Beginning, March 1st, 1919. Part 2. Page A18","Korean Independence Outbreak Beginning, March 1st, 1919",kio_055,Part 2. Page A18,,,Status of Korea (cont.),Korea,naf,http://id.loc.gov/authorities/names/n79109033,"Korea--History--Independence movement, 1919--Sources",lcsh,Korea--Politics and government--1910-1945--Sources,lcsh,Independence Movement (Korea : 1919),fast,http://id.worldcat.org/fast/1353264,original filename: mrl8kio_0103_18,still image,manuscripts,lcsh,Korean Independence Outbreak Movement,eng,eng,reformatted digital,http://www.columbia.edu/cgi-bin/cul/resolve?clio7688161,http://exhibitions.cul.columbia.edu/exhibits/show/kio/outbreak_part2/page_a18,http://exhibitions.cul.columbia.edu/exhibits/show/kio/outbreak_part2/page_a19
2350,1,0,Korean independence outbreak collection,"Burke Library at Union Theological Seminary, Columbia University",NyNyCBL,marcorg,,1920?,1920,questionable,"Korean Independence Outbreak Beginning, March 1st, 1919. Part 2. Page A17","Korean Independence Outbreak Beginning, March 1st, 1919",kio_054,Part 2. Page A17,,,"Racial discrimination in Korea (Japan Chronicle editorial, April 6th, 1919) (cont.); The status of Korea",Korea,naf,http://id.loc.gov/authorities/names/n79109033,"Korea--History--Independence movement, 1919--Sources",lcsh,Korea--Politics and government--1910-1945--Sources,lcsh,Independence Movement (Korea : 1919),fast,http://id.worldcat.org/fast/1353264,original filename: mrl8kio_0103_17,still image,manuscripts,lcsh,Korean Independence Outbreak Movement,eng,eng,reformatted digital,http://www.columbia.edu/cgi-bin/cul/resolve?clio7688161,http://exhibitions.cul.columbia.edu/exhibits/show/kio/outbreak_part2/page_a17,
2349,1,0,Korean independence outbreak collection,"Burke Library at Union Theological Seminary, Columbia University",NyNyCBL,marcorg,,1920?,1920,questionable,"Korean Independence Outbreak Beginning, March 1st, 1919. Part 2. Page A16","Korean Independence Outbreak Beginning, March 1st, 1919",kio_053,Part 2. Page A16,,,"Racial discrimination in Korea (Japan Chronicle editorial, April 6th, 1919) (cont.)",Korea,naf,http://id.loc.gov/authorities/names/n79109033,"Korea--History--Independence movement, 1919--Sources",lcsh,Korea--Politics and government--1910-1945--Sources,lcsh,Independence Movement (Korea : 1919),fast,http://id.worldcat.org/fast/1353264,original filename: mrl8kio_0103_16,still image,manuscripts,lcsh,Korean Independence Outbreak Movement,eng,eng,reformatted digital,http://www.columbia.edu/cgi-bin/cul/resolve?clio7688161,http://exhibitions.cul.columbia.edu/exhibits/show/kio/outbreak_part2/page_a16,
