_digital_object_type.string_key,_identifiers-1,_parent_digital_objects-1.identifier,_project.string_key,collection-1:collection_term.value,collection-1:collection_term.uri,name-1:name_term.value,name-1:name_term.name_type,name-1:name_role-1:name_role_term.value,name-1:name_role-1:name_role_term.authority,name-1:name_role-1:name_role_term.uri,name-1:name_term.authority,name-1:name_term.uri,name-2:name_term.value,name-2:name_term.name_type,name-2:name_role-1:name_role_term.value,name-2:name_role-1:name_role_term.authority,name-2:name_role-1:name_role_term.uri,name-2:name_term.authority,name-2:name_term.uri,date_created-1:date_created_start_value,date_created-1:date_created_end_value,date_created-1:date_created_type,date_created_textual-1:date_created_textual_value,abstract-1:abstract_value,clio_identifier-1:clio_identifier_value,omeka_identifier-1:omeka_identifier_value,type_of_resource-1:type_of_resource_value,object_in_context_url-1:object_in_context_url_value,location-1:location_term.code,location-1:location_term.value,location-1:location_term.authority,location-1:location_term.uri,location-1:location_shelf_location-1:location_shelf_location_free_text,location-1:location_shelf_location-1:location_shelf_location_box_number,location-1:location_shelf_location-1:location_shelf_location_folder_number,note-1:note_value,note-1:note_type,note-5:note_value,note-5:note_type,note-6:note_value,note-6:note_type,form-1:form_term.value,form-1:form_term.authority,form-1:form_term.uri,place_of_origin-1:place_of_origin_value,place_authority_identifier,relatedItem_Project,projectURL,note-7:note_value,note-7:note_type,language_of_cataloging-1:language_of_cataloging_term.value,language_of_cataloging-1:language_of_cataloging_term.authority,language_of_cataloging-1:language_of_cataloging_term.uri,subject_topic-1:subject_topic_term.value,subject_topic-1:subject_topic_term.authority,subject_topic-1:subject_topic_term.uri,subject_topic-2:subject_topic_term.value,subject_topic-2:subject_topic_term.authority,subject_topic-2:subject_topic_term.uri,subject_name-1:subject_name_term.value,subject_name-1:subject_name_term.name_type,subject_name-1:subject_name_term.authority,subject_name-1:subject_name_term.uri,subject_geographic-1:subject_geographic_term.value,subject_geographic-1:subject_geographic_term.authority,subject_geographic-1:subject_geographic_term.uri,title-1:title_non_sort_portion,title-1:title_sort_portion
asset,butlerseventyfive_hyx_000,butlerseventyfive_hyx,butler_seventyfive,,,,,,,,,,,,,,,,,,,,,,,omeka_525,,https://exhibitions.cul.columbia.edu/exhibits/show/butler75/art---architecture/architecture,,,,,,,,,,B75_1004,filename,,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,View from Hamilton Hall
item,butlerseventyfive_hzt,,butler_seventyfive,Historical Photograph Collection,http://id.library.columbia.edu/term/922cab49-c0df-44aa-b827-8a15cc9918cd,,,,,,,,,,,,,,,1990,1995,approximate,circa 1990-1995,"Students studying in the main reading room of Butler Library, ca. early 1990's.",,,still image,,NNC-UA,Columbia University. Archives,marcorg,http://id.loc.gov/vocabulary/organizations/nncua,Historical Photograph Collection,Box 162,"Folder 14 (Buildings & Grounds - Morningside - Butler Library, Interior)",,,,,,,photographs,aat,http://vocab.getty.edu/aat/300046300,New York (N.Y.),http://id.loc.gov/authorities/names/n79007751,"Butler 75: Butler Library's 75th Anniversary, 1934-2009",http://www.columbia.edu/cgi-bin/cul/resolve?clio8586236,"Buildings & Grounds-Morningside-Butler Library,Interior",ownership,eng,iso639-2,http://id.loc.gov/vocabulary/iso639-2/eng,Academic libraries,fast,http://id.worldcat.org/fast/794997,,,,Butler Library,corporate,naf,http://id.loc.gov/authorities/names/n88064392,New York (N.Y.),naf,http://id.loc.gov/authorities/names/n79007751,,Main Reading Room
asset,butlerseventyfive_hzt_000,butlerseventyfive_hzt,butler_seventyfive,,,,,,,,,,,,,,,,,,,,,,,omeka_604,,https://exhibitions.cul.columbia.edu/exhibits/show/butler75/art---architecture/architecture--page-2,,,,,,,,,,B75_1083,filename,,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,Main Reading Room
item,butlerseventyfive_ieb,,butler_seventyfive,Historical Photograph Collection,http://id.library.columbia.edu/term/922cab49-c0df-44aa-b827-8a15cc9918cd,"Wurts Bros. (New York, N.Y.)",corporate,Photographer,marcrelator,http://id.loc.gov/vocabulary/relators/pht,naf,http://id.loc.gov/authorities/names/no2010029790,,,,,,,,1934,,approximate,circa 1934,"View of the School of Library Service reading room inside South Hall (Butler Library), ca. 1934.",,,still image,,NNC-UA,Columbia University. Archives,marcorg,http://id.loc.gov/vocabulary/organizations/nncua,Historical Photograph Collection,Box 162,"Folder 7 (Buildings & Grounds - Morningside - Butler library, Album ""The New Library building of Columbia University, Gift of Edward S. Harkness,1934"")",,,,,,,photographs,aat,http://vocab.getty.edu/aat/300046300,New York (N.Y.),http://id.loc.gov/authorities/names/n79007751,"Butler 75: Butler Library's 75th Anniversary, 1934-2009",http://www.columbia.edu/cgi-bin/cul/resolve?clio8586236,,,eng,iso639-2,http://id.loc.gov/vocabulary/iso639-2/eng,Academic libraries,fast,http://id.worldcat.org/fast/794997,Reading rooms,fast,http://id.worldcat.org/fast/1090833,Butler Library,corporate,naf,http://id.loc.gov/authorities/names/n88064392,New York (N.Y.),naf,http://id.loc.gov/authorities/names/n79007751,,Reading Room of the School of Library Service
asset,butlerseventyfive_ieb_000,butlerseventyfive_ieb,butler_seventyfive,,,,,,,,,,,,,,,,,,,,,,,omeka_541,,https://exhibitions.cul.columbia.edu/exhibits/show/butler75/art---architecture/architecture,,,,,,,,,,B75_1020,filename,,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,Reading Room of the School of Library Service
item,butlerseventyfive_iey,,butler_seventyfive,Historical Photograph Collection,http://id.library.columbia.edu/term/922cab49-c0df-44aa-b827-8a15cc9918cd,,,,,,,,,,,,,,,1934,2009,inferred,between 1934 and 2009,View of one of the reading rooms in Butler Library.,,,still image,,NNC-UA,Columbia University. Archives,marcorg,http://id.loc.gov/vocabulary/organizations/nncua,Historical Photograph Collection,Box 162,"Folder 14 (Buildings & Grounds - Morningside - Butler Library, Interior)","Date range based on the date range of the Butler 75: Butler Library's 75th Anniversary, 1934-2009.",,,,,,photographs,aat,http://vocab.getty.edu/aat/300046300,New York (N.Y.),http://id.loc.gov/authorities/names/n79007751,"Butler 75: Butler Library's 75th Anniversary, 1934-2009",http://www.columbia.edu/cgi-bin/cul/resolve?clio8586236,,,eng,iso639-2,http://id.loc.gov/vocabulary/iso639-2/eng,Academic libraries,fast,http://id.worldcat.org/fast/794997,,,,Butler Library,corporate,naf,http://id.loc.gov/authorities/names/n88064392,New York (N.Y.),naf,http://id.loc.gov/authorities/names/n79007751,,Reading Room
asset,butlerseventyfive_iey_000,butlerseventyfive_iey,butler_seventyfive,,,,,,,,,,,,,,,,,,,,,,,omeka_599,,,,,,,,,,,,B75_1078,filename,,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,Reading Room
item,butlerseventyfive_ifw,,butler_seventyfive,Historical Photograph Collection,http://id.library.columbia.edu/term/922cab49-c0df-44aa-b827-8a15cc9918cd,"Wurts Bros. (New York, N.Y.)",corporate,Photographer,marcrelator,http://id.loc.gov/vocabulary/relators/pht,naf,http://id.loc.gov/authorities/names/no2010029790,,,,,,,,1934,,approximate,circa 1934,"Detail view of the ceiling in the Butler Library of Philosophy located in South Hall (Butler Library), ca. 1934.",,,still image,,NNC-UA,Columbia University. Archives,marcorg,http://id.loc.gov/vocabulary/organizations/nncua,Historical Photograph Collection,Box 162,"Folder 7 (Buildings & Grounds - Morningside - Butler library, Album ""The New Library building of Columbia University, Gift of Edward S. Harkness,1934"")",,,,,,,photographs,aat,http://vocab.getty.edu/aat/300046300,New York (N.Y.),http://id.loc.gov/authorities/names/n79007751,"Butler 75: Butler Library's 75th Anniversary, 1934-2009",http://www.columbia.edu/cgi-bin/cul/resolve?clio8586236,,,eng,iso639-2,http://id.loc.gov/vocabulary/iso639-2/eng,Academic libraries,fast,http://id.worldcat.org/fast/794997,Decoration and ornament,fast,http://id.worldcat.org/fast/889145,Butler Library,corporate,naf,http://id.loc.gov/authorities/names/n88064392,New York (N.Y.),naf,http://id.loc.gov/authorities/names/n79007751,,Ceiling-Butler Library
asset,butlerseventyfive_ifw_000,butlerseventyfive_ifw,butler_seventyfive,,,,,,,,,,,,,,,,,,,,,,,omeka_531,,https://exhibitions.cul.columbia.edu/exhibits/show/butler75/art---architecture/art---architecture,,,,,,,,,,B75_1010,filename,,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,Ceiling-Butler Library
item,butlerseventyfive_ihr,,butler_seventyfive,Historical Photograph Collection,http://id.library.columbia.edu/term/922cab49-c0df-44aa-b827-8a15cc9918cd,"Wurts Bros. (New York, N.Y.)",corporate,Photographer,marcrelator,http://id.loc.gov/vocabulary/relators/pht,naf,http://id.loc.gov/authorities/names/no2010029790,,,,,,,,1934,,approximate,circa 1934,"View of the loan desk in South Hall (Butler Library), looking west, ca. 1934.",,,still image,,NNC-UA,Columbia University. Archives,marcorg,http://id.loc.gov/vocabulary/organizations/nncua,Historical Photograph Collection,Box 162,"Folder 7 (Buildings & Grounds - Morningside - Butler library, Album ""The New Library building of Columbia University, Gift of Edward S. Harkness,1934"")",,,,,,,photographs,aat,http://vocab.getty.edu/aat/300046300,New York (N.Y.),http://id.loc.gov/authorities/names/n79007751,"Butler 75: Butler Library's 75th Anniversary, 1934-2009",http://www.columbia.edu/cgi-bin/cul/resolve?clio8586236,,,eng,iso639-2,http://id.loc.gov/vocabulary/iso639-2/eng,Academic libraries,fast,http://id.worldcat.org/fast/794997,Corridors,fast,http://id.worldcat.org/fast/880335,Butler Library,corporate,naf,http://id.loc.gov/authorities/names/n88064392,New York (N.Y.),naf,http://id.loc.gov/authorities/names/n79007751,,Loan Desk
asset,butlerseventyfive_ihr_000,butlerseventyfive_ihr,butler_seventyfive,,,,,,,,,,,,,,,,,,,,,,,omeka_534,,https://exhibitions.cul.columbia.edu/exhibits/show/butler75/art---architecture/architecture--page-2,,,,,,,,,,B75_1013,filename,,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,Loan Desk
item,butlerseventyfive_ihu,,butler_seventyfive,Historical Photograph Collection,http://id.library.columbia.edu/term/922cab49-c0df-44aa-b827-8a15cc9918cd,,,,,,,,,,,,,,,1954,,,1954,"Image of (L to R) Pierre Douzelot, President Grayson Kirk, Jean Sarrailk, and Henri Bonnet examining a part of the exhibit of French Universities at Butler Library, 18 October 1954.",,,still image,,NNC-UA,Columbia University. Archives,marcorg,http://id.loc.gov/vocabulary/organizations/nncua,Historical Photograph Collection, MS 149," Folder 2 (Bicentennial - Exhibits - Columbia University, New York, 1954)",,,,,,,photographs,aat,http://vocab.getty.edu/aat/300046300,New York (N.Y.),http://id.loc.gov/authorities/names/n79007751,"Butler 75: Butler Library's 75th Anniversary, 1934-2009",http://www.columbia.edu/cgi-bin/cul/resolve?clio8586236,,,eng,iso639-2,http://id.loc.gov/vocabulary/iso639-2/eng,Academic libraries,fast,http://id.worldcat.org/fast/794997,,,,Butler Library,corporate,naf,http://id.loc.gov/authorities/names/n88064392,New York (N.Y.),naf,http://id.loc.gov/authorities/names/n79007751,,Exhibit of French Universities at Butler Library 
asset,butlerseventyfive_ihu_000,butlerseventyfive_ihu,butler_seventyfive,,,,,,,,,,,,,,,,,,,,,,,omeka_664,,https://exhibitions.cul.columbia.edu/exhibits/show/butler75/art---architecture/art---architecture,,,,,,,,,,B75_1143,filename,,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,Exhibit of French Universities at Butler Library 
item,butlerseventyfive_iyr,,butler_seventyfive,Historical Photograph Collection,http://id.library.columbia.edu/term/922cab49-c0df-44aa-b827-8a15cc9918cd,,,,,,,,,,,,,,,1934,2009,inferred,between 1934 and 2009,View inside an office inside Butler Library on the third floor.,,,still image,,NNC-UA,Columbia University. Archives,marcorg,http://id.loc.gov/vocabulary/organizations/nncua,Historical Photograph Collection, Box 162,"Folder 14 (Buildings & Grounds - Morningside - Butler Library,Interior)","Date range based on the date range of the Butler 75: Butler Library's 75th Anniversary, 1934-2009.",,,,,,photographs,aat,http://vocab.getty.edu/aat/300046300,New York (N.Y.),http://id.loc.gov/authorities/names/n79007751,"Butler 75: Butler Library's 75th Anniversary, 1934-2009",http://www.columbia.edu/cgi-bin/cul/resolve?clio8586236,,,eng,iso639-2,http://id.loc.gov/vocabulary/iso639-2/eng,Academic libraries,fast,http://id.worldcat.org/fast/794997,,,,Butler Library,corporate,naf,http://id.loc.gov/authorities/names/n88064392,New York (N.Y.),naf,http://id.loc.gov/authorities/names/n79007751,,Butler Library Office
asset,butlerseventyfive_iyr_000,butlerseventyfive_iyr,butler_seventyfive,,,,,,,,,,,,,,,,,,,,,,,omeka_621,,,,,,,,,,,,B75_1100,filename,,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,Butler Library Office
item,butlerseventyfive_iyx,,butler_seventyfive,Historical Photograph Collection,http://id.library.columbia.edu/term/922cab49-c0df-44aa-b827-8a15cc9918cd,"Ballou, Hubbard W.",personal,Photographer,marcrelator,http://id.loc.gov/vocabulary/relators/pht,naf,http://id.loc.gov/authorities/names/nb2006014538,,,,,,,,1934,2009,inferred,between 1934 and 2009,Employees at work in the binding room with piles of books everywhere.  ,,,still image,,NNC-UA,Columbia University. Archives,marcorg,http://id.loc.gov/vocabulary/organizations/nncua,Historical Photograph Collection,Box 138,"Folder 2 (Administration - Provost - Libraries, Butler Binding Department)","Date range based on the date range of the Butler 75: Butler Library's 75th Anniversary, 1934-2009.",,,,,,photographs,aat,http://vocab.getty.edu/aat/300046300,New York (N.Y.),http://id.loc.gov/authorities/names/n79007751,"Butler 75: Butler Library's 75th Anniversary, 1934-2009",http://www.columbia.edu/cgi-bin/cul/resolve?clio8586236,,,eng,iso639-2,http://id.loc.gov/vocabulary/iso639-2/eng,Academic libraries,fast,http://id.worldcat.org/fast/794997,Bookbinding,fast,http://id.worldcat.org/fast/836265,Butler Library,corporate,naf,http://id.loc.gov/authorities/names/n88064392,New York (N.Y.),naf,http://id.loc.gov/authorities/names/n79007751,,Binding Department
asset,butlerseventyfive_iyx_000,butlerseventyfive_iyx,butler_seventyfive,,,,,,,,,,,,,,,,,,,,,,,omeka_640,,,,,,,,,,,,B75_1119,filename,,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,Binding Department
item,butlerseventyfive_jet,,butler_seventyfive,Historical Photograph Collection,http://id.library.columbia.edu/term/922cab49-c0df-44aa-b827-8a15cc9918cd,"Bubley, Esther",personal,Photographer,marcrelator,http://id.loc.gov/vocabulary/relators/pht,naf,http://id.loc.gov/authorities/names/n82047436,,,,,,,,1934,2009,inferred,between 1934 and 2009,Students in Butler Library's Browsing Room.,,,still image,,NNC-UA,Columbia University. Archives,marcorg,http://id.loc.gov/vocabulary/organizations/nncua,Historical Photograph Collection,Box 162,"Folder 9 (Buildings & Grounds - Morningside - Butler Library, Browsing Room)","Date range based on the date range of the Butler 75: Butler Library's 75th Anniversary, 1934-2009.",,,,,,photographs,aat,http://vocab.getty.edu/aat/300046300,New York (N.Y.),http://id.loc.gov/authorities/names/n79007751,"Butler 75: Butler Library's 75th Anniversary, 1934-2009",http://www.columbia.edu/cgi-bin/cul/resolve?clio8586236,,,eng,iso639-2,http://id.loc.gov/vocabulary/iso639-2/eng,Academic libraries,fast,http://id.worldcat.org/fast/794997,College students,fast,http://id.worldcat.org/fast/867976,Butler Library,corporate,naf,http://id.loc.gov/authorities/names/n88064392,New York (N.Y.),naf,http://id.loc.gov/authorities/names/n79007751,,Browsing Room
asset,butlerseventyfive_jet_000,butlerseventyfive_jet,butler_seventyfive,,,,,,,,,,,,,,,,,,,,,,,omeka_546,,,,,,,,,,,,B75_1025,filename,,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,Browsing Room
item,butlerseventyfive_jgz,,butler_seventyfive,Historical Photograph Collection,http://id.library.columbia.edu/term/922cab49-c0df-44aa-b827-8a15cc9918cd,"Ballou, Hubbard W.",personal,Photographer,marcrelator,http://id.loc.gov/vocabulary/relators/pht,naf,http://id.loc.gov/authorities/names/nb2006014538,,,,,,,,1934,2009,inferred,between 1934 and 2009,Overhead view of the cataloging room.,,,still image,,NNC-UA,Columbia University. Archives,marcorg,http://id.loc.gov/vocabulary/organizations/nncua,Historical Photograph Collection,Box 138,"Folder 3 (Administration - Provost - Libraries, Butler Cataloging Department)","Date range based on the date range of the Butler 75: Butler Library's 75th Anniversary, 1934-2009.",,,,,,photographs,aat,http://vocab.getty.edu/aat/300046300,New York (N.Y.),http://id.loc.gov/authorities/names/n79007751,"Butler 75: Butler Library's 75th Anniversary, 1934-2009",http://www.columbia.edu/cgi-bin/cul/resolve?clio8586236,,,eng,iso639-2,http://id.loc.gov/vocabulary/iso639-2/eng,Academic libraries,fast,http://id.worldcat.org/fast/794997,Cataloging,fast,http://id.worldcat.org/fast/848659,Butler Library,corporate,naf,http://id.loc.gov/authorities/names/n88064392,New York (N.Y.),naf,http://id.loc.gov/authorities/names/n79007751,,Cataloging Room
asset,butlerseventyfive_jgz_000,butlerseventyfive_jgz,butler_seventyfive,,,,,,,,,,,,,,,,,,,,,,,omeka_642,,https://exhibitions.cul.columbia.edu/exhibits/show/butler75/student-life/people,,,,,,,,,,B75_1121,filename,,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,Cataloging Room
item,butlerseventyfive_jhi,,butler_seventyfive,Historical Photograph Collection,http://id.library.columbia.edu/term/922cab49-c0df-44aa-b827-8a15cc9918cd,"Warman, Manny, -1983",personal,Photographer,marcrelator,http://id.loc.gov/vocabulary/relators/pht,naf,http://id.loc.gov/authorities/names/no2015118397,,,,,,,,1934,2009,inferred,between 1934 and 2009,"""Students discuss one of the panels in Columbia University's Bicentennial Exhibit entitled 'A Man's Right to Knowledge and the Free Use Thereof."" A funereal design surrounds a photograph showing the damaged front of the office of La Prensa, the opposition newspaper in Buenos Aires, Argentina, closed by order of Juan Peron, January 26, 1951. The quotation from John Locke reads: '...if what (a man) holds be, as he gives out, well fenced with evidence, and he sees it to be true, what need he fear to put it to the proof?...He whose assent goes beyond his evidence owes this excess of his adherence only to prejudice, and does, in effect, own it....declaring thereby that it is not evidence he seeks but the quiet enjoyment of the opinion he is fond of...'""",,,still image,,NNC-UA,Columbia University. Archives,marcorg,http://id.loc.gov/vocabulary/organizations/nncua,Historical Photograph Collection, MS 149," Folder 2 (Bicentennial - Exhibits - Columbia University, New York, 1954)","Date range based on the date range of the Butler 75: Butler Library's 75th Anniversary, 1934-2009.",,,,,,photographs,aat,http://vocab.getty.edu/aat/300046300,New York (N.Y.),http://id.loc.gov/authorities/names/n79007751,"Butler 75: Butler Library's 75th Anniversary, 1934-2009",http://www.columbia.edu/cgi-bin/cul/resolve?clio8586236,,,eng,iso639-2,http://id.loc.gov/vocabulary/iso639-2/eng,Academic libraries,fast,http://id.worldcat.org/fast/794997,Women college students,fast,http://id.worldcat.org/fast/1177452,,,,,New York (N.Y.),naf,http://id.loc.gov/authorities/names/n79007751,,Columbia Bicentennial Display
asset,butlerseventyfive_jhi_000,butlerseventyfive_jhi,butler_seventyfive,,,,,,,,,,,,,,,,,,,,,,,omeka_665,,https://exhibitions.cul.columbia.edu/exhibits/show/butler75/student-life/people,,,,,,,,,,B75_1144,filename,,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,Columbia Bicentennial Display
item,butlerseventyfive_jtg,,butler_seventyfive,Historical Photograph Collection,http://id.library.columbia.edu/term/922cab49-c0df-44aa-b827-8a15cc9918cd,"Beals, A. Tennyson",personal,Photographer,marcrelator,http://id.loc.gov/vocabulary/relators/pht,naf,http://id.loc.gov/authorities/names/n97840259,,,,,,,,1934,2009,inferred,between 1934 and 2009,View of Butler Library's main entrance.,,,still image,,NNC-UA,Columbia University. Archives,marcorg,http://id.loc.gov/vocabulary/organizations/nncua,Historical Photograph Collection,Box 162,"Folder 13 (Buildings & Grounds - Morningside - Butler Library, exterior)","Date range based on the date range of the Butler 75: Butler Library's 75th Anniversary, 1934-2009.",,,,,,photographs,aat,http://vocab.getty.edu/aat/300046300,New York (N.Y.),http://id.loc.gov/authorities/names/n79007751,"Butler 75: Butler Library's 75th Anniversary, 1934-2009",http://www.columbia.edu/cgi-bin/cul/resolve?clio8586236,,,eng,iso639-2,http://id.loc.gov/vocabulary/iso639-2/eng,Academic libraries,fast,http://id.worldcat.org/fast/794997,,,,Butler Library,corporate,naf,http://id.loc.gov/authorities/names/n88064392,New York (N.Y.),naf,http://id.loc.gov/authorities/names/n79007751,,Butler Library Front Door
asset,butlerseventyfive_jtg_000,butlerseventyfive_jtg,butler_seventyfive,,,,,,,,,,,,,,,,,,,,,,,omeka_592,,,,,,,,,,,,B75_1071,filename,,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,Butler Library Front Door
item,butlerseventyfive_jwx,,butler_seventyfive,Historical Photograph Collection,http://id.library.columbia.edu/term/922cab49-c0df-44aa-b827-8a15cc9918cd,,,,,,,,,,,,,,,1970,1979,approximate,circa 1970-1979,"Group of students sleeping at a library table, ca. 1970s.",,,still image,,NNC-UA,Columbia University. Archives,marcorg,http://id.loc.gov/vocabulary/organizations/nncua,Historical Photograph Collection, Box 195," Folder 14 (Student Life - Miscellaneous, ca. 1960-1990s)",,,,,,,photographs,aat,http://vocab.getty.edu/aat/300046300,New York (N.Y.),http://id.loc.gov/authorities/names/n79007751,"Butler 75: Butler Library's 75th Anniversary, 1934-2009",http://www.columbia.edu/cgi-bin/cul/resolve?clio8586236,,,eng,iso639-2,http://id.loc.gov/vocabulary/iso639-2/eng,Academic libraries,fast,http://id.worldcat.org/fast/794997,,,,Butler Library,corporate,naf,http://id.loc.gov/authorities/names/n88064392,New York (N.Y.),naf,http://id.loc.gov/authorities/names/n79007751,,Sleeping in the Library
asset,butlerseventyfive_jwx_000,butlerseventyfive_jwx,butler_seventyfive,,,,,,,,,,,,,,,,,,,,,,,omeka_666,,,,,,,,,,,,B75_1145,filename,,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,Sleeping in the Library
item,butlerseventyfive_jxn,,butler_seventyfive,Historical Photograph Collection,http://id.library.columbia.edu/term/922cab49-c0df-44aa-b827-8a15cc9918cd,"Warman, Manny, -1983",personal,Photographer,marcrelator,http://id.loc.gov/vocabulary/relators/pht,naf,http://id.loc.gov/authorities/names/no2015118397,,,,,,,,1934,2009,inferred,between 1934 and 2009,College students studying in the reading room.,,,still image,,NNC-UA,Columbia University. Archives,marcorg,http://id.loc.gov/vocabulary/organizations/nncua,Historical Photograph Collection,Box 162,"Folder 15 (Buildings & Grounds - Morningside - Butler Library, Interior w/ People)","Date range based on the date range of the Butler 75: Butler Library's 75th Anniversary, 1934-2009.",,,,,,photographs,aat,http://vocab.getty.edu/aat/300046300,New York (N.Y.),http://id.loc.gov/authorities/names/n79007751,"Butler 75: Butler Library's 75th Anniversary, 1934-2009",http://www.columbia.edu/cgi-bin/cul/resolve?clio8586236,,,eng,iso639-2,http://id.loc.gov/vocabulary/iso639-2/eng,Academic libraries,fast,http://id.worldcat.org/fast/794997,Reading rooms,fast,http://id.worldcat.org/fast/1090833,Butler Library,corporate,naf,http://id.loc.gov/authorities/names/n88064392,New York (N.Y.),naf,http://id.loc.gov/authorities/names/n79007751,,College Library Reading Room
asset,butlerseventyfive_jxn_000,butlerseventyfive_jxn,butler_seventyfive,,,,,,,,,,,,,,,,,,,,,,,omeka_626,,,,,,,,,,,,B75_1105,filename,,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,College Library Reading Room
item,butlerseventyfive_kgm,,butler_seventyfive,Historical Photograph Collection,http://id.library.columbia.edu/term/922cab49-c0df-44aa-b827-8a15cc9918cd,Sprague,personal,Photographer,marcrelator,http://id.loc.gov/vocabulary/relators/pht,,,,,,,,,,1934-8-20,1934-09-19,,"between August 20 and September 19, 1934","Image of student workers moving boxes from book chutes onto book carts at the foot of stairs to Low Plaza. Between August 20 and September 19, 1934 student workers and professional movers moved books from their original home in Low Library to their new home in South Hall (Butler Library).",,,still image,,NNC-UA,Columbia University. Archives,marcorg,http://id.loc.gov/vocabulary/organizations/nncua,Historical Photograph Collection,Box 138,"Folder 9 (Administration - Provost - Libraries, Butler Transfer of Books from Low)",,,,,,,photographs,aat,http://vocab.getty.edu/aat/300046300,New York (N.Y.),http://id.loc.gov/authorities/names/n79007751,"Butler 75: Butler Library's 75th Anniversary, 1934-2009",http://www.columbia.edu/cgi-bin/cul/resolve?clio8586236,,,eng,iso639-2,http://id.loc.gov/vocabulary/iso639-2/eng,College campuses,fast,http://id.worldcat.org/fast/1740107,,,,,,,,New York (N.Y.),naf,http://id.loc.gov/authorities/names/n79007751,,Book Transfer
asset,butlerseventyfive_kgm_000,butlerseventyfive_kgm,butler_seventyfive,,,,,,,,,,,,,,,,,,,,,,,omeka_650,,https://exhibitions.cul.columbia.edu/exhibits/show/butler75/student-life/people--page-2,,,,,,,,,,B75_1129,filename,,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,Book Transfer
item,butlerseventyfive_khu,,butler_seventyfive,Historical Photograph Collection,http://id.library.columbia.edu/term/922cab49-c0df-44aa-b827-8a15cc9918cd,"Wurts Bros. (New York, N.Y.)",corporate,Photographer,marcrelator,http://id.loc.gov/vocabulary/relators/pht,naf,http://id.loc.gov/authorities/names/no2010029790,,,,,,,,1934,,approximate,circa 1934,"View of the main reading room, looking east, in South Hall (Butler Library), ca. 1934.",,,still image,,NNC-UA,Columbia University. Archives,marcorg,http://id.loc.gov/vocabulary/organizations/nncua,Historical Photograph Collection,Box162,"Folder 7 (Buildings & Grounds - Morningside - Butler library, Album ""The New Library building of Columbia University, Gift of Edward S. Harkness,1934"")",,,,,,,photographs,aat,http://vocab.getty.edu/aat/300046300,New York (N.Y.),http://id.loc.gov/authorities/names/n79007751,"Butler 75: Butler Library's 75th Anniversary, 1934-2009",http://www.columbia.edu/cgi-bin/cul/resolve?clio8586236,,,eng,iso639-2,http://id.loc.gov/vocabulary/iso639-2/eng,Academic libraries,fast,http://id.worldcat.org/fast/794997,Reading rooms,fast,http://id.worldcat.org/fast/1090833,Butler Library,corporate,naf,http://id.loc.gov/authorities/names/n88064392,New York (N.Y.),naf,http://id.loc.gov/authorities/names/n79007751,,Main Reading Room Looking East
asset,butlerseventyfive_khu_000,butlerseventyfive_khu,butler_seventyfive,,,,,,,,,,,,,,,,,,,,,,,omeka_537,,https://exhibitions.cul.columbia.edu/exhibits/show/butler75/art---architecture/architecture,,,,,,,,,,B75_1016,filename,,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,Main Reading Room Looking East
item,butlerseventyfive_kmt,,butler_seventyfive,Historical Photograph Collection,http://id.library.columbia.edu/term/922cab49-c0df-44aa-b827-8a15cc9918cd,"Warman, Manny, -1983",personal,Photographer,marcrelator,http://id.loc.gov/vocabulary/relators/pht,naf,http://id.loc.gov/authorities/names/no2015118397,,,,,,,,1934,2009,inferred,between 1934 and 2009,Professor Tyndall and Dwight Miner at the publication party for the Columbia Encyclopedia.,,,still image,,NNC-UA,Columbia University. Archives,marcorg,http://id.loc.gov/vocabulary/organizations/nncua,Historical Photograph Collection, Box 129, Folder 2 (Academics - Affiliated Institutions - Columbia University Press),"Date range based on the date range of the Butler 75: Butler Library's 75th Anniversary, 1934-2009.",,,,,,photographs,aat,http://vocab.getty.edu/aat/300046300,New York (N.Y.),http://id.loc.gov/authorities/names/n79007751,"Butler 75: Butler Library's 75th Anniversary, 1934-2009",http://www.columbia.edu/cgi-bin/cul/resolve?clio8586236,,,eng,iso639-2,http://id.loc.gov/vocabulary/iso639-2/eng,Academic libraries,fast,http://id.worldcat.org/fast/794997,,,,,,,,New York (N.Y.),naf,http://id.loc.gov/authorities/names/n79007751,,Columbia Encyclopedia Publication Party
