relatedItem_Collection,name_primary,name_primary_type,name_primaryRelator,name_primaryRelator_authority,name_primaryRelator_authority_identifier,name_primary_authority,name_primary_authority_identifier,name 2,name_type 2,nameRelator 2,nameRelator_authority 2,nameRelator_authority_identifier 2,name_authority 2,name_authority_identifier 2,keyDate_start,keyDate_end,dateQualifier,dateCreated,abstract,item - featured,item - public,identifier_clio,identifier_omeka,typeofResource,language,language_authority,language_authority_identifier,location_url_ObjectInContext,source,physicalLocation,physicalLocation_authority,physicalLocation_authority_identifier,shelfLocator,note,note 1,note_holdings,note_filename,note_filename2,digitalOrigin,extent,form,form_authority,form_authority_identifier,form_originalFormat,place,place_authority,place_authority_identifier,relatedItem_Project,projectURL,note_ownership,publisher,languageOfCataloging,subject_topic,subject_topic_authority,subject_topic_authority_identifier,subject_topic 2,subject_topic_authority 2,subject_topic_authority_identifier 2,subject_name,subject_name_authority,subject_name_authority_identifier,subject_title,subject_title_authority,subject_title_authority_identifier,subject_geographic,subject_geographic_authority,subject_geographic_authority_identifier,subject_geographic_hierarchical_street,subject_geographic_hierarchical_borough,subject_geographic_hierarchical_city,subject_geographic_hierarchical_state,subject_geographic_hierarchical_province,subject_geographic_hierarchical_country,subject_temporal,accessCondition,title_nonsort,title,identifier_title,partName,title2_nonsort,title2,title2_type
Historical Subject Files,"Wurts Bros. (New York, N.Y.)",corporate,pht,marcrelator,http://id.loc.gov/vocabulary/relators/pht,naf,http://id.loc.gov/authorities/names/no2010029790,,,,,,,,1934,,approximate,circa 1934,"View of the Harkness Academic Theatre inside South Hall (Butler Library), ca. 1934.",0,1,,omeka_542,still image,,,,https://exhibitions.cul.columbia.edu/exhibits/show/butler75/art---architecture/architecture,"Historical Subject Files;Box 162;Folder 7 (Buildings & Grounds - Morningside - Butler library, Album ""The New Library building of Columbia University, Gift of Edward S. Harkness,1934"")",NNC-UA,marcorg,http://id.loc.gov/vocabulary/organizations/nncua,"Box 162;Folder 7 (Buildings & Grounds - Morningside - Butler library, Album ""The New Library building of Columbia University, Gift of Edward S. Harkness,1934"")",,,,original filename: B75_1021,,,,photographs,aat,http://vocab.getty.edu/aat/300046300,,New York (N.Y.),naf,http://id.loc.gov/authorities/names/n79007751,"Butler 75: Butler Library's 75th Anniversary, 1934-2009",http://www.columbia.edu/cgi-bin/cul/resolve?clio8586236,,,eng,Academic libraries,fast,http://id.worldcat.org/fast/794997,Auditoriums,fast,http://id.worldcat.org/fast/821234,Butler Library,naf,http://id.loc.gov/authorities/names/n88064392,,,,New York (N.Y.),naf,http://id.loc.gov/authorities/names/n79007751,,,,,,,,,,Harkness Academic Theatre,butler75_mlk,,,,
Historical Subject Files,"Wurts Bros. (New York, N.Y.)",corporate,pht,marcrelator,http://id.loc.gov/vocabulary/relators/pht,naf,http://id.loc.gov/authorities/names/no2010029790,,,,,,,,1934,,approximate,circa 1934,"View of the Harkness Academic Theatre inside South Hall (Butler Library), ca. 1934.",0,1,,omeka_542,still image,,,,https://exhibitions.cul.columbia.edu/exhibits/show/butler75/art---architecture/architecture,"Historical Subject Files;Box 162;Folder 7 (Buildings & Grounds - Morningside - Butler library, Album ""The New Library building of Columbia University, Gift of Edward S. Harkness,1934"")",NNC-UA,marcorg,http://id.loc.gov/vocabulary/organizations/nncua,"Box 162;Folder 7 (Buildings & Grounds - Morningside - Butler library, Album ""The New Library building of Columbia University, Gift of Edward S. Harkness,1934"")",,,,original filename: B75_1021,,,,photographs,aat,http://vocab.getty.edu/aat/300046300,,New York (N.Y.),naf,http://id.loc.gov/authorities/names/n79007751,"Butler 75: Butler Library's 75th Anniversary, 1934-2009",http://www.columbia.edu/cgi-bin/cul/resolve?clio8586236,,,eng,Academic libraries,fast,http://id.worldcat.org/fast/794997,Auditoriums,fast,http://id.worldcat.org/fast/821234,Butler Library,naf,http://id.loc.gov/authorities/names/n88064392,,,,New York (N.Y.),naf,http://id.loc.gov/authorities/names/n79007751,,,,,,,,,,Harkness Academic Theatre,butler75_mlk_000,,,,
Historical Photograph Collection,,,,,,,,,,,,,,,1934,2009,inferred,between 1934 and 2009,Image of a woman (Vera Herman?) operating a book binding machine.,0,1,,omeka_641,still image,,,,https://exhibitions.cul.columbia.edu/exhibits/show/butler75/student-life/people--page-2,"Historical Photograph Collection;Box 138;Folder 2 (Administration - Provost - Libraries, Butler Binding Department)",NNC-UA,marcorg,http://id.loc.gov/vocabulary/organizations/nncua,"Box 138;Folder 2 (Administration - Provost - Libraries, Butler Binding Department)","Date range based on the date range of the Butler 75: Butler Library's 75th Anniversary, 1934-2009.",,,original filename: B75_1120,,,,photographs,aat,http://vocab.getty.edu/aat/300046300,,New York (N.Y.),naf,http://id.loc.gov/authorities/names/n79007751,"Butler 75: Butler Library's 75th Anniversary, 1934-2009",http://www.columbia.edu/cgi-bin/cul/resolve?clio8586236,,,eng,Academic libraries,fast,http://id.worldcat.org/fast/794997,,,,Butler Library,naf,http://id.loc.gov/authorities/names/n88064392,,,,New York (N.Y.),naf,http://id.loc.gov/authorities/names/n79007751,,,,,,,,,,Operating a Binding Machine,butler75_muk,,,,
Historical Photograph Collection,Columbia University. Library,corporate,cre,marcrelator,http://id.loc.gov/vocabulary/relators/cre,naf,http://id.loc.gov/authorities/names/n85012937,,,,,,,,1942-03-07,,,"March 7, 1942","Butler Library's main circulation/charge desk with a lighted call board above it, 7 March 1942.",0,1,,omeka_616,still image,,,,,"Historical Photograph Collection;Box 162;Folder 14 (Buildings & Grounds - Morningside - Butler Library, Interior)",NNC-UA,marcorg,http://id.loc.gov/vocabulary/organizations/nncua,"Box 162;Folder 14 (Buildings & Grounds - Morningside - Butler Library, Interior)",,,,original filename: B75_1095,,,,photographs,aat,http://vocab.getty.edu/aat/300046300,,New York (N.Y.),naf,http://id.loc.gov/authorities/names/n79007751,"Butler 75: Butler Library's 75th Anniversary, 1934-2009",http://www.columbia.edu/cgi-bin/cul/resolve?clio8586236,,,eng,Academic libraries,fast,http://id.worldcat.org/fast/794997,,,,Butler Library,naf,http://id.loc.gov/authorities/names/n88064392,,,,New York (N.Y.),naf,http://id.loc.gov/authorities/names/n79007751,,,,,,,,,,Charge Desk,butler75_muk_000,,,,
Historical Photograph Collection,,,,,,,,,,,,,,,1934,2009,inferred,between 1934 and 2009,Image of a woman (Vera Herman?) operating a book binding machine.,0,1,,omeka_641,still image,,,,https://exhibitions.cul.columbia.edu/exhibits/show/butler75/student-life/people--page-2,"Historical Photograph Collection;Box 138;Folder 2 (Administration - Provost - Libraries, Butler Binding Department)",NNC-UA,marcorg,http://id.loc.gov/vocabulary/organizations/nncua,"Box 138;Folder 2 (Administration - Provost - Libraries, Butler Binding Department)","Date range based on the date range of the Butler 75: Butler Library's 75th Anniversary, 1934-2009.",,,original filename: B75_1120,,,,photographs,aat,http://vocab.getty.edu/aat/300046300,,New York (N.Y.),naf,http://id.loc.gov/authorities/names/n79007751,"Butler 75: Butler Library's 75th Anniversary, 1934-2009",http://www.columbia.edu/cgi-bin/cul/resolve?clio8586236,,,eng,Academic libraries,fast,http://id.worldcat.org/fast/794997,,,,Butler Library,naf,http://id.loc.gov/authorities/names/n88064392,,,,New York (N.Y.),naf,http://id.loc.gov/authorities/names/n79007751,,,,,,,,,,Operating a Binding Machine,butler75_muk,,,,
Historical Photograph Collection,Columbia University. Library,corporate,cre,marcrelator,http://id.loc.gov/vocabulary/relators/cre,naf,http://id.loc.gov/authorities/names/n85012937,,,,,,,,1942-03-07,,,"March 7, 1942","Butler Library's main circulation/charge desk with a lighted call board above it, 7 March 1942.",0,1,,omeka_616,still image,,,,,"Historical Photograph Collection;Box 162;Folder 14 (Buildings & Grounds - Morningside - Butler Library, Interior)",NNC-UA,marcorg,http://id.loc.gov/vocabulary/organizations/nncua,"Box 162;Folder 14 (Buildings & Grounds - Morningside - Butler Library, Interior)",,,,original filename: B75_1095,,,,photographs,aat,http://vocab.getty.edu/aat/300046300,,New York (N.Y.),naf,http://id.loc.gov/authorities/names/n79007751,"Butler 75: Butler Library's 75th Anniversary, 1934-2009",http://www.columbia.edu/cgi-bin/cul/resolve?clio8586236,,,eng,Academic libraries,fast,http://id.worldcat.org/fast/794997,,,,Butler Library,naf,http://id.loc.gov/authorities/names/n88064392,,,,New York (N.Y.),naf,http://id.loc.gov/authorities/names/n79007751,,,,,,,,,,Charge Desk,butler75_muk_000,,,,
Historical Photograph Collection,"Warman, Manny, -1983",personal,pht,marcrelator,http://id.loc.gov/vocabulary/relators/pht,naf,http://id.loc.gov/authorities/names/no2015118397,,,,,,,,1934,2009,inferred,between 1934 and 2009,Rare Book and Manuscript Library staff member holding up an antique map.,0,0,,omeka_655,still image,,,,,"Historical Photograph Collection;Box 138;Folder 11 (Administration - Provost - Libraries, Butler, Rare Book and Manuscript)",NNC-UA,marcorg,http://id.loc.gov/vocabulary/organizations/nncua,"Box 138;Folder 11 (Administration - Provost - Libraries, Butler, Rare Book and Manuscript)","Date range based on the date range of the Butler 75: Butler Library's 75th Anniversary, 1934-2009.",,,original filename: B75_1134,,,,photographs,aat,http://vocab.getty.edu/aat/300046300,,New York (N.Y.),naf,http://id.loc.gov/authorities/names/n79007751,"Butler 75: Butler Library's 75th Anniversary, 1934-2009",http://www.columbia.edu/cgi-bin/cul/resolve?clio8586236,"(Administration - Provost - Libraries, Butler, Rare Book and Manuscript)",,eng,Academic libraries,fast,http://id.worldcat.org/fast/794997,Maps,fast,http://id.worldcat.org/fast/1008726,,,,,,,New York (N.Y.),naf,http://id.loc.gov/authorities/names/n79007751,,,,,,,,,,Rare Map,butler75_mwf,,,,
Historical Photograph Collection,"Warman, Manny, -1983",personal,pht,marcrelator,http://id.loc.gov/vocabulary/relators/pht,naf,http://id.loc.gov/authorities/names/no2015118397,,,,,,,,1934,2009,inferred,between 1934 and 2009,Rare Book and Manuscript Library staff member holding up an antique map.,0,0,,omeka_655,still image,,,,,"Historical Photograph Collection;Box 138;Folder 11 (Administration - Provost - Libraries, Butler, Rare Book and Manuscript)",NNC-UA,marcorg,http://id.loc.gov/vocabulary/organizations/nncua,"Box 138;Folder 11 (Administration - Provost - Libraries, Butler, Rare Book and Manuscript)","Date range based on the date range of the Butler 75: Butler Library's 75th Anniversary, 1934-2009.",,,original filename: B75_1134,,,,photographs,aat,http://vocab.getty.edu/aat/300046300,,New York (N.Y.),naf,http://id.loc.gov/authorities/names/n79007751,"Butler 75: Butler Library's 75th Anniversary, 1934-2009",http://www.columbia.edu/cgi-bin/cul/resolve?clio8586236,"(Administration - Provost - Libraries, Butler, Rare Book and Manuscript)",,eng,Academic libraries,fast,http://id.worldcat.org/fast/794997,Maps,fast,http://id.worldcat.org/fast/1008726,,,,,,,New York (N.Y.),naf,http://id.loc.gov/authorities/names/n79007751,,,,,,,,,,Rare Map,butler75_mwf_000,,,,
Historical Photograph Collection,"Beals, A. Tennyson",personal,pht,marcrelator,http://id.loc.gov/vocabulary/relators/pht,naf,http://id.loc.gov/authorities/names/n97840259,,,,,,,,1932-06,,,June 1932,"Butler Library construction, June 1932.",0,1,,omeka_554,still image,,,,,"Historical Photograph Collection;Box 162;Folder 11 (Buildings & Grounds - Morningside - Butler Library, Construction 1932)",NNC-UA,marcorg,http://id.loc.gov/vocabulary/organizations/nncua,"Box 162;Folder 11 (Buildings & Grounds - Morningside - Butler Library, Construction 1932)",,,,original filename: B75_1033,,,,photographs,aat,http://vocab.getty.edu/aat/300046300,,New York (N.Y.),naf,http://id.loc.gov/authorities/names/n79007751,"Butler 75: Butler Library's 75th Anniversary, 1934-2009",http://www.columbia.edu/cgi-bin/cul/resolve?clio8586236,,,eng,Academic libraries,fast,http://id.worldcat.org/fast/794997,,,,Butler Library,naf,http://id.loc.gov/authorities/names/n88064392,,,,New York (N.Y.),naf,http://id.loc.gov/authorities/names/n79007751,,,,,,,,,,Butler Library Construction 6,butler75_mze,,,,
Historical Photograph Collection,"Beals, A. Tennyson",personal,pht,marcrelator,http://id.loc.gov/vocabulary/relators/pht,naf,http://id.loc.gov/authorities/names/n97840259,,,,,,,,1932-06,,,June 1932,"Butler Library construction, June 1932.",0,1,,omeka_554,still image,,,,,"Historical Photograph Collection;Box 162;Folder 11 (Buildings & Grounds - Morningside - Butler Library, Construction 1932)",NNC-UA,marcorg,http://id.loc.gov/vocabulary/organizations/nncua,"Box 162;Folder 11 (Buildings & Grounds - Morningside - Butler Library, Construction 1932)",,,,original filename: B75_1033,,,,photographs,aat,http://vocab.getty.edu/aat/300046300,,New York (N.Y.),naf,http://id.loc.gov/authorities/names/n79007751,"Butler 75: Butler Library's 75th Anniversary, 1934-2009",http://www.columbia.edu/cgi-bin/cul/resolve?clio8586236,,,eng,Academic libraries,fast,http://id.worldcat.org/fast/794997,,,,Butler Library,naf,http://id.loc.gov/authorities/names/n88064392,,,,New York (N.Y.),naf,http://id.loc.gov/authorities/names/n79007751,,,,,,,,,,Butler Library Construction 6,butler75_mze_000,,,,
Historical Photograph Collection,"Beals, A. Tennyson",personal,pht,marcrelator,http://id.loc.gov/vocabulary/relators/pht,naf,http://id.loc.gov/authorities/names/n97840259,,,,,,,,1932-06-15,,,"June 15, 1932","Butler Library construction, 15 June 1932.",0,1,,omeka_551,still image,,,,,"Historical Photograph Collection;Box 162;Folder 11 (Buildings & Grounds - Morningside - Butler Library, Construction 1932)",NNC-UA,marcorg,http://id.loc.gov/vocabulary/organizations/nncua,"Box 162;Folder 11 (Buildings & Grounds - Morningside - Butler Library, Construction 1932)",,,,original filename: B75_1030,,,,photographs,aat,http://vocab.getty.edu/aat/300046300,,New York (N.Y.),naf,http://id.loc.gov/authorities/names/n79007751,"Butler 75: Butler Library's 75th Anniversary, 1934-2009",http://www.columbia.edu/cgi-bin/cul/resolve?clio8586236,,,eng,Academic libraries,fast,http://id.worldcat.org/fast/794997,,,,Butler Library,naf,http://id.loc.gov/authorities/names/n88064392,,,,New York (N.Y.),naf,http://id.loc.gov/authorities/names/n79007751,,,,,,,,,,Butler Library Construction 3,butler75_nhi,,,,
Historical Photograph Collection,"Beals, A. Tennyson",personal,pht,marcrelator,http://id.loc.gov/vocabulary/relators/pht,naf,http://id.loc.gov/authorities/names/n97840259,,,,,,,,1932-06-15,,,"June 15, 1932","Butler Library construction, 15 June 1932.",0,1,,omeka_551,still image,,,,,"Historical Photograph Collection;Box 162;Folder 11 (Buildings & Grounds - Morningside - Butler Library, Construction 1932)",NNC-UA,marcorg,http://id.loc.gov/vocabulary/organizations/nncua,"Box 162;Folder 11 (Buildings & Grounds - Morningside - Butler Library, Construction 1932)",,,,original filename: B75_1030,,,,photographs,aat,http://vocab.getty.edu/aat/300046300,,New York (N.Y.),naf,http://id.loc.gov/authorities/names/n79007751,"Butler 75: Butler Library's 75th Anniversary, 1934-2009",http://www.columbia.edu/cgi-bin/cul/resolve?clio8586236,,,eng,Academic libraries,fast,http://id.worldcat.org/fast/794997,,,,Butler Library,naf,http://id.loc.gov/authorities/names/n88064392,,,,New York (N.Y.),naf,http://id.loc.gov/authorities/names/n79007751,,,,,,,,,,Butler Library Construction 3,butler75_nhi_000,,,,
Historical Photograph Collection,"Wurts Bros. (New York, N.Y.)",corporate,pht,marcrelator,http://id.loc.gov/vocabulary/relators/pht,naf,http://id.loc.gov/authorities/names/no2010029790,,,,,,,,1934,,approximate,circa 1934,"Main entrance inside South Hall (Butler Library) as viewed by looking west, ca. 1934.",0,1,,omeka_527,still image,,,,https://exhibitions.cul.columbia.edu/exhibits/show/butler75/art---architecture/architecture,"Historical Photograph Collection;Box 162;Folder 7 (Buildings & Grounds - Morningside - Butler library, Album ""The New Library building of Columbia University, Gift of Edward S. Harkness, 1934"")",NNC-UA,marcorg,http://id.loc.gov/vocabulary/organizations/nncua,"Box 162;Folder 7 (Buildings & Grounds - Morningside - Butler library, Album ""The New Library building of Columbia University, Gift of Edward S. Harkness, 1934"")",,,,original filename: B75_1006,,,,photographs,aat,http://vocab.getty.edu/aat/300046300,,New York (N.Y.),naf,http://id.loc.gov/authorities/names/n79007751,"Butler 75: Butler Library's 75th Anniversary, 1934-2009",http://www.columbia.edu/cgi-bin/cul/resolve?clio8586236,"Buildings & Grounds-Morningside-Butler library, Album ""The New Library building of Columbia University, Gift of Edward S. Harkness,1934""",,eng,Academic libraries,fast,http://id.worldcat.org/fast/794997,Entrance halls,fast,http://id.worldcat.org/fast/912782,Butler Library,naf,http://id.loc.gov/authorities/names/n88064392,,,,New York (N.Y.),naf,http://id.loc.gov/authorities/names/n79007751,,,,,,,,,,Main Entrance Looking West,butler75_nhz,,,,
Historical Photograph Collection,"Wurts Bros. (New York, N.Y.)",corporate,pht,marcrelator,http://id.loc.gov/vocabulary/relators/pht,naf,http://id.loc.gov/authorities/names/no2010029790,,,,,,,,1934,,approximate,circa 1934,"Main entrance inside South Hall (Butler Library) as viewed by looking west, ca. 1934.",0,1,,omeka_527,still image,,,,https://exhibitions.cul.columbia.edu/exhibits/show/butler75/art---architecture/architecture,"Historical Photograph Collection;Box 162;Folder 7 (Buildings & Grounds - Morningside - Butler library, Album ""The New Library building of Columbia University, Gift of Edward S. Harkness, 1934"")",NNC-UA,marcorg,http://id.loc.gov/vocabulary/organizations/nncua,"Box 162;Folder 7 (Buildings & Grounds - Morningside - Butler library, Album ""The New Library building of Columbia University, Gift of Edward S. Harkness, 1934"")",,,,original filename: B75_1006,,,,photographs,aat,http://vocab.getty.edu/aat/300046300,,New York (N.Y.),naf,http://id.loc.gov/authorities/names/n79007751,"Butler 75: Butler Library's 75th Anniversary, 1934-2009",http://www.columbia.edu/cgi-bin/cul/resolve?clio8586236,"Buildings & Grounds-Morningside-Butler library, Album ""The New Library building of Columbia University, Gift of Edward S. Harkness,1934""",,eng,Academic libraries,fast,http://id.worldcat.org/fast/794997,Entrance halls,fast,http://id.worldcat.org/fast/912782,Butler Library,naf,http://id.loc.gov/authorities/names/n88064392,,,,New York (N.Y.),naf,http://id.loc.gov/authorities/names/n79007751,,,,,,,,,,Main Entrance Looking West,butler75_nhz_000,,,,
Historical Photograph Collection,"Bubley, Esther",personal,pht,marcrelator,http://id.loc.gov/vocabulary/relators/pht,naf,http://id.loc.gov/authorities/names/n82047436,,,,,,,,1934,2009,inferred,between 1934 and 2009,Woman listening to an oral history tape and transcribing the interview.,0,1,,omeka_648,still image,,,,,"Historical Photograph Collection;Box 138;Folder 8 (Administration - Provost - Libraries, Oral History Research Office)",NNC-UA,marcorg,http://id.loc.gov/vocabulary/organizations/nncua,"Box 138;Folder 8 (Administration - Provost - Libraries, Oral History Research Office)","Date range based on the date range of the Butler 75: Butler Library's 75th Anniversary, 1934-2009.",,,original filename: B75_1127,,,,photographs,aat,http://vocab.getty.edu/aat/300046300,,New York (N.Y.),naf,http://id.loc.gov/authorities/names/n79007751,"Butler 75: Butler Library's 75th Anniversary, 1934-2009",http://www.columbia.edu/cgi-bin/cul/resolve?clio8586236,,,eng,Library employees,fast,http://id.worldcat.org/fast/997728,,,,,,,,,,New York (N.Y.),naf,http://id.loc.gov/authorities/names/n79007751,,,,,,,,,,Oral History Transcriber,butler75_nnn,,,,
Historical Photograph Collection,"Bubley, Esther",personal,pht,marcrelator,http://id.loc.gov/vocabulary/relators/pht,naf,http://id.loc.gov/authorities/names/n82047436,,,,,,,,1934,2009,inferred,between 1934 and 2009,Woman listening to an oral history tape and transcribing the interview.,0,1,,omeka_648,still image,,,,,"Historical Photograph Collection;Box 138;Folder 8 (Administration - Provost - Libraries, Oral History Research Office)",NNC-UA,marcorg,http://id.loc.gov/vocabulary/organizations/nncua,"Box 138;Folder 8 (Administration - Provost - Libraries, Oral History Research Office)","Date range based on the date range of the Butler 75: Butler Library's 75th Anniversary, 1934-2009.",,,original filename: B75_1127,,,,photographs,aat,http://vocab.getty.edu/aat/300046300,,New York (N.Y.),naf,http://id.loc.gov/authorities/names/n79007751,"Butler 75: Butler Library's 75th Anniversary, 1934-2009",http://www.columbia.edu/cgi-bin/cul/resolve?clio8586236,,,eng,Library employees,fast,http://id.worldcat.org/fast/997728,,,,,,,,,,New York (N.Y.),naf,http://id.loc.gov/authorities/names/n79007751,,,,,,,,,,Oral History Transcriber,butler75_nnn_000,,,,
Historical Photograph Collection,"Bubley, Esther",personal,pht,marcrelator,http://id.loc.gov/vocabulary/relators/pht,naf,http://id.loc.gov/authorities/names/n82047436,,,,,,,,1934,2009,inferred,between 1934 and 2009,Image of a man looking through oversize volumes in the Butler Library stacks.,0,1,,omeka_636,still image,,,,https://exhibitions.cul.columbia.edu/exhibits/show/butler75/student-life/people--page-2,"Historical Photograph Collection;Box 162;Folder 15 (Buildings & Grounds - Morningside - Butler Library, Interior w/ People)",NNC-UA,marcorg,http://id.loc.gov/vocabulary/organizations/nncua,"Box 162;Folder 15 (Buildings & Grounds - Morningside - Butler Library, Interior w/ People)","Date range based on the date range of the Butler 75: Butler Library's 75th Anniversary, 1934-2009.",,,original filename: B75_1115,,,,photographs,aat,http://vocab.getty.edu/aat/300046300,,New York (N.Y.),naf,http://id.loc.gov/authorities/names/n79007751,"Butler 75: Butler Library's 75th Anniversary, 1934-2009",http://www.columbia.edu/cgi-bin/cul/resolve?clio8586236,,,eng,Academic libraries,fast,http://id.worldcat.org/fast/794997,Library shelving,fast,http://id.worldcat.org/fast/997994,Butler Library,naf,http://id.loc.gov/authorities/names/n88064392,,,,New York (N.Y.),naf,http://id.loc.gov/authorities/names/n79007751,,,,,,,,,,Paging in the Stacks,butler75_nnz,,,,
Historical Photograph Collection,"Bubley, Esther",personal,pht,marcrelator,http://id.loc.gov/vocabulary/relators/pht,naf,http://id.loc.gov/authorities/names/n82047436,,,,,,,,1934,2009,inferred,between 1934 and 2009,Image of a man looking through oversize volumes in the Butler Library stacks.,0,1,,omeka_636,still image,,,,https://exhibitions.cul.columbia.edu/exhibits/show/butler75/student-life/people--page-2,"Historical Photograph Collection;Box 162;Folder 15 (Buildings & Grounds - Morningside - Butler Library, Interior w/ People)",NNC-UA,marcorg,http://id.loc.gov/vocabulary/organizations/nncua,"Box 162;Folder 15 (Buildings & Grounds - Morningside - Butler Library, Interior w/ People)","Date range based on the date range of the Butler 75: Butler Library's 75th Anniversary, 1934-2009.",,,original filename: B75_1115,,,,photographs,aat,http://vocab.getty.edu/aat/300046300,,New York (N.Y.),naf,http://id.loc.gov/authorities/names/n79007751,"Butler 75: Butler Library's 75th Anniversary, 1934-2009",http://www.columbia.edu/cgi-bin/cul/resolve?clio8586236,,,eng,Academic libraries,fast,http://id.worldcat.org/fast/794997,Library shelving,fast,http://id.worldcat.org/fast/997994,Butler Library,naf,http://id.loc.gov/authorities/names/n88064392,,,,New York (N.Y.),naf,http://id.loc.gov/authorities/names/n79007751,,,,,,,,,,Paging in the Stacks,butler75_nnz_000,,,,
Historical Photograph Collection,,,,,,,,,,,,,,,1934,2009,inferred,between 1934 and 2009,Patron viewing a display of rare books in the Rare Book and Manuscript Library.,0,1,,omeka_657,still image,,,,https://exhibitions.cul.columbia.edu/exhibits/show/butler75/student-life/people--page-3,"Historical Photograph Collection;Box 138;Folder 11 (Administration - Provost - Libraries, Butler, Rare Book and Manuscript)",NNC-UA,marcorg,http://id.loc.gov/vocabulary/organizations/nncua,"Box 138;Folder 11 (Administration - Provost - Libraries, Butler, Rare Book and Manuscript)","Date range based on the date range of the Butler 75: Butler Library's 75th Anniversary, 1934-2009.",,,original filename: B75_1136,,,,photographs,aat,http://vocab.getty.edu/aat/300046300,,New York (N.Y.),naf,http://id.loc.gov/authorities/names/n79007751,"Butler 75: Butler Library's 75th Anniversary, 1934-2009",http://www.columbia.edu/cgi-bin/cul/resolve?clio8586236,,,eng,Academic libraries,fast,http://id.worldcat.org/fast/794997,,,,,,,,,,New York (N.Y.),naf,http://id.loc.gov/authorities/names/n79007751,,,,,,,,,,Viewing a Rare Book Display,butler75_nuv,,,,
Historical Photograph Collection,,,,,,,,,,,,,,,1934,2009,inferred,between 1934 and 2009,Patron viewing a display of rare books in the Rare Book and Manuscript Library.,0,1,,omeka_657,still image,,,,https://exhibitions.cul.columbia.edu/exhibits/show/butler75/student-life/people--page-3,"Historical Photograph Collection;Box 138;Folder 11 (Administration - Provost - Libraries, Butler, Rare Book and Manuscript)",NNC-UA,marcorg,http://id.loc.gov/vocabulary/organizations/nncua,"Box 138;Folder 11 (Administration - Provost - Libraries, Butler, Rare Book and Manuscript)","Date range based on the date range of the Butler 75: Butler Library's 75th Anniversary, 1934-2009.",,,original filename: B75_1136,,,,photographs,aat,http://vocab.getty.edu/aat/300046300,,New York (N.Y.),naf,http://id.loc.gov/authorities/names/n79007751,"Butler 75: Butler Library's 75th Anniversary, 1934-2009",http://www.columbia.edu/cgi-bin/cul/resolve?clio8586236,,,eng,Academic libraries,fast,http://id.worldcat.org/fast/794997,,,,,,,,,,New York (N.Y.),naf,http://id.loc.gov/authorities/names/n79007751,,,,,,,,,,Viewing a Rare Book Display,butler75_nuv_000,,,,
,"Brown, Laura Hotchkiss",personal,,,,,,,,,,,,,1989,,,1989,"Photograph of banner of seven great female authors (Sappho, Marie de France, Christine de Pizan, Sor Juana Ines de la Cruz, Bronte, Dickinson, and Woolf) unfurled over Butler Library.",0,1,,omeka_825,still image,,,,https://exhibitions.cul.columbia.edu/exhibits/show/butler75/art---architecture/architecture--page-2,,NNC-UA,marcorg,http://id.loc.gov/vocabulary/organizations/nncua,,,,,banner.jpg,banner2.jpg,,,photographs,aat,http://vocab.getty.edu/aat/300046300,,New York (N.Y.),naf,http://id.loc.gov/authorities/names/n79007751,"Butler 75: Butler Library's 75th Anniversary, 1934-2009",http://www.columbia.edu/cgi-bin/cul/resolve?clio8586236,,,eng,Academic libraries,fast,http://id.worldcat.org/fast/794997,,,,Butler Library,naf,http://id.loc.gov/authorities/names/n88064392,,,,New York (N.Y.),naf,http://id.loc.gov/authorities/names/n79007751,,,,,,,,,,Butler Library Banner Project,butler75_nxx,,,,
,"Brown, Laura Hotchkiss",personal,,,,,,,,,,,,,1989,,,1989,"Photograph of banner of seven great female authors (Sappho, Marie de France, Christine de Pizan, Sor Juana Ines de la Cruz, Bronte, Dickinson, and Woolf) unfurled over Butler Library.",0,1,,omeka_825,still image,,,,https://exhibitions.cul.columbia.edu/exhibits/show/butler75/art---architecture/architecture--page-2,,NNC-UA,marcorg,http://id.loc.gov/vocabulary/organizations/nncua,,,,,banner.jpg,banner2.jpg,,,photographs,aat,http://vocab.getty.edu/aat/300046300,,New York (N.Y.),naf,http://id.loc.gov/authorities/names/n79007751,"Butler 75: Butler Library's 75th Anniversary, 1934-2009",http://www.columbia.edu/cgi-bin/cul/resolve?clio8586236,,,eng,Academic libraries,fast,http://id.worldcat.org/fast/794997,,,,Butler Library,naf,http://id.loc.gov/authorities/names/n88064392,,,,New York (N.Y.),naf,http://id.loc.gov/authorities/names/n79007751,,,,,,,,,,Butler Library Banner Project,butler75_nxx_000,,,,
