relatedItem_Collection,name_primary,name_primary_type,name_primaryRelator,name_primaryRelator_authority,name_primaryRelator_authority_identifier,name_primary_authority,name_primary_authority_identifier,name 2,name_type 2,nameRelator 2,nameRelator_authority 2,nameRelator_authority_identifier 2,name_authority 2,name_authority_identifier 2,keyDate_start,keyDate_end,dateQualifier,dateCreated,abstract,item - featured,item - public,identifier_clio,identifier_omeka,typeofResource,language,language_authority,language_authority_identifier,location_url_ObjectInContext,source,physicalLocation,physicalLocation_authority,physicalLocation_authority_identifier,shelfLocator,note,note 1,note_holdings,note_filename,note_filename2,digitalOrigin,extent,form,form_authority,form_authority_identifier,form_originalFormat,place,place_authority,place_authority_identifier,relatedItem_Project,projectURL,note_ownership,publisher,languageOfCataloging,subject_topic,subject_topic_authority,subject_topic_authority_identifier,subject_topic 2,subject_topic_authority 2,subject_topic_authority_identifier 2,subject_name,subject_name_authority,subject_name_authority_identifier,subject_title,subject_title_authority,subject_title_authority_identifier,subject_geographic,subject_geographic_authority,subject_geographic_authority_identifier,subject_geographic_hierarchical_street,subject_geographic_hierarchical_borough,subject_geographic_hierarchical_city,subject_geographic_hierarchical_state,subject_geographic_hierarchical_province,subject_geographic_hierarchical_country,subject_temporal,accessCondition,title_nonsort,title,identifier_title,partName,title2_nonsort,title2,title2_type
Historical Photograph Collection,"Wurts Bros. (New York, N.Y.)",corporate,pht,marcrelator,http://id.loc.gov/vocabulary/relators/pht,naf,http://id.loc.gov/authorities/names/no2010029790,,,,,,,,1934,,approximate,circa 1934,"Detail view of the ceiling in the Butler Library of Philosophy located in South Hall (Butler Library), ca. 1934.",0,1,,omeka_531,still image,,,,https://exhibitions.cul.columbia.edu/exhibits/show/butler75/art---architecture/art---architecture,"Historical Photograph Collection;Box 162;Folder 7 (Buildings & Grounds - Morningside - Butler library, Album ""The New Library building of Columbia University, Gift of Edward S. Harkness,1934"")",NNC-UA,marcorg,http://id.loc.gov/vocabulary/organizations/nncua,"Box 162;Folder 7 (Buildings & Grounds - Morningside - Butler library, Album ""The New Library building of Columbia University, Gift of Edward S. Harkness,1934"")",,,,original filename: B75_1010,,,,photographs,aat,http://vocab.getty.edu/aat/300046300,,New York (N.Y.),naf,http://id.loc.gov/authorities/names/n79007751,"Butler 75: Butler Library's 75th Anniversary, 1934-2009",http://www.columbia.edu/cgi-bin/cul/resolve?clio8586236,,,eng,Academic libraries,fast,http://id.worldcat.org/fast/794997,Decoration and ornament,fast,http://id.worldcat.org/fast/889145,Butler Library,naf,http://id.loc.gov/authorities/names/n88064392,,,,New York (N.Y.),naf,http://id.loc.gov/authorities/names/n79007751,,,,,,,,,,Ceiling-Butler Library,butler75_ifw_000,,,,
Historical Photograph Collection,"Wurts Bros. (New York, N.Y.)",corporate,pht,marcrelator,http://id.loc.gov/vocabulary/relators/pht,naf,http://id.loc.gov/authorities/names/no2010029790,,,,,,,,1934,,approximate,circa 1934,"View of the loan desk in South Hall (Butler Library), looking west, ca. 1934.",0,1,,omeka_534,still image,,,,https://exhibitions.cul.columbia.edu/exhibits/show/butler75/art---architecture/architecture--page-2,"Historical Photograph Collection;Box 162;Folder 7 (Buildings & Grounds - Morningside - Butler library, Album ""The New Library building of Columbia University, Gift of Edward S. Harkness,1934"")",NNC-UA,marcorg,http://id.loc.gov/vocabulary/organizations/nncua,"Box 162;Folder 7 (Buildings & Grounds - Morningside - Butler library, Album ""The New Library building of Columbia University, Gift of Edward S. Harkness,1934"")",,,,original filename: B75_1013,,,,photographs,aat,http://vocab.getty.edu/aat/300046300,,New York (N.Y.),naf,http://id.loc.gov/authorities/names/n79007751,"Butler 75: Butler Library's 75th Anniversary, 1934-2009",http://www.columbia.edu/cgi-bin/cul/resolve?clio8586236,,,eng,Academic libraries,fast,http://id.worldcat.org/fast/794997,Corridors,fast,http://id.worldcat.org/fast/880335,Butler Library,naf,http://id.loc.gov/authorities/names/n88064392,,,,New York (N.Y.),naf,http://id.loc.gov/authorities/names/n79007751,,,,,,,,,,Loan Desk,butler75_ihr,,,,
Historical Photograph Collection,"Wurts Bros. (New York, N.Y.)",corporate,pht,marcrelator,http://id.loc.gov/vocabulary/relators/pht,naf,http://id.loc.gov/authorities/names/no2010029790,,,,,,,,1934,,approximate,circa 1934,"View of the loan desk in South Hall (Butler Library), looking west, ca. 1934.",0,1,,omeka_534,still image,,,,https://exhibitions.cul.columbia.edu/exhibits/show/butler75/art---architecture/architecture--page-2,"Historical Photograph Collection;Box 162;Folder 7 (Buildings & Grounds - Morningside - Butler library, Album ""The New Library building of Columbia University, Gift of Edward S. Harkness,1934"")",NNC-UA,marcorg,http://id.loc.gov/vocabulary/organizations/nncua,"Box 162;Folder 7 (Buildings & Grounds - Morningside - Butler library, Album ""The New Library building of Columbia University, Gift of Edward S. Harkness,1934"")",,,,original filename: B75_1013,,,,photographs,aat,http://vocab.getty.edu/aat/300046300,,New York (N.Y.),naf,http://id.loc.gov/authorities/names/n79007751,"Butler 75: Butler Library's 75th Anniversary, 1934-2009",http://www.columbia.edu/cgi-bin/cul/resolve?clio8586236,,,eng,Academic libraries,fast,http://id.worldcat.org/fast/794997,Corridors,fast,http://id.worldcat.org/fast/880335,Butler Library,naf,http://id.loc.gov/authorities/names/n88064392,,,,New York (N.Y.),naf,http://id.loc.gov/authorities/names/n79007751,,,,,,,,,,Loan Desk,butler75_ihr_000,,,,
Historical Photograph Collection,,,,,,,,,,,,,,,1954,,,1954,"Image of (L to R) Pierre Douzelot, President Grayson Kirk, Jean Sarrailk, and Henri Bonnet examining a part of the exhibit of French Universities at Butler Library, 18 October 1954.",0,1,,omeka_664,still image,,,,https://exhibitions.cul.columbia.edu/exhibits/show/butler75/art---architecture/art---architecture,"Historical Photograph Collection; MS 149; Folder 2 (Bicentennial - Exhibits - Columbia University, New York, 1954)",NNC-UA,marcorg,http://id.loc.gov/vocabulary/organizations/nncua," MS 149; Folder 2 (Bicentennial - Exhibits - Columbia University, New York, 1954)",,,,original filename: B75_1143,,,,photographs,aat,http://vocab.getty.edu/aat/300046300,,New York (N.Y.),naf,http://id.loc.gov/authorities/names/n79007751,"Butler 75: Butler Library's 75th Anniversary, 1934-2009",http://www.columbia.edu/cgi-bin/cul/resolve?clio8586236,,,eng,Academic libraries,fast,http://id.worldcat.org/fast/794997,,,,Butler Library,naf,http://id.loc.gov/authorities/names/n88064392,,,,New York (N.Y.),naf,http://id.loc.gov/authorities/names/n79007751,,,,,,,,,,Exhibit of French Universities at Butler Library ,butler75_ihu,,,,
Historical Photograph Collection,,,,,,,,,,,,,,,1954,,,1954,"Image of (L to R) Pierre Douzelot, President Grayson Kirk, Jean Sarrailk, and Henri Bonnet examining a part of the exhibit of French Universities at Butler Library, 18 October 1954.",0,1,,omeka_664,still image,,,,https://exhibitions.cul.columbia.edu/exhibits/show/butler75/art---architecture/art---architecture,"Historical Photograph Collection; MS 149; Folder 2 (Bicentennial - Exhibits - Columbia University, New York, 1954)",NNC-UA,marcorg,http://id.loc.gov/vocabulary/organizations/nncua," MS 149; Folder 2 (Bicentennial - Exhibits - Columbia University, New York, 1954)",,,,original filename: B75_1143,,,,photographs,aat,http://vocab.getty.edu/aat/300046300,,New York (N.Y.),naf,http://id.loc.gov/authorities/names/n79007751,"Butler 75: Butler Library's 75th Anniversary, 1934-2009",http://www.columbia.edu/cgi-bin/cul/resolve?clio8586236,,,eng,Academic libraries,fast,http://id.worldcat.org/fast/794997,,,,Butler Library,naf,http://id.loc.gov/authorities/names/n88064392,,,,New York (N.Y.),naf,http://id.loc.gov/authorities/names/n79007751,,,,,,,,,,Exhibit of French Universities at Butler Library ,butler75_ihu_000,,,,
Historical Photograph Collection,,,,,,,,,,,,,,,1934,2009,inferred,between 1934 and 2009,View inside an office inside Butler Library on the third floor.,0,1,,omeka_621,still image,,,,,"Historical Photograph Collection; Box 162;Folder 14 (Buildings & Grounds - Morningside - Butler Library,Interior)",NNC-UA,marcorg,http://id.loc.gov/vocabulary/organizations/nncua," Box 162;Folder 14 (Buildings & Grounds - Morningside - Butler Library,Interior)","Date range based on the date range of the Butler 75: Butler Library's 75th Anniversary, 1934-2009.",,,original filename: B75_1100,,,,photographs,aat,http://vocab.getty.edu/aat/300046300,,New York (N.Y.),naf,http://id.loc.gov/authorities/names/n79007751,"Butler 75: Butler Library's 75th Anniversary, 1934-2009",http://www.columbia.edu/cgi-bin/cul/resolve?clio8586236,,,eng,Academic libraries,fast,http://id.worldcat.org/fast/794997,,,,Butler Library,naf,http://id.loc.gov/authorities/names/n88064392,,,,New York (N.Y.),naf,http://id.loc.gov/authorities/names/n79007751,,,,,,,,,,Butler Library Office,butler75_iyr,,,,
Historical Photograph Collection,,,,,,,,,,,,,,,1934,2009,inferred,between 1934 and 2009,View inside an office inside Butler Library on the third floor.,0,1,,omeka_621,still image,,,,,"Historical Photograph Collection; Box 162;Folder 14 (Buildings & Grounds - Morningside - Butler Library,Interior)",NNC-UA,marcorg,http://id.loc.gov/vocabulary/organizations/nncua," Box 162;Folder 14 (Buildings & Grounds - Morningside - Butler Library,Interior)","Date range based on the date range of the Butler 75: Butler Library's 75th Anniversary, 1934-2009.",,,original filename: B75_1100,,,,photographs,aat,http://vocab.getty.edu/aat/300046300,,New York (N.Y.),naf,http://id.loc.gov/authorities/names/n79007751,"Butler 75: Butler Library's 75th Anniversary, 1934-2009",http://www.columbia.edu/cgi-bin/cul/resolve?clio8586236,,,eng,Academic libraries,fast,http://id.worldcat.org/fast/794997,,,,Butler Library,naf,http://id.loc.gov/authorities/names/n88064392,,,,New York (N.Y.),naf,http://id.loc.gov/authorities/names/n79007751,,,,,,,,,,Butler Library Office,butler75_iyr_000,,,,
Historical Photograph Collection,"Ballou, Hubbard W.",personal,pht,marcrelator,http://id.loc.gov/vocabulary/relators/pht,naf,http://id.loc.gov/authorities/names/nb2006014538,,,,,,,,1934,2009,inferred,between 1934 and 2009,Employees at work in the binding room with piles of books everywhere.  ,0,1,,omeka_640,still image,,,,,"Historical Photograph Collection;Box 138;Folder 2 (Administration - Provost - Libraries, Butler Binding Department)",NNC-UA,marcorg,http://id.loc.gov/vocabulary/organizations/nncua,"Box 138;Folder 2 (Administration - Provost - Libraries, Butler Binding Department)","Date range based on the date range of the Butler 75: Butler Library's 75th Anniversary, 1934-2009.",,,original filename: B75_1119,,,,photographs,aat,http://vocab.getty.edu/aat/300046300,,New York (N.Y.),naf,http://id.loc.gov/authorities/names/n79007751,"Butler 75: Butler Library's 75th Anniversary, 1934-2009",http://www.columbia.edu/cgi-bin/cul/resolve?clio8586236,,,eng,Academic libraries,fast,http://id.worldcat.org/fast/794997,Bookbinding,fast,http://id.worldcat.org/fast/836265,Butler Library,naf,http://id.loc.gov/authorities/names/n88064392,,,,New York (N.Y.),naf,http://id.loc.gov/authorities/names/n79007751,,,,,,,,,,Binding Department,butler75_iyx,,,,
Historical Photograph Collection,"Ballou, Hubbard W.",personal,pht,marcrelator,http://id.loc.gov/vocabulary/relators/pht,naf,http://id.loc.gov/authorities/names/nb2006014538,,,,,,,,1934,2009,inferred,between 1934 and 2009,Employees at work in the binding room with piles of books everywhere.  ,0,1,,omeka_640,still image,,,,,"Historical Photograph Collection;Box 138;Folder 2 (Administration - Provost - Libraries, Butler Binding Department)",NNC-UA,marcorg,http://id.loc.gov/vocabulary/organizations/nncua,"Box 138;Folder 2 (Administration - Provost - Libraries, Butler Binding Department)","Date range based on the date range of the Butler 75: Butler Library's 75th Anniversary, 1934-2009.",,,original filename: B75_1119,,,,photographs,aat,http://vocab.getty.edu/aat/300046300,,New York (N.Y.),naf,http://id.loc.gov/authorities/names/n79007751,"Butler 75: Butler Library's 75th Anniversary, 1934-2009",http://www.columbia.edu/cgi-bin/cul/resolve?clio8586236,,,eng,Academic libraries,fast,http://id.worldcat.org/fast/794997,Bookbinding,fast,http://id.worldcat.org/fast/836265,Butler Library,naf,http://id.loc.gov/authorities/names/n88064392,,,,New York (N.Y.),naf,http://id.loc.gov/authorities/names/n79007751,,,,,,,,,,Binding Department,butler75_iyx_000,,,,
Historical Photograph Collection,"Bubley, Esther",personal,pht,marcrelator,http://id.loc.gov/vocabulary/relators/pht,naf,http://id.loc.gov/authorities/names/n82047436,,,,,,,,1934,2009,inferred,between 1934 and 2009,Students in Butler Library's Browsing Room.,0,1,,omeka_546,still image,,,,,"Historical Photograph Collection;Box 162;Folder 9 (Buildings & Grounds - Morningside - Butler Library, Browsing Room)",NNC-UA,marcorg,http://id.loc.gov/vocabulary/organizations/nncua,"Box 162;Folder 9 (Buildings & Grounds - Morningside - Butler Library, Browsing Room)","Date range based on the date range of the Butler 75: Butler Library's 75th Anniversary, 1934-2009.",,,original filename: B75_1025,,,,photographs,aat,http://vocab.getty.edu/aat/300046300,,New York (N.Y.),naf,http://id.loc.gov/authorities/names/n79007751,"Butler 75: Butler Library's 75th Anniversary, 1934-2009",http://www.columbia.edu/cgi-bin/cul/resolve?clio8586236,,,eng,Academic libraries,fast,http://id.worldcat.org/fast/794997,College students,fast,http://id.worldcat.org/fast/867976,Butler Library,naf,http://id.loc.gov/authorities/names/n88064392,,,,New York (N.Y.),naf,http://id.loc.gov/authorities/names/n79007751,,,,,,,,,,Browsing Room,butler75_jet,,,,
Historical Photograph Collection,"Bubley, Esther",personal,pht,marcrelator,http://id.loc.gov/vocabulary/relators/pht,naf,http://id.loc.gov/authorities/names/n82047436,,,,,,,,1934,2009,inferred,between 1934 and 2009,Students in Butler Library's Browsing Room.,0,1,,omeka_546,still image,,,,,"Historical Photograph Collection;Box 162;Folder 9 (Buildings & Grounds - Morningside - Butler Library, Browsing Room)",NNC-UA,marcorg,http://id.loc.gov/vocabulary/organizations/nncua,"Box 162;Folder 9 (Buildings & Grounds - Morningside - Butler Library, Browsing Room)","Date range based on the date range of the Butler 75: Butler Library's 75th Anniversary, 1934-2009.",,,original filename: B75_1025,,,,photographs,aat,http://vocab.getty.edu/aat/300046300,,New York (N.Y.),naf,http://id.loc.gov/authorities/names/n79007751,"Butler 75: Butler Library's 75th Anniversary, 1934-2009",http://www.columbia.edu/cgi-bin/cul/resolve?clio8586236,,,eng,Academic libraries,fast,http://id.worldcat.org/fast/794997,College students,fast,http://id.worldcat.org/fast/867976,Butler Library,naf,http://id.loc.gov/authorities/names/n88064392,,,,New York (N.Y.),naf,http://id.loc.gov/authorities/names/n79007751,,,,,,,,,,Browsing Room,butler75_jet_000,,,,
Historical Photograph Collection,"Ballou, Hubbard W.",personal,pht,marcrelator,http://id.loc.gov/vocabulary/relators/pht,naf,http://id.loc.gov/authorities/names/nb2006014538,,,,,,,,1934,2009,inferred,between 1934 and 2009,Overhead view of the cataloging room.,0,1,,omeka_642,still image,,,,https://exhibitions.cul.columbia.edu/exhibits/show/butler75/student-life/people,"Historical Photograph Collection;Box 138;Folder 3 (Administration - Provost - Libraries, Butler Cataloging Department)",NNC-UA,marcorg,http://id.loc.gov/vocabulary/organizations/nncua,"Box 138;Folder 3 (Administration - Provost - Libraries, Butler Cataloging Department)","Date range based on the date range of the Butler 75: Butler Library's 75th Anniversary, 1934-2009.",,,original filename: B75_1121,,,,photographs,aat,http://vocab.getty.edu/aat/300046300,,New York (N.Y.),naf,http://id.loc.gov/authorities/names/n79007751,"Butler 75: Butler Library's 75th Anniversary, 1934-2009",http://www.columbia.edu/cgi-bin/cul/resolve?clio8586236,,,eng,Academic libraries,fast,http://id.worldcat.org/fast/794997,Cataloging,fast,http://id.worldcat.org/fast/848659,Butler Library,naf,http://id.loc.gov/authorities/names/n88064392,,,,New York (N.Y.),naf,http://id.loc.gov/authorities/names/n79007751,,,,,,,,,,Cataloging Room,butler75_jgz,,,,
Historical Photograph Collection,"Ballou, Hubbard W.",personal,pht,marcrelator,http://id.loc.gov/vocabulary/relators/pht,naf,http://id.loc.gov/authorities/names/nb2006014538,,,,,,,,1934,2009,inferred,between 1934 and 2009,Overhead view of the cataloging room.,0,1,,omeka_642,still image,,,,https://exhibitions.cul.columbia.edu/exhibits/show/butler75/student-life/people,"Historical Photograph Collection;Box 138;Folder 3 (Administration - Provost - Libraries, Butler Cataloging Department)",NNC-UA,marcorg,http://id.loc.gov/vocabulary/organizations/nncua,"Box 138;Folder 3 (Administration - Provost - Libraries, Butler Cataloging Department)","Date range based on the date range of the Butler 75: Butler Library's 75th Anniversary, 1934-2009.",,,original filename: B75_1121,,,,photographs,aat,http://vocab.getty.edu/aat/300046300,,New York (N.Y.),naf,http://id.loc.gov/authorities/names/n79007751,"Butler 75: Butler Library's 75th Anniversary, 1934-2009",http://www.columbia.edu/cgi-bin/cul/resolve?clio8586236,,,eng,Academic libraries,fast,http://id.worldcat.org/fast/794997,Cataloging,fast,http://id.worldcat.org/fast/848659,Butler Library,naf,http://id.loc.gov/authorities/names/n88064392,,,,New York (N.Y.),naf,http://id.loc.gov/authorities/names/n79007751,,,,,,,,,,Cataloging Room,butler75_jgz_000,,,,
Historical Photograph Collection,"Warman, Manny, -1983",personal,pht,marcrelator,http://id.loc.gov/vocabulary/relators/pht,naf,http://id.loc.gov/authorities/names/no2015118397,,,,,,,,1934,2009,inferred,between 1934 and 2009,"""Students discuss one of the panels in Columbia University's Bicentennial Exhibit entitled 'A Man's Right to Knowledge and the Free Use Thereof."" A funereal design surrounds a photograph showing the damaged front of the office of La Prensa, the opposition newspaper in Buenos Aires, Argentina, closed by order of Juan Peron, January 26, 1951. The quotation from John Locke reads: '...if what (a man) holds be, as he gives out, well fenced with evidence, and he sees it to be true, what need he fear to put it to the proof?...He whose assent goes beyond his evidence owes this excess of his adherence only to prejudice, and does, in effect, own it....declaring thereby that it is not evidence he seeks but the quiet enjoyment of the opinion he is fond of...'""",0,1,,omeka_665,still image,,,,https://exhibitions.cul.columbia.edu/exhibits/show/butler75/student-life/people,"Historical Photograph Collection; MS 149; Folder 2 (Bicentennial - Exhibits - Columbia University, New York, 1954)",NNC-UA,marcorg,http://id.loc.gov/vocabulary/organizations/nncua," MS 149; Folder 2 (Bicentennial - Exhibits - Columbia University, New York, 1954)","Date range based on the date range of the Butler 75: Butler Library's 75th Anniversary, 1934-2009.",,,original filename: B75_1144,,,,photographs,aat,http://vocab.getty.edu/aat/300046300,,New York (N.Y.),naf,http://id.loc.gov/authorities/names/n79007751,"Butler 75: Butler Library's 75th Anniversary, 1934-2009",http://www.columbia.edu/cgi-bin/cul/resolve?clio8586236,,,eng,Academic libraries,fast,http://id.worldcat.org/fast/794997,Women college students,fast,http://id.worldcat.org/fast/1177452,,,,,,,New York (N.Y.),naf,http://id.loc.gov/authorities/names/n79007751,,,,,,,,,,Columbia Bicentennial Display,butler75_jhi,,,,
Historical Photograph Collection,"Warman, Manny, -1983",personal,pht,marcrelator,http://id.loc.gov/vocabulary/relators/pht,naf,http://id.loc.gov/authorities/names/no2015118397,,,,,,,,1934,2009,inferred,between 1934 and 2009,"""Students discuss one of the panels in Columbia University's Bicentennial Exhibit entitled 'A Man's Right to Knowledge and the Free Use Thereof."" A funereal design surrounds a photograph showing the damaged front of the office of La Prensa, the opposition newspaper in Buenos Aires, Argentina, closed by order of Juan Peron, January 26, 1951. The quotation from John Locke reads: '...if what (a man) holds be, as he gives out, well fenced with evidence, and he sees it to be true, what need he fear to put it to the proof?...He whose assent goes beyond his evidence owes this excess of his adherence only to prejudice, and does, in effect, own it....declaring thereby that it is not evidence he seeks but the quiet enjoyment of the opinion he is fond of...'""",0,1,,omeka_665,still image,,,,https://exhibitions.cul.columbia.edu/exhibits/show/butler75/student-life/people,"Historical Photograph Collection; MS 149; Folder 2 (Bicentennial - Exhibits - Columbia University, New York, 1954)",NNC-UA,marcorg,http://id.loc.gov/vocabulary/organizations/nncua," MS 149; Folder 2 (Bicentennial - Exhibits - Columbia University, New York, 1954)","Date range based on the date range of the Butler 75: Butler Library's 75th Anniversary, 1934-2009.",,,original filename: B75_1144,,,,photographs,aat,http://vocab.getty.edu/aat/300046300,,New York (N.Y.),naf,http://id.loc.gov/authorities/names/n79007751,"Butler 75: Butler Library's 75th Anniversary, 1934-2009",http://www.columbia.edu/cgi-bin/cul/resolve?clio8586236,,,eng,Academic libraries,fast,http://id.worldcat.org/fast/794997,Women college students,fast,http://id.worldcat.org/fast/1177452,,,,,,,New York (N.Y.),naf,http://id.loc.gov/authorities/names/n79007751,,,,,,,,,,Columbia Bicentennial Display,butler75_jhi_000,,,,
Historical Photograph Collection,"Beals, A. Tennyson",personal,pht,marcrelator,http://id.loc.gov/vocabulary/relators/pht,naf,http://id.loc.gov/authorities/names/n97840259,,,,,,,,1934,2009,inferred,between 1934 and 2009,View of Butler Library's main entrance.,0,1,,omeka_592,still image,,,,,"Historical Photograph Collection;Box 162;Folder 13 (Buildings & Grounds - Morningside - Butler Library, exterior)",NNC-UA,marcorg,http://id.loc.gov/vocabulary/organizations/nncua,"Box 162;Folder 13 (Buildings & Grounds - Morningside - Butler Library, exterior)","Date range based on the date range of the Butler 75: Butler Library's 75th Anniversary, 1934-2009.",,,original filename: B75_1071,,,,photographs,aat,http://vocab.getty.edu/aat/300046300,,New York (N.Y.),naf,http://id.loc.gov/authorities/names/n79007751,"Butler 75: Butler Library's 75th Anniversary, 1934-2009",http://www.columbia.edu/cgi-bin/cul/resolve?clio8586236,,,eng,Academic libraries,fast,http://id.worldcat.org/fast/794997,,,,Butler Library,naf,http://id.loc.gov/authorities/names/n88064392,,,,New York (N.Y.),naf,http://id.loc.gov/authorities/names/n79007751,,,,,,,,,,Butler Library Front Door,butler75_jtg,,,,
Historical Photograph Collection,"Beals, A. Tennyson",personal,pht,marcrelator,http://id.loc.gov/vocabulary/relators/pht,naf,http://id.loc.gov/authorities/names/n97840259,,,,,,,,1934,2009,inferred,between 1934 and 2009,View of Butler Library's main entrance.,0,1,,omeka_592,still image,,,,,"Historical Photograph Collection;Box 162;Folder 13 (Buildings & Grounds - Morningside - Butler Library, exterior)",NNC-UA,marcorg,http://id.loc.gov/vocabulary/organizations/nncua,"Box 162;Folder 13 (Buildings & Grounds - Morningside - Butler Library, exterior)","Date range based on the date range of the Butler 75: Butler Library's 75th Anniversary, 1934-2009.",,,original filename: B75_1071,,,,photographs,aat,http://vocab.getty.edu/aat/300046300,,New York (N.Y.),naf,http://id.loc.gov/authorities/names/n79007751,"Butler 75: Butler Library's 75th Anniversary, 1934-2009",http://www.columbia.edu/cgi-bin/cul/resolve?clio8586236,,,eng,Academic libraries,fast,http://id.worldcat.org/fast/794997,,,,Butler Library,naf,http://id.loc.gov/authorities/names/n88064392,,,,New York (N.Y.),naf,http://id.loc.gov/authorities/names/n79007751,,,,,,,,,,Butler Library Front Door,butler75_jtg_000,,,,
Historical Photograph Collection,,,,,,,,,,,,,,,1970,1979,approximate,circa 1970-1979,"Group of students sleeping at a library table, ca. 1970s.",0,1,,omeka_666,still image,,,,,"Historical Photograph Collection; Box 195; Folder 14 (Student Life - Miscellaneous, ca. 1960-1990s)",NNC-UA,marcorg,http://id.loc.gov/vocabulary/organizations/nncua," Box 195; Folder 14 (Student Life - Miscellaneous, ca. 1960-1990s)",,,,original filename: B75_1145,,,,photographs,aat,http://vocab.getty.edu/aat/300046300,,New York (N.Y.),naf,http://id.loc.gov/authorities/names/n79007751,"Butler 75: Butler Library's 75th Anniversary, 1934-2009",http://www.columbia.edu/cgi-bin/cul/resolve?clio8586236,,,eng,Academic libraries,fast,http://id.worldcat.org/fast/794997,,,,Butler Library,naf,http://id.loc.gov/authorities/names/n88064392,,,,New York (N.Y.),naf,http://id.loc.gov/authorities/names/n79007751,,,,,,,,,,Sleeping in the Library,butler75_jwx,,,,
Historical Photograph Collection,,,,,,,,,,,,,,,1970,1979,approximate,circa 1970-1979,"Group of students sleeping at a library table, ca. 1970s.",0,1,,omeka_666,still image,,,,,"Historical Photograph Collection; Box 195; Folder 14 (Student Life - Miscellaneous, ca. 1960-1990s)",NNC-UA,marcorg,http://id.loc.gov/vocabulary/organizations/nncua," Box 195; Folder 14 (Student Life - Miscellaneous, ca. 1960-1990s)",,,,original filename: B75_1145,,,,photographs,aat,http://vocab.getty.edu/aat/300046300,,New York (N.Y.),naf,http://id.loc.gov/authorities/names/n79007751,"Butler 75: Butler Library's 75th Anniversary, 1934-2009",http://www.columbia.edu/cgi-bin/cul/resolve?clio8586236,,,eng,Academic libraries,fast,http://id.worldcat.org/fast/794997,,,,Butler Library,naf,http://id.loc.gov/authorities/names/n88064392,,,,New York (N.Y.),naf,http://id.loc.gov/authorities/names/n79007751,,,,,,,,,,Sleeping in the Library,butler75_jwx_000,,,,
Historical Photograph Collection,"Warman, Manny, -1983",personal,pht,marcrelator,http://id.loc.gov/vocabulary/relators/pht,naf,http://id.loc.gov/authorities/names/no2015118397,,,,,,,,1934,2009,inferred,between 1934 and 2009,College students studying in the reading room.,0,1,,omeka_626,still image,,,,,"Historical Photograph Collection;Box 162;Folder 15 (Buildings & Grounds - Morningside - Butler Library, Interior w/ People)",NNC-UA,marcorg,http://id.loc.gov/vocabulary/organizations/nncua,"Box 162;Folder 15 (Buildings & Grounds - Morningside - Butler Library, Interior w/ People)","Date range based on the date range of the Butler 75: Butler Library's 75th Anniversary, 1934-2009.",,,original filename: B75_1105,,,,photographs,aat,http://vocab.getty.edu/aat/300046300,,New York (N.Y.),naf,http://id.loc.gov/authorities/names/n79007751,"Butler 75: Butler Library's 75th Anniversary, 1934-2009",http://www.columbia.edu/cgi-bin/cul/resolve?clio8586236,,,eng,Academic libraries,fast,http://id.worldcat.org/fast/794997,Reading rooms,fast,http://id.worldcat.org/fast/1090833,Butler Library,naf,http://id.loc.gov/authorities/names/n88064392,,,,New York (N.Y.),naf,http://id.loc.gov/authorities/names/n79007751,,,,,,,,,,College Library Reading Room,butler75_jxn,,,,
Historical Photograph Collection,"Warman, Manny, -1983",personal,pht,marcrelator,http://id.loc.gov/vocabulary/relators/pht,naf,http://id.loc.gov/authorities/names/no2015118397,,,,,,,,1934,2009,inferred,between 1934 and 2009,College students studying in the reading room.,0,1,,omeka_626,still image,,,,,"Historical Photograph Collection;Box 162;Folder 15 (Buildings & Grounds - Morningside - Butler Library, Interior w/ People)",NNC-UA,marcorg,http://id.loc.gov/vocabulary/organizations/nncua,"Box 162;Folder 15 (Buildings & Grounds - Morningside - Butler Library, Interior w/ People)","Date range based on the date range of the Butler 75: Butler Library's 75th Anniversary, 1934-2009.",,,original filename: B75_1105,,,,photographs,aat,http://vocab.getty.edu/aat/300046300,,New York (N.Y.),naf,http://id.loc.gov/authorities/names/n79007751,"Butler 75: Butler Library's 75th Anniversary, 1934-2009",http://www.columbia.edu/cgi-bin/cul/resolve?clio8586236,,,eng,Academic libraries,fast,http://id.worldcat.org/fast/794997,Reading rooms,fast,http://id.worldcat.org/fast/1090833,Butler Library,naf,http://id.loc.gov/authorities/names/n88064392,,,,New York (N.Y.),naf,http://id.loc.gov/authorities/names/n79007751,,,,,,,,,,College Library Reading Room,butler75_jxn_000,,,,
