item - itemId,item - public,item - featured,item - DublinCore - Title - text,item - DublinCore - Description - text,item - DublinCore - Source - text,item - DublinCore - Creator - text,item - DublinCore - Date - text,item - DublinCore - Contributor - text,item - OriginalFileLoadedIntoOmeka - text,OriginalFile2,item - ItemType,item - OmekaCollection,item - ItemInContext,item - AdditionalItemMetadata - Provenance - text
825,1,0,Butler Library Banner Project,"Photograph of banner of seven great female authors (Sappho, Marie de France, Christine de Pizan, Sor Juana Ines de la Cruz, Bronte, Dickinson, and Woolf) unfurled over Butler Library.",,,1989,Laura Hotchkiss Brown,banner.jpg,banner2.jpg,Still Image,"Butler 75: Butler Library's 75th Anniversary, 1934-2009",https://exhibitions.cul.columbia.edu/exhibits/show/butler75/art---architecture/architecture--page-2,
580,1,0,Butler Library Construction 29,"Butler Library construction, 7 October 1933.","Historical Photograph Collection;Box 162;Folder 12 (Buildings & Grounds - Morningside - Butler Library, Construction 1933-1934)",A. Tennyson Beals,,,http://www.columbia.edu/cgi-bin/cul/dev/dlo2?obj=B75_1059,,Still Image,"Butler 75: Butler Library's 75th Anniversary, 1934-2009",,
579,1,0,Butler Library Construction 28,"Butler Library construction, 25 October 1933.","Historical Photograph Collection;Box 162;Folder 12 (Buildings & Grounds - Morningside - Butler Library, Construction 1933-1934)",A. Tennyson Beals,,,http://www.columbia.edu/cgi-bin/cul/dev/dlo2?obj=B75_1058,,Still Image,"Butler 75: Butler Library's 75th Anniversary, 1934-2009",,
578,1,0,Butler Library Construction 27,"Butler Library construction, 10 August 1933.","Historical Photograph Collection;Box 162;Folder 12 (Buildings & Grounds - Morningside - Butler Library, Construction 1933-1934)",A. Tennyson Beals,,,http://www.columbia.edu/cgi-bin/cul/dev/dlo2?obj=B75_1057,,Still Image,"Butler 75: Butler Library's 75th Anniversary, 1934-2009",,
577,1,0,Butler Library Construction 26,"Butler Library construction, 1 June 1933.","Historical Photograph Collection;Box 162;Folder 12 (Buildings & Grounds - Morningside - Butler Library, Construction 1933-1934)",A. Tennyson Beals,,,http://www.columbia.edu/cgi-bin/cul/dev/dlo2?obj=B75_1056,,Still Image,"Butler 75: Butler Library's 75th Anniversary, 1934-2009",,
576,1,0,Butler Library Construction 25,"Butler Library construction, 19 May 1933.","Historical Photograph Collection;Box 162;Folder 12 (Buildings & Grounds - Morningside - Butler Library, Construction 1933-1934)",A. Tennyson Beals,,,http://www.columbia.edu/cgi-bin/cul/dev/dlo2?obj=B75_1055,,Still Image,"Butler 75: Butler Library's 75th Anniversary, 1934-2009",,
575,1,0,Butler Library Construction 24,"Butler Library construction, 5 April 1933.","Historical Photograph Collection;Box 162;Folder 12 (Buildings & Grounds - Morningside - Butler Library, Construction 1933-1934)",A. Tennyson Beals,,,http://www.columbia.edu/cgi-bin/cul/dev/dlo2?obj=B75_1054,,Still Image,"Butler 75: Butler Library's 75th Anniversary, 1934-2009",https://exhibitions.cul.columbia.edu/exhibits/show/butler75/construction/construction,
574,1,0,Butler Library Construction 23,"Butler Library construction, 20 April 1933.","Historical Photograph Collection;Box 162;Folder 12 (Buildings & Grounds - Morningside - Butler Library, Construction 1933-1934)",A. Tennyson Beals,,,http://www.columbia.edu/cgi-bin/cul/dev/dlo2?obj=B75_1053,,Still Image,"Butler 75: Butler Library's 75th Anniversary, 1934-2009",,
573,1,0,Butler Library Construction 22,"Butler Library construction, 9 March 1933.","Historical Photograph Collection;Box 162;Folder 12 (Buildings & Grounds - Morningside - Butler Library, Construction 1933-1934)",A. Tennyson Beals,,,http://www.columbia.edu/cgi-bin/cul/dev/dlo2?obj=B75_1052,,Still Image,"Butler 75: Butler Library's 75th Anniversary, 1934-2009",,
572,1,0,Butler Library Construction 21,"Butler Library construction, 6 February 1933.","Historical Photograph Collection;Box 162;Folder 12 (Buildings & Grounds - Morningside - Butler Library, Construction 1933-1934)",A. Tennyson Beals,,,http://www.columbia.edu/cgi-bin/cul/dev/dlo2?obj=B75_1051,,Still Image,"Butler 75: Butler Library's 75th Anniversary, 1934-2009",https://exhibitions.cul.columbia.edu/exhibits/show/butler75/construction/construction,
571,1,0,Butler Library Construction 20,"Butler Library construction, 20 January 1933.","Historical Photograph Collection;Box 162;Folder 12 (Buildings & Grounds - Morningside - Butler Library, Construction 1933-1934)",A. Tennyson Beals,,,http://www.columbia.edu/cgi-bin/cul/dev/dlo2?obj=B75_1050,,Still Image,"Butler 75: Butler Library's 75th Anniversary, 1934-2009",,
570,1,0,Butler Library Construction 19,Butler Library construction 5 January 1933.,"Historical Photograph Collection;Box 162;Folder 12 (Buildings & Grounds - Morningside - Butler Library, Construction 1933-1934)",A. Tennyson Beals,,,http://www.columbia.edu/cgi-bin/cul/dev/dlo2?obj=B75_1049,,Still Image,"Butler 75: Butler Library's 75th Anniversary, 1934-2009",https://exhibitions.cul.columbia.edu/exhibits/show/butler75/construction/construction,
569,1,0,Butler Library Construction Pit,View of the construction pit on the site of the future Butler Library.,"Historical Photograph Collection;Box 162;Folder 11 (Buildings & Grounds - Morningside - Butler Library, Construction 1932)","J. Boldtman Photography, Columbia University",,,http://www.columbia.edu/cgi-bin/cul/dev/dlo2?obj=B75_1048,,Still Image,"Butler 75: Butler Library's 75th Anniversary, 1934-2009",,
568,1,0,Butler Library Construction Pit ,View of the construction pit on the site of the future Butler Library.,"Historical Photograph Collection;Box 162;Folder 11 (Buildings & Grounds - Morningside - Butler Library, Construction 1932)",,,,http://www.columbia.edu/cgi-bin/cul/dev/dlo2?obj=B75_1047,,Still Image,"Butler 75: Butler Library's 75th Anniversary, 1934-2009",,"Buildings & Grounds-Morningside-Butler Library, Construction 1932"
567,1,0,Butler Library (South Hall) Completed,"View of completed South Hall (Butler Library), 1934.","Historical Photograph Collection;Box 162;Folder 11 (Buildings & Grounds - Morningside - Butler Library, Construction 1932)",A. Tennyson Beals,,,http://www.columbia.edu/cgi-bin/cul/dev/dlo2?obj=B75_1046,,Still Image,"Butler 75: Butler Library's 75th Anniversary, 1934-2009",https://exhibitions.cul.columbia.edu/exhibits/show/butler75/construction/construction,
566,1,0,Butler Library Construction 18,"Butler Library construction, 22 December 1932.","Historical Photograph Collection;Box 162;Folder 11 (Buildings & Grounds - Morningside - Butler Library, Construction 1932)",A. Tennyson Beals,,,http://www.columbia.edu/cgi-bin/cul/dev/dlo2?obj=B75_1045,,Still Image,"Butler 75: Butler Library's 75th Anniversary, 1934-2009",https://exhibitions.cul.columbia.edu/exhibits/show/butler75/construction/construction,
565,1,0,Butler Library Construction 17,"Butler Library construction, 7 December 1932.","Historical Photograph Collection;Box 162;Folder 11 (Buildings & Grounds - Morningside - Butler Library, Construction 1932)",A. Tennyson Beals,,,http://www.columbia.edu/cgi-bin/cul/dev/dlo2?obj=B75_1044,,Still Image,"Butler 75: Butler Library's 75th Anniversary, 1934-2009",https://exhibitions.cul.columbia.edu/exhibits/show/butler75/construction/construction,
564,1,0,Butler Library Construction 16,"Butler Library construction, 25 November 1932.","Historical Photograph Collection;Box 162;Folder 11 (Buildings & Grounds - Morningside - Butler Library, Construction 1932)",A. Tennyson Beals,,,http://www.columbia.edu/cgi-bin/cul/dev/dlo2?obj=B75_1043,,Still Image,"Butler 75: Butler Library's 75th Anniversary, 1934-2009",https://exhibitions.cul.columbia.edu/exhibits/show/butler75/construction/construction,
563,1,0,Butler Library Construction 15,"Butler Library construction, 22 October 1932.","Historical Photograph Collection;Box 162;Folder 11 (Buildings & Grounds - Morningside - Butler Library, Construction 1932)",A. Tennyson Beals,,,http://www.columbia.edu/cgi-bin/cul/dev/dlo2?obj=B75_1042,,Still Image,"Butler 75: Butler Library's 75th Anniversary, 1934-2009",,
562,1,0,Butler Library Construction 14,"Butler Library construction, 3 October 1932.","Historical Photograph Collection;Box 162;Folder 11 (Buildings & Grounds - Morningside - Butler Library, Construction 1932)",A. Tennyson Beals,,,http://www.columbia.edu/cgi-bin/cul/dev/dlo2?obj=B75_1041,,Still Image,"Butler 75: Butler Library's 75th Anniversary, 1934-2009",,
561,1,0,Butler Library Construction 13,"Butler Library construction, 19 September 1932.","Historical Photograph Collection;Box 162;Folder 11 (Buildings & Grounds - Morningside - Butler Library, Construction 1932)",A. Tennyson Beals,,,http://www.columbia.edu/cgi-bin/cul/dev/dlo2?obj=B75_1040,,Still Image,"Butler 75: Butler Library's 75th Anniversary, 1934-2009",https://exhibitions.cul.columbia.edu/exhibits/show/butler75/construction/construction,
560,1,0,Butler Library Construction 12,"Butler Library construction, 7 September 1932.","Historical Photograph Collection;Box 162;Folder 11 (Buildings & Grounds - Morningside - Butler Library, Construction 1932)",A. Tennyson Beals,,,http://www.columbia.edu/cgi-bin/cul/dev/dlo2?obj=B75_1039,,Still Image,"Butler 75: Butler Library's 75th Anniversary, 1934-2009",,
559,1,0,Butler Library Construction 11,"Butler Library construction, 26 August 1932.","Historical Photograph Collection;Box 162;Folder 11 (Buildings & Grounds - Morningside - Butler Library, Construction 1932)",A. Tennyson Beals,,,http://www.columbia.edu/cgi-bin/cul/dev/dlo2?obj=B75_1038,,Still Image,"Butler 75: Butler Library's 75th Anniversary, 1934-2009",,
558,1,0,Butler Library Construction 10,"Butler Library construction, 15 August 1932.","Historical Photograph Collection;Box 162;Folder 11 (Buildings & Grounds - Morningside - Butler Library, Construction 1932)",A. Tennyson Beals,,,http://www.columbia.edu/cgi-bin/cul/dev/dlo2?obj=B75_1037,,Still Image,"Butler 75: Butler Library's 75th Anniversary, 1934-2009",,
557,1,0,Butler Library Construction 9,"Butler Library construction, 4 August 1932.","Historical Photograph Collection;Box 162;Folder 11 (Buildings & Grounds - Morningside - Butler Library, Construction 1932)",A. Tennyson Beals,,,http://www.columbia.edu/cgi-bin/cul/dev/dlo2?obj=B75_1036,,Still Image,"Butler 75: Butler Library's 75th Anniversary, 1934-2009",https://exhibitions.cul.columbia.edu/exhibits/show/butler75/construction/construction,
556,1,0,Butler Library Construction 8,"Butler Library construction, 21 July 1932.","Historical Photograph Collection;Box 162;Folder 11 (Buildings & Grounds - Morningside - Butler Library, Construction 1932)",A. Tennyson Beals,,,http://www.columbia.edu/cgi-bin/cul/dev/dlo2?obj=B75_1035,,Still Image,"Butler 75: Butler Library's 75th Anniversary, 1934-2009",,
555,1,0,Butler Library Construction 7,"Butler Library construction, 8 July 1932.","Historical Photograph Collection;Box 162;Folder 11 (Buildings & Grounds - Morningside - Butler Library, Construction 1932)",A. Tennyson Beals,,,http://www.columbia.edu/cgi-bin/cul/dev/dlo2?obj=B75_1034,,Still Image,"Butler 75: Butler Library's 75th Anniversary, 1934-2009",https://exhibitions.cul.columbia.edu/exhibits/show/butler75/construction/construction,
554,1,0,Butler Library Construction 6,"Butler Library construction, June 1932.","Historical Photograph Collection;Box 162;Folder 11 (Buildings & Grounds - Morningside - Butler Library, Construction 1932)",A. Tennyson Beals,,,http://www.columbia.edu/cgi-bin/cul/dev/dlo2?obj=B75_1033,,Still Image,"Butler 75: Butler Library's 75th Anniversary, 1934-2009",,
553,1,0,Butler Library Construction 5,"Butler Library construction, 28 June 1932.","Historical Photograph Collection;Box 162;Folder 11 (Buildings & Grounds - Morningside - Butler Library, Construction 1932)",A. Tennyson Beals,,,http://www.columbia.edu/cgi-bin/cul/dev/dlo2?obj=B75_1032,,Still Image,"Butler 75: Butler Library's 75th Anniversary, 1934-2009",,
552,1,0,Butler Library Construction 4,"Butler Library construction, 15 June 1932.","Historical Photograph Collection;Box 162;Folder 11 (Buildings & Grounds - Morningside - Butler Library, Construction 1932)",A. Tennyson Beals,,,http://www.columbia.edu/cgi-bin/cul/dev/dlo2?obj=B75_1031,,Still Image,"Butler 75: Butler Library's 75th Anniversary, 1934-2009",https://exhibitions.cul.columbia.edu/exhibits/show/butler75/construction/construction,
551,1,0,Butler Library Construction 3,"Butler Library construction, 15 June 1932.","Historical Photograph Collection;Box 162;Folder 11 (Buildings & Grounds - Morningside - Butler Library, Construction 1932)",A. Tennyson Beals,,,http://www.columbia.edu/cgi-bin/cul/dev/dlo2?obj=B75_1030,,Still Image,"Butler 75: Butler Library's 75th Anniversary, 1934-2009",,
550,1,0,Butler Library Construction 2,"Butler Library construction, 6 June 1932.","Historical Photograph Collection;Box 162;Folder 11 (Buildings & Grounds - Morningside - Butler Library, Construction 1932)",A. Tennyson Beals,,,http://www.columbia.edu/cgi-bin/cul/dev/dlo2?obj=B75_1029,,Still Image,"Butler 75: Butler Library's 75th Anniversary, 1934-2009",,
549,1,0,Butler Library Construction 1,"Butler Library construction, 14 May 1932.","Historical Photograph Collection;Box 162;Folder 11 (Buildings & Grounds - Morningside - Butler Library, Construction 1932)",A. Tennyson Beals ,,,http://www.columbia.edu/cgi-bin/cul/dev/dlo2?obj=B75_1028,,Still Image,"Butler 75: Butler Library's 75th Anniversary, 1934-2009",https://exhibitions.cul.columbia.edu/exhibits/show/butler75/construction/construction,
548,1,0,Business Library Reading Room,View of students in the Business Library reading room located in Butler Library.,"Historical Photograph Collection;Box 162;Folder 10 (Buildings & Grounds - Morningside - Butler Library, School of Business)","Manny Warman, Columbia University",,,http://www.columbia.edu/cgi-bin/cul/dev/dlo2?obj=B75_1027,,Still Image,"Butler 75: Butler Library's 75th Anniversary, 1934-2009",https://exhibitions.cul.columbia.edu/exhibits/show/butler75/student-life/people--page-3,
547,1,0,Business Library ,"View of the Business Library's reference desk located in Butler Library, April 1941.","Historical Photograph Collection;Box 162;Folder 10 (Buildings & Grounds - Morningside - Butler Library, School of Business)",Columbia University Photograph Division,,,http://www.columbia.edu/cgi-bin/cul/dev/dlo2?obj=B75_1026,,Still Image,"Butler 75: Butler Library's 75th Anniversary, 1934-2009",https://exhibitions.cul.columbia.edu/exhibits/show/butler75/student-life/people--page-3,
546,1,0,Browsing Room ,Students in Butler Library's Browsing Room.,"Historical Photograph Collection;Box 162;Folder 9 (Buildings & Grounds - Morningside - Butler Library, Browsing Room)",Esther Bubley,,,http://www.columbia.edu/cgi-bin/cul/dev/dlo2?obj=B75_1025,,Still Image,"Butler 75: Butler Library's 75th Anniversary, 1934-2009",,
545,1,0,Browsing Room ,View of students in Butler Library's Browsing Room.,"Historical Photograph Collection;Box 162;Folder 9 (Buildings & Grounds - Morningside - Butler Library, Browsing Room)",,,,http://www.columbia.edu/cgi-bin/cul/dev/dlo2?obj=B75_1024,,Still Image,"Butler 75: Butler Library's 75th Anniversary, 1934-2009",https://exhibitions.cul.columbia.edu/exhibits/show/butler75/student-life/people,
544,1,0,"Browsing Room, December 1945","Students in the Butler Library Browsing Room, December 1945.","Historical Photograph Collection; Box 162;Folder 9 (Buildings & Grounds - Morningside - Butler Library, Browsing Room)",,,,http://www.columbia.edu/cgi-bin/cul/dev/dlo2?obj=B75_1023,,Still Image,"Butler 75: Butler Library's 75th Anniversary, 1934-2009",,
543,1,0,College Study - Butler Library,View of students in the College Study located within Butler Library.,"Historical Photograph Collection;Bpx 162;Folder 9 (Buildings & Grounds - Morningside - Butler Library, Browsing Room)",,,,http://www.columbia.edu/cgi-bin/cul/dev/dlo2?obj=B75_1022,,Still Image,"Butler 75: Butler Library's 75th Anniversary, 1934-2009",https://exhibitions.cul.columbia.edu/exhibits/show/butler75/student-life/people,
542,1,0,Harkness Academic Theatre,"View of the Harkness Academic Theatre inside South Hall (Butler Library), ca. 1934.","Historical Subject Files;Box 162;Folder 7 (Buildings & Grounds - Morningside - Butler library, Album ""The New Library building of Columbia University, Gift of Edward S. Harkness,1934"")","Wurts Bros., N.Y.",,,http://www.columbia.edu/cgi-bin/cul/dev/dlo2?obj=B75_1021,,Still Image,"Butler 75: Butler Library's 75th Anniversary, 1934-2009",https://exhibitions.cul.columbia.edu/exhibits/show/butler75/art---architecture/architecture,
541,1,0,Reading Room of the School of Library Service,"View of the School of Library Service reading room inside South Hall (Butler Library), ca. 1934.","Historical Photograph Collection;Box 162;Folder 7 (Buildings & Grounds - Morningside - Butler library, Album ""The New Library building of Columbia University, Gift of Edward S. Harkness,1934"")","Wurts Bros., N.Y.",,,http://www.columbia.edu/cgi-bin/cul/dev/dlo2?obj=B75_1020,,Still Image,"Butler 75: Butler Library's 75th Anniversary, 1934-2009",https://exhibitions.cul.columbia.edu/exhibits/show/butler75/art---architecture/architecture,
540,1,0,Periodical Room,"View of the periodical room in South Hall (Butler Library), ca. 1934.","Historical Photograph Collection;Box 162;Folder 7 (Buildings & Grounds - Morningside - Butler library, Album ""The New Library building of Columbia University, Gift of Edward S. Harkness,1934"")","Wurts Bros., N.Y.",,,http://www.columbia.edu/cgi-bin/cul/dev/dlo2?obj=B75_1019,,Still Image,"Butler 75: Butler Library's 75th Anniversary, 1934-2009",https://exhibitions.cul.columbia.edu/exhibits/show/butler75/art---architecture/architecture,
539,1,0,Alcove in Browsing Room,"View of people sitting in an alcove in South Hall (Butler Library) browsing room, ca. 1934.","Historical Photograph Collection;Box 162;Folder 7 (Buildings & Grounds - Morningside - Butler library, Album ""The New Library building of Columbia University, Gift of Edward S. Harkness,1934"")","Wurts Bros., N.Y.",,,http://www.columbia.edu/cgi-bin/cul/dev/dlo2?obj=B75_1018,,Still Image,"Butler 75: Butler Library's 75th Anniversary, 1934-2009",,
538,1,0,Browsing Room,"View of South Hall (Butler Library) browsing room, ca. 1934.","Historical Photograph Collection;Box 162;Folder 7 (Buildings & Grounds - Morningside - Butler library, Album ""The New Library building of Columbia University, Gift of Edward S. Harkness,1934"")","Wurts Bros., N.Y.",,,http://www.columbia.edu/cgi-bin/cul/dev/dlo2?obj=B75_1017,,Still Image,"Butler 75: Butler Library's 75th Anniversary, 1934-2009",,
537,1,0,Main reading Room looking East,"View of the main reading room, looking east, in South Hall (Butler Library), ca. 1934.","Historical Photograph Collection;Box162;Folder 7 (Buildings & Grounds - Morningside - Butler library, Album ""The New Library building of Columbia University, Gift of Edward S. Harkness,1934"")","Wurts Bros., N.Y.",,,http://www.columbia.edu/cgi-bin/cul/dev/dlo2?obj=B75_1016,,Still Image,"Butler 75: Butler Library's 75th Anniversary, 1934-2009",https://exhibitions.cul.columbia.edu/exhibits/show/butler75/art---architecture/architecture,
536,1,0,Catalogue Room,"View of patrons consulting the card catalog in the Catalogue Room, ca. 1934.","Historical Photograph Collection;Box 162;Folder 7 (Buildings & Grounds - Morningside - Butler library, Album ""The New Library building of Columbia University, Gift of Edward S. Harkness,1934"")","Wurts Bros., N.Y.",,,http://www.columbia.edu/cgi-bin/cul/dev/dlo2?obj=B75_1015,,Still Image,"Butler 75: Butler Library's 75th Anniversary, 1934-2009",https://exhibitions.cul.columbia.edu/exhibits/show/butler75/art---architecture/architecture--page-2,
535,1,0,Reference Room and Catalogue,"View of the reference room and card catalogs in South Hall (Butler Library), ca. 1934.","Historical Photograph Collection;Box 162;Folder 7 (Buildings & Grounds - Morningside - Butler library, Album ""The New Library building of Columbia University, Gift of Edward S. Harkness,1934"")","Wurts Bros., N.Y.",,,http://www.columbia.edu/cgi-bin/cul/dev/dlo2?obj=B75_1014,,Still Image,"Butler 75: Butler Library's 75th Anniversary, 1934-2009",,
534,1,0,Loan desk,"View of the loan desk in South Hall (Butler Library), looking west, ca. 1934.","Historical Photograph Collection;Box 162;Folder 7 (Buildings & Grounds - Morningside - Butler library, Album ""The New Library building of Columbia University, Gift of Edward S. Harkness,1934"")","Wurts Bros., N.Y.",,,http://www.columbia.edu/cgi-bin/cul/dev/dlo2?obj=B75_1013,,Still Image,"Butler 75: Butler Library's 75th Anniversary, 1934-2009",https://exhibitions.cul.columbia.edu/exhibits/show/butler75/art---architecture/architecture--page-2,
533,1,0,Loan Desk,"View of the area in front of the Loan Desk in South Hall (Butler Library), ca. 1934.","Historical Photograph Collection;Box 162;Folder 7 (Buildings & Grounds - Morningside - Butler library, Album ""The New Library building of Columbia University, Gift of Edward S. Harkness,1934"")","Wurts Bros., N.Y.",,,http://www.columbia.edu/cgi-bin/cul/dev/dlo2?obj=B75_1012,,Still Image,"Butler 75: Butler Library's 75th Anniversary, 1934-2009",,
532,1,0,Staircase-East Stairs,"View of the east staircase in South Hall (Butler Library), ca. 1934.","Historical Photograph Collection;Box 162;Folder 7 (Buildings & Grounds - Morningside - Butler library, Album ""The New Library building of Columbia University, Gift of Edward S. Harkness,1934"")","Wurts Bros., N.Y.",,,http://www.columbia.edu/cgi-bin/cul/dev/dlo2?obj=B75_1011,,Still Image,"Butler 75: Butler Library's 75th Anniversary, 1934-2009",https://exhibitions.cul.columbia.edu/exhibits/show/butler75/art---architecture/architecture,
531,1,0,Ceiling-Butler Library,"Detail view of the ceiling in the Butler Library of Philosophy located in South Hall (Butler Library), ca. 1934.","Historical Photograph Collection;Box 162;Folder 7 (Buildings & Grounds - Morningside - Butler library, Album ""The New Library building of Columbia University, Gift of Edward S. Harkness,1934"")","Wurts Bros., N.Y.",,,http://www.columbia.edu/cgi-bin/cul/dev/dlo2?obj=B75_1010,,Still Image,"Butler 75: Butler Library's 75th Anniversary, 1934-2009",https://exhibitions.cul.columbia.edu/exhibits/show/butler75/art---architecture/art---architecture,
530,1,0,Butler Library of Philosophy,"View of the Butler Library of Philosophy located in South Hall (Butler Library), ca. 1934.","Historical Photograph Collection;Box 162;Folder 7 (Buildings & Grounds - Morningside - Butler library, Album ""The New Library building of Columbia University, Gift of Edward S. Harkness,1934"")","Wurts Bros., N.Y.",,,http://www.columbia.edu/cgi-bin/cul/dev/dlo2?obj=B75_1009,,Still Image,"Butler 75: Butler Library's 75th Anniversary, 1934-2009",https://exhibitions.cul.columbia.edu/exhibits/show/butler75/art---architecture/architecture,
529,1,0,Business Library Reading Room,"View of the Business Library Reading Room in South Hall (Butler Library), ca. 1934.","Historical Photograph Collection;Box 162;Folder 7 (Buildings & Grounds - Morningside - Butler library, Album ""The New Library building of Columbia University, Gift of Edward S. Harkness,1934"")","Wurts Bros., N.Y.",,,http://www.columbia.edu/cgi-bin/cul/dev/dlo2?obj=B75_1008,,Still Image,"Butler 75: Butler Library's 75th Anniversary, 1934-2009",,
528,1,0,Modern languages,"Modern languages study room in South Hall (Butler Library), ca. 1934.","Historical Photograph Collection;Box 162;Folder 7 (Buildings & Grounds - Morningside - Butler library, Album ""The New Library building of Columbia University, Gift of Edward S. Harkness,1934"")","Wurts Bros., N.Y.",,,http://www.columbia.edu/cgi-bin/cul/dev/dlo2?obj=B75_1007,,Still Image,"Butler 75: Butler Library's 75th Anniversary, 1934-2009",https://exhibitions.cul.columbia.edu/exhibits/show/butler75/art---architecture/architecture,
527,1,0,Main Entrance Looking West,"Main entrance inside South Hall (Butler Library) as viewed by looking west, ca. 1934.","Historical Photograph Collection;Box 162;Folder 7 (Buildings & Grounds - Morningside - Butler library, Album ""The New Library building of Columbia University, Gift of Edward S. Harkness, 1934"")","Wurts Bros., N.Y.",,,http://www.columbia.edu/cgi-bin/cul/dev/dlo2?obj=B75_1006,,Still Image,"Butler 75: Butler Library's 75th Anniversary, 1934-2009",https://exhibitions.cul.columbia.edu/exhibits/show/butler75/art---architecture/architecture,"Buildings & Grounds-Morningside-Butler library, Album ""The New Library building of Columbia University, Gift of Edward S. Harkness,1934"""
526,1,0,Main Entrance,"View of the main entrance inside South Hall (Butler Library), ca. 1934.","Historical Photograph Collection;Box 162;Folder 7 (Buildings & Grounds - Morningside - Butler library, Album ""The New Library building of Columbia University, Gift of Edward S. Harkness,1934"")","Wurts Bros., N.Y.",,,http://www.columbia.edu/cgi-bin/cul/dev/dlo2?obj=B75_1005,,Still Image,"Butler 75: Butler Library's 75th Anniversary, 1934-2009",https://exhibitions.cul.columbia.edu/exhibits/show/butler75/art---architecture/architecture,
525,1,0,View from Hamilton Hall,"View of South Hall (Butler Library) as seen from Hamilton Hall, ca. 1934","Historical Photograph Collection;Box 162;Folder 7 (Buildings & Grounds - Morningside - Butler library, Album ""The New Library building of Columbia University, Gift of Edward S. Harkness,1934"")","Wurts Bros., N.Y.",,,http://www.columbia.edu/cgi-bin/cul/dev/dlo2?obj=B75_1004,,Still Image,"Butler 75: Butler Library's 75th Anniversary, 1934-2009",https://exhibitions.cul.columbia.edu/exhibits/show/butler75/art---architecture/architecture,
524,1,0,South West Aspect on West 114th Street,"View of South Hall (Butler Library) as seen from the South West Aspect on West 114th Street, ca. 1934.","Historical Photograph Collection;Box 162;Folder 7 (Buildings & Grounds - Morningside - Butler library, Album ""The New Library building of Columbia University, Gift of Edward S. Harkness,1934"")","Wurts Bros., N.Y.",,,http://www.columbia.edu/cgi-bin/cul/dev/dlo2?obj=B75_1003,,Still Image,"Butler 75: Butler Library's 75th Anniversary, 1934-2009",https://exhibitions.cul.columbia.edu/exhibits/show/butler75/art---architecture/architecture,
523,1,0,North Facade,"View of the north facade of South Hall (Butler Library), ca. 1934","Historical Photograph Collection;Box 162;Folder 7 (Buildings & Grounds - Morningside - Butler library, Album ""The New Library building of Columbia University, Gift of Edward S. Harkness,1934"")","Wurts Bros., N.Y.",,,http://www.columbia.edu/cgi-bin/cul/dev/dlo2?obj=B75_1002,,Still Image,"Butler 75: Butler Library's 75th Anniversary, 1934-2009",https://exhibitions.cul.columbia.edu/exhibits/show/butler75/art---architecture/architecture,
522,1,0,View from Low Memorial Library,"View of South Hall (Butler Library) as seen from Low Memorial Library, ca. 1934.","Historical Photograph Collection;Box 162;Folder 7 (Buildings & Grounds - Morningside - Butler library, Album ""The New Library building of Columbia University, Gift of Edward S. Harkness,1934"")","Wurts Bros., N.Y.",,,http://www.columbia.edu/cgi-bin/cul/dev/dlo2?obj=B75_1001,,Still Image,"Butler 75: Butler Library's 75th Anniversary, 1934-2009",https://exhibitions.cul.columbia.edu/exhibits/show/butler75/art---architecture/architecture--page-2,
