_digital_object_type.string_key,_identifiers-1,_parent_digital_objects-1.identifier,_project.string_key,collection-1:collection_term.value,collection-1:collection_term.uri,omeka_identifier-1:omeka_identifier_value,name-1:name_term.value,name-1:name_term.name_type,name-1:name_role-1:name_role_term.authority,name-1:name_role-1:name_role_term.uri,name-1:name_role-1:name_role_term.value,name-1:name_role-2:name_role_term.authority,name-1:name_role-2:name_role_term.uri,name-1:name_role-2:name_role_term.value,name-1:name_term.authority,name-1:name_term.uri,name-2:name_term.value,name-2:name_term.name_type,name-2:name_role-1:name_role_term.authority,name-2:name_role-1:name_role_term.uri,name-2:name_role-1:name_role_term.value,name-2:name_role-2:name_role_term.authority,name-2:name_role-2:name_role_term.uri,name-2:name_role-2:name_role_term.value,name-2:name_term.authority,name-2:name_term.uri,name-3:name_term.value,name-3:name_term.name_type,name-3:name_role-1:name_role_term.authority,name-3:name_role-1:name_role_term.uri,name-3:name_role-1:name_role_term.value,name-3:name_role-2:name_role_term.authority,name-3:name_role-2:name_role_term.uri,name-3:name_role-2:name_role_term.value,name-3:name_term.authority,name-3:name_term.uri,name-4:name_term.value,name-4:name_term.name_type,name-4:name_role-1:name_role_term.authority,name-4:name_role-1:name_role_term.uri,name-4:name_role-1:name_role_term.value,name-4:name_term.authority,name-4:name_term.uri,name-5:name_term.value,name-5:name_term.name_type,name-5:name_role-1:name_role_term.authority,name-5:name_role-1:name_role_term.uri,name-5:name_role-1:name_role_term.value,name-5:name_term.authority,name-5:name_term.uri,date_created-1:date_created_start_value,date_created-1:date_created_end_value,date_created-1:date_created_type,date_created_textual-1:date_created_textual_value,abstract-1:abstract_value,location-1:location_term.code,location-1:location_term.authority,location-1:location_term.uri,location-1:location_term.value,location-1:location_shelf_location-1:location_shelf_location_free_text,clio_identifier-1:clio_identifier_value,object_in_context_url-1:object_in_context_url_value,note-1:note_value,note-1:note_type,note-3:note_value,note-3:note_type,note-4:note_value,note-4:note_type,note-5:note_value,note-5:note_type,note-6:note_value,note-6:note_type,digital_origin-1:digital_origin_value,language-1:language_term.authority,language-1:language_term.uri,language-1:language_term.value,language-2:language_term.authority,language-2:language_term.uri,language-2:language_term.value,language-3:language_term.authority,language-3:language_term.uri,language-3:language_term.value,language-4:language_term.authority,language-4:language_term.uri,language-4:language_term.value,language-5:language_term.authority,language-5:language_term.uri,language-5:language_term.value,language-6:language_term.authority,language-6:language_term.uri,language-6:language_term.value,language_of_cataloging-1:language_of_cataloging_term.value,language_of_cataloging-1:language_of_cataloging_term.authority,language_of_cataloging-1:language_of_cataloging_term.uri,form-1:form_term.value,form-1:form_term.authority,form-1:form_term.uri,form-2:form_term.value,form-2:form_term.authority,form-2:form_term.uri,form-3:form_term.value,form-3:form_term.authority,form-3:form_term.uri,genre-1:genre_term.value,genre-1:genre_term.authority,genre-1:genre_term.uri,type_of_resource-1:type_of_resource_value,type_of_resource-2:type_of_resource_value,relatedItem_Project,projectURL,place_of_origin-1:place_of_origin_value,place_authority_identifier,publisher-1:publisher_value,subject_topic-1:subject_topic_term.value,subject_topic-1:subject_topic_term.authority,subject_topic-1:subject_topic_term.uri,subject_topic-2:subject_topic_term.value,subject_topic-2:subject_topic_term.authority,subject_topic-2:subject_topic_term.uri,subject_topic-3:subject_topic_term.value,subject_topic-3:subject_topic_term.authority,subject_topic-3:subject_topic_term.uri,subject_name-1:subject_name_term.value,subject_name-1:subject_name_term.name_type,subject_name-1:subject_name_term.authority,subject_name-1:subject_name_term.uri,subject_name-2:subject_name_term.value,subject_name-2:subject_name_term.name_type,subject_name-2:subject_name_term.authority,subject_name-2:subject_name_term.uri,title-1:title_non_sort_portion,title-1:title_sort_portion,title-2:title_non_sort_portion,title-2:title_sort_portion,title2_type
asset,cclithumanities_vou_002,cclithumanities_vou,cc_lit_humanities,,,omeka_6296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110119105.tif,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unnumbered Page,,,
asset,cclithumanities_ycp_001,cclithumanities_ycp,cc_lit_humanities,,,omeka_6239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://exhibitions.cul.columbia.edu/exhibits/show/lit_hum/homer/1501-present,,,110119048.jpg,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Frontispiece and Title Page,,,
item,cclithumanities_ycp,,cc_lit_humanities,,,,Homer,personal,marcrelator,http://id.loc.gov/vocabulary/relators/aut,Author,,,,naf,http://id.loc.gov/authorities/names/n78095639,"Hobbes, Thomas, 1588-1679",personal,marcrelator,http://id.loc.gov/vocabulary/relators/trl,Translator,,,,naf,http://id.loc.gov/authorities/names/n79059190,"Crooke, William",personal,marcrelator,http://id.loc.gov/vocabulary/relators/prt,Printer,,,,naf,http://id.loc.gov/authorities/names/n89615626,,,,,,,,,,,,,,,1677,,,1677,Title: The Iliads and Odysses of Homer. Translated out of Greek into English by Tho: Hobbes of Malmsbury,NNC-RB,marcorg,http://id.loc.gov/authorities/names/n78009986,Columbia University. Rare Book and Manuscript Library,B88HI C77,6158282,,Title: The Iliads and Odysses of Homer. Translated out of Greek into English by Tho: Hobbes of Malmsbury,,,,,,,,,,reformatted digital,iso639-2,http://id.loc.gov/vocabulary/iso639-2/eng,English,,,,,,,,,,,,,,,,eng,iso639-2,http://id.loc.gov/vocabulary/iso639-2/eng,books,aat,http://vocab.getty.edu/aat/300028051,,,,,,,"Epic poetry, Greek",fast,http://id.worldcat.org/fast/1750167,text,,Core Curriculum: Literature Humanities,http://www.columbia.edu/cgi-bin/cul/resolve?clio9124743,London (England),http://id.loc.gov/authorities/names/n79005665,William Crook,Trojan War,fast,http://id.worldcat.org/fast/1157294,,,,,,,"Odysseus, King of Ithaca (Mythological character)",personal,naf,http://id.loc.gov/authorities/names/no2014054320,,,,,,Hobbes's Homer Translation,,,
asset,cclithumanities_ycp_003,cclithumanities_ycp,cc_lit_humanities,,,omeka_6240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110119049.jpg,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Folio A3r. To the Reader,,,
item,cclithumanities_yne,,cc_lit_humanities,,,,Homer,personal,marcrelator,http://id.loc.gov/vocabulary/relators/aut,Author,,,,naf,http://id.loc.gov/authorities/names/n78095639,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-200,-100,approximate,circa 200 BCE-100 BCE,"Papyrus fragment, dated to the second century BCE, containing lines from Homer's Odyssey.",NNC-RB,marcorg,http://id.loc.gov/authorities/names/n78009986,Columbia University. Rare Book and Manuscript Library,columbia.apis.p236,,,,,,,,,,,,,reformatted digital,iso639-2,http://id.loc.gov/vocabulary/iso639-2/gre,"Greek, Modern (1453-)",,,,,,,,,,,,,,,,eng,iso639-2,http://id.loc.gov/vocabulary/iso639-2/eng,papyri,aat,http://vocab.getty.edu/aat/300055047,,,,,,,"Epic poetry, Greek",fast,http://id.worldcat.org/fast/1750167,text,,Core Curriculum: Literature Humanities,http://www.columbia.edu/cgi-bin/cul/resolve?clio9124743,,,,Trojan War,fast,http://id.worldcat.org/fast/1157294,,,,,,,"Odysseus, King of Ithaca (Mythological character)",personal,naf,http://id.loc.gov/authorities/names/no2014054320,,,,,,Odyssey Papyrus Fragment,,,
asset,cclithumanities_yne_000,cclithumanities_yne,cc_lit_humanities,,,omeka_6309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://exhibitions.cul.columbia.edu/exhibits/show/lit_hum/homer/papyrus,,,dlo-1.jpg,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Odyssey Papyrus Fragment,,,
item,cclithumanities_zis,,cc_lit_humanities,,,,"Maginnis, James P.",personal,marcrelator,http://id.loc.gov/vocabulary/relators/cre,Creator,,,,,,"Matthews, Brander, 1852-1929",personal,marcrelator,http://id.loc.gov/vocabulary/relators/fmo,Former owner,marcrelator,http://id.loc.gov/vocabulary/relators/pat,Patron,naf,http://id.loc.gov/authorities/names/n80069022,,,,,,,,,,,,,,,,,,,,,,,,,1912,,approximate,circa 1912,"Reconstruction by James P. Maginnis circa 1912, for Brander Matthews, of the Fortune Theatre (London), built by Peter Street about 1600.",NNC-RB,marcorg,http://id.loc.gov/authorities/names/n78009986,Columbia University. Rare Book and Manuscript Library,,,,,,,,,,,,model,original_format,reformatted digital,iso639-2,http://id.loc.gov/vocabulary/iso639-2/eng,English,,,,,,,,,,,,,,,,eng,iso639-2,http://id.loc.gov/vocabulary/iso639-2/eng,objects,aat,http://vocab.getty.edu/aat/300311889,,,,,,,,,,three dimensional object,,Core Curriculum: Literature Humanities,http://www.columbia.edu/cgi-bin/cul/resolve?clio9124743,London (England),http://id.loc.gov/authorities/names/n79005665,,Theaters,fast,http://id.worldcat.org/fast/1149370,,,,,,,"Fortune Theatre (London, England)",corporate,naf,http://id.loc.gov/authorities/names/no96013908,,,,,,Fortune Theatre Model,,,
asset,cclithumanities_zis_000,cclithumanities_zis,cc_lit_humanities,,,omeka_6176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://exhibitions.cul.columbia.edu/exhibits/show/lit_hum/shakespeare/objects,,,fortune_theatre.jpeg,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fortune Theatre Model,,,
item,cclithumanities_zzd,,cc_lit_humanities,,,,"Hald, Rouland",personal,marcrelator,http://id.loc.gov/vocabulary/relators/prt,Printer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1560,,,1560,,NNC-RB,marcorg,http://id.loc.gov/authorities/names/n78009986,Columbia University. Rare Book and Manuscript Library,Plimpton 220.52 1560 B47,2451352,,,,,,,,,,,,reformatted digital,iso639-2,http://id.loc.gov/vocabulary/iso639-2/eng,English,,,,,,,,,,,,,,,,eng,iso639-2,http://id.loc.gov/vocabulary/iso639-2/eng,books,aat,http://vocab.getty.edu/aat/300028051,illustrations,gmgpc,http://id.loc.gov/vocabulary/graphicMaterials/tgm005314,,,,,,,text,still image,Core Curriculum: Literature Humanities,http://www.columbia.edu/cgi-bin/cul/resolve?clio9124743,Geneva (Switzerland),http://id.loc.gov/authorities/names/n81018331,Rouland Hald,God,fast,http://id.worldcat.org/fast/944037,,,,,,,,,,,,,,,The,Bible and Holy Scriptures Conteyned in the Olde and Newe Testament,,,
asset,cclithumanities_zzd_001,cclithumanities_zzd,cc_lit_humanities,,,omeka_6226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://exhibitions.cul.columbia.edu/exhibits/show/lit_hum/bibles/reformation,,,110119035.jpg,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Title Page,,,
