_digital_object_type.string_key,_identifiers-1,_parent_digital_objects-1.identifier,_project.string_key,collection-1:collection_term.value,collection-1:collection_term.uri,omeka_identifier-1:omeka_identifier_value,name-1:name_term.value,name-1:name_term.name_type,name-1:name_role-1:name_role_term.authority,name-1:name_role-1:name_role_term.uri,name-1:name_role-1:name_role_term.value,name-1:name_role-2:name_role_term.authority,name-1:name_role-2:name_role_term.uri,name-1:name_role-2:name_role_term.value,name-1:name_term.authority,name-1:name_term.uri,name-2:name_term.value,name-2:name_term.name_type,name-2:name_role-1:name_role_term.authority,name-2:name_role-1:name_role_term.uri,name-2:name_role-1:name_role_term.value,name-2:name_role-2:name_role_term.authority,name-2:name_role-2:name_role_term.uri,name-2:name_role-2:name_role_term.value,name-2:name_term.authority,name-2:name_term.uri,name-3:name_term.value,name-3:name_term.name_type,name-3:name_role-1:name_role_term.authority,name-3:name_role-1:name_role_term.uri,name-3:name_role-1:name_role_term.value,name-3:name_role-2:name_role_term.authority,name-3:name_role-2:name_role_term.uri,name-3:name_role-2:name_role_term.value,name-3:name_term.authority,name-3:name_term.uri,name-4:name_term.value,name-4:name_term.name_type,name-4:name_role-1:name_role_term.authority,name-4:name_role-1:name_role_term.uri,name-4:name_role-1:name_role_term.value,name-4:name_term.authority,name-4:name_term.uri,name-5:name_term.value,name-5:name_term.name_type,name-5:name_role-1:name_role_term.authority,name-5:name_role-1:name_role_term.uri,name-5:name_role-1:name_role_term.value,name-5:name_term.authority,name-5:name_term.uri,date_created-1:date_created_start_value,date_created-1:date_created_end_value,date_created-1:date_created_type,date_created_textual-1:date_created_textual_value,abstract-1:abstract_value,location-1:location_term.code,location-1:location_term.authority,location-1:location_term.uri,location-1:location_term.value,location-1:location_shelf_location-1:location_shelf_location_free_text,clio_identifier-1:clio_identifier_value,object_in_context_url-1:object_in_context_url_value,note-1:note_value,note-1:note_type,note-3:note_value,note-3:note_type,note-4:note_value,note-4:note_type,note-5:note_value,note-5:note_type,note-6:note_value,note-6:note_type,digital_origin-1:digital_origin_value,language-1:language_term.authority,language-1:language_term.uri,language-1:language_term.value,language-2:language_term.authority,language-2:language_term.uri,language-2:language_term.value,language-3:language_term.authority,language-3:language_term.uri,language-3:language_term.value,language-4:language_term.authority,language-4:language_term.uri,language-4:language_term.value,language-5:language_term.authority,language-5:language_term.uri,language-5:language_term.value,language-6:language_term.authority,language-6:language_term.uri,language-6:language_term.value,language_of_cataloging-1:language_of_cataloging_term.value,language_of_cataloging-1:language_of_cataloging_term.authority,language_of_cataloging-1:language_of_cataloging_term.uri,form-1:form_term.value,form-1:form_term.authority,form-1:form_term.uri,form-2:form_term.value,form-2:form_term.authority,form-2:form_term.uri,form-3:form_term.value,form-3:form_term.authority,form-3:form_term.uri,genre-1:genre_term.value,genre-1:genre_term.authority,genre-1:genre_term.uri,type_of_resource-1:type_of_resource_value,type_of_resource-2:type_of_resource_value,relatedItem_Project,projectURL,place_of_origin-1:place_of_origin_value,place_authority_identifier,publisher-1:publisher_value,subject_topic-1:subject_topic_term.value,subject_topic-1:subject_topic_term.authority,subject_topic-1:subject_topic_term.uri,subject_topic-2:subject_topic_term.value,subject_topic-2:subject_topic_term.authority,subject_topic-2:subject_topic_term.uri,subject_topic-3:subject_topic_term.value,subject_topic-3:subject_topic_term.authority,subject_topic-3:subject_topic_term.uri,subject_name-1:subject_name_term.value,subject_name-1:subject_name_term.name_type,subject_name-1:subject_name_term.authority,subject_name-1:subject_name_term.uri,subject_name-2:subject_name_term.value,subject_name-2:subject_name_term.name_type,subject_name-2:subject_name_term.authority,subject_name-2:subject_name_term.uri,title-1:title_non_sort_portion,title-1:title_sort_portion,title-2:title_non_sort_portion,title-2:title_sort_portion,title2_type
item,cclithumanities_aot,,cc_lit_humanities,Western Manuscripts,http://id.library.columbia.edu/term/edd43702-a7d5-4ab6-894c-b27497a6626f,,"Ovid, 43 B.C.-17 A.D. or 18 A.D.",personal,marcrelator,http://id.loc.gov/vocabulary/relators/aut,Author,,,,naf,http://id.loc.gov/authorities/names/n79041738,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1450,1499,approximate,circa 1450-1499,"Illuminated manuscript from Bohemia, dated about the second half of the fifteenth century.",NNC-RB,marcorg,http://id.loc.gov/authorities/names/n78009986,Columbia University. Rare Book and Manuscript Library,Western MS 94,,,,,,,,,,,vellum and paper,original_format,reformatted digital,iso639-2,http://id.loc.gov/vocabulary/iso639-2/lat,Latin,,,,,,,,,,,,,,,,eng,iso639-2,http://id.loc.gov/vocabulary/iso639-2/eng,books,aat,http://vocab.getty.edu/aat/300028051,manuscripts,lcsh,http://id.loc.gov/authorities/subjects/sh85080672,,,,"Epic poetry, Latin",fast,http://id.worldcat.org/fast/1750168,text,,Core Curriculum: Literature Humanities,http://www.columbia.edu/cgi-bin/cul/resolve?clio9124743,Bohemia (Kingdom),http://id.loc.gov/authorities/names/n82063675,,"Mythology, Classical",fast,http://id.worldcat.org/fast/1031758,,,,,,,,,,,,,,,,Metamorphoses,,,
asset,cclithumanities_aot_001,cclithumanities_aot,cc_lit_humanities,,,omeka_6312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://exhibitions.cul.columbia.edu/exhibits/show/lit_hum/ovid/manuscripts,,,Ovid Western MS 94.jpg,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Unsigned Folio, Recto",,,
asset,cclithumanities_auc_001,cclithumanities_auc,cc_lit_humanities,,,omeka_6269,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://exhibitions.cul.columbia.edu/exhibits/show/lit_hum/montaigne/rlscopy,,,110119078.tif,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bookplate On Front Pastedown,,,
item,cclithumanities_auc,,cc_lit_humanities,,,,"Montaigne, Michel de, 1533-1592",personal,marcrelator,http://id.loc.gov/vocabulary/relators/aut,Author,,,,naf,http://id.loc.gov/authorities/names/n79068499,"Stevenson, Robert Louis, 1850-1894",personal,marcrelator,http://id.loc.gov/vocabulary/relators/fmo,Former owner,,,,naf,http://id.loc.gov/authorities/names/n78088964,"Cotton, Charles, 1630-1687",personal,marcrelator,http://id.loc.gov/vocabulary/relators/trl,Translator,,,,naf,http://id.loc.gov/authorities/names/n50018183,,,,,,,,,,,,,,,1869,,,1869,,NNC-RB,marcorg,http://id.loc.gov/authorities/names/n78009986,Columbia University. Rare Book and Manuscript Library,PR 5495 M6 VAULT,298023,,,,,,,,,,,,reformatted digital,iso639-2,http://id.loc.gov/vocabulary/iso639-2/eng,English,,,,,,,,,,,,,,,,eng,iso639-2,http://id.loc.gov/vocabulary/iso639-2/eng,books,aat,http://vocab.getty.edu/aat/300028051,,,,,,,Essays,fast,http://id.worldcat.org/fast/1919922,text,,Core Curriculum: Literature Humanities,http://www.columbia.edu/cgi-bin/cul/resolve?clio9124743,London (England),http://id.loc.gov/authorities/names/n79005665,Alex. Murray & Son,Philosophy,fast,http://id.worldcat.org/fast/1060777,Literature,fast,http://id.worldcat.org/fast/999953,,,,,,,,,,,,,Essais,,,
asset,cclithumanities_auc_002,cclithumanities_auc,cc_lit_humanities,,,omeka_6270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://exhibitions.cul.columbia.edu/exhibits/show/lit_hum/montaigne/rlscopy,,,110119079.tif,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Title Page,,,
asset,cclithumanities_auc_166,cclithumanities_auc,cc_lit_humanities,,,omeka_6271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://exhibitions.cul.columbia.edu/exhibits/show/lit_hum/montaigne/rlscopy,,,110119080.tif,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Page 166, Of Cannibals",,,
item,cclithumanities_bhx,,cc_lit_humanities,,,,"Fust, Johannes, 1400-1466",personal,marcrelator,http://id.loc.gov/vocabulary/relators/prt,Printer,,,,naf,http://id.loc.gov/authorities/names/n88297844,"Schöffer, Peter, approximately 1425-approximately 1502",personal,marcrelator,http://id.loc.gov/vocabulary/relators/prt,Printer,,,,naf,http://id.loc.gov/authorities/names/n85235656,,,,,,,,,,,,,,,,,,,,,,,,,1458,,,1458,"Canon Missae consisting of 12 leaves, printed by Johannes Fust and Gutenberg's assistant, Peter Schöffer. Bound with a 1484 Missale Cracoviense.",NNC-RB,marcorg,http://id.loc.gov/authorities/names/n78009986,Columbia University. Rare Book and Manuscript Library,Goff M736,1079744,,,,,,,,Gift from American Type Founders Company Library and Museum,ownership,parchment,original_format,reformatted digital,iso639-2,http://id.loc.gov/vocabulary/iso639-2/lat,Latin,,,,,,,,,,,,,,,,eng,iso639-2,http://id.loc.gov/vocabulary/iso639-2/eng,books,aat,http://vocab.getty.edu/aat/300028051,,,,,,,,,,text,,Core Curriculum: Literature Humanities,http://www.columbia.edu/cgi-bin/cul/resolve?clio9124743,"Mainz (Rhineland-Palatinate, Germany)",http://id.loc.gov/authorities/names/n79091241,Johann Fust and Peter Schoeffer,God,fast,http://id.worldcat.org/fast/944037,Consecration,fast,http://id.worldcat.org/fast/875458,Liturgics,fast,http://id.worldcat.org/fast/1000579,,,,,,,,,,Canon Missae,,,
asset,cclithumanities_bhx_001,cclithumanities_bhx,cc_lit_humanities,,,omeka_6183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://exhibitions.cul.columbia.edu/exhibits/show/lit_hum/bibles/liturgy,,,"

    canon_missae.jpeg",filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unnumbered Page Spread,,,
asset,cclithumanities_bmk_001,cclithumanities_bmk,cc_lit_humanities,,,omeka_6502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://exhibitions.cul.columbia.edu/exhibits/show/lit_hum/bibles/ms,,,uts047-opening.jpg,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Folio 1r,,,
item,cclithumanities_bmk,,cc_lit_humanities,,,,"Jerome, Saint, -419 or 420",personal,marcrelator,http://id.loc.gov/vocabulary/relators/aut,Author,,,,naf,http://id.loc.gov/authorities/names/n79124709,"Paulinus, of Nola, Saint, approximately 353-431",personal,marcrelator,http://id.loc.gov/vocabulary/relators/rcp,Addressee,,,,naf,http://id.loc.gov/authorities/names/n50080430,,,,,,,,,,,,,,,,,,,,,,,,,1200,1299,approximate,1200-1299,"Approximately 13th century Bible, containing as a prologue the text of a letter from Saint Jerome to Saint Paulinus of Nola.",NyNyCBL,marcorg,http://id.loc.gov/authorities/names/n88074978,Burke Library (Union Theological Seminary),UTS MS 047,,,,,,,,,,,,,reformatted digital,iso639-2,http://id.loc.gov/vocabulary/iso639-2/lat,Latin,,,,,,,,,,,,,,,,eng,iso639-2,http://id.loc.gov/vocabulary/iso639-2/eng,books,aat,http://vocab.getty.edu/aat/300028051,manuscripts,lcsh,http://id.loc.gov/authorities/subjects/sh85080672,correspondence,aat,http://vocab.getty.edu/aat/300026877,,,,text,,Core Curriculum: Literature Humanities,http://www.columbia.edu/cgi-bin/cul/resolve?clio9124743,England,http://id.loc.gov/authorities/names/n82068148,,God,fast,http://id.worldcat.org/fast/944037,,,,,,,,,,,,,,,,Bible,,,
asset,cclithumanities_bxo_001,cclithumanities_bxo,cc_lit_humanities,,,omeka_6234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://exhibitions.cul.columbia.edu/exhibits/show/lit_hum/bibles/artcraft,,,110119043.jpg,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unnumbered Page. The Gospel According to Saint Matthew,,,
item,cclithumanities_bxo,,cc_lit_humanities,Book Arts Collection,http://id.library.columbia.edu/term/67352f9a-3ebe-40ff-a87c-717b2b82bd5d,,"Gill, Eric, 1882-1940",personal,marcrelator,http://id.loc.gov/vocabulary/relators/prt,Printer,marcrelator,http://id.loc.gov/vocabulary/relators/ill,Illustrator,naf,http://id.loc.gov/authorities/names/n50027765,"Giddings, Robert",personal,marcrelator,http://id.loc.gov/vocabulary/relators/prt,Printer,marcrelator,http://id.loc.gov/vocabulary/relators/ill,Illustrator,,,Golden Cockerel Press,corporate,marcrelator,http://id.loc.gov/vocabulary/relators/pbl,Publisher,,,,naf,http://id.loc.gov/authorities/names/n50034576,,,,,,,,,,,,,,,1931,,,1931,"Created by Eric Gill and Robert Giddings, who did the typesetting, typography, woodcuts and illustrations, printing, etc., while working at the Golden Cockerel Press.",NNC-RB,marcorg,http://id.loc.gov/authorities/names/n78009986,Columbia University. Rare Book and Manuscript Library,BOOKART Z232 G57 1931 B47,6166705,,,,,,,,,,woodcut,original_format,reformatted digital,iso639-2,http://id.loc.gov/vocabulary/iso639-2/eng,English,,,,,,,,,,,,,,,,eng,iso639-2,http://id.loc.gov/vocabulary/iso639-2/eng,books,aat,http://vocab.getty.edu/aat/300028051,illustrations,gmgpc,http://id.loc.gov/vocabulary/graphicMaterials/tgm005314,,,,,,,text,still image,Core Curriculum: Literature Humanities,http://www.columbia.edu/cgi-bin/cul/resolve?clio9124743,London (England),http://id.loc.gov/authorities/names/n79005665,Golden Cockerel Press,God,fast,http://id.worldcat.org/fast/944037,Angels,fast,http://id.worldcat.org/fast/808746,,,,,,,,,,,,The,Four Gospels of the Lord Jesus Christ According to the Authorized Version of King James I.,,,
asset,cclithumanities_bxu_001,cclithumanities_bxu,cc_lit_humanities,,,omeka_6184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://exhibitions.cul.columbia.edu/exhibits/show/lit_hum/bibles/liturgy,,,AfricanUnionHymnBook.jpeg,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Title Page,,,
item,cclithumanities_bxu,,cc_lit_humanities,,,,African Union Church (U.S.),corporate,marcrelator,http://id.loc.gov/vocabulary/relators/aut,Author,,,,naf,http://id.loc.gov/authorities/names/nr96042032,"Spencer, Peter, 1782-1843",personal,marcrelator,http://id.loc.gov/vocabulary/relators/pbl,Publisher,,,,naf,http://id.loc.gov/authorities/names/n86121159,"Porter, R.",personal,marcrelator,http://id.loc.gov/vocabulary/relators/prt,Printer,,,,,,,,,,,,,,,,,,,,1822,,,1822,,NyNyCBL,marcorg,http://id.loc.gov/authorities/names/n88074978,Burke Library (Union Theological Seminary),UTS VQMjx 1822S,4579818,,,,,,,,,,,,reformatted digital,iso639-2,http://id.loc.gov/vocabulary/iso639-2/eng,English,,,,,,,,,,,,,,,,eng,iso639-2,http://id.loc.gov/vocabulary/iso639-2/eng,books,aat,http://vocab.getty.edu/aat/300028051,music,lcgf,http://id.loc.gov/authorities/genreForms/gf2014026952,,,,Hymns,fast,http://id.worldcat.org/fast/1423701,text,notated music,Core Curriculum: Literature Humanities,http://www.columbia.edu/cgi-bin/cul/resolve?clio9124743,Wilmington (Del.),http://id.loc.gov/authorities/names/n78081234,"P. Spencer, for the African Union Church",God,fast,http://id.worldcat.org/fast/944037,Public worship,fast,http://id.worldcat.org/fast/1083431,,,,,,,,,,,,The,African Union Hymn Book,,"Designed as a Companion for the Pious, and Friends of all Denominations.",alternative
asset,cclithumanities_clb_160,cclithumanities_clb,cc_lit_humanities,,,omeka_6099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://exhibitions.cul.columbia.edu/exhibits/show/lit_hum/bibles/earlyprinted,,,Walton_Biblia_sacra_polyglotta_1.jpg,filename,Walton_Biblia_sacra_polyglotta_2.jpg,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pages 162-163,,,
item,cclithumanities_clb,,cc_lit_humanities,,,,"Walton, Brian, 1600-1661",personal,marcrelator,http://id.loc.gov/vocabulary/relators/edt,Editor,,,,naf,http://id.loc.gov/authorities/names/n85143069,"Roycroft, Thomas, -1677",personal,marcrelator,http://id.loc.gov/vocabulary/relators/pbl,Publisher,,,,naf,http://id.loc.gov/authorities/names/no96047626,,,,,,,,,,,,,,,,,,,,,,,,,1653,1657,,1653-1657,"London Polyglot Bible presents the texts of the Old Testament, Apocrypha, and the New Testament in nine languages, including Arabic and Persian",NyNyCBL,marcorg,http://id.loc.gov/authorities/names/n88074978,Burke Library (Union Theological Seminary),CB12 1655,4546904,,,,,,,,,,,,reformatted digital,iso639-2,http://id.loc.gov/vocabulary/iso639-2/lat,Latin,iso 639-2,http://id.loc.gov/vocabulary/iso639-2/gre,"Greek, Modern (1453-)",iso 639-2,http://id.loc.gov/vocabulary/iso639-2/ara,Arabic,iso 639-2,http://id.loc.gov/vocabulary/iso639-2/syr,Syriac,iso 639-2,http://id.loc.gov/vocabulary/iso639-2/heb,Hebrew,iso 639-2,http://id.loc.gov/vocabulary/iso639-2/sam,Samaritan Aramaic,eng,iso639-2,http://id.loc.gov/vocabulary/iso639-2/eng,books,aat,http://vocab.getty.edu/aat/300028051,,,,,,,,,,text,,Core Curriculum: Literature Humanities,http://www.columbia.edu/cgi-bin/cul/resolve?clio9124743,London (England),http://id.loc.gov/authorities/names/n79005665,Thomas Roycroft,God,fast,http://id.worldcat.org/fast/944037,,,,,,,,,,,,,,,,"Biblia Sacra Polyglotta, Complectentia Textus Originales",,,
asset,cclithumanities_cov_001,cclithumanities_cov,cc_lit_humanities,,,omeka_6284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://exhibitions.cul.columbia.edu/exhibits/show/lit_hum/virgil/print,,,110119093.tif,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Title Page,,,
item,cclithumanities_cov,,cc_lit_humanities,,,,Virgil,personal,marcrelator,http://id.loc.gov/vocabulary/relators/aut,Author,,,,naf,http://id.loc.gov/authorities/names/n79014062,"Baskerville, John, 1706-1775",personal,marcrelator,http://id.loc.gov/vocabulary/relators/pbl,Publisher,,,,naf,http://id.loc.gov/authorities/names/n81103313,,,,,,,,,,,,,,,,,,,,,,,,,1757,,,1757,"Three texts: Bucolica, Georgica, et Aeneis",NNC-RB,marcorg,http://id.loc.gov/authorities/names/n78009986,Columbia University. Rare Book and Manuscript Library,O17.En1 B29 1757v (vault),1080728,,"Three texts: Bucolica, Georgica, et Aeneis",,,,,,,,,,reformatted digital,iso639-2,http://id.loc.gov/vocabulary/iso639-2/lat,Latin,,,,,,,,,,,,,,,,eng,iso639-2,http://id.loc.gov/vocabulary/iso639-2/eng,books,aat,http://vocab.getty.edu/aat/300028051,,,,,,,"Epic poetry, Latin",fast,http://id.worldcat.org/fast/1750168,text,,Core Curriculum: Literature Humanities,http://www.columbia.edu/cgi-bin/cul/resolve?clio9124743,Birmingham (England),http://id.loc.gov/authorities/names/n79084311,Typis Johannis Baskerville,Trojan War,fast,http://id.worldcat.org/fast/1157294,,,,,,,Aeneas (Legendary character),personal,naf,http://id.loc.gov/authorities/names/no2014109205,,,,,,Baskerville Virgil,,,
asset,cclithumanities_cov_234,cclithumanities_cov,cc_lit_humanities,,,omeka_6285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110119094.tif,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pages 234 and 235 (folios Gg1v-gg2r). Aeneidos. Liber Sextus,,,
item,cclithumanities_cxs,,cc_lit_humanities,,,,"Barker, Christopher, 1529-1599",personal,marcrelator,http://id.loc.gov/vocabulary/relators/prt,Printer,marcrelator,http://id.loc.gov/vocabulary/relators/pbl,Publisher,naf,http://id.loc.gov/authorities/names/nr93008842,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1588,,,1588,,NNC-RB,marcorg,http://id.loc.gov/authorities/names/n78009986,Columbia University. Rare Book and Manuscript Library,STC 2148,5813588,,,,,,,,,,,,reformatted digital,iso639-2,http://id.loc.gov/vocabulary/iso639-2/eng,English,,,,,,,,,,,,,,,,eng,iso639-2,http://id.loc.gov/vocabulary/iso639-2/eng,books,aat,http://vocab.getty.edu/aat/300028051,illustrations,gmgpc,http://id.loc.gov/vocabulary/graphicMaterials/tgm005314,,,,,,,text,still image,Core Curriculum: Literature Humanities,http://www.columbia.edu/cgi-bin/cul/resolve?clio9124743,London (England),http://id.loc.gov/authorities/names/n79005665,The Deputies of Christopher Barker,God,fast,http://id.worldcat.org/fast/944037,,,,,,,,,,,,,,,The,"Bible. Translated According to the Ebrew and Greeke, and Conferred with the Best Translations in Diuers Languages.",,,
asset,cclithumanities_cxs_001,cclithumanities_cxs,cc_lit_humanities,,,omeka_6228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://exhibitions.cul.columbia.edu/exhibits/show/lit_hum/bibles/reformation,,,110119037.tif,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Frontispiece,,,
asset,cclithumanities_dea_001,cclithumanities_dea,cc_lit_humanities,,,omeka_6262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://exhibitions.cul.columbia.edu/exhibits/show/lit_hum/dante/incunable,,,110119071.tif,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unnumbered Page 1,,,
item,cclithumanities_dea,,cc_lit_humanities,,,,"Dante Alighieri, 1265-1321",personal,marcrelator,http://id.loc.gov/vocabulary/relators/aut,Author,,,,naf,http://id.loc.gov/authorities/names/n78095495,"Landino, Cristoforo, 1424-1504",personal,marcrelator,http://id.loc.gov/vocabulary/relators/cwt,Commentator for written text,,,,naf,http://id.loc.gov/authorities/names/n82113100,"Bonini, Bonino, approximately 1450-1528",personal,marcrelator,http://id.loc.gov/vocabulary/relators/prt,Printer,,,,naf,http://id.loc.gov/authorities/names/nr94029983,,,,,,,,,,,,,,,1487,,,1487,,NNC-RB,marcorg,http://id.loc.gov/authorities/names/n78009986,Columbia University. Rare Book and Manuscript Library,Goff D31,1080028,,"Woodcut illustration for Canto XXXIII, entitled 'Paradiso'.",,,,,,,,woodblock,original_format,reformatted digital,iso639-2,http://id.loc.gov/vocabulary/iso639-2/ita,Italian,,,,,,,,,,,,,,,,eng,iso639-2,http://id.loc.gov/vocabulary/iso639-2/eng,books,aat,http://vocab.getty.edu/aat/300028051,illustrations,gmgpc,http://id.loc.gov/vocabulary/graphicMaterials/tgm005314,,,,Epic poetry,fast,http://id.worldcat.org/fast/1726596,text,still image,Core Curriculum: Literature Humanities,http://www.columbia.edu/cgi-bin/cul/resolve?clio9124743,Brescia (Italy),http://id.loc.gov/authorities/names/n79039793,Boninus de Boninus,Salvation,fast,http://id.worldcat.org/fast/1104418,Paradise,fast,http://id.worldcat.org/fast/1198510,,,,,,,,,,,,La,Divina Commedia,,,
asset,cclithumanities_dea_002,cclithumanities_dea,cc_lit_humanities,,,omeka_6261,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://exhibitions.cul.columbia.edu/exhibits/show/lit_hum/dante/incunable,,,110119070.tif,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unnumbered Page 2,,,
asset,cclithumanities_dea_003,cclithumanities_dea,cc_lit_humanities,,,omeka_6260,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://exhibitions.cul.columbia.edu/exhibits/show/lit_hum/dante/incunable,,,110119069.tif,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unnumbered Page Spread,,,
asset,cclithumanities_dea_004,cclithumanities_dea,cc_lit_humanities,,,omeka_6259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://exhibitions.cul.columbia.edu/exhibits/show/lit_hum/dante/incunable,,,110119068.tif,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Illustration, Unknown Leaf",,,
asset,cclithumanities_dea_005,cclithumanities_dea,cc_lit_humanities,,,omeka_6258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://exhibitions.cul.columbia.edu/exhibits/show/lit_hum/dante/incunable,,,110119067.tif,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Folio A2r,,,
item,cclithumanities_dgi,,cc_lit_humanities,,,,Virgil,personal,marcrelator,http://id.loc.gov/vocabulary/relators/aut,Author,,,,naf,http://id.loc.gov/authorities/names/n79014062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1475,1499,approximate,circa 1475-1499,"Manuscript copy of the Aeneid, containing passages once suppressed by Virgil's literary executors.",NNC-RB,marcorg,http://id.loc.gov/authorities/names/n78009986,Columbia University. Rare Book and Manuscript Library,Plimpton MS 111,,,"On this page, in a later hand, are added in the margins the lines once suppressed, regarding Aeneas and Helen.",,,,,,,,,,reformatted digital,iso639-2,http://id.loc.gov/vocabulary/iso639-2/lat,Latin,,,,,,,,,,,,,,,,eng,iso639-2,http://id.loc.gov/vocabulary/iso639-2/eng,books,aat,http://vocab.getty.edu/aat/300028051,manuscripts,lcsh,http://id.loc.gov/authorities/subjects/sh85080672,,,,"Epic poetry, Latin",fast,http://id.worldcat.org/fast/1750168,text,,Core Curriculum: Literature Humanities,http://www.columbia.edu/cgi-bin/cul/resolve?clio9124743,Italy,http://id.loc.gov/authorities/names/n79021783,,Trojan War,fast,http://id.worldcat.org/fast/1157294,,,,,,,Aeneas (Legendary character),personal,naf,http://id.loc.gov/authorities/names/no2014109205,,,,,,Aeneid,,,
asset,cclithumanities_dgi_026,cclithumanities_dgi,cc_lit_humanities,,,omeka_6313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://exhibitions.cul.columbia.edu/exhibits/show/lit_hum/virgil,,,Plimpton111.jpg,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Folio 26v,,,
