item - public,item - itemId,item - featured,item - MODS - FormGenre,item - MODS - FormGenre - Authority,item - MODS - ShelfLocation,item - MODS - DigitalOrigin,item - MODS - RepositoryName,item - MODS - RepositoryName - code,item - MODS - RepositoryName - code - Authority,item - MODS - KeyDate - Single/Start,item - MODS - KeyDate - End,item - MODS - TypeofDate,item - MODS - Collection 1,item - MODS - Collection 2,item - MODS - PlaceofOrigin 1,item - MODS - PlaceofOrigin 2,item - MODS - PlaceofOrigin 3,item - MODS - PlaceofOrigin 3 - Authority - Identifier,item - MODS - PlaceofOrigin 4,item - MODS - PlaceofOrigin 4 - Authority - Identifier,item - MODS - LanguageofCataloging,item - MODS - Subrepository,item - DublinCore - Title - Display,item - DublinCore - Title - Work,item - DublinCore - Title - Work - Identifier,item - DublinCore - Title - Part,item - DublinCore - Title 2 - Display,item - DublinCore - Title 2 - Work,item - DublinCore - Title 2 - Attribute,item - DublinCore - Date,item - DublinCore - Identifier,item - DublinCore - Creator,item - DublinCore - Creator - Authority,item - DublinCore - Creatore - Authority - Identifier,item - DublinCore - Language,item - OriginalFileLoadedIntoOmeka,item - OmekaCollection - nonSort,item - OmekaCollection,item - ItemType,project URL,item - itemInContext 1,item - itemInContext 2
,,,manuscripts,lcsh,X893 Ab8,,"Rare Book & Manuscript Library, Columbia University",NNC-RB,marcorg,1600,1699,approximate,X Manuscripts,Hebrew Manuscripts,"Padua, Italy",,Padua (Italy),http://id.loc.gov/authorities/names/n79027122,,,eng,,Olam hafukh: ṿe-hu sipur ha-magefah asher neheytah be-yamaṿ be-geṭo Padova be-shnat 5391 [1631],Olam hafukh: ṿe-hu sipur ha-magefah asher neheytah be-yamaṿ be-geṭo Padova be-shnat 5391 [1631],ohy,,"עולם הפוך והוא ספור המגפה אשר נהיתה בימיו בגיטו של פדובה בשנת השצ""א","עולם הפוך והוא ספור המגפה אשר נהיתה בימיו בגיטו של פדובה בשנת השצ""א",alternative,17th century,CLIO_7094337,"Catalano, Abraham",,,heb,,The,People in the Books: Hebraica and Judaica Manuscripts from Columbia University Libraries,,http://www.columbia.edu/cgi-bin/cul/resolve?clio9680681,,
1,007134,0,manuscripts,lcsh,Western MS 41F,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,marcorg,1380,1386,inferred,,Hebrew Manuscripts,"Apt, Provence, France",,Apt (France),http://id.loc.gov/authorities/names/n81066398,,,eng,,"Drafts of loan records, many pertaining to Jews","Drafts of loan records, many pertaining to Jews",dlr_000,,,,,pre-1387,,,,,lat,original filename: 5598.jpg,The,People in the Books: Hebraica and Judaica Manuscripts from Columbia University Libraries,still image,http://www.columbia.edu/cgi-bin/cul/resolve?clio9680681,http://exhibitions.cul.columbia.edu/exhibits/show/hebrew_mss/communities/western_ms_41f,
XXX,,,manuscripts,lcsh,Western MS 41F,,"Rare Book & Manuscript Library, Columbia University",NNC-RB,marcorg,1380,1386,inferred,,Hebrew Manuscripts,"Apt, Provence, France",,Apt (France),http://id.loc.gov/authorities/names/n81066398,,,eng,,"Drafts of loan records, many pertaining to Jews","Drafts of loan records, many pertaining to Jews",dlr,,,,,pre-1387,,,,,lat,,The,People in the Books: Hebraica and Judaica Manuscripts from Columbia University Libraries,,http://www.columbia.edu/cgi-bin/cul/resolve?clio9680681,http://exhibitions.cul.columbia.edu/exhibits/show/hebrew_mss/communities/western_ms_41f,
1,007133,0,manuscripts,lcsh,,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,marcorg,1600,1699,approximate,RBML General Manuscript Collection,Hebrew Manuscripts,,,,,,,eng,,Megilat Saragosa. Beginning of scroll,Megilat Saragosa,msa_000,Beginning of scroll,מגלת סרגוסה,מגלת סרגוסה,alternative,17th century,,,,,heb,original filename: 120017101.jpg,The,People in the Books: Hebraica and Judaica Manuscripts from Columbia University Libraries,still image,http://www.columbia.edu/cgi-bin/cul/resolve?clio9680681,http://exhibitions.cul.columbia.edu/exhibits/show/hebrew_mss/book/smith_heb_11,http://exhibitions.cul.columbia.edu/exhibits/show/hebrew_mss/communities/general_ms_160
,,,manuscripts,lcsh,General 160,,"Rare Book & Manuscript Library, Columbia University",NNC-RB,marcorg,1600,1699,approximate,RBML General Manuscript Collection,Hebrew Manuscripts,,,,,,,eng,,Megilat Saragosa,Megilat Saragosa,msa,,מגלת סרגוסה,מגלת סרגוסה,alternative,17th century,CLIO_8595230,,,,heb,,The,People in the Books: Hebraica and Judaica Manuscripts from Columbia University Libraries,,http://www.columbia.edu/cgi-bin/cul/resolve?clio9680681,,
1,007132,0,manuscripts,lcsh,,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,marcorg,1693,,,X Manuscripts,Hebrew Manuscripts,,,France,http://id.loc.gov/authorities/names/n79006404,,,eng,,Seder shel Yom ha-Kippurim: ke-minhag Lisle. Title leaf,Seder shel Yom ha-Kippurim: ke-minhag Lisle,ssy_000,Title leaf,סדר של יום הכפורים כמנהג לשלאה,סדר של יום הכפורים כמנהג לשלאה,alternative,1693,,,,,heb,original filename: 120017130.jpg,The,People in the Books: Hebraica and Judaica Manuscripts from Columbia University Libraries,still image,http://www.columbia.edu/cgi-bin/cul/resolve?clio9680681,http://exhibitions.cul.columbia.edu/exhibits/show/hebrew_mss/lifecycle/x893c_j55_v25,
1,007131,0,manuscripts,lcsh,,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,marcorg,1693,,,X Manuscripts,Hebrew Manuscripts,,,France,http://id.loc.gov/authorities/names/n79006404,,,eng,,Seder shel Yom ha-Kippurim: ke-minhag Lisle. Leaf 206 verso,Seder shel Yom ha-Kippurim: ke-minhag Lisle,ssy_099,Leaf 206 verso,סדר של יום הכפורים כמנהג לשלאה,סדר של יום הכפורים כמנהג לשלאה,alternative,1693,,,,,heb,original filename: 120017131.jpg,The,People in the Books: Hebraica and Judaica Manuscripts from Columbia University Libraries,still image,http://www.columbia.edu/cgi-bin/cul/resolve?clio9680681,http://exhibitions.cul.columbia.edu/exhibits/show/hebrew_mss/lifecycle/x893c_j55_v25,
,,,manuscripts,lcsh,X893C J55 V.25,,"Rare Book & Manuscript Library, Columbia University",NNC-RB,marcorg,1693,,,X Manuscripts,Hebrew Manuscripts,,,France,http://id.loc.gov/authorities/names/n79006404,,,eng,,Seder shel Yom ha-Kippurim: ke-minhag Lisle,Seder shel Yom ha-Kippurim: ke-minhag Lisle,ssy,,סדר של יום הכפורים כמנהג לשלאה,סדר של יום הכפורים כמנהג לשלאה,alternative,1693,CLIO_7461932,,,,heb,,The,People in the Books: Hebraica and Judaica Manuscripts from Columbia University Libraries,,http://www.columbia.edu/cgi-bin/cul/resolve?clio9680681,,
1,007130,0,manuscripts,lcsh,X893 Z8 v.3 no.3,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,marcorg,1866,,,X Manuscripts,Hebrew Manuscripts,,,Israel,http://id.loc.gov/authorities/names/n79003285,,,eng,,Mikhtav: el beni ṿe-yedidi Yaʻaḳov Shalish,Mikhtav: el beni ṿe-yedidi Yaʻaḳov Shalish,meb_000,,מכתב  אל בני וידידי יעקב שליש,מכתב  אל בני וידידי יעקב שליש,alternative,1866,CLIO_7844272,"Forno, Tsiporah de",,,heb,original filename: 120017164.jpg,The,People in the Books: Hebraica and Judaica Manuscripts from Columbia University Libraries,still image,http://www.columbia.edu/cgi-bin/cul/resolve?clio9680681,http://exhibitions.cul.columbia.edu/exhibits/show/hebrew_mss/lifecycle/x893_z8_v3_n3,
,,,manuscripts,lcsh,X893 Z8 v.3 no.3,,"Rare Book & Manuscript Library, Columbia University",NNC-RB,marcorg,1866,,,X Manuscripts,Hebrew Manuscripts,,,Israel,http://id.loc.gov/authorities/names/n79003285,,,eng,,Mikhtav: el beni ṿe-yedidi Yaʻaḳov Shalish,Mikhtav: el beni ṿe-yedidi Yaʻaḳov Shalish,meb,,מכתב  אל בני וידידי יעקב שליש,מכתב  אל בני וידידי יעקב שליש,alternative,1866,CLIO_7844272,"Forno, Tsiporah de",,,heb,,The,People in the Books: Hebraica and Judaica Manuscripts from Columbia University Libraries,,http://www.columbia.edu/cgi-bin/cul/resolve?clio9680681,http://exhibitions.cul.columbia.edu/exhibits/show/hebrew_mss/lifecycle/x893_z8_v3_n3,
1,007128,0,manuscripts,lcsh,,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,marcorg,1824,,,X Manuscripts,Hebrew Manuscripts,,,,,,,eng,,Ot ha-berit. Binding,Ot ha-berit,ohb_005,Binding,אות הברית,אות הברית,alternative,1824,,,,,heb,original filename: 120017089.jpg,The,People in the Books: Hebraica and Judaica Manuscripts from Columbia University Libraries,still image,http://www.columbia.edu/cgi-bin/cul/resolve?clio9680681,http://exhibitions.cul.columbia.edu/exhibits/show/hebrew_mss/lifecycle/x893_t71,
1,007129,0,manuscripts,lcsh,,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,marcorg,1824,,,X Manuscripts,Hebrew Manuscripts,,,,,,,eng,,Ot ha-berit. Leaves 4 verso - 5 recto,Ot ha-berit,ohb_004,Leaves 4 verso - 5 recto,אות הברית,אות הברית,alternative,1824,,,,,heb,original filename: 120017088.jpg,The,People in the Books: Hebraica and Judaica Manuscripts from Columbia University Libraries,still image,http://www.columbia.edu/cgi-bin/cul/resolve?clio9680681,http://exhibitions.cul.columbia.edu/exhibits/show/hebrew_mss/lifecycle/x893_t71,
1,007127,0,manuscripts,lcsh,,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,marcorg,1824,,,X Manuscripts,Hebrew Manuscripts,,,,,,,eng,,Ot ha-berit. Case,Ot ha-berit,ohb_006,Case,אות הברית,אות הברית,alternative,1824,,,,,heb,original filename: 120017090.jpg,The,People in the Books: Hebraica and Judaica Manuscripts from Columbia University Libraries,still image,http://www.columbia.edu/cgi-bin/cul/resolve?clio9680681,http://exhibitions.cul.columbia.edu/exhibits/show/hebrew_mss/lifecycle/x893_t71,
1,007126,0,manuscripts,lcsh,,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,marcorg,1824,,,X Manuscripts,Hebrew Manuscripts,,,,,,,eng,,Ot ha-berit. Title leaf,Ot ha-berit,ohb_000,Title leaf,אות הברית,אות הברית,alternative,1824,,,,,heb,original filename: 120017091.jpg,The,People in the Books: Hebraica and Judaica Manuscripts from Columbia University Libraries,still image,http://www.columbia.edu/cgi-bin/cul/resolve?clio9680681,http://exhibitions.cul.columbia.edu/exhibits/show/hebrew_mss/lifecycle/x893_t71,
,,,manuscripts,lcsh,X893 T71,,"Rare Book & Manuscript Library, Columbia University",NNC-RB,marcorg,1824,,,X Manuscripts,Hebrew Manuscripts,,,,,,,eng,,Ot ha-berit,Ot ha-berit,ohb,,אות הברית,אות הברית,alternative,1824,CLIO_7460957,,,,heb,,The,People in the Books: Hebraica and Judaica Manuscripts from Columbia University Libraries,,http://www.columbia.edu/cgi-bin/cul/resolve?clio9680681,,
1,007125,0,manuscripts,lcsh,,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,marcorg,1800,1899,approximate,X Manuscripts,Hebrew Manuscripts,,,Italy,http://id.loc.gov/authorities/names/n79021783,,,eng,,Eshet haver: shir le-hatunah. First spread,Eshet haver: shir le-hatunah,ehs_001,First spread,אשת חבר  שיר לחתונה,אשת חבר  שיר לחתונה,alternative,19th century,,,,,heb,original filename: 120017121.jpg,The,People in the Books: Hebraica and Judaica Manuscripts from Columbia University Libraries,still image,http://www.columbia.edu/cgi-bin/cul/resolve?clio9680681,http://exhibitions.cul.columbia.edu/exhibits/show/hebrew_mss/lifecycle/x893_sh63,
,007125,,manuscripts,lcsh,X893 Sh63,,"Rare Book & Manuscript Library, Columbia University",NNC-RB,marcorg,1800,1899,approximate,X Manuscripts,Hebrew Manuscripts,,,Italy,http://id.loc.gov/authorities/names/n79021783,,,eng,,Eshet haver: shir le-hatunah,Eshet haver: shir le-hatunah,ehs,,אשת חבר  שיר לחתונה,אשת חבר  שיר לחתונה,alternative,19th century,CLIO_8798026,,,,heb,,The,People in the Books: Hebraica and Judaica Manuscripts from Columbia University Libraries,,http://www.columbia.edu/cgi-bin/cul/resolve?clio9680681,,
1,007124,0,manuscripts,lcsh,,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,marcorg,1728,,,X Manuscripts,Hebrew Manuscripts,,,Italy,http://id.loc.gov/authorities/names/n79021783,,,eng,,Pinkas Mohel: min ha-shanim 5479-5478 (1719-1728). Leaves 9 verso - 10 recto,Pinkas Mohel: min ha-shanim 5479-5478 (1719-1728),pmm_009,Leaves 9 verso - 10 recto,"פנקס מוהל   מן השנים תע""ט-תפ""ח","פנקס מוהל   מן השנים תע""ט-תפ""ח",alternative,1728,,"Yitsḥaḳ ben Moshe, mi- Verona",,,heb,original filename: 120017081.jpg,The,People in the Books: Hebraica and Judaica Manuscripts from Columbia University Libraries,still image,http://www.columbia.edu/cgi-bin/cul/resolve?clio9680681,http://exhibitions.cul.columbia.edu/exhibits/show/hebrew_mss/lifecycle/x893_se32,
1,007123,0,manuscripts,lcsh,,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,marcorg,1728,,,X Manuscripts,Hebrew Manuscripts,,,Italy,http://id.loc.gov/authorities/names/n79021783,,,eng,,Pinkas Mohel: min ha-shanim 5479-5478 (1719-1728). First leaf of text,Pinkas Mohel: min ha-shanim 5479-5478 (1719-1728),pmm_001,First leaf of text,"פנקס מוהל   מן השנים תע""ט-תפ""ח","פנקס מוהל   מן השנים תע""ט-תפ""ח",alternative,1728,,"Yitsḥaḳ ben Moshe, mi- Verona",,,heb,original filename: 120017082.jpg,The,People in the Books: Hebraica and Judaica Manuscripts from Columbia University Libraries,still image,http://www.columbia.edu/cgi-bin/cul/resolve?clio9680681,http://exhibitions.cul.columbia.edu/exhibits/show/hebrew_mss/lifecycle/x893_se32,
,,,manuscripts,lcsh,X893 Se32,,"Rare Book & Manuscript Library, Columbia University",NNC-RB,marcorg,1728,,,X Manuscripts,Hebrew Manuscripts,,,Italy,http://id.loc.gov/authorities/names/n79021783,,,eng,,Pinkas Mohel: min ha-shanim 5479-5478 (1719-1728),Pinkas Mohel: min ha-shanim 5479-5478 (1719-1728),pmm,,"פנקס מוהל   מן השנים תע""ט-תפ""ח","פנקס מוהל   מן השנים תע""ט-תפ""ח",alternative,1728,CLIO_7329102,"Yitsḥaḳ ben Moshe, mi- Verona",,,heb,,The,People in the Books: Hebraica and Judaica Manuscripts from Columbia University Libraries,,http://www.columbia.edu/cgi-bin/cul/resolve?clio9680681,,
1,007122,0,manuscripts,lcsh,,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,marcorg,1670,,,X Manuscripts,Hebrew Manuscripts,Kurdistan,,Kurdistān (Iraq),http://id.loc.gov/authorities/names/n86066772,,,eng,,Midrash ʻal parashat ṿa-yeḥi: be-Aramit ḥadashah. Last leaf,Midrash ʻal parashat ṿa-yeḥi: be-Aramit ḥadashah,map_099,Last leaf,[מדרש על פרשת ויחי] [בארמית חדשה].,[מדרש על פרשת ויחי] [בארמית חדשה].,alternative,1670,,,,,arc,original filename: 120017065.jpg,The,People in the Books: Hebraica and Judaica Manuscripts from Columbia University Libraries,still image,http://www.columbia.edu/cgi-bin/cul/resolve?clio9680681,http://exhibitions.cul.columbia.edu/exhibits/show/hebrew_mss/lifecycle/x893_m5844,
,,,manuscripts,lcsh,X893 m5844,,"Rare Book & Manuscript Library, Columbia University",NNC-RB,marcorg,1670,,,X Manuscripts,Hebrew Manuscripts,Kurdistan,,Kurdistān (Iraq),http://id.loc.gov/authorities/names/n86066772,,,eng,,Midrash ʻal parashat ṿa-yeḥi: be-Aramit ḥadashah,Midrash ʻal parashat ṿa-yeḥi: be-Aramit ḥadashah,map,,[מדרש על פרשת ויחי] [בארמית חדשה].,[מדרש על פרשת ויחי] [בארמית חדשה].,alternative,1670,CLIO_7927181,,,,arc,,The,People in the Books: Hebraica and Judaica Manuscripts from Columbia University Libraries,,http://www.columbia.edu/cgi-bin/cul/resolve?clio9680681,,
1,007121,0,manuscripts,lcsh,,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,marcorg,1585,,,X Manuscripts,Hebrew Manuscripts,"Constantinople, Turkey",,Constantinople,http://id.loc.gov/authorities/names/n82089311,,,eng,,Derashot. Title leaf,Derashot,der_000,Title leaf,דרשות,דרשות,alternative,1585,,"Leon, Yitsḥaḳ ben Daṿid",,,heb,original filename: 120017057.jpg,The,People in the Books: Hebraica and Judaica Manuscripts from Columbia University Libraries,still image,http://www.columbia.edu/cgi-bin/cul/resolve?clio9680681,http://exhibitions.cul.columbia.edu/exhibits/show/hebrew_mss/lifecycle/x893_l55,
,007121,,manuscripts,lcsh,X893 L55,,"Rare Book & Manuscript Library, Columbia University",NNC-RB,marcorg,1585,,,X Manuscripts,Hebrew Manuscripts,"Constantinople, Turkey",,Constantinople,http://id.loc.gov/authorities/names/n82089311,,,eng,,Derashot,Derashot,der,,דרשות,דרשות,alternative,1585,CLIO_7213700,"Leon, Yitsḥaḳ ben Daṿid",,,heb,,The,People in the Books: Hebraica and Judaica Manuscripts from Columbia University Libraries,,http://www.columbia.edu/cgi-bin/cul/resolve?clio9680681,,
1,007120,0,manuscripts,lcsh,X893 K519997,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,marcorg,1692,,,X Manuscripts,Hebrew Manuscripts,Venice,,Venice (Italy),http://id.loc.gov/authorities/names/n79018142,,,eng,,Ketubah Venicia,Ketubah Venicia,keb_000,,כתובה קורפו.,כתובה קורפו.,alternative,1692,CLIO_7518782,,,,arc,original filename: 120017156.jpg,The,People in the Books: Hebraica and Judaica Manuscripts from Columbia University Libraries,still image,http://www.columbia.edu/cgi-bin/cul/resolve?clio9680681,http://exhibitions.cul.columbia.edu/exhibits/show/hebrew_mss/lifecycle/x893_k519997,
,,,manuscripts,lcsh,X893 K519997,,"Rare Book & Manuscript Library, Columbia University",NNC-RB,marcorg,1692,,,X Manuscripts,Hebrew Manuscripts,Venice,,Venice (Italy),http://id.loc.gov/authorities/names/n79018142,,,eng,,Ketubah Venicia,Ketubah Venicia,keb,,כתובה קורפו.,כתובה קורפו.,alternative,1692,CLIO_7518782,,,,arc,,The,People in the Books: Hebraica and Judaica Manuscripts from Columbia University Libraries,,http://www.columbia.edu/cgi-bin/cul/resolve?clio9680681,http://exhibitions.cul.columbia.edu/exhibits/show/hebrew_mss/lifecycle/x893_k519997,
1,007119,0,manuscripts,lcsh,X893 K51991,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,marcorg,1820,,,X Manuscripts,Hebrew Manuscripts,Corfu,,Kerkyra (Greece),http://id.loc.gov/authorities/names/n80024459,,,eng,,Ketuba,Ketuba,keu_000,,כתובה קורפו,כתובה קורפו,alternative,1820,CLIO_7518780,,,,arc,original filename: 100168009.jpg,The,People in the Books: Hebraica and Judaica Manuscripts from Columbia University Libraries,still image,http://www.columbia.edu/cgi-bin/cul/resolve?clio9680681,http://exhibitions.cul.columbia.edu/exhibits/show/hebrew_mss/lifecycle/x893_k51991,
,,,manuscripts,lcsh,X893 K51991,,"Rare Book & Manuscript Library, Columbia University",NNC-RB,marcorg,1820,,,X Manuscripts,Hebrew Manuscripts,Corfu,,Kerkyra (Greece),http://id.loc.gov/authorities/names/n80024459,,,eng,,Ketuba,Ketuba,keu,,כתובה קורפו,כתובה קורפו,alternative,1820,CLIO_7518780,,,,arc,,The,People in the Books: Hebraica and Judaica Manuscripts from Columbia University Libraries,,http://www.columbia.edu/cgi-bin/cul/resolve?clio9680681,http://exhibitions.cul.columbia.edu/exhibits/show/hebrew_mss/lifecycle/x893_k51991,
1,007118,0,manuscripts,lcsh,X893 k516,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,marcorg,1688,,,X Manuscripts,Hebrew Manuscripts,Sindok (Iran?),,,,,,eng,,Ketuba,Ketuba,ket_000,,כתובה סנדוק.,כתובה סנדוק.,alternative,1688,CLIO_8557420,,,,heb,original filename: 120017155.jpg,The,People in the Books: Hebraica and Judaica Manuscripts from Columbia University Libraries,still image,http://www.columbia.edu/cgi-bin/cul/resolve?clio9680681,http://exhibitions.cul.columbia.edu/exhibits/show/hebrew_mss/lifecycle/x893_k516,
,,,manuscripts,lcsh,X893 k516,,"Rare Book & Manuscript Library, Columbia University",NNC-RB,marcorg,1688,,,X Manuscripts,Hebrew Manuscripts,Sindok (Iran?),,,,,,eng,,Ketuba,Ketuba,ket,,כתובה סנדוק.,כתובה סנדוק.,alternative,1688,CLIO_8557420,,,,heb,,The,People in the Books: Hebraica and Judaica Manuscripts from Columbia University Libraries,,http://www.columbia.edu/cgi-bin/cul/resolve?clio9680681,http://exhibitions.cul.columbia.edu/exhibits/show/hebrew_mss/lifecycle/x893_k516,
1,007117,0,manuscripts,lcsh,X893 K514.4,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,marcorg,1851,,,X Manuscripts,Hebrew Manuscripts,Greece?,,Greece,http://id.loc.gov/authorities/names/n80046090,,,eng,,Amulets (for the newborn baby),Amulets (for the newborn baby),amu_000,,קמיע,קמיע,alternative,1851,CLIO_7402395,,,,heb,original filename: 120017154.jpg,The,People in the Books: Hebraica and Judaica Manuscripts from Columbia University Libraries,still image,http://www.columbia.edu/cgi-bin/cul/resolve?clio9680681,http://exhibitions.cul.columbia.edu/exhibits/show/hebrew_mss/lifecycle/x893_k14_4,
,,,manuscripts,lcsh,X893 K514.4,,"Rare Book & Manuscript Library, Columbia University",NNC-RB,marcorg,1851,,,X Manuscripts,Hebrew Manuscripts,Greece?,,Greece,http://id.loc.gov/authorities/names/n80046090,,,eng,,Amulets (for the newborn baby),Amulets (for the newborn baby),amu,,קמיע,קמיע,alternative,1851,CLIO_7402395,,,,heb,,The,People in the Books: Hebraica and Judaica Manuscripts from Columbia University Libraries,,http://www.columbia.edu/cgi-bin/cul/resolve?clio9680681,http://exhibitions.cul.columbia.edu/exhibits/show/hebrew_mss/lifecycle/x893_k14_4,
1,007116,0,manuscripts,lcsh,,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,marcorg,1813,,,X Manuscripts,Hebrew Manuscripts,,,France,http://id.loc.gov/authorities/names/n79006404,,,eng,,Ḥuḳe ḥayim: ḥeleḳ rishon Mayim Ṭeorim. Title leaf,Ḥuḳe ḥayim: ḥeleḳ rishon Mayim Ṭeorim,hhh_000,Title leaf,חקי חיים חלק ראשון מים טהורים ; חלק שני לקבר יובל,חקי חיים חלק ראשון מים טהורים ; חלק שני לקבר יובל,alternative,1813,,"Weil, Yitsḥaḳ Aizeḳ ben Tsadoḳ",,,heb,original filename: 120017046.jpg,The,People in the Books: Hebraica and Judaica Manuscripts from Columbia University Libraries,still image,http://www.columbia.edu/cgi-bin/cul/resolve?clio9680681,http://exhibitions.cul.columbia.edu/exhibits/show/hebrew_mss/lifecycle/x893_j559,
,,,manuscripts,lcsh,X893 J559,,"Rare Book & Manuscript Library, Columbia University",NNC-RB,marcorg,1813,,,X Manuscripts,Hebrew Manuscripts,,,France,http://id.loc.gov/authorities/names/n79006404,,,eng,,Ḥuḳe ḥayim: ḥeleḳ rishon Mayim Ṭeorim,Ḥuḳe ḥayim: ḥeleḳ rishon Mayim Ṭeorim,hhh,,חקי חיים חלק ראשון מים טהורים ; חלק שני לקבר יובל,חקי חיים חלק ראשון מים טהורים ; חלק שני לקבר יובל,alternative,1813,CLIO_7204151,"Weil, Yitsḥaḳ Aizeḳ ben Tsadoḳ",,,heb,,The,People in the Books: Hebraica and Judaica Manuscripts from Columbia University Libraries,,http://www.columbia.edu/cgi-bin/cul/resolve?clio9680681,,
1,007115,0,manuscripts,lcsh,,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,marcorg,1700,1799,approximate,X Manuscripts,Hebrew Manuscripts,,,Italy,http://id.loc.gov/authorities/names/n79021783,,,eng,,Tefilot Nashim. Leaves 2 verso - 3 recto,Tefilot Nashim,tna_002,Leaves 2 verso - 3 recto,תפלות נשים,תפלות נשים,alternative,18th century,,,,,heb,original filename: 120017044.jpg,The,People in the Books: Hebraica and Judaica Manuscripts from Columbia University Libraries,still image,http://www.columbia.edu/cgi-bin/cul/resolve?clio9680681,http://exhibitions.cul.columbia.edu/exhibits/show/hebrew_mss/lifecycle/x893_j554,
1,007114,0,manuscripts,lcsh,,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,marcorg,1700,1799,approximate,X Manuscripts,Hebrew Manuscripts,,,Italy,http://id.loc.gov/authorities/names/n79021783,,,eng,,Tefilot Nashim. Leaf 1,Tefilot Nashim,tna_001,Leaf 1,תפלות נשים,תפלות נשים,alternative,18th century,,,,,heb,original filename: 120017045.jpg,The,People in the Books: Hebraica and Judaica Manuscripts from Columbia University Libraries,still image,http://www.columbia.edu/cgi-bin/cul/resolve?clio9680681,http://exhibitions.cul.columbia.edu/exhibits/show/hebrew_mss/lifecycle/x893_j554,
,,,manuscripts,lcsh,X893 J554,,"Rare Book & Manuscript Library, Columbia University",NNC-RB,marcorg,1700,1799,approximate,X Manuscripts,Hebrew Manuscripts,,,Italy,http://id.loc.gov/authorities/names/n79021783,,,eng,,Tefilot Nashim,Tefilot Nashim,tna,,תפלות נשים,תפלות נשים,alternative,18th century,CLIO_7204115,,,,heb,,The,People in the Books: Hebraica and Judaica Manuscripts from Columbia University Libraries,,http://www.columbia.edu/cgi-bin/cul/resolve?clio9680681,,
1,007113,0,manuscripts,lcsh,,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,marcorg,1887,,,X Manuscripts,Hebrew Manuscripts,,,Italy,http://id.loc.gov/authorities/names/n79021783,,,eng,,Tefilah la-neʻarim keshe-nikhnasinle-minyan. Leaf 2 verso,Tefilah la-neʻarim keshe-nikhnasinle-minyan,tln_002,Leaf 2 verso,תפלה לנערים כשנכנסין למניין,תפלה לנערים כשנכנסין למניין,alternative,1887,,"Lattes, Abraham ben Isaac, 1809-1875",,,heb,original filename: 120017042.jpg,The,People in the Books: Hebraica and Judaica Manuscripts from Columbia University Libraries,still image,http://www.columbia.edu/cgi-bin/cul/resolve?clio9680681,http://exhibitions.cul.columbia.edu/exhibits/show/hebrew_mss/lifecycle/x893_j5395,
,,,manuscripts,lcsh,X893 J5395,,"Rare Book & Manuscript Library, Columbia University",NNC-RB,marcorg,1887,,,X Manuscripts,Hebrew Manuscripts,,,Italy,http://id.loc.gov/authorities/names/n79021783,,,eng,,Tefilah la-neʻarim keshe-nikhnasinle-minyan,Tefilah la-neʻarim keshe-nikhnasinle-minyan,tln,,תפלה לנערים כשנכנסין למניין,תפלה לנערים כשנכנסין למניין,alternative,1887,CLIO_8595440,"Lattes, Abraham ben Isaac, 1809-1875",,,heb,,The,People in the Books: Hebraica and Judaica Manuscripts from Columbia University Libraries,,http://www.columbia.edu/cgi-bin/cul/resolve?clio9680681,,
1,007112,0,manuscripts,lcsh,X893.1N Z6 v.1,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,marcorg,1300,1399,approximate,X Manuscripts,Hebrew Manuscripts,,,,,,,eng,,Perush hagadah shel Pesaḥ: ʻaravit yehudit,Perush hagadah shel Pesaḥ: ʻaravit yehudit,phs_000,,פרוש הגדה של פסח   ערבית יהודית,פרוש הגדה של פסח   ערבית יהודית,alternative,14th century,CLIO_7518797,,,,heb,original filename: X893.1N_Z6_V1_2b.jpg,The,People in the Books: Hebraica and Judaica Manuscripts from Columbia University Libraries,still image,http://www.columbia.edu/cgi-bin/cul/resolve?clio9680681,http://exhibitions.cul.columbia.edu/exhibits/show/hebrew_mss/timekeepers/x893_1n_z6_v1,
