item - public,item - itemId,item - featured,item - MODS - FormGenre,item - MODS - FormGenre - Authority,item - MODS - ShelfLocation,item - MODS - DigitalOrigin,item - MODS - RepositoryName,item - MODS - RepositoryName - code,item - MODS - RepositoryName - code - Authority,item - MODS - KeyDate - Single/Start,item - MODS - KeyDate - End,item - MODS - TypeofDate,item - MODS - Collection 1,item - MODS - Collection 2,item - MODS - PlaceofOrigin 1,item - MODS - PlaceofOrigin 2,item - MODS - PlaceofOrigin 3,item - MODS - PlaceofOrigin 3 - Authority - Identifier,item - MODS - PlaceofOrigin 4,item - MODS - PlaceofOrigin 4 - Authority - Identifier,item - MODS - LanguageofCataloging,item - MODS - Subrepository,item - DublinCore - Title - Display,item - DublinCore - Title - Work,item - DublinCore - Title - Work - Identifier,item - DublinCore - Title - Part,item - DublinCore - Title 2 - Display,item - DublinCore - Title 2 - Work,item - DublinCore - Title 2 - Attribute,item - DublinCore - Date,item - DublinCore - Identifier,item - DublinCore - Creator,item - DublinCore - Creator - Authority,item - DublinCore - Creatore - Authority - Identifier,item - DublinCore - Language,item - OriginalFileLoadedIntoOmeka,item - OmekaCollection - nonSort,item - OmekaCollection,item - ItemType,project URL,item - itemInContext 1,item - itemInContext 2
1,007197,0,manuscripts,lcsh,,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,marcorg,1579,,,X Manuscripts,Hebrew Manuscripts,,,Italy,http://id.loc.gov/authorities/names/n79021783,,,eng,,Asis Rimonim. Leaf before 33,Asis Rimonim,ari_033,Leaf before 33,עסיס רמונים   קיצור ספר פרדס רמונים למשה קורדובירו,עסיס רמונים   קיצור ספר פרדס רמונים למשה קורדובירו,alternative,1579,,"Gallico, Samuel, active 16th century-17th century",naf,http://id.loc.gov/authorities/names/nb2008014478,heb,original filename: 120017001.jpg,The,People in the Books: Hebraica and Judaica Manuscripts from Columbia University Libraries,still image,http://www.columbia.edu/cgi-bin/cul/resolve?clio9680681,http://exhibitions.cul.columbia.edu/exhibits/show/hebrew_mss/mystics/x893_c81,
1,007196,0,manuscripts,lcsh,,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,marcorg,1579,,,X Manuscripts,Hebrew Manuscripts,,,Italy,http://id.loc.gov/authorities/names/n79021783,,,eng,,Asis Rimonim. Leaves 31 verso - 32 recto,Asis Rimonim,ari_031,Leaves 31 verso - 32 recto,עסיס רמונים   קיצור ספר פרדס רמונים למשה קורדובירו,עסיס רמונים   קיצור ספר פרדס רמונים למשה קורדובירו,alternative,1579,,"Gallico, Samuel, active 16th century-17th century",naf,http://id.loc.gov/authorities/names/nb2008014478,heb,original filename: 120017002.jpg,The,People in the Books: Hebraica and Judaica Manuscripts from Columbia University Libraries,still image,http://www.columbia.edu/cgi-bin/cul/resolve?clio9680681,http://exhibitions.cul.columbia.edu/exhibits/show/hebrew_mss/mystics/x893_c81,
1,007195,0,manuscripts,lcsh,,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,marcorg,1579,,,X Manuscripts,Hebrew Manuscripts,,,Italy,http://id.loc.gov/authorities/names/n79021783,,,eng,,Asis Rimonim. Leaf 21 recto,Asis Rimonim,ari_021,Leaf 21 recto,עסיס רמונים   קיצור ספר פרדס רמונים למשה קורדובירו,עסיס רמונים   קיצור ספר פרדס רמונים למשה קורדובירו,alternative,1579,,"Gallico, Samuel, active 16th century-17th century",naf,http://id.loc.gov/authorities/names/nb2008014478,heb,original filename: 120017003.jpg,The,People in the Books: Hebraica and Judaica Manuscripts from Columbia University Libraries,still image,http://www.columbia.edu/cgi-bin/cul/resolve?clio9680681,http://exhibitions.cul.columbia.edu/exhibits/show/hebrew_mss/mystics/x893_c81,
1,007194,0,manuscripts,lcsh,,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,marcorg,1579,,,X Manuscripts,Hebrew Manuscripts,,,Italy,http://id.loc.gov/authorities/names/n79021783,,,eng,,Asis Rimonim. Leaf 111 recto,Asis Rimonim,ari_099,Leaf 111 recto,עסיס רמונים   קיצור ספר פרדס רמונים למשה קורדובירו,עסיס רמונים   קיצור ספר פרדס רמונים למשה קורדובירו,alternative,1579,,"Gallico, Samuel, active 16th century-17th century",naf,http://id.loc.gov/authorities/names/nb2008014478,heb,original filename: 120017004.jpg,The,People in the Books: Hebraica and Judaica Manuscripts from Columbia University Libraries,still image,http://www.columbia.edu/cgi-bin/cul/resolve?clio9680681,http://exhibitions.cul.columbia.edu/exhibits/show/hebrew_mss/mystics/x893_c81,
,,,manuscripts,lcsh,X893 C81,,"Rare Book & Manuscript Library, Columbia University",NNC-RB,marcorg,1579,,,X Manuscripts,Hebrew Manuscripts,,,Italy,http://id.loc.gov/authorities/names/n79021783,,,eng,,Asis Rimonim,Asis Rimonim,ari,,עסיס רמונים   קיצור ספר פרדס רמונים למשה קורדובירו,עסיס רמונים   קיצור ספר פרדס רמונים למשה קורדובירו,alternative,1579,CLIO_7141327,"Gallico, Samuel, active 16th century-17th century",naf,http://id.loc.gov/authorities/names/nb2008014478,heb,,The,People in the Books: Hebraica and Judaica Manuscripts from Columbia University Libraries,,http://www.columbia.edu/cgi-bin/cul/resolve?clio9680681,,
1,007193,0,manuscripts,lcsh,,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,marcorg,1600,1699,approximate,X Manuscripts,Hebrew Manuscripts,,,,,,,eng,,Relacion delas noticias delos Judios de Cochin. First leaf of text,Relacion delas noticias delos Judios de Cochin,rdn_001,First leaf of text,,,,17th century?,,"Pereyra de Paiva, Moses",,,heb,original filename: X893.19_P41_001a.jpg,The,People in the Books: Hebraica and Judaica Manuscripts from Columbia University Libraries,still image,http://www.columbia.edu/cgi-bin/cul/resolve?clio9680681,http://exhibitions.cul.columbia.edu/exhibits/show/hebrew_mss/travelers/x893_19_p41,
,,,manuscripts,lcsh,X893.19 P41,,"Rare Book & Manuscript Library, Columbia University",NNC-RB,marcorg,1600,1699,approximate,X Manuscripts,Hebrew Manuscripts,,,,,,,eng,,Relacion delas noticias delos Judios de Cochin,Relacion delas noticias delos Judios de Cochin,rdn,,,,,17th century?,CLIO_7518883,"Pereyra de Paiva, Moses",,,heb,,The,People in the Books: Hebraica and Judaica Manuscripts from Columbia University Libraries,,http://www.columbia.edu/cgi-bin/cul/resolve?clio9680681,,
1,007192,0,manuscripts,lcsh,,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,marcorg,1500,1599,approximate,X Manuscripts,Hebrew Manuscripts,,,,,,,eng,,"ʻEn Yaʻaḳov: Nashim, Neziḳin. Leaves 116 verso - 117 recto","ʻEn Yaʻaḳov: Nashim, Neziḳin",eyn_099,Leaves 116 verso - 117 recto,"עין יעקב  נשים, נזיקין","עין יעקב  נשים, נזיקין",alternative,16th century,,"Ibn Ḥabib, Jacob ben Solomon, 1445?-1515 or 1516",naf,http://id.loc.gov/authorities/names/n83184380,heb,original filename: 120017124.jpg,The,People in the Books: Hebraica and Judaica Manuscripts from Columbia University Libraries,still image,http://www.columbia.edu/cgi-bin/cul/resolve?clio9680681,http://exhibitions.cul.columbia.edu/exhibits/show/hebrew_mss/travelers/x893_t142,
,,,manuscripts,lcsh,X893 T142,,"Rare Book & Manuscript Library, Columbia University",NNC-RB,marcorg,1500,1599,approximate,X Manuscripts,Hebrew Manuscripts,,,,,,,eng,,"ʻEn Yaʻaḳov: Nashim, Neziḳin","ʻEn Yaʻaḳov: Nashim, Neziḳin",eyn,,"עין יעקב  נשים, נזיקין","עין יעקב  נשים, נזיקין",alternative,16th century,CLIO_7460936,"Ibn Ḥabib, Jacob ben Solomon, 1445?-1515 or 1516",naf,http://id.loc.gov/authorities/names/n83184380,heb,,The,People in the Books: Hebraica and Judaica Manuscripts from Columbia University Libraries,,http://www.columbia.edu/cgi-bin/cul/resolve?clio9680681,,
1,007191,0,manuscripts,lcsh,,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,marcorg,1686,,,X Manuscripts,Hebrew Manuscripts,,,Ukraine,http://id.loc.gov/authorities/names/n81017756,,,eng,,Masaʻot shel Moshe ha-Leṿi: bi-zeman she-halakh me-ʻir Kafa li-Yerushalayim. Leaf 23 recto,Masaʻot shel Moshe ha-Leṿi: bi-zeman she-halakh me-ʻir Kafa li-Yerushalayim,msm_023,Leaf 23 recto,מסעות של משה הלוי בזמן שהלך מעיר כפא לירושלים.,מסעות של משה הלוי בזמן שהלך מעיר כפא לירושלים.,alternative,1686,,"Leṿi, Moshe ben Eliyahu, ha-Yerushalmi",,,heb,original filename: 120017123.jpg,The,People in the Books: Hebraica and Judaica Manuscripts from Columbia University Libraries,still image,http://www.columbia.edu/cgi-bin/cul/resolve?clio9680681,http://exhibitions.cul.columbia.edu/exhibits/show/hebrew_mss/travelers/x893_so2,
,,,manuscripts,lcsh,X893 So2,,"Rare Book & Manuscript Library, Columbia University",NNC-RB,marcorg,1686,,,X Manuscripts,Hebrew Manuscripts,,,Ukraine,http://id.loc.gov/authorities/names/n81017756,,,eng,,Masaʻot shel Moshe ha-Leṿi: bi-zeman she-halakh me-ʻir Kafa li-Yerushalayim,Masaʻot shel Moshe ha-Leṿi: bi-zeman she-halakh me-ʻir Kafa li-Yerushalayim,msm,,מסעות של משה הלוי בזמן שהלך מעיר כפא לירושלים.,מסעות של משה הלוי בזמן שהלך מעיר כפא לירושלים.,alternative,1686,CLIO_7362673,"Leṿi, Moshe ben Eliyahu, ha-Yerushalmi",,,heb,,The,People in the Books: Hebraica and Judaica Manuscripts from Columbia University Libraries,,http://www.columbia.edu/cgi-bin/cul/resolve?clio9680681,,
1,007190,0,manuscripts,lcsh,,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,marcorg,1790,1799,approximate,X Manuscripts,Hebrew Manuscripts,,,Germany,http://id.loc.gov/authorities/names/n80125931,,,eng,,Ruah nakhon. Title leaf verso,Ruah nakhon,rna_001,Title leaf verso,רוח נכון,רוח נכון,alternative,1790,,"Romanelli, Samuel Aaron, 1757-1814",naf,http://id.loc.gov/authorities/names/n87942622,heb,original filename: 120017116.jpg,The,People in the Books: Hebraica and Judaica Manuscripts from Columbia University Libraries,still image,http://www.columbia.edu/cgi-bin/cul/resolve?clio9680681,http://exhibitions.cul.columbia.edu/exhibits/show/hebrew_mss/travelers/x893_r66,
,,,manuscripts,lcsh,X893 R66,,"Rare Book & Manuscript Library, Columbia University",NNC-RB,marcorg,1790,1799,approximate,X Manuscripts,Hebrew Manuscripts,,,Germany,http://id.loc.gov/authorities/names/n80125931,,,eng,,Ruah nakhon,Ruah nakhon,rna,,רוח נכון,רוח נכון,alternative,1790,CLIO_8797718,"Romanelli, Samuel Aaron, 1757-1814",naf,http://id.loc.gov/authorities/names/n87942622,heb,,The,People in the Books: Hebraica and Judaica Manuscripts from Columbia University Libraries,,http://www.columbia.edu/cgi-bin/cul/resolve?clio9680681,,
1,007189,0,manuscripts,lcsh,X893 M5863,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,marcorg,1863,,,X Manuscripts,Hebrew Manuscripts,Tsefat,,Tsefat (Israel),http://id.loc.gov/authorities/names/n80107319,,,eng,,Igeret sheliḥut: isuf tsedaḳah la-iʻr Tsefat,Igeret sheliḥut: isuf tsedaḳah la-iʻr Tsefat,isi_000,,אגרת שליחות   אסוף צדקה לעיר צפת,אגרת שליחות   אסוף צדקה לעיר צפת,alternative,1863,CLIO_7362792,"Eldaoudi, Makhlouf, Ḥakham bashi, 1825-1909",,,heb,original filename: 120017160.jpg,The,People in the Books: Hebraica and Judaica Manuscripts from Columbia University Libraries,still image,http://www.columbia.edu/cgi-bin/cul/resolve?clio9680681,http://exhibitions.cul.columbia.edu/exhibits/show/hebrew_mss/travelers/x893_m5863,
,,,manuscripts,lcsh,X893 M5863,,"Rare Book & Manuscript Library, Columbia University",NNC-RB,marcorg,1863,,,X Manuscripts,Hebrew Manuscripts,Tsefat,,Tsefat (Israel),http://id.loc.gov/authorities/names/n80107319,,,eng,,Igeret sheliḥut: isuf tsedaḳah la-iʻr Tsefat,Igeret sheliḥut: isuf tsedaḳah la-iʻr Tsefat,isi,,אגרת שליחות   אסוף צדקה לעיר צפת,אגרת שליחות   אסוף צדקה לעיר צפת,alternative,1863,CLIO_7362792,"Eldaoudi, Makhlouf, Ḥakham bashi, 1825-1909",,,heb,,The,People in the Books: Hebraica and Judaica Manuscripts from Columbia University Libraries,,http://www.columbia.edu/cgi-bin/cul/resolve?clio9680681,http://exhibitions.cul.columbia.edu/exhibits/show/hebrew_mss/travelers/x893_m5863,
1,007188,0,manuscripts,lcsh,,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,marcorg,1300,1399,approximate,X Manuscripts,Hebrew Manuscripts,,,France,http://id.loc.gov/authorities/names/n79006404,,,eng,,Maḥzor le-shalosh regalim. Leaf 27 recto,Maḥzor le-shalosh regalim,mls_027,Leaf 27 recto,מחזור לשלש רגלים   מנהג צרפת,מחזור לשלש רגלים   מנהג צרפת,alternative,14th century,,,,,heb,original filename: 120017039.jpg,The,People in the Books: Hebraica and Judaica Manuscripts from Columbia University Libraries,still image,http://www.columbia.edu/cgi-bin/cul/resolve?clio9680681,http://exhibitions.cul.columbia.edu/exhibits/show/hebrew_mss/travelers/x893_j51,
1,007187,0,manuscripts,lcsh,,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,marcorg,1300,1399,approximate,X Manuscripts,Hebrew Manuscripts,,,France,http://id.loc.gov/authorities/names/n79006404,,,eng,,Maḥzor le-shalosh regalim. Leaf 287 verso,Maḥzor le-shalosh regalim,mls_098,Leaf 287 verso,מחזור לשלש רגלים   מנהג צרפת,מחזור לשלש רגלים   מנהג צרפת,alternative,14th century,,,,,heb,original filename: 120017040.jpg,The,People in the Books: Hebraica and Judaica Manuscripts from Columbia University Libraries,still image,http://www.columbia.edu/cgi-bin/cul/resolve?clio9680681,http://exhibitions.cul.columbia.edu/exhibits/show/hebrew_mss/travelers/x893_j51,
1,007186,0,manuscripts,lcsh,,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,marcorg,1300,1399,approximate,X Manuscripts,Hebrew Manuscripts,,,France,http://id.loc.gov/authorities/names/n79006404,,,eng,,Maḥzor le-shalosh regalim. Leaf 288 verso,Maḥzor le-shalosh regalim,mls_099,Leaf 288 verso,מחזור לשלש רגלים   מנהג צרפת,מחזור לשלש רגלים   מנהג צרפת,alternative,14th century,,,,,heb,original filename: 120017041.jpg,The,People in the Books: Hebraica and Judaica Manuscripts from Columbia University Libraries,still image,http://www.columbia.edu/cgi-bin/cul/resolve?clio9680681,http://exhibitions.cul.columbia.edu/exhibits/show/hebrew_mss/travelers/x893_j51,
,,,manuscripts,lcsh,X893 J51,,"Rare Book & Manuscript Library, Columbia University",NNC-RB,marcorg,1300,1399,approximate,X Manuscripts,Hebrew Manuscripts,,,France,http://id.loc.gov/authorities/names/n79006404,,,eng,,Maḥzor le-shalosh regalim,Maḥzor le-shalosh regalim,mls,,מחזור לשלש רגלים   מנהג צרפת,מחזור לשלש רגלים   מנהג צרפת,alternative,14th century,CLIO_8557259,,,,heb,,The,People in the Books: Hebraica and Judaica Manuscripts from Columbia University Libraries,,http://www.columbia.edu/cgi-bin/cul/resolve?clio9680681,,
1,007185,0,manuscripts,lcsh,,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,marcorg,1700,1799,approximate,X Manuscripts,Hebrew Manuscripts,,,,,,,eng,,Shem ha-gedolim. Leaf 98 verso,Shem ha-gedolim,shg_098,Leaf 98 verso,שם הגדולים,שם הגדולים,alternative,18th century,,"Azulai, Hayyim Joseph David, 1724-1806",naf,http://id.loc.gov/authorities/names/n79144975,heb,original filename: 120017108.jpg,The,People in the Books: Hebraica and Judaica Manuscripts from Columbia University Libraries,still image,http://www.columbia.edu/cgi-bin/cul/resolve?clio9680681,http://exhibitions.cul.columbia.edu/exhibits/show/hebrew_mss/travelers/x893_az8,
,,,manuscripts,lcsh,X893 Az8,,"Rare Book & Manuscript Library, Columbia University",NNC-RB,marcorg,1700,1799,approximate,X Manuscripts,Hebrew Manuscripts,,,,,,,eng,,Shem ha-gedolim,Shem ha-gedolim,shg,,שם הגדולים,שם הגדולים,alternative,18th century,CLIO_7704754,"Azulai, Hayyim Joseph David, 1724-1806",naf,http://id.loc.gov/authorities/names/n79144975,heb,,The,People in the Books: Hebraica and Judaica Manuscripts from Columbia University Libraries,,http://www.columbia.edu/cgi-bin/cul/resolve?clio9680681,,
1,007184,0,manuscripts,lcsh,,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,marcorg,1740,,,X Manuscripts,Hebrew Manuscripts,Amsterdam,,Amsterdam (Netherlands),http://id.loc.gov/authorities/names/n78095634,,,eng,,"Calendario de todos ros Hodes Fiestas Y Ayunos del Ano (A calendar of the New Moon, Festivals, and Fast days). Case and binding","Calendario de todos ros Hodes Fiestas Y Ayunos del Ano (A calendar of the New Moon, Festivals, and Fast days)",cdt_099,Case and binding,,,,1740,,,,,spa,original filename: X86_C12_031.jpg,The,People in the Books: Hebraica and Judaica Manuscripts from Columbia University Libraries,still image,http://www.columbia.edu/cgi-bin/cul/resolve?clio9680681,http://exhibitions.cul.columbia.edu/exhibits/show/hebrew_mss/travelers/x86_c12,
1,007183,0,manuscripts,lcsh,,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,marcorg,1740,,,X Manuscripts,Hebrew Manuscripts,Amsterdam,,Amsterdam (Netherlands),http://id.loc.gov/authorities/names/n78095634,,,eng,,"Calendario de todos ros Hodes Fiestas Y Ayunos del Ano (A calendar of the New Moon, Festivals, and Fast days). Leaves 13 verso - 14 recto","Calendario de todos ros Hodes Fiestas Y Ayunos del Ano (A calendar of the New Moon, Festivals, and Fast days)",cdt_013,Leaves 13 verso - 14 recto,,,,1740,,,,,spa,original filename: X86_C12_014.jpg,The,People in the Books: Hebraica and Judaica Manuscripts from Columbia University Libraries,still image,http://www.columbia.edu/cgi-bin/cul/resolve?clio9680681,http://exhibitions.cul.columbia.edu/exhibits/show/hebrew_mss/travelers/x86_c12,
1,007182,0,manuscripts,lcsh,,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,marcorg,1740,,,X Manuscripts,Hebrew Manuscripts,Amsterdam,,Amsterdam (Netherlands),http://id.loc.gov/authorities/names/n78095634,,,eng,,"Calendario de todos ros Hodes Fiestas Y Ayunos del Ano (A calendar of the New Moon, Festivals, and Fast days). Leaves 16 verso - 17 recto","Calendario de todos ros Hodes Fiestas Y Ayunos del Ano (A calendar of the New Moon, Festivals, and Fast days)",cdt_016,Leaves 16 verso - 17 recto,,,,1740,,,,,spa,original filename: X86_C12_017.jpg,The,People in the Books: Hebraica and Judaica Manuscripts from Columbia University Libraries,still image,http://www.columbia.edu/cgi-bin/cul/resolve?clio9680681,http://exhibitions.cul.columbia.edu/exhibits/show/hebrew_mss/travelers/x86_c12,
,007182,,manuscripts,lcsh,X86 C12,,"Rare Book & Manuscript Library, Columbia University",NNC-RB,marcorg,1740,,,X Manuscripts,Hebrew Manuscripts,Amsterdam,,Amsterdam (Netherlands),http://id.loc.gov/authorities/names/n78095634,,,eng,,"Calendario de todos ros Hodes Fiestas Y Ayunos del Ano (A calendar of the New Moon, Festivals, and Fast days)","Calendario de todos ros Hodes Fiestas Y Ayunos del Ano (A calendar of the New Moon, Festivals, and Fast days)",cdt,,,,,1740,CLIO_7094325,,,,spa,,The,People in the Books: Hebraica and Judaica Manuscripts from Columbia University Libraries,,http://www.columbia.edu/cgi-bin/cul/resolve?clio9680681,,
1,007181,0,manuscripts,lcsh,,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,marcorg,1781,,,,Hebrew Manuscripts,,,,,,,eng,,Toldot yehude Ḳutsin. Closed scroll,Toldot yehude Ḳutsin,tyk_002,Closed scroll,תולדות יהודי קוצין,תולדות יהודי קוצין,alternative,1781,,"ʹSaraf, Yiḥya ben Avraham, ha-Leṿi",,,heb,original filename: SMITH_HEB_4_001.jpg,The,People in the Books: Hebraica and Judaica Manuscripts from Columbia University Libraries,still image,http://www.columbia.edu/cgi-bin/cul/resolve?clio9680681,http://exhibitions.cul.columbia.edu/exhibits/show/hebrew_mss/travelers/x893_19_p41,
1,007180,0,manuscripts,lcsh,,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,marcorg,1781,,,,Hebrew Manuscripts,,,,,,,eng,,Toldot yehude Ḳutsin. First part,Toldot yehude Ḳutsin,tyk_001,First part,תולדות יהודי קוצין,תולדות יהודי קוצין,alternative,1781,,"ʹSaraf, Yiḥya ben Avraham, ha-Leṿi",,,heb,original filename: SMITH_HEB_4_Col_1-2.jpg,The,People in the Books: Hebraica and Judaica Manuscripts from Columbia University Libraries,still image,http://www.columbia.edu/cgi-bin/cul/resolve?clio9680681,http://exhibitions.cul.columbia.edu/exhibits/show/hebrew_mss/travelers/x893_19_p41,
,,,manuscripts,lcsh,MS Plimpton Hebrew 004,,"Rare Book & Manuscript Library, Columbia University",NNC-RB,marcorg,1781,,,,Hebrew Manuscripts,,,,,,,eng,,Toldot yehude Ḳutsin,Toldot yehude Ḳutsin,tyk,,תולדות יהודי קוצין,תולדות יהודי קוצין,alternative,1781,CLIO_8595488,"ʹSaraf, Yiḥya ben Avraham, ha-Leṿi",,,heb,,The,People in the Books: Hebraica and Judaica Manuscripts from Columbia University Libraries,,http://www.columbia.edu/cgi-bin/cul/resolve?clio9680681,,
1,007179,0,manuscripts,lcsh,,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,marcorg,1842,,,X Manuscripts,Hebrew Manuscripts,,,Italy,http://id.loc.gov/authorities/names/n79021783,,,eng,,Seliḥot: le-omram aḥar Minḥah be-khol Ḥodesh Elul be-Montticelli Primgeno di Ongina be-shnat 5602. Title leaf,Seliḥot: le-omram aḥar Minḥah be-khol Ḥodesh Elul be-Montticelli Primgeno di Ongina be-shnat 5602,slo_000,Title leaf,"סליחות לאומרם אחר מנחה בכל חדש אלול במונטיציללי פרימגיאנו אונגינה בשנת התר""ב למינינינו.","סליחות לאומרם אחר מנחה בכל חדש אלול במונטיציללי פרימגיאנו אונגינה בשנת התר""ב למינינינו.",alternative,1842,,,,,heb,original filename: 120017043.jpg,The,People in the Books: Hebraica and Judaica Manuscripts from Columbia University Libraries,still image,http://www.columbia.edu/cgi-bin/cul/resolve?clio9680681,http://exhibitions.cul.columbia.edu/exhibits/show/hebrew_mss/congregants/x893_j544,
,,,manuscripts,lcsh,X893 J544,,"Rare Book & Manuscript Library, Columbia University",NNC-RB,marcorg,1842,,,X Manuscripts,Hebrew Manuscripts,,,Italy,http://id.loc.gov/authorities/names/n79021783,,,eng,,Seliḥot: le-omram aḥar Minḥah be-khol Ḥodesh Elul be-Montticelli Primgeno di Ongina be-shnat 5602,Seliḥot: le-omram aḥar Minḥah be-khol Ḥodesh Elul be-Montticelli Primgeno di Ongina be-shnat 5602,slo,,"סליחות לאומרם אחר מנחה בכל חדש אלול במונטיציללי פרימגיאנו אונגינה בשנת התר""ב למינינינו.","סליחות לאומרם אחר מנחה בכל חדש אלול במונטיציללי פרימגיאנו אונגינה בשנת התר""ב למינינינו.",alternative,1842,CLIO_7200540,,,,heb,,The,People in the Books: Hebraica and Judaica Manuscripts from Columbia University Libraries,,http://www.columbia.edu/cgi-bin/cul/resolve?clio9680681,,
1,007178,0,manuscripts,lcsh,,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,marcorg,1810,,,X Manuscripts,Hebrew Manuscripts,,,Suriname,http://id.loc.gov/authorities/names/n79022986,,,eng,,Tefilot u-baḳashot: le-vaḳesh raḥamim meha-El itbarakh ve-lidrosh mimeno teshuʻa ve-hatslaḥah ʻal ha-medinah. Spanish title page,Tefilot u-baḳashot: le-vaḳesh raḥamim meha-El itbarakh ve-lidrosh mimeno teshuʻa ve-hatslaḥah ʻal ha-medinah,tub_001,Spanish title page,תפלות ובקשות לבקש רחמים מהאל יברך ולדרוש ממנו תשועה והצלחה על המדינה,תפלות ובקשות לבקש רחמים מהאל יברך ולדרוש ממנו תשועה והצלחה על המדינה,alternative,1810,,"De Veris, Yehudah ben Mikhael",,,heb,original filename: 120017047.jpg,The,People in the Books: Hebraica and Judaica Manuscripts from Columbia University Libraries,still image,http://www.columbia.edu/cgi-bin/cul/resolve?clio9680681,http://exhibitions.cul.columbia.edu/exhibits/show/hebrew_mss/communities/x893_j6,
1,007177,0,manuscripts,lcsh,,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,marcorg,1810,,,X Manuscripts,Hebrew Manuscripts,,,Suriname,http://id.loc.gov/authorities/names/n79022986,,,eng,,Tefilot u-baḳashot: le-vaḳesh raḥamim meha-El itbarakh ve-lidrosh mimeno teshuʻa ve-hatslaḥah ʻal ha-medinah. Hebrew title page,Tefilot u-baḳashot: le-vaḳesh raḥamim meha-El itbarakh ve-lidrosh mimeno teshuʻa ve-hatslaḥah ʻal ha-medinah,tub_000,Hebrew title page,תפלות ובקשות לבקש רחמים מהאל יברך ולדרוש ממנו תשועה והצלחה על המדינה,תפלות ובקשות לבקש רחמים מהאל יברך ולדרוש ממנו תשועה והצלחה על המדינה,alternative,1810,,"De Veris, Yehudah ben Mikhael",,,heb,original filename: 120017048.jpg,The,People in the Books: Hebraica and Judaica Manuscripts from Columbia University Libraries,still image,http://www.columbia.edu/cgi-bin/cul/resolve?clio9680681,http://exhibitions.cul.columbia.edu/exhibits/show/hebrew_mss/communities/x893_j6,
,,,manuscripts,lcsh,X893 J6,,"Rare Book & Manuscript Library, Columbia University",NNC-RB,marcorg,1810,,,X Manuscripts,Hebrew Manuscripts,,,Suriname,http://id.loc.gov/authorities/names/n79022986,,,eng,,Tefilot u-baḳashot: le-vaḳesh raḥamim meha-El itbarakh ve-lidrosh mimeno teshuʻa ve-hatslaḥah ʻal ha-medinah,Tefilot u-baḳashot: le-vaḳesh raḥamim meha-El itbarakh ve-lidrosh mimeno teshuʻa ve-hatslaḥah ʻal ha-medinah,tub,,תפלות ובקשות לבקש רחמים מהאל יברך ולדרוש ממנו תשועה והצלחה על המדינה,תפלות ובקשות לבקש רחמים מהאל יברך ולדרוש ממנו תשועה והצלחה על המדינה,alternative,1810,CLIO_7204153,"De Veris, Yehudah ben Mikhael",,,heb,,The,People in the Books: Hebraica and Judaica Manuscripts from Columbia University Libraries,,http://www.columbia.edu/cgi-bin/cul/resolve?clio9680681,,
1,007176,0,manuscripts,lcsh,,reformatted digital,"Rare Book & Manuscript Library, Columbia University",NNC-RB,marcorg,1753,,,X Manuscripts,Hebrew Manuscripts,,,Greece,http://id.loc.gov/authorities/names/n80046090,,,eng,,Pesak: al nigun keriat shema be-nigun ba-ir Korfu. Last leaf,Pesak: al nigun keriat shema be-nigun ba-ir Korfu,pan_099,Last leaf,פסק   על נגון קריאת שמע בצבור בעיר קורפו,פסק   על נגון קריאת שמע בצבור בעיר קורפו,alternative,1753,,"Cohen, Ḥayyim Shabtai",,,heb,original filename: 120017163.jpg,The,People in the Books: Hebraica and Judaica Manuscripts from Columbia University Libraries,still image,http://www.columbia.edu/cgi-bin/cul/resolve?clio9680681,http://exhibitions.cul.columbia.edu/exhibits/show/hebrew_mss/congregants/x893_sh354,
